,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
42041,155,126.0,157.4,136.2,,113.0,74.0,,,,,295.3,,82.8,108.6,109.0,14.0,,111.6,159.0,85.0,,,135.0,,-29.0,2.4,-18.8,,-42.0,-81.0,,,,,140.3,,-72.2,-46.4,-46.0,-141.0,,-43.4,4.0,-70.0,,,-20.0,,True,True,,False,False,,,,,False,,False,False,False,False,,False,True,False,,,True,
42043,330,250.0,189.6,249.6,,219.0,216.0,,,,,386.9,,182.4,296.9,232.0,512.0,,177.1,224.9,254.0,,,184.0,,-80.0,-140.4,-80.4,,-111.0,-114.0,,,,,56.9,,-147.6,-33.1,-98.0,182.0,,-152.9,-105.1,-76.0,,,-146.0,,False,False,,False,False,,,,,True,,False,True,False,False,,False,False,True,,,False,
42045,841,800.0,127.9,798.9,841.4,766.0,522.0,,,,,1186.1,,529.4,765.8,740.0,716.0,,1204.9,898.8,684.0,,,520.0,,-41.0,-713.1,-42.1,0.4,-75.0,-319.0,,,,,345.1,,-311.6,-75.2,-101.0,-125.0,,363.9,57.8,-157.0,,,-321.0,,False,False,True,False,False,,,,,False,,False,False,False,False,,False,False,False,,,False,
42047,16,10.0,,9.4,,3.0,0.0,,,,,32.0,,1.1,2.4,,12.0,,3.6,10.7,,,,9.0,,-6.0,,-6.6,,-13.0,-16.0,,,,,16.0,,-14.9,-13.6,,-4.0,,-12.4,-5.3,,,,-7.0,,,False,,False,False,,,,,False,,False,False,,True,,False,True,,,,False,
42049,189,280.0,236.5,287.9,,259.0,376.0,,,,,549.8,,123.4,214.6,,305.0,,189.8,292.8,356.0,,,301.0,,91.0,47.5,98.9,,70.0,187.0,,,,,360.8,,-65.6,25.6,,116.0,,0.8,103.8,167.0,,,112.0,,True,False,,True,False,,,,,False,,True,True,,False,,True,False,False,,,False,
42051,171,164.0,159.8,180.7,,162.0,205.0,,,,,345.8,,167.3,154.8,,319.0,,145.9,134.2,190.0,,,212.0,,-7.0,-11.2,9.7,,-9.0,34.0,,,,,174.8,,-3.7,-16.2,,148.0,,-25.1,-36.8,19.0,,,41.0,,False,False,,False,False,,,,,False,,True,False,,False,,False,False,False,,,False,
42053,3,2.0,,2.5,,1.0,0.0,,,,,0.7,,0.1,0.6,0.0,3.0,,1.9,1.1,,,,2.0,,-1.0,,-0.5,,-2.0,-3.0,,,,,-2.3,,-2.9,-2.4,-3.0,0.0,,-1.1,-1.9,,,,-1.0,,,True,,False,False,,,,,False,,False,False,False,True,,False,False,,,,False,
42055,114,134.0,101.6,109.0,,106.0,75.0,,,,,219.4,,104.3,133.2,120.0,0.0,,63.3,131.1,111.0,,,115.0,,20.0,-12.4,-5.0,,-8.0,-39.0,,,,,105.4,,-9.7,19.2,6.0,-114.0,,-50.7,17.1,-3.0,,,1.0,,True,True,,True,False,,,,,False,,True,True,True,False,,False,True,True,,,True,
42057,4,10.0,,9.8,,4.0,0.0,,,,,7.0,,0.4,2.8,2.0,10.0,,3.7,7.3,,,,8.0,,6.0,,5.8,,0.0,-4.0,,,,,3.0,,-3.6,-1.2,-2.0,6.0,,-0.3,3.3,,,,4.0,,,True,,True,True,,,,,True,,True,True,True,False,,True,True,,,,True,
42059,19,14.0,,16.3,,12.0,10.0,,,,,47.5,,5.9,16.2,15.0,114.0,,12.7,9.0,,,,14.0,,-5.0,,-2.7,,-7.0,-9.0,,,,,28.5,,-13.1,-2.8,-4.0,95.0,,-6.3,-10.0,,,,-5.0,,,True,,False,False,,,,,False,,False,True,True,False,,False,False,,,,False,
42061,42,34.0,,30.4,,25.0,0.0,,,,,44.2,,13.3,35.4,32.0,46.0,,23.0,28.1,,,,20.0,,-8.0,,-11.6,,-17.0,-42.0,,,,,2.2,,-28.7,-6.6,-10.0,4.0,,-19.0,-13.9,,,,-22.0,,,False,,False,False,,,,,True,,False,True,False,True,,False,False,,,,False,
42063,83,96.0,60.2,97.9,,92.0,138.0,,,,,190.6,,78.3,91.6,60.0,362.0,,119.4,69.5,,,,110.0,,13.0,-22.8,14.9,,9.0,55.0,,,,,107.6,,-4.7,8.6,-23.0,279.0,,36.4,-13.5,,,,27.0,,False,False,,True,False,,,,,False,,True,True,False,False,,False,False,,,,False,
42065,20,20.0,,17.1,,16.0,25.0,,,,,55.4,,4.9,19.2,,18.0,,11.1,14.8,,,,19.0,,0.0,,-2.9,,-4.0,5.0,,,,,35.4,,-15.1,-0.8,,-2.0,,-8.9,-5.2,,,,-1.0,,,False,,False,False,,,,,False,,False,False,,False,,False,False,,,,False,
42067,10,12.0,,10.7,,7.0,3.0,,,,,22.3,,1.4,6.4,13.0,59.0,,8.4,10.6,,,,8.0,,2.0,,0.7,,-3.0,-7.0,,,,,12.3,,-8.6,-3.6,3.0,49.0,,-1.6,0.6,,,,-2.0,,,True,,False,False,,,,,False,,False,False,False,False,,True,True,,,,False,
42069,60,58.0,65.9,50.4,,54.0,44.0,,,,,220.7,,40.7,64.5,114.0,149.0,,74.4,62.6,46.0,,,52.0,,-2.0,5.9,-9.6,,-6.0,-16.0,,,,,160.7,,-19.3,4.5,54.0,89.0,,14.4,2.6,-14.0,,,-8.0,,False,False,,False,False,,,,,False,,False,False,False,False,,False,False,False,,,False,
42071,572,532.0,628.2,534.6,626.8,590.0,427.0,,,,,846.7,,505.2,621.5,480.0,2066.0,,726.2,607.4,608.0,,,439.0,,-40.0,56.2,-37.4,54.8,18.0,-145.0,,,,,274.7,,-66.8,49.5,-92.0,1494.0,,154.2,35.4,36.0,,,-133.0,,False,True,False,True,False,,,,,False,,False,False,False,False,,False,True,True,,,False,
42073,49,104.0,130.4,103.4,,86.0,98.0,,,,,255.6,,41.2,72.3,58.0,306.0,,85.7,71.7,,,,101.0,,55.0,81.4,54.4,,37.0,49.0,,,,,206.6,,-7.8,23.3,9.0,257.0,,36.7,22.7,,,,52.0,,False,True,,True,True,,,,,False,,True,True,True,False,,True,True,,,,True,
42075,70,60.0,73.2,62.1,,62.0,35.0,,,,,111.9,,48.3,82.3,100.0,99.0,,67.8,74.5,47.0,,,37.0,,-10.0,3.2,-7.9,,-8.0,-35.0,,,,,41.9,,-21.7,12.3,30.0,29.0,,-2.2,4.5,-23.0,,,-33.0,,True,True,,True,False,,,,,False,,False,False,False,False,,True,True,False,,,False,
42077,185,212.0,64.2,206.3,,197.0,133.0,,,,,411.9,,193.5,258.7,323.0,399.0,,179.0,244.6,227.0,,,145.0,,27.0,-120.8,21.3,,12.0,-52.0,,,,,226.9,,8.5,73.7,138.0,214.0,,-6.0,59.6,42.0,,,-40.0,,False,True,,True,False,,,,,False,,True,False,False,False,,True,False,False,,,False,
42079,240,324.0,59.2,322.1,,282.0,341.0,,,,,617.5,,148.7,245.3,251.0,507.0,,206.8,352.1,343.0,,,210.0,,84.0,-180.8,82.1,,42.0,101.0,,,,,377.5,,-91.3,5.3,11.0,267.0,,-33.2,112.1,103.0,,,-30.0,,False,True,,True,False,,,,,False,,False,True,True,False,,True,False,False,,,True,
42081,90,98.0,40.2,95.2,,97.0,165.0,,,,,264.9,,104.5,109.9,,139.0,,88.8,98.1,,,,105.0,,8.0,-49.8,5.2,,7.0,75.0,,,,,174.9,,14.5,19.9,,49.0,,-1.2,8.1,,,,15.0,,False,True,,True,False,,,,,False,,False,False,,False,,True,False,,,,False,
42083,1,12.0,,11.4,,9.0,20.0,,,,,33.6,,0.6,2.1,,6.0,,8.4,11.2,,,,12.0,,11.0,,10.4,,8.0,19.0,,,,,32.6,,-0.4,1.1,,5.0,,7.4,10.2,,,,11.0,,,True,,True,False,,,,,False,,True,True,,True,,True,True,,,,False,
42085,99,156.0,106.3,155.8,,156.0,209.0,,,,,352.1,,192.8,182.7,,222.0,,184.4,137.9,,,,170.0,,57.0,7.3,56.8,,57.0,110.0,,,,,253.1,,93.8,83.7,,123.0,,85.4,38.9,,,,71.0,,True,True,,False,False,,,,,False,,False,False,,False,,False,True,,,,False,
42087,19,30.0,,28.7,,22.0,0.0,,,,,73.4,,6.9,22.7,17.0,0.0,,20.7,35.7,,,,38.0,,11.0,,9.7,,3.0,-19.0,,,,,54.4,,-12.1,3.7,-2.0,-19.0,,1.7,16.7,,,,19.0,,,True,,True,False,,,,,False,,False,True,True,False,,True,False,,,,False,
42089,64,74.0,4.0,78.8,,70.0,69.0,,,,,175.1,,43.3,93.2,103.0,77.0,,95.6,73.3,57.0,,,55.0,,10.0,-60.0,14.8,,6.0,5.0,,,,,111.1,,-20.7,29.2,39.0,13.0,,31.6,9.3,-7.0,,,-9.0,,False,False,,True,True,,,,,False,,False,False,False,False,,False,True,True,,,True,
42091,590,528.0,403.0,543.3,566.7,475.0,341.0,,,,,828.5,,359.5,588.8,672.0,0.0,,263.8,634.0,475.0,,,392.0,,-62.0,-187.0,-46.7,-23.3,-115.0,-249.0,,,,,238.5,,-230.5,-1.2,82.0,-590.0,,-326.2,44.0,-115.0,,,-198.0,,False,True,True,False,False,,,,,False,,False,True,False,False,,False,True,False,,,False,
42093,22,16.0,,15.7,,15.0,15.0,,,,,20.3,,6.8,13.2,15.0,29.0,,52.7,15.9,,,,10.0,,-6.0,,-6.3,,-7.0,-7.0,,,,,-1.7,,-15.2,-8.8,-7.0,7.0,,30.7,-6.1,,,,-12.0,,,False,,False,False,,,,,True,,False,False,False,False,,False,False,,,,False,
42095,132,150.0,55.8,147.8,,114.0,89.0,,,,,305.3,,84.8,125.2,231.0,271.0,,146.0,199.2,103.0,,,109.0,,18.0,-76.2,15.8,,-18.0,-43.0,,,,,173.3,,-47.2,-6.8,99.0,139.0,,14.0,67.2,-29.0,,,-23.0,,False,True,,False,False,,,,,False,,False,True,False,False,,True,False,False,,,False,
42097,157,118.0,57.5,115.5,,90.0,231.0,,,,,182.2,,88.1,96.4,,267.0,,70.7,97.9,,,,88.0,,-39.0,-99.5,-41.5,,-67.0,74.0,,,,,25.2,,-68.9,-60.6,,110.0,,-86.3,-59.1,,,,-69.0,,False,False,,False,False,,,,,True,,False,False,,False,,False,False,,,,False,
42099,35,10.0,,9.5,,10.0,31.0,,,,,37.0,,2.4,11.9,14.0,0.0,,7.5,10.0,,,,16.0,,-25.0,,-25.5,,-25.0,-4.0,,,,,2.0,,-32.6,-23.1,-21.0,-35.0,,-27.5,-25.0,,,,-19.0,,,False,,False,True,,,,,True,,False,True,True,False,,False,False,,,,True,
42101,1816,1532.0,606.7,1587.0,1503.6,1162.0,1162.0,,,,,2519.6,,780.6,1035.7,1766.0,2628.0,,1655.0,1630.6,614.0,,,740.0,,-284.0,-1209.3,-229.0,-312.4,-654.0,-654.0,,,,,703.6,,-1035.4,-780.3,-50.0,812.0,,-161.0,-185.4,-1202.0,,,-1076.0,,False,True,False,False,False,,,,,False,,False,False,True,False,,True,True,False,,,False,
42103,7,4.0,2.0,5.0,,2.0,0.0,,,,,21.2,,0.1,3.3,,0.0,,3.0,7.1,,,,2.0,,-3.0,-5.0,-2.0,,-5.0,-7.0,,,,,14.2,,-6.9,-3.7,,-7.0,,-4.0,0.1,,,,-5.0,,False,True,,False,False,,,,,False,,False,False,,False,,False,True,,,,False,
42105,2,0.0,,0.2,,0.0,0.0,,,,,1.0,,0.3,0.2,0.0,0.0,,1.8,0.5,,,,0.0,,-2.0,,-1.8,,-2.0,-2.0,,,,,-1.0,,-1.7,-1.8,-2.0,-2.0,,-0.2,-1.5,,,,-2.0,,,True,,False,False,,,,,True,,True,True,False,False,,True,True,,,,False,
42107,61,48.0,50.1,46.2,,46.0,40.0,,,,,136.9,,22.3,49.9,59.0,114.0,,52.2,39.4,47.0,,,48.0,,-13.0,-10.9,-14.8,,-15.0,-21.0,,,,,75.9,,-38.7,-11.1,-2.0,53.0,,-8.8,-21.6,-14.0,,,-13.0,,True,False,,False,False,,,,,False,,False,True,True,False,,True,False,False,,,False,
42109,35,16.0,,15.4,,14.0,15.0,,,,,52.9,,3.6,14.7,,23.0,,10.7,13.7,,,,14.0,,-19.0,,-19.6,,-21.0,-20.0,,,,,17.9,,-31.4,-20.3,,-12.0,,-24.3,-21.3,,,,-21.0,,,False,,False,False,,,,,True,,False,False,,True,,False,False,,,,False,
42111,20,18.0,1.1,20.0,,18.0,28.0,,,,,100.5,,4.7,19.8,15.0,3.0,,17.5,24.4,,,,26.0,,-2.0,-18.9,0.0,,-2.0,8.0,,,,,80.5,,-15.3,-0.2,-5.0,-17.0,,-2.5,4.4,,,,6.0,,False,True,,False,False,,,,,False,,False,True,False,False,,False,False,,,,False,
42113,0,0.0,,0.0,,0.0,0.0,,,,,1.4,,0.1,0.0,0.0,0.0,,0.0,0.1,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,1.4,,0.1,0.0,0.0,0.0,,0.0,0.1,,,,0.0,,,True,,True,True,,,,,False,,False,False,True,True,,True,False,,,,True,
42115,31,10.0,,11.4,,7.0,14.0,,,,,38.2,,0.5,5.1,13.0,10.0,,5.1,8.6,,,,8.0,,-21.0,,-19.6,,-24.0,-17.0,,,,,7.2,,-30.5,-25.9,-18.0,-21.0,,-25.9,-22.4,,,,-23.0,,,True,,False,True,,,,,True,,False,False,True,False,,False,False,,,,False,
42117,7,6.0,,6.2,,2.0,0.0,,,,,18.5,,0.7,2.1,2.0,7.0,,2.0,7.4,,,,5.0,,-1.0,,-0.8,,-5.0,-7.0,,,,,11.5,,-6.3,-4.9,-5.0,0.0,,-5.0,0.4,,,,-2.0,,,True,,False,False,,,,,False,,False,False,False,True,,False,True,,,,False,
42119,137,106.0,,107.5,,98.0,234.0,,,,,105.8,,53.5,83.5,,257.0,,156.2,91.9,,,,193.0,,-31.0,,-29.5,,-39.0,97.0,,,,,-31.2,,-83.5,-53.5,,120.0,,19.2,-45.1,,,,56.0,,,True,,False,False,,,,,False,,False,False,,False,,True,False,,,,False,
42121,7,2.0,0.0,1.0,,1.0,0.0,,,,,38.2,,1.3,1.7,,0.0,,0.2,5.3,,,,5.0,,-5.0,-7.0,-6.0,,-6.0,-7.0,,,,,31.2,,-5.7,-5.3,,-7.0,,-6.8,-1.7,,,,-2.0,,False,False,,False,False,,,,,False,,False,False,,False,,False,True,,,,True,
42123,4,14.0,,13.8,,5.0,20.0,,,,,21.6,,0.3,3.2,,6.0,,5.1,,,,,18.0,,10.0,,9.8,,1.0,16.0,,,,,17.6,,-3.7,-0.8,,2.0,,1.1,,,,,14.0,,,True,,True,False,,,,,False,,True,True,,True,,True,,,,,False,
42125,139,164.0,363.7,151.1,,149.0,148.0,,,,,424.3,,147.1,150.9,110.0,0.0,,157.6,123.9,116.0,,,158.0,,25.0,224.7,12.1,,10.0,9.0,,,,,285.3,,8.1,11.9,-29.0,-139.0,,18.6,-15.1,-23.0,,,19.0,,False,True,,True,True,,,,,False,,True,True,False,False,,True,True,True,,,True,
42127,9,4.0,1.8,4.7,,4.0,0.0,,,,,29.8,,0.8,3.2,11.0,8.0,,8.4,6.0,,,,5.0,,-5.0,-7.2,-4.3,,-5.0,-9.0,,,,,20.8,,-8.2,-5.8,2.0,-1.0,,-0.6,-3.0,,,,-4.0,,False,True,,False,False,,,,,False,,False,False,True,True,,True,True,,,,True,
42129,193,202.0,395.3,198.4,,178.0,148.0,,,,,622.9,,162.3,190.7,141.0,400.0,,204.5,147.9,135.0,,,213.0,,9.0,202.3,5.4,,-15.0,-45.0,,,,,429.9,,-30.7,-2.3,-52.0,207.0,,11.5,-45.1,-58.0,,,20.0,,False,True,,False,False,,,,,False,,False,True,False,False,,False,False,False,,,False,
42131,5,6.0,,5.2,,2.0,0.0,,,,,15.5,,1.2,1.4,,7.0,,0.3,4.9,,,,4.0,,1.0,,0.2,,-3.0,-5.0,,,,,10.5,,-3.8,-3.6,,2.0,,-4.7,-0.1,,,,-1.0,,,True,,False,False,,,,,False,,False,False,,False,,False,True,,,,False,
42133,585,430.0,309.7,435.7,,465.0,590.0,,,,,777.9,,569.3,551.9,322.0,835.0,,1567.0,451.6,477.0,,,359.0,,-155.0,-275.3,-149.3,,-120.0,5.0,,,,,192.9,,-15.7,-33.1,-263.0,250.0,,982.0,-133.4,-108.0,,,-226.0,,False,True,,True,True,,,,,False,,True,True,False,False,,False,True,True,,,False,
44001,13,24.0,,25.2,,19.0,27.0,,,,,47.2,,0.0,8.5,,0.0,,24.6,16.9,,,,19.0,,11.0,,12.2,,6.0,14.0,,,,,34.2,,-13.0,-4.5,,-13.0,,11.6,3.9,,,,6.0,,,False,,True,False,,,,,False,,False,True,,False,,False,True,,,,True,
44003,98,146.0,43.1,138.2,,111.0,174.0,,,,,100.4,,0.9,42.4,,26.0,,143.8,112.6,110.0,,,122.0,,48.0,-54.9,40.2,,13.0,76.0,,,,,2.4,,-97.1,-55.6,,-72.0,,45.8,14.6,12.0,,,24.0,,False,True,,True,False,,,,,True,,False,False,,False,,True,True,True,,,True,
44005,15,32.0,26.8,20.9,,27.0,144.0,,,,,65.0,,0.0,10.5,,67.0,,27.7,29.5,,,,27.0,,17.0,11.8,5.9,,12.0,129.0,,,,,50.0,,-15.0,-4.5,,52.0,,12.7,14.5,,,,12.0,,True,True,,True,False,,,,,False,,True,True,,False,,True,True,,,,True,
44007,1095,996.0,424.2,1068.5,1140.2,724.0,934.0,,,,,13.2,,11.1,342.9,,574.0,,843.1,563.2,710.0,,,758.0,,-99.0,-670.8,-26.5,45.2,-371.0,-161.0,,,,,-1081.8,,-1083.9,-752.1,,-521.0,,-251.9,-531.8,-385.0,,,-337.0,,False,True,True,False,False,,,,,False,,False,False,,False,,False,False,False,,,False,
44009,52,34.0,19.0,33.5,,20.0,51.0,,,,,49.9,,0.1,9.5,,0.0,,20.5,25.5,,,,28.0,,-18.0,-33.0,-18.5,,-32.0,-1.0,,,,,-2.1,,-51.9,-42.5,,-52.0,,-31.5,-26.5,,,,-24.0,,False,False,,False,True,,,,,True,,False,False,,False,,False,False,,,,False,
45001,62,74.0,,65.0,,68.0,45.0,,,,,104.9,,52.2,83.4,59.0,49.0,,35.4,127.1,,,,43.0,,12.0,,3.0,,6.0,-17.0,,,,,42.9,,-9.8,21.4,-3.0,-13.0,,-26.6,65.1,,,,-19.0,,,True,,True,False,,,,,False,,True,False,True,False,,False,False,,,,False,
45003,381,610.0,943.8,578.2,,579.0,664.0,,,,,724.5,,642.2,462.1,401.0,535.0,,267.5,538.7,590.0,,,606.0,,229.0,562.8,197.2,,198.0,283.0,,,,,343.5,,261.2,81.1,20.0,154.0,,-113.5,157.7,209.0,,,225.0,,False,True,,True,False,,,,,False,,False,True,True,True,,True,True,True,,,True,
45005,56,74.0,,71.2,,71.0,71.0,,,,,42.2,,32.2,59.0,43.0,66.0,,84.3,71.4,,,,55.0,,18.0,,15.2,,15.0,15.0,,,,,-13.8,,-23.8,3.0,-13.0,10.0,,28.3,15.4,,,,-1.0,,,True,,True,True,,,,,True,,False,True,True,True,,False,True,,,,True,
45007,531,524.0,920.1,551.3,,486.0,467.0,,,,,768.0,,401.8,450.7,390.0,530.0,,443.9,418.0,506.0,,,628.0,,-7.0,389.1,20.3,,-45.0,-64.0,,,,,237.0,,-129.2,-80.3,-141.0,-1.0,,-87.1,-113.0,-25.0,,,97.0,,False,False,,False,False,,,,,False,,False,False,False,True,,False,False,False,,,False,
45009,45,68.0,,75.3,,72.0,98.0,,,,,84.9,,25.4,53.3,57.0,27.0,,64.5,93.9,,,,48.0,,23.0,,30.3,,27.0,53.0,,,,,39.9,,-19.6,8.3,12.0,-18.0,,19.5,48.9,,,,3.0,,,False,,False,False,,,,,False,,True,True,True,True,,True,False,,,,True,
45011,88,162.0,,165.4,,143.0,140.0,,,,,114.3,,62.3,101.7,73.0,108.0,,145.4,198.7,,,,118.0,,74.0,,77.4,,55.0,52.0,,,,,26.3,,-25.7,13.7,-15.0,20.0,,57.4,110.7,,,,30.0,,,False,,True,True,,,,,True,,True,True,True,True,,True,False,,,,True,
45013,480,938.0,1794.5,983.2,,824.0,603.0,,,,,850.9,,972.8,823.9,698.0,600.0,,679.4,810.3,661.0,,,825.0,,458.0,1314.5,503.2,,344.0,123.0,,,,,370.9,,492.8,343.9,218.0,120.0,,199.4,330.3,181.0,,,345.0,,False,False,,True,True,,,,,True,,False,True,True,True,,True,True,True,,,True,
45015,456,630.0,2245.0,702.8,,548.0,517.0,,,,,1106.8,,444.5,459.4,566.0,565.0,,402.9,578.5,306.0,,,445.0,,174.0,1789.0,246.8,,92.0,61.0,,,,,650.8,,-11.5,3.4,110.0,109.0,,-53.1,122.5,-150.0,,,-11.0,,False,False,,True,True,,,,,False,,True,True,True,True,,True,True,True,,,True,
45017,39,130.0,,125.3,,118.0,132.0,,,,,58.4,,46.6,85.4,69.0,27.0,,113.4,122.9,,,,99.0,,91.0,,86.3,,79.0,93.0,,,,,19.4,,7.6,46.4,30.0,-12.0,,74.4,83.9,,,,60.0,,,True,,True,False,,,,,True,,True,True,True,True,,True,True,,,,True,
45019,1044,1484.0,2890.3,1476.7,1445.4,1311.0,1311.0,,,,,2071.0,,1295.3,1206.0,1484.0,1389.0,,880.0,1110.2,686.0,,,871.0,,440.0,1846.3,432.7,401.4,267.0,267.0,,,,,1027.0,,251.3,162.0,440.0,345.0,,-164.0,66.2,-358.0,,,-173.0,,False,True,True,True,True,,,,,False,,True,True,False,True,,True,True,True,,,True,
45021,131,166.0,127.2,151.9,,152.0,106.0,,,,,273.2,,87.4,142.0,120.0,11.0,,193.5,276.3,,,,136.0,,35.0,-3.8,20.9,,21.0,-25.0,,,,,142.2,,-43.6,11.0,-11.0,-120.0,,62.5,145.3,,,,5.0,,True,True,,True,True,,,,,False,,False,True,True,False,,False,False,,,,True,
45023,146,208.0,,208.3,,204.0,205.0,,,,,166.6,,133.6,181.1,132.0,109.0,,210.6,264.9,,,,181.0,,62.0,,62.3,,58.0,59.0,,,,,20.6,,-12.4,35.1,-14.0,-37.0,,64.6,118.9,,,,35.0,,,False,,True,True,,,,,True,,True,True,True,True,,False,False,,,,True,
45025,139,142.0,,143.5,,142.0,111.0,,,,,113.9,,89.3,146.0,114.0,132.0,,145.9,148.7,,,,128.0,,3.0,,4.5,,3.0,-28.0,,,,,-25.1,,-49.7,7.0,-25.0,-7.0,,6.9,9.7,,,,-11.0,,,False,,False,False,,,,,False,,False,False,False,False,,False,False,,,,False,
45027,105,118.0,,119.6,,108.0,86.0,,,,,109.0,,64.8,104.8,109.0,76.0,,117.4,110.8,,,,119.0,,13.0,,14.6,,3.0,-19.0,,,,,4.0,,-40.2,-0.2,4.0,-29.0,,12.4,5.8,,,,14.0,,,False,,True,False,,,,,True,,False,True,True,False,,True,True,,,,False,
45029,56,110.0,,113.1,,105.0,92.0,,,,,174.3,,65.8,98.0,108.0,135.0,,86.2,171.8,,,,99.0,,54.0,,57.1,,49.0,36.0,,,,,118.3,,9.8,42.0,52.0,79.0,,30.2,115.8,,,,43.0,,,False,,True,True,,,,,False,,True,True,True,False,,True,False,,,,True,
45031,274,404.0,314.4,392.5,,386.0,313.0,,,,,242.2,,383.2,390.9,245.0,270.0,,461.0,487.3,,,,384.0,,130.0,40.4,118.5,,112.0,39.0,,,,,-31.8,,109.2,116.9,-29.0,-4.0,,187.0,213.3,,,,110.0,,True,True,,True,True,,,,,True,,True,True,True,True,,False,False,,,,True,
45033,74,164.0,,160.7,,141.0,202.0,,,,,110.3,,109.9,137.0,105.0,84.0,,136.3,127.7,,,,149.0,,90.0,,86.7,,67.0,128.0,,,,,36.3,,35.9,63.0,31.0,10.0,,62.3,53.7,,,,75.0,,,True,,True,False,,,,,True,,True,True,True,True,,True,True,,,,True,
45035,380,652.0,1188.9,669.9,,596.0,644.0,,,,,684.5,,606.4,558.8,482.0,328.0,,590.4,531.7,368.0,,,455.0,,272.0,808.9,289.9,,216.0,264.0,,,,,304.5,,226.4,178.8,102.0,-52.0,,210.4,151.7,-12.0,,,75.0,,False,False,,True,True,,,,,False,,True,True,True,True,,True,True,True,,,True,
45037,112,82.0,,85.6,,79.0,68.0,,,,,87.1,,77.5,95.0,62.0,64.0,,87.5,76.0,,,,71.0,,-30.0,,-26.4,,-33.0,-44.0,,,,,-24.9,,-34.5,-17.0,-50.0,-48.0,,-24.5,-36.0,,,,-41.0,,,True,,False,False,,,,,True,,False,True,False,False,,True,False,,,,False,
45039,49,66.0,,65.9,,57.0,52.0,,,,,61.6,,25.7,57.5,68.0,53.0,,54.6,64.3,,,,53.0,,17.0,,16.9,,8.0,3.0,,,,,12.6,,-23.3,8.5,19.0,4.0,,5.6,15.3,,,,4.0,,,True,,True,True,,,,,True,,False,True,False,True,,True,True,,,,True,
45041,597,866.0,936.3,889.1,,820.0,648.0,,,,,577.9,,806.3,736.1,574.0,564.0,,862.8,911.4,740.0,,,716.0,,269.0,339.3,292.1,,223.0,51.0,,,,,-19.1,,209.3,139.1,-23.0,-33.0,,265.8,314.4,143.0,,,119.0,,False,False,,True,True,,,,,True,,True,True,True,True,,True,False,True,,,True,
45043,208,342.0,614.0,335.0,,282.0,353.0,,,,,337.0,,274.4,270.4,245.0,405.0,,262.4,229.0,,,,309.0,,134.0,406.0,127.0,,74.0,145.0,,,,,129.0,,66.4,62.4,37.0,197.0,,54.4,21.0,,,,101.0,,False,True,,True,False,,,,,True,,True,True,True,False,,True,True,,,,True,
45045,704,1360.0,2145.2,1370.2,1622.1,1209.0,1144.0,,,,,1522.8,,1186.1,1203.0,1372.0,1260.0,,1038.3,1181.0,830.0,,,1046.0,,656.0,1441.2,666.2,918.1,505.0,440.0,,,,,818.8,,482.1,499.0,668.0,556.0,,334.3,477.0,126.0,,,342.0,,False,False,False,True,True,,,,,False,,True,True,False,True,,True,True,True,,,True,
