,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48231,381,286.0,,303.2,,294.0,347.0,,,,160.2,,,555.0,,197.9,,537.3,247.5,,657.0,339.0,,503.0,141.0,,,,,207.6,422.2,,,,,436.3,-95.0,,-77.8,,-87.0,-34.0,,,,-220.8,,,174.0,,-183.1,,156.3,-133.5,,276.0,-42.0,,122.0,-240.0,,,,,-173.4,41.2,,,,,55.3,,True,,True,True,,,,False,,,False,,False,,False,False,,False,True,,False,False,,,,,False,True,,,,,True
48233,114,126.0,,106.3,,126.0,284.0,,,,99.1,,,417.0,,143.1,,119.2,,,58.0,109.8,,260.0,24.0,,,,,,334.9,,,,,188.1,12.0,,-7.7,,12.0,170.0,,,,-14.9,,,303.0,,29.1,,5.2,,,-56.0,-4.2,,146.0,-90.0,,,,,,220.9,,,,,74.1,,True,,False,False,,,,False,,,False,,False,,True,,,False,True,,False,False,,,,,,False,,,,,False
48235,16,2.0,,1.8,,2.0,0.0,,,,1.9,,,17.0,,5.7,,0.3,,,0.0,0.6,,1.0,12.0,,,,,,23.8,,,,,2.3,-14.0,,-14.2,,-14.0,-16.0,,,,-14.1,,,1.0,,-10.3,,-15.7,,,-16.0,-15.4,,-15.0,-4.0,,,,,,7.8,,,,,-13.7,,False,,False,False,,,,False,,,True,,True,,False,,,False,False,,False,True,,,,,,True,,,,,True
48237,51,68.0,,65.7,,62.0,56.0,,,,33.3,,,65.0,,984.0,,27.4,,,13.0,34.1,,65.0,13.0,,,,,,174.7,,,,,78.9,17.0,,14.7,,11.0,5.0,,,,-17.7,,,14.0,,933.0,,-23.6,,,-38.0,-16.9,,14.0,-38.0,,,,,,123.7,,,,,27.9,,True,,True,True,,,,False,,,True,,False,,False,,,False,True,,True,False,,,,,,False,,,,,False
48239,81,88.0,,85.2,,59.0,0.0,,,,44.7,,,18.0,,56.9,,39.6,,,60.0,63.4,,91.0,18.0,,,,,,140.7,,,,,101.9,7.0,,4.2,,-22.0,-81.0,,,,-36.3,,,-63.0,,-24.1,,-41.4,,,-21.0,-17.6,,10.0,-63.0,,,,,,59.7,,,,,20.9,,True,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
48241,18,10.0,,9.1,,11.0,0.0,,,,11.6,,,151.0,,1.9,,29.1,14.0,,12.0,11.8,,12.0,17.0,,,,,,32.1,,,,,23.8,-8.0,,-8.9,,-7.0,-18.0,,,,-6.4,,,133.0,,-16.1,,11.1,-4.0,,-6.0,-6.2,,-6.0,-1.0,,,,,,14.1,,,,,5.8,,False,,True,False,,,,True,,,False,,False,,False,True,,True,True,,True,True,,,,,,False,,,,,True
48243,42,4.0,,3.5,,4.0,0.0,,,,3.1,,,26.0,,11.1,,1.0,,,3.0,0.8,,,2.0,,,,,,10.8,,,,,4.5,-38.0,,-38.5,,-38.0,-42.0,,,,-38.9,,,-16.0,,-30.9,,-41.0,,,-39.0,-41.2,,,-40.0,,,,,,-31.2,,,,,-37.5,,False,,False,False,,,,False,,,True,,True,,False,,,False,False,,,False,,,,,,True,,,,,True
48245,950,902.0,,918.8,,770.0,1402.0,,,,1208.0,,,802.0,,513.5,,1030.8,646.0,,520.0,738.6,,1127.0,67.0,,,,,744.8,1913.6,1040.0,,,,713.0,-48.0,,-31.2,,-180.0,452.0,,,,258.0,,,-148.0,,-436.5,,80.8,-304.0,,-430.0,-211.4,,177.0,-883.0,,,,,-205.2,963.6,90.0,,,,-237.0,,True,,False,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,False,,,,False
48247,19,16.0,,12.4,,13.0,0.0,,,,8.7,,,17.0,,13.4,,11.1,,,16.0,7.4,,12.0,5.0,,,,,,93.0,,,,,22.7,-3.0,,-6.6,,-6.0,-19.0,,,,-10.3,,,-2.0,,-5.6,,-7.9,,,-3.0,-11.6,,-7.0,-14.0,,,,,,74.0,,,,,3.7,,False,,False,False,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
48249,170,112.0,,95.6,,78.0,69.0,,,,102.4,,,70.0,,39.4,,129.8,116.0,,75.0,147.4,,162.0,139.0,,,,,68.0,266.7,,,,,158.8,-58.0,,-74.4,,-92.0,-101.0,,,,-67.6,,,-100.0,,-130.6,,-40.2,-54.0,,-95.0,-22.6,,-8.0,-31.0,,,,,-102.0,96.7,,,,,-11.2,,False,,False,False,,,,False,,,False,,False,,True,True,,False,True,,True,True,,,,,False,False,,,,,True
48251,928,784.0,,796.3,,626.0,1150.0,,,,590.6,,,1127.0,,315.1,,568.8,494.0,,358.0,611.5,,860.0,199.0,,,,,595.4,1136.6,640.0,,,,616.5,-144.0,,-131.7,,-302.0,222.0,,,,-337.4,,,199.0,,-612.9,,-359.2,-434.0,,-570.0,-316.5,,-68.0,-729.0,,,,,-332.6,208.6,-288.0,,,,-311.5,,True,,False,False,,,,False,,,False,,False,,False,False,,False,False,,True,False,,,,,False,False,False,,,,False
48253,30,1444.0,,1401.7,,419.0,0.0,,,,320.7,,,370.0,,8043.0,,463.6,,,2.0,419.3,,,240.0,,,,,,696.9,,,,,1569.3,1414.0,,1371.7,,389.0,-30.0,,,,290.7,,,340.0,,8013.0,,433.6,,,-28.0,389.3,,,210.0,,,,,,666.9,,,,,1539.3,,True,,True,True,,,,True,,,True,,False,,True,,,True,True,,,True,,,,,,True,,,,,False
48255,32,20.0,,16.8,,14.0,0.0,,,,24.5,,,39.0,,13.6,,17.9,,,8.0,14.8,,18.0,10.0,,,,,,86.5,,,,,33.2,-12.0,,-15.2,,-18.0,-32.0,,,,-7.5,,,7.0,,-18.4,,-14.1,,,-24.0,-17.2,,-14.0,-22.0,,,,,,54.5,,,,,1.2,,False,,False,False,,,,True,,,True,,False,,False,,,False,False,,False,False,,,,,,False,,,,,True
48257,828,564.0,,563.6,,415.0,782.0,,,,356.8,,,715.0,,406.2,,492.2,384.5,,221.0,406.9,,609.0,149.0,,,,,393.2,854.9,369.0,,,,449.8,-264.0,,-264.4,,-413.0,-46.0,,,,-471.2,,,-113.0,,-421.8,,-335.8,-443.5,,-607.0,-421.1,,-219.0,-679.0,,,,,-434.8,26.9,-459.0,,,,-378.2,,False,,False,True,,,,False,,,True,,False,,False,False,,False,False,,True,False,,,,,False,True,False,,,,False
48259,62,108.0,,104.2,,89.0,129.0,,,,49.1,,,103.0,,419.7,,58.4,55.5,,83.0,55.3,,98.0,54.0,,,,,,174.6,,,,,46.9,46.0,,42.2,,27.0,67.0,,,,-12.9,,,41.0,,357.7,,-3.6,-6.5,,21.0,-6.7,,36.0,-8.0,,,,,,112.6,,,,,-15.1,,True,,True,False,,,,True,,,True,,False,,True,True,,True,True,,True,True,,,,,,False,,,,,True
48261,0,0.0,,2.1,,0.0,0.0,,,,0.5,,,4.0,,0.0,,0.1,,,0.0,0.2,,0.0,0.0,,,,,,10.6,,,,,3.0,0.0,,2.1,,0.0,0.0,,,,0.5,,,4.0,,0.0,,0.1,,,0.0,0.2,,0.0,0.0,,,,,,10.6,,,,,3.0,,False,,True,True,,,,False,,,False,,True,,False,,,True,False,,True,True,,,,,,False,,,,,False
48263,6,14.0,,14.2,,12.0,,,,,4.7,,,10.0,,46.1,,1.5,,,2.0,4.2,,,23.0,,,,,,32.8,,,,,15.6,8.0,,8.2,,6.0,,,,,-1.3,,,4.0,,40.1,,-4.5,,,-4.0,-1.8,,,17.0,,,,,,26.8,,,,,9.6,,False,,True,,,,,True,,,True,,False,,True,,,True,True,,,False,,,,,,False,,,,,False
48265,144,94.0,,97.3,,73.0,110.0,,,,82.4,,,218.0,,22.7,,83.2,67.0,,35.0,72.7,,114.0,41.0,,,,,,183.5,,,,,74.7,-50.0,,-46.7,,-71.0,-34.0,,,,-61.6,,,74.0,,-121.3,,-60.8,-77.0,,-109.0,-71.3,,-30.0,-103.0,,,,,,39.5,,,,,-69.3,,True,,False,True,,,,False,,,False,,False,,False,False,,False,False,,True,False,,,,,,True,,,,,False
48267,81,26.0,,26.8,,14.0,14.0,,,,12.2,,,21.0,,0.0,,8.0,,,6.0,11.8,,18.0,4.0,,,,,,50.5,,,,,20.3,-55.0,,-54.2,,-67.0,-67.0,,,,-68.8,,,-60.0,,-81.0,,-73.0,,,-75.0,-69.2,,-63.0,-77.0,,,,,,-30.5,,,,,-60.7,,True,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,True,,,,,False
48269,1,0.0,,0.0,,0.0,0.0,,,,2.1,,,8.0,,0.0,,1.7,,,,0.0,,0.0,0.0,,,,,,17.9,,,,,2.1,-1.0,,-1.0,,-1.0,-1.0,,,,1.1,,,7.0,,-1.0,,0.7,,,,-1.0,,-1.0,-1.0,,,,,,16.9,,,,,1.1,,True,,False,False,,,,False,,,False,,False,,True,,,,True,,False,False,,,,,,False,,,,,False
48271,4,8.0,,11.6,,6.0,0.0,,,,4.9,,,15.0,,2.4,,9.0,,,6.0,2.4,,,7.0,,,,,,28.6,,,,,10.0,4.0,,7.6,,2.0,-4.0,,,,0.9,,,11.0,,-1.6,,5.0,,,2.0,-1.6,,,3.0,,,,,,24.6,,,,,6.0,,False,,True,False,,,,True,,,False,,True,,False,,,True,True,,,True,,,,,,False,,,,,False
48273,67,138.0,,152.5,,112.0,1.0,,,,62.8,,,32.0,,396.3,,54.0,116.0,,100.0,112.1,,148.0,36.0,,,,,102.8,446.8,,,,,119.4,71.0,,85.5,,45.0,-66.0,,,,-4.2,,,-35.0,,329.3,,-13.0,49.0,,33.0,45.1,,81.0,-31.0,,,,,35.8,379.8,,,,,52.4,,False,,True,True,,,,True,,,True,,False,,True,True,,True,True,,False,True,,,,,True,False,,,,,True
48275,4,4.0,,4.3,,3.0,0.0,,,,6.2,,,24.0,,0.0,,6.4,,,3.0,2.7,,,4.0,,,,,,20.4,,,,,5.8,0.0,,0.3,,-1.0,-4.0,,,,2.2,,,20.0,,-4.0,,2.4,,,-1.0,-1.3,,,0.0,,,,,,16.4,,,,,1.8,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,,True,,,,,,False,,,,,False
48277,416,420.0,,424.3,,360.0,484.0,,,,190.6,,,313.0,,474.3,,276.4,348.5,,321.0,316.0,,417.0,234.0,,,,,274.8,596.9,,,,,509.2,4.0,,8.3,,-56.0,68.0,,,,-225.4,,,-103.0,,58.3,,-139.6,-67.5,,-95.0,-100.0,,1.0,-182.0,,,,,-141.2,180.9,,,,,93.2,,False,,False,False,,,,False,,,False,,False,,False,False,,False,False,,True,False,,,,,False,False,,,,,False
48279,200,208.0,,191.2,,187.0,213.0,,,,149.0,,,243.0,,18.4,,127.5,,,136.0,166.6,,202.0,161.0,,,,,,193.9,,,,,201.9,8.0,,-8.8,,-13.0,13.0,,,,-51.0,,,43.0,,-181.6,,-72.5,,,-64.0,-33.4,,2.0,-39.0,,,,,,-6.1,,,,,1.9,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,True,False,,,,,,True,,,,,True
48281,52,22.0,,24.0,,22.0,14.0,,,,24.3,,,131.0,,8.3,,27.3,,,14.0,29.5,,32.0,37.0,,,,,,56.0,,,,,28.1,-30.0,,-28.0,,-30.0,-38.0,,,,-27.7,,,79.0,,-43.7,,-24.7,,,-38.0,-22.5,,-20.0,-15.0,,,,,,4.0,,,,,-23.9,,True,,False,False,,,,True,,,False,,False,,True,,,False,True,,True,True,,,,,,True,,,,,True
48283,15,0.0,,0.0,,3.0,0.0,,,,10.5,,,23.0,,3.0,,2.9,,,7.0,4.0,,0.0,,,,,,,20.4,,,,,10.1,-15.0,,-15.0,,-12.0,-15.0,,,,-4.5,,,8.0,,-12.0,,-12.1,,,-8.0,-11.0,,-15.0,,,,,,,5.4,,,,,-4.9,,False,,True,False,,,,True,,,True,,True,,True,,,True,True,,False,,,,,,,True,,,,,True
48285,91,148.0,,148.4,,79.0,56.0,,,,102.9,,,42.0,,68.8,,54.1,,,64.0,120.3,,162.0,24.0,,,,,112.6,171.8,,,,,68.2,57.0,,57.4,,-12.0,-35.0,,,,11.9,,,-49.0,,-22.2,,-36.9,,,-27.0,29.3,,71.0,-67.0,,,,,21.6,80.8,,,,,-22.8,,False,,True,True,,,,True,,,True,,True,,True,,,True,True,,False,False,,,,,True,False,,,,,True
48287,36,18.0,,17.8,,18.0,13.0,,,,7.8,,,47.0,,45.8,,22.1,,,9.0,13.8,,19.0,20.0,,,,,,59.0,,,,,30.7,-18.0,,-18.2,,-18.0,-23.0,,,,-28.2,,,11.0,,9.8,,-13.9,,,-27.0,-22.2,,-17.0,-16.0,,,,,,23.0,,,,,-5.3,,False,,False,False,,,,False,,,True,,True,,True,,,False,False,,True,True,,,,,,False,,,,,True
48289,29,54.0,,57.1,,54.0,59.0,,,,31.8,,,59.0,,57.6,,50.2,,,22.0,41.5,,45.0,13.0,,,,,,49.9,,,,,58.8,25.0,,28.1,,25.0,30.0,,,,2.8,,,30.0,,28.6,,21.2,,,-7.0,12.5,,16.0,-16.0,,,,,,20.9,,,,,29.8,,False,,False,False,,,,True,,,False,,False,,True,,,True,True,,True,True,,,,,,True,,,,,False
48291,156,86.0,,86.7,,85.0,154.0,,,,98.9,,,260.0,,67.9,,74.8,83.0,,56.0,93.4,,114.0,92.0,,,,,74.3,162.7,,,,,63.4,-70.0,,-69.3,,-71.0,-2.0,,,,-57.1,,,104.0,,-88.1,,-81.2,-73.0,,-100.0,-62.6,,-42.0,-64.0,,,,,-81.7,6.7,,,,,-92.6,,True,,False,True,,,,True,,,False,,False,,False,False,,False,True,,True,True,,,,,False,True,,,,,False
48293,80,16.0,,16.9,,16.0,16.0,,,,35.2,,,135.0,,9.2,,25.4,,,13.0,28.1,,24.0,28.0,,,,,,54.3,,,,,32.1,-64.0,,-63.1,,-64.0,-64.0,,,,-44.8,,,55.0,,-70.8,,-54.6,,,-67.0,-51.9,,-56.0,-52.0,,,,,,-25.7,,,,,-47.9,,True,,False,False,,,,True,,,True,,False,,True,,,False,True,,True,True,,,,,,True,,,,,True
48295,43,28.0,,29.1,,19.0,0.0,,,,26.3,,,25.0,,3.9,,5.7,,,13.0,19.5,,22.0,35.0,,,,,,48.3,,,,,42.8,-15.0,,-13.9,,-24.0,-43.0,,,,-16.7,,,-18.0,,-39.1,,-37.3,,,-30.0,-23.5,,-21.0,-8.0,,,,,,5.3,,,,,-0.2,,True,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,True,,,,,,True,,,,,True
48297,42,12.0,,10.3,,7.0,0.0,,,,8.2,,,20.0,,7.7,,8.7,,,5.0,5.3,,10.0,166.0,,,,,,20.0,,,,,19.6,-30.0,,-31.7,,-35.0,-42.0,,,,-33.8,,,-22.0,,-34.3,,-33.3,,,-37.0,-36.7,,-32.0,124.0,,,,,,-22.0,,,,,-22.4,,False,,False,False,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,True,,,,,True
48299,62,40.0,,39.1,,40.0,45.0,,,,32.0,,,115.0,,29.2,,62.6,,,30.0,48.4,,62.0,26.0,,,,,,74.9,,,,,43.2,-22.0,,-22.9,,-22.0,-17.0,,,,-30.0,,,53.0,,-32.8,,0.6,,,-32.0,-13.6,,0.0,-36.0,,,,,,12.9,,,,,-18.8,,False,,False,True,,,,False,,,False,,False,,True,,,False,True,,True,False,,,,,,True,,,,,True
48301,3,0.0,,0.0,,0.0,0.0,,,,2.2,,,5.0,,0.0,,0.0,,,,0.0,,0.0,0.0,,,,,,23.1,,,,,2.2,-3.0,,-3.0,,-3.0,-3.0,,,,-0.8,,,2.0,,-3.0,,-3.0,,,,-3.0,,-3.0,-3.0,,,,,,20.1,,,,,-0.8,,False,,False,False,,,,True,,,True,,False,,False,,,,True,,False,False,,,,,,False,,,,,True
48303,6653,5324.0,,5427.6,6103.1,5324.0,5154.0,,,,7232.4,,,5751.0,,3249.3,,3819.1,5993.5,,5081.0,5852.1,,5872.0,360.0,,,,,3107.3,6701.6,4221.0,,,,5384.0,-1329.0,,-1225.4,-549.9,-1329.0,-1499.0,,,,579.4,,,-902.0,,-3403.7,,-2833.9,-659.5,,-1572.0,-800.9,,-781.0,-6293.0,,,,,-3545.7,48.6,-2432.0,,,,-1269.0,,True,True,False,False,,,,True,,,True,,False,,False,True,,False,True,,True,False,,,,,False,True,False,,,,True
48305,70,86.0,,85.1,,81.0,0.0,,,,32.8,,,76.0,,54.6,,24.2,,,81.0,82.3,,101.0,89.0,,,,,,161.6,,,,,114.1,16.0,,15.1,,11.0,-70.0,,,,-37.2,,,6.0,,-15.4,,-45.8,,,11.0,12.3,,31.0,19.0,,,,,,91.6,,,,,44.1,,True,,True,False,,,,False,,,True,,True,,False,,,True,True,,False,False,,,,,,False,,,,,False
48307,60,18.0,,18.9,,19.0,30.0,,,,31.5,,,76.0,,8.8,,14.6,,,12.0,52.7,,18.0,,,,,,,78.8,,,,,83.2,-42.0,,-41.1,,-41.0,-30.0,,,,-28.5,,,16.0,,-51.2,,-45.4,,,-48.0,-7.3,,-42.0,,,,,,,18.8,,,,,23.2,,True,,True,True,,,,True,,,True,,False,,False,,,False,True,,False,,,,,,,True,,,,,True
48309,2073,2078.0,,2064.3,2639.4,2174.0,3080.0,,,,2232.8,,,1690.0,,3243.1,,1071.6,1785.0,,2700.5,2363.4,,2801.0,156.0,,,,,1425.6,2477.2,2877.0,,,,2610.8,5.0,,-8.7,566.4,101.0,1007.0,,,,159.8,,,-383.0,,1170.1,,-1001.4,-288.0,,627.5,290.4,,728.0,-1917.0,,,,,-647.4,404.2,804.0,,,,537.8,,False,False,False,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,False,,,,False
48311,4,0.0,,0.2,,0.0,0.0,,,,1.1,,,6.0,,0.0,,0.3,,,0.0,0.7,,0.0,2.0,,,,,,2.9,,,,,1.8,-4.0,,-3.8,,-4.0,-4.0,,,,-2.9,,,2.0,,-4.0,,-3.7,,,-4.0,-3.3,,-4.0,-2.0,,,,,,-1.1,,,,,-2.2,,True,,False,False,,,,True,,,True,,False,,True,,,False,True,,False,True,,,,,,True,,,,,True
48313,69,28.0,,29.4,,28.0,,,,,25.4,,,81.0,,12.8,,10.9,,,3.0,26.9,,25.0,0.0,,,,,,69.8,,,,,51.4,-41.0,,-39.6,,-41.0,,,,,-43.6,,,12.0,,-56.2,,-58.1,,,-66.0,-42.1,,-44.0,-69.0,,,,,,0.8,,,,,-17.6,,True,,False,,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,True,,,,,True
48315,3,12.0,,13.1,,12.0,0.0,,,,4.4,,,40.0,,20.1,,7.1,,,8.0,5.0,,9.0,5.0,,,,,,26.1,,,,,14.9,9.0,,10.1,,9.0,-3.0,,,,1.4,,,37.0,,17.1,,4.1,,,5.0,2.0,,6.0,2.0,,,,,,23.1,,,,,11.9,,False,,False,True,,,,True,,,False,,False,,True,,,True,True,,True,True,,,,,,False,,,,,False
48317,101,58.0,,58.7,,54.0,24.0,,,,33.2,,,68.0,,192.6,,26.0,,,47.0,48.3,,65.0,6.0,,,,,,93.2,,,,,66.2,-43.0,,-42.3,,-47.0,-77.0,,,,-67.8,,,-33.0,,91.6,,-75.0,,,-54.0,-52.7,,-36.0,-95.0,,,,,,-7.8,,,,,-34.8,,True,,False,False,,,,False,,,True,,False,,False,,,False,False,,True,False,,,,,,True,,,,,True
48319,42,14.0,,14.3,,12.0,0.0,,,,11.5,,,18.0,,7.9,,0.4,,,5.0,11.6,,12.0,4.0,,,,,,20.2,,,,,16.1,-28.0,,-27.7,,-30.0,-42.0,,,,-30.5,,,-24.0,,-34.1,,-41.6,,,-37.0,-30.4,,-30.0,-38.0,,,,,,-21.8,,,,,-25.9,,True,,False,False,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,True,,,,,True
48321,117,40.0,,40.4,,39.0,17.0,,,,31.7,,,33.0,,29.4,,41.0,42.0,,55.0,79.1,,96.0,130.0,,,,,31.2,120.4,,,,,53.0,-77.0,,-76.6,,-78.0,-100.0,,,,-85.3,,,-84.0,,-87.6,,-76.0,-75.0,,-62.0,-37.9,,-21.0,13.0,,,,,-85.8,3.4,,,,,-64.0,,True,,False,False,,,,False,,,False,,False,,True,True,,True,True,,True,True,,,,,False,True,,,,,True
48323,214,324.0,,214.9,,258.0,78.0,,,,354.5,,,354.0,,172.4,,337.2,260.5,,358.0,257.1,,260.0,68.0,,,,,243.0,530.3,,,,,277.0,110.0,,0.9,,44.0,-136.0,,,,140.5,,,140.0,,-41.6,,123.2,46.5,,144.0,43.1,,46.0,-146.0,,,,,29.0,316.3,,,,,63.0,,True,,True,False,,,,False,,,False,,True,,False,True,,False,True,,True,False,,,,,True,False,,,,,True
48325,112,64.0,,68.0,,65.0,0.0,,,,67.6,,,135.0,,67.7,,52.1,67.0,,52.0,62.4,,86.0,48.0,,,,,61.4,101.4,,,,,97.8,-48.0,,-44.0,,-47.0,-112.0,,,,-44.4,,,23.0,,-44.3,,-59.9,-45.0,,-60.0,-49.6,,-26.0,-64.0,,,,,-50.6,-10.6,,,,,-14.2,,True,,True,False,,,,True,,,True,,True,,False,True,,False,False,,True,False,,,,,False,True,,,,,True
48327,21,14.0,,16.1,,11.0,0.0,,,,16.5,,,13.0,,5.5,,6.3,,,10.0,10.7,,15.0,2.0,,,,,,12.5,,,,,24.7,-7.0,,-4.9,,-10.0,-21.0,,,,-4.5,,,-8.0,,-15.5,,-14.7,,,-11.0,-10.3,,-6.0,-19.0,,,,,,-8.5,,,,,3.7,,True,,False,False,,,,True,,,False,,False,,False,,,False,False,,True,False,,,,,,False,,,,,True
48329,871,1124.0,,1172.4,,823.0,1305.0,,,,1355.1,,,3149.0,,402.9,,1070.0,768.0,,68.0,594.0,,870.0,669.0,,,,,781.1,1682.3,1007.0,,,,813.9,253.0,,301.4,,-48.0,434.0,,,,484.1,,,2278.0,,-468.1,,199.0,-103.0,,-803.0,-277.0,,-1.0,-202.0,,,,,-89.9,811.3,136.0,,,,-57.1,,False,,True,False,,,,False,,,False,,False,,True,True,,False,False,,True,True,,,,,True,False,True,,,,True
48331,50,42.0,,42.8,,40.0,15.0,,,,24.5,,,116.0,,158.0,,43.8,,,14.0,35.0,,56.0,27.0,,,,,,117.5,,,,,43.2,-8.0,,-7.2,,-10.0,-35.0,,,,-25.5,,,66.0,,108.0,,-6.2,,,-36.0,-15.0,,6.0,-23.0,,,,,,67.5,,,,,-6.8,,True,,False,False,,,,False,,,False,,False,,True,,,False,False,,True,False,,,,,,False,,,,,True
48333,31,38.0,,38.2,,26.0,17.0,,,,15.6,,,25.0,,153.8,,22.4,,,10.0,26.8,,46.0,3.0,,,,,,50.0,,,,,166.0,7.0,,7.2,,-5.0,-14.0,,,,-15.4,,,-6.0,,122.8,,-8.6,,,-21.0,-4.2,,15.0,-28.0,,,,,,19.0,,,,,135.0,,False,,True,False,,,,False,,,True,,False,,False,,,False,True,,False,False,,,,,,False,,,,,False
48335,86,38.0,,39.5,,38.0,28.0,,,,27.8,,,138.0,,7.8,,45.0,,,22.0,40.2,,32.0,8.0,,,,,,105.1,,,,,43.6,-48.0,,-46.5,,-48.0,-58.0,,,,-58.2,,,52.0,,-78.2,,-41.0,,,-64.0,-45.8,,-54.0,-78.0,,,,,,19.1,,,,,-42.4,,True,,False,False,,,,False,,,False,,False,,True,,,False,True,,False,False,,,,,,True,,,,,True
48337,206,166.0,,156.2,,138.0,199.0,,,,74.7,,,137.0,,189.6,,77.2,,,92.0,120.4,,180.0,22.0,,,,,,258.4,,,,,170.6,-40.0,,-49.8,,-68.0,-7.0,,,,-131.3,,,-69.0,,-16.4,,-128.8,,,-114.0,-85.6,,-26.0,-184.0,,,,,,52.4,,,,,-35.4,,False,,False,True,,,,False,,,False,,True,,False,,,False,False,,True,False,,,,,,False,,,,,True
48339,2070,1264.0,,1148.0,0.0,738.0,1927.0,,,,1712.6,,,1966.0,,1752.3,,977.4,703.5,,307.5,390.2,,1215.0,828.0,,,,,955.2,2079.9,735.0,,,,599.3,-806.0,,-922.0,-2070.0,-1332.0,-143.0,,,,-357.4,,,-104.0,,-317.7,,-1092.6,-1366.5,,-1762.5,-1679.8,,-855.0,-1242.0,,,,,-1114.8,9.9,-1335.0,,,,-1470.7,,False,False,False,True,,,,True,,,True,,True,,False,False,,False,False,,False,False,,,,,False,True,False,,,,False
48341,139,54.0,,77.5,,60.0,131.0,,,,69.0,,,444.0,,59.9,,74.8,,,92.0,56.9,,137.0,12.0,,,,,44.8,216.4,,,,,77.3,-85.0,,-61.5,,-79.0,-8.0,,,,-70.0,,,305.0,,-79.1,,-64.2,,,-47.0,-82.1,,-2.0,-127.0,,,,,-94.2,77.4,,,,,-61.7,,True,,True,True,,,,True,,,False,,True,,True,,,True,True,,True,False,,,,,False,True,,,,,True
