,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
51750,50,70.0,,65.8,,66.0,67.0,,,,,84.2,,90.0,,,72.0,,17.1,,32.1,,42.0,68.7,,68.0,59.0,,,,,,,,,,,47.8,6.1,20.0,,15.8,,16.0,17.0,,,,,34.2,,40.0,,,22.0,,-32.9,,-17.9,,-8.0,18.7,,18.0,9.0,,,,,,,,,,,-2.2,-43.9,,True,,True,True,,,,,False,,False,,,False,,False,,True,,True,True,,True,True,,,,,,,,,,,True,False
51760,338,321.0,,324.9,,325.0,336.0,,,,,407.7,,317.5,,,340.0,,221.7,,310.0,,402.0,400.5,,368.0,330.0,,,,,307.4,475.3,376.0,,,,292.5,130.8,-17.0,,-13.1,,-13.0,-2.0,,,,,69.7,,-20.5,,,2.0,,-116.3,,-28.0,,64.0,62.5,,30.0,-8.0,,,,,-30.6,137.3,38.0,,,,-45.5,-207.2,,True,,True,True,,,,,False,,False,,,True,,False,,False,,False,False,,False,True,,,,,False,False,False,,,,False,False
51770,238,399.0,,398.8,,338.0,480.0,,,,,369.6,,393.3,,,274.0,,169.8,,280.9,,286.0,402.4,,424.0,410.0,,,,,382.3,528.6,,,,,294.1,111.5,161.0,,160.8,,100.0,242.0,,,,,131.6,,155.3,,,36.0,,-68.2,,42.9,,48.0,164.4,,186.0,172.0,,,,,144.3,290.6,,,,,56.1,-126.5,,True,,True,False,,,,,True,,True,,,True,,True,,True,,True,False,,False,False,,,,,True,False,,,,,True,True
51775,84,80.0,,78.1,,78.0,88.0,,,,,76.2,,80.4,,,86.0,,39.4,,57.7,,37.0,78.9,,85.0,85.0,,,,,,307.3,,,,,65.3,26.8,-4.0,,-5.9,,-6.0,4.0,,,,,-7.8,,-3.6,,,2.0,,-44.6,,-26.3,,-47.0,-5.1,,1.0,1.0,,,,,,223.3,,,,,-18.7,-57.2,,False,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,True,True,,,,,,False,,,,,False,False
51790,132,65.0,,64.8,,61.0,58.0,,,,,55.2,,77.2,,,67.0,,44.0,,36.3,,61.0,68.6,,68.0,72.0,,,,,,,,,,,49.9,13.6,-67.0,,-67.2,,-71.0,-74.0,,,,,-76.8,,-54.8,,,-65.0,,-88.0,,-95.7,,-71.0,-63.4,,-64.0,-60.0,,,,,,,,,,,-82.1,-118.4,,False,,False,False,,,,,False,,True,,,True,,False,,False,,False,True,,True,True,,,,,,,,,,,False,False
51800,153,107.0,,111.3,,109.0,150.0,,,,,123.1,,124.4,,,136.0,,140.3,,83.6,,107.0,117.3,,135.0,130.0,,,,,94.5,151.6,,,,,63.7,56.7,-46.0,,-41.7,,-44.0,-3.0,,,,,-29.9,,-28.6,,,-17.0,,-12.7,,-69.4,,-46.0,-35.7,,-18.0,-23.0,,,,,-58.5,-1.4,,,,,-89.3,-96.3,,True,,True,True,,,,,True,,True,,,True,,True,,False,,False,True,,True,True,,,,,False,True,,,,,False,False
51810,795,771.0,,800.5,,797.0,959.0,,,,,725.0,,730.5,,,704.0,,866.8,,770.5,,817.0,870.2,,880.0,854.0,,,,,734.8,978.0,797.0,,,,672.7,125.0,-24.0,,5.5,,2.0,164.0,,,,,-70.0,,-64.5,,,-91.0,,71.8,,-24.5,,22.0,75.2,,85.0,59.0,,,,,-60.2,183.0,2.0,,,,-122.3,-670.0,,True,,True,False,,,,,False,,False,,,False,,False,,False,,True,False,,False,False,,,,,False,False,True,,,,False,False
51820,91,76.0,,70.2,,76.0,110.0,,,,,54.3,,97.6,,,54.0,,76.2,,37.1,,119.0,86.0,,78.0,77.0,,,,,,,,,,,55.9,13.9,-15.0,,-20.8,,-15.0,19.0,,,,,-36.7,,6.6,,,-37.0,,-14.8,,-53.9,,28.0,-5.0,,-13.0,-14.0,,,,,,,,,,,-35.1,-77.1,,False,,False,False,,,,,False,,True,,,False,,True,,False,,False,True,,True,True,,,,,,,,,,,False,False
51830,8,31.0,,30.4,,30.0,38.0,,,,,20.0,,28.9,,,23.0,,32.1,,12.0,,13.0,22.9,,31.0,33.0,,,,,,,,,,,36.1,,23.0,,22.4,,22.0,30.0,,,,,12.0,,20.9,,,15.0,,24.1,,4.0,,5.0,14.9,,23.0,25.0,,,,,,,,,,,28.1,,,True,,True,False,,,,,True,,True,,,True,,False,,True,,True,True,,False,False,,,,,,,,,,,False,
51840,141,91.0,,90.4,,102.0,105.0,,,,,83.5,,86.5,,,102.0,,142.5,,69.0,,107.0,90.7,,117.0,102.0,,,,,,,,,,,123.9,55.8,-50.0,,-50.6,,-39.0,-36.0,,,,,-57.5,,-54.5,,,-39.0,,1.5,,-72.0,,-34.0,-50.3,,-24.0,-39.0,,,,,,,,,,,-17.1,-85.2,,False,,True,True,,,,,False,,False,,,True,,True,,False,,True,False,,True,True,,,,,,,,,,,True,False
53001,93,147.0,,142.0,,114.0,21.0,,,,,106.1,,141.3,,,44.0,,481.3,,55.6,,241.0,103.7,,190.0,149.0,,,,,123.5,133.1,,,,,92.9,81.3,54.0,,49.0,,21.0,-72.0,,,,,13.1,,48.3,,,-49.0,,388.3,,-37.4,,148.0,10.7,,97.0,56.0,,,,,30.5,40.1,,,,,-0.1,-11.7,,True,,True,False,,,,,True,,True,,,True,,False,,True,,False,True,,False,False,,,,,True,True,,,,,True,True
53003,109,50.0,,66.7,,67.0,116.0,,,,,63.6,,67.8,,,121.0,,120.5,,29.8,,26.0,50.0,,92.0,81.0,,,,,,90.2,,,,,165.3,193.0,-59.0,,-42.3,,-42.0,7.0,,,,,-45.4,,-41.2,,,12.0,,11.5,,-79.2,,-83.0,-59.0,,-17.0,-28.0,,,,,,-18.8,,,,,56.3,84.0,,True,,True,True,,,,,True,,True,,,True,,True,,False,,False,False,,True,True,,,,,,True,,,,,True,False
53005,795,783.0,,798.8,,783.0,901.0,,,,,548.8,,738.0,,,625.0,,1015.3,,603.5,,803.0,534.3,,875.0,783.0,,,,,660.1,939.9,515.0,,,,1406.2,327.4,-12.0,,3.8,,-12.0,106.0,,,,,-246.2,,-57.0,,,-170.0,,220.3,,-191.5,,8.0,-260.7,,80.0,-12.0,,,,,-134.9,144.9,-280.0,,,,611.2,-467.6,,True,,False,False,,,,,False,,False,,,False,,False,,False,,True,False,,False,False,,,,,False,False,False,,,,False,False
53007,138,48.0,,43.8,,51.0,76.0,,,,,184.4,,76.0,,,109.0,,84.9,,65.3,,44.0,53.3,,74.0,84.0,,,,,43.3,89.5,,,,,198.9,62.9,-90.0,,-94.2,,-87.0,-62.0,,,,,46.4,,-62.0,,,-29.0,,-53.1,,-72.7,,-94.0,-84.7,,-64.0,-54.0,,,,,-94.7,-48.5,,,,,60.9,-75.1,,False,,True,True,,,,,True,,True,,,True,,True,,True,,False,True,,True,True,,,,,False,True,,,,,True,True
53009,80,74.0,,76.0,,74.0,104.0,,,,,46.7,,72.7,,,29.0,,155.5,,68.5,,53.0,51.0,,74.0,91.0,,,,,,102.0,,,,,86.3,18.0,-6.0,,-4.0,,-6.0,24.0,,,,,-33.3,,-7.3,,,-51.0,,75.5,,-11.5,,-27.0,-29.0,,-6.0,11.0,,,,,,22.0,,,,,6.3,-62.0,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
53011,1177,1292.0,,1286.0,,1278.0,1278.0,,,,,789.9,,1242.6,,,1073.0,,2451.8,,1346.0,,2212.0,1161.9,,1401.0,1324.0,,,,,1131.4,1497.7,1008.0,,,,1884.3,875.3,115.0,,109.0,,101.0,101.0,,,,,-387.1,,65.6,,,-104.0,,1274.8,,169.0,,1035.0,-15.1,,224.0,147.0,,,,,-45.6,320.7,-169.0,,,,707.3,-301.7,,True,,True,True,,,,,False,,True,,,True,,False,,False,,False,True,,False,False,,,,,True,False,False,,,,False,False
53013,9,5.0,,4.7,,2.0,0.0,,,,,3.9,,5.1,,,21.0,,2.0,,0.5,,2.0,1.4,,4.0,7.0,,,,,,17.8,,,,,2.7,4.0,-4.0,,-4.3,,-7.0,-9.0,,,,,-5.1,,-3.9,,,12.0,,-7.0,,-8.5,,-7.0,-7.6,,-5.0,-2.0,,,,,,8.8,,,,,-6.3,-5.0,,False,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,False,False
53015,222,134.0,,135.5,,141.0,159.0,,,,,110.0,,149.1,,,240.0,,278.3,,182.6,,146.0,99.9,,176.0,186.0,,,,,110.6,241.0,,,,,161.8,92.1,-88.0,,-86.5,,-81.0,-63.0,,,,,-112.0,,-72.9,,,18.0,,56.3,,-39.4,,-76.0,-122.1,,-46.0,-36.0,,,,,-111.4,19.0,,,,,-60.2,-129.9,,True,,True,True,,,,,False,,True,,,True,,True,,True,,True,False,,True,True,,,,,False,True,,,,,True,False
53017,58,17.0,,17.2,,17.0,0.0,,,,,95.1,,32.8,,,49.0,,35.8,,20.2,,8.0,21.9,,29.0,36.0,,,,,15.1,50.6,,,,,17.2,16.1,-41.0,,-40.8,,-41.0,-58.0,,,,,37.1,,-25.2,,,-9.0,,-22.2,,-37.8,,-50.0,-36.1,,-29.0,-22.0,,,,,-42.9,-7.4,,,,,-40.8,-41.9,,True,,False,False,,,,,True,,True,,,True,,True,,True,,False,True,,True,True,,,,,False,True,,,,,True,False
53019,24,6.0,,5.5,,5.0,0.0,,,,,5.0,,6.0,,,5.0,,26.4,,6.7,,3.0,5.5,,8.0,11.0,,,,,,8.9,,,,,9.5,8.1,-18.0,,-18.5,,-19.0,-24.0,,,,,-19.0,,-18.0,,,-19.0,,2.4,,-17.3,,-21.0,-18.5,,-16.0,-13.0,,,,,,-15.1,,,,,-14.5,-15.9,,False,,False,False,,,,,False,,False,,,False,,True,,True,,False,False,,True,True,,,,,,True,,,,,True,True
53021,607,459.0,,457.3,,380.0,381.0,,,,,360.7,,410.9,,,244.0,,783.6,,279.1,,314.5,332.7,,495.0,453.0,,,,,378.3,498.1,,,,,579.8,169.2,-148.0,,-149.7,,-227.0,-226.0,,,,,-246.3,,-196.1,,,-363.0,,176.6,,-327.9,,-292.5,-274.3,,-112.0,-154.0,,,,,-228.7,-108.9,,,,,-27.2,-437.8,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,False,,,,,False,True,,,,,True,False
53023,1,3.0,,2.1,,3.0,0.0,,,,,7.0,,6.0,,,16.0,,2.7,,6.1,,0.0,2.0,,,6.0,,,,,,,,,,,4.3,13.5,2.0,,1.1,,2.0,-1.0,,,,,6.0,,5.0,,,15.0,,1.7,,5.1,,-1.0,1.0,,,5.0,,,,,,,,,,,3.3,12.5,,True,,False,True,,,,,False,,False,,,False,,True,,False,,True,True,,,False,,,,,,,,,,,False,False
53025,304,168.0,,174.1,,164.0,229.0,,,,,321.7,,233.9,,,176.0,,543.2,,127.3,,114.0,153.3,,257.0,232.0,,,,,129.9,221.1,,,,,159.8,107.2,-136.0,,-129.9,,-140.0,-75.0,,,,,17.7,,-70.1,,,-128.0,,239.2,,-176.7,,-190.0,-150.7,,-47.0,-72.0,,,,,-174.1,-82.9,,,,,-144.2,-196.8,,True,,False,True,,,,,True,,True,,,True,,False,,False,,False,False,,True,True,,,,,False,True,,,,,False,False
53027,85,72.0,,73.1,,64.0,83.0,,,,,85.5,,107.9,,,83.0,,58.2,,52.7,,44.0,57.4,,88.0,100.0,,,,,,84.5,,,,,64.4,53.0,-13.0,,-11.9,,-21.0,-2.0,,,,,0.5,,22.9,,,-2.0,,-26.8,,-32.3,,-41.0,-27.6,,3.0,15.0,,,,,,-0.5,,,,,-20.6,-32.0,,True,,False,True,,,,,True,,False,,,True,,False,,False,,False,False,,True,False,,,,,,True,,,,,False,False
53029,69,58.0,,56.5,,58.0,62.0,,,,,48.8,,83.9,,,74.0,,73.7,,67.8,,88.0,55.1,,87.0,86.0,,,,,,79.5,,,,,56.1,49.9,-11.0,,-12.5,,-11.0,-7.0,,,,,-20.2,,14.9,,,5.0,,4.7,,-1.2,,19.0,-13.9,,18.0,17.0,,,,,,10.5,,,,,-12.9,-19.1,,False,,False,True,,,,,False,,False,,,True,,True,,True,,False,False,,False,False,,,,,,True,,,,,False,False
53031,22,27.0,,27.1,,27.0,33.0,,,,,19.7,,29.0,,,17.0,,54.8,,16.7,,30.0,22.1,,35.0,44.0,,,,,,39.3,,,,,69.1,24.0,5.0,,5.1,,5.0,11.0,,,,,-2.3,,7.0,,,-5.0,,32.8,,-5.3,,8.0,0.1,,13.0,22.0,,,,,,17.3,,,,,47.1,2.0,,False,,False,False,,,,,True,,False,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,False,True
53033,5673,3815.0,,3859.4,5027.3,3251.0,3598.0,,,,,4245.9,,3293.9,,,3171.0,,6001.2,,3658.3,,2238.5,2845.9,,4689.0,3792.0,,,,,3104.5,4747.7,2438.0,,,,3330.0,4795.3,-1858.0,,-1813.6,-645.7,-2422.0,-2075.0,,,,,-1427.1,,-2379.1,,,-2502.0,,328.2,,-2014.7,,-3434.5,-2827.1,,-984.0,-1881.0,,,,,-2568.5,-925.3,-3235.0,,,,-2343.0,-877.7,,True,True,False,False,,,,,True,,False,,,False,,True,,False,,False,False,,True,False,,,,,False,True,False,,,,False,True
53035,292,192.0,,188.8,,170.0,170.0,,,,,169.5,,218.5,,,368.0,,391.3,,280.0,,163.0,156.3,,281.0,283.0,,,,,147.8,279.7,159.0,,,,182.5,128.0,-100.0,,-103.2,,-122.0,-122.0,,,,,-122.5,,-73.5,,,76.0,,99.3,,-12.0,,-129.0,-135.7,,-11.0,-9.0,,,,,-144.2,-12.3,-133.0,,,,-109.5,-164.0,,False,,False,False,,,,,False,,True,,,True,,True,,True,,False,False,,True,True,,,,,False,True,False,,,,False,False
53037,45,68.0,,66.2,,44.0,28.0,,,,,65.8,,95.1,,,73.0,,41.1,,34.2,,6.0,44.2,,68.0,64.0,,,,,,91.2,,,,,56.2,25.2,23.0,,21.2,,-1.0,-17.0,,,,,20.8,,50.1,,,28.0,,-3.9,,-10.8,,-39.0,-0.8,,23.0,19.0,,,,,,46.2,,,,,11.2,-19.8,,True,,True,True,,,,,True,,False,,,False,,True,,True,,False,True,,False,True,,,,,,False,,,,,True,True
53039,24,5.0,,5.5,,5.0,0.0,,,,,12.9,,9.4,,,43.0,,9.1,,6.9,,3.0,8.8,,13.0,20.0,,,,,,17.7,,,,,6.7,10.8,-19.0,,-18.5,,-19.0,-24.0,,,,,-11.1,,-14.6,,,19.0,,-14.9,,-17.1,,-21.0,-15.2,,-11.0,-4.0,,,,,,-6.3,,,,,-17.3,-13.2,,True,,False,False,,,,,True,,True,,,False,,True,,True,,False,True,,True,True,,,,,,True,,,,,True,True
53041,161,102.0,,101.5,,102.0,147.0,,,,,91.9,,122.8,,,149.0,,275.7,,90.5,,52.0,74.2,,161.0,129.0,,,,,,117.2,,,,,83.1,82.0,-59.0,,-59.5,,-59.0,-14.0,,,,,-69.1,,-38.2,,,-12.0,,114.7,,-70.5,,-109.0,-86.8,,0.0,-32.0,,,,,,-43.8,,,,,-77.9,-79.0,,False,,False,True,,,,,False,,True,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,False,False
53043,34,29.0,,28.8,,21.0,21.0,,,,,17.5,,22.2,,,13.0,,357.9,,21.9,,7.0,17.6,,32.0,35.0,,,,,,28.8,,,,,45.7,22.7,-5.0,,-5.2,,-13.0,-13.0,,,,,-16.5,,-11.8,,,-21.0,,323.9,,-12.1,,-27.0,-16.4,,-2.0,1.0,,,,,,-5.2,,,,,11.7,-11.3,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,True,,,,,,False,,,,,False,False
53045,92,38.0,,37.8,,38.0,60.0,,,,,48.3,,54.7,,,79.0,,66.7,,46.5,,24.0,37.0,,64.0,68.0,,,,,,54.4,,,,,32.7,31.8,-54.0,,-54.2,,-54.0,-32.0,,,,,-43.7,,-37.3,,,-13.0,,-25.3,,-45.5,,-68.0,-55.0,,-28.0,-24.0,,,,,,-37.6,,,,,-59.3,-60.2,,False,,False,True,,,,,True,,True,,,True,,True,,True,,False,False,,True,True,,,,,,True,,,,,False,False
53047,56,33.0,,33.3,,26.0,7.0,,,,,58.4,,51.2,,,26.0,,20.8,,33.9,,27.0,37.2,,35.0,64.0,,,,,34.2,42.9,,,,,20.4,14.6,-23.0,,-22.7,,-30.0,-49.0,,,,,2.4,,-4.8,,,-30.0,,-35.2,,-22.1,,-29.0,-18.8,,-21.0,8.0,,,,,-21.8,-13.1,,,,,-35.6,-41.4,,True,,False,False,,,,,True,,True,,,False,,False,,True,,False,True,,True,True,,,,,True,True,,,,,False,False
53049,67,23.0,,15.3,,23.0,30.0,,,,,20.8,,24.5,,,25.0,,33.9,,27.8,,22.0,22.7,,33.0,43.0,,,,,,32.0,,,,,33.4,15.6,-44.0,,-51.7,,-44.0,-37.0,,,,,-46.2,,-42.5,,,-42.0,,-33.1,,-39.2,,-45.0,-44.3,,-34.0,-24.0,,,,,,-35.0,,,,,-33.6,-51.4,,False,,False,True,,,,,False,,True,,,True,,True,,True,,False,False,,True,True,,,,,,True,,,,,True,False
53051,40,12.0,,12.4,,12.0,7.0,,,,,19.0,,18.5,,,28.0,,14.3,,15.9,,8.0,13.3,,16.0,15.0,,,,,,17.5,,,,,4.9,12.1,-28.0,,-27.6,,-28.0,-33.0,,,,,-21.0,,-21.5,,,-12.0,,-25.7,,-24.1,,-32.0,-26.7,,-24.0,-25.0,,,,,,-22.5,,,,,-35.1,-27.9,,True,,False,False,,,,,True,,True,,,True,,True,,True,,False,True,,True,True,,,,,,True,,,,,False,True
53053,2150,1498.0,,1487.1,2158.8,1354.0,1343.0,,,,,1940.5,,1377.2,,,1885.0,,3059.7,,2001.7,,1366.0,1135.6,,1735.0,1933.0,,,,,1222.5,1948.3,1030.0,,,,1268.2,1661.3,-652.0,,-662.9,8.8,-796.0,-807.0,,,,,-209.5,,-772.8,,,-265.0,,909.7,,-148.3,,-784.0,-1014.4,,-415.0,-217.0,,,,,-927.5,-201.7,-1120.0,,,,-881.8,-488.7,,False,True,False,False,,,,,True,,False,,,True,,False,,True,,False,False,,True,True,,,,,False,True,False,,,,False,True
53055,6,9.0,,8.3,,8.0,17.0,,,,,5.9,,8.8,,,6.0,,53.3,,2.9,,6.0,7.1,,13.0,20.0,,,,,,13.1,,,,,15.4,19.2,3.0,,2.3,,2.0,11.0,,,,,-0.1,,2.8,,,0.0,,47.3,,-3.1,,0.0,1.1,,7.0,14.0,,,,,,7.1,,,,,9.4,13.2,,True,,True,False,,,,,True,,True,,,True,,False,,False,,True,True,,False,False,,,,,,False,,,,,False,False
53057,241,164.0,,157.9,,132.0,166.0,,,,,137.2,,181.7,,,132.0,,236.7,,313.1,,66.0,119.5,,232.0,199.0,,,,,122.9,249.2,148.0,,,,67.1,172.2,-77.0,,-83.1,,-109.0,-75.0,,,,,-103.8,,-59.3,,,-109.0,,-4.3,,72.1,,-175.0,-121.5,,-9.0,-42.0,,,,,-118.1,8.2,-93.0,,,,-173.9,-68.8,,False,,False,True,,,,,False,,True,,,False,,True,,True,,False,False,,True,True,,,,,False,True,False,,,,False,True
53059,15,3.0,,2.8,,3.0,7.0,,,,,5.8,,7.3,,,17.0,,28.3,,5.2,,2.0,6.4,,,7.0,,,,,,11.3,,,,,2.2,5.8,-12.0,,-12.2,,-12.0,-8.0,,,,,-9.2,,-7.7,,,2.0,,13.3,,-9.8,,-13.0,-8.6,,,-8.0,,,,,,-3.7,,,,,-12.8,-9.2,,False,,False,True,,,,,True,,True,,,True,,False,,True,,False,True,,,True,,,,,,True,,,,,False,True
53061,1923,1179.0,,1160.3,,1090.0,980.0,,,,,1099.4,,1281.4,,,1090.0,,1565.9,,1565.8,,1686.5,923.4,,1616.0,1442.0,,,,,977.9,1521.7,932.0,,,,1139.5,1375.2,-744.0,,-762.7,,-833.0,-943.0,,,,,-823.6,,-641.6,,,-833.0,,-357.1,,-357.2,,-236.5,-999.6,,-307.0,-481.0,,,,,-945.1,-401.3,-991.0,,,,-783.5,-547.8,,False,,False,False,,,,,False,,True,,,False,,True,,True,,True,False,,True,True,,,,,False,True,False,,,,False,True
53063,2740,1609.0,,1603.7,2227.9,1596.0,1484.0,,,,,1213.2,,1406.2,,,2266.0,,2708.2,,1173.1,,1589.0,1077.1,,2004.0,1719.0,,,,,1332.4,1952.1,1094.0,,,,2034.2,1632.1,-1131.0,,-1136.3,-512.1,-1144.0,-1256.0,,,,,-1526.8,,-1333.8,,,-474.0,,-31.8,,-1566.9,,-1151.0,-1662.9,,-736.0,-1021.0,,,,,-1407.6,-787.9,-1646.0,,,,-705.8,-1107.9,,False,True,False,False,,,,,False,,False,,,True,,True,,False,,False,False,,True,True,,,,,False,True,False,,,,True,True
53065,141,79.0,,78.3,,71.0,122.0,,,,,67.3,,88.3,,,71.0,,115.9,,70.0,,70.0,61.2,,110.0,113.0,,,,,,85.6,,,,,62.4,69.5,-62.0,,-62.7,,-70.0,-19.0,,,,,-73.7,,-52.7,,,-70.0,,-25.1,,-71.0,,-71.0,-79.8,,-31.0,-28.0,,,,,,-55.4,,,,,-78.6,-71.5,,False,,False,True,,,,,False,,True,,,False,,True,,False,,False,False,,True,True,,,,,,True,,,,,False,False
53067,413,293.0,,268.9,,280.0,280.0,,,,,230.0,,357.7,,,434.0,,791.6,,462.0,,373.0,257.3,,484.0,375.0,,,,,238.6,455.1,261.0,,,,382.2,476.2,-120.0,,-144.1,,-133.0,-133.0,,,,,-183.0,,-55.3,,,21.0,,378.6,,49.0,,-40.0,-155.7,,71.0,-38.0,,,,,-174.4,42.1,-152.0,,,,-30.8,63.2,,False,,False,False,,,,,False,,True,,,True,,False,,True,,True,False,,True,True,,,,,False,True,False,,,,True,True
53069,19,2.0,,2.2,,2.0,0.0,,,,,1.5,,1.4,,,10.0,,3.7,,0.8,,0.0,1.1,,,4.0,,,,,,4.7,,,,,3.2,2.4,-17.0,,-16.8,,-17.0,-19.0,,,,,-17.5,,-17.6,,,-9.0,,-15.3,,-18.2,,-19.0,-17.9,,,-15.0,,,,,,-14.3,,,,,-15.8,-16.6,,True,,False,False,,,,,False,,False,,,True,,True,,False,,False,False,,,True,,,,,,True,,,,,True,True
53071,279,195.0,,200.9,,178.0,245.0,,,,,259.9,,214.0,,,162.0,,283.9,,152.7,,211.0,151.3,,244.0,223.0,,,,,147.3,203.6,,,,,117.6,202.9,-84.0,,-78.1,,-101.0,-34.0,,,,,-19.1,,-65.0,,,-117.0,,4.9,,-126.3,,-68.0,-127.7,,-35.0,-56.0,,,,,-131.7,-75.4,,,,,-161.4,-76.1,,True,,False,True,,,,,True,,True,,,False,,True,,False,,True,False,,True,True,,,,,False,True,,,,,False,True
53073,304,197.0,,193.3,,193.0,229.0,,,,,149.6,,220.3,,,146.0,,396.8,,345.8,,198.0,148.2,,254.0,264.0,,,,,169.6,250.3,171.0,,,,219.4,247.9,-107.0,,-110.7,,-111.0,-75.0,,,,,-154.4,,-83.7,,,-158.0,,92.8,,41.8,,-106.0,-155.8,,-50.0,-40.0,,,,,-134.4,-53.7,-133.0,,,,-84.6,-56.1,,False,,False,True,,,,,False,,True,,,False,,True,,True,,True,False,,True,True,,,,,False,True,False,,,,True,True
53075,132,221.0,,222.8,,203.0,155.0,,,,,173.6,,249.0,,,192.0,,274.9,,53.9,,157.0,173.1,,214.0,214.0,,,,,213.3,219.5,,,,,227.4,54.8,89.0,,90.8,,71.0,23.0,,,,,41.6,,117.0,,,60.0,,142.9,,-78.1,,25.0,41.1,,82.0,82.0,,,,,81.3,87.5,,,,,95.4,-77.2,,False,,True,True,,,,,True,,False,,,True,,False,,True,,True,True,,True,True,,,,,True,True,,,,,False,True
53077,749,359.0,,361.3,456.6,344.0,484.0,,,,,661.5,,368.2,,,655.0,,703.8,,311.9,,313.0,308.7,,467.0,479.0,,,,,301.1,375.1,288.0,,,,330.0,284.8,-390.0,,-387.7,-292.4,-405.0,-265.0,,,,,-87.5,,-380.8,,,-94.0,,-45.2,,-437.1,,-436.0,-440.3,,-282.0,-270.0,,,,,-447.9,-373.9,-461.0,,,,-419.0,-464.2,,True,True,False,True,,,,,True,,True,,,True,,True,,False,,False,False,,True,True,,,,,False,True,False,,,,False,False
