,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48017,317,100.0,,26.0,,,,,55.0,,136.9,34.7,,19.7,0.0,,,,45.0,-217.0,,-291.0,,,,,-262.0,,-180.1,-282.3,,-297.3,-317.0,,,,-272.0,,False,,,,,False,,True,False,,False,False,,,,False
48019,114,35.0,,35.0,,,,,27.0,,256.6,25.6,,0.2,94.1,,,,109.0,-79.0,,-79.0,,,,,-87.0,,142.6,-88.4,,-113.8,-19.9,,,,-5.0,,False,,,,,False,,False,False,,False,True,,,,True
48021,740,230.0,,268.0,,,,,362.0,,189.0,282.2,,63.5,0.6,,168.0,,224.0,-510.0,,-472.0,,,,,-378.0,,-551.0,-457.8,,-676.5,-739.4,,-572.0,,-516.0,,True,,,,,True,,False,True,,False,False,,False,,False
48023,82,5.0,,0.0,,,,,31.0,,153.0,12.7,,,,,,,6.0,-77.0,,-82.0,,,,,-51.0,,71.0,-69.3,,,,,,,-76.0,,False,,,,,True,,True,True,,,,,,,True
48025,329,70.0,,,,,,,135.0,,162.1,37.3,,27.7,0.0,,85.5,,29.0,-259.0,,,,,,,-194.0,,-166.9,-291.7,,-301.3,-329.0,,-243.5,,-300.0,,,,,,,True,,True,False,,False,False,,True,,False
48027,2122,1315.0,,1347.0,,,,,3039.0,,1005.7,1350.4,,996.3,2056.9,,612.8,,557.0,-807.0,,-775.0,,,,,917.0,,-1116.3,-771.6,,-1125.7,-65.1,,-1509.2,,-1565.0,,True,,,,,False,,False,True,,False,True,,False,,False
48029,13935,19235.0,,14088.0,,,,,13213.0,,17267.5,9269.5,,4740.5,1382.8,,8932.9,,36357.0,5300.0,,153.0,,,,,-722.0,,3332.5,-4665.5,,-9194.5,-12552.2,,-5002.1,,22422.0,,True,,,,,True,,True,True,,False,False,,True,,False
48031,51,30.0,,15.0,,,,,22.0,,96.4,21.6,,1.3,0.0,,,,29.0,-21.0,,-36.0,,,,,-29.0,,45.4,-29.4,,-49.7,-51.0,,,,-22.0,,False,,,,,False,,False,False,,False,False,,,,False
48033,6,5.0,,0.0,,,,,0.0,,268.9,8.4,,,,,,,19.0,-1.0,,-6.0,,,,,-6.0,,262.9,2.4,,,,,,,13.0,,False,,,,,False,,False,False,,,,,,,False
48035,187,100.0,,74.0,,,,,94.0,,144.5,53.0,,21.4,2.2,,,,5.0,-87.0,,-113.0,,,,,-93.0,,-42.5,-134.0,,-165.6,-184.8,,,,-182.0,,False,,,,,False,,True,False,,False,False,,,,False
48037,1403,485.0,,370.0,,,,,997.0,,728.0,470.8,,135.7,3.5,,361.2,,370.0,-918.0,,-1033.0,,,,,-406.0,,-675.0,-932.2,,-1267.3,-1399.5,,-1041.8,,-1033.0,,False,,,,,True,,True,False,,False,False,,False,,False
48039,2252,1185.0,,825.0,,,,,951.0,,932.9,1196.2,,953.8,18.6,,916.9,,627.0,-1067.0,,-1427.0,,,,,-1301.0,,-1319.1,-1055.8,,-1298.2,-2233.4,,-1335.1,,-1625.0,,False,,,,,False,,False,True,,False,False,,False,,False
48041,2451,1010.0,,562.0,,,,,1508.0,,1017.3,851.9,,680.4,13.8,,925.6,,835.0,-1441.0,,-1889.0,,,,,-943.0,,-1433.7,-1599.1,,-1770.6,-2437.2,,-1525.4,,-1616.0,,False,,,,,True,,True,False,,False,False,,False,,False
48043,422,0.0,,0.0,,,,,75.0,,62.1,15.6,,10.9,0.0,,,,1.0,-422.0,,-422.0,,,,,-347.0,,-359.9,-406.4,,-411.1,-422.0,,,,-421.0,,False,,,,,True,,True,True,,True,False,,,,True
48045,42,20.0,,0.0,,,,,5.0,,135.1,0.3,,0.9,,,,,40.0,-22.0,,-42.0,,,,,-37.0,,93.1,-41.7,,-41.1,,,,,-2.0,,False,,,,,False,,False,False,,False,,,,,True
48047,114,0.0,,17.0,,,,,11.0,,87.5,14.2,,7.0,0.0,,,,0.0,-114.0,,-97.0,,,,,-103.0,,-26.5,-99.8,,-107.0,-114.0,,,,-114.0,,True,,,,,True,,True,True,,True,False,,,,False
48049,1006,145.0,,158.0,,,,,346.0,,194.2,124.4,,43.4,60.4,,,,96.0,-861.0,,-848.0,,,,,-660.0,,-811.8,-881.6,,-962.6,-945.6,,,,-910.0,,True,,,,,True,,True,False,,False,False,,,,False
48051,286,185.0,,218.0,,,,,109.0,,225.3,85.3,,126.1,0.2,,,,47.0,-101.0,,-68.0,,,,,-177.0,,-60.7,-200.7,,-159.9,-285.8,,,,-239.0,,True,,,,,False,,True,False,,False,False,,,,False
48053,576,170.0,,337.0,,,,,246.0,,196.3,208.2,,100.8,80.2,,,,2.0,-406.0,,-239.0,,,,,-330.0,,-379.7,-367.8,,-475.2,-495.8,,,,-574.0,,True,,,,,True,,True,True,,False,False,,,,False
48055,262,70.0,,61.0,,,,,247.0,,158.9,143.8,,15.8,0.0,,53.0,,11.0,-192.0,,-201.0,,,,,-15.0,,-103.1,-118.2,,-246.2,-262.0,,-209.0,,-251.0,,False,,,,,True,,True,True,,False,False,,False,,False
48057,94,245.0,,0.0,,,,,31.0,,125.9,49.5,,202.8,0.0,,,,2.0,151.0,,-94.0,,,,,-63.0,,31.9,-44.5,,108.8,-94.0,,,,-92.0,,True,,,,,True,,True,True,,True,True,,,,True
48059,277,65.0,,1.0,,,,,47.0,,76.9,37.3,,36.4,36.5,,,,14.0,-212.0,,-276.0,,,,,-230.0,,-200.1,-239.7,,-240.6,-240.5,,,,-263.0,,False,,,,,False,,True,False,,False,False,,,,False
48061,1879,1570.0,,1606.0,,,,,1115.0,,914.6,1236.0,,658.1,6.7,,1142.1,,499.0,-309.0,,-273.0,,,,,-764.0,,-964.4,-643.0,,-1220.9,-1872.3,,-736.9,,-1380.0,,True,,,,,False,,False,False,,False,False,,False,,False
48063,179,40.0,,0.0,,,,,116.0,,69.8,25.4,,1.6,0.0,,,,31.0,-139.0,,-179.0,,,,,-63.0,,-109.2,-153.6,,-177.4,-179.0,,,,-148.0,,False,,,,,True,,True,False,,False,False,,,,False
48065,84,20.0,,0.0,,,,,69.0,,221.3,8.3,,1.8,,,,,6.0,-64.0,,-84.0,,,,,-15.0,,137.3,-75.7,,-82.2,,,,,-78.0,,False,,,,,True,,False,False,,False,,,,,False
48067,563,175.0,,253.0,,,,,258.0,,358.6,160.0,,29.5,5.7,,,,317.0,-388.0,,-310.0,,,,,-305.0,,-204.4,-403.0,,-533.5,-557.3,,,,-246.0,,True,,,,,True,,True,False,,False,False,,,,True
48069,301,80.0,,0.0,,,,,81.0,,96.6,17.3,,23.8,0.0,,,,29.0,-221.0,,-301.0,,,,,-220.0,,-204.4,-283.6,,-277.2,-301.0,,,,-272.0,,False,,,,,True,,True,False,,False,False,,,,False
48071,420,240.0,,174.0,,,,,172.0,,469.1,216.6,,30.0,11.0,,83.1,,154.0,-180.0,,-246.0,,,,,-248.0,,49.1,-203.4,,-390.0,-409.0,,-336.9,,-266.0,,False,,,,,False,,True,False,,False,False,,False,,False
48073,838,75.0,,57.0,,,,,687.0,,161.2,112.0,,19.8,0.5,,161.3,,30.0,-763.0,,-781.0,,,,,-151.0,,-676.8,-726.0,,-818.2,-837.5,,-676.7,,-808.0,,False,,,,,True,,True,True,,False,False,,True,,False
48075,751,145.0,,109.0,,,,,112.0,,251.5,20.7,,52.5,41.2,,,,119.0,-606.0,,-642.0,,,,,-639.0,,-499.5,-730.3,,-698.5,-709.8,,,,-632.0,,False,,,,,False,,True,False,,False,False,,,,False
48077,228,50.0,,3.0,,,,,67.0,,245.3,21.4,,3.1,22.8,,,,99.0,-178.0,,-225.0,,,,,-161.0,,17.3,-206.6,,-224.9,-205.2,,,,-129.0,,False,,,,,True,,True,False,,False,False,,,,True
48079,65,90.0,,0.0,,,,,5.0,,214.2,7.8,,3.0,,,,,53.0,25.0,,-65.0,,,,,-60.0,,149.2,-57.2,,-62.0,,,,,-12.0,,False,,,,,False,,False,False,,False,,,,,True
48081,177,125.0,,22.0,,,,,2.0,,263.1,7.5,,44.5,45.5,,,,30.0,-52.0,,-155.0,,,,,-175.0,,86.1,-169.5,,-132.5,-131.5,,,,-147.0,,False,,,,,False,,False,False,,False,False,,,,False
48083,159,20.0,,0.0,,,,,35.0,,44.0,16.7,,3.1,,,,,92.0,-139.0,,-159.0,,,,,-124.0,,-115.0,-142.3,,-155.9,,,,,-67.0,,False,,,,,True,,True,False,,False,,,,,True
48085,9050,3745.0,,6949.0,,,,,5346.0,,2699.8,4167.6,,2948.3,799.7,,2199.8,,1828.0,-5305.0,,-2101.0,,,,,-3704.0,,-6350.2,-4882.4,,-6101.7,-8250.3,,-6850.2,,-7222.0,,True,,,,,True,,False,True,,False,False,,False,,False
48087,31,10.0,,0.0,,,,,36.0,,31.9,1.3,,0.3,,,,,52.0,-21.0,,-31.0,,,,,5.0,,0.9,-29.7,,-30.7,,,,,21.0,,False,,,,,True,,True,False,,False,,,,,False
48089,198,15.0,,0.0,,,,,86.0,,140.0,33.6,,2.5,0.0,,,,76.0,-183.0,,-198.0,,,,,-112.0,,-58.0,-164.4,,-195.5,-198.0,,,,-122.0,,False,,,,,True,,True,True,,False,False,,,,True
48091,1677,95.0,,35.0,,,,,548.0,,233.5,485.7,,73.7,107.8,,68.1,,102.0,-1582.0,,-1642.0,,,,,-1129.0,,-1443.5,-1191.3,,-1603.3,-1569.2,,-1608.9,,-1575.0,,False,,,,,True,,True,True,,False,True,,False,,True
48093,175,55.0,,40.0,,,,,71.0,,159.6,22.0,,2.8,0.2,,,,28.0,-120.0,,-135.0,,,,,-104.0,,-15.4,-153.0,,-172.2,-174.8,,,,-147.0,,False,,,,,True,,True,False,,False,False,,,,False
48095,88,10.0,,0.0,,,,,8.0,,44.9,4.5,,0.2,0.0,,,,7.0,-78.0,,-88.0,,,,,-80.0,,-43.1,-83.5,,-87.8,-88.0,,,,-81.0,,False,,,,,False,,True,False,,False,False,,,,False
48097,562,170.0,,111.0,,,,,341.0,,256.4,135.2,,48.1,124.9,,,,156.0,-392.0,,-451.0,,,,,-221.0,,-305.6,-426.8,,-513.9,-437.1,,,,-406.0,,False,,,,,True,,True,False,,False,False,,,,False
48099,651,105.0,,0.0,,,,,608.0,,154.8,348.4,,39.1,0.7,,325.6,,18.0,-546.0,,-651.0,,,,,-43.0,,-496.2,-302.6,,-611.9,-650.3,,-325.4,,-633.0,,False,,,,,True,,True,True,,False,False,,True,,False
48101,58,10.0,,0.0,,,,,5.0,,24.2,1.7,,0.9,,,,,0.0,-48.0,,-58.0,,,,,-53.0,,-33.8,-56.3,,-57.1,,,,,-58.0,,False,,,,,False,,True,False,,False,,,,,False
48103,391,5.0,,0.0,,,,,6.0,,66.1,0.8,,4.7,,,,,0.0,-386.0,,-391.0,,,,,-385.0,,-324.9,-390.2,,-386.3,,,,,-391.0,,False,,,,,True,,True,False,,False,,,,,False
48105,270,0.0,,0.0,,,,,6.0,,34.4,5.1,,,0.0,,,,0.0,-270.0,,-270.0,,,,,-264.0,,-235.6,-264.9,,,-270.0,,,,-270.0,,False,,,,,True,,True,True,,,True,,,,False
48107,156,50.0,,3.0,,,,,23.0,,270.7,12.2,,14.4,21.2,,,,34.0,-106.0,,-153.0,,,,,-133.0,,114.7,-143.8,,-141.6,-134.8,,,,-122.0,,False,,,,,False,,False,False,,False,False,,,,False
48109,131,65.0,,,,,,,1.0,,255.5,9.9,,,,,,,11.0,-66.0,,,,,,,-130.0,,124.5,-121.1,,,,,,,-120.0,,,,,,,False,,False,False,,,,,,,False
48111,94,155.0,,0.0,,,,,81.0,,104.8,28.1,,134.1,134.3,,,,53.0,61.0,,-94.0,,,,,-13.0,,10.8,-65.8,,40.1,40.3,,,,-41.0,,False,,,,,True,,True,False,,True,True,,,,True
48113,37568,13820.0,,7274.0,,,,,24968.0,,14834.9,12803.6,,10748.2,1970.2,,7220.7,,8449.0,-23748.0,,-30294.0,,,,,-12600.0,,-22733.1,-24764.4,,-26819.8,-35597.8,,-30347.3,,-29119.0,,False,,,,,True,,True,False,,False,False,,False,,False
48115,391,450.0,,246.0,,,,,313.0,,692.1,45.4,,126.9,311.0,,,,0.0,59.0,,-145.0,,,,,-78.0,,301.1,-345.6,,-264.1,-80.0,,,,-391.0,,False,,,,,False,,False,False,,False,False,,,,False
48117,629,305.0,,31.0,,,,,436.0,,224.7,96.1,,191.0,0.3,,,,67.0,-324.0,,-598.0,,,,,-193.0,,-404.3,-532.9,,-438.0,-628.7,,,,-562.0,,False,,,,,True,,False,False,,False,False,,,,False
48119,52,5.0,,0.0,,,,,36.0,,70.3,9.8,,1.3,,,,,2.0,-47.0,,-52.0,,,,,-16.0,,18.3,-42.2,,-50.7,,,,,-50.0,,False,,,,,True,,True,True,,False,,,,,False
48121,7214,3050.0,,2996.0,,,,,5156.0,,2578.5,4637.8,,3387.0,433.4,,1365.0,,1813.0,-4164.0,,-4218.0,,,,,-2058.0,,-4635.5,-2576.2,,-3827.0,-6780.6,,-5849.0,,-5401.0,,False,,,,,True,,False,True,,True,False,,False,,False
48123,131,100.0,,0.0,,,,,61.0,,166.5,19.1,,8.2,0.0,,34.7,,37.0,-31.0,,-131.0,,,,,-70.0,,35.5,-111.9,,-122.8,-131.0,,-96.3,,-94.0,,False,,,,,False,,False,False,,False,False,,False,,False
48125,39,0.0,,0.0,,,,,5.0,,77.7,2.1,,2.1,,,,,0.0,-39.0,,-39.0,,,,,-34.0,,38.7,-36.9,,-36.9,,,,,-39.0,,False,,,,,True,,True,True,,True,,,,,False
48127,110,60.0,,0.0,,,,,14.0,,134.6,33.3,,8.8,0.0,,,,3.0,-50.0,,-110.0,,,,,-96.0,,24.6,-76.7,,-101.2,-110.0,,,,-107.0,,False,,,,,False,,True,False,,False,False,,,,False
48129,116,15.0,,0.0,,,,,15.0,,77.3,2.1,,2.6,,,,,6.0,-101.0,,-116.0,,,,,-101.0,,-38.7,-113.9,,-113.4,,,,,-110.0,,False,,,,,False,,True,False,,False,,,,,False
48131,152,90.0,,22.0,,,,,21.0,,50.3,21.0,,26.3,0.0,,,,3.0,-62.0,,-130.0,,,,,-131.0,,-101.7,-131.0,,-125.7,-152.0,,,,-149.0,,False,,,,,False,,False,False,,False,False,,,,False
48133,257,125.0,,83.0,,,,,110.0,,243.2,31.4,,30.8,74.5,,,,21.0,-132.0,,-174.0,,,,,-147.0,,-13.8,-225.6,,-226.2,-182.5,,,,-236.0,,False,,,,,False,,True,False,,False,False,,,,False
48135,2848,2060.0,,2053.0,,,,,5299.0,,2596.4,839.5,,790.0,19.8,,1107.7,,167.0,-788.0,,-795.0,,,,,2451.0,,-251.6,-2008.5,,-2058.0,-2828.2,,-1740.3,,-2681.0,,False,,,,,False,,True,False,,False,False,,False,,False
48137,36,25.0,,0.0,,,,,0.0,,69.9,2.5,,,,,,,0.0,-11.0,,-36.0,,,,,-36.0,,33.9,-33.5,,,,,,,-36.0,,False,,,,,False,,False,False,,,,,,,False
48139,2785,730.0,,1958.0,,,,,1392.0,,769.5,582.5,,186.7,65.6,,452.0,,336.0,-2055.0,,-827.0,,,,,-1393.0,,-2015.5,-2202.5,,-2598.3,-2719.4,,-2333.0,,-2449.0,,True,,,,,True,,True,False,,False,False,,False,,False
48141,46764,32470.0,,59505.0,,,,,48178.0,,22439.3,8423.1,,20488.6,12115.0,,15711.8,,4821.0,-14294.0,,12741.0,,,,,1414.0,,-24324.7,-38340.9,,-26275.4,-34649.0,,-31052.2,,-41943.0,,True,,,,,True,,False,False,,False,False,,False,,False
48143,873,215.0,,179.0,,,,,303.0,,333.2,105.7,,63.4,5.2,,,,160.0,-658.0,,-694.0,,,,,-570.0,,-539.8,-767.3,,-809.6,-867.8,,,,-713.0,,False,,,,,True,,True,False,,False,False,,,,False
48145,182,140.0,,246.0,,,,,161.0,,189.2,62.5,,51.7,0.0,,,,0.0,-42.0,,64.0,,,,,-21.0,,7.2,-119.5,,-130.3,-182.0,,,,-182.0,,False,,,,,True,,True,False,,False,False,,,,False
48147,351,160.0,,0.0,,,,,329.0,,255.5,104.2,,62.8,0.0,,,,110.0,-191.0,,-351.0,,,,,-22.0,,-95.5,-246.8,,-288.2,-351.0,,,,-241.0,,False,,,,,True,,True,False,,False,False,,,,False
48149,204,60.0,,8.0,,,,,114.0,,136.7,33.4,,8.5,0.0,,,,54.0,-144.0,,-196.0,,,,,-90.0,,-67.3,-170.6,,-195.5,-204.0,,,,-150.0,,False,,,,,True,,True,False,,False,False,,,,False
48151,57,95.0,,,,,,,3.0,,114.7,11.4,,11.9,49.3,,,,15.0,38.0,,,,,,,-54.0,,57.7,-45.6,,-45.1,-7.7,,,,-42.0,,,,,,,False,,False,False,,False,True,,,,False
48153,265,30.0,,0.0,,,,,33.0,,102.6,11.7,,4.0,0.0,,,,45.0,-235.0,,-265.0,,,,,-232.0,,-162.4,-253.3,,-261.0,-265.0,,,,-220.0,,False,,,,,True,,True,False,,False,False,,,,True
48155,32,5.0,,0.0,,,,,5.0,,41.7,5.3,,,,,,,3.0,-27.0,,-32.0,,,,,-27.0,,9.7,-26.7,,,,,,,-29.0,,False,,,,,False,,True,True,,,,,,,False
48157,4196,1330.0,,1008.0,,,,,1940.0,,1539.0,2511.7,,727.3,263.5,,1011.1,,1828.0,-2866.0,,-3188.0,,,,,-2256.0,,-2657.0,-1684.3,,-3468.7,-3932.5,,-3184.9,,-2368.0,,False,,,,,True,,True,True,,False,False,,False,,True
48159,121,225.0,,194.0,,,,,89.0,,133.4,40.5,,204.2,35.8,,,,452.0,104.0,,73.0,,,,,-32.0,,12.4,-80.5,,83.2,-85.2,,,,331.0,,True,,,,,True,,True,True,,True,True,,,,False
48161,235,100.0,,0.0,,,,,177.0,,153.0,41.9,,27.2,0.0,,,,101.0,-135.0,,-235.0,,,,,-58.0,,-82.0,-193.1,,-207.8,-235.0,,,,-134.0,,False,,,,,True,,True,False,,False,False,,,,True
48163,260,0.0,,0.0,,,,,84.0,,175.1,23.3,,178.5,0.0,,14.4,,6.0,-260.0,,-260.0,,,,,-176.0,,-84.9,-236.7,,-81.5,-260.0,,-245.6,,-254.0,,False,,,,,True,,True,True,,True,False,,True,,True
48165,434,245.0,,255.0,,,,,724.0,,578.8,71.7,,79.0,212.8,,,,92.0,-189.0,,-179.0,,,,,290.0,,144.8,-362.3,,-355.0,-221.2,,,,-342.0,,True,,,,,False,,True,False,,False,False,,,,False
48167,3018,1255.0,,3095.0,,,,,1128.0,,943.0,1341.8,,1260.5,45.0,,590.0,,726.0,-1763.0,,77.0,,,,,-1890.0,,-2075.0,-1676.2,,-1757.5,-2973.0,,-2428.0,,-2292.0,,True,,,,,False,,False,True,,True,False,,False,,False
48169,82,30.0,,0.0,,,,,36.0,,157.9,15.3,,5.8,0.0,,,,30.0,-52.0,,-82.0,,,,,-46.0,,75.9,-66.7,,-76.2,-82.0,,,,-52.0,,False,,,,,True,,False,False,,False,False,,,,False
48171,358,65.0,,0.0,,,,,92.0,,158.0,79.4,,22.6,74.6,,,,41.0,-293.0,,-358.0,,,,,-266.0,,-200.0,-278.6,,-335.4,-283.4,,,,-317.0,,False,,,,,True,,True,True,,False,True,,,,False
48173,69,10.0,,0.0,,,,,0.0,,67.3,0.2,,0.4,,,,,0.0,-59.0,,-69.0,,,,,-69.0,,-1.7,-68.8,,-68.6,,,,,-69.0,,False,,,,,False,,True,False,,False,,,,,False
48175,81,0.0,,0.0,,,,,7.0,,25.8,2.7,,0.1,0.0,,,,0.0,-81.0,,-81.0,,,,,-74.0,,-55.2,-78.3,,-80.9,-81.0,,,,-81.0,,False,,,,,True,,True,True,,True,False,,,,False
48177,178,95.0,,48.0,,,,,82.0,,185.6,89.3,,4.9,0.0,,84.7,,70.0,-83.0,,-130.0,,,,,-96.0,,7.6,-88.7,,-173.1,-178.0,,-93.3,,-108.0,,False,,,,,False,,True,False,,False,False,,False,,False
48179,933,320.0,,488.0,,,,,813.0,,309.4,85.1,,97.6,120.6,,,,48.0,-613.0,,-445.0,,,,,-120.0,,-623.6,-847.9,,-835.4,-812.4,,,,-885.0,,True,,,,,True,,False,False,,False,False,,,,False
48181,1782,1140.0,,1629.0,,,,,1190.0,,776.7,778.3,,1076.4,678.5,,645.9,,666.0,-642.0,,-153.0,,,,,-592.0,,-1005.3,-1003.7,,-705.6,-1103.5,,-1136.1,,-1116.0,,True,,,,,True,,False,False,,False,False,,False,,False
48183,2405,470.0,,713.0,,,,,1095.0,,383.8,375.4,,180.3,17.7,,370.8,,654.0,-1935.0,,-1692.0,,,,,-1310.0,,-2021.2,-2029.6,,-2224.7,-2387.3,,-2034.2,,-1751.0,,True,,,,,True,,False,False,,False,False,,False,,True
48185,290,110.0,,96.0,,,,,227.0,,224.7,90.6,,20.7,2.6,,50.7,,70.0,-180.0,,-194.0,,,,,-63.0,,-65.3,-199.4,,-269.3,-287.4,,-239.3,,-220.0,,False,,,,,True,,True,False,,False,False,,False,,False
48187,1048,255.0,,60.0,,,,,620.0,,337.0,531.6,,93.2,40.7,,164.6,,110.0,-793.0,,-988.0,,,,,-428.0,,-711.0,-516.4,,-954.8,-1007.3,,-883.4,,-938.0,,False,,,,,True,,True,True,,False,False,,False,,False
48189,1544,1245.0,,1122.0,,,,,857.0,,1501.6,200.6,,769.7,568.0,,667.5,,351.0,-299.0,,-422.0,,,,,-687.0,,-42.4,-1343.4,,-774.3,-976.0,,-876.5,,-1193.0,,False,,,,,False,,True,False,,False,False,,False,,False
48191,62,45.0,,,,,,,20.0,,51.5,6.5,,1.4,,,,,107.0,-17.0,,,,,,,-42.0,,-10.5,-55.5,,-60.6,,,,,45.0,,,,,,,False,,True,False,,False,,,,,False
48193,120,60.0,,11.0,,,,,52.0,,68.0,19.6,,21.3,0.0,,,,13.0,-60.0,,-109.0,,,,,-68.0,,-52.0,-100.4,,-98.7,-120.0,,,,-107.0,,False,,,,,False,,True,False,,False,False,,,,False
48195,206,30.0,,4.0,,,,,95.0,,34.5,18.9,,1.1,0.0,,,,7.0,-176.0,,-202.0,,,,,-111.0,,-171.5,-187.1,,-204.9,-206.0,,,,-199.0,,False,,,,,True,,True,False,,False,False,,,,False
48197,65,20.0,,0.0,,,,,32.0,,167.4,8.9,,1.7,,,,,5.0,-45.0,,-65.0,,,,,-33.0,,102.4,-56.1,,-63.3,,,,,-60.0,,False,,,,,True,,False,False,,False,,,,,False
48199,935,120.0,,96.0,,,,,349.0,,219.8,179.7,,44.7,1.1,,56.1,,161.0,-815.0,,-839.0,,,,,-586.0,,-715.2,-755.3,,-890.3,-933.9,,-878.9,,-774.0,,False,,,,,True,,True,True,,False,False,,False,,True
48201,29553,22120.0,,54764.0,,,,,18807.0,,12385.7,17785.6,,15533.3,4958.0,,14223.3,,17203.0,-7433.0,,25211.0,,,,,-10746.0,,-17167.3,-11767.4,,-14019.7,-24595.0,,-15329.7,,-12350.0,,False,,,,,False,,False,False,,False,False,,False,,False
48203,730,280.0,,490.0,,,,,541.0,,424.3,305.7,,82.0,6.4,,179.3,,739.0,-450.0,,-240.0,,,,,-189.0,,-305.7,-424.3,,-648.0,-723.6,,-550.7,,9.0,,True,,,,,True,,True,True,,False,False,,False,,True
48205,47,35.0,,0.0,,,,,125.0,,73.3,17.2,,1.3,0.0,,,,16.0,-12.0,,-47.0,,,,,78.0,,26.3,-29.8,,-45.7,-47.0,,,,-31.0,,False,,,,,False,,False,False,,False,False,,,,False
48207,87,15.0,,0.0,,,,,40.0,,42.0,12.8,,2.1,,,,,9.0,-72.0,,-87.0,,,,,-47.0,,-45.0,-74.2,,-84.9,,,,,-78.0,,False,,,,,True,,True,False,,False,,,,,False
48209,1508,660.0,,2754.0,,,,,1074.0,,601.3,983.2,,306.6,7.6,,299.5,,604.0,-848.0,,1246.0,,,,,-434.0,,-906.7,-524.8,,-1201.4,-1500.4,,-1208.5,,-904.0,,False,,,,,True,,False,True,,False,False,,False,,False
48211,124,5.0,,0.0,,,,,43.0,,180.6,10.5,,0.2,0.0,,,,10.0,-119.0,,-124.0,,,,,-81.0,,56.6,-113.5,,-123.8,-124.0,,,,-114.0,,False,,,,,True,,True,True,,False,False,,,,True
48213,1234,270.0,,254.0,,,,,788.0,,574.1,399.2,,65.5,198.8,,132.1,,57.0,-964.0,,-980.0,,,,,-446.0,,-659.9,-834.8,,-1168.5,-1035.2,,-1101.9,,-1177.0,,False,,,,,True,,True,True,,False,False,,False,,False
48215,7874,3955.0,,2992.0,,,,,11289.0,,1036.1,3376.6,,2073.2,9.8,,2584.8,,3228.0,-3919.0,,-4882.0,,,,,3415.0,,-6837.9,-4497.4,,-5800.8,-7864.2,,-5289.2,,-4646.0,,False,,,,,True,,False,False,,False,False,,False,,False
48217,622,185.0,,245.0,,,,,259.0,,217.1,154.2,,111.4,0.0,,,,253.0,-437.0,,-377.0,,,,,-363.0,,-404.9,-467.8,,-510.6,-622.0,,,,-369.0,,True,,,,,True,,True,False,,False,False,,,,True
48219,832,745.0,,845.0,,,,,325.0,,902.3,60.7,,767.3,187.4,,,,0.0,-87.0,,13.0,,,,,-507.0,,70.3,-771.3,,-64.7,-644.6,,,,-832.0,,True,,,,,False,,True,False,,True,False,,,,False
48221,864,280.0,,423.0,,,,,397.0,,476.9,138.5,,88.2,65.6,,143.3,,414.0,-584.0,,-441.0,,,,,-467.0,,-387.1,-725.5,,-775.8,-798.4,,-720.7,,-450.0,,True,,,,,True,,True,False,,False,False,,False,,True
48223,1013,670.0,,898.0,,,,,335.0,,861.3,173.9,,124.0,237.0,,,,916.0,-343.0,,-115.0,,,,,-678.0,,-151.7,-839.1,,-889.0,-776.0,,,,-97.0,,True,,,,,False,,True,False,,False,False,,,,True
48225,495,95.0,,0.0,,,,,193.0,,225.0,70.7,,4.3,0.0,,,,313.0,-400.0,,-495.0,,,,,-302.0,,-270.0,-424.3,,-490.7,-495.0,,,,-182.0,,False,,,,,True,,True,False,,False,False,,,,True
48227,1995,895.0,,207.0,,,,,614.0,,296.6,133.4,,1124.6,0.0,,659.7,,149.0,-1100.0,,-1788.0,,,,,-1381.0,,-1698.4,-1861.6,,-870.4,-1995.0,,-1335.3,,-1846.0,,False,,,,,False,,False,False,,True,False,,False,,False
