,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48131,85,54.0,,50.0,,17.0,13.0,,,,,72.0,,14.0,,26.3,,13.0,,,17.5,33.4,0.0,35.0,,,,,,,,2.0,33.0,-31.0,,-35.0,,-68.0,-72.0,,,,,-13.0,,-71.0,,-58.7,,-72.0,,,-67.5,-51.6,-85.0,-50.0,,,,,,,,-83.0,-52.0,,False,,False,False,,,,,True,,False,,False,,False,,,False,False,False,False,,,,,,,,False,False
48133,182,75.0,,76.4,,65.0,46.0,,,,,103.3,,65.0,,121.2,,20.1,,,24.4,51.1,49.3,116.0,,,,,,,,17.0,55.0,-107.0,,-105.6,,-117.0,-136.0,,,,,-78.7,,-117.0,,-60.8,,-161.9,,,-157.6,-130.9,-132.7,-66.0,,,,,,,,-165.0,-127.0,,True,,False,False,,,,,True,,False,,True,,False,,,False,False,False,True,,,,,,,,False,False
48135,2181,1236.0,,1223.0,,1131.0,1245.0,,,,,540.4,,2886.0,,1500.3,,428.6,1113.0,,554.7,1119.0,15.1,1618.0,,,,816.5,742.0,,,165.0,,-945.0,,-958.0,,-1050.0,-936.0,,,,,-1640.6,,705.0,,-680.7,,-1752.4,-1068.0,,-1626.3,-1062.0,-2165.9,-563.0,,,,-1364.5,-1439.0,,,-2016.0,,,False,,False,True,,,,,False,,True,,True,,False,False,,False,False,False,True,,,,False,False,,,False,
48137,14,15.0,,12.1,,3.0,0.0,,,,,22.5,,0.0,,34.9,,1.3,,,,4.8,,,,,,,,,,0.0,,1.0,,-1.9,,-11.0,-14.0,,,,,8.5,,-14.0,,20.9,,-12.7,,,,-9.2,,,,,,,,,,-14.0,,,False,,False,False,,,,,False,,False,,False,,False,,,,False,,,,,,,,,,False,
48139,1546,438.0,,418.2,,391.0,1021.0,,,,,581.3,,842.0,,447.0,,311.0,327.5,,162.4,390.0,51.3,613.0,,,,317.6,363.0,,,236.0,,-1108.0,,-1127.8,,-1155.0,-525.0,,,,,-964.7,,-704.0,,-1099.0,,-1235.0,-1218.5,,-1383.6,-1156.0,-1494.7,-933.0,,,,-1228.4,-1183.0,,,-1310.0,,,False,,False,True,,,,,True,,True,,True,,False,False,,False,False,False,True,,,,False,False,,,False,
48141,33684,19482.0,,19359.6,15795.2,17552.0,31993.0,,,,,20902.8,,25448.0,,13937.0,,4570.7,25273.0,,15159.8,21209.3,8675.8,22357.0,,,,12021.0,34510.0,,,4554.0,,-14202.0,,-14324.4,-17888.8,-16132.0,-1691.0,,,,,-12781.2,,-8236.0,,-19747.0,,-29113.3,-8411.0,,-18524.2,-12474.7,-25008.2,-11327.0,,,,-21663.0,826.0,,,-29130.0,,,False,False,False,True,,,,,True,,True,,False,,False,True,,False,True,False,True,,,,False,True,,,False,
48143,651,129.0,,141.1,,106.0,106.0,,,,,147.2,,182.0,,184.3,,63.0,105.0,,49.3,99.4,3.4,209.0,,,,,,,,96.0,145.1,-522.0,,-509.9,,-545.0,-545.0,,,,,-503.8,,-469.0,,-466.7,,-588.0,-546.0,,-601.7,-551.6,-647.6,-442.0,,,,,,,,-555.0,-505.9,,True,,False,False,,,,,True,,True,,True,,False,False,,False,False,False,True,,,,,,,,False,True
48145,92,84.0,,164.8,,81.0,157.0,,,,,109.5,,98.0,,96.9,,36.8,,,36.3,80.7,0.0,146.0,,,,,,,,0.0,377.8,-8.0,,72.8,,-11.0,65.0,,,,,17.5,,6.0,,4.9,,-55.2,,,-55.7,-11.3,-92.0,54.0,,,,,,,,-92.0,285.8,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,False,,,,,,,,False,False
48147,227,96.0,,84.9,,80.0,0.0,,,,,124.9,,196.0,,135.8,,53.6,84.0,,47.5,79.9,0.0,206.0,,,,,,,,66.0,,-131.0,,-142.1,,-147.0,-227.0,,,,,-102.1,,-31.0,,-91.2,,-173.4,-143.0,,-179.5,-147.1,-227.0,-21.0,,,,,,,,-161.0,,,False,,False,False,,,,,True,,True,,True,,False,False,,False,False,False,True,,,,,,,,False,
48149,110,36.0,,38.9,,26.0,0.0,,,,,34.3,,70.0,,65.9,,17.4,,,5.6,27.2,0.0,54.0,,,,,,,,38.0,50.0,-74.0,,-71.1,,-84.0,-110.0,,,,,-75.7,,-40.0,,-44.1,,-92.6,,,-104.4,-82.8,-110.0,-56.0,,,,,,,,-72.0,-60.0,,True,,False,False,,,,,False,,True,,True,,False,,,False,False,False,True,,,,,,,,True,True
48151,36,57.0,,60.5,,41.0,,,,,,43.0,,3.0,,58.3,,6.7,,,9.4,37.4,30.8,46.0,,,,,,,,12.0,35.6,21.0,,24.5,,5.0,,,,,,7.0,,-33.0,,22.3,,-29.3,,,-26.6,1.4,-5.2,10.0,,,,,,,,-24.0,-0.4,,False,,True,,,,,,True,,False,,False,,False,,,False,True,True,True,,,,,,,,False,True
48153,210,18.0,,18.0,,15.0,0.0,,,,,12.1,,21.0,,46.5,,6.8,,,2.9,16.1,0.0,17.0,,,,,,,,23.0,,-192.0,,-192.0,,-195.0,-210.0,,,,,-197.9,,-189.0,,-163.5,,-203.2,,,-207.1,-193.9,-210.0,-193.0,,,,,,,,-187.0,,,True,,False,False,,,,,False,,True,,True,,False,,,False,False,False,False,,,,,,,,True,
48155,24,3.0,,0.0,,0.0,0.0,,,,,6.0,,3.0,,17.9,,3.3,,,,0.7,,3.0,,,,,,,,2.0,,-21.0,,-24.0,,-24.0,-24.0,,,,,-18.0,,-21.0,,-6.1,,-20.7,,,,-23.3,,-21.0,,,,,,,,-22.0,,,False,,False,False,,,,,True,,False,,True,,True,,,,False,,False,,,,,,,,False,
48157,2208,798.0,,817.4,1707.5,691.0,649.0,,,,,1220.9,,1205.0,,958.1,,1245.3,868.0,,471.3,605.7,192.1,811.0,,,,692.0,373.0,,,1072.0,1006.7,-1410.0,,-1390.6,-500.5,-1517.0,-1559.0,,,,,-987.1,,-1003.0,,-1249.9,,-962.7,-1340.0,,-1736.7,-1602.3,-2015.9,-1397.0,,,,-1516.0,-1835.0,,,-1136.0,-1201.3,,True,True,False,False,,,,,True,,True,,True,,True,True,,False,False,False,True,,,,False,False,,,True,True
48159,84,135.0,,132.5,,80.0,108.0,,,,,96.1,,53.0,,72.3,,21.6,,,108.7,79.8,24.8,192.0,,,,,,,,189.0,35.6,51.0,,48.5,,-4.0,24.0,,,,,12.1,,-31.0,,-11.7,,-62.4,,,24.7,-4.2,-59.2,108.0,,,,,,,,105.0,-48.4,,True,,True,True,,,,,True,,True,,True,,False,,,True,True,False,False,,,,,,,,False,True
48161,163,60.0,,55.6,,53.0,0.0,,,,,71.5,,105.0,,76.0,,23.6,,,18.3,56.8,0.0,49.0,,,,,,,,48.0,55.5,-103.0,,-107.4,,-110.0,-163.0,,,,,-91.5,,-58.0,,-87.0,,-139.4,,,-144.7,-106.2,-163.0,-114.0,,,,,,,,-115.0,-107.5,,False,,False,False,,,,,True,,True,,True,,False,,,False,False,False,False,,,,,,,,False,False
48163,114,0.0,,57.1,,10.0,0.0,,,,,26.3,,56.0,,87.7,,12.2,,,115.9,13.4,0.0,20.0,,,,6.2,,,,5.0,62.3,-114.0,,-56.9,,-104.0,-114.0,,,,,-87.7,,-58.0,,-26.3,,-101.8,,,1.9,-100.6,-114.0,-94.0,,,,-107.8,,,,-109.0,-51.7,,True,,True,False,,,,,True,,True,,True,,True,,,True,True,False,True,,,,True,,,,True,True
48165,250,147.0,,148.4,,148.0,149.0,,,,,32.5,,414.0,,297.4,,44.2,,,54.7,115.2,142.6,204.0,,,,,,,,84.0,139.2,-103.0,,-101.6,,-102.0,-101.0,,,,,-217.5,,164.0,,47.4,,-205.8,,,-195.3,-134.8,-107.4,-46.0,,,,,,,,-166.0,-110.8,,True,,True,True,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,False,False
48167,1747,753.0,,798.4,994.7,759.0,1593.0,,,,,745.0,,706.0,,571.2,,564.9,603.5,,819.1,1017.8,33.1,765.0,,,,455.1,972.0,,,500.0,,-994.0,,-948.6,-752.3,-988.0,-154.0,,,,,-1002.0,,-1041.0,,-1175.8,,-1182.1,-1143.5,,-927.9,-729.2,-1713.9,-982.0,,,,-1291.9,-775.0,,,-1247.0,,,True,True,True,True,,,,,False,,False,,False,,False,False,,True,True,False,True,,,,False,True,,,False,
48169,73,18.0,,17.1,,15.0,0.0,,,,,11.7,,22.0,,72.7,,8.9,,,3.9,21.3,0.0,25.0,,,,,,,,19.0,44.8,-55.0,,-55.9,,-58.0,-73.0,,,,,-61.3,,-51.0,,-0.3,,-64.1,,,-69.1,-51.7,-73.0,-48.0,,,,,,,,-54.0,-28.2,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,True,,,,,,,,True,True
48171,172,39.0,,16.4,,34.0,0.0,,,,,60.1,,56.0,,77.5,,43.2,,,15.0,35.6,49.5,41.0,,,,,,,,23.0,34.3,-133.0,,-155.6,,-138.0,-172.0,,,,,-111.9,,-116.0,,-94.5,,-128.8,,,-157.0,-136.4,-122.5,-131.0,,,,,,,,-149.0,-137.7,,False,,False,False,,,,,True,,True,,True,,True,,,False,False,True,True,,,,,,,,False,False
48173,36,6.0,,5.9,,1.0,0.0,,,,,3.8,,0.0,,29.7,,0.1,,,0.2,2.2,,,,,,,,,,0.0,,-30.0,,-30.1,,-35.0,-36.0,,,,,-32.2,,-36.0,,-6.3,,-35.9,,,-35.8,-33.8,,,,,,,,,,-36.0,,,False,,False,False,,,,,False,,False,,True,,False,,,False,False,,,,,,,,,,False,
48175,73,0.0,,0.1,,0.0,0.0,,,,,2.6,,5.0,,11.4,,1.5,,,0.0,0.8,0.0,0.0,,,,,,,,0.0,,-73.0,,-72.9,,-73.0,-73.0,,,,,-70.4,,-68.0,,-61.6,,-71.5,,,-73.0,-72.2,-73.0,-73.0,,,,,,,,-73.0,,,True,,False,False,,,,,True,,True,,True,,True,,,True,True,False,False,,,,,,,,False,
48177,101,57.0,,86.4,,45.0,30.0,,,,,32.6,,53.0,,103.0,,42.1,,,3.9,37.6,0.0,75.0,,,,53.9,,,,50.0,,-44.0,,-14.6,,-56.0,-71.0,,,,,-68.4,,-48.0,,2.0,,-58.9,,,-97.1,-63.4,-101.0,-26.0,,,,-47.1,,,,-51.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,False,False,True,,,,False,,,,False,
48179,696,192.0,,187.7,,159.0,261.0,,,,,218.0,,465.0,,159.3,,48.4,,,83.6,107.5,82.0,292.0,,,,,,,,31.0,92.7,-504.0,,-508.3,,-537.0,-435.0,,,,,-478.0,,-231.0,,-536.7,,-647.6,,,-612.4,-588.5,-614.0,-404.0,,,,,,,,-665.0,-603.3,,False,,False,True,,,,,True,,True,,False,,False,,,False,False,False,True,,,,,,,,False,False
48181,942,684.0,,687.0,,679.0,900.0,,,,,803.8,,708.0,,439.1,,404.8,475.5,,697.2,513.8,448.8,1266.0,,,,464.1,825.0,,,406.0,458.0,-258.0,,-255.0,,-263.0,-42.0,,,,,-138.2,,-234.0,,-502.9,,-537.2,-466.5,,-244.8,-428.2,-493.2,324.0,,,,-477.9,-117.0,,,-536.0,-484.0,,True,,False,True,,,,,True,,True,,False,,False,False,,True,False,False,False,,,,False,True,,,False,False
48183,1590,282.0,,292.9,,259.0,399.0,,,,,234.3,,655.0,,228.1,,218.3,409.5,,150.9,268.0,13.3,368.0,,,,245.9,,,,343.0,431.5,-1308.0,,-1297.1,,-1331.0,-1191.0,,,,,-1355.7,,-935.0,,-1361.9,,-1371.7,-1180.5,,-1439.1,-1322.0,-1576.7,-1222.0,,,,-1344.1,,,,-1247.0,-1158.5,,True,,False,True,,,,,False,,True,,False,,False,True,,False,False,False,True,,,,False,,,,True,True
48185,149,66.0,,63.0,,60.0,57.0,,,,,61.8,,140.0,,116.4,,42.9,,,17.8,75.6,2.1,136.0,,,,38.6,,,,56.0,83.5,-83.0,,-86.0,,-89.0,-92.0,,,,,-87.2,,-9.0,,-32.6,,-106.1,,,-131.2,-73.4,-146.9,-13.0,,,,-110.4,,,,-93.0,-65.5,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,True,,,,False,,,,False,True
48187,754,153.0,,97.7,,80.0,45.0,,,,,207.3,,387.0,,175.6,,227.6,99.5,,61.2,148.7,25.8,241.0,,,,118.4,26.0,,,68.0,430.5,-601.0,,-656.3,,-674.0,-709.0,,,,,-546.7,,-367.0,,-578.4,,-526.4,-654.5,,-692.8,-605.3,-728.2,-513.0,,,,-635.6,-728.0,,,-686.0,-323.5,,False,,False,False,,,,,True,,True,,True,,True,False,,False,False,False,True,,,,False,False,,,False,True
48189,833,747.0,,746.7,,562.0,649.0,,,,,569.4,,514.0,,900.4,,119.3,533.5,,471.6,537.2,406.9,806.0,,,,487.0,,,,325.0,,-86.0,,-86.3,,-271.0,-184.0,,,,,-263.6,,-319.0,,67.4,,-713.7,-299.5,,-361.4,-295.8,-426.1,-27.0,,,,-346.0,,,,-508.0,,,False,,False,False,,,,,False,,False,,True,,False,False,,False,False,False,True,,,,False,,,,False,
48191,29,27.0,,26.4,,12.0,,,,,,11.2,,12.0,,26.7,,3.7,,,1.1,8.1,,,,,,,,,,66.0,,-2.0,,-2.6,,-17.0,,,,,,-17.8,,-17.0,,-2.3,,-25.3,,,-27.9,-20.9,,,,,,,,,,37.0,,,False,,False,,,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,False,
48193,76,36.0,,35.9,,30.0,9.0,,,,,67.2,,32.0,,34.3,,12.4,,,15.0,38.1,0.0,41.0,,,,,,,,8.0,,-40.0,,-40.1,,-46.0,-67.0,,,,,-8.8,,-44.0,,-41.7,,-63.6,,,-61.0,-37.9,-76.0,-35.0,,,,,,,,-68.0,,,False,,False,False,,,,,True,,False,,False,,False,,,False,True,False,True,,,,,,,,False,
48195,150,18.0,,18.0,,8.0,4.0,,,,,10.5,,56.0,,16.8,,11.1,,,0.9,12.7,0.0,20.0,,,,,,,,7.0,60.2,-132.0,,-132.0,,-142.0,-146.0,,,,,-139.5,,-94.0,,-133.2,,-138.9,,,-149.1,-137.3,-150.0,-130.0,,,,,,,,-143.0,-89.8,,True,,False,False,,,,,False,,True,,False,,False,,,False,False,False,True,,,,,,,,False,True
48197,50,12.0,,24.8,,14.0,0.0,,,,,16.8,,18.0,,66.0,,5.3,,,1.5,17.2,,,,,,,,,,4.0,47.9,-38.0,,-25.2,,-36.0,-50.0,,,,,-33.2,,-32.0,,16.0,,-44.7,,,-48.5,-32.8,,,,,,,,,,-46.0,-2.1,,True,,True,False,,,,,True,,True,,True,,False,,,False,True,,,,,,,,,,False,True
48199,719,72.0,,67.8,,61.0,54.0,,,,,74.6,,212.0,,122.5,,94.8,99.5,,29.7,68.2,0.8,152.0,,,,43.3,,,,107.0,86.0,-647.0,,-651.2,,-658.0,-665.0,,,,,-644.4,,-507.0,,-596.5,,-624.2,-619.5,,-689.3,-650.8,-718.2,-567.0,,,,-675.7,,,,-612.0,-633.0,,False,,False,False,,,,,True,,True,,True,,True,True,,False,False,False,True,,,,False,,,,True,True
48201,15057,13272.0,,12062.3,10828.8,11486.0,28344.0,,,,,10845.4,,11679.0,,8111.8,,8820.6,8097.5,,10799.6,14353.5,3841.1,12720.0,,,,10109.3,16463.0,,,11050.0,,-1785.0,,-2994.7,-4228.2,-3571.0,13287.0,,,,,-4211.6,,-3378.0,,-6945.2,,-6236.4,-6959.5,,-4257.4,-703.5,-11215.9,-2337.0,,,,-4947.7,1406.0,,,-4007.0,,,False,False,False,False,,,,,False,,False,,False,,False,False,,False,True,False,False,,,,False,True,,,False,
48203,545,168.0,,179.7,,161.0,271.0,,,,,94.3,,322.0,,236.4,,154.8,158.0,,68.3,149.6,5.1,294.0,,,,122.2,,,,353.0,169.5,-377.0,,-365.3,,-384.0,-274.0,,,,,-450.7,,-223.0,,-308.6,,-390.2,-387.0,,-476.7,-395.4,-539.9,-251.0,,,,-422.8,,,,-192.0,-375.5,,True,,False,True,,,,,False,,True,,True,,False,False,,False,False,False,True,,,,False,,,,True,True
48205,37,21.0,,22.3,,16.0,0.0,,,,,9.3,,72.0,,39.3,,9.2,,,0.9,15.9,0.0,27.0,,,,,,,,14.0,37.2,-16.0,,-14.7,,-21.0,-37.0,,,,,-27.7,,35.0,,2.3,,-27.8,,,-36.1,-21.1,-37.0,-10.0,,,,,,,,-23.0,0.2,,True,,False,False,,,,,False,,False,,True,,False,,,False,False,False,True,,,,,,,,False,True
48207,56,9.0,,7.2,,6.0,0.0,,,,,13.6,,24.0,,20.8,,7.6,,,1.9,3.6,,12.0,,,,,,,,6.0,,-47.0,,-48.8,,-50.0,-56.0,,,,,-42.4,,-32.0,,-35.2,,-48.4,,,-54.1,-52.4,,-44.0,,,,,,,,-50.0,,,False,,False,False,,,,,True,,True,,True,,False,,,False,False,,True,,,,,,,,False,
48209,669,396.0,,419.1,,391.0,1386.0,,,,,171.1,,665.0,,370.5,,448.7,339.5,,195.4,384.6,5.4,483.0,,,,233.1,1728.0,,,405.0,472.3,-273.0,,-249.9,,-278.0,717.0,,,,,-497.9,,-4.0,,-298.5,,-220.3,-329.5,,-473.6,-284.4,-663.6,-186.0,,,,-435.9,1059.0,,,-264.0,-196.7,,True,,False,False,,,,,False,,True,,False,,True,False,,False,False,False,True,,,,False,False,,,True,True
48211,87,3.0,,13.1,,3.0,0.0,,,,,7.5,,27.0,,80.6,,5.9,,,0.1,13.8,0.0,,,,,,,,,10.0,55.5,-84.0,,-73.9,,-84.0,-87.0,,,,,-79.5,,-60.0,,-6.4,,-81.1,,,-86.9,-73.2,-87.0,,,,,,,,,-77.0,-31.5,,True,,False,False,,,,,True,,True,,True,,True,,,False,True,False,,,,,,,,,True,True
48213,842,162.0,,165.5,,163.0,163.0,,,,,80.8,,459.0,,316.9,,219.2,909.0,,49.1,160.5,133.6,260.0,,,,98.5,,,,56.0,261.7,-680.0,,-676.5,,-679.0,-679.0,,,,,-761.2,,-383.0,,-525.1,,-622.8,67.0,,-792.9,-681.5,-708.4,-582.0,,,,-743.5,,,,-786.0,-580.3,,True,,True,True,,,,,False,,True,,True,,True,True,,False,False,False,True,,,,False,,,,False,True
48215,2443,2373.0,,2344.3,1391.7,1598.0,1788.0,,,,,3502.6,,6780.0,,720.5,,1794.4,1950.0,,1591.6,1593.4,7.7,2361.0,,,,1815.3,882.0,,,2256.0,,-70.0,,-98.7,-1051.3,-845.0,-655.0,,,,,1059.6,,4337.0,,-1722.5,,-648.6,-493.0,,-851.4,-849.6,-2435.3,-82.0,,,,-627.7,-1561.0,,,-187.0,,,False,False,False,False,,,,,False,,False,,False,,False,False,,False,False,False,False,,,,False,False,,,False,
48217,344,111.0,,99.7,,103.0,127.0,,,,,137.5,,155.0,,112.1,,84.3,84.0,,73.7,106.8,0.0,204.0,,,,,,,,129.0,103.4,-233.0,,-244.3,,-241.0,-217.0,,,,,-206.5,,-189.0,,-231.9,,-259.7,-260.0,,-270.3,-237.2,-344.0,-140.0,,,,,,,,-215.0,-240.6,,False,,False,True,,,,,True,,True,,True,,False,False,,False,False,False,True,,,,,,,,True,False
48219,627,447.0,,451.7,,410.0,468.0,,,,,332.5,,183.0,,441.6,,36.0,,,509.8,286.4,126.2,658.0,,,,,,,,0.0,,-180.0,,-175.3,,-217.0,-159.0,,,,,-294.5,,-444.0,,-185.4,,-591.0,,,-117.2,-340.6,-500.8,31.0,,,,,,,,-627.0,,,True,,False,True,,,,,False,,False,,False,,False,,,True,False,False,True,,,,,,,,False,
48221,472,168.0,,175.3,,157.0,240.0,,,,,206.1,,237.0,,260.3,,81.1,171.5,,70.3,147.8,46.9,334.0,,,,105.2,,,,244.0,168.9,-304.0,,-296.7,,-315.0,-232.0,,,,,-265.9,,-235.0,,-211.7,,-390.9,-300.5,,-401.7,-324.2,-425.1,-138.0,,,,-366.8,,,,-228.0,-303.1,,True,,False,True,,,,,True,,True,,True,,False,True,,False,False,False,True,,,,False,,,,True,True
48223,778,402.0,,406.8,,230.0,503.0,,,,,115.5,,198.0,,490.8,,105.8,232.0,,82.8,169.5,168.3,569.0,,,,,,,,525.0,137.3,-376.0,,-371.2,,-548.0,-275.0,,,,,-662.5,,-580.0,,-287.2,,-672.2,-546.0,,-695.2,-608.5,-609.7,-209.0,,,,,,,,-253.0,-640.7,,True,,False,True,,,,,False,,False,,True,,False,False,,False,False,False,True,,,,,,,,True,False
48225,280,57.0,,63.6,,39.0,0.0,,,,,23.0,,115.0,,121.1,,36.7,,,3.6,39.3,0.0,94.0,,,,,,,,153.0,59.8,-223.0,,-216.4,,-241.0,-280.0,,,,,-257.0,,-165.0,,-158.9,,-243.3,,,-276.4,-240.7,-280.0,-186.0,,,,,,,,-127.0,-220.2,,True,,False,False,,,,,False,,True,,True,,False,,,False,False,False,True,,,,,,,,True,True
48227,1102,537.0,,537.4,,256.0,111.0,,,,,573.8,,343.0,,167.9,,83.0,143.5,,623.3,165.5,0.0,729.0,,,,437.3,,,,85.0,232.5,-565.0,,-564.6,,-846.0,-991.0,,,,,-528.2,,-759.0,,-934.1,,-1019.0,-958.5,,-478.7,-936.5,-1102.0,-373.0,,,,-664.7,,,,-1017.0,-869.5,,True,,False,False,,,,,True,,False,,False,,False,False,,True,False,False,True,,,,False,,,,False,False
48229,57,66.0,,73.9,,18.0,0.0,,,,,77.2,,6.0,,383.9,,8.9,,,5.1,28.2,,49.0,,,,,,,,14.0,,9.0,,16.9,,-39.0,-57.0,,,,,20.2,,-51.0,,326.9,,-48.1,,,-51.9,-28.8,,-8.0,,,,,,,,-43.0,,,False,,False,False,,,,,False,,False,,False,,False,,,False,False,,True,,,,,,,,False,
48231,415,243.0,,246.9,,190.0,282.0,,,,,124.8,,547.0,,435.2,,213.2,242.0,,12.1,110.5,14.0,401.0,,,,125.2,,,,370.0,274.1,-172.0,,-168.1,,-225.0,-133.0,,,,,-290.2,,132.0,,20.2,,-201.8,-173.0,,-402.9,-304.5,-401.0,-14.0,,,,-289.8,,,,-45.0,-140.9,,True,,False,True,,,,,False,,True,,True,,False,False,,False,False,False,True,,,,False,,,,True,True
48233,368,129.0,,135.5,,117.0,124.0,,,,,106.5,,300.0,,126.4,,43.4,,,73.3,100.2,52.8,220.0,,,,,,,,5.0,74.7,-239.0,,-232.5,,-251.0,-244.0,,,,,-261.5,,-68.0,,-241.6,,-324.6,,,-294.7,-267.8,-315.2,-148.0,,,,,,,,-363.0,-293.3,,True,,False,False,,,,,False,,True,,False,,False,,,False,False,False,True,,,,,,,,False,False
48235,20,0.0,,0.0,,0.0,0.0,,,,,0.8,,0.0,,20.2,,0.6,,,0.2,0.5,,0.0,,,,,,,,0.0,,-20.0,,-20.0,,-20.0,-20.0,,,,,-19.2,,-20.0,,0.2,,-19.4,,,-19.8,-19.5,,-20.0,,,,,,,,-20.0,,,False,,False,False,,,,,True,,False,,True,,True,,,True,True,,False,,,,,,,,False,
48237,67,9.0,,11.9,,4.0,0.0,,,,,11.1,,50.0,,39.9,,10.8,,,0.8,4.5,0.0,14.0,,,,,,,,10.0,11.3,-58.0,,-55.1,,-63.0,-67.0,,,,,-55.9,,-17.0,,-27.1,,-56.2,,,-66.2,-62.5,-67.0,-53.0,,,,,,,,-57.0,-55.7,,True,,False,False,,,,,True,,True,,True,,True,,,False,False,False,True,,,,,,,,True,True
48239,89,30.0,,13.1,,15.0,0.0,,,,,42.5,,19.0,,58.9,,14.6,,,10.0,23.5,0.0,34.0,,,,,,,,4.0,36.1,-59.0,,-75.9,,-74.0,-89.0,,,,,-46.5,,-70.0,,-30.1,,-74.4,,,-79.0,-65.5,-89.0,-55.0,,,,,,,,-85.0,-52.9,,False,,False,False,,,,,True,,False,,True,,False,,,False,False,False,True,,,,,,,,False,True
48241,392,15.0,,19.7,,16.0,30.0,,,,,10.9,,163.0,,62.0,,32.0,21.0,,0.6,14.9,12.1,20.0,,,,,,,,8.0,53.6,-377.0,,-372.3,,-376.0,-362.0,,,,,-381.1,,-229.0,,-330.0,,-360.0,-371.0,,-391.4,-377.1,-379.9,-372.0,,,,,,,,-384.0,-338.4,,True,,True,True,,,,,False,,True,,True,,True,True,,False,False,False,True,,,,,,,,False,True
48243,9,12.0,,11.4,,4.0,0.0,,,,,20.0,,0.0,,20.5,,2.2,,,,4.3,,12.0,,,,,,,,0.0,,3.0,,2.4,,-5.0,-9.0,,,,,11.0,,-9.0,,11.5,,-6.8,,,,-4.7,,3.0,,,,,,,,-9.0,,,True,,False,False,,,,,False,,False,,False,,False,,,,False,,False,,,,,,,,False,
48245,992,684.0,,690.2,,653.0,681.0,,,,,660.5,,931.0,,652.1,,523.9,509.5,,428.5,618.8,33.5,826.0,,,,352.5,685.0,,,480.0,753.7,-308.0,,-301.8,,-339.0,-311.0,,,,,-331.5,,-61.0,,-339.9,,-468.1,-482.5,,-563.5,-373.2,-958.5,-166.0,,,,-639.5,-307.0,,,-512.0,-238.3,,True,,False,False,,,,,False,,True,,False,,False,False,,False,False,False,True,,,,False,True,,,False,True
