,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
45023,265,245.0,109.0,,,,,278.0,,239.3,43.1,,73.5,0.1,,161.4,,413.0,-20.0,-156.0,,,,,13.0,,-25.7,-221.9,,-191.5,-264.9,,-103.6,,148.0,False,,,,,True,,False,False,,False,False,,False,,False
45025,292,335.0,179.0,,,,,392.0,,309.5,118.3,,139.1,0.1,,290.0,,350.0,43.0,-113.0,,,,,100.0,,17.5,-173.7,,-152.9,-291.9,,-2.0,,58.0,False,,,,,False,,True,False,,False,False,,True,,False
45027,165,60.0,43.0,,,,,141.0,,65.0,40.5,,20.2,0.1,,85.2,,15.0,-105.0,-122.0,,,,,-24.0,,-100.0,-124.5,,-144.8,-164.9,,-79.8,,-150.0,False,,,,,True,,True,False,,False,False,,True,,False
45029,269,305.0,392.0,,,,,152.0,,288.6,63.1,,119.1,0.3,,163.6,,377.0,36.0,123.0,,,,,-117.0,,19.6,-205.9,,-149.9,-268.7,,-105.4,,108.0,False,,,,,False,,True,False,,False,False,,False,,False
45031,543,585.0,478.0,,,,,459.0,,569.6,141.7,,407.6,0.6,,550.1,,407.0,42.0,-65.0,,,,,-84.0,,26.6,-401.3,,-135.4,-542.4,,7.1,,-136.0,False,,,,,False,,True,False,,False,False,,True,,False
45033,254,370.0,426.0,,,,,216.0,,372.6,158.9,,160.9,199.1,,189.1,,451.0,116.0,172.0,,,,,-38.0,,118.6,-95.1,,-93.1,-54.9,,-64.9,,197.0,False,,,,,True,,False,True,,True,True,,True,,False
45035,878,775.0,1266.0,,,,,480.0,,614.3,279.7,,415.8,102.4,,438.9,,589.0,-103.0,388.0,,,,,-398.0,,-263.7,-598.3,,-462.2,-775.6,,-439.1,,-289.0,False,,,,,False,,False,False,,False,False,,False,,False
45037,213,60.0,47.0,,,,,191.0,,93.8,39.8,,19.8,0.0,,,,11.0,-153.0,-166.0,,,,,-22.0,,-119.2,-173.2,,-193.2,-213.0,,,,-202.0,False,,,,,True,,True,False,,False,False,,,,False
45039,150,160.0,37.0,,,,,191.0,,155.7,53.0,,21.8,0.1,,,,159.0,10.0,-113.0,,,,,41.0,,5.7,-97.0,,-128.2,-149.9,,,,9.0,False,,,,,False,,True,False,,False,False,,,,True
45041,943,745.0,739.0,,,,,792.0,,601.1,267.0,,462.0,4.3,,755.3,,546.0,-198.0,-204.0,,,,,-151.0,,-341.9,-676.0,,-481.0,-938.7,,-187.7,,-397.0,False,,,,,True,,False,False,,False,False,,True,,False
45043,602,375.0,476.0,,,,,166.0,,276.9,54.0,,265.6,0.2,,207.4,,328.0,-227.0,-126.0,,,,,-436.0,,-325.1,-548.0,,-336.4,-601.8,,-394.6,,-274.0,True,,,,,False,,False,False,,False,False,,False,,False
45045,5019,3170.0,3640.0,,,,,2720.0,,2666.2,1313.7,,2525.6,232.5,,1740.1,,3572.0,-1849.0,-1379.0,,,,,-2299.0,,-2352.8,-3705.3,,-2493.4,-4786.5,,-3278.9,,-1447.0,True,,,,,False,,False,False,,False,False,,False,,True
45047,401,420.0,522.0,,,,,441.0,,361.3,143.4,,74.2,1.3,,262.1,,473.0,19.0,121.0,,,,,40.0,,-39.7,-257.6,,-326.8,-399.7,,-138.9,,72.0,False,,,,,False,,False,False,,False,False,,False,,False
45049,94,130.0,30.0,,,,,108.0,,138.9,36.8,,31.1,0.0,,,,73.0,36.0,-64.0,,,,,14.0,,44.9,-57.2,,-62.9,-94.0,,,,-21.0,False,,,,,True,,False,False,,False,False,,,,True
45051,2340,3050.0,9738.0,,,,,921.0,,2347.7,559.4,,2562.8,103.8,,1350.4,,2039.0,710.0,7398.0,,,,,-1419.0,,7.7,-1780.6,,222.8,-2236.2,,-989.6,,-301.0,False,,,,,False,,True,False,,True,False,,False,,True
45053,140,150.0,35.0,,,,,83.0,,133.9,35.0,,54.4,0.0,,,,58.0,10.0,-105.0,,,,,-57.0,,-6.1,-105.0,,-85.6,-140.0,,,,-82.0,False,,,,,False,,True,False,,False,False,,,,False
45055,544,490.0,480.0,,,,,468.0,,478.9,83.2,,217.3,3.2,,220.1,,390.0,-54.0,-64.0,,,,,-76.0,,-65.1,-460.8,,-326.7,-540.8,,-323.9,,-154.0,False,,,,,False,,False,False,,False,False,,False,,False
45057,693,420.0,312.0,,,,,663.0,,419.5,127.2,,179.5,4.4,,304.2,,286.0,-273.0,-381.0,,,,,-30.0,,-273.5,-565.8,,-513.5,-688.6,,-388.8,,-407.0,False,,,,,True,,False,False,,False,False,,False,,False
45059,435,210.0,317.0,,,,,424.0,,217.1,64.9,,71.9,17.2,,106.1,,248.0,-225.0,-118.0,,,,,-11.0,,-217.9,-370.1,,-363.1,-417.8,,-328.9,,-187.0,True,,,,,True,,True,False,,False,False,,False,,True
45061,113,80.0,35.0,,,,,114.0,,63.4,23.1,,26.6,0.1,,,,6.0,-33.0,-78.0,,,,,1.0,,-49.6,-89.9,,-86.4,-112.9,,,,-107.0,False,,,,,True,,False,False,,False,False,,,,False
45063,2280,1705.0,736.0,,,,,1421.0,,1565.4,756.6,,1202.9,328.0,,696.4,,1592.0,-575.0,-1544.0,,,,,-859.0,,-714.6,-1523.4,,-1077.1,-1952.0,,-1583.6,,-688.0,False,,,,,False,,False,False,,False,False,,False,,False
45065,55,20.0,35.0,,,,,33.0,,40.4,16.1,,5.1,0.0,,,,18.0,-35.0,-20.0,,,,,-22.0,,-14.6,-38.9,,-49.9,-55.0,,,,-37.0,True,,,,,True,,True,False,,False,False,,,,False
45067,265,305.0,400.0,,,,,129.0,,304.6,100.0,,190.0,131.1,,,,229.0,40.0,135.0,,,,,-136.0,,39.6,-165.0,,-75.0,-133.9,,,,-36.0,False,,,,,False,,True,False,,False,False,,,,True
45069,254,220.0,123.0,,,,,147.0,,233.3,109.4,,49.1,0.0,,,,182.0,-34.0,-131.0,,,,,-107.0,,-20.7,-144.6,,-204.9,-254.0,,,,-72.0,False,,,,,False,,True,False,,False,False,,,,False
45071,432,500.0,688.0,,,,,309.0,,612.3,70.8,,124.6,196.9,,165.1,,768.0,68.0,256.0,,,,,-123.0,,180.3,-361.2,,-307.4,-235.1,,-266.9,,336.0,False,,,,,False,,False,False,,False,False,,False,,False
45073,666,1185.0,501.0,,,,,491.0,,1376.7,163.1,,682.1,0.3,,489.3,,1800.0,519.0,-165.0,,,,,-175.0,,710.7,-502.9,,16.1,-665.7,,-176.7,,1134.0,True,,,,,True,,False,True,,True,False,,True,,False
45075,356,215.0,129.0,,,,,447.0,,189.6,76.1,,75.6,0.1,,135.5,,127.0,-141.0,-227.0,,,,,91.0,,-166.4,-279.9,,-280.4,-355.9,,-220.5,,-229.0,False,,,,,True,,False,False,,False,False,,False,,False
45077,1737,1365.0,1177.0,,,,,840.0,,1338.1,398.9,,842.3,769.2,,532.1,,1281.0,-372.0,-560.0,,,,,-897.0,,-398.9,-1338.1,,-894.7,-967.8,,-1204.9,,-456.0,False,,,,,False,,False,False,,False,False,,False,,False
45079,2736,2215.0,2214.0,,,,,2013.0,,1684.3,1103.1,,1345.9,20.7,,1479.7,,827.0,-521.0,-522.0,,,,,-723.0,,-1051.7,-1632.9,,-1390.1,-2715.3,,-1256.3,,-1909.0,False,,,,,False,,False,False,,False,False,,False,,False
45081,65,60.0,21.0,,,,,141.0,,61.6,25.7,,6.9,0.2,,,,3.0,-5.0,-44.0,,,,,76.0,,-3.4,-39.3,,-58.1,-64.8,,,,-62.0,False,,,,,False,,True,False,,False,False,,,,False
45083,3098,1890.0,2179.0,,,,,2033.0,,1522.6,983.7,,1199.7,640.8,,1117.2,,1270.0,-1208.0,-919.0,,,,,-1065.0,,-1575.4,-2114.3,,-1898.3,-2457.2,,-1980.8,,-1828.0,True,,,,,True,,False,False,,False,False,,False,,False
45085,538,205.0,51.0,,,,,650.0,,171.5,119.0,,111.1,3.0,,115.6,,84.0,-333.0,-487.0,,,,,112.0,,-366.5,-419.0,,-426.9,-535.0,,-422.4,,-454.0,False,,,,,True,,False,False,,False,False,,False,,False
45087,249,190.0,267.0,,,,,223.0,,238.6,41.1,,74.9,87.8,,,,215.0,-59.0,18.0,,,,,-26.0,,-10.4,-207.9,,-174.1,-161.2,,,,-34.0,True,,,,,True,,True,False,,False,False,,,,True
45089,202,75.0,36.0,,,,,106.0,,68.8,37.8,,14.2,0.1,,55.7,,31.0,-127.0,-166.0,,,,,-96.0,,-133.2,-164.2,,-187.8,-201.9,,-146.3,,-171.0,False,,,,,True,,False,False,,False,False,,False,,False
45091,2182,1345.0,1615.0,,,,,1418.0,,1287.0,541.4,,1117.3,476.2,,626.3,,1281.0,-837.0,-567.0,,,,,-764.0,,-895.0,-1640.6,,-1064.7,-1705.8,,-1555.7,,-901.0,True,,,,,True,,False,False,,False,False,,False,,False
46003,158,290.0,0.0,,,,,23.0,,673.8,1.4,,207.5,0.0,,,,42.0,132.0,-158.0,,,,,-135.0,,515.8,-156.6,,49.5,-158.0,,,,-116.0,False,,,,,False,,False,False,,True,False,,,,True
46005,957,475.0,0.0,,,,,462.0,,404.9,38.7,,228.8,288.0,,,,137.0,-482.0,-957.0,,,,,-495.0,,-552.1,-918.3,,-728.2,-669.0,,,,-820.0,False,,,,,False,,False,False,,False,False,,,,False
46007,163,145.0,0.0,,,,,40.0,,182.7,21.5,,,0.0,,,,68.0,-18.0,-163.0,,,,,-123.0,,19.7,-141.5,,,-163.0,,,,-95.0,False,,,,,False,,False,False,,,False,,,,False
46009,1052,215.0,152.0,,,,,137.0,,349.3,15.7,,93.3,0.1,,,,126.0,-837.0,-900.0,,,,,-915.0,,-702.7,-1036.3,,-958.7,-1051.9,,,,-926.0,False,,,,,False,,True,False,,False,False,,,,False
46011,1076,580.0,816.0,,,,,1117.0,,445.2,221.1,,669.0,0.0,,,,283.0,-496.0,-260.0,,,,,41.0,,-630.8,-854.9,,-407.0,-1076.0,,,,-793.0,True,,,,,True,,False,False,,True,False,,,,False
46013,1313,1040.0,1392.0,,,,,1024.0,,981.3,434.4,,518.3,386.1,,568.1,,782.0,-273.0,79.0,,,,,-289.0,,-331.7,-878.6,,-794.7,-926.9,,-744.9,,-531.0,True,,,,,False,,False,False,,False,False,,False,,False
46015,284,140.0,16.0,,,,,37.0,,124.2,46.2,,,30.6,,,,17.0,-144.0,-268.0,,,,,-247.0,,-159.8,-237.8,,,-253.4,,,,-267.0,False,,,,,False,,False,False,,,False,,,,False
46017,158,130.0,1.0,,,,,13.0,,100.5,7.9,,75.1,13.6,,,,0.0,-28.0,-157.0,,,,,-145.0,,-57.5,-150.1,,-82.9,-144.4,,,,-158.0,False,,,,,False,,False,False,,False,False,,,,False
46019,433,195.0,0.0,,,,,103.0,,244.9,144.5,,,63.1,,,,35.0,-238.0,-433.0,,,,,-330.0,,-188.1,-288.5,,,-369.9,,,,-398.0,False,,,,,False,,True,False,,,False,,,,False
46021,42,75.0,0.0,,,,,25.0,,72.1,11.6,,,,,,,13.0,33.0,-42.0,,,,,-17.0,,30.1,-30.4,,,,,,,-29.0,False,,,,,True,,True,True,,,,,,,True
46023,356,245.0,9.0,,,,,71.0,,322.4,34.2,,183.2,9.7,,,,108.0,-111.0,-347.0,,,,,-285.0,,-33.6,-321.8,,-172.8,-346.3,,,,-248.0,False,,,,,False,,True,False,,False,False,,,,False
46025,131,35.0,0.0,,,,,89.0,,33.9,7.5,,54.5,,,,,12.0,-96.0,-131.0,,,,,-42.0,,-97.1,-123.5,,-76.5,,,,,-119.0,False,,,,,True,,False,False,,True,,,,,False
46027,466,265.0,106.0,,,,,267.0,,183.4,53.7,,195.1,0.0,,,,98.0,-201.0,-360.0,,,,,-199.0,,-282.6,-412.3,,-270.9,-466.0,,,,-368.0,False,,,,,True,,False,False,,False,False,,,,False
46029,1072,660.0,596.0,,,,,1044.0,,664.3,230.5,,206.0,258.8,,,,278.0,-412.0,-476.0,,,,,-28.0,,-407.7,-841.5,,-866.0,-813.2,,,,-794.0,False,,,,,True,,True,False,,False,False,,,,False
46031,204,100.0,0.0,,,,,30.0,,118.6,16.5,,55.7,0.0,,,,80.0,-104.0,-204.0,,,,,-174.0,,-85.4,-187.5,,-148.3,-204.0,,,,-124.0,False,,,,,False,,True,False,,False,False,,,,False
46033,219,80.0,35.0,,,,,30.0,,83.3,56.4,,,0.0,,,,67.0,-139.0,-184.0,,,,,-189.0,,-135.7,-162.6,,,-219.0,,,,-152.0,False,,,,,False,,True,False,,,False,,,,False
46035,1273,670.0,900.0,,,,,417.0,,1108.1,119.7,,422.7,252.3,,,,250.0,-603.0,-373.0,,,,,-856.0,,-164.9,-1153.3,,-850.3,-1020.7,,,,-1023.0,True,,,,,False,,True,False,,False,False,,,,False
46037,147,90.0,33.0,,,,,80.0,,101.6,18.8,,9.4,30.5,,,,39.0,-57.0,-114.0,,,,,-67.0,,-45.4,-128.2,,-137.6,-116.5,,,,-108.0,False,,,,,False,,True,False,,False,False,,,,False
46039,129,135.0,26.0,,,,,74.0,,158.3,24.5,,38.9,0.0,,,,73.0,6.0,-103.0,,,,,-55.0,,29.3,-104.5,,-90.1,-129.0,,,,-56.0,False,,,,,False,,False,False,,False,False,,,,False
46041,484,160.0,,,,,,28.0,,192.6,68.6,,132.1,0.0,,,,0.0,-324.0,,,,,,-456.0,,-291.4,-415.4,,-351.9,-484.0,,,,-484.0,,,,,,False,,True,False,,False,False,,,,False
46043,121,130.0,37.0,,,,,27.0,,151.7,23.6,,69.5,71.1,,,,31.0,9.0,-84.0,,,,,-94.0,,30.7,-97.4,,-51.5,-49.9,,,,-90.0,False,,,,,False,,False,False,,False,False,,,,False
46045,98,15.0,0.0,,,,,79.0,,10.8,18.3,,4.8,0.0,,,,5.0,-83.0,-98.0,,,,,-19.0,,-87.2,-79.7,,-93.2,-98.0,,,,-93.0,False,,,,,True,,False,True,,False,False,,,,False
46047,179,135.0,0.0,,,,,32.0,,158.4,27.9,,74.8,0.0,,,,170.0,-44.0,-179.0,,,,,-147.0,,-20.6,-151.1,,-104.2,-179.0,,,,-9.0,False,,,,,False,,True,False,,False,False,,,,True
46049,139,220.0,0.0,,,,,59.0,,327.7,2.8,,250.7,0.0,,,,13.0,81.0,-139.0,,,,,-80.0,,188.7,-136.2,,111.7,-139.0,,,,-126.0,False,,,,,True,,False,False,,False,False,,,,False
46051,249,205.0,171.0,,,,,213.0,,274.3,31.6,,56.8,60.0,,,,83.0,-44.0,-78.0,,,,,-36.0,,25.3,-217.4,,-192.2,-189.0,,,,-166.0,False,,,,,True,,True,False,,False,False,,,,False
46053,200,55.0,0.0,,,,,30.0,,40.2,20.3,,7.5,0.0,,,,16.0,-145.0,-200.0,,,,,-170.0,,-159.8,-179.7,,-192.5,-200.0,,,,-184.0,False,,,,,False,,False,False,,False,False,,,,False
46055,77,45.0,0.0,,,,,50.0,,104.7,19.8,,,,,,,32.0,-32.0,-77.0,,,,,-27.0,,27.7,-57.2,,,,,,,-45.0,False,,,,,True,,True,False,,,,,,,False
46057,197,75.0,57.0,,,,,107.0,,80.8,20.4,,52.0,12.7,,,,49.0,-122.0,-140.0,,,,,-90.0,,-116.2,-176.6,,-145.0,-184.3,,,,-148.0,False,,,,,True,,True,False,,False,False,,,,False
46059,157,90.0,0.0,,,,,50.0,,144.3,11.3,,23.3,,,,,3.0,-67.0,-157.0,,,,,-107.0,,-12.7,-145.7,,-133.7,,,,,-154.0,False,,,,,False,,True,False,,False,,,,,False
46061,128,30.0,0.0,,,,,40.0,,37.6,16.1,,,,,,,13.0,-98.0,-128.0,,,,,-88.0,,-90.4,-111.9,,,,,,,-115.0,False,,,,,True,,True,False,,,,,,,False
46063,60,15.0,0.0,,,,,39.0,,20.0,10.1,,,,,,,46.0,-45.0,-60.0,,,,,-21.0,,-40.0,-49.9,,,,,,,-14.0,False,,,,,True,,True,False,,,,,,,True
46065,652,470.0,507.0,,,,,269.0,,634.9,109.4,,294.3,220.0,,,,0.0,-182.0,-145.0,,,,,-383.0,,-17.1,-542.6,,-357.7,-432.0,,,,-652.0,True,,,,,False,,True,False,,False,False,,,,False
46067,256,165.0,126.0,,,,,134.0,,224.5,42.7,,54.2,1.7,,,,89.0,-91.0,-130.0,,,,,-122.0,,-31.5,-213.3,,-201.8,-254.3,,,,-167.0,False,,,,,False,,True,False,,False,False,,,,False
46069,66,40.0,,,,,,20.0,,40.1,3.9,,14.7,,,,,17.0,-26.0,,,,,,-46.0,,-25.9,-62.1,,-51.3,,,,,-49.0,,,,,,False,,True,False,,False,,,,,False
46071,126,75.0,7.0,,,,,15.0,,112.4,10.3,,23.1,,,,,56.0,-51.0,-119.0,,,,,-111.0,,-13.6,-115.7,,-102.9,,,,,-70.0,False,,,,,False,,True,False,,False,,,,,False
46073,60,245.0,,,,,,53.0,,353.8,1.7,,53.5,46.5,,,,0.0,185.0,,,,,,-7.0,,293.8,-58.3,,-6.5,-13.5,,,,-60.0,,,,,,True,,False,True,,True,True,,,,True
46075,27,10.0,0.0,,,,,10.0,,17.3,5.8,,,,,,,4.0,-17.0,-27.0,,,,,-17.0,,-9.7,-21.2,,,,,,,-23.0,False,,,,,False,,True,False,,,,,,,False
46077,237,165.0,103.0,,,,,89.0,,233.9,39.5,,46.8,,,,,91.0,-72.0,-134.0,,,,,-148.0,,-3.1,-197.5,,-190.2,,,,,-146.0,False,,,,,False,,True,False,,False,,,,,False
46079,424,185.0,204.0,,,,,321.0,,159.5,54.1,,75.8,91.5,,,,115.0,-239.0,-220.0,,,,,-103.0,,-264.5,-369.9,,-348.2,-332.5,,,,-309.0,True,,,,,True,,False,False,,False,False,,,,False
46081,1057,465.0,792.0,,,,,366.0,,565.0,57.1,,235.7,309.0,,,,243.0,-592.0,-265.0,,,,,-691.0,,-492.0,-999.9,,-821.3,-748.0,,,,-814.0,True,,,,,False,,True,False,,False,False,,,,False
46083,2605,1285.0,2023.0,,,,,954.0,,1383.4,726.9,,1518.4,765.0,,896.6,,1418.0,-1320.0,-582.0,,,,,-1651.0,,-1221.6,-1878.1,,-1086.6,-1840.0,,-1708.4,,-1187.0,True,,,,,False,,True,False,,True,False,,False,,True
46085,166,105.0,10.0,,,,,17.0,,117.6,10.2,,42.8,0.0,,,,0.0,-61.0,-156.0,,,,,-149.0,,-48.4,-155.8,,-123.2,-166.0,,,,-166.0,False,,,,,False,,True,False,,False,False,,,,False
46087,329,130.0,111.0,,,,,85.0,,168.0,24.7,,41.0,93.7,,,,39.0,-199.0,-218.0,,,,,-244.0,,-161.0,-304.3,,-288.0,-235.3,,,,-290.0,False,,,,,False,,True,False,,False,False,,,,False
46089,46,35.0,,,,,,40.0,,20.3,6.1,,14.8,,,,,13.0,-11.0,,,,,,-6.0,,-25.7,-40.0,,-31.2,,,,,-33.0,,,,,,True,,False,False,,False,,,,,False
46091,58,25.0,0.0,,,,,92.0,,28.0,10.5,,16.2,,,,,19.0,-33.0,-58.0,,,,,34.0,,-30.0,-47.5,,-41.8,,,,,-39.0,False,,,,,False,,True,False,,False,,,,,False
46093,688,415.0,492.0,,,,,377.0,,514.2,228.1,,312.4,202.3,,,,258.0,-273.0,-196.0,,,,,-311.0,,-173.8,-459.9,,-375.6,-485.7,,,,-430.0,True,,,,,False,,True,False,,False,False,,,,False
46095,86,30.0,0.0,,,,,30.0,,54.7,8.1,,,,,,,71.0,-56.0,-86.0,,,,,-56.0,,-31.3,-77.9,,,,,,,-15.0,False,,,,,False,,True,False,,,,,,,True
46097,113,155.0,50.0,,,,,24.0,,432.1,3.9,,52.2,,,,,41.0,42.0,-63.0,,,,,-89.0,,319.1,-109.1,,-60.8,,,,,-72.0,False,,,,,False,,False,False,,False,,,,,False
46099,8923,3690.0,5467.0,,,,,4448.0,,3180.6,2327.9,,4121.8,3083.4,,4899.2,,2590.0,-5233.0,-3456.0,,,,,-4475.0,,-5742.4,-6595.1,,-4801.2,-5839.6,,-4023.8,,-6333.0,True,,,,,True,,False,False,,True,False,,True,,False
46101,186,160.0,108.0,,,,,70.0,,221.8,27.7,,53.8,42.1,,,,71.0,-26.0,-78.0,,,,,-116.0,,35.8,-158.3,,-132.2,-143.9,,,,-115.0,False,,,,,False,,False,False,,False,False,,,,False
46102,965,400.0,604.0,,,,,38.0,,350.8,,,506.7,,,,,128.0,-565.0,-361.0,,,,,-927.0,,-614.2,,,-458.3,,,,,-837.0,True,,,,,False,,False,,,True,,,,,False
46103,3784,2475.0,3887.0,,,,,1432.0,,2982.5,924.0,,1722.5,1223.8,,2607.7,,1327.0,-1309.0,103.0,,,,,-2352.0,,-801.5,-2860.0,,-2061.5,-2560.2,,-1176.3,,-2457.0,True,,,,,False,,True,False,,False,False,,True,,False
46105,64,25.0,,,,,,60.0,,32.6,15.5,,,,,,,3.0,-39.0,,,,,,-4.0,,-31.4,-48.5,,,,,,,-61.0,,,,,,True,,True,False,,,,,,,False
46107,138,95.0,0.0,,,,,35.0,,182.6,34.6,,,,,,,0.0,-43.0,-138.0,,,,,-103.0,,44.6,-103.4,,,,,,,-138.0,False,,,,,False,,False,False,,,,,,,False
46109,307,75.0,121.0,,,,,196.0,,95.5,43.2,,15.6,0.0,,,,43.0,-232.0,-186.0,,,,,-111.0,,-211.5,-263.8,,-291.4,-307.0,,,,-264.0,True,,,,,True,,True,False,,False,False,,,,False
46111,137,85.0,29.0,,,,,16.0,,222.3,2.4,,20.9,,,,,54.0,-52.0,-108.0,,,,,-121.0,,85.3,-134.6,,-116.1,,,,,-83.0,False,,,,,False,,False,False,,False,,,,,False
46115,276,150.0,0.0,,,,,199.0,,131.4,26.9,,65.5,77.8,,,,56.0,-126.0,-276.0,,,,,-77.0,,-144.6,-249.1,,-210.5,-198.2,,,,-220.0,False,,,,,True,,False,False,,False,False,,,,False
46117,104,30.0,,,,,,50.0,,27.9,3.9,,26.4,,,,,10.0,-74.0,,,,,,-54.0,,-76.1,-100.1,,-77.6,,,,,-94.0,,,,,,True,,False,False,,False,,,,,False
46119,52,40.0,,,,,,10.0,,72.8,3.6,,4.5,,,,,19.0,-12.0,,,,,,-42.0,,20.8,-48.4,,-47.5,,,,,-33.0,,,,,,False,,False,False,,False,,,,,False
46121,479,320.0,351.0,,,,,65.0,,733.3,57.9,,215.2,0.1,,,,194.0,-159.0,-128.0,,,,,-414.0,,254.3,-421.1,,-263.8,-478.9,,,,-285.0,True,,,,,False,,False,False,,False,False,,,,False
46123,195,85.0,19.0,,,,,93.0,,100.4,21.5,,22.3,0.0,,,,0.0,-110.0,-176.0,,,,,-102.0,,-94.6,-173.5,,-172.7,-195.0,,,,-195.0,False,,,,,True,,True,False,,False,False,,,,False
46125,417,475.0,383.0,,,,,111.0,,787.0,36.6,,486.7,173.2,,,,140.0,58.0,-34.0,,,,,-306.0,,370.0,-380.4,,69.7,-243.8,,,,-277.0,True,,,,,False,,False,False,,False,False,,,,False
46127,475,425.0,485.0,,,,,253.0,,524.7,150.7,,206.3,159.2,,,,307.0,-50.0,10.0,,,,,-222.0,,49.7,-324.3,,-268.7,-315.8,,,,-168.0,True,,,,,False,,True,False,,False,False,,,,False
46129,192,195.0,121.0,,,,,106.0,,177.2,19.4,,175.4,42.7,,,,47.0,3.0,-71.0,,,,,-86.0,,-14.8,-172.6,,-16.6,-149.3,,,,-145.0,False,,,,,False,,False,False,,False,False,,,,False
46135,764,315.0,283.0,,,,,479.0,,336.3,156.5,,87.4,110.0,,,,275.0,-449.0,-481.0,,,,,-285.0,,-427.7,-607.5,,-676.6,-654.0,,,,-489.0,False,,,,,True,,True,False,,False,False,,,,False
46137,80,25.0,0.0,,,,,29.0,,27.4,8.9,,21.1,,,,,38.0,-55.0,-80.0,,,,,-51.0,,-52.6,-71.1,,-58.9,,,,,-42.0,False,,,,,True,,True,False,,False,,,,,True
47001,940,525.0,810.0,,,,,625.0,,576.3,265.9,,204.5,2.1,,273.4,,29.0,-415.0,-130.0,,,,,-315.0,,-363.7,-674.1,,-735.5,-937.9,,-666.6,,-911.0,True,,,,,True,,True,False,,False,False,,False,,False
47003,735,345.0,257.0,,,,,508.0,,272.4,259.4,,202.0,4.1,,214.9,,171.0,-390.0,-478.0,,,,,-227.0,,-462.6,-475.6,,-533.0,-730.9,,-520.1,,-564.0,False,,,,,True,,False,False,,False,False,,False,,False
47005,277,65.0,22.0,,,,,185.0,,82.4,16.3,,17.0,0.0,,,,0.0,-212.0,-255.0,,,,,-92.0,,-194.6,-260.7,,-260.0,-277.0,,,,-277.0,False,,,,,True,,True,False,,False,False,,,,False
47007,206,120.0,,,,,,127.0,,90.4,54.4,,23.4,0.1,,,,1.0,-86.0,,,,,,-79.0,,-115.6,-151.6,,-182.6,-205.9,,,,-205.0,,,,,,True,,False,False,,False,False,,,,False
47009,1405,880.0,1503.0,,,,,863.0,,863.5,387.1,,803.5,5.9,,489.2,,239.0,-525.0,98.0,,,,,-542.0,,-541.5,-1017.9,,-601.5,-1399.1,,-915.8,,-1166.0,True,,,,,False,,False,False,,False,False,,False,,False
47011,1105,885.0,1806.0,,,,,858.0,,752.3,370.3,,202.0,5.1,,542.2,,1068.0,-220.0,701.0,,,,,-247.0,,-352.7,-734.7,,-903.0,-1099.9,,-562.8,,-37.0,False,,,,,False,,False,False,,False,False,,False,,True
47013,665,805.0,1900.0,,,,,354.0,,1264.0,136.7,,1242.9,237.7,,,,7.0,140.0,1235.0,,,,,-311.0,,599.0,-528.3,,577.9,-427.3,,,,-658.0,False,,,,,False,,False,False,,False,False,,,,False
47015,240,180.0,154.0,,,,,149.0,,196.3,23.2,,51.6,121.2,,,,50.0,-60.0,-86.0,,,,,-91.0,,-43.7,-216.8,,-188.4,-118.8,,,,-190.0,False,,,,,False,,True,False,,False,False,,,,False
47017,394,340.0,441.0,,,,,258.0,,367.9,90.0,,139.0,1.6,,,,338.0,-54.0,47.0,,,,,-136.0,,-26.1,-304.0,,-255.0,-392.4,,,,-56.0,True,,,,,False,,True,False,,False,False,,,,False
47019,905,435.0,815.0,,,,,440.0,,390.0,126.7,,296.0,0.8,,233.7,,412.0,-470.0,-90.0,,,,,-465.0,,-515.0,-778.3,,-609.0,-904.2,,-671.3,,-493.0,True,,,,,True,,False,False,,False,False,,False,,False
47021,433,250.0,323.0,,,,,208.0,,233.8,85.0,,95.0,2.3,,,,228.0,-183.0,-110.0,,,,,-225.0,,-199.2,-348.0,,-338.0,-430.7,,,,-205.0,True,,,,,False,,False,False,,False,False,,,,False
