,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48093,236,404.0,,,278.0,526.0,,,,,190.6,147.9,,,251.0,,300.0,352.3,,,82.0,282.7,,367.0,229.5,,,,,,,,,814.7,168.0,,,42.0,290.0,,,,,-45.4,-88.1,,,15.0,,64.0,116.3,,,-154.0,46.7,,131.0,-6.5,,,,,,,,,578.7,,,True,False,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,False
48095,55,28.0,,,41.0,0.0,,,,,37.4,15.4,,,117.0,,79.1,21.8,,,5.0,47.1,,42.0,69.4,,,,,,,,,84.8,-27.0,,,-14.0,-55.0,,,,,-17.6,-39.6,,,62.0,,24.1,-33.2,,,-50.0,-7.9,,-13.0,14.4,,,,,,,,,29.8,,,True,False,,,,,True,False,,,False,,True,False,,,False,True,,True,True,,,,,,,,,False
48097,916,968.0,,,759.0,729.0,,,,,427.2,987.7,,,759.0,,465.0,768.0,1336.5,,738.0,788.0,,954.0,255.0,,,,,,,,,880.1,52.0,,,-157.0,-187.0,,,,,-488.8,71.7,,,-157.0,,-451.0,-148.0,420.5,,-178.0,-128.0,,38.0,-661.0,,,,,,,,,-35.9,,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,True,False,,,,,,,,,True
48099,1264,792.0,,,763.0,495.0,,,,,572.8,1180.1,,,1209.0,,294.9,955.8,828.0,,547.0,660.3,,1050.0,1507.0,,,,,722.2,,,,1027.5,-472.0,,,-501.0,-769.0,,,,,-691.2,-83.9,,,-55.0,,-969.1,-308.2,-436.0,,-717.0,-603.7,,-214.0,243.0,,,,,-541.8,,,,-236.5,,,False,False,,,,,False,True,,,True,,False,True,True,,False,False,,True,True,,,,,False,,,,True
48101,43,64.0,,,32.0,0.0,,,,,37.2,43.7,,,28.0,,30.1,32.8,,,23.0,41.9,,43.0,37.6,,,,,,,,,92.0,21.0,,,-11.0,-43.0,,,,,-5.8,0.7,,,-15.0,,-12.9,-10.2,,,-20.0,-1.1,,0.0,-5.4,,,,,,,,,49.0,,,True,False,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,False
48103,150,88.0,,,64.0,0.0,,,,,130.4,105.6,,,130.0,,39.1,43.8,,,29.0,71.0,,83.0,70.5,,,,,,,,,3.9,-62.0,,,-86.0,-150.0,,,,,-19.6,-44.4,,,-20.0,,-110.9,-106.2,,,-121.0,-79.0,,-67.0,-79.5,,,,,,,,,-146.1,,,False,False,,,,,True,True,,,True,,False,False,,,False,False,,False,False,,,,,,,,,False
48105,63,48.0,,,54.0,0.0,,,,,104.3,32.2,,,68.0,,4.8,45.2,,,6.0,58.9,,59.0,126.1,,,,,,,,,155.7,-15.0,,,-9.0,-63.0,,,,,41.3,-30.8,,,5.0,,-58.2,-17.8,,,-57.0,-4.1,,-4.0,63.1,,,,,,,,,92.7,,,True,False,,,,,False,False,,,True,,False,False,,,False,True,,True,False,,,,,,,,,False
48107,73,56.0,,,61.0,0.0,,,,,67.4,77.9,,,147.0,,21.9,37.7,119.5,,33.0,60.4,,104.0,116.1,,,,,,,,,131.4,-17.0,,,-12.0,-73.0,,,,,-5.6,4.9,,,74.0,,-51.1,-35.3,46.5,,-40.0,-12.6,,31.0,43.1,,,,,,,,,58.4,,,True,False,,,,,True,True,,,False,,False,False,False,,False,True,,False,False,,,,,,,,,False
48109,42,148.0,,,70.0,,,,,,86.6,89.3,,,24.0,,63.4,50.2,,,100.0,73.7,,65.0,83.1,,,,,,,,,111.3,106.0,,,28.0,,,,,,44.6,47.3,,,-18.0,,21.4,8.2,,,58.0,31.7,,23.0,41.1,,,,,,,,,69.3,,,True,,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,True
48111,10,24.0,,,29.0,0.0,,,,,90.6,50.6,,,150.0,,1.7,27.7,,,3.0,33.9,,66.0,106.5,,,,,,,,,63.2,14.0,,,19.0,-10.0,,,,,80.6,40.6,,,140.0,,-8.3,17.7,,,-7.0,23.9,,56.0,96.5,,,,,,,,,53.2,,,False,True,,,,,False,False,,,False,,True,False,,,True,False,,False,False,,,,,,,,,False
48113,61665,52988.0,,44794.0,50541.0,114381.0,,,,,38329.2,55615.3,,67516.3,48211.0,,88092.8,50103.4,51096.5,,51317.5,43501.0,,53447.0,38998.3,,,,,58448.1,,,,45269.5,-8677.0,,-16871.0,-11124.0,52716.0,,,,,-23335.8,-6049.7,,5851.3,-13454.0,,26427.8,-11561.6,-10568.5,,-10347.5,-18164.0,,-8218.0,-22666.7,,,,,-3216.9,,,,-16395.5,,False,False,False,,,,,False,True,,True,False,,False,False,False,,False,False,,True,False,,,,,True,,,,False
48115,188,356.0,,,234.0,34.0,,,,,251.7,414.2,,,456.0,,29.1,164.0,,,225.0,212.8,,352.0,276.0,,,,,,,,,185.6,168.0,,,46.0,-154.0,,,,,63.7,226.2,,,268.0,,-158.9,-24.0,,,37.0,24.8,,164.0,88.0,,,,,,,,,-2.4,,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,True,True,,,,,,,,,True
48117,208,248.0,,,251.0,178.0,,,,,426.9,183.2,,,540.0,,30.7,357.3,,,155.0,261.6,,306.0,515.9,,,,,246.0,,,,400.8,40.0,,,43.0,-30.0,,,,,218.9,-24.8,,,332.0,,-177.3,149.3,,,-53.0,53.6,,98.0,307.9,,,,,38.0,,,,192.8,,,False,True,,,,,False,True,,,False,,False,False,,,False,False,,False,False,,,,,True,,,,False
48119,76,40.0,,,47.0,33.0,,,,,40.0,77.9,,,71.0,,5.3,46.5,,,84.0,50.1,,73.0,35.5,,,,,,,,,455.9,-36.0,,,-29.0,-43.0,,,,,-36.0,1.9,,,-5.0,,-70.7,-29.5,,,8.0,-25.9,,-3.0,-40.5,,,,,,,,,379.9,,,True,False,,,,,True,True,,,True,,False,True,,,True,True,,True,False,,,,,,,,,False
48121,11971,17660.0,,15933.7,17834.0,19851.0,,,,,10095.1,20977.4,,35501.8,14830.0,,35538.4,15765.0,21681.5,,23399.0,16554.6,,17395.0,8242.4,,,,,17086.2,18054.0,,,18319.8,5689.0,,3962.7,5863.0,7880.0,,,,,-1875.9,9006.4,,23530.8,2859.0,,23567.4,3794.0,9710.5,,11428.0,4583.6,,5424.0,-3728.6,,,,,5115.2,6083.0,,,6348.8,,True,False,False,,,,,True,False,,False,True,,False,True,False,,False,True,,True,True,,,,,True,False,,,False
48123,183,128.0,,,152.0,30.0,,,,,288.7,77.1,,,213.0,,72.1,195.9,,,176.0,114.8,,301.0,268.0,,,,,,,,,75.4,-55.0,,,-31.0,-153.0,,,,,105.7,-105.9,,,30.0,,-110.9,12.9,,,-7.0,-68.2,,118.0,85.0,,,,,,,,,-107.6,,,True,False,,,,,False,False,,,True,,False,True,,,True,False,,False,False,,,,,,,,,False
48125,27,16.0,,,17.0,0.0,,,,,26.2,9.0,,,36.0,,2.8,26.3,,,6.0,16.3,,29.0,58.5,,,,,,,,,219.5,-11.0,,,-10.0,-27.0,,,,,-0.8,-18.0,,,9.0,,-24.2,-0.7,,,-21.0,-10.7,,2.0,31.5,,,,,,,,,192.5,,,True,False,,,,,True,False,,,True,,False,True,,,False,True,,True,False,,,,,,,,,False
48127,346,348.0,,,206.0,213.0,,,,,105.1,203.8,,,187.0,,1291.6,387.8,,,144.0,208.7,,249.0,172.2,,,,,,,,,929.3,2.0,,,-140.0,-133.0,,,,,-240.9,-142.2,,,-159.0,,945.6,41.8,,,-202.0,-137.3,,-97.0,-173.8,,,,,,,,,583.3,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,,,,,,,,,False
48129,57,0.0,,,9.0,0.0,,,,,45.5,7.8,,,45.0,,0.7,21.8,,,0.0,12.2,,35.0,75.0,,,,,,,,,135.2,-57.0,,,-48.0,-57.0,,,,,-11.5,-49.2,,,-12.0,,-56.3,-35.2,,,-57.0,-44.8,,-22.0,18.0,,,,,,,,,78.2,,,True,False,,,,,True,True,,,True,,True,True,,,False,True,,True,True,,,,,,,,,False
48131,271,216.0,,,177.0,80.0,,,,,175.5,161.7,,,185.0,,64.8,171.3,,,116.0,201.3,,211.0,206.1,,,,,,,,,178.2,-55.0,,,-94.0,-191.0,,,,,-95.5,-109.3,,,-86.0,,-206.2,-99.7,,,-155.0,-69.7,,-60.0,-64.9,,,,,,,,,-92.8,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,,,,,,,,,False
48133,242,312.0,,,251.0,389.0,,,,,162.5,217.4,,,364.0,,175.2,255.9,,,222.5,260.3,,341.0,217.3,,,,,,,,,650.7,70.0,,,9.0,147.0,,,,,-79.5,-24.6,,,122.0,,-66.8,13.9,,,-19.5,18.3,,99.0,-24.7,,,,,,,,,408.7,,,True,False,,,,,False,True,,,False,,True,True,,,True,True,,False,True,,,,,,,,,False
48135,1137,1896.0,,,2212.0,3107.0,,,,,1900.2,2215.5,,,4533.0,,1160.3,2062.5,2426.5,,1779.5,1467.6,,2291.0,2567.9,,,,,1883.5,6542.0,,,1911.8,759.0,,,1075.0,1970.0,,,,,763.2,1078.5,,,3396.0,,23.3,925.5,1289.5,,642.5,330.6,,1154.0,1430.9,,,,,746.5,5405.0,,,774.8,,,False,False,,,,,False,False,,,False,,True,False,False,,True,True,,False,False,,,,,True,False,,,False
48137,30,72.0,,,56.0,0.0,,,,,46.3,7.9,,,22.0,,129.6,41.7,,,65.0,48.2,,57.0,61.5,,,,,,,,,120.2,42.0,,,26.0,-30.0,,,,,16.3,-22.1,,,-8.0,,99.6,11.7,,,35.0,18.2,,27.0,31.5,,,,,,,,,90.2,,,True,True,,,,,True,True,,,True,,False,True,,,True,True,,True,True,,,,,,,,,False
48139,5380,5188.0,,,3995.0,3043.0,,,,,2889.0,6556.6,,8006.5,3154.0,,2150.2,3623.5,7289.0,,6265.0,4340.9,,4567.0,3880.7,,,,,4858.1,1772.0,,,10485.9,-192.0,,,-1385.0,-2337.0,,,,,-2491.0,1176.6,,2626.5,-2226.0,,-3229.8,-1756.5,1909.0,,885.0,-1039.1,,-813.0,-1499.3,,,,,-521.9,-3608.0,,,5105.9,,,False,False,,,,,False,False,,False,False,,False,False,False,,False,False,,False,False,,,,,False,False,,,False
48141,11394,9336.0,,9892.5,8043.0,7667.0,,,,,8731.6,16788.1,,5502.2,12681.0,,2589.0,9803.6,10672.5,,6399.5,8336.3,,15963.0,4686.2,,,,,10188.3,4313.0,,,13437.5,-2058.0,,-1501.5,-3351.0,-3727.0,,,,,-2662.4,5394.1,,-5891.8,1287.0,,-8805.0,-1590.4,-721.5,,-4994.5,-3057.7,,4569.0,-6707.8,,,,,-1205.7,-7081.0,,,2043.5,,True,False,False,,,,,False,False,,False,True,,False,True,True,,False,False,,False,False,,,,,True,False,,,True
48143,798,1072.0,,,829.0,1157.0,,,,,539.9,807.3,,,734.0,,835.7,672.6,1560.0,,696.0,937.1,,1027.0,688.6,,,,,523.9,,,,1645.8,274.0,,,31.0,359.0,,,,,-258.1,9.3,,,-64.0,,37.7,-125.4,762.0,,-102.0,139.1,,229.0,-109.4,,,,,-274.1,,,,847.8,,,True,False,,,,,True,True,,,True,,True,True,False,,True,True,,True,True,,,,,False,,,,False
48145,279,468.0,,,381.0,367.0,,,,,269.9,423.6,,,289.0,,538.8,264.7,,,404.5,442.0,,401.0,182.3,,,,,,,,,735.7,189.0,,,102.0,88.0,,,,,-9.1,144.6,,,10.0,,259.8,-14.3,,,125.5,163.0,,122.0,-96.7,,,,,,,,,456.7,,,True,True,,,,,True,True,,,True,,False,True,,,True,True,,True,True,,,,,,,,,False
48147,957,736.0,,,709.0,1002.0,,,,,353.3,677.3,,,585.0,,752.5,566.9,932.5,,690.0,655.4,,807.0,512.3,,,,,,,,,950.3,-221.0,,,-248.0,45.0,,,,,-603.7,-279.7,,,-372.0,,-204.5,-390.1,-24.5,,-267.0,-301.6,,-150.0,-444.7,,,,,,,,,-6.7,,,False,True,,,,,False,False,,,False,,True,False,True,,False,False,,True,False,,,,,,,,,True
48149,245,880.0,,,461.0,35.0,,,,,290.4,269.7,,,250.0,,5161.1,569.7,,,1147.0,556.4,,601.0,297.9,,,,,,,,,1690.4,635.0,,,216.0,-210.0,,,,,45.4,24.7,,,5.0,,4916.1,324.7,,,902.0,311.4,,356.0,52.9,,,,,,,,,1445.4,,,True,True,,,,,True,True,,,True,,False,True,,,False,True,,True,True,,,,,,,,,False
48151,59,68.0,,,59.0,0.0,,,,,45.3,26.1,,,68.0,,86.8,49.5,,,54.0,44.3,,72.0,63.0,,,,,,,,,76.6,9.0,,,0.0,-59.0,,,,,-13.7,-32.9,,,9.0,,27.8,-9.5,,,-5.0,-14.7,,13.0,4.0,,,,,,,,,17.6,,,True,False,,,,,False,False,,,False,,False,False,,,True,False,,False,True,,,,,,,,,False
48153,130,132.0,,,127.0,0.0,,,,,114.7,74.3,,,119.0,,278.4,88.1,,,91.0,127.9,,134.0,175.8,,,,,,,,,291.7,2.0,,,-3.0,-130.0,,,,,-15.3,-55.7,,,-11.0,,148.4,-41.9,,,-39.0,-2.1,,4.0,45.8,,,,,,,,,161.7,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,,,,,,,,,False
48155,28,12.0,,,11.0,0.0,,,,,15.1,5.6,,,24.0,,2.2,10.6,,,11.0,5.7,,15.0,16.2,,,,,,,,,34.9,-16.0,,,-17.0,-28.0,,,,,-12.9,-22.4,,,-4.0,,-25.8,-17.4,,,-17.0,-22.3,,-13.0,-11.8,,,,,,,,,6.9,,,False,False,,,,,True,False,,,True,,False,False,,,False,False,,True,True,,,,,,,,,True
48157,11816,9008.0,,9448.3,7294.0,6053.0,,,,,6814.9,27228.1,,7194.3,7060.0,,1312.1,11312.2,6202.0,,7378.0,8530.2,,12244.0,8436.9,,,,,8716.8,7166.0,,,1531.0,-2808.0,,-2367.7,-4522.0,-5763.0,,,,,-5001.1,15412.1,,-4621.7,-4756.0,,-10503.9,-503.8,-5614.0,,-4438.0,-3285.8,,428.0,-3379.1,,,,,-3099.2,-4650.0,,,-10285.0,,True,False,False,,,,,False,False,,False,False,,False,True,False,,False,False,,True,False,,,,,False,False,,,False
48159,162,116.0,,,119.0,48.0,,,,,95.7,91.2,,,164.0,,856.8,53.2,,,61.0,122.3,,147.0,112.9,,,,,,,,,345.9,-46.0,,,-43.0,-114.0,,,,,-66.3,-70.8,,,2.0,,694.8,-108.8,,,-101.0,-39.7,,-15.0,-49.1,,,,,,,,,183.9,,,True,False,,,,,False,False,,,True,,False,False,,,False,True,,True,False,,,,,,,,,False
48161,123,148.0,,,170.0,418.0,,,,,198.7,205.4,,,287.0,,117.2,203.4,,,105.0,169.9,,320.0,187.1,,,,,,,,,525.9,25.0,,,47.0,295.0,,,,,75.7,82.4,,,164.0,,-5.8,80.4,,,-18.0,46.9,,197.0,64.1,,,,,,,,,402.9,,,False,False,,,,,False,False,,,False,,True,False,,,True,False,,False,False,,,,,,,,,False
48163,494,580.0,,,474.0,1008.0,,,,,402.5,288.6,,,360.0,,929.1,546.7,,,287.0,453.3,,487.0,435.0,,,,,,,,,1053.2,86.0,,,-20.0,514.0,,,,,-91.5,-205.4,,,-134.0,,435.1,52.7,,,-207.0,-40.7,,-7.0,-59.0,,,,,,,,,559.2,,,True,False,,,,,False,False,,,False,,False,True,,,False,True,,True,True,,,,,,,,,False
48165,123,324.0,,,276.0,201.0,,,,,223.1,833.5,,,493.0,,105.4,249.7,,,282.0,227.2,,340.0,318.1,,,,,,,,,297.0,201.0,,,153.0,78.0,,,,,100.1,710.5,,,370.0,,-17.6,126.7,,,159.0,104.2,,217.0,195.1,,,,,,,,,174.0,,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,False,True,,,,,,,,,True
48167,8288,4896.0,,,5209.0,6213.0,,,,,3850.1,10781.7,,9854.5,4564.0,,5297.3,4235.9,7036.0,,5265.5,5565.3,,5424.0,3625.8,,,,,3993.5,5104.0,,,5129.5,-3392.0,,,-3079.0,-2075.0,,,,,-4437.9,2493.7,,1566.5,-3724.0,,-2990.7,-4052.1,-1252.0,,-3022.5,-2722.7,,-2864.0,-4662.2,,,,,-4294.5,-3184.0,,,-3158.5,,,True,True,,,,,False,True,,True,False,,True,False,True,,True,True,,True,False,,,,,False,True,,,True
48169,41,20.0,,,25.0,0.0,,,,,52.6,68.5,,,143.0,,21.8,32.1,,,12.0,40.1,,52.0,38.3,,,,,,,,,218.8,-21.0,,,-16.0,-41.0,,,,,11.6,27.5,,,102.0,,-19.2,-8.9,,,-29.0,-0.9,,11.0,-2.7,,,,,,,,,177.8,,,True,False,,,,,True,False,,,False,,True,True,,,False,True,,True,True,,,,,,,,,False
48171,587,732.0,,,427.0,1267.0,,,,,280.0,226.5,,,225.0,,165.8,598.2,,,816.0,454.7,,687.0,304.8,,,,,,,,,808.5,145.0,,,-160.0,680.0,,,,,-307.0,-360.5,,,-362.0,,-421.2,11.2,,,229.0,-132.3,,100.0,-282.2,,,,,,,,,221.5,,,False,False,,,,,False,False,,,False,,False,True,,,False,True,,True,False,,,,,,,,,False
48173,46,48.0,,,16.0,0.0,,,,,26.6,42.2,,,24.0,,4.8,10.3,,,7.0,26.2,,33.0,8.7,,,,,,,,,80.4,2.0,,,-30.0,-46.0,,,,,-19.4,-3.8,,,-22.0,,-41.2,-35.7,,,-39.0,-19.8,,-13.0,-37.3,,,,,,,,,34.4,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,,,,,,,,,False
48175,47,16.0,,,31.0,0.0,,,,,45.2,40.3,,,64.0,,295.4,24.0,,,16.0,17.8,,69.0,61.5,,,,,,,,,452.1,-31.0,,,-16.0,-47.0,,,,,-1.8,-6.7,,,17.0,,248.4,-23.0,,,-31.0,-29.2,,22.0,14.5,,,,,,,,,405.1,,,True,False,,,,,True,True,,,True,,False,True,,,False,True,,True,True,,,,,,,,,False
48177,431,348.0,,,301.0,351.0,,,,,344.9,257.6,,,247.0,,214.9,331.1,,,274.0,292.8,,351.0,390.2,,,,,,,,,891.2,-83.0,,,-130.0,-80.0,,,,,-86.1,-173.4,,,-184.0,,-216.1,-99.9,,,-157.0,-138.2,,-80.0,-40.8,,,,,,,,,460.2,,,False,True,,,,,False,False,,,False,,False,False,,,False,False,,True,True,,,,,,,,,False
48179,140,92.0,,,129.0,73.0,,,,,274.0,176.5,,,785.0,,31.5,218.3,,,42.0,158.2,,262.0,366.9,,,,,,,,,420.3,-48.0,,,-11.0,-67.0,,,,,134.0,36.5,,,645.0,,-108.5,78.3,,,-98.0,18.2,,122.0,226.9,,,,,,,,,280.3,,,True,False,,,,,False,True,,,False,,False,False,,,False,True,,False,False,,,,,,,,,False
48181,2971,2368.0,,,2081.0,2806.0,,,,,1255.7,3302.6,,3882.2,2612.0,,2182.9,2024.0,1679.5,,2179.5,2059.2,,2809.0,1618.0,,,,,2009.6,1070.0,,,3216.8,-603.0,,,-890.0,-165.0,,,,,-1715.3,331.6,,911.2,-359.0,,-788.1,-947.0,-1291.5,,-791.5,-911.8,,-162.0,-1353.0,,,,,-961.4,-1901.0,,,245.8,,,False,True,,,,,False,True,,False,True,,False,False,False,,False,False,,True,False,,,,,False,False,,,True
48183,2169,1480.0,,,1326.0,1228.0,,,,,1401.5,2822.0,,,1775.0,,505.2,1361.4,1192.5,,1148.5,1397.0,,2058.0,1436.7,,,,,1299.5,,,,1542.4,-689.0,,,-843.0,-941.0,,,,,-767.5,653.0,,,-394.0,,-1663.8,-807.6,-976.5,,-1020.5,-772.0,,-111.0,-732.3,,,,,-869.5,,,,-626.6,,,False,False,,,,,False,True,,,True,,False,False,False,,False,False,,True,False,,,,,False,,,,True
48185,250,376.0,,,350.0,227.0,,,,,400.6,480.8,,,375.0,,158.3,318.0,,,330.0,397.5,,520.0,271.8,,,,,,,,,465.2,126.0,,,100.0,-23.0,,,,,150.6,230.8,,,125.0,,-91.7,68.0,,,80.0,147.5,,270.0,21.8,,,,,,,,,215.2,,,True,True,,,,,False,False,,,True,,True,True,,,True,False,,False,True,,,,,,,,,False
48187,2752,2268.0,,,2153.0,2886.0,,,,,1463.4,1683.9,,,1761.0,,1479.9,1937.3,4203.5,,2379.0,2201.2,,2740.0,1953.9,,,,,2826.7,3671.0,,,2385.7,-484.0,,,-599.0,134.0,,,,,-1288.6,-1068.1,,,-991.0,,-1272.1,-814.7,1451.5,,-373.0,-550.8,,-12.0,-798.1,,,,,74.7,919.0,,,-366.3,,,False,True,,,,,False,False,,,False,,False,False,False,,True,False,,True,False,,,,,True,False,,,True
48189,795,708.0,,,719.0,372.0,,,,,820.3,62.9,,,995.0,,323.5,724.7,612.0,,1071.5,562.4,,775.0,998.9,,,,,724.9,,,,706.3,-87.0,,,-76.0,-423.0,,,,,25.3,-732.1,,,200.0,,-471.5,-70.3,-183.0,,276.5,-232.6,,-20.0,203.9,,,,,-70.1,,,,-88.7,,,True,False,,,,,True,False,,,False,,False,True,False,,False,False,,True,False,,,,,True,,,,False
48191,143,28.0,,,30.0,0.0,,,,,44.3,24.8,,,57.0,,5.2,31.8,,,5.0,31.1,,47.0,79.5,,,,,,,,,39.2,-115.0,,,-113.0,-143.0,,,,,-98.7,-118.2,,,-86.0,,-137.8,-111.2,,,-138.0,-111.9,,-96.0,-63.5,,,,,,,,,-103.8,,,True,False,,,,,True,False,,,True,,False,True,,,False,True,,True,True,,,,,,,,,True
48193,144,144.0,,,104.0,69.0,,,,,88.1,134.3,,,153.0,,38.2,94.4,,,88.0,113.7,,141.0,103.7,,,,,,,,,188.2,0.0,,,-40.0,-75.0,,,,,-55.9,-9.7,,,9.0,,-105.8,-49.6,,,-56.0,-30.3,,-3.0,-40.3,,,,,,,,,44.2,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,,,,,,,,,False
48195,150,180.0,,,124.0,0.0,,,,,132.4,106.6,,,114.0,,27.4,99.6,,,119.5,128.9,,150.0,163.2,,,,,,,,,193.5,30.0,,,-26.0,-150.0,,,,,-17.6,-43.4,,,-36.0,,-122.6,-50.4,,,-30.5,-21.1,,0.0,13.2,,,,,,,,,43.5,,,True,False,,,,,True,False,,,False,,False,False,,,False,True,,True,True,,,,,,,,,False
48197,84,244.0,,,94.0,46.0,,,,,68.7,60.1,,,103.0,,30.4,144.2,,,28.0,97.9,,121.0,85.6,,,,,,,,,225.7,160.0,,,10.0,-38.0,,,,,-15.3,-23.9,,,19.0,,-53.6,60.2,,,-56.0,13.9,,37.0,1.6,,,,,,,,,141.7,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,True
48199,1105,988.0,,,1030.0,2164.0,,,,,612.6,1326.9,,,888.0,,1425.8,727.0,1405.0,,632.0,1141.3,,1102.0,757.9,,,,,725.9,,,,5873.5,-117.0,,,-75.0,1059.0,,,,,-492.4,221.9,,,-217.0,,320.8,-378.0,300.0,,-473.0,36.3,,-3.0,-347.1,,,,,-379.1,,,,4768.5,,,True,False,,,,,False,False,,,False,,False,False,False,,False,True,,True,False,,,,,False,,,,False
48201,64336,44632.0,,62038.2,56362.0,42398.0,,,,,58314.6,50767.5,,87061.5,58314.0,,67365.9,48771.1,46993.5,,42462.5,59409.8,,63581.0,61711.9,,,,,27500.3,56200.0,,,38158.1,-19704.0,,-2297.8,-7974.0,-21938.0,,,,,-6021.4,-13568.5,,22725.5,-6022.0,,3029.9,-15564.9,-17342.5,,-21873.5,-4926.2,,-755.0,-2624.1,,,,,-36835.7,-8136.0,,,-26177.9,,True,True,False,,,,,True,True,,False,True,,True,True,True,,False,True,,True,True,,,,,False,True,,,False
48203,1025,756.0,,,824.0,2677.0,,,,,501.2,1178.4,,,988.0,,1002.2,621.7,493.0,,1251.5,833.0,,1088.0,680.9,,,,,680.1,,,,1265.1,-269.0,,,-201.0,1652.0,,,,,-523.8,153.4,,,-37.0,,-22.8,-403.3,-532.0,,226.5,-192.0,,63.0,-344.1,,,,,-344.9,,,,240.1,,,True,False,,,,,False,True,,,True,,True,False,False,,True,True,,True,False,,,,,False,,,,True
48205,37,24.0,,,24.0,15.0,,,,,58.1,72.3,,,159.0,,0.3,41.9,,,27.0,18.6,,62.0,48.0,,,,,,,,,52.3,-13.0,,,-13.0,-22.0,,,,,21.1,35.3,,,122.0,,-36.7,4.9,,,-10.0,-18.4,,25.0,11.0,,,,,,,,,15.3,,,False,False,,,,,False,False,,,False,,False,True,,,True,False,,False,True,,,,,,,,,False
48207,76,236.0,,,121.0,69.0,,,,,64.5,45.6,,,109.0,,185.4,197.7,,,137.0,125.6,,151.0,77.4,,,,,,,,,681.1,160.0,,,45.0,-7.0,,,,,-11.5,-30.4,,,33.0,,109.4,121.7,,,61.0,49.6,,75.0,1.4,,,,,,,,,605.1,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,False
