,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IQVIA_ACOE-STAN,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01111,32,30.0,28.8,,29.0,7.0,,,,,,,34.0,39.3,27.2,,24.0,32.1,11.7,42.0,3.0,,2.7,29.9,,,,,39.6,43.7,-2.0,-3.2,,-3.0,-25.0,,,,,,,2.0,7.3,-4.8,,-8.0,0.1,-20.3,10.0,-29.0,,-29.3,-2.1,,,,,7.6,11.7,False,,False,False,,,,,,,False,False,False,,False,True,False,False,False,,False,False,,,,,False,False
01113,34,38.0,52.3,,38.0,32.0,,,,,,,94.0,62.0,55.5,,19.3,38.3,37.5,91.0,26.0,,14.4,47.1,,,,,68.4,143.6,4.0,18.3,,4.0,-2.0,,,,,,,60.0,28.0,21.5,,-14.7,4.3,3.5,57.0,-8.0,,-19.6,13.1,,,,,34.4,109.6,False,,False,True,,,,,,,False,False,False,,False,False,True,False,False,,False,False,,,,,False,False
01115,81,107.0,106.0,,99.0,133.0,,,,,,,96.0,145.1,112.8,,81.8,104.7,63.3,132.0,,,41.1,98.9,,,,,137.2,218.6,26.0,25.0,,18.0,52.0,,,,,,,15.0,64.1,31.8,,0.8,23.7,-17.7,51.0,,,-39.9,17.9,,,,,56.2,137.6,True,,True,False,,,,,,,True,False,False,,True,True,True,False,,,False,True,,,,,False,False
01117,345,300.0,295.5,,292.0,424.0,,,,,,,223.0,289.4,280.3,,569.4,468.9,168.4,445.0,627.0,,192.9,274.1,524.0,,,,469.2,688.5,-45.0,-49.5,,-53.0,79.0,,,,,,,-122.0,-55.6,-64.7,,224.4,123.9,-176.6,100.0,282.0,,-152.1,-70.9,179.0,,,,124.2,343.5,False,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,False,False,,,,False,False
01119,8,5.0,4.8,,5.0,7.0,,,,,,,25.0,16.2,4.4,,1.6,5.9,0.1,,0.0,,0.8,6.0,,,,,7.6,7.5,-3.0,-3.2,,-3.0,-1.0,,,,,,,17.0,8.2,-3.6,,-6.4,-2.1,-7.9,,-8.0,,-7.2,-2.0,,,,,-0.4,-0.5,False,,False,True,,,,,,,False,False,False,,False,True,False,,False,,False,True,,,,,True,True
01121,52,72.0,74.6,,71.0,54.0,,,,,,,106.0,64.9,164.0,,59.9,74.6,62.3,105.0,343.0,,40.9,71.4,,,,,107.5,255.2,20.0,22.6,,19.0,2.0,,,,,,,54.0,12.9,112.0,,7.9,22.6,10.3,53.0,291.0,,-11.1,19.4,,,,,55.5,203.2,False,,True,True,,,,,,,False,True,False,,True,False,True,False,False,,True,True,,,,,False,False
01123,21,5.0,5.1,,14.0,14.0,,,,,,,65.0,29.0,37.1,,7.4,15.7,8.6,,21.0,,15.3,9.9,,,,,12.3,62.5,-16.0,-15.9,,-7.0,-7.0,,,,,,,44.0,8.0,16.1,,-13.6,-5.3,-12.4,,0.0,,-5.7,-11.1,,,,,-8.7,41.5,True,,True,True,,,,,,,False,True,False,,True,True,True,,True,,True,True,,,,,True,False
01125,202,311.0,307.4,,307.0,317.0,,,,,,,339.0,379.0,217.3,,333.1,306.9,107.9,481.0,234.0,,171.2,284.7,306.0,,,,525.1,975.7,109.0,105.4,,105.0,115.0,,,,,,,137.0,177.0,15.3,,131.1,104.9,-94.1,279.0,32.0,,-30.8,82.7,104.0,,,,323.1,773.7,True,,True,False,,,,,,,False,False,True,,False,True,True,False,True,,True,True,True,,,,False,False
01127,100,102.0,103.3,,87.0,140.0,,,,,,,98.0,126.4,47.4,,54.0,75.9,26.3,143.0,132.0,,9.7,86.6,,,,,158.4,171.2,2.0,3.3,,-13.0,40.0,,,,,,,-2.0,26.4,-52.6,,-46.0,-24.1,-73.7,43.0,32.0,,-90.3,-13.4,,,,,58.4,71.2,False,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,,False,False
01129,10,12.0,16.7,,13.0,11.0,,,,,,,36.0,29.0,23.7,,6.0,14.0,0.0,,8.0,,7.8,12.5,,,,,23.5,31.6,2.0,6.7,,3.0,1.0,,,,,,,26.0,19.0,13.7,,-4.0,4.0,-10.0,,-2.0,,-2.2,2.5,,,,,13.5,21.6,False,,False,True,,,,,,,False,False,False,,False,False,False,,False,,False,False,,,,,False,False
01131,4,10.0,10.6,,10.0,9.0,,,,,,,23.0,16.4,11.4,,2.9,8.4,0.3,,0.0,,12.7,9.9,,,,,19.3,27.0,6.0,6.6,,6.0,5.0,,,,,,,19.0,12.4,7.4,,-1.1,4.4,-3.7,,-4.0,,8.7,5.9,,,,,15.3,23.0,False,,False,True,,,,,,,False,False,False,,True,True,True,,True,,False,True,,,,,False,False
01133,25,40.0,40.3,,35.0,25.0,,,,,,,40.0,43.8,26.7,,27.5,34.9,16.6,56.0,50.0,,17.5,38.0,,,,,48.6,65.4,15.0,15.3,,10.0,0.0,,,,,,,15.0,18.8,1.7,,2.5,9.9,-8.4,31.0,25.0,,-7.5,13.0,,,,,23.6,40.4,False,,True,True,,,,,,,False,False,True,,True,True,True,False,False,,True,True,,,,,False,False
02013,0,0.0,0.1,,0.0,0.0,,,,,,,,0.0,0.7,,,0.0,,0.0,1.0,,0.0,0.0,,,,,1.0,2.7,0.0,0.1,,0.0,0.0,,,,,,,,0.0,0.7,,,0.0,,0.0,1.0,,0.0,0.0,,,,,1.0,2.7,False,,True,True,,,,,,,,False,False,,,True,,True,False,,True,False,,,,,False,False
02016,0,2.0,2.3,,1.0,0.0,,,,,,,,1.0,1.3,,,0.0,,0.0,7.0,,1.1,1.9,,,,,1.1,4.6,2.0,2.3,,1.0,0.0,,,,,,,,1.0,1.3,,,0.0,,0.0,7.0,,1.1,1.9,,,,,1.1,4.6,False,,True,True,,,,,,,,True,True,,,True,,True,False,,True,True,,,,,True,False
02020,282,298.0,272.9,,253.0,357.0,,,,,,,,252.6,510.7,,218.3,220.9,197.8,300.0,501.0,,252.2,280.9,233.0,,,,336.1,531.6,16.0,-9.1,,-29.0,75.0,,,,,,,,-29.4,228.7,,-63.7,-61.1,-84.2,18.0,219.0,,-29.8,-1.1,-49.0,,,,54.1,249.6,True,,False,False,,,,,,,,False,False,,False,False,False,False,False,,False,True,False,,,,False,False
02050,2,19.0,18.8,,7.0,0.0,,,,,,,,38.9,7.3,,3.7,6.8,,,12.0,,3.4,16.8,,,,,11.5,17.1,17.0,16.8,,5.0,-2.0,,,,,,,,36.9,5.3,,1.7,4.8,,,10.0,,1.4,14.8,,,,,9.5,15.1,True,,True,True,,,,,,,,False,True,,True,True,,,True,,True,True,,,,,True,True
02060,0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,0.1,0.0,,0.0,0.0,,0.2,,,,,,1.2,1.5,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,0.1,0.0,,0.0,0.0,,0.2,,,,,,1.2,1.5,True,,True,True,,,,,,,,False,True,,False,False,,True,True,,False,,,,,,False,False
02068,1,0.0,0.0,,0.0,0.0,,,,,,,,1.2,0.3,,,0.0,,0.0,,,0.0,,,,,,1.0,2.8,-1.0,-1.0,,-1.0,-1.0,,,,,,,,0.2,-0.7,,,-1.0,,-1.0,,,-1.0,,,,,,0.0,1.8,False,,False,False,,,,,,,,True,True,,,True,,False,,,False,,,,,,True,False
02070,0,0.0,0.0,,0.0,0.0,,,,,,,,0.3,3.1,,0.0,0.0,,0.0,1.0,,0.1,0.0,,,,,1.1,3.1,0.0,0.0,,0.0,0.0,,,,,,,,0.3,3.1,,0.0,0.0,,0.0,1.0,,0.1,0.0,,,,,1.1,3.1,False,,True,True,,,,,,,,False,False,,False,False,,True,False,,False,False,,,,,False,False
02090,110,71.0,69.5,,68.0,0.0,,,,,,,,66.3,100.6,,78.9,78.3,43.7,76.0,95.0,,86.0,63.4,,,,,75.4,88.6,-39.0,-40.5,,-42.0,-110.0,,,,,,,,-43.7,-9.4,,-31.1,-31.7,-66.3,-34.0,-15.0,,-24.0,-46.6,,,,,-34.6,-21.4,False,,False,False,,,,,,,,False,True,,True,True,False,True,True,,True,False,,,,,True,True
02100,0,0.0,0.0,,0.0,0.0,,,,,,,,0.1,0.3,,,0.0,,0.0,0.0,,0.0,0.1,,,,,1.0,3.4,0.0,0.0,,0.0,0.0,,,,,,,,0.1,0.3,,,0.0,,0.0,0.0,,0.0,0.1,,,,,1.0,3.4,True,,True,True,,,,,,,,False,False,,,True,,True,True,,True,False,,,,,False,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,,,0.3,2.0,,,0.0,,0.0,,,0.0,,,,,,,17.9,0.0,0.0,,0.0,0.0,,,,,,,,0.3,2.0,,,0.0,,0.0,,,0.0,,,,,,,17.9,True,,True,True,,,,,,,,False,False,,,True,,True,,,True,,,,,,,False
02110,15,14.0,12.0,,12.0,15.0,,,,,,,,16.7,23.0,,6.0,12.4,8.5,14.0,19.0,,11.5,11.7,,,,,15.5,20.4,-1.0,-3.0,,-3.0,0.0,,,,,,,,1.7,8.0,,-9.0,-2.6,-6.5,-1.0,4.0,,-3.5,-3.3,,,,,0.5,5.4,False,,False,True,,,,,,,,False,False,,False,False,False,False,False,,False,False,,,,,True,False
02122,12,11.0,9.5,,11.0,21.0,,,,,,,,20.8,37.1,,4.7,14.0,33.3,16.0,0.0,,4.6,11.3,,,,,18.7,28.4,-1.0,-2.5,,-1.0,9.0,,,,,,,,8.8,25.1,,-7.3,2.0,21.3,4.0,-12.0,,-7.4,-0.7,,,,,6.7,16.4,False,,False,False,,,,,,,,False,False,,False,False,False,False,False,,False,True,,,,,False,False
02130,3,2.0,1.8,,2.0,0.0,,,,,,,,2.7,1.9,,3.1,2.7,,0.0,,,1.8,2.3,,,,,1.2,6.2,-1.0,-1.2,,-1.0,-3.0,,,,,,,,-0.3,-1.1,,0.1,-0.3,,-3.0,,,-1.2,-0.7,,,,,-1.8,3.2,False,,False,False,,,,,,,,True,False,,True,True,,False,,,False,True,,,,,False,False
02150,3,0.0,0.6,,0.0,0.0,,,,,,,,0.3,1.2,,0.2,0.0,,0.0,2.0,,1.3,,,,,,1.2,4.3,-3.0,-2.4,,-3.0,-3.0,,,,,,,,-2.7,-1.8,,-2.8,-3.0,,-3.0,-1.0,,-1.7,,,,,,-1.8,1.3,True,,False,False,,,,,,,,True,True,,True,True,,False,True,,True,,,,,,True,True
02158,0,0.0,0.0,,0.0,0.0,,,,,,,,0.4,,,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0.4,,,,0.0,,0.0,,,0.0,0.0,,,,,,,False,,True,True,,,,,,,,False,,,,False,,True,,,False,False,,,,,,
02164,0,0.0,0.0,,0.0,0.0,,,,,,,,0.4,0.3,,,0.0,,0.0,0.0,,0.0,,,,,,1.0,3.9,0.0,0.0,,0.0,0.0,,,,,,,,0.4,0.3,,,0.0,,0.0,0.0,,0.0,,,,,,1.0,3.9,True,,True,True,,,,,,,,False,False,,,True,,True,True,,True,,,,,,False,False
02170,34,46.0,44.2,,45.0,56.0,,,,,,,,58.1,118.4,,17.2,30.8,52.2,40.0,25.0,,27.1,41.6,,,,,52.4,65.0,12.0,10.2,,11.0,22.0,,,,,,,,24.1,84.4,,-16.8,-3.2,18.2,6.0,-9.0,,-6.9,7.6,,,,,18.4,31.0,True,,True,False,,,,,,,,False,False,,False,True,False,True,True,,True,True,,,,,False,False
02180,8,6.0,6.1,,6.0,0.0,,,,,,,,7.7,3.2,,3.8,6.7,,7.0,11.0,,4.4,5.7,,,,,4.4,12.6,-2.0,-1.9,,-2.0,-8.0,,,,,,,,-0.3,-4.8,,-4.2,-1.3,,-1.0,3.0,,-3.6,-2.3,,,,,-3.6,4.6,True,,False,False,,,,,,,,True,False,,False,True,,True,False,,False,False,,,,,False,False
02185,12,6.0,6.1,,6.0,,,,,,,,,11.0,7.7,,3.8,8.3,,,0.0,,2.2,,,,,,6.6,9.4,-6.0,-5.9,,-6.0,,,,,,,,,-1.0,-4.3,,-8.2,-3.7,,,-12.0,,-9.8,,,,,,-5.4,-2.6,True,,False,,,,,,,,,True,True,,False,True,,,False,,False,,,,,,True,True
02188,5,3.0,1.7,,3.0,0.0,,,,,,,,5.5,5.6,,2.8,3.0,,7.0,0.0,,0.4,,,,,,3.1,6.5,-2.0,-3.3,,-2.0,-5.0,,,,,,,,0.5,0.6,,-2.2,-2.0,,2.0,-5.0,,-4.6,,,,,,-1.9,1.5,False,,False,False,,,,,,,,True,True,,False,False,,False,False,,False,,,,,,True,True
02195,0,0.0,0.0,,0.0,0.0,,,,,,,,0.2,0.0,,0.1,0.0,,0.0,,,0.0,0.0,,,,,,3.2,0.0,0.0,,0.0,0.0,,,,,,,,0.2,0.0,,0.1,0.0,,0.0,,,0.0,0.0,,,,,,3.2,False,,True,True,,,,,,,,False,False,,False,True,,True,,,True,False,,,,,,False
02198,4,3.0,3.4,,3.0,0.0,,,,,,,,12.0,2.7,,2.5,2.8,,5.0,,,3.2,,,,,,,9.2,-1.0,-0.6,,-1.0,-4.0,,,,,,,,8.0,-1.3,,-1.5,-1.2,,1.0,,,-0.8,,,,,,,5.2,True,,False,False,,,,,,,,False,False,,False,False,,False,,,True,,,,,,,False
02220,0,4.0,4.1,,2.0,0.0,,,,,,,,2.5,4.5,,0.8,0.9,,,20.0,,2.1,3.5,,,,,3.2,8.4,4.0,4.1,,2.0,0.0,,,,,,,,2.5,4.5,,0.8,0.9,,,20.0,,2.1,3.5,,,,,3.2,8.4,False,,True,True,,,,,,,,True,False,,True,True,,,False,,True,True,,,,,True,False
02230,0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,,,,,1.5,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,,,,,1.5,True,,True,True,,,,,,,,True,True,,,True,,True,,,True,,,,,,,False
02240,1,0.0,0.1,,0.0,0.0,,,,,,,,1.2,0.2,,0.3,0.0,,0.0,2.0,,0.1,0.3,,,,,1.0,4.4,-1.0,-0.9,,-1.0,-1.0,,,,,,,,0.2,-0.8,,-0.7,-1.0,,-1.0,1.0,,-0.8,-0.7,,,,,0.0,3.4,True,,False,False,,,,,,,,True,True,,True,True,,False,False,,True,True,,,,,True,False
02261,2,4.0,3.8,,4.0,0.0,,,,,,,,7.6,3.2,,2.1,1.3,,7.0,,,4.2,3.9,,,,,4.2,13.1,2.0,1.8,,2.0,-2.0,,,,,,,,5.6,1.2,,0.1,-0.7,,5.0,,,2.2,1.9,,,,,2.2,11.1,True,,False,False,,,,,,,,False,True,,True,True,,False,,,False,True,,,,,False,False
02275,1,2.0,1.8,,1.0,0.0,,,,,,,,1.7,0.6,,,0.0,,0.0,,,0.2,2.0,,,,,,7.1,1.0,0.8,,0.0,-1.0,,,,,,,,0.7,-0.4,,,-1.0,,-1.0,,,-0.8,1.0,,,,,,6.1,True,,True,False,,,,,,,,True,True,,,True,,False,,,True,False,,,,,,False
02282,2,9.0,8.5,,5.0,0.0,,,,,,,,2.8,0.0,,,0.5,,,,,12.4,7.8,,,,,6.5,1.7,7.0,6.5,,3.0,-2.0,,,,,,,,0.8,-2.0,,,-1.5,,,,,10.4,5.8,,,,,4.5,-0.3,True,,True,True,,,,,,,,True,True,,,True,,,,,False,True,,,,,True,True
02290,1,5.0,4.7,,3.0,0.0,,,,,,,,6.8,1.9,,2.2,2.6,,7.0,,,1.6,6.1,,,,,5.7,16.4,4.0,3.7,,2.0,-1.0,,,,,,,,5.8,0.9,,1.2,1.6,,6.0,,,0.6,5.1,,,,,4.7,15.4,True,,True,True,,,,,,,,False,True,,True,True,,False,,,True,False,,,,,False,False
04001,22,39.0,40.0,,29.0,80.0,,,,,,,61.0,11.1,44.7,,17.5,28.8,2.8,38.0,45.0,,15.9,46.1,,,,,63.4,55.6,17.0,18.0,,7.0,58.0,,,,,,,39.0,-10.9,22.7,,-4.5,6.8,-19.2,16.0,23.0,,-6.1,24.1,,,,,41.4,33.6,False,,True,False,,,,,,,False,True,False,,True,True,False,True,False,,True,False,,,,,False,False
04003,27,24.0,18.5,,19.0,14.0,,,,,,,94.0,31.4,40.4,,7.7,18.7,46.2,21.0,30.0,,10.0,25.5,,,,,56.7,68.0,-3.0,-8.5,,-8.0,-13.0,,,,,,,67.0,4.4,13.4,,-19.3,-8.3,19.2,-6.0,3.0,,-17.0,-1.5,,,,,29.7,41.0,False,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,True,,,,,False,False
04005,81,75.0,75.6,,59.0,54.0,,,,,,,82.0,36.3,46.4,,44.6,64.4,30.3,54.0,123.0,,4.9,76.4,67.0,,,,123.0,91.7,-6.0,-5.4,,-22.0,-27.0,,,,,,,1.0,-44.7,-34.6,,-36.4,-16.6,-50.7,-27.0,42.0,,-76.1,-4.6,-14.0,,,,42.0,10.7,True,,False,False,,,,,,,True,False,False,,False,False,False,False,False,,False,True,False,,,,False,False
04007,24,30.0,32.7,,30.0,30.0,,,,,,,30.0,51.7,47.4,,14.1,29.1,10.8,23.0,0.0,,30.3,26.4,,,,,74.0,105.2,6.0,8.7,,6.0,6.0,,,,,,,6.0,27.7,23.4,,-9.9,5.1,-13.2,-1.0,-24.0,,6.3,2.4,,,,,50.0,81.2,False,,False,False,,,,,,,False,False,False,,False,True,False,True,False,,False,True,,,,,False,False
04009,42,50.0,43.8,,44.0,45.0,,,,,,,30.0,62.0,42.2,,12.2,27.9,0.0,,18.0,,46.9,44.9,,,,,67.1,60.0,8.0,1.8,,2.0,3.0,,,,,,,-12.0,20.0,0.2,,-29.8,-14.1,-42.0,,-24.0,,4.9,2.9,,,,,25.1,18.0,True,,True,True,,,,,,,False,False,True,,False,False,False,,False,,True,True,,,,,False,False
04011,0,1.0,1.7,,1.0,0.0,,,,,,,4.0,2.1,2.4,,2.4,0.0,,0.0,4.0,,2.3,0.9,,,,,2.6,4.4,1.0,1.7,,1.0,0.0,,,,,,,4.0,2.1,2.4,,2.4,0.0,,0.0,4.0,,2.3,0.9,,,,,2.6,4.4,False,,False,True,,,,,,,False,False,False,,False,True,,True,False,,False,True,,,,,False,False
04012,19,3.0,2.0,,2.0,0.0,,,,,,,16.0,49.2,6.1,,0.4,1.9,0.0,,4.0,,2.0,3.6,,,,,4.3,36.7,-16.0,-17.0,,-17.0,-19.0,,,,,,,-3.0,30.2,-12.9,,-18.6,-17.1,-19.0,,-15.0,,-17.0,-15.4,,,,,-14.7,17.7,False,,False,False,,,,,,,True,False,True,,False,False,False,,True,,False,True,,,,,True,False
04013,2467,1704.0,1869.0,1648.6,1557.0,1557.0,,,,,,,2029.0,1275.3,2032.2,,1638.6,1519.7,856.6,1439.0,3227.0,,368.3,1693.7,1255.0,,,,4668.7,2166.5,-763.0,-598.0,-818.4,-910.0,-910.0,,,,,,,-438.0,-1191.7,-434.8,,-828.4,-947.3,-1610.4,-1028.0,760.0,,-2098.7,-773.3,-1212.0,,,,2201.7,-300.5,True,False,False,False,,,,,,,True,False,True,,False,False,False,False,True,,False,False,False,,,,False,True
04015,150,113.0,118.4,,96.0,102.0,,,,,,,185.0,109.2,104.0,,59.7,90.4,60.8,79.0,164.0,,72.8,114.8,83.0,,,,218.6,245.7,-37.0,-31.6,,-54.0,-48.0,,,,,,,35.0,-40.8,-46.0,,-90.3,-59.6,-89.2,-71.0,14.0,,-77.2,-35.2,-67.0,,,,68.6,95.7,True,,False,False,,,,,,,True,False,False,,False,False,False,False,True,,False,True,False,,,,False,False
04017,58,92.0,108.1,,54.0,38.0,,,,,,,74.0,29.4,40.3,,53.9,73.6,8.4,86.0,48.0,,5.5,95.4,,,,,124.5,138.8,34.0,50.1,,-4.0,-20.0,,,,,,,16.0,-28.6,-17.7,,-4.1,15.6,-49.6,28.0,-10.0,,-52.5,37.4,,,,,66.5,80.8,False,,True,True,,,,,,,True,True,True,,True,True,False,True,True,,False,False,,,,,False,False
04019,701,687.0,704.0,726.6,580.0,501.0,,,,,,,769.0,585.8,550.9,,293.3,454.1,495.4,483.0,433.0,,580.2,615.1,452.0,,,,1704.8,779.5,-14.0,3.0,25.6,-121.0,-200.0,,,,,,,68.0,-115.2,-150.1,,-407.7,-246.9,-205.6,-218.0,-268.0,,-120.8,-85.9,-249.0,,,,1003.8,78.5,True,False,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,False,False,,,,False,False
04021,425,365.0,331.0,344.5,331.0,475.0,,,,,,,345.0,338.5,128.6,,270.8,221.9,124.5,242.0,698.0,,145.1,372.8,279.0,,,,535.2,952.8,-60.0,-94.0,-80.5,-94.0,50.0,,,,,,,-80.0,-86.5,-296.4,,-154.2,-203.1,-300.5,-183.0,273.0,,-279.9,-52.2,-146.0,,,,110.2,527.8,False,False,False,True,,,,,,,False,False,False,,False,False,False,False,False,,False,True,False,,,,False,False
04023,51,0.0,0.0,,4.0,14.0,,,,,,,113.0,4.3,11.9,,1.4,12.1,1.3,,16.0,,7.4,0.4,,,,,26.8,57.5,-51.0,-51.0,,-47.0,-37.0,,,,,,,62.0,-46.7,-39.1,,-49.6,-38.9,-49.7,,-35.0,,-43.6,-50.6,,,,,-24.2,6.5,False,,True,True,,,,,,,False,True,True,,True,True,True,,True,,True,True,,,,,True,True
04025,67,52.0,51.7,,54.0,38.0,,,,,,,136.0,78.5,102.4,,45.6,70.2,83.3,34.0,62.0,,60.7,55.2,36.0,,,,135.1,145.3,-15.0,-15.3,,-13.0,-29.0,,,,,,,69.0,11.5,35.4,,-21.4,3.2,16.3,-33.0,-5.0,,-6.3,-11.8,-31.0,,,,68.1,78.3,False,,True,False,,,,,,,False,True,False,,False,True,False,False,True,,True,True,False,,,,False,False
04027,98,170.0,142.5,140.5,140.0,132.0,,,,,,,260.0,82.0,138.0,,112.4,148.3,10.0,139.0,315.0,,94.2,235.2,140.0,,,,442.8,402.5,72.0,44.5,42.5,42.0,34.0,,,,,,,162.0,-16.0,40.0,,14.4,50.3,-88.0,41.0,217.0,,-3.8,137.2,42.0,,,,344.8,304.5,True,True,True,True,,,,,,,False,True,True,,True,True,False,True,False,,True,False,True,,,,False,False
05001,17,14.0,13.2,,14.0,14.0,,,,,,,30.0,20.1,28.0,,12.8,17.8,10.5,18.0,0.0,,10.7,12.8,,,,,18.4,27.8,-3.0,-3.8,,-3.0,-3.0,,,,,,,13.0,3.1,11.0,,-4.2,0.8,-6.5,1.0,-17.0,,-6.3,-4.2,,,,,1.4,10.8,False,,False,False,,,,,,,False,False,False,,False,True,False,True,False,,False,False,,,,,True,False
05003,1,12.0,6.7,,8.0,4.0,,,,,,,28.0,17.0,21.3,,2.3,7.7,0.1,,0.0,,8.0,17.5,,,,,25.3,18.2,11.0,5.7,,7.0,3.0,,,,,,,27.0,16.0,20.3,,1.3,6.7,-0.9,,-1.0,,7.0,16.5,,,,,24.3,17.2,True,,True,True,,,,,,,False,False,False,,True,True,True,,True,,True,False,,,,,False,False
05005,15,25.0,25.2,,23.0,41.0,,,,,,,30.0,45.4,40.0,,14.2,21.1,17.9,20.0,0.0,,9.8,19.3,,,,,21.7,37.4,10.0,10.2,,8.0,26.0,,,,,,,15.0,30.4,25.0,,-0.8,6.1,2.9,5.0,-15.0,,-5.2,4.3,,,,,6.7,22.4,False,,True,False,,,,,,,False,False,False,,True,True,True,True,False,,True,True,,,,,True,False
05007,286,247.0,234.1,,225.0,339.0,,,,,,,285.0,183.6,100.3,,207.0,219.0,63.1,334.0,260.0,,72.0,230.1,334.0,,,,304.7,504.1,-39.0,-51.9,,-61.0,53.0,,,,,,,-1.0,-102.4,-185.7,,-79.0,-67.0,-222.9,48.0,-26.0,,-213.9,-55.9,48.0,,,,18.7,218.1,False,,False,False,,,,,,,True,False,False,,False,False,False,False,True,,False,False,False,,,,True,False
05009,77,59.0,57.9,,58.0,55.0,,,,,,,45.0,62.3,51.3,,129.1,98.5,33.2,57.0,3.0,,0.0,58.1,,,,,60.9,58.7,-18.0,-19.1,,-19.0,-22.0,,,,,,,-32.0,-14.7,-25.7,,52.1,21.5,-43.8,-20.0,-74.0,,-77.0,-18.9,,,,,-16.1,-18.3,False,,False,False,,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,,True,False
05011,14,38.0,36.9,,24.0,35.0,,,,,,,20.0,36.8,21.8,,11.7,19.7,19.2,28.0,0.0,,23.0,34.4,,,,,44.6,39.2,24.0,22.9,,10.0,21.0,,,,,,,6.0,22.8,7.8,,-2.3,5.7,5.2,14.0,-14.0,,9.0,20.4,,,,,30.6,25.2,True,,True,True,,,,,,,True,True,True,,True,True,True,True,True,,True,True,,,,,False,False
05013,1,0.0,0.8,,1.0,0.0,,,,,,,3.0,2.3,1.7,,,0.0,,0.0,0.0,,0.9,,,,,,1.6,3.9,-1.0,-0.2,,0.0,-1.0,,,,,,,2.0,1.3,0.7,,,-1.0,,-1.0,-1.0,,-0.1,,,,,,0.6,2.9,True,,True,False,,,,,,,False,False,True,,,True,,False,False,,True,,,,,,True,False
05015,27,30.0,32.2,,27.0,37.0,,,,,,,27.0,38.7,24.4,,22.4,32.0,8.5,33.0,0.0,,17.9,24.4,,,,,37.8,62.4,3.0,5.2,,0.0,10.0,,,,,,,0.0,11.7,-2.6,,-4.6,5.0,-18.5,6.0,-27.0,,-9.1,-2.6,,,,,10.8,35.4,False,,True,False,,,,,,,True,False,True,,False,False,False,False,False,,False,True,,,,,False,False
