,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48211,22,4.0,,4.4,,4.0,0.0,,,,,13.7,,3.9,1.4,,4.4,67.3,,,,12.0,,-18.0,,-17.6,,-18.0,-22.0,,,,,-8.3,,-18.1,-20.6,,-17.6,45.3,,,,-10.0,,,True,,False,False,,,,,True,,False,False,,True,False,,,,True,
48213,209,256.0,923.1,241.5,,210.0,177.0,,,,,712.2,,85.5,179.8,,201.0,208.3,,,,280.0,,47.0,714.1,32.5,,1.0,-32.0,,,,,503.2,,-123.5,-29.2,,-8.0,-0.7,,,,71.0,,False,True,,True,True,,,,,False,,False,True,,True,True,,,,False,
48215,8835,10112.0,23476.1,10812.0,8300.3,7715.0,9548.0,,,,,9304.0,,5456.3,5250.5,,7994.5,7630.2,3256.0,,,4964.0,,1277.0,14641.1,1977.0,-534.7,-1120.0,713.0,,,,,469.0,,-3378.7,-3584.5,,-840.5,-1204.8,-5579.0,,,-3871.0,,False,False,True,True,True,,,,,True,,False,False,,True,True,False,,,False,
48217,73,44.0,,36.9,,40.0,11.0,,,,,204.9,,15.1,42.3,,32.4,161.8,,,,87.0,,-29.0,,-36.1,,-33.0,-62.0,,,,,131.9,,-57.9,-30.7,,-40.6,88.8,,,,14.0,,,False,,False,False,,,,,False,,False,False,,False,False,,,,True,
48219,80,100.0,,94.7,,88.0,84.0,,,,,113.0,,33.3,90.6,,95.3,86.5,,,,82.0,,20.0,,14.7,,8.0,4.0,,,,,33.0,,-46.7,10.6,,15.3,6.5,,,,2.0,,,True,,True,True,,,,,False,,False,True,,True,True,,,,True,
48221,275,364.0,406.2,404.2,,273.0,376.0,,,,,532.2,,101.2,247.7,,262.5,206.6,,,,457.0,,89.0,131.2,129.2,,-2.0,101.0,,,,,257.2,,-173.8,-27.3,,-12.5,-68.4,,,,182.0,,False,False,,True,False,,,,,False,,False,True,,True,True,,,,False,
48223,59,116.0,,124.0,,112.0,121.0,,,,,262.6,,46.9,76.3,,112.6,203.8,,,,113.0,,57.0,,65.0,,53.0,62.0,,,,,203.6,,-12.1,17.3,,53.6,144.8,,,,54.0,,,False,,True,False,,,,,False,,True,True,,True,False,,,,True,
48225,229,264.0,,256.8,,137.0,402.0,,,,,208.1,,5.6,82.8,,55.2,192.9,,,,125.0,,35.0,,27.8,,-92.0,173.0,,,,,-20.9,,-223.4,-146.2,,-173.8,-36.1,,,,-104.0,,,True,,False,False,,,,,True,,False,False,,False,False,,,,False,
48227,194,56.0,,49.5,,49.0,38.0,,,,,254.3,,22.2,44.9,,36.0,52.3,,,,107.0,,-138.0,,-144.5,,-145.0,-156.0,,,,,60.3,,-171.8,-149.1,,-158.0,-141.7,,,,-87.0,,,False,,False,False,,,,,True,,False,False,,False,False,,,,True,
48229,18,4.0,,3.2,,2.0,0.0,,,,,7.6,,1.4,0.9,,2.4,5.4,,,,7.0,,-14.0,,-14.8,,-16.0,-18.0,,,,,-10.4,,-16.6,-17.1,,-15.6,-12.6,,,,-11.0,,,False,,False,False,,,,,True,,False,False,,False,True,,,,True,
48231,278,532.0,1526.7,525.7,,420.0,717.0,,,,,652.7,,144.9,355.0,,254.6,399.8,,,,389.0,,254.0,1248.7,247.7,,142.0,439.0,,,,,374.7,,-133.1,77.0,,-23.4,121.8,,,,111.0,,False,True,,True,False,,,,,False,,True,True,,True,True,,,,True,
48233,27,48.0,,48.7,,37.0,48.0,,,,,98.9,,8.8,33.4,,38.4,33.7,,,,45.0,,21.0,,21.7,,10.0,21.0,,,,,71.9,,-18.2,6.4,,11.4,6.7,,,,18.0,,,False,,True,False,,,,,False,,True,True,,True,True,,,,True,
48235,1,0.0,,0.1,,0.0,0.0,,,,,5.8,,0.2,0.1,,1.7,5.5,,,,6.0,,-1.0,,-0.9,,-1.0,-1.0,,,,,4.8,,-0.8,-0.9,,0.7,4.5,,,,5.0,,,True,,False,False,,,,,False,,True,True,,True,False,,,,False,
48237,75,76.0,,71.9,,58.0,60.0,,,,,54.7,,3.7,51.3,,964.0,40.2,,,,144.0,,1.0,,-3.1,,-17.0,-15.0,,,,,-20.3,,-71.3,-23.7,,889.0,-34.8,,,,69.0,,,False,,False,False,,,,,False,,False,False,,False,False,,,,False,
48239,99,344.0,,323.7,,330.0,368.0,,,,,175.3,,202.5,198.5,,434.7,482.9,,,,161.0,,245.0,,224.7,,231.0,269.0,,,,,76.3,,103.5,99.5,,335.7,383.9,,,,62.0,,,True,,True,False,,,,,True,,True,True,,False,False,,,,True,
48241,107,52.0,,0.6,,35.0,31.0,,,,,170.6,,1.4,49.7,,14.5,150.7,,,,118.0,,-55.0,,-106.4,,-72.0,-76.0,,,,,63.6,,-105.6,-57.3,,-92.5,43.7,,,,11.0,,,False,,False,False,,,,,False,,False,False,,False,True,,,,True,
48243,6,0.0,,0.6,,0.0,0.0,,,,,1.8,,,0.0,,5.6,0.8,,,,0.0,,-6.0,,-5.4,,-6.0,-6.0,,,,,-4.2,,,-6.0,,-0.4,-5.2,,,,-6.0,,,True,,False,False,,,,,True,,,True,,True,True,,,,False,
48245,902,1516.0,6854.6,1518.6,1595.6,1505.0,1009.0,,,,,2033.7,,1067.7,938.4,,1795.9,1767.9,1477.0,,,905.0,,614.0,5952.6,616.6,693.6,603.0,107.0,,,,,1131.7,,165.7,36.4,,893.9,865.9,575.0,,,3.0,,False,False,False,True,True,,,,,False,,True,True,,False,False,True,,,True,
48247,17,36.0,,33.3,,16.0,0.0,,,,,29.5,,6.5,17.9,,2.7,29.9,,,,23.0,,19.0,,16.3,,-1.0,-17.0,,,,,12.5,,-10.5,0.9,,-14.3,12.9,,,,6.0,,,True,,True,True,,,,,True,,True,True,,True,True,,,,True,
48249,595,504.0,,492.6,,445.0,523.0,,,,,588.3,,411.1,303.4,,258.3,502.1,,,,276.0,,-91.0,,-102.4,,-150.0,-72.0,,,,,-6.7,,-183.9,-291.6,,-336.7,-92.9,,,,-319.0,,,False,,False,True,,,,,True,,False,False,,False,False,,,,False,
48251,726,1280.0,1992.9,1282.2,,1175.0,1169.0,,,,,1712.5,,651.5,828.1,,2160.2,1162.0,643.0,,,1277.0,,554.0,1266.9,556.2,,449.0,443.0,,,,,986.5,,-74.5,102.1,,1434.2,436.0,-83.0,,,551.0,,False,False,,True,True,,,,,False,,True,True,,False,True,True,,,True,
48253,20,0.0,,0.0,,10.0,28.0,,,,,9.8,,0.3,35.7,,43.6,29.5,,,,0.0,,-20.0,,-20.0,,-10.0,8.0,,,,,-10.2,,-19.7,15.7,,23.6,9.5,,,,-20.0,,,False,,True,True,,,,,True,,True,True,,False,True,,,,False,
48255,119,1336.0,,1256.4,,1075.0,1520.0,,,,,208.6,,1799.1,586.0,,292.0,907.6,,,,113.0,,1217.0,,1137.4,,956.0,1401.0,,,,,89.6,,1680.1,467.0,,173.0,788.6,,,,-6.0,,,True,,True,False,,,,,True,,False,True,,True,True,,,,True,
48257,687,1368.0,1412.4,1405.6,,1121.0,1321.0,,,,,1205.4,,732.6,859.1,,1231.4,997.9,873.0,,,1159.0,,681.0,725.4,718.6,,434.0,634.0,,,,,518.4,,45.6,172.1,,544.4,310.9,186.0,,,472.0,,False,False,,True,True,,,,,True,,True,True,,True,True,True,,,True,
48259,47,52.0,,46.5,,30.0,42.0,,,,,121.9,,12.1,30.0,,18.7,33.7,,,,45.0,,5.0,,-0.5,,-17.0,-5.0,,,,,74.9,,-34.9,-17.0,,-28.3,-13.3,,,,-2.0,,,True,,False,False,,,,,False,,False,False,,False,False,,,,True,
48261,2,0.0,,0.0,,0.0,0.0,,,,,2.6,,,0.1,,1.3,0.7,,,,3.0,,-2.0,,-2.0,,-2.0,-2.0,,,,,0.6,,,-1.9,,-0.7,-1.3,,,,1.0,,,False,,False,False,,,,,True,,,True,,True,True,,,,True,
48263,4,4.0,,4.1,,4.0,0.0,,,,,9.1,,,0.0,,1.3,,,,,2.0,,0.0,,0.1,,0.0,-4.0,,,,,5.1,,,-4.0,,-2.7,,,,,-2.0,,,False,,True,False,,,,,False,,,False,,False,,,,,False,
48265,41,200.0,301.2,270.1,,146.0,84.0,,,,,377.5,,39.5,77.0,,46.5,219.5,,,,147.0,,159.0,260.2,229.1,,105.0,43.0,,,,,336.5,,-1.5,36.0,,5.5,178.5,,,,106.0,,False,False,,True,True,,,,,False,,True,True,,True,False,,,,True,
48267,3,0.0,,0.7,,0.0,0.0,,,,,2.6,,0.5,0.3,,2.7,,,,,0.0,,-3.0,,-2.3,,-3.0,-3.0,,,,,-0.4,,-2.5,-2.7,,-0.3,,,,,-3.0,,,True,,False,False,,,,,True,,True,True,,True,,,,,False,
48269,0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,0.0,,,,,,,,True,,True,True,,,,,True,,,False,,True,,,,,,
48271,4,8.0,,3.3,,0.0,0.0,,,,,14.9,,0.7,1.4,,0.8,,,,,9.0,,4.0,,-0.7,,-4.0,-4.0,,,,,10.9,,-3.3,-2.6,,-3.2,,,,,5.0,,,True,,False,False,,,,,False,,True,True,,True,,,,,False,
48273,480,340.0,,325.0,,255.0,194.0,,,,,376.2,,271.0,218.6,,240.5,385.2,,,,206.0,,-140.0,,-155.0,,-225.0,-286.0,,,,,-103.8,,-209.0,-261.4,,-239.5,-94.8,,,,-274.0,,,False,,False,False,,,,,True,,False,False,,False,True,,,,False,
48275,7,56.0,,55.1,,23.0,7.0,,,,,22.4,,3.4,22.5,,28.5,,,,,31.0,,49.0,,48.1,,16.0,0.0,,,,,15.4,,-3.6,15.5,,21.5,,,,,24.0,,,True,,True,True,,,,,True,,True,True,,True,,,,,True,
48277,285,36.0,,64.8,,59.0,95.0,,,,,147.2,,45.6,180.5,,47.8,69.0,,,,134.0,,-249.0,,-220.2,,-226.0,-190.0,,,,,-137.8,,-239.4,-104.5,,-237.2,-216.0,,,,-151.0,,,True,,True,True,,,,,True,,True,True,,True,True,,,,True,
48279,73,92.0,,114.7,,77.0,50.0,,,,,145.0,,52.7,58.5,,27.8,120.6,,,,71.0,,19.0,,41.7,,4.0,-23.0,,,,,72.0,,-20.3,-14.5,,-45.2,47.6,,,,-2.0,,,False,,True,False,,,,,False,,False,True,,False,False,,,,True,
48281,57,72.0,,76.6,,61.0,56.0,,,,,133.0,,49.0,64.3,,8.9,201.3,,,,66.0,,15.0,,19.6,,4.0,-1.0,,,,,76.0,,-8.0,7.3,,-48.1,144.3,,,,9.0,,,False,,True,True,,,,,False,,True,True,,False,False,,,,True,
48283,10,20.0,,16.6,,14.0,7.0,,,,,43.1,,2.6,15.2,,11.0,110.1,,,,1.0,,10.0,,6.6,,4.0,-3.0,,,,,33.1,,-7.4,5.2,,1.0,100.1,,,,-9.0,,,True,,True,True,,,,,False,,True,True,,True,False,,,,True,
48285,63,136.0,,159.8,,118.0,120.0,,,,,166.5,,18.3,46.9,,143.2,166.6,,,,56.0,,73.0,,96.8,,55.0,57.0,,,,,103.5,,-44.7,-16.1,,80.2,103.6,,,,-7.0,,,False,,True,True,,,,,False,,True,True,,False,False,,,,True,
48287,31,80.0,,65.8,,60.0,56.0,,,,,112.5,,40.8,40.4,,80.7,120.7,,,,59.0,,49.0,,34.8,,29.0,25.0,,,,,81.5,,9.8,9.4,,49.7,89.7,,,,28.0,,,True,,True,True,,,,,False,,True,True,,False,False,,,,True,
48289,62,20.0,,11.0,,15.0,0.0,,,,,81.0,,3.7,20.2,,21.6,19.8,,,,19.0,,-42.0,,-51.0,,-47.0,-62.0,,,,,19.0,,-58.3,-41.8,,-40.4,-42.2,,,,-43.0,,,False,,False,False,,,,,True,,False,True,,True,False,,,,False,
48291,923,524.0,775.0,506.7,,499.0,737.0,,,,,729.4,,525.6,345.9,,486.4,283.6,,,,381.0,,-399.0,-148.0,-416.3,,-424.0,-186.0,,,,,-193.6,,-397.4,-577.1,,-436.6,-639.4,,,,-542.0,,True,False,,False,True,,,,,True,,True,False,,False,False,,,,False,
48293,247,136.0,,145.8,,138.0,163.0,,,,,206.8,,84.8,142.3,,117.1,147.9,,,,183.0,,-111.0,,-101.2,,-109.0,-84.0,,,,,-40.2,,-162.2,-104.7,,-129.9,-99.1,,,,-64.0,,,True,,True,True,,,,,True,,False,True,,False,True,,,,True,
48295,8,12.0,,11.1,,4.0,0.0,,,,,5.7,,0.8,1.3,,4943.2,8.2,,,,6.0,,4.0,,3.1,,-4.0,-8.0,,,,,-2.3,,-7.2,-6.7,,4935.2,0.2,,,,-2.0,,,True,,False,False,,,,,True,,False,False,,False,True,,,,True,
48297,123,92.0,,67.9,,61.0,256.0,,,,,101.0,,4.3,56.7,,6.1,89.5,,,,141.0,,-31.0,,-55.1,,-62.0,133.0,,,,,-22.0,,-118.7,-66.3,,-116.9,-33.5,,,,18.0,,,False,,False,False,,,,,True,,False,False,,False,False,,,,True,
48299,15,12.0,,7.1,,6.0,0.0,,,,,41.4,,10.4,3.6,,0.5,29.0,,,,16.0,,-3.0,,-7.9,,-9.0,-15.0,,,,,26.4,,-4.6,-11.4,,-14.5,14.0,,,,1.0,,,False,,False,False,,,,,False,,False,False,,False,False,,,,True,
48301,0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,0.0,,,,,,,,True,,True,True,,,,,True,,,False,,True,,,,,,
48303,2588,2024.0,2415.8,1998.5,1721.6,1986.0,2533.0,,,,,2295.1,,1928.1,1272.1,,2387.0,1493.8,1321.0,,,1249.0,,-564.0,-172.2,-589.5,-866.4,-602.0,-55.0,,,,,-292.9,,-659.9,-1315.9,,-201.0,-1094.2,-1267.0,,,-1339.0,,True,False,False,False,True,,,,,True,,False,False,,True,False,False,,,False,
48305,20,8.0,,14.2,,4.0,0.0,,,,,23.1,,7.0,3.6,,3.0,11.8,,,,11.0,,-12.0,,-5.8,,-16.0,-20.0,,,,,3.1,,-13.0,-16.4,,-17.0,-8.2,,,,-9.0,,,True,,False,False,,,,,True,,False,False,,False,True,,,,True,
48307,73,28.0,,27.2,,17.0,0.0,,,,,45.9,,4.6,18.7,,16.2,35.5,,,,33.0,,-45.0,,-45.8,,-56.0,-73.0,,,,,-27.1,,-68.4,-54.3,,-56.8,-37.5,,,,-40.0,,,False,,False,False,,,,,True,,False,False,,False,True,,,,True,
48309,1779,2252.0,5544.3,2021.9,,1866.0,3380.0,,,,,1808.0,,1851.3,1667.6,,1782.0,1833.5,1604.0,,,1196.0,,473.0,3765.3,242.9,,87.0,1601.0,,,,,29.0,,72.3,-111.4,,3.0,54.5,-175.0,,,-583.0,,False,True,,True,False,,,,,True,,True,True,,True,True,True,,,False,
48311,9,4.0,,3.8,,4.0,0.0,,,,,8.9,,,0.0,,132.7,4.4,,,,4.0,,-5.0,,-5.2,,-5.0,-9.0,,,,,-0.1,,,-9.0,,123.7,-4.6,,,,-5.0,,,False,,False,False,,,,,True,,,False,,False,True,,,,False,
48313,182,84.0,,45.3,,98.0,242.0,,,,,156.9,,12.1,155.1,,41.6,270.4,,,,24.0,,-98.0,,-136.7,,-84.0,60.0,,,,,-25.1,,-169.9,-26.9,,-140.4,88.4,,,,-158.0,,,False,,True,True,,,,,True,,False,True,,False,True,,,,False,
48315,13,40.0,,18.7,,14.0,5.0,,,,,58.7,,7.0,25.2,,10.1,80.8,,,,23.0,,27.0,,5.7,,1.0,-8.0,,,,,45.7,,-6.0,12.2,,-2.9,67.8,,,,10.0,,,True,,True,True,,,,,False,,True,True,,True,False,,,,True,
48317,20,40.0,,34.0,,18.0,2.0,,,,,27.4,,6.2,16.4,,18.7,57.0,,,,26.0,,20.0,,14.0,,-2.0,-18.0,,,,,7.4,,-13.8,-3.6,,-1.3,37.0,,,,6.0,,,True,,True,True,,,,,True,,True,True,,True,False,,,,True,
48319,22,52.0,,54.0,,25.0,17.0,,,,,3.3,,1.9,23.9,,62.4,26.3,,,,17.0,,30.0,,32.0,,3.0,-5.0,,,,,-18.7,,-20.1,1.9,,40.4,4.3,,,,-5.0,,,False,,True,True,,,,,True,,True,True,,False,True,,,,True,
48321,207,264.0,,230.2,,191.0,216.0,,,,,282.8,,147.9,166.2,,255.3,135.3,,,,197.0,,57.0,,23.2,,-16.0,9.0,,,,,75.8,,-59.1,-40.8,,48.3,-71.7,,,,-10.0,,,True,,True,True,,,,,False,,False,True,,True,False,,,,True,
48323,1014,1328.0,1619.1,1472.6,,1328.0,1919.0,,,,,661.0,,200.6,1385.4,,1125.1,503.6,,,,237.0,,314.0,605.1,458.6,,314.0,905.0,,,,,-353.0,,-813.4,371.4,,111.1,-510.4,,,,-777.0,,False,False,,False,False,,,,,False,,False,False,,True,False,,,,False,
48325,323,868.0,650.8,879.0,,589.0,535.0,,,,,452.5,,641.9,342.7,,153.7,813.1,,,,386.0,,545.0,327.8,556.0,,266.0,212.0,,,,,129.5,,318.9,19.7,,-169.3,490.1,,,,63.0,,True,False,,True,True,,,,,True,,True,True,,True,True,,,,True,
48327,5,4.0,,6.5,,2.0,0.0,,,,,1.8,,,0.0,,4.1,,,,,2.0,,-1.0,,1.5,,-3.0,-5.0,,,,,-3.2,,,-5.0,,-0.9,,,,,-3.0,,,False,,False,False,,,,,False,,,False,,True,,,,,False,
48329,770,1652.0,3527.7,1575.9,,1438.0,1762.0,,,,,1465.5,,961.4,842.8,,1601.9,1308.8,563.0,,,1196.0,,882.0,2757.7,805.9,,668.0,992.0,,,,,695.5,,191.4,72.8,,831.9,538.8,-207.0,,,426.0,,False,True,,True,False,,,,,True,,True,True,,True,True,True,,,True,
48331,114,108.0,,112.4,,80.0,51.0,,,,,196.4,,6.3,58.8,,31.3,120.1,,,,95.0,,-6.0,,-1.6,,-34.0,-63.0,,,,,82.4,,-107.7,-55.2,,-82.7,6.1,,,,-19.0,,,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
48333,13,28.0,,30.7,,10.0,,,,,,21.2,,0.6,13.1,,2.3,,,,,26.0,,15.0,,17.7,,-3.0,,,,,,8.2,,-12.4,0.1,,-10.7,,,,,13.0,,,False,,True,,,,,,True,,True,True,,True,,,,,True,
48335,14,36.0,,42.1,,28.0,28.0,,,,,58.4,,7.6,25.8,,21.5,,,,,48.0,,22.0,,28.1,,14.0,14.0,,,,,44.4,,-6.4,11.8,,7.5,,,,,34.0,,,False,,True,True,,,,,False,,True,True,,True,,,,,False,
48337,78,52.0,,52.6,,52.0,78.0,,,,,92.1,,6.3,41.1,,72.6,68.8,,,,88.0,,-26.0,,-25.4,,-26.0,0.0,,,,,14.1,,-71.7,-36.9,,-5.4,-9.2,,,,10.0,,,True,,False,True,,,,,True,,False,False,,True,True,,,,True,
48339,2587,1524.0,5031.4,1413.8,1277.4,1390.0,2414.0,,,,,2679.9,,878.7,750.1,,694.7,3726.0,943.0,,,1435.0,,-1063.0,2444.4,-1173.2,-1309.6,-1197.0,-173.0,,,,,92.9,,-1708.3,-1836.9,,-1892.3,1139.0,-1644.0,,,-1152.0,,False,False,False,False,True,,,,,True,,False,False,,False,False,False,,,False,
48341,77,148.0,,143.1,,129.0,257.0,,,,,168.2,,25.0,109.2,,185.8,71.8,,,,0.0,,71.0,,66.1,,52.0,180.0,,,,,91.2,,-52.0,32.2,,108.8,-5.2,,,,-77.0,,,True,,True,False,,,,,False,,True,True,,False,True,,,,False,
48343,44,76.0,,74.4,,75.0,107.0,,,,,106.5,,39.6,55.8,,81.7,90.4,,,,91.0,,32.0,,30.4,,31.0,63.0,,,,,62.5,,-4.4,11.8,,37.7,46.4,,,,47.0,,,True,,True,False,,,,,False,,True,True,,False,False,,,,False,
48345,1,8.0,,7.6,,2.0,0.0,,,,,7.7,,0.1,0.7,,2.0,,,,,7.0,,7.0,,6.6,,1.0,-1.0,,,,,6.7,,-0.9,-0.3,,1.0,,,,,6.0,,,True,,True,True,,,,,True,,True,True,,True,,,,,True,
48347,243,496.0,590.7,491.9,,443.0,359.0,,,,,639.5,,402.8,361.7,,659.6,274.8,,,,405.0,,253.0,347.7,248.9,,200.0,116.0,,,,,396.5,,159.8,118.7,,416.6,31.8,,,,162.0,,False,True,,True,True,,,,,False,,True,True,,False,True,,,,True,
48349,280,356.0,,356.9,,273.0,282.0,,,,,407.0,,165.5,238.0,,313.7,218.0,,,,242.0,,76.0,,76.9,,-7.0,2.0,,,,,127.0,,-114.5,-42.0,,33.7,-62.0,,,,-38.0,,,False,,True,True,,,,,False,,False,True,,True,True,,,,True,
48351,71,28.0,,43.6,,14.0,32.0,,,,,53.4,,12.2,13.3,,8.9,12.4,,,,44.0,,-43.0,,-27.4,,-57.0,-39.0,,,,,-17.6,,-58.8,-57.7,,-62.1,-58.6,,,,-27.0,,,True,,False,True,,,,,True,,False,False,,False,False,,,,True,
48353,34,12.0,,39.0,,12.0,3.0,,,,,58.1,,1.7,11.4,,3.0,84.8,,,,23.0,,-22.0,,5.0,,-22.0,-31.0,,,,,24.1,,-32.3,-22.6,,-31.0,50.8,,,,-11.0,,,True,,False,False,,,,,False,,False,False,,False,False,,,,True,
48355,5214,7088.0,10770.1,7773.4,4362.7,7438.0,7569.0,,,,,117.7,,13415.0,10090.8,,23378.2,6996.2,5563.0,,,1166.0,,1874.0,5556.1,2559.4,-851.3,2224.0,2355.0,,,,,-5096.3,,8201.0,4876.8,,18164.2,1782.2,349.0,,,-4048.0,,False,False,True,False,False,,,,,False,,False,False,,False,True,True,,,False,
48357,16,44.0,,37.9,,30.0,28.0,,,,,31.5,,5.7,38.6,,14.1,48.4,,,,36.0,,28.0,,21.9,,14.0,12.0,,,,,15.5,,-10.3,22.6,,-1.9,32.4,,,,20.0,,,True,,True,True,,,,,True,,True,True,,True,False,,,,True,
48359,3,4.0,,5.7,,0.0,0.0,,,,,3.3,,0.3,0.2,,0.8,,,,,2.0,,1.0,,2.7,,-3.0,-3.0,,,,,0.3,,-2.7,-2.8,,-2.2,,,,,-1.0,,,False,,False,False,,,,,True,,False,False,,False,,,,,False,
48361,432,1564.0,1032.1,1450.2,,1198.0,4204.0,,,,,973.9,,1128.4,796.1,,1444.5,1010.5,,,,946.0,,1132.0,600.1,1018.2,,766.0,3772.0,,,,,541.9,,696.4,364.1,,1012.5,578.5,,,,514.0,,True,True,,True,False,,,,,True,,True,True,,True,True,,,,True,
48363,184,284.0,,269.5,,259.0,402.0,,,,,341.6,,105.0,173.9,,323.9,247.1,,,,336.0,,100.0,,85.5,,75.0,218.0,,,,,157.6,,-79.0,-10.1,,139.9,63.1,,,,152.0,,,True,,True,False,,,,,False,,True,True,,False,True,,,,False,
48365,39,88.0,,84.7,,71.0,90.0,,,,,129.0,,29.0,74.2,,67.5,56.1,,,,43.0,,49.0,,45.7,,32.0,51.0,,,,,90.0,,-10.0,35.2,,28.5,17.1,,,,4.0,,,True,,True,False,,,,,False,,True,True,,True,True,,,,True,
48367,468,620.0,1243.9,625.5,,577.0,321.0,,,,,1277.3,,218.8,418.8,,677.8,434.9,582.0,,,670.0,,152.0,775.9,157.5,,109.0,-147.0,,,,,809.3,,-249.2,-49.2,,209.8,-33.1,114.0,,,202.0,,False,False,,True,True,,,,,False,,False,True,,False,True,True,,,False,
48369,52,116.0,,103.0,,89.0,73.0,,,,,67.5,,32.4,95.8,,103.8,75.7,,,,21.0,,64.0,,51.0,,37.0,21.0,,,,,15.5,,-19.6,43.8,,51.8,23.7,,,,-31.0,,,True,,True,True,,,,,True,,True,True,,True,True,,,,True,
48371,78,140.0,,157.1,,101.0,0.0,,,,,135.4,,27.4,86.8,,187.3,119.0,,,,57.0,,62.0,,79.1,,23.0,-78.0,,,,,57.4,,-50.6,8.8,,109.3,41.0,,,,-21.0,,,False,,True,False,,,,,True,,True,True,,False,True,,,,True,
48373,30,356.0,619.5,225.4,,322.0,172.0,,,,,406.6,,322.2,185.4,,403.6,358.5,,,,233.0,,326.0,589.5,195.4,,292.0,142.0,,,,,376.6,,292.2,155.4,,373.6,328.5,,,,203.0,,False,True,,True,True,,,,,False,,True,True,,False,False,,,,True,
48375,520,624.0,92.3,584.7,,536.0,548.0,,,,,870.8,,207.6,465.9,,723.7,528.4,,,,173.0,,104.0,-427.7,64.7,,16.0,28.0,,,,,350.8,,-312.4,-54.1,,203.7,8.4,,,,-347.0,,False,True,,True,True,,,,,False,,False,True,,False,True,,,,False,
48377,46,8.0,,12.5,,8.0,0.0,,,,,18.9,,4.4,4.2,,14.5,28.2,,,,23.0,,-38.0,,-33.5,,-38.0,-46.0,,,,,-27.1,,-41.6,-41.8,,-31.5,-17.8,,,,-23.0,,,True,,False,False,,,,,True,,False,False,,True,True,,,,True,
48379,9,24.0,,21.0,,20.0,28.0,,,,,53.8,,4.1,14.5,,7.2,19.5,,,,33.0,,15.0,,12.0,,11.0,19.0,,,,,44.8,,-4.9,5.5,,-1.8,10.5,,,,24.0,,,True,,True,False,,,,,False,,True,True,,True,True,,,,False,
48381,598,556.0,647.0,549.0,,541.0,545.0,,,,,876.1,,429.0,416.9,,583.4,601.4,275.0,,,447.0,,-42.0,49.0,-49.0,,-57.0,-53.0,,,,,278.1,,-169.0,-181.1,,-14.6,3.4,-323.0,,,-151.0,,False,False,,False,False,,,,,False,,False,False,,True,True,False,,,False,
48383,23,20.0,,19.8,,9.0,0.0,,,,,19.7,,2.6,8.7,,9.3,,,,,13.0,,-3.0,,-3.2,,-14.0,-23.0,,,,,-3.3,,-20.4,-14.3,,-13.7,,,,,-10.0,,,False,,False,False,,,,,False,,False,False,,False,,,,,False,
48385,18,44.0,,62.3,,21.0,12.0,,,,,32.5,,,13.9,,15.2,,,,,23.0,,26.0,,44.3,,3.0,-6.0,,,,,14.5,,,-4.1,,-2.8,,,,,5.0,,,False,,True,True,,,,,True,,,True,,True,,,,,True,
