,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
40121,649,1026.0,,1032.9,,983.0,1090.0,,,,,987.0,1103.2,,,986.0,991.0,455.5,1107.0,,814.0,1002.0,,,1159.0,857.0,561.3,,,,,,900.5,,,,1344.7,561.4,377.0,,383.9,,334.0,441.0,,,,,338.0,454.2,,,337.0,342.0,-193.5,458.0,,165.0,353.0,,,510.0,208.0,-87.7,,,,,,251.5,,,,695.7,-87.6,,False,,True,False,,,,,True,False,,,True,True,True,False,,True,True,,,False,True,True,,,,,,True,,,,False,True
40123,810,1230.0,,1189.8,,1010.0,1301.0,,,,,1023.5,1203.6,,,862.0,969.3,335.3,1153.0,,1030.0,994.6,,,1211.0,962.0,553.9,,,,,,,,,,1263.4,724.9,420.0,,379.8,,200.0,491.0,,,,,213.5,393.6,,,52.0,159.3,-474.7,343.0,,220.0,184.6,,,401.0,152.0,-256.1,,,,,,,,,,453.4,-85.1,,True,,True,False,,,,,True,True,,,True,True,False,True,,True,True,,,True,True,True,,,,,,,,,,False,True
40125,1034,1488.0,,1433.8,,1380.0,1355.0,,,,,1680.9,1629.5,,,1460.0,1193.5,672.8,1442.0,,1386.0,1645.2,,,1376.0,1348.0,1178.2,,,,,,1030.0,,,,1441.6,842.0,454.0,,399.8,,346.0,321.0,,,,,646.9,595.5,,,426.0,159.5,-361.2,408.0,,352.0,611.2,,,342.0,314.0,144.2,,,,,,-4.0,,,,407.6,-192.0,,True,,True,True,,,,,False,False,,,True,True,True,True,,True,False,,,True,True,True,,,,,,True,,,,True,True
40127,128,390.0,,404.5,,284.0,311.0,,,,,244.3,318.0,,,196.0,260.7,123.9,,,582.0,354.3,,,462.0,271.0,135.6,,,,,,,,,,342.0,194.3,262.0,,276.5,,156.0,183.0,,,,,116.3,190.0,,,68.0,132.7,-4.1,,,454.0,226.3,,,334.0,143.0,7.6,,,,,,,,,,214.0,66.3,,False,,True,True,,,,,True,True,,,True,True,True,,,False,True,,,False,True,True,,,,,,,,,,True,True
40129,92,72.0,,79.1,,62.0,,,,,,64.5,71.2,,,54.0,37.2,16.9,,,50.0,80.1,,,84.0,62.0,,,,,,,,,,,91.4,,-20.0,,-12.9,,-30.0,,,,,,-27.5,-20.8,,,-38.0,-54.8,-75.1,,,-42.0,-11.9,,,-8.0,-30.0,,,,,,,,,,,-0.6,,,True,,False,,,,,,False,False,,,False,False,False,,,False,True,,,True,False,,,,,,,,,,,True,
40131,1507,2559.0,,2718.0,,2152.0,4502.0,,,,,2240.8,2603.4,,,1841.0,2178.9,941.2,2217.0,,2038.0,2235.8,,,2502.0,1942.0,1202.2,,,,,,1552.8,,,,2714.1,1501.6,1052.0,,1211.0,,645.0,2995.0,,,,,733.8,1096.4,,,334.0,671.9,-565.8,710.0,,531.0,728.8,,,995.0,435.0,-304.8,,,,,,45.8,,,,1207.1,-5.4,,False,,True,False,,,,,True,False,,,True,True,True,True,,True,True,,,True,True,True,,,,,,True,,,,False,True
40133,456,555.0,,576.3,,538.0,577.0,,,,,567.4,602.6,,,587.0,372.1,234.1,,,408.0,566.8,,,585.0,484.0,338.3,,,,,,,,,,611.8,315.1,99.0,,120.3,,82.0,121.0,,,,,111.4,146.6,,,131.0,-83.9,-221.9,,,-48.0,110.8,,,129.0,28.0,-117.7,,,,,,,,,,155.8,-140.9,,False,,True,False,,,,,False,False,,,False,True,False,,,True,False,,,False,True,False,,,,,,,,,,False,False
40135,607,1215.0,,1178.4,,1085.0,2822.0,,,,,829.8,1273.3,,,1137.0,1523.9,300.1,999.0,,1146.5,1142.2,,,1503.0,887.0,442.9,,,,,,788.1,,,,1201.8,691.6,608.0,,571.4,,478.0,2215.0,,,,,222.8,666.3,,,530.0,916.9,-306.9,392.0,,539.5,535.2,,,896.0,280.0,-164.1,,,,,,181.1,,,,594.8,84.6,,True,,True,False,,,,,True,False,,,True,False,True,True,,True,True,,,False,True,True,,,,,,True,,,,True,True
40137,820,1080.0,,1082.5,,1036.0,1092.0,,,,,1032.8,1087.4,,,1128.0,1012.1,457.7,1073.5,,1068.0,1074.2,,,1098.0,932.0,596.6,,,,,,1082.8,,,,979.1,645.6,260.0,,262.5,,216.0,272.0,,,,,212.8,267.4,,,308.0,192.1,-362.3,253.5,,248.0,254.2,,,278.0,112.0,-223.4,,,,,,262.8,,,,159.1,-174.4,,False,,True,False,,,,,True,False,,,False,True,False,True,,True,True,,,False,True,True,,,,,,False,,,,True,True
40139,281,189.0,,163.1,,182.0,98.0,,,,,486.3,360.9,,,196.0,85.0,188.6,,,121.0,340.4,,,154.0,240.0,64.1,,,,,,168.8,,,,293.9,321.8,-92.0,,-117.9,,-99.0,-183.0,,,,,205.3,79.9,,,-85.0,-196.0,-92.4,,,-160.0,59.4,,,-127.0,-41.0,-216.9,,,,,,-112.2,,,,12.9,40.8,,False,,False,False,,,,,False,True,,,True,False,False,,,False,True,,,False,True,False,,,,,,False,,,,True,True
40141,103,129.0,,122.3,,122.0,37.0,,,,,154.0,153.6,,,144.0,47.8,33.5,,,87.0,138.2,,,128.0,122.0,134.5,,,,,,,,,,86.3,66.4,26.0,,19.3,,19.0,-66.0,,,,,51.0,50.6,,,41.0,-55.2,-69.5,,,-16.0,35.2,,,25.0,19.0,31.5,,,,,,,,,,-16.7,-36.6,,True,,True,False,,,,,False,False,,,False,False,False,,,True,False,,,True,True,False,,,,,,,,,,True,False
40143,10287,13590.0,,13024.1,8980.1,12326.0,26992.0,,,,,13845.8,16062.4,,16704.1,12508.0,11645.6,8191.7,11213.5,,10781.0,13413.1,,,10760.0,12022.0,8510.0,,,,,,11045.7,12658.0,,,10438.6,7189.4,3303.0,,2737.1,-1306.9,2039.0,16705.0,,,,,3558.8,5775.4,,6417.1,2221.0,1358.6,-2095.3,926.5,,494.0,3126.1,,,473.0,1735.0,-1777.0,,,,,,758.7,2371.0,,,151.6,-3097.6,,True,True,True,False,,,,,False,False,,False,True,True,True,True,,True,True,,,True,True,True,,,,,,True,True,,,True,True
40145,1525,1788.0,,1806.1,,1734.0,2153.0,,,,,1635.4,1903.9,,,1713.0,1790.5,722.9,1911.0,,1467.0,1840.4,,,1979.0,1518.0,1171.1,,,,,,1130.6,,,,2101.2,1023.6,263.0,,281.1,,209.0,628.0,,,,,110.4,378.9,,,188.0,265.5,-802.1,386.0,,-58.0,315.4,,,454.0,-7.0,-353.9,,,,,,-394.4,,,,576.2,-501.4,,False,,True,False,,,,,True,False,,,True,False,False,False,,True,False,,,False,True,False,,,,,,False,,,,False,False
40147,628,969.0,,944.6,,853.0,2819.0,,,,,933.6,1070.1,,,858.0,676.5,384.5,866.0,,654.0,898.4,,,1022.0,866.0,602.7,,,,,,650.0,,,,889.0,583.7,341.0,,316.6,,225.0,2191.0,,,,,305.6,442.1,,,230.0,48.5,-243.5,238.0,,26.0,270.4,,,394.0,238.0,-25.3,,,,,,22.0,,,,261.0,-44.3,,True,,True,False,,,,,True,False,,,True,True,True,True,,True,True,,,False,True,True,,,,,,True,,,,True,True
40149,142,228.0,,222.8,,204.0,231.0,,,,,232.3,232.2,,,229.0,143.4,76.3,,,148.0,206.6,,,193.0,199.0,183.7,,,,,,,,,,258.5,138.8,86.0,,80.8,,62.0,89.0,,,,,90.3,90.2,,,87.0,1.4,-65.7,,,6.0,64.6,,,51.0,57.0,41.7,,,,,,,,,,116.5,-3.2,,True,,True,False,,,,,False,False,,,False,True,True,,,True,True,,,True,True,True,,,,,,,,,,False,True
40151,81,162.0,,184.1,,168.0,366.0,,,,,259.2,215.8,,,115.0,178.1,99.8,,,36.0,132.8,,,219.0,176.0,412.4,,,,,,,,,,243.2,145.6,81.0,,103.1,,87.0,285.0,,,,,178.2,134.8,,,34.0,97.1,18.8,,,-45.0,51.8,,,138.0,95.0,331.4,,,,,,,,,,162.2,64.6,,False,,False,False,,,,,False,False,,,True,False,True,,,True,True,,,False,False,False,,,,,,,,,,False,True
40153,388,303.0,,310.1,,355.0,,,,,,567.3,414.4,,,369.0,138.9,117.0,,,454.0,470.9,,,267.0,304.0,375.9,,,,,,,,,,344.6,725.0,-85.0,,-77.9,,-33.0,,,,,,179.3,26.4,,,-19.0,-249.1,-271.0,,,66.0,82.9,,,-121.0,-84.0,-12.1,,,,,,,,,,-43.4,337.0,,True,,True,,,,,,False,True,,,True,False,False,,,True,True,,,False,True,True,,,,,,,,,,True,False
41001,77,81.0,,77.4,,82.0,54.0,,,,,146.9,132.0,,,112.0,183.2,144.9,,,55.0,103.5,,,152.0,70.0,69.2,,,,,,,,,,115.0,57.9,4.0,,0.4,,5.0,-23.0,,,,,69.9,55.0,,,35.0,106.2,67.9,,,-22.0,26.5,,,75.0,-7.0,-7.8,,,,,,,,,,38.0,-19.1,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,,,,False,False
41003,358,462.0,,466.6,,403.0,1173.0,,,,,401.8,610.4,,,350.0,340.8,433.3,372.0,,507.0,510.0,,,655.0,246.0,453.7,,,,,,,,,,387.5,188.4,104.0,,108.6,,45.0,815.0,,,,,43.8,252.4,,,-8.0,-17.2,75.3,14.0,,149.0,152.0,,,297.0,-112.0,95.7,,,,,,,,,,29.5,-169.6,,False,,True,False,,,,,True,False,,,True,True,True,True,,False,False,,,False,False,True,,,,,,,,,,True,False
41005,1473,2559.0,,2488.8,,2215.0,3331.0,,,,,2790.2,3143.4,,2188.4,2783.0,2096.7,1835.8,1990.5,,1688.0,2379.9,,,2589.0,1705.0,1306.5,,,,,,2624.9,2357.0,,,1979.0,1158.0,1086.0,,1015.8,,742.0,1858.0,,,,,1317.2,1670.4,,715.4,1310.0,623.7,362.8,517.5,,215.0,906.9,,,1116.0,232.0,-166.5,,,,,,1151.9,884.0,,,506.0,-315.0,,True,,True,False,,,,,False,False,,True,False,True,True,True,,True,True,,,False,True,True,,,,,,False,True,,,True,True
41007,112,120.0,,108.9,,121.0,,,,,,170.7,188.2,,,116.0,363.7,212.5,123.0,,118.0,154.7,,,233.0,76.0,111.1,,,,,,,,,,158.9,129.9,8.0,,-3.1,,9.0,,,,,,58.7,76.2,,,4.0,251.7,100.5,11.0,,6.0,42.7,,,121.0,-36.0,-0.9,,,,,,,,,,46.9,17.9,,True,,False,,,,,,False,False,,,True,False,False,False,,True,False,,,False,False,True,,,,,,,,,,False,False
41009,173,225.0,,219.7,,221.0,273.0,,,,,269.7,319.3,,,231.0,304.9,163.5,216.5,,166.0,286.6,,,280.0,177.0,177.9,,,,,,,,,,236.1,114.7,52.0,,46.7,,48.0,100.0,,,,,96.7,146.3,,,58.0,131.9,-9.5,43.5,,-7.0,113.6,,,107.0,4.0,4.9,,,,,,,,,,63.1,-58.3,,True,,True,False,,,,,False,False,,,False,False,True,True,,True,False,,,False,True,True,,,,,,,,,,False,False
41011,211,318.0,,327.0,,287.0,573.0,,,,,272.8,311.6,,,261.0,510.1,303.0,278.0,,289.0,280.8,,,400.0,246.0,150.3,,,,,,,,,,404.4,130.6,107.0,,116.0,,76.0,362.0,,,,,61.8,100.6,,,50.0,299.1,92.0,67.0,,78.0,69.8,,,189.0,35.0,-60.7,,,,,,,,,,193.4,-80.4,,False,,True,False,,,,,True,True,,,True,False,True,True,,True,True,,,False,True,True,,,,,,,,,,False,True
41013,159,189.0,,198.5,,161.0,238.0,,,,,159.2,223.7,,,185.0,218.4,106.2,,,38.0,152.1,,,289.0,124.0,86.0,,,,,,,,,,196.2,68.6,30.0,,39.5,,2.0,79.0,,,,,0.2,64.7,,,26.0,59.4,-52.8,,,-121.0,-6.9,,,130.0,-35.0,-73.0,,,,,,,,,,37.2,-90.4,,False,,True,False,,,,,True,False,,,True,False,False,,,False,True,,,False,False,False,,,,,,,,,,False,False
41015,26,54.0,,70.0,,53.0,18.0,,,,,80.7,85.4,,,96.0,66.3,53.1,,,12.0,42.1,,,84.0,48.0,50.1,,,,,,,,,,79.1,32.0,28.0,,44.0,,27.0,-8.0,,,,,54.7,59.4,,,70.0,40.3,27.1,,,-14.0,16.1,,,58.0,22.0,24.1,,,,,,,,,,53.1,6.0,,False,,True,True,,,,,False,False,,,False,False,True,,,True,True,,,False,True,True,,,,,,,,,,False,True
41017,914,1023.0,,1051.9,,1043.0,1021.0,,,,,1170.6,1428.0,,,1289.0,1367.0,952.9,1024.5,,1042.0,1177.9,,,1404.0,885.0,564.8,,,,,,782.3,1482.0,,,1002.0,535.9,109.0,,137.9,,129.0,107.0,,,,,256.6,514.0,,,375.0,453.0,38.9,110.5,,128.0,263.9,,,490.0,-29.0,-349.2,,,,,,-131.7,568.0,,,88.0,-378.1,,False,,False,True,,,,,False,False,,,False,False,True,False,,False,False,,,False,True,False,,,,,,False,False,,,True,False
41019,308,318.0,,300.8,,302.0,569.0,,,,,360.4,466.3,,,645.0,662.5,241.9,280.5,,248.0,383.8,,,455.0,283.0,247.5,,,,,,,,,,234.2,194.2,10.0,,-7.2,,-6.0,261.0,,,,,52.4,158.3,,,337.0,354.5,-66.1,-27.5,,-60.0,75.8,,,147.0,-25.0,-60.5,,,,,,,,,,-73.8,-113.8,,True,,True,False,,,,,False,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,,,,,False,False
41021,8,18.0,,19.6,,12.0,,,,,,11.3,20.1,,,24.0,38.0,17.6,,,11.0,8.7,,,37.0,9.0,6.5,,,,,,,,,,23.1,,10.0,,11.6,,4.0,,,,,,3.3,12.1,,,16.0,30.0,9.6,,,3.0,0.7,,,29.0,1.0,-1.5,,,,,,,,,,15.1,,,False,,True,,,,,,True,False,,,False,False,True,,,True,True,,,False,True,True,,,,,,,,,,False,
41023,43,12.0,,13.0,,12.0,0.0,,,,,32.2,33.3,,,63.0,0.8,4.1,,,17.0,5.3,,,19.0,9.0,10.3,,,,,,,,,,14.0,14.0,-31.0,,-30.0,,-31.0,-43.0,,,,,-10.8,-9.7,,,20.0,-42.2,-38.9,,,-26.0,-37.7,,,-24.0,-34.0,-32.7,,,,,,,,,,-29.0,-29.0,,True,,False,False,,,,,True,True,,,True,False,False,,,True,False,,,True,False,False,,,,,,,,,,True,True
41025,39,51.0,,52.7,,37.0,,,,,,29.5,63.4,,,44.0,107.5,15.3,,,31.0,39.7,,,81.0,25.0,15.5,,,,,,,,,,50.9,19.5,12.0,,13.7,,-2.0,,,,,,-9.5,24.4,,,5.0,68.5,-23.7,,,-8.0,0.7,,,42.0,-14.0,-23.5,,,,,,,,,,11.9,-19.5,,False,,True,,,,,,True,False,,,True,False,False,,,True,True,,,False,False,False,,,,,,,,,,True,False
41027,118,168.0,,181.7,,146.0,162.0,,,,,278.3,250.7,,,144.0,131.8,248.4,,,126.0,194.9,,,253.0,98.0,157.1,,,,,,,,,,227.9,111.6,50.0,,63.7,,28.0,44.0,,,,,160.3,132.7,,,26.0,13.8,130.4,,,8.0,76.9,,,135.0,-20.0,39.1,,,,,,,,,,109.9,-6.4,,False,,True,True,,,,,False,False,,,True,True,False,,,True,False,,,False,True,True,,,,,,,,,,False,True
41029,970,1593.0,,1542.5,,1343.0,2406.0,,,,,1594.6,2044.5,,,1356.0,1657.1,965.1,1322.5,,1128.0,1550.2,,,1683.0,1153.0,862.6,,,,,,1500.7,1341.0,,,1606.4,804.9,623.0,,572.5,,373.0,1436.0,,,,,624.6,1074.5,,,386.0,687.1,-4.9,352.5,,158.0,580.2,,,713.0,183.0,-107.4,,,,,,530.7,371.0,,,636.4,-165.1,,True,,True,False,,,,,False,False,,,True,False,True,True,,True,True,,,False,True,True,,,,,,True,True,,,False,True
41031,182,375.0,,369.7,,246.0,421.0,,,,,520.1,355.3,,,191.0,508.9,232.9,,,172.0,236.1,,,447.0,204.0,213.1,,,,,,,,,,374.7,202.8,193.0,,187.7,,64.0,239.0,,,,,338.1,173.3,,,9.0,326.9,50.9,,,-10.0,54.1,,,265.0,22.0,31.1,,,,,,,,,,192.7,20.8,,True,,True,False,,,,,False,True,,,True,False,True,,,True,True,,,False,True,True,,,,,,,,,,True,True
41033,484,600.0,,645.6,,544.0,1049.0,,,,,448.9,721.5,,,494.0,966.0,649.3,612.5,,299.0,562.4,,,957.0,395.0,313.1,,,,,,,,,,688.8,273.7,116.0,,161.6,,60.0,565.0,,,,,-35.1,237.5,,,10.0,482.0,165.3,128.5,,-185.0,78.4,,,473.0,-89.0,-170.9,,,,,,,,,,204.8,-210.3,,False,,True,False,,,,,True,False,,,True,False,False,False,,False,True,,,False,True,False,,,,,,,,,,False,False
41035,416,684.0,,675.6,,523.0,1183.0,,,,,656.6,872.3,,,403.0,454.6,399.6,567.0,,208.0,669.1,,,1051.0,458.0,335.3,,,,,,,,,,583.1,340.1,268.0,,259.6,,107.0,767.0,,,,,240.6,456.3,,,-13.0,38.6,-16.4,151.0,,-208.0,253.1,,,635.0,42.0,-80.7,,,,,,,,,,167.1,-75.9,,True,,True,False,,,,,True,False,,,True,True,True,True,,True,True,,,False,True,True,,,,,,,,,,True,True
41037,49,57.0,,57.8,,46.0,,,,,,57.1,66.1,,,47.0,57.8,11.5,,,23.0,42.3,,,85.0,30.0,16.3,,,,,,,,,,55.3,,8.0,,8.8,,-3.0,,,,,,8.1,17.1,,,-2.0,8.8,-37.5,,,-26.0,-6.7,,,36.0,-19.0,-32.7,,,,,,,,,,6.3,,,False,,True,,,,,,False,False,,,True,False,False,,,False,True,,,False,False,False,,,,,,,,,,True,
41039,1473,1512.0,,1555.9,,1530.0,1603.0,,,,,1933.3,2084.4,,,2077.0,1712.8,1694.1,1582.0,,1270.0,1843.2,,,1842.0,1125.0,1195.8,,,,,,1699.3,1082.0,,,1566.2,826.7,39.0,,82.9,,57.0,130.0,,,,,460.3,611.4,,,604.0,239.8,221.1,109.0,,-203.0,370.2,,,369.0,-348.0,-277.2,,,,,,226.3,-391.0,,,93.2,-646.3,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,,,False,False
41041,119,120.0,,140.7,,135.0,119.0,,,,,262.8,211.6,,,136.0,223.9,471.8,147.5,,76.0,155.1,,,227.0,73.0,142.2,,,,,,,,,,161.3,223.1,1.0,,21.7,,16.0,0.0,,,,,143.8,92.6,,,17.0,104.9,352.8,28.5,,-43.0,36.1,,,108.0,-46.0,23.2,,,,,,,,,,42.3,104.1,,False,,False,True,,,,,False,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,,,,,False,False
41043,384,600.0,,616.5,,560.0,779.0,,,,,764.0,877.0,,528.3,894.0,469.5,539.6,615.5,,373.0,703.0,,,763.0,391.0,464.4,,,,,,484.0,552.0,,,533.5,397.9,216.0,,232.5,,176.0,395.0,,,,,380.0,493.0,,144.3,510.0,85.5,155.6,231.5,,-11.0,319.0,,,379.0,7.0,80.4,,,,,,100.0,168.0,,,149.5,13.9,,False,,True,False,,,,,False,False,,True,False,True,True,False,,True,False,,,False,True,True,,,,,,True,True,,,True,True
41045,219,348.0,,335.1,,305.0,260.0,,,,,622.3,485.9,,,235.0,242.7,253.8,292.5,,204.0,346.2,,,399.0,269.0,352.4,,,,,,243.5,,,,366.9,274.8,129.0,,116.1,,86.0,41.0,,,,,403.3,266.9,,,16.0,23.7,34.8,73.5,,-15.0,127.2,,,180.0,50.0,133.4,,,,,,24.5,,,,147.9,55.8,,True,,True,True,,,,,False,False,,,True,True,True,True,,True,True,,,False,True,False,,,,,,True,,,,False,True
41047,1970,2850.0,,2712.5,,2833.0,3839.0,,,,,3951.8,4041.5,,3272.0,2631.0,3132.7,2426.0,2975.0,,2289.5,3267.1,,,3219.0,2081.0,2052.9,,,,,,2367.8,2881.0,,,2674.1,1551.0,880.0,,742.5,,863.0,1869.0,,,,,1981.8,2071.5,,1302.0,661.0,1162.7,456.0,1005.0,,319.5,1297.1,,,1249.0,111.0,82.9,,,,,,397.8,911.0,,,704.1,-419.0,,True,,True,False,,,,,False,False,,False,True,False,True,False,,True,False,,,False,True,True,,,,,,True,False,,,True,True
41049,105,156.0,,150.0,,144.0,194.0,,,,,235.7,176.8,,,147.0,275.2,65.2,,,81.0,152.3,,,209.0,121.0,121.3,,,,,,,,,,149.1,80.8,51.0,,45.0,,39.0,89.0,,,,,130.7,71.8,,,42.0,170.2,-39.8,,,-24.0,47.3,,,104.0,16.0,16.3,,,,,,,,,,44.1,-24.2,,True,,True,False,,,,,False,False,,,True,False,True,,,True,True,,,False,True,True,,,,,,,,,,True,True
41051,3008,3474.0,,3434.2,6649.1,3357.0,6213.0,,,,,6177.7,4537.1,,2701.3,4662.0,2987.3,4769.0,3657.5,,3026.5,4202.1,,,3722.0,3025.0,2580.2,,,,,,3569.4,2995.0,,,3692.5,2153.5,466.0,,426.2,3641.1,349.0,3205.0,,,,,3169.7,1529.1,,-306.7,1654.0,-20.7,1761.0,649.5,,18.5,1194.1,,,714.0,17.0,-427.8,,,,,,561.4,-13.0,,,684.5,-854.5,,True,False,True,False,,,,,False,False,,True,False,True,False,False,,True,False,,,False,True,True,,,,,,False,True,,,False,False
41053,453,588.0,,577.9,,568.0,642.0,,,,,589.1,730.4,,,411.0,863.5,382.2,545.0,,642.0,747.3,,,748.0,344.0,333.3,,,,,,537.9,,,,503.7,294.2,135.0,,124.9,,115.0,189.0,,,,,136.1,277.4,,,-42.0,410.5,-70.8,92.0,,189.0,294.3,,,295.0,-109.0,-119.7,,,,,,84.9,,,,50.7,-158.8,,True,,True,False,,,,,False,False,,,True,False,True,True,,False,False,,,False,True,True,,,,,,True,,,,True,False
41055,2,51.0,,43.7,,14.0,17.0,,,,,9.5,56.3,,,14.0,1.1,6.4,,,7.0,21.0,,,,21.0,3.2,,,,,,,,,,49.2,12.4,49.0,,41.7,,12.0,15.0,,,,,7.5,54.3,,,12.0,-0.9,4.4,,,5.0,19.0,,,,19.0,1.2,,,,,,,,,,47.2,10.4,,True,,True,True,,,,,True,False,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,True,True
41057,36,108.0,,101.7,,73.0,60.0,,,,,117.8,161.8,,,68.0,95.0,199.1,,,54.0,92.4,,,165.0,58.0,36.6,,,,,,,,,,139.2,61.4,72.0,,65.7,,37.0,24.0,,,,,81.8,125.8,,,32.0,59.0,163.1,,,18.0,56.4,,,129.0,22.0,0.6,,,,,,,,,,103.2,25.4,,True,,True,True,,,,,False,False,,,True,True,False,,,True,True,,,False,True,True,,,,,,,,,,False,True
41059,880,1560.0,,1558.2,,1316.0,2908.0,,,,,1687.4,1524.3,,,853.0,2244.3,804.5,1340.5,,1274.0,1273.4,,,1987.0,1073.0,1025.0,,,,,,952.0,,,,1549.9,794.5,680.0,,678.2,,436.0,2028.0,,,,,807.4,644.3,,,-27.0,1364.3,-75.5,460.5,,394.0,393.4,,,1107.0,193.0,145.0,,,,,,72.0,,,,669.9,-85.5,,True,,True,False,,,,,False,True,,,True,False,True,True,,True,True,,,False,True,True,,,,,,True,,,,True,True
41061,124,201.0,,182.6,,167.0,139.0,,,,,229.1,246.7,,,192.0,44.8,127.3,,,361.0,196.7,,,263.0,152.0,63.8,,,,,,,,,,153.3,141.3,77.0,,58.6,,43.0,15.0,,,,,105.1,122.7,,,68.0,-79.2,3.3,,,237.0,72.7,,,139.0,28.0,-60.2,,,,,,,,,,29.3,17.3,,True,,True,True,,,,,False,False,,,True,False,True,,,False,True,,,False,True,True,,,,,,,,,,True,True
41063,12,30.0,,28.9,,22.0,,,,,,17.4,29.5,,,45.0,1315.6,7.2,,,15.0,29.4,,,,15.0,8.3,,,,,,,,,,111.2,10.1,18.0,,16.9,,10.0,,,,,,5.4,17.5,,,33.0,1303.6,-4.8,,,3.0,17.4,,,,3.0,-3.7,,,,,,,,,,99.2,-1.9,,True,,True,,,,,,True,True,,,False,False,True,,,True,True,,,,True,True,,,,,,,,,,False,True
41065,172,180.0,,190.4,,155.0,109.0,,,,,291.4,291.4,,,215.0,149.6,263.7,,,140.0,237.8,,,266.0,131.0,120.1,,,,,,,,,,201.2,113.6,8.0,,18.4,,-17.0,-63.0,,,,,119.4,119.4,,,43.0,-22.4,91.7,,,-32.0,65.8,,,94.0,-41.0,-51.9,,,,,,,,,,29.2,-58.4,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,,,,False,False
