,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
40053,40,46.0,,46.9,,44.0,33.0,,,,,48.6,40.0,,,31.0,41.4,19.2,,20.0,32.2,,,,45.0,43.0,66.1,,,,,,,58.9,,,,51.7,46.8,6.0,,6.9,,4.0,-7.0,,,,,8.6,0.0,,,-9.0,1.4,-20.8,,-20.0,-7.8,,,,5.0,3.0,26.1,,,,,,,18.9,,,,11.7,6.8,,False,,True,False,,,,,False,True,,,False,True,False,,False,False,,,,True,True,False,,,,,,,False,,,,False,False
40055,32,66.0,,62.9,,45.0,29.0,,,,,31.7,47.1,,,75.0,21.9,14.3,,39.0,38.2,,,,51.0,49.0,49.9,,,,,,,65.2,,,,119.9,35.4,34.0,,30.9,,13.0,-3.0,,,,,-0.3,15.1,,,43.0,-10.1,-17.7,,7.0,6.2,,,,19.0,17.0,17.9,,,,,,,33.2,,,,87.9,3.4,,True,,True,True,,,,,True,True,,,False,True,True,,True,True,,,,True,True,True,,,,,,,True,,,,False,True
40057,6,4.0,,4.6,,18.0,0.0,,,,,23.8,18.6,,,39.0,648.7,18.0,,20.0,16.6,,,,,19.0,45.9,,,,,,,28.4,,,,24.9,,-2.0,,-1.4,,12.0,-6.0,,,,,17.8,12.6,,,33.0,642.7,12.0,,14.0,10.6,,,,,13.0,39.9,,,,,,,22.4,,,,18.9,,,True,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,,False,False,,,,,,,False,,,,False,
40059,11,36.0,,34.4,,30.0,0.0,,,,,29.9,29.8,,,24.0,39.6,10.2,,9.0,17.8,,,,35.0,32.0,40.5,,,,,,,60.6,,,,40.7,27.7,25.0,,23.4,,19.0,-11.0,,,,,18.9,18.8,,,13.0,28.6,-0.8,,-2.0,6.8,,,,24.0,21.0,29.5,,,,,,,49.6,,,,29.7,16.7,,True,,True,True,,,,,True,True,,,True,False,True,,True,True,,,,True,True,False,,,,,,,False,,,,False,True
40061,114,132.0,,132.3,,118.0,138.0,,,,,123.3,129.7,,,224.0,103.0,67.9,,107.0,111.5,,,,157.0,116.0,99.8,,,,,,,121.2,,,,173.0,105.5,18.0,,18.3,,4.0,24.0,,,,,9.3,15.7,,,110.0,-11.0,-46.1,,-7.0,-2.5,,,,43.0,2.0,-14.2,,,,,,,7.2,,,,59.0,-8.5,,False,,True,False,,,,,True,True,,,False,True,False,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
40063,98,142.0,,141.1,,123.0,128.0,,,,,101.5,147.3,,,225.0,53.0,85.2,,98.0,104.3,,,,138.0,113.0,125.2,,,,,,,136.7,,,,149.5,,44.0,,43.1,,25.0,30.0,,,,,3.5,49.3,,,127.0,-45.0,-12.8,,0.0,6.3,,,,40.0,15.0,27.2,,,,,,,38.7,,,,51.5,,,True,,True,True,,,,,True,False,,,False,False,True,,True,True,,,,True,True,True,,,,,,,True,,,,False,
40065,131,268.0,,269.4,,253.0,317.0,,,,,188.3,241.7,,,364.0,334.1,107.3,,128.0,194.9,,,,218.0,220.0,309.5,,,,,,173.5,252.1,,,,251.9,151.2,137.0,,138.4,,122.0,186.0,,,,,57.3,110.7,,,233.0,203.1,-23.7,,-3.0,63.9,,,,87.0,89.0,178.5,,,,,,42.5,121.1,,,,120.9,20.2,,False,,True,False,,,,,True,True,,,False,False,True,,True,True,,,,True,True,False,,,,,,True,True,,,,True,True
40067,60,104.0,,104.4,,93.0,91.0,,,,,69.8,101.9,,,93.0,145.8,52.2,,59.0,77.4,,,,137.0,84.0,91.4,,,,,,,83.0,,,,182.9,87.0,44.0,,44.4,,33.0,31.0,,,,,9.8,41.9,,,33.0,85.8,-7.8,,-1.0,17.4,,,,77.0,24.0,31.4,,,,,,,23.0,,,,122.9,27.0,,False,,True,True,,,,,True,True,,,True,False,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
40069,88,172.0,,176.9,,175.0,174.0,,,,,140.3,189.1,,,192.0,326.7,99.4,,150.0,138.3,,,,236.0,150.0,181.4,,,,,,,123.9,,,,245.0,164.7,84.0,,88.9,,87.0,86.0,,,,,52.3,101.1,,,104.0,238.7,11.4,,62.0,50.3,,,,148.0,62.0,93.4,,,,,,,35.9,,,,157.0,76.7,,False,,False,False,,,,,True,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,,True,,,,False,True
40071,574,878.0,,857.7,,616.0,987.0,,,,,530.9,830.1,,,420.0,538.0,388.9,,435.0,576.1,,,,862.0,671.0,728.4,,,,,,490.0,643.3,,,,1065.4,614.8,304.0,,283.7,,42.0,413.0,,,,,-43.1,256.1,,,-154.0,-36.0,-185.1,,-139.0,2.1,,,,288.0,97.0,154.4,,,,,,-84.0,69.3,,,,491.4,40.8,,True,,True,False,,,,,True,True,,,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,False,True
40073,135,314.0,,311.9,,228.0,293.0,,,,,188.4,226.6,,,203.0,318.8,128.7,,156.0,178.5,,,,314.0,224.0,227.6,,,,,,,242.5,,,,323.4,251.8,179.0,,176.9,,93.0,158.0,,,,,53.4,91.6,,,68.0,183.8,-6.3,,21.0,43.5,,,,179.0,89.0,92.6,,,,,,,107.5,,,,188.4,116.8,,True,,True,True,,,,,True,True,,,True,False,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
40075,73,110.0,,111.0,,74.0,78.0,,,,,60.4,101.6,,,117.0,24.6,40.2,,29.0,62.2,,,,112.0,78.0,77.0,,,,,,,123.9,,,,83.6,75.6,37.0,,38.0,,1.0,5.0,,,,,-12.6,28.6,,,44.0,-48.4,-32.8,,-44.0,-10.8,,,,39.0,5.0,4.0,,,,,,,50.9,,,,10.6,2.6,,False,,True,True,,,,,True,True,,,False,False,True,,False,True,,,,False,True,True,,,,,,,False,,,,True,True
40077,83,86.0,,84.9,,85.0,54.0,,,,,84.5,112.2,,,155.0,67.0,57.6,,42.0,74.1,,,,112.0,85.0,122.4,,,,,,,75.2,,,,121.6,75.7,3.0,,1.9,,2.0,-29.0,,,,,1.5,29.2,,,72.0,-16.0,-25.4,,-41.0,-8.9,,,,29.0,2.0,39.4,,,,,,,-7.8,,,,38.6,-7.3,,True,,True,False,,,,,True,False,,,False,False,False,,False,False,,,,False,True,False,,,,,,,False,,,,False,False
40079,432,648.0,,658.0,,610.0,671.0,,,,,607.0,759.6,,,793.0,749.0,450.4,,610.0,527.9,,,,798.0,568.0,575.9,,,,,,548.0,413.5,,,,689.3,559.7,216.0,,226.0,,178.0,239.0,,,,,175.0,327.6,,,361.0,317.0,18.4,,178.0,95.9,,,,366.0,136.0,143.9,,,,,,116.0,-18.5,,,,257.3,127.7,,False,,True,False,,,,,True,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
40081,263,382.0,,388.9,,356.0,434.0,,,,,303.0,371.9,,,560.0,416.9,172.8,,285.0,299.2,,,,394.0,323.0,347.4,,,,,,209.8,247.8,,,,483.9,292.0,119.0,,125.9,,93.0,171.0,,,,,40.0,108.9,,,297.0,153.9,-90.2,,22.0,36.2,,,,131.0,60.0,84.4,,,,,,-53.2,-15.2,,,,220.9,29.0,,False,,True,False,,,,,True,True,,,False,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
40083,333,772.0,,790.5,,583.0,1103.0,,,,,430.1,654.1,,,602.0,1046.6,310.7,,427.0,473.6,,,,793.0,539.0,484.4,,,,,,374.0,500.3,,,,944.4,598.4,439.0,,457.5,,250.0,770.0,,,,,97.1,321.1,,,269.0,713.6,-22.3,,94.0,140.6,,,,460.0,206.0,151.4,,,,,,41.0,167.3,,,,611.4,265.4,,False,,True,False,,,,,True,True,,,True,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
40085,131,276.0,,262.6,,233.0,275.0,,,,,150.8,215.2,,,174.0,534.6,122.2,,158.5,184.9,,,,343.0,184.0,247.1,,,,,,,213.6,,,,580.8,208.3,145.0,,131.6,,102.0,144.0,,,,,19.8,84.2,,,43.0,403.6,-8.8,,27.5,53.9,,,,212.0,53.0,116.1,,,,,,,82.6,,,,449.8,77.3,,True,,True,True,,,,,True,True,,,True,False,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
40087,365,590.0,,571.7,,518.0,602.0,,,,,445.0,575.0,,,596.0,513.4,332.3,,431.0,399.5,,,,581.0,472.0,538.6,,,,,,278.3,383.9,,,,568.6,513.7,225.0,,206.7,,153.0,237.0,,,,,80.0,210.0,,,231.0,148.4,-32.7,,66.0,34.5,,,,216.0,107.0,173.6,,,,,,-86.7,18.9,,,,203.6,148.7,,True,,True,False,,,,,True,True,,,False,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True,True
40089,192,190.0,,182.8,,196.0,114.0,,,,,348.0,284.4,,,406.0,191.6,222.1,,153.0,196.6,,,,234.0,225.0,434.2,,,,,,,139.3,,,,225.3,278.0,-2.0,,-9.2,,4.0,-78.0,,,,,156.0,92.4,,,214.0,-0.4,30.1,,-39.0,4.6,,,,42.0,33.0,242.2,,,,,,,-52.7,,,,33.3,86.0,,False,,False,False,,,,,False,False,,,False,True,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
40091,135,292.0,,295.8,,277.0,327.0,,,,,183.4,281.1,,,289.0,279.4,151.6,,186.0,188.8,,,,317.0,234.0,293.2,,,,,,,216.9,,,,346.6,230.1,157.0,,160.8,,142.0,192.0,,,,,48.4,146.1,,,154.0,144.4,16.6,,51.0,53.8,,,,182.0,99.0,158.2,,,,,,,81.9,,,,211.6,95.1,,False,,True,False,,,,,True,True,,,True,True,True,,True,True,,,,False,True,False,,,,,,,True,,,,False,True
40093,66,106.0,,93.7,,86.0,36.0,,,,,67.8,104.4,,,64.0,127.5,38.4,,59.0,76.9,,,,100.0,82.0,98.5,,,,,,,86.8,,,,119.2,113.9,40.0,,27.7,,20.0,-30.0,,,,,1.8,38.4,,,-2.0,61.5,-27.6,,-7.0,10.9,,,,34.0,16.0,32.5,,,,,,,20.8,,,,53.2,47.9,,True,,True,True,,,,,True,True,,,True,False,True,,True,True,,,,True,True,True,,,,,,,True,,,,False,False
40095,179,326.0,,326.5,,286.0,483.0,,,,,161.5,283.8,,,279.0,588.5,152.7,,314.0,249.3,,,,421.0,245.0,330.0,,,,,,,252.9,,,,316.0,216.1,147.0,,147.5,,107.0,304.0,,,,,-17.5,104.8,,,100.0,409.5,-26.3,,135.0,70.3,,,,242.0,66.0,151.0,,,,,,,73.9,,,,137.0,37.1,,False,,True,False,,,,,True,True,,,True,False,True,,True,True,,,,False,True,False,,,,,,,True,,,,True,True
40097,401,464.0,,430.5,,439.0,394.0,,,,,374.2,565.3,,,574.0,325.6,287.1,,571.0,499.8,,,,530.0,396.0,444.3,,,,,,365.0,334.5,,,,568.7,405.1,63.0,,29.5,,38.0,-7.0,,,,,-26.8,164.3,,,173.0,-75.4,-113.9,,170.0,98.8,,,,129.0,-5.0,43.3,,,,,,-36.0,-66.5,,,,167.7,4.1,,True,,True,True,,,,,True,False,,,False,False,False,,False,False,,,,False,True,True,,,,,,True,False,,,,False,True
40099,197,262.0,,278.3,,244.0,254.0,,,,,197.4,221.3,,,213.0,290.4,153.8,,227.0,185.6,,,,299.0,213.0,308.4,,,,,,,217.3,,,,341.5,241.1,65.0,,81.3,,47.0,57.0,,,,,0.4,24.3,,,16.0,93.4,-43.2,,30.0,-11.4,,,,102.0,16.0,111.4,,,,,,,20.3,,,,144.5,44.1,,False,,True,True,,,,,True,True,,,True,False,True,,True,True,,,,False,True,False,,,,,,,True,,,,False,True
40101,656,1158.0,,1152.3,,1007.0,1519.0,,,,,913.2,1140.1,,,1144.0,964.6,488.4,,703.0,847.7,,,,1154.0,933.0,968.4,,,,,,741.0,860.0,,,,1301.1,931.8,502.0,,496.3,,351.0,863.0,,,,,257.2,484.1,,,488.0,308.6,-167.6,,47.0,191.7,,,,498.0,277.0,312.4,,,,,,85.0,204.0,,,,645.1,275.8,,True,,True,False,,,,,True,True,,,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,False,True
40103,86,122.0,,125.3,,116.0,97.0,,,,,116.6,160.2,,,141.0,85.6,59.0,,54.0,89.3,,,,133.0,109.0,149.7,,,,,,,92.9,,,,93.7,153.8,36.0,,39.3,,30.0,11.0,,,,,30.6,74.2,,,55.0,-0.4,-27.0,,-32.0,3.3,,,,47.0,23.0,63.7,,,,,,,6.9,,,,7.7,67.8,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,True,,,,True,False
40105,112,164.0,,164.9,,157.0,180.0,,,,,112.7,176.6,,,131.0,179.0,74.3,,155.0,146.7,,,,206.0,130.0,157.5,,,,,,,151.2,,,,238.3,126.2,52.0,,52.9,,45.0,68.0,,,,,0.7,64.6,,,19.0,67.0,-37.7,,43.0,34.7,,,,94.0,18.0,45.5,,,,,,,39.2,,,,126.3,14.2,,False,,True,False,,,,,True,False,,,True,False,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
40107,99,122.0,,123.6,,121.0,86.0,,,,,137.3,148.4,,,213.0,63.7,77.9,,72.0,90.5,,,,132.0,117.0,150.8,,,,,,,88.8,,,,156.0,194.6,23.0,,24.6,,22.0,-13.0,,,,,38.3,49.4,,,114.0,-35.3,-21.1,,-27.0,-8.5,,,,33.0,18.0,51.8,,,,,,,-10.2,,,,57.0,95.6,,False,,True,True,,,,,False,False,,,False,False,True,,False,True,,,,False,True,False,,,,,,,True,,,,False,False
40109,6338,9212.0,,9013.5,7001.4,8223.0,5942.0,,,,,6871.3,14040.4,,9639.4,11393.0,10356.1,5194.3,,6373.5,7377.2,,,,9616.0,7776.0,8330.6,,,,,,4919.4,6983.9,9138.0,,,11073.7,6750.5,2874.0,,2675.5,663.4,1885.0,-396.0,,,,,533.3,7702.4,,3301.4,5055.0,4018.1,-1143.7,,35.5,1039.2,,,,3278.0,1438.0,1992.6,,,,,,-1418.6,645.9,2800.0,,,4735.7,412.5,,True,True,True,True,,,,,True,False,,False,False,False,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,True
40111,233,286.0,,299.3,,296.0,218.0,,,,,333.4,377.1,,,613.0,325.3,211.0,,224.0,270.8,,,,355.0,315.0,404.2,,,,,,184.6,248.6,,,,342.1,360.7,53.0,,66.3,,63.0,-15.0,,,,,100.4,144.1,,,380.0,92.3,-22.0,,-9.0,37.8,,,,122.0,82.0,171.2,,,,,,-48.4,15.6,,,,109.1,127.7,,False,,False,True,,,,,False,False,,,False,False,True,,True,True,,,,False,False,False,,,,,,True,True,,,,False,False
40113,387,518.0,,510.0,,465.0,513.0,,,,,433.2,580.5,,,464.0,464.6,332.6,,443.0,464.3,,,,605.0,441.0,510.8,,,,,,468.2,325.0,,,,708.1,457.1,131.0,,123.0,,78.0,126.0,,,,,46.2,193.5,,,77.0,77.6,-54.4,,56.0,77.3,,,,218.0,54.0,123.8,,,,,,81.2,-62.0,,,,321.1,70.1,,True,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
40115,218,396.0,,388.9,,388.0,388.0,,,,,371.8,459.6,,,358.0,357.5,217.4,,446.0,310.4,,,,417.0,324.0,408.4,,,,,,224.6,303.5,,,,503.5,401.1,178.0,,170.9,,170.0,170.0,,,,,153.8,241.6,,,140.0,139.5,-0.6,,228.0,92.4,,,,199.0,106.0,190.4,,,,,,6.6,85.5,,,,285.5,183.1,,True,,True,True,,,,,True,False,,,True,True,True,,False,True,,,,False,True,False,,,,,,True,True,,,,False,False
40117,128,244.0,,242.3,,199.0,198.0,,,,,156.7,267.5,,,195.0,195.6,99.9,,202.0,183.6,,,,271.0,200.0,215.8,,,,,,,164.6,,,,303.5,174.1,116.0,,114.3,,71.0,70.0,,,,,28.7,139.5,,,67.0,67.6,-28.1,,74.0,55.6,,,,143.0,72.0,87.8,,,,,,,36.6,,,,175.5,46.1,,True,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
40119,705,716.0,,622.5,,712.0,639.0,,,,,797.2,1002.7,,,1024.0,1605.6,634.6,,255.0,627.5,,,,1108.0,615.0,806.7,,,,,,373.6,581.7,,,,1219.5,824.1,11.0,,-82.5,,7.0,-66.0,,,,,92.2,297.7,,,319.0,900.6,-70.4,,-450.0,-77.5,,,,403.0,-90.0,101.7,,,,,,-331.4,-123.3,,,,514.5,119.1,,False,,True,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
40121,394,510.0,,524.1,,470.0,413.0,,,,,502.5,556.5,,,754.0,454.1,277.4,,312.0,428.2,,,,590.0,426.0,555.8,,,,,,387.6,375.9,,,,847.7,482.4,116.0,,130.1,,76.0,19.0,,,,,108.5,162.5,,,360.0,60.1,-116.6,,-82.0,34.2,,,,196.0,32.0,161.8,,,,,,-6.4,-18.1,,,,453.7,88.4,,False,,True,True,,,,,True,False,,,False,True,False,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
40123,484,652.0,,636.7,,598.0,663.0,,,,,510.9,740.5,,,706.0,689.9,298.0,,483.0,470.3,,,,739.0,518.0,548.5,,,,,,,446.5,,,,1027.0,532.4,168.0,,152.7,,114.0,179.0,,,,,26.9,256.5,,,222.0,205.9,-186.0,,-1.0,-13.7,,,,255.0,34.0,64.5,,,,,,,-37.5,,,,543.0,48.4,,True,,True,False,,,,,True,False,,,False,False,False,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
40125,552,964.0,,970.6,,853.0,914.0,,,,,851.0,899.0,,,1143.0,813.4,435.7,,490.0,660.4,,,,935.0,789.0,917.5,,,,,,505.7,689.0,,,,1043.4,774.3,412.0,,418.6,,301.0,362.0,,,,,299.0,347.0,,,591.0,261.4,-116.3,,-62.0,108.4,,,,383.0,237.0,365.5,,,,,,-46.3,137.0,,,,491.4,222.3,,False,,True,True,,,,,True,True,,,False,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,False,True
40127,66,124.0,,148.9,,125.0,100.0,,,,,120.4,126.5,,,156.0,311.9,95.7,,66.0,93.8,,,,194.0,125.0,128.6,,,,,,,69.9,,,,180.4,130.6,58.0,,82.9,,59.0,34.0,,,,,54.4,60.5,,,90.0,245.9,29.7,,0.0,27.8,,,,128.0,59.0,62.6,,,,,,,3.9,,,,114.4,64.6,,False,,False,True,,,,,True,False,,,False,False,True,,True,True,,,,False,False,False,,,,,,,True,,,,False,False
40129,32,120.0,,128.5,,67.0,,,,,,34.9,92.9,,,32.0,192.6,62.3,,99.0,62.4,,,,115.0,55.0,64.8,,,,,,,98.3,,,,215.6,,88.0,,96.5,,35.0,,,,,,2.9,60.9,,,0.0,160.6,30.3,,67.0,30.4,,,,83.0,23.0,32.8,,,,,,,66.3,,,,183.6,,,False,,True,,,,,,True,True,,,True,False,True,,True,True,,,,True,True,True,,,,,,,True,,,,False,
40131,910,1194.0,,1237.4,,1145.0,1197.0,,,,,1060.6,1395.4,,,1273.0,1312.3,676.1,,802.0,950.7,,,,1385.0,1009.0,1107.7,,,,,,742.1,948.0,,,,1290.5,1142.7,284.0,,327.4,,235.0,287.0,,,,,150.6,485.4,,,363.0,402.3,-233.9,,-108.0,40.7,,,,475.0,99.0,197.7,,,,,,-167.9,38.0,,,,380.5,232.7,,False,,True,False,,,,,True,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
40133,239,434.0,,433.3,,373.0,502.0,,,,,266.0,396.6,,,464.0,407.2,178.2,,268.0,256.1,,,,474.0,322.0,336.8,,,,,,282.2,289.3,,,,545.9,355.3,195.0,,194.3,,134.0,263.0,,,,,27.0,157.6,,,225.0,168.2,-60.8,,29.0,17.1,,,,235.0,83.0,97.8,,,,,,43.2,50.3,,,,306.9,116.3,,True,,True,False,,,,,True,True,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
40135,329,556.0,,552.2,,505.0,584.0,,,,,416.9,564.9,,,719.0,1301.1,323.0,,474.0,451.0,,,,818.0,488.0,402.2,,,,,,373.5,364.4,,,,726.3,512.0,227.0,,223.2,,176.0,255.0,,,,,87.9,235.9,,,390.0,972.1,-6.0,,145.0,122.0,,,,489.0,159.0,73.2,,,,,,44.5,35.4,,,,397.3,183.0,,True,,True,False,,,,,True,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
40137,487,666.0,,656.5,,554.0,689.0,,,,,496.8,615.4,,,813.0,565.8,315.5,,365.0,501.9,,,,684.0,545.0,548.9,,,,,,353.4,637.3,,,,742.7,523.3,179.0,,169.5,,67.0,202.0,,,,,9.8,128.4,,,326.0,78.8,-171.5,,-122.0,14.9,,,,197.0,58.0,61.9,,,,,,-133.6,150.3,,,,255.7,36.3,,True,,True,False,,,,,True,True,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
40139,93,376.0,,366.9,,237.0,197.0,,,,,187.6,241.5,,,132.0,333.5,178.8,,99.0,197.5,,,,331.0,292.0,214.4,,,,,,204.2,277.2,,,,460.3,347.3,283.0,,273.9,,144.0,104.0,,,,,94.6,148.5,,,39.0,240.5,85.8,,6.0,104.5,,,,238.0,199.0,121.4,,,,,,111.2,184.2,,,,367.3,254.3,,True,,True,True,,,,,True,True,,,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,False,True
40141,57,92.0,,88.5,,75.0,41.0,,,,,72.7,77.7,,,102.0,143.0,32.8,,54.0,58.1,,,,68.0,74.0,77.3,,,,,,,101.8,,,,82.9,57.5,35.0,,31.5,,18.0,-16.0,,,,,15.7,20.7,,,45.0,86.0,-24.2,,-3.0,1.1,,,,11.0,17.0,20.3,,,,,,,44.8,,,,25.9,0.5,,True,,True,True,,,,,True,True,,,False,False,True,,True,True,,,,True,True,True,,,,,,,False,,,,True,True
40143,6099,8376.0,,8437.7,6775.6,7323.0,6153.0,,,,,6388.4,12635.3,,8612.8,9403.0,8367.3,4488.2,,6567.5,7185.2,,,,8800.0,6843.0,7030.2,,,,,,6352.0,6343.7,7449.0,,,9757.2,5870.3,2277.0,,2338.7,676.6,1224.0,54.0,,,,,289.4,6536.3,,2513.8,3304.0,2268.3,-1610.8,,468.5,1086.2,,,,2701.0,744.0,931.2,,,,,,253.0,244.7,1350.0,,,3658.2,-228.7,,False,True,True,True,,,,,True,False,,False,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,True
40145,806,1438.0,,1438.9,,1081.0,1738.0,,,,,793.7,1524.0,,,1201.0,935.9,682.0,,987.0,1024.6,,,,1496.0,1018.0,1028.1,,,,,,959.4,984.0,,,,2278.4,1113.3,632.0,,632.9,,275.0,932.0,,,,,-12.3,718.0,,,395.0,129.9,-124.0,,181.0,218.6,,,,690.0,212.0,222.1,,,,,,153.4,178.0,,,,1472.4,307.3,,False,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
40147,344,568.0,,531.2,,518.0,833.0,,,,,408.6,675.5,,,641.0,693.5,286.8,,341.5,448.2,,,,668.0,472.0,527.4,,,,,,360.2,494.9,,,,524.6,457.5,224.0,,187.2,,174.0,489.0,,,,,64.6,331.5,,,297.0,349.5,-57.2,,-2.5,104.2,,,,324.0,128.0,183.4,,,,,,16.2,150.9,,,,180.6,113.5,,True,,True,False,,,,,True,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
40149,61,160.0,,161.6,,134.0,163.0,,,,,98.1,128.3,,,137.0,97.2,72.7,,68.0,97.8,,,,147.0,126.0,144.0,,,,,,,119.2,,,,169.6,119.3,99.0,,100.6,,73.0,102.0,,,,,37.1,67.3,,,76.0,36.2,11.7,,7.0,36.8,,,,86.0,65.0,83.0,,,,,,,58.2,,,,108.6,58.3,,False,,True,False,,,,,True,True,,,True,True,True,,True,True,,,,True,True,True,,,,,,,True,,,,False,True
40151,42,78.0,,75.9,,75.0,104.0,,,,,103.8,120.8,,,67.0,14.3,53.8,,35.0,65.4,,,,83.0,76.0,91.3,,,,,,,104.2,,,,108.0,86.7,36.0,,33.9,,33.0,62.0,,,,,61.8,78.8,,,25.0,-27.7,11.8,,-7.0,23.4,,,,41.0,34.0,49.3,,,,,,,62.2,,,,66.0,44.7,,True,,True,False,,,,,False,False,,,True,True,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,False
