,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
20135,94,28.0,,,,0.0,0.1,7.5,13.6,,69.0,-66.0,,,,-94.0,-93.9,-86.5,-80.4,,-25.0,,,,False,False,False,False,,True
20137,107,0.0,,,,16.0,0.5,6.0,0.1,,0.0,-107.0,,,,-91.0,-106.5,-101.0,-106.9,,-107.0,,,,True,True,True,True,,False
20139,73,42.0,,,,83.0,0.9,7.0,36.9,,22.0,-31.0,,,,10.0,-72.1,-66.0,-36.1,,-51.0,,,,True,False,False,False,,False
20141,11,0.0,,,,7.0,0.0,0.7,1.1,,0.0,-11.0,,,,-4.0,-11.0,-10.3,-9.9,,-11.0,,,,True,True,True,True,,False
20143,52,14.0,,,,28.0,0.7,9.3,19.3,,5.0,-38.0,,,,-24.0,-51.3,-42.7,-32.7,,-47.0,,,,True,False,False,True,,False
20145,389,91.0,,,,22.0,,8.1,,,34.0,-298.0,,,,-367.0,,-380.9,,,-355.0,,,,False,,False,,,False
20147,92,21.0,,,,20.0,1.9,0.0,35.1,,0.0,-71.0,,,,-72.0,-90.1,-92.0,-56.9,,-92.0,,,,False,False,False,True,,False
20149,177,140.0,,,,177.0,28.9,36.4,75.5,,404.0,-37.0,,,,0.0,-148.1,-140.6,-101.5,,227.0,,,,True,False,False,False,,False
20151,52,14.0,,,,25.0,1.8,22.2,10.1,,12.0,-38.0,,,,-27.0,-50.2,-29.8,-41.9,,-40.0,,,,True,False,True,False,,False
20153,71,0.0,,,,0.0,,0.0,,,,-71.0,,,,-71.0,,-71.0,,,,,,,False,,False,,,
20155,842,1141.0,,,,557.0,514.6,3320.5,603.0,,444.0,299.0,,,,-285.0,-327.4,2478.5,-239.0,,-398.0,,,,True,False,False,True,,False
20157,21,21.0,,,,19.0,0.9,1.8,43.7,,78.0,0.0,,,,-2.0,-20.1,-19.2,22.7,,57.0,,,,False,False,False,False,,False
20159,57,21.0,,,,41.0,0.6,1.8,,,17.0,-36.0,,,,-16.0,-56.4,-55.2,,,-40.0,,,,True,False,False,,,False
20161,1380,882.0,,,,546.0,205.2,56.1,602.5,,1049.0,-498.0,,,,-834.0,-1174.8,-1323.9,-777.5,,-331.0,,,,False,False,False,False,,True
20163,108,14.0,,,,9.0,0.2,2.4,,,24.0,-94.0,,,,-99.0,-107.8,-105.6,,,-84.0,,,,False,False,False,,,True
20165,69,14.0,,,,2.0,,4.9,7.6,,2.0,-55.0,,,,-67.0,,-64.1,-61.4,,-67.0,,,,False,,False,False,,False
20167,122,0.0,,,,16.0,,1.0,,,1.0,-122.0,,,,-106.0,,-121.0,,,-121.0,,,,True,,True,,,True
20169,450,329.0,,,,438.0,13.5,104.4,270.9,,154.0,-121.0,,,,-12.0,-436.5,-345.6,-179.1,,-296.0,,,,True,False,False,False,,False
20171,53,231.0,,,,23.0,2.3,38.2,135.4,,26.0,178.0,,,,-30.0,-50.7,-14.8,82.4,,-27.0,,,,True,True,True,True,,True
20173,3628,3451.0,,,,4865.0,7125.4,1758.9,1613.1,,6121.0,-177.0,,,,1237.0,3497.4,-1869.1,-2014.9,,2493.0,,,,False,False,False,False,,False
20175,545,1001.0,,,,801.0,20.4,122.2,593.8,,0.0,456.0,,,,256.0,-524.6,-422.8,48.8,,-545.0,,,,True,False,True,True,,False
20177,1074,1582.0,,,,1870.0,400.9,679.0,812.3,,835.0,508.0,,,,796.0,-673.1,-395.0,-261.7,,-239.0,,,,False,False,True,True,,True
20179,54,14.0,,,,2.0,0.1,3.0,5.2,,53.0,-40.0,,,,-52.0,-53.9,-51.0,-48.8,,-1.0,,,,False,False,False,False,,True
20181,92,0.0,,,,13.0,0.2,6.1,,,0.0,-92.0,,,,-79.0,-91.8,-85.9,,,-92.0,,,,True,True,True,,,False
20183,12,0.0,,,,7.0,0.0,0.0,0.0,,0.0,-12.0,,,,-5.0,-12.0,-12.0,-12.0,,-12.0,,,,True,True,False,True,,False
20185,52,56.0,,,,9.0,0.4,3.3,20.2,,51.0,4.0,,,,-43.0,-51.6,-48.7,-31.8,,-1.0,,,,False,False,False,False,,True
20187,56,0.0,,,,9.0,0.2,29.1,12.8,,1.0,-56.0,,,,-47.0,-55.8,-26.9,-43.2,,-55.0,,,,True,True,True,True,,True
20189,123,7.0,,,,45.0,1.1,0.6,5.0,,9.0,-116.0,,,,-78.0,-121.9,-122.4,-118.0,,-114.0,,,,True,False,False,False,,True
20191,118,42.0,,,,164.0,1.2,28.4,66.7,,37.0,-76.0,,,,46.0,-116.8,-89.6,-51.3,,-81.0,,,,True,False,False,True,,False
20193,142,56.0,,,,27.0,,84.4,136.4,,22.0,-86.0,,,,-115.0,,-57.6,-5.6,,-120.0,,,,False,,True,True,,False
20195,60,0.0,,,,0.0,0.1,1.5,0.9,,0.0,-60.0,,,,-60.0,-59.9,-58.5,-59.1,,-60.0,,,,False,True,True,True,,False
20197,24,49.0,,,,32.0,0.8,10.0,18.4,,129.0,25.0,,,,8.0,-23.2,-14.0,-5.6,,105.0,,,,True,True,True,True,,False
20199,19,7.0,,,,0.0,,0.0,,,0.0,-12.0,,,,-19.0,,-19.0,,,-19.0,,,,False,,False,,,False
20201,24,7.0,,,,10.0,,0.1,3.2,,112.0,-17.0,,,,-14.0,,-23.9,-20.8,,88.0,,,,True,,False,False,,False
20203,4,0.0,,,,3.0,,0.0,1.8,,0.0,-4.0,,,,-1.0,,-4.0,-2.2,,-4.0,,,,True,,False,True,,False
20205,65,14.0,,,,42.0,0.2,1.7,,,158.0,-51.0,,,,-23.0,-64.8,-63.3,,,93.0,,,,True,False,False,,,False
20207,13,0.0,,,,9.0,0.1,1.8,0.0,,0.0,-13.0,,,,-4.0,-12.9,-11.2,-13.0,,-13.0,,,,True,True,True,True,,False
20209,1941,2268.0,,,,2838.0,695.9,2306.8,1228.2,,1065.0,327.0,,,,897.0,-1245.1,365.8,-712.8,,-876.0,,,,False,False,False,False,,False
21001,134,140.0,,,,119.0,27.4,57.3,60.4,,146.0,6.0,,,,-15.0,-106.6,-76.7,-73.6,,12.0,,,,False,False,False,False,,False
21003,197,49.0,,,,108.0,3.0,46.4,21.9,,31.0,-148.0,,,,-89.0,-194.0,-150.6,-175.1,,-166.0,,,,True,False,False,False,,False
21005,90,91.0,,,,53.0,10.0,30.1,186.3,,73.0,1.0,,,,-37.0,-80.0,-59.9,96.3,,-17.0,,,,False,False,False,False,,False
21007,21,14.0,,,,83.0,1.8,13.5,18.5,,5.0,-7.0,,,,62.0,-19.2,-7.5,-2.5,,-16.0,,,,False,False,False,True,,False
21009,382,294.0,,,,290.0,99.8,72.1,211.3,,215.0,-88.0,,,,-92.0,-282.2,-309.9,-170.7,,-167.0,,,,False,False,False,False,,False
21011,42,77.0,,,,43.0,3.5,10.1,89.1,,171.0,35.0,,,,1.0,-38.5,-31.9,47.1,,129.0,,,,True,False,True,False,,False
21013,189,203.0,,,,207.0,68.2,197.9,374.4,,93.0,14.0,,,,18.0,-120.8,8.9,185.4,,-96.0,,,,False,False,True,False,,False
21015,543,483.0,,,,858.0,80.5,54.1,347.7,,363.0,-60.0,,,,315.0,-462.5,-488.9,-195.3,,-180.0,,,,False,False,False,False,,False
21017,135,49.0,,,,90.0,7.1,7.1,75.4,,51.0,-86.0,,,,-45.0,-127.9,-127.9,-59.6,,-84.0,,,,True,False,False,True,,True
21019,335,91.0,,,,264.0,13.1,13.4,61.1,,71.0,-244.0,,,,-71.0,-321.9,-321.6,-273.9,,-264.0,,,,True,False,False,False,,False
21021,156,126.0,,,,216.0,11.7,9.3,54.9,,77.0,-30.0,,,,60.0,-144.3,-146.7,-101.1,,-79.0,,,,False,False,False,False,,False
21023,7,0.0,,,,21.0,2.4,0.0,5.3,,3.0,-7.0,,,,14.0,-4.6,-7.0,-1.7,,-4.0,,,,False,True,False,True,,True
21025,61,42.0,,,,51.0,3.0,18.6,39.0,,56.0,-19.0,,,,-10.0,-58.0,-42.5,-22.0,,-5.0,,,,True,False,False,False,,True
21027,59,49.0,,,,41.0,6.8,10.0,57.9,,24.0,-10.0,,,,-18.0,-52.2,-49.0,-1.1,,-35.0,,,,False,False,False,True,,False
21029,507,679.0,,,,382.0,573.6,102.8,700.3,,630.0,172.0,,,,-125.0,66.6,-404.2,193.3,,123.0,,,,True,True,False,False,,True
21031,62,49.0,,,,56.0,2.7,49.7,37.5,,57.0,-13.0,,,,-6.0,-59.3,-12.3,-24.5,,-5.0,,,,True,False,True,False,,True
21033,130,49.0,,,,73.0,3.9,19.3,26.5,,52.0,-81.0,,,,-57.0,-126.1,-110.7,-103.5,,-78.0,,,,True,False,False,False,,True
21035,406,392.0,,,,297.0,127.2,46.3,754.4,,378.0,-14.0,,,,-109.0,-278.8,-359.6,348.4,,-28.0,,,,False,False,False,False,,False
21037,324,266.0,,,,565.0,67.3,44.9,162.9,,159.0,-58.0,,,,241.0,-256.7,-279.1,-161.1,,-165.0,,,,False,False,False,False,,False
21039,31,35.0,,,,64.0,3.3,9.5,,,11.0,4.0,,,,33.0,-27.7,-21.5,,,-20.0,,,,False,False,False,,,False
21041,27,98.0,,,,53.0,24.7,36.2,331.1,,60.0,71.0,,,,26.0,-2.3,9.2,304.1,,33.0,,,,True,True,True,False,,True
21043,146,35.0,,,,114.0,0.9,0.0,100.0,,21.0,-111.0,,,,-32.0,-145.1,-146.0,-46.0,,-125.0,,,,True,False,False,True,,False
21045,64,70.0,,,,61.0,11.4,77.5,132.3,,26.0,6.0,,,,-3.0,-52.6,13.5,68.3,,-38.0,,,,True,False,False,False,,False
21047,854,1106.0,,,,558.0,416.9,11.3,465.4,,1477.0,252.0,,,,-296.0,-437.1,-842.7,-388.6,,623.0,,,,False,False,False,False,,False
21049,176,238.0,,,,187.0,64.2,57.5,148.8,,575.0,62.0,,,,11.0,-111.8,-118.5,-27.2,,399.0,,,,True,False,False,True,,False
21051,167,77.0,,,,132.0,9.2,51.2,136.5,,46.0,-90.0,,,,-35.0,-157.8,-115.8,-30.5,,-121.0,,,,True,False,False,True,,False
21053,100,119.0,,,,66.0,3.6,13.5,,,183.0,19.0,,,,-34.0,-96.4,-86.5,,,83.0,,,,False,False,False,,,False
21055,93,28.0,,,,52.0,2.7,10.2,27.3,,43.0,-65.0,,,,-41.0,-90.3,-82.8,-65.7,,-50.0,,,,True,False,False,False,,True
21057,38,63.0,,,,30.0,7.1,0.0,,,24.0,25.0,,,,-8.0,-30.9,-38.0,,,-14.0,,,,True,False,False,,,True
21059,806,364.0,,,,559.0,206.1,56.4,219.0,,337.0,-442.0,,,,-247.0,-599.9,-749.6,-587.0,,-469.0,,,,True,False,False,False,,False
21061,33,7.0,,,,29.0,0.0,6.2,53.2,,5.0,-26.0,,,,-4.0,-33.0,-26.8,20.2,,-28.0,,,,True,False,False,True,,False
21063,39,28.0,,,,35.0,0.9,3.0,,,23.0,-11.0,,,,-4.0,-38.1,-36.0,,,-16.0,,,,True,False,False,,,False
21065,195,7.0,,,,43.0,3.8,0.0,,,1.0,-188.0,,,,-152.0,-191.2,-195.0,,,-194.0,,,,True,False,False,,,False
21067,5421,1939.0,,,,2476.0,996.4,177.9,1476.8,,1105.0,-3482.0,,,,-2945.0,-4424.6,-5243.1,-3944.2,,-4316.0,,,,True,False,False,False,,False
21069,29,7.0,,,,60.0,17.5,2.1,28.4,,4.0,-22.0,,,,31.0,-11.5,-26.9,-0.6,,-25.0,,,,False,True,False,True,,False
21071,100,91.0,,,,152.0,18.7,77.4,182.5,,80.0,-9.0,,,,52.0,-81.3,-22.6,82.5,,-20.0,,,,False,False,False,False,,False
21073,333,553.0,,,,350.0,133.9,122.3,352.2,,648.0,220.0,,,,17.0,-199.1,-210.7,19.2,,315.0,,,,True,True,True,True,,False
21075,89,77.0,,,,110.0,7.7,6.4,159.5,,22.0,-12.0,,,,21.0,-81.3,-82.6,70.5,,-67.0,,,,False,False,False,False,,False
21077,22,35.0,,,,27.0,7.8,5.9,48.0,,64.0,13.0,,,,5.0,-14.2,-16.1,26.0,,42.0,,,,True,False,False,False,,False
21079,108,56.0,,,,59.0,33.2,60.5,139.2,,40.0,-52.0,,,,-49.0,-74.8,-47.5,31.2,,-68.0,,,,True,False,True,True,,False
21081,69,35.0,,,,88.0,1.9,14.3,31.8,,7.0,-34.0,,,,19.0,-67.1,-54.7,-37.2,,-62.0,,,,True,False,False,False,,False
21083,206,238.0,,,,425.0,35.2,34.0,120.6,,92.0,32.0,,,,219.0,-170.8,-171.9,-85.4,,-114.0,,,,False,False,False,False,,False
21085,192,126.0,,,,154.0,14.5,38.4,146.6,,89.0,-66.0,,,,-38.0,-177.5,-153.6,-45.4,,-103.0,,,,True,False,False,True,,False
21087,194,266.0,,,,31.0,10.5,40.0,,,333.0,72.0,,,,-163.0,-183.5,-154.0,,,139.0,,,,False,False,False,,,False
21089,325,189.0,,,,178.0,41.0,30.6,254.4,,244.0,-136.0,,,,-147.0,-284.0,-294.4,-70.6,,-81.0,,,,False,False,False,True,,True
21091,49,21.0,,,,18.0,7.2,1.7,23.3,,10.0,-28.0,,,,-31.0,-41.8,-47.3,-25.7,,-39.0,,,,False,False,False,True,,False
21093,690,623.0,,,,596.0,127.4,36.6,581.3,,380.0,-67.0,,,,-94.0,-562.6,-653.4,-108.7,,-310.0,,,,False,False,False,False,,False
21095,255,77.0,,,,138.0,9.2,41.6,159.4,,25.0,-178.0,,,,-117.0,-245.8,-213.4,-95.6,,-230.0,,,,True,False,False,True,,False
21097,68,112.0,,,,89.0,6.9,38.4,84.9,,218.0,44.0,,,,21.0,-61.1,-29.6,16.9,,150.0,,,,True,False,True,True,,False
21099,89,63.0,,,,53.0,2.2,46.6,148.7,,16.0,-26.0,,,,-36.0,-86.8,-42.4,59.7,,-73.0,,,,False,False,False,False,,False
21101,656,245.0,,,,271.0,139.4,81.0,191.0,,187.0,-411.0,,,,-385.0,-516.6,-575.0,-465.0,,-469.0,,,,True,False,False,False,,False
21103,68,91.0,,,,58.0,6.4,11.4,102.4,,52.0,23.0,,,,-10.0,-61.6,-56.6,34.4,,-16.0,,,,True,False,False,False,,True
21105,27,35.0,,,,57.0,8.6,2.9,,,8.0,8.0,,,,30.0,-18.4,-24.1,,,-19.0,,,,False,False,False,,,False
21107,337,231.0,,,,272.0,67.5,82.4,181.1,,263.0,-106.0,,,,-65.0,-269.5,-254.6,-155.9,,-74.0,,,,True,False,False,False,,True
21109,229,119.0,,,,59.0,20.9,51.2,105.3,,150.0,-110.0,,,,-170.0,-208.1,-177.8,-123.7,,-79.0,,,,False,False,False,False,,True
21111,7234,7980.0,,,,7812.0,2945.0,1043.2,9760.4,,4698.0,746.0,,,,578.0,-4289.0,-6190.8,2526.4,,-2536.0,,,,True,False,False,False,,False
21113,323,273.0,,,,302.0,79.4,35.4,150.3,,173.0,-50.0,,,,-21.0,-243.6,-287.6,-172.7,,-150.0,,,,True,False,False,False,,False
21115,91,126.0,,,,91.0,20.2,10.6,,,83.0,35.0,,,,0.0,-70.8,-80.4,,,-8.0,,,,True,False,False,,,True
21117,607,763.0,,,,1209.0,163.9,77.6,559.1,,654.0,156.0,,,,602.0,-443.1,-529.4,-47.9,,47.0,,,,False,False,False,True,,True
21119,166,84.0,,,,48.0,18.8,8.4,139.3,,45.0,-82.0,,,,-118.0,-147.2,-157.6,-26.7,,-121.0,,,,False,False,False,True,,False
21121,318,266.0,,,,220.0,54.9,14.8,212.6,,201.0,-52.0,,,,-98.0,-263.1,-303.2,-105.4,,-117.0,,,,False,False,False,False,,False
21123,95,70.0,,,,32.0,7.8,26.2,50.9,,68.0,-25.0,,,,-63.0,-87.2,-68.8,-44.1,,-27.0,,,,False,False,False,False,,False
21125,620,217.0,,,,396.0,56.7,26.8,309.2,,96.0,-403.0,,,,-224.0,-563.3,-593.2,-310.8,,-524.0,,,,True,False,False,True,,False
21127,43,14.0,,,,57.0,2.3,2.3,13.2,,10.0,-29.0,,,,14.0,-40.7,-40.7,-29.8,,-33.0,,,,True,False,False,False,,False
21129,13,42.0,,,,21.0,0.4,24.4,25.9,,231.0,29.0,,,,8.0,-12.6,11.4,12.9,,218.0,,,,True,True,True,True,,False
21131,66,28.0,,,,37.0,3.4,9.5,15.6,,20.0,-38.0,,,,-29.0,-62.6,-56.5,-50.4,,-46.0,,,,True,False,False,False,,False
21133,178,7.0,,,,88.0,16.3,0.7,63.9,,5.0,-171.0,,,,-90.0,-161.7,-177.3,-114.1,,-173.0,,,,True,True,False,True,,False
21135,136,224.0,,,,44.0,117.7,53.7,152.9,,180.0,88.0,,,,-92.0,-18.3,-82.3,16.9,,44.0,,,,False,True,True,True,,True
21137,116,77.0,,,,131.0,21.7,25.4,58.0,,66.0,-39.0,,,,15.0,-94.3,-90.6,-58.0,,-50.0,,,,True,False,False,False,,False
21139,61,21.0,,,,68.0,2.1,14.8,6.0,,25.0,-40.0,,,,7.0,-58.9,-46.2,-55.0,,-36.0,,,,True,False,False,False,,True
21141,271,161.0,,,,191.0,22.7,135.8,89.4,,89.0,-110.0,,,,-80.0,-248.3,-135.2,-181.6,,-182.0,,,,True,False,False,False,,False
21143,55,14.0,,,,56.0,1.5,9.1,9.9,,14.0,-41.0,,,,1.0,-53.5,-45.9,-45.1,,-41.0,,,,True,False,False,False,,False
21145,399,364.0,,,,662.0,100.4,69.9,337.3,,427.0,-35.0,,,,263.0,-298.6,-329.1,-61.7,,28.0,,,,False,False,False,False,,True
21147,162,49.0,,,,87.0,3.4,10.4,15.5,,63.0,-113.0,,,,-75.0,-158.6,-151.6,-146.5,,-99.0,,,,True,False,False,False,,True
21149,52,42.0,,,,23.0,2.7,16.3,16.0,,123.0,-10.0,,,,-29.0,-49.3,-35.7,-36.0,,71.0,,,,False,False,False,False,,False
21151,1237,889.0,,,,483.0,185.7,58.4,1240.7,,466.0,-348.0,,,,-754.0,-1051.3,-1178.6,3.7,,-771.0,,,,False,False,False,True,,False
21153,54,77.0,,,,44.0,9.4,9.8,,,36.0,23.0,,,,-10.0,-44.6,-44.1,,,-18.0,,,,True,False,False,,,True
21155,117,182.0,,,,80.0,11.7,14.9,137.7,,226.0,65.0,,,,-37.0,-105.3,-102.1,20.7,,109.0,,,,True,False,False,True,,False
21157,195,133.0,,,,267.0,18.5,102.2,184.0,,279.0,-62.0,,,,72.0,-176.5,-92.8,-11.0,,84.0,,,,False,False,False,True,,False
21159,50,56.0,,,,43.0,7.0,26.7,,,84.0,6.0,,,,-7.0,-43.0,-23.3,,,34.0,,,,False,False,False,,,False
21161,72,105.0,,,,83.0,20.2,0.0,142.9,,399.0,33.0,,,,11.0,-51.8,-72.0,70.9,,327.0,,,,True,False,False,False,,False
21163,158,98.0,,,,68.0,10.7,25.7,64.1,,144.0,-60.0,,,,-90.0,-147.3,-132.2,-93.9,,-14.0,,,,False,False,False,False,,True
21165,42,0.0,,,,16.0,1.2,5.2,4.6,,0.0,-42.0,,,,-26.0,-40.8,-36.8,-37.4,,-42.0,,,,True,True,True,True,,False
21167,181,98.0,,,,68.0,25.4,0.0,47.1,,100.0,-83.0,,,,-113.0,-155.6,-181.0,-133.9,,-81.0,,,,False,False,False,False,,True
21169,65,84.0,,,,25.0,8.7,28.9,77.8,,57.0,19.0,,,,-40.0,-56.3,-36.1,12.8,,-8.0,,,,False,False,False,True,,True
21171,120,49.0,,,,59.0,3.4,0.4,200.9,,73.0,-71.0,,,,-61.0,-116.6,-119.6,80.9,,-47.0,,,,True,False,False,False,,True
21173,161,217.0,,,,151.0,24.1,107.3,178.7,,437.0,56.0,,,,-10.0,-136.9,-53.7,17.7,,276.0,,,,True,False,True,True,,False
21175,57,35.0,,,,59.0,3.2,23.2,12.7,,168.0,-22.0,,,,2.0,-53.8,-33.8,-44.3,,111.0,,,,True,False,False,False,,False
21177,196,98.0,,,,190.0,10.9,29.3,80.9,,61.0,-98.0,,,,-6.0,-185.1,-166.7,-115.1,,-135.0,,,,True,False,False,False,,False
21179,272,413.0,,,,240.0,112.4,183.0,200.4,,479.0,141.0,,,,-32.0,-159.6,-89.0,-71.6,,207.0,,,,True,False,True,True,,False
21181,42,7.0,,,,21.0,1.4,1.9,2.9,,115.0,-35.0,,,,-21.0,-40.6,-40.1,-39.1,,73.0,,,,True,False,False,False,,False
21183,146,49.0,,,,151.0,4.2,37.2,49.0,,18.0,-97.0,,,,5.0,-141.8,-108.8,-97.0,,-128.0,,,,True,False,False,True,,False
21185,499,560.0,,,,428.0,117.4,31.5,674.0,,501.0,61.0,,,,-71.0,-381.6,-467.5,175.0,,2.0,,,,False,False,False,False,,True
21187,33,63.0,,,,29.0,10.8,25.2,,,37.0,30.0,,,,-4.0,-22.2,-7.8,,,4.0,,,,True,True,True,,,True
21189,27,70.0,,,,12.0,1.3,8.5,,,97.0,43.0,,,,-15.0,-25.7,-18.5,,,70.0,,,,True,True,True,,,False
21191,51,49.0,,,,38.0,4.5,26.4,49.3,,50.0,-2.0,,,,-13.0,-46.5,-24.6,-1.7,,-1.0,,,,False,False,False,True,,True
21193,104,98.0,,,,162.0,17.7,19.9,213.4,,30.0,-6.0,,,,58.0,-86.3,-84.1,109.4,,-74.0,,,,False,False,False,False,,False
21195,269,196.0,,,,241.0,47.7,30.4,209.7,,449.0,-73.0,,,,-28.0,-221.3,-238.6,-59.3,,180.0,,,,True,False,False,True,,False
21197,53,14.0,,,,44.0,20.7,5.5,,,6.0,-39.0,,,,-9.0,-32.3,-47.5,,,-47.0,,,,True,True,False,,,False
21199,438,427.0,,,,447.0,166.9,53.3,343.1,,259.0,-11.0,,,,9.0,-271.1,-384.7,-94.9,,-179.0,,,,True,False,False,False,,False
21201,10,0.0,,,,0.0,,1.0,0.8,,0.0,-10.0,,,,-10.0,,-9.0,-9.2,,-10.0,,,,False,,True,True,,False
21203,116,147.0,,,,67.0,26.3,21.3,102.7,,150.0,31.0,,,,-49.0,-89.7,-94.7,-13.3,,34.0,,,,False,False,False,True,,False
21205,200,7.0,,,,97.0,16.0,1.0,41.3,,5.0,-193.0,,,,-103.0,-184.0,-199.0,-158.7,,-195.0,,,,True,True,False,True,,False
21207,138,77.0,,,,112.0,4.3,30.0,52.8,,46.0,-61.0,,,,-26.0,-133.7,-108.0,-85.2,,-92.0,,,,True,False,False,False,,False
21209,410,504.0,,,,370.0,153.3,89.5,647.0,,336.0,94.0,,,,-40.0,-256.7,-320.5,237.0,,-74.0,,,,True,False,False,False,,True
21211,310,343.0,,,,379.0,90.8,269.5,236.8,,265.0,33.0,,,,69.0,-219.2,-40.5,-73.2,,-45.0,,,,False,False,False,False,,False
21213,110,147.0,,,,82.0,8.9,60.0,122.7,,204.0,37.0,,,,-28.0,-101.1,-50.0,12.7,,94.0,,,,True,False,False,True,,False
21215,88,98.0,,,,46.0,9.2,20.1,148.2,,41.0,10.0,,,,-42.0,-78.8,-67.8,60.2,,-47.0,,,,False,False,False,False,,False
21217,177,161.0,,,,156.0,77.7,67.4,227.1,,65.0,-16.0,,,,-21.0,-99.3,-109.6,50.1,,-112.0,,,,False,False,False,False,,False
21219,177,70.0,,,,37.0,2.4,3.8,38.8,,367.0,-107.0,,,,-140.0,-174.6,-173.2,-138.2,,190.0,,,,False,False,False,False,,False
21221,144,28.0,,,,100.0,10.1,0.0,87.3,,28.0,-116.0,,,,-44.0,-133.9,-144.0,-56.7,,-116.0,,,,True,False,False,True,,False
21223,37,28.0,,,,18.0,2.6,7.5,,,81.0,-9.0,,,,-19.0,-34.4,-29.5,,,44.0,,,,False,False,False,,,False
21225,338,42.0,,,,74.0,11.2,8.7,80.9,,20.0,-296.0,,,,-264.0,-326.8,-329.3,-257.1,,-318.0,,,,True,False,False,True,,False
21227,1660,1372.0,,,,981.0,1172.1,491.7,1352.0,,733.0,-288.0,,,,-679.0,-487.9,-1168.3,-308.0,,-927.0,,,,False,False,False,False,,False
21229,54,98.0,,,,41.0,39.8,27.5,215.9,,57.0,44.0,,,,-13.0,-14.2,-26.5,161.9,,3.0,,,,True,True,True,False,,True
21231,116,42.0,,,,120.0,8.0,19.7,24.1,,13.0,-74.0,,,,4.0,-108.0,-96.3,-91.9,,-103.0,,,,True,False,False,False,,False
21233,152,28.0,,,,55.0,9.6,6.1,22.1,,13.0,-124.0,,,,-97.0,-142.4,-145.9,-129.9,,-139.0,,,,True,False,False,False,,False
21235,418,21.0,,,,257.0,39.3,93.0,48.6,,4.0,-397.0,,,,-161.0,-378.7,-325.0,-369.4,,-414.0,,,,True,True,True,True,,False
21237,33,70.0,,,,16.0,2.1,20.3,,,150.0,37.0,,,,-17.0,-30.9,-12.7,,,117.0,,,,True,True,True,,,False
21239,124,133.0,,,,110.0,49.7,25.8,107.0,,94.0,9.0,,,,-14.0,-74.3,-98.2,-17.0,,-30.0,,,,False,False,False,False,,False
22001,299,357.0,,,,968.0,108.4,186.2,359.0,,53.0,58.0,,,,669.0,-190.6,-112.8,60.0,,-246.0,,,,False,False,False,False,,False
22003,333,245.0,,,,528.0,74.7,272.8,394.8,,0.0,-88.0,,,,195.0,-258.3,-60.2,61.8,,-333.0,,,,False,False,True,True,,False
22005,689,1113.0,,,,974.0,575.9,793.5,752.0,,348.0,424.0,,,,285.0,-113.1,104.5,63.0,,-341.0,,,,True,True,True,True,,True
22007,155,154.0,,,,266.0,38.6,54.7,167.0,,50.0,-1.0,,,,111.0,-116.4,-100.3,12.0,,-105.0,,,,False,False,False,False,,False
22009,422,406.0,,,,415.0,93.2,184.3,278.1,,102.0,-16.0,,,,-7.0,-328.8,-237.7,-143.9,,-320.0,,,,True,False,False,False,,False
22011,136,350.0,,,,653.0,70.9,261.0,272.1,,123.0,214.0,,,,517.0,-65.1,125.0,136.1,,-13.0,,,,False,True,True,True,,True
22013,131,77.0,,,,126.0,3.9,19.7,78.4,,18.0,-54.0,,,,-5.0,-127.1,-111.3,-52.6,,-113.0,,,,True,False,False,True,,False
22015,1014,525.0,,,,1178.0,222.5,278.8,469.6,,126.0,-489.0,,,,164.0,-791.5,-735.2,-544.4,,-888.0,,,,True,False,False,False,,False
22017,2068,1575.0,,,,2581.0,783.9,1165.8,1682.7,,461.0,-493.0,,,,513.0,-1284.1,-902.2,-385.3,,-1607.0,,,,False,False,False,True,,False
22019,830,1554.0,,,,3053.0,1021.2,279.4,955.3,,359.0,724.0,,,,2223.0,191.2,-550.6,125.3,,-471.0,,,,False,True,True,True,,True
22021,62,203.0,,,,91.0,17.6,78.2,210.7,,93.0,141.0,,,,29.0,-44.4,16.2,148.7,,31.0,,,,True,True,True,False,,True
22023,85,7.0,,,,25.0,0.2,4.5,85.9,,2.0,-78.0,,,,-60.0,-84.8,-80.5,0.9,,-83.0,,,,True,False,False,True,,False
22025,111,182.0,,,,96.0,67.5,157.3,140.6,,52.0,71.0,,,,-15.0,-43.5,46.3,29.6,,-59.0,,,,True,True,True,True,,True
22027,249,196.0,,,,181.0,73.3,72.1,104.9,,57.0,-53.0,,,,-68.0,-175.7,-176.9,-144.1,,-192.0,,,,False,False,False,False,,False
