,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
41013,16,0.0,0.0,,,,1.0,0.2,,2.3,12.1,,0.0,-16.0,-16.0,,,,-15.0,-15.8,,-13.7,-3.9,,-16.0,False,,,,True,True,,True,True,,False
41015,18,0.0,0.0,,,,0.0,0.0,,0.5,,,1.0,-18.0,-18.0,,,,-18.0,-18.0,,-17.5,,,-17.0,False,,,,False,True,,True,,,True
41017,291,138.0,72.0,,,,363.0,24.0,216.8,15.6,138.5,,69.0,-153.0,-219.0,,,,72.0,-267.0,-74.2,-275.4,-152.5,,-222.0,False,,,,True,False,True,False,True,,False
41019,107,48.0,16.0,,,,144.0,4.0,102.1,5.1,26.1,,24.0,-59.0,-91.0,,,,37.0,-103.0,-4.9,-101.9,-80.9,,-83.0,False,,,,True,False,True,False,False,,False
41021,6,0.0,0.0,,,,0.0,,,0.0,0.6,,0.0,-6.0,-6.0,,,,-6.0,,,-6.0,-5.4,,-6.0,False,,,,False,,,False,True,,False
41023,4,0.0,0.0,,,,10.0,0.0,,0.5,1.6,,75.0,-4.0,-4.0,,,,6.0,-4.0,,-3.5,-2.4,,71.0,False,,,,False,True,,True,True,,False
41025,1,6.0,0.0,,,,18.0,0.0,,0.0,,,7.0,5.0,-1.0,,,,17.0,-1.0,,-1.0,,,6.0,True,,,,False,True,,True,,,False
41027,44,0.0,4.0,,,,13.0,17.3,0.0,0.2,38.7,,2.0,-44.0,-40.0,,,,-31.0,-26.7,-44.0,-43.8,-5.3,,-42.0,True,,,,True,True,True,True,True,,True
41029,564,714.0,768.0,,,,490.0,427.6,942.2,393.9,447.9,,688.0,150.0,204.0,,,,-74.0,-136.4,378.2,-170.1,-116.1,,124.0,False,,,,True,True,False,False,True,,True
41031,131,102.0,59.0,,,,17.0,4.0,96.3,26.5,106.4,,38.0,-29.0,-72.0,,,,-114.0,-127.0,-34.7,-104.5,-24.6,,-93.0,False,,,,False,False,False,False,True,,False
41033,82,24.0,7.0,,,,23.0,1.8,102.5,10.6,42.2,,6.0,-58.0,-75.0,,,,-59.0,-80.2,20.5,-71.4,-39.8,,-76.0,False,,,,False,False,True,False,True,,False
41035,145,84.0,73.0,,,,61.0,19.8,46.2,4.0,44.3,,78.0,-61.0,-72.0,,,,-84.0,-125.2,-98.8,-141.0,-100.7,,-67.0,False,,,,False,False,False,False,False,,False
41037,9,0.0,0.0,,,,0.0,0.2,,0.6,0.1,,0.0,-9.0,-9.0,,,,-9.0,-8.8,,-8.4,-8.9,,-9.0,False,,,,False,True,,True,True,,False
41039,1087,246.0,275.0,,,,735.0,251.0,327.5,51.4,140.3,,250.0,-841.0,-812.0,,,,-352.0,-836.0,-759.5,-1035.6,-946.7,,-837.0,True,,,,True,True,True,False,False,,True
41041,35,66.0,45.0,,,,37.0,6.5,87.1,56.4,88.7,,53.0,31.0,10.0,,,,2.0,-28.5,52.1,21.4,53.7,,18.0,True,,,,True,True,False,True,False,,True
41043,280,144.0,70.0,,,,215.0,30.9,334.8,44.7,119.3,,66.0,-136.0,-210.0,,,,-65.0,-249.1,54.8,-235.2,-160.7,,-214.0,False,,,,True,False,True,False,False,,False
41045,622,834.0,247.0,,,,324.0,698.7,0.5,131.9,662.3,,143.0,212.0,-375.0,,,,-298.0,76.7,-621.5,-490.1,40.3,,-479.0,False,,,,False,True,False,False,True,,False
41047,1410,1620.0,1115.0,,,,990.0,1488.1,1041.5,1345.1,1091.5,,1221.0,210.0,-295.0,,,,-420.0,78.1,-368.5,-64.9,-318.5,,-189.0,False,,,,False,True,False,True,False,,True
41049,101,72.0,56.0,,,,52.0,16.4,0.0,19.3,140.5,,11.0,-29.0,-45.0,,,,-49.0,-84.6,-101.0,-81.7,39.5,,-90.0,False,,,,False,False,False,False,False,,False
41051,1975,2070.0,2701.0,,,,1478.0,1362.1,1069.7,914.2,1582.7,,1459.0,95.0,726.0,,,,-497.0,-612.9,-905.3,-1060.8,-392.3,,-516.0,False,,,,False,False,False,False,False,,False
41053,171,126.0,71.0,,,,81.0,106.1,271.0,94.8,178.9,,68.0,-45.0,-100.0,,,,-90.0,-64.9,100.0,-76.2,7.9,,-103.0,False,,,,False,False,False,False,True,,False
41055,2,0.0,0.0,,,,0.0,1.0,,10.9,,,0.0,-2.0,-2.0,,,,-2.0,-1.0,,8.9,,,-2.0,False,,,,False,True,,False,,,False
41057,26,6.0,0.0,,,,7.0,0.1,,0.1,14.8,,4.0,-20.0,-26.0,,,,-19.0,-25.9,,-25.9,-11.2,,-22.0,False,,,,True,False,,False,True,,False
41059,524,624.0,280.0,,,,513.0,560.7,6.0,81.0,1171.9,,158.0,100.0,-244.0,,,,-11.0,36.7,-518.0,-443.0,647.9,,-366.0,False,,,,True,True,False,False,False,,False
41061,35,60.0,0.0,,,,131.0,12.4,6.6,100.5,196.2,,84.0,25.0,-35.0,,,,96.0,-22.6,-28.4,65.5,161.2,,49.0,False,,,,False,True,False,False,False,,False
41063,16,6.0,0.0,,,,36.0,0.1,,1.1,5.6,,2.0,-10.0,-16.0,,,,20.0,-15.9,,-14.9,-10.4,,-14.0,False,,,,False,False,,False,False,,False
41065,115,0.0,0.0,,,,12.0,92.2,81.5,9.5,21.5,,1.0,-115.0,-115.0,,,,-103.0,-22.8,-33.5,-105.5,-93.5,,-114.0,False,,,,True,True,True,True,True,,True
41067,1277,1254.0,1343.0,,,,952.0,944.9,720.5,687.6,914.8,,1056.0,-23.0,66.0,,,,-325.0,-332.1,-556.5,-589.4,-362.2,,-221.0,False,,,,False,False,False,False,False,,False
41069,0,0.0,0.0,,,,0.0,,,0.0,,,,0.0,0.0,,,,0.0,,,0.0,,,,True,,,,True,,,True,,,
41071,243,270.0,199.0,,,,152.0,38.9,589.9,111.7,263.9,,218.0,27.0,-44.0,,,,-91.0,-204.1,346.9,-131.3,20.9,,-25.0,False,,,,False,False,False,False,True,,True
42001,297,396.0,1297.0,,,,159.0,250.4,178.3,156.1,255.6,,902.0,99.0,1000.0,,,,-138.0,-46.6,-118.7,-140.9,-41.4,,605.0,False,,,,False,True,False,False,True,,False
42003,2972,2364.0,1619.0,,,,2597.0,2191.6,561.4,190.6,1243.3,,1438.0,-608.0,-1353.0,,,,-375.0,-780.4,-2410.6,-2781.4,-1728.7,,-1534.0,False,,,,True,False,False,False,False,,False
42005,193,216.0,335.0,,,,53.0,36.3,340.0,68.2,139.8,,285.0,23.0,142.0,,,,-140.0,-156.7,147.0,-124.8,-53.2,,92.0,False,,,,False,False,False,False,False,,False
42007,431,606.0,790.0,,,,257.0,369.1,256.8,128.7,351.4,,718.0,175.0,359.0,,,,-174.0,-61.9,-174.2,-302.3,-79.6,,287.0,False,,,,True,True,True,False,True,,False
42009,109,48.0,42.0,,,,31.0,26.8,134.9,54.7,95.2,,33.0,-61.0,-67.0,,,,-78.0,-82.2,25.9,-54.3,-13.8,,-76.0,False,,,,False,False,True,True,True,,False
42011,1714,1386.0,1334.0,,,,720.0,454.6,587.2,1136.3,1582.1,,1479.0,-328.0,-380.0,,,,-994.0,-1259.4,-1126.8,-577.7,-131.9,,-235.0,False,,,,False,False,False,False,True,,True
42013,415,300.0,221.0,,,,163.0,197.3,499.0,174.2,217.0,,227.0,-115.0,-194.0,,,,-252.0,-217.7,84.0,-240.8,-198.0,,-188.0,False,,,,False,False,True,False,False,,False
42015,209,24.0,0.0,,,,15.0,1.2,,2.3,34.4,,17.0,-185.0,-209.0,,,,-194.0,-207.8,,-206.7,-174.6,,-192.0,False,,,,False,False,,False,True,,False
42017,1539,1092.0,1301.0,,,,482.0,596.9,609.2,449.0,970.4,,821.0,-447.0,-238.0,,,,-1057.0,-942.1,-929.8,-1090.0,-568.6,,-718.0,True,,,,False,False,False,False,False,,False
42019,472,204.0,120.0,,,,249.0,79.0,150.8,28.4,137.0,,95.0,-268.0,-352.0,,,,-223.0,-393.0,-321.2,-443.6,-335.0,,-377.0,False,,,,True,False,False,False,False,,False
42021,288,216.0,154.0,,,,127.0,46.1,470.7,150.9,135.1,,130.0,-72.0,-134.0,,,,-161.0,-241.9,182.7,-137.1,-152.9,,-158.0,False,,,,False,False,False,False,False,,False
42023,0,0.0,0.0,,,,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,1.0,,0.0,True,,,,True,False,,True,False,,True
42025,85,42.0,46.0,,,,17.0,4.1,46.3,26.3,58.2,,24.0,-43.0,-39.0,,,,-68.0,-80.9,-38.7,-58.7,-26.8,,-61.0,True,,,,False,False,True,False,True,,False
42027,2941,282.0,1418.0,,,,338.0,264.7,312.8,166.8,161.6,,837.0,-2659.0,-1523.0,,,,-2603.0,-2676.3,-2628.2,-2774.2,-2779.4,,-2104.0,True,,,,True,False,True,False,False,,True
42029,1681,990.0,1153.0,,,,916.0,200.0,391.5,54.4,1040.1,,548.0,-691.0,-528.0,,,,-765.0,-1481.0,-1289.5,-1626.6,-640.9,,-1133.0,True,,,,False,False,False,False,True,,False
42031,62,18.0,46.0,,,,25.0,2.2,,0.7,9.1,,7.0,-44.0,-16.0,,,,-37.0,-59.8,,-61.3,-52.9,,-55.0,True,,,,True,False,,False,False,,False
42033,137,114.0,91.0,,,,85.0,43.6,125.7,44.7,88.4,,71.0,-23.0,-46.0,,,,-52.0,-93.4,-11.3,-92.3,-48.6,,-66.0,False,,,,False,False,True,False,False,,False
42035,94,24.0,22.0,,,,31.0,5.4,79.9,6.5,22.7,,8.0,-70.0,-72.0,,,,-63.0,-88.6,-14.1,-87.5,-71.3,,-86.0,False,,,,True,False,True,False,False,,False
42037,399,504.0,2998.0,,,,88.0,684.6,49.8,225.9,258.0,,1767.0,105.0,2599.0,,,,-311.0,285.6,-349.2,-173.1,-141.0,,1368.0,False,,,,False,False,False,False,False,,False
42039,135,150.0,240.0,,,,81.0,106.7,115.3,151.8,152.0,,187.0,15.0,105.0,,,,-54.0,-28.3,-19.7,16.8,17.0,,52.0,False,,,,False,False,False,False,False,,False
42041,554,474.0,576.0,,,,453.0,302.8,245.4,432.3,495.7,,534.0,-80.0,22.0,,,,-101.0,-251.2,-308.6,-121.7,-58.3,,-20.0,True,,,,False,False,False,False,True,,True
42043,869,1020.0,1358.0,,,,644.0,404.9,398.6,792.4,934.2,,962.0,151.0,489.0,,,,-225.0,-464.1,-470.4,-76.6,65.2,,93.0,False,,,,False,False,False,True,True,,True
42045,1781,1620.0,960.0,,,,844.0,697.2,1352.9,528.9,1987.6,,1022.0,-161.0,-821.0,,,,-937.0,-1083.8,-428.1,-1252.1,206.6,,-759.0,False,,,,False,False,False,False,False,,False
42047,20,0.0,0.0,,,,13.0,1.4,,7.6,31.1,,4.0,-20.0,-20.0,,,,-7.0,-18.6,,-12.4,11.1,,-16.0,False,,,,True,True,,True,True,,True
42049,415,372.0,158.0,,,,389.0,86.2,421.4,88.8,520.8,,208.0,-43.0,-257.0,,,,-26.0,-328.8,6.4,-326.2,105.8,,-207.0,False,,,,True,False,True,False,False,,False
42051,177,162.0,14.0,,,,181.0,99.0,232.2,31.8,153.0,,47.0,-15.0,-163.0,,,,4.0,-78.0,55.2,-145.2,-24.0,,-130.0,False,,,,True,False,False,False,False,,False
42053,1,6.0,0.0,,,,1.0,0.1,,0.6,,,2.0,5.0,-1.0,,,,0.0,-0.9,,-0.4,,,1.0,True,,,,True,True,,True,,,True
42055,385,282.0,277.0,,,,252.0,98.0,241.0,104.1,240.6,,186.0,-103.0,-108.0,,,,-133.0,-287.0,-144.0,-280.9,-144.4,,-199.0,False,,,,False,False,False,False,False,,False
42057,27,18.0,0.0,,,,6.0,0.3,,5.5,14.0,,114.0,-9.0,-27.0,,,,-21.0,-26.7,,-21.5,-13.0,,87.0,False,,,,False,False,,False,False,,False
42059,62,30.0,48.0,,,,33.0,4.5,86.3,6.9,14.7,,17.0,-32.0,-14.0,,,,-29.0,-57.5,24.3,-55.1,-47.3,,-45.0,True,,,,True,False,True,False,False,,False
42061,169,84.0,0.0,,,,60.0,14.0,33.9,0.0,54.9,,40.0,-85.0,-169.0,,,,-109.0,-155.0,-135.1,-169.0,-114.1,,-129.0,False,,,,False,False,False,False,False,,False
42063,435,138.0,92.0,,,,97.0,54.2,333.2,36.7,67.5,,110.0,-297.0,-343.0,,,,-338.0,-380.8,-101.8,-398.3,-367.5,,-325.0,False,,,,False,False,True,False,False,,False
42065,36,54.0,121.0,,,,30.0,2.0,,8.7,89.8,,105.0,18.0,85.0,,,,-6.0,-34.0,,-27.3,53.8,,69.0,False,,,,True,False,,False,False,,False
42067,53,42.0,54.0,,,,23.0,1.9,58.5,22.1,39.2,,37.0,-11.0,1.0,,,,-30.0,-51.1,5.5,-30.9,-13.8,,-16.0,True,,,,False,False,True,False,False,,False
42069,847,444.0,2008.0,,,,129.0,376.3,96.6,111.5,331.9,,1482.0,-403.0,1161.0,,,,-718.0,-470.7,-750.4,-735.5,-515.1,,635.0,False,,,,False,False,False,False,False,,False
42071,1865,1392.0,1310.0,,,,1158.0,863.3,461.3,1223.5,1501.7,,1105.0,-473.0,-555.0,,,,-707.0,-1001.7,-1403.7,-641.5,-363.3,,-760.0,False,,,,False,False,False,False,True,,False
42073,154,90.0,33.0,,,,106.0,14.7,97.5,22.1,40.4,,34.0,-64.0,-121.0,,,,-48.0,-139.3,-56.5,-131.9,-113.6,,-120.0,False,,,,True,False,True,False,False,,False
42075,608,312.0,576.0,,,,270.0,124.1,30.6,960.5,304.2,,348.0,-296.0,-32.0,,,,-338.0,-483.9,-577.4,352.5,-303.8,,-260.0,True,,,,False,False,False,False,False,,True
42077,758,390.0,347.0,,,,464.0,193.8,422.9,66.3,598.2,,175.0,-368.0,-411.0,,,,-294.0,-564.2,-335.1,-691.7,-159.8,,-583.0,False,,,,True,False,True,False,True,,False
42079,578,540.0,604.0,,,,325.0,139.2,279.7,40.8,620.1,,270.0,-38.0,26.0,,,,-253.0,-438.8,-298.3,-537.2,42.1,,-308.0,True,,,,False,False,False,False,False,,False
42081,311,222.0,135.0,,,,146.0,96.7,272.5,93.4,184.7,,135.0,-89.0,-176.0,,,,-165.0,-214.3,-38.5,-217.6,-126.3,,-176.0,False,,,,False,False,True,False,False,,False
42083,36,12.0,0.0,,,,31.0,0.4,,4.5,18.3,,12.0,-24.0,-36.0,,,,-5.0,-35.6,,-31.5,-17.7,,-24.0,False,,,,True,False,,False,True,,False
42085,279,150.0,51.0,,,,136.0,24.0,226.5,42.1,121.0,,53.0,-129.0,-228.0,,,,-143.0,-255.0,-52.5,-236.9,-158.0,,-226.0,False,,,,False,False,True,False,False,,False
42087,106,126.0,563.0,,,,49.0,24.1,76.0,246.1,77.0,,346.0,20.0,457.0,,,,-57.0,-81.9,-30.0,140.1,-29.0,,240.0,False,,,,False,False,False,False,False,,False
42089,146,150.0,109.0,,,,97.0,27.2,256.3,87.5,148.0,,103.0,4.0,-37.0,,,,-49.0,-118.8,110.3,-58.5,2.0,,-43.0,False,,,,False,False,False,False,True,,False
42091,1827,1680.0,1327.0,,,,1032.0,516.4,601.3,1865.4,1711.0,,1650.0,-147.0,-500.0,,,,-795.0,-1310.6,-1225.7,38.4,-116.0,,-177.0,False,,,,False,False,False,True,True,,False
42093,116,36.0,62.0,,,,15.0,22.3,69.8,10.7,44.0,,32.0,-80.0,-54.0,,,,-101.0,-93.7,-46.2,-105.3,-72.0,,-84.0,True,,,,False,False,True,False,True,,False
42095,708,372.0,438.0,,,,196.0,144.4,185.7,157.4,370.8,,242.0,-336.0,-270.0,,,,-512.0,-563.6,-522.3,-550.6,-337.2,,-466.0,True,,,,False,False,False,False,False,,False
42097,595,306.0,134.0,,,,155.0,113.5,445.4,67.5,334.8,,195.0,-289.0,-461.0,,,,-440.0,-481.5,-149.6,-527.5,-260.2,,-400.0,False,,,,False,False,True,False,True,,False
42099,93,96.0,186.0,,,,41.0,23.9,182.1,57.4,62.4,,94.0,3.0,93.0,,,,-52.0,-69.1,89.1,-35.6,-30.6,,1.0,False,,,,False,False,False,False,False,,True
42101,5160,4026.0,3960.0,,,,2225.0,2383.7,909.2,3326.4,4288.2,,2955.0,-1134.0,-1200.0,,,,-2935.0,-2776.3,-4250.8,-1833.6,-871.8,,-2205.0,False,,,,False,False,False,False,True,,False
42103,62,54.0,39.0,,,,2.0,7.2,74.6,187.4,36.5,,342.0,-8.0,-23.0,,,,-60.0,-54.8,12.6,125.4,-25.5,,280.0,False,,,,False,False,False,False,False,,False
42105,12,12.0,0.0,,,,6.0,1.2,,1.4,13.0,,16.0,0.0,-12.0,,,,-6.0,-10.8,,-10.6,1.0,,4.0,False,,,,False,False,,False,False,,False
42107,395,108.0,88.0,,,,169.0,27.7,93.1,73.9,196.8,,85.0,-287.0,-307.0,,,,-226.0,-367.3,-301.9,-321.1,-198.2,,-310.0,False,,,,True,False,False,False,True,,False
42109,260,138.0,434.0,,,,41.0,49.2,213.1,88.4,58.3,,213.0,-122.0,174.0,,,,-219.0,-210.8,-46.9,-171.6,-201.7,,-47.0,False,,,,False,False,True,False,False,,True
42111,101,66.0,119.0,,,,72.0,19.9,121.6,43.2,59.2,,105.0,-35.0,18.0,,,,-29.0,-81.1,20.6,-57.8,-41.8,,4.0,True,,,,True,False,True,False,False,,True
42113,5,0.0,0.0,,,,0.0,0.0,,0.3,0.6,,0.0,-5.0,-5.0,,,,-5.0,-5.0,,-4.7,-4.4,,-5.0,False,,,,False,True,,True,True,,False
42115,72,114.0,316.0,,,,3.0,18.5,77.1,127.1,52.1,,311.0,42.0,244.0,,,,-69.0,-53.5,5.1,55.1,-19.9,,239.0,False,,,,False,False,True,False,True,,False
42117,59,18.0,10.0,,,,13.0,0.5,,3.2,27.0,,16.0,-41.0,-49.0,,,,-46.0,-58.5,,-55.8,-32.0,,-43.0,False,,,,False,False,,False,True,,False
42119,250,78.0,22.0,,,,85.0,11.7,431.6,8.3,235.3,,55.0,-172.0,-228.0,,,,-165.0,-238.3,181.6,-241.7,-14.7,,-195.0,False,,,,True,False,False,False,True,,False
42121,48,6.0,21.0,,,,30.0,0.8,,0.0,8.1,,3.0,-42.0,-27.0,,,,-18.0,-47.2,,-48.0,-39.9,,-45.0,True,,,,True,False,,False,True,,False
42123,26,12.0,20.0,,,,25.0,0.2,,7.9,23.0,,12.0,-14.0,-6.0,,,,-1.0,-25.8,,-18.1,-3.0,,-14.0,True,,,,True,False,,False,True,,False
42125,471,408.0,483.0,,,,419.0,301.8,234.2,242.5,166.9,,405.0,-63.0,12.0,,,,-52.0,-169.2,-236.8,-228.5,-304.1,,-66.0,True,,,,True,False,False,False,False,,False
42127,90,48.0,96.0,,,,1.0,0.6,27.7,17.0,39.7,,95.0,-42.0,6.0,,,,-89.0,-89.4,-62.3,-73.0,-50.3,,5.0,True,,,,False,False,False,False,False,,True
42129,960,516.0,443.0,,,,424.0,367.5,183.8,56.7,322.3,,548.0,-444.0,-517.0,,,,-536.0,-592.5,-776.2,-903.3,-637.7,,-412.0,False,,,,False,False,False,False,False,,True
42131,15,6.0,27.0,,,,1.0,0.7,,4.8,2.6,,5.0,-9.0,12.0,,,,-14.0,-14.3,,-10.2,-12.4,,-10.0,False,,,,False,False,,False,False,,False
42133,2114,1290.0,1204.0,,,,948.0,1219.0,833.8,526.4,1199.9,,966.0,-824.0,-910.0,,,,-1166.0,-895.0,-1280.2,-1587.6,-914.1,,-1148.0,False,,,,False,False,False,False,False,,False
44001,81,120.0,441.0,,,,7.0,0.6,55.7,45.0,73.1,,348.0,39.0,360.0,,,,-74.0,-80.4,-25.3,-36.0,-7.9,,267.0,False,,,,False,False,True,True,True,,False
44003,354,432.0,1134.0,,,,116.0,1.9,156.7,78.3,301.0,,427.0,78.0,780.0,,,,-238.0,-352.1,-197.3,-275.7,-53.0,,73.0,False,,,,False,False,False,False,True,,True
44005,111,138.0,955.0,,,,7.0,0.8,75.3,30.9,65.5,,452.0,27.0,844.0,,,,-104.0,-110.2,-35.7,-80.2,-45.5,,341.0,False,,,,False,False,False,False,False,,False
44007,2968,3156.0,3925.0,,,,5787.0,34.8,385.0,61.2,876.7,,1653.0,188.0,957.0,,,,2819.0,-2933.2,-2583.0,-2906.8,-2091.3,,-1315.0,False,,,,False,False,False,False,False,,False
44009,261,210.0,387.0,,,,11.0,0.3,74.6,19.8,62.3,,195.0,-51.0,126.0,,,,-250.0,-260.7,-186.4,-241.2,-198.7,,-66.0,False,,,,False,False,False,False,False,,False
45001,284,126.0,119.0,,,,124.0,47.6,79.7,75.9,156.2,,78.0,-158.0,-165.0,,,,-160.0,-236.4,-204.3,-208.1,-127.8,,-206.0,False,,,,False,False,False,False,True,,False
45003,2171,606.0,259.0,,,,1157.0,660.9,509.2,180.3,1046.8,,337.0,-1565.0,-1912.0,,,,-1014.0,-1510.1,-1661.8,-1990.7,-1124.2,,-1834.0,False,,,,True,True,False,False,True,,False
45005,128,114.0,61.0,,,,114.0,17.3,0.0,62.2,163.1,,43.0,-14.0,-67.0,,,,-14.0,-110.7,-128.0,-65.8,35.1,,-85.0,False,,,,False,False,False,False,False,,False
45007,1842,1614.0,2832.0,,,,1265.0,1321.8,748.0,935.4,1425.3,,1104.0,-228.0,990.0,,,,-577.0,-520.2,-1094.0,-906.6,-416.7,,-738.0,False,,,,False,False,False,False,False,,False
45009,124,138.0,65.0,,,,102.0,17.0,0.2,11.2,92.5,,69.0,14.0,-59.0,,,,-22.0,-107.0,-123.8,-112.8,-31.5,,-55.0,False,,,,False,False,False,False,False,,False
45011,250,204.0,110.0,,,,150.0,36.2,0.1,101.7,310.8,,92.0,-46.0,-140.0,,,,-100.0,-213.8,-249.9,-148.3,60.8,,-158.0,False,,,,False,False,False,False,False,,False
45013,1139,1182.0,1722.0,,,,738.0,890.4,321.7,74.9,943.1,,942.0,43.0,583.0,,,,-401.0,-248.6,-817.3,-1064.1,-195.9,,-197.0,False,,,,False,False,False,False,False,,False
45015,861,1218.0,1214.0,,,,806.0,1000.9,318.5,366.9,925.4,,1043.0,357.0,353.0,,,,-55.0,139.9,-542.5,-494.1,64.4,,182.0,True,,,,True,True,False,False,True,,True
45017,85,72.0,57.0,,,,79.0,7.0,0.1,66.2,211.7,,82.0,-13.0,-28.0,,,,-6.0,-78.0,-84.9,-18.8,126.7,,-3.0,False,,,,True,False,False,False,False,,True
45019,2337,3840.0,9453.0,,,,1850.0,3447.2,365.1,16085.5,2278.5,,2452.0,1503.0,7116.0,,,,-487.0,1110.2,-1971.9,13748.5,-58.5,,115.0,False,,,,True,True,False,False,True,,True
45021,514,138.0,38.0,,,,415.0,33.7,217.6,40.6,282.2,,57.0,-376.0,-476.0,,,,-99.0,-480.3,-296.4,-473.4,-231.8,,-457.0,False,,,,True,False,True,False,True,,False
45023,251,384.0,275.0,,,,252.0,84.1,3.0,141.7,570.7,,217.0,133.0,24.0,,,,1.0,-166.9,-248.0,-109.3,319.7,,-34.0,True,,,,True,False,False,True,False,,True
45025,345,546.0,754.0,,,,376.0,186.9,132.1,303.7,546.8,,319.0,201.0,409.0,,,,31.0,-158.1,-212.9,-41.3,201.8,,-26.0,False,,,,True,True,False,True,False,,True
45027,155,180.0,100.0,,,,169.0,56.5,29.0,5.1,188.7,,58.0,25.0,-55.0,,,,14.0,-98.5,-126.0,-149.9,33.7,,-97.0,False,,,,True,False,False,False,False,,False
45029,242,156.0,25.0,,,,199.0,31.5,88.6,29.8,211.0,,114.0,-86.0,-217.0,,,,-43.0,-210.5,-153.4,-212.2,-31.0,,-128.0,False,,,,True,False,False,False,True,,False
45031,608,528.0,371.0,,,,508.0,261.4,177.7,205.9,457.1,,272.0,-80.0,-237.0,,,,-100.0,-346.6,-430.3,-402.1,-150.9,,-336.0,False,,,,False,False,False,False,False,,False
45033,436,228.0,154.0,,,,277.0,119.9,0.4,74.2,165.0,,132.0,-208.0,-282.0,,,,-159.0,-316.1,-435.6,-361.8,-271.0,,-304.0,False,,,,True,False,False,False,False,,False
45035,821,1032.0,1268.0,,,,669.0,840.9,355.9,145.8,535.3,,964.0,211.0,447.0,,,,-152.0,19.9,-465.1,-675.2,-285.7,,143.0,False,,,,True,True,False,False,False,,True
45037,357,354.0,842.0,,,,243.0,77.4,154.0,52.0,245.5,,376.0,-3.0,485.0,,,,-114.0,-279.6,-203.0,-305.0,-111.5,,19.0,False,,,,False,False,False,False,False,,False
45039,177,168.0,114.0,,,,169.0,30.9,0.7,37.2,117.8,,157.0,-9.0,-63.0,,,,-8.0,-146.1,-176.3,-139.8,-59.2,,-20.0,False,,,,True,False,False,False,False,,False
45041,966,1398.0,1389.0,,,,1003.0,836.9,316.1,413.9,1260.4,,579.0,432.0,423.0,,,,37.0,-129.1,-649.9,-552.1,294.4,,-387.0,True,,,,True,True,False,False,True,,True
45043,269,408.0,330.0,,,,215.0,176.3,93.6,292.6,152.5,,194.0,139.0,61.0,,,,-54.0,-92.7,-175.4,23.6,-116.5,,-75.0,True,,,,True,True,False,True,True,,True
45045,3467,3090.0,8806.0,,,,3331.0,1542.0,345.9,467.0,2093.6,,3252.0,-377.0,5339.0,,,,-136.0,-1925.0,-3121.1,-3000.0,-1373.4,,-215.0,False,,,,True,False,False,False,False,,True
45047,595,978.0,1653.0,,,,617.0,208.2,203.9,561.4,674.6,,515.0,383.0,1058.0,,,,22.0,-386.8,-391.1,-33.6,79.6,,-80.0,False,,,,True,False,False,True,True,,True
45049,179,198.0,50.0,,,,148.0,62.0,0.0,0.0,327.5,,100.0,19.0,-129.0,,,,-31.0,-117.0,-179.0,-179.0,148.5,,-79.0,False,,,,False,False,False,False,False,,False
45051,1857,1482.0,2750.0,,,,1527.0,1065.6,253.8,425.9,852.3,,1082.0,-375.0,893.0,,,,-330.0,-791.4,-1603.2,-1431.1,-1004.7,,-775.0,False,,,,True,False,False,False,False,,False
45053,173,168.0,51.0,,,,165.0,30.4,0.1,0.0,165.3,,110.0,-5.0,-122.0,,,,-8.0,-142.6,-172.9,-173.0,-7.7,,-63.0,False,,,,False,False,False,False,False,,False
45055,593,522.0,1155.0,,,,466.0,251.5,118.0,149.9,424.0,,582.0,-71.0,562.0,,,,-127.0,-341.5,-475.0,-443.1,-169.0,,-11.0,False,,,,False,False,False,False,False,,True
45057,690,666.0,378.0,,,,564.0,236.2,412.9,321.1,474.5,,464.0,-24.0,-312.0,,,,-126.0,-453.8,-277.1,-368.9,-215.5,,-226.0,False,,,,False,False,False,False,False,,False
45059,303,378.0,505.0,,,,394.0,112.1,124.7,86.1,268.6,,401.0,75.0,202.0,,,,91.0,-190.9,-178.3,-216.9,-34.4,,98.0,False,,,,False,False,False,False,True,,False
45061,105,240.0,124.0,,,,136.0,110.1,0.9,7.2,205.2,,78.0,135.0,19.0,,,,31.0,5.1,-104.1,-97.8,100.2,,-27.0,True,,,,True,True,True,True,True,,True
