,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
47007,51,34.0,,33.3,,30.0,7.0,,,,,,24.8,,26.4,39.1,48.0,,31.3,28.4,,,,3.0,,88.3,-17.0,,-17.7,,-21.0,-44.0,,,,,,-26.2,,-24.6,-11.9,-3.0,,-19.7,-22.6,,,,-48.0,,37.3,,False,,False,False,,,,,,False,,False,True,True,,False,False,,,,False,,False
47009,188,188.0,280.8,191.8,,189.0,144.0,,,,,,374.1,,140.4,189.8,189.0,,141.0,200.3,221.0,,,220.0,,281.3,0.0,92.8,3.8,,1.0,-44.0,,,,,,186.1,,-47.6,1.8,1.0,,-47.0,12.3,33.0,,,32.0,,93.3,False,False,,False,False,,,,,,False,,False,False,False,,False,False,False,,,False,,False
47011,223,222.0,435.5,218.0,,222.0,204.0,,,,,,249.9,,222.2,230.6,245.0,,262.7,203.0,,,,182.0,,442.1,-1.0,212.5,-5.0,,-1.0,-19.0,,,,,,26.9,,-0.8,7.6,22.0,,39.7,-20.0,,,,-41.0,,219.1,False,False,,False,False,,,,,,False,,True,False,False,,False,False,,,,False,,False
47013,20,44.0,,43.5,,44.0,51.0,,,,,,71.5,,18.6,34.5,36.0,,58.0,47.6,,,,63.0,,73.2,24.0,,23.5,,24.0,31.0,,,,,,51.5,,-1.4,14.5,16.0,,38.0,27.6,,,,43.0,,53.2,,True,,False,False,,,,,,False,,True,True,True,,False,False,,,,False,,False
47015,20,28.0,,28.1,,27.0,33.0,,,,,,28.0,,15.0,26.0,29.0,,34.4,24.4,,,,26.0,,41.0,8.0,,8.1,,7.0,13.0,,,,,,8.0,,-5.0,6.0,9.0,,14.4,4.4,,,,6.0,,21.0,,False,,True,False,,,,,,False,,True,True,False,,False,True,,,,True,,False
47017,88,80.0,,79.0,,80.0,109.0,,,,,,47.3,,84.9,87.1,87.0,,72.1,80.5,,,,99.0,,111.2,-8.0,,-9.0,,-8.0,21.0,,,,,,-40.7,,-3.1,-0.9,-1.0,,-15.9,-7.5,,,,11.0,,23.2,,False,,False,False,,,,,,False,,True,True,True,,False,True,,,,False,,False
47019,96,105.0,82.0,104.0,,99.0,90.0,,,,,,193.6,,98.7,89.6,97.0,,115.9,163.9,,,,117.0,,175.4,9.0,-14.0,8.0,,3.0,-6.0,,,,,,97.6,,2.7,-6.4,1.0,,19.9,67.9,,,,21.0,,79.4,False,True,,True,True,,,,,,False,,True,True,True,,False,False,,,,False,,False
47021,53,45.0,,41.7,,44.0,43.0,,,,,,64.5,,49.6,61.2,56.0,,40.0,49.5,,,,59.0,,96.9,-8.0,,-11.3,,-9.0,-10.0,,,,,,11.5,,-3.4,8.2,3.0,,-13.0,-3.5,,,,6.0,,43.9,,False,,False,False,,,,,,False,,True,False,True,,False,True,,,,True,,False
47023,51,27.0,,26.2,,25.0,24.0,,,,,,36.1,,18.9,29.2,30.0,,34.7,21.1,,,,30.0,,43.9,-24.0,,-24.8,,-26.0,-27.0,,,,,,-14.9,,-32.1,-21.8,-21.0,,-16.3,-29.9,,,,-21.0,,-7.1,,False,,False,False,,,,,,True,,False,True,True,,True,False,,,,True,,True
47025,39,56.0,,56.1,,53.0,58.0,,,,,,72.8,,35.5,49.1,51.0,,60.4,44.0,,,,58.0,,91.3,17.0,,17.1,,14.0,19.0,,,,,,33.8,,-3.5,10.1,12.0,,21.4,5.0,,,,19.0,,52.3,,False,,True,False,,,,,,False,,True,True,True,,False,True,,,,False,,False
47027,12,14.0,,15.5,,13.0,20.0,,,,,,13.3,,7.0,11.7,15.0,,13.6,12.6,,,,17.0,,22.5,2.0,,3.5,,1.0,8.0,,,,,,1.3,,-5.0,-0.3,3.0,,1.6,0.6,,,,5.0,,10.5,,False,,True,False,,,,,,True,,False,True,False,,True,True,,,,False,,False
47029,78,72.0,,70.6,,72.0,75.0,,,,,,124.9,,79.6,86.2,77.0,,72.2,60.9,,,,75.0,,114.2,-6.0,,-7.4,,-6.0,-3.0,,,,,,46.9,,1.6,8.2,-1.0,,-5.8,-17.1,,,,-3.0,,36.2,,False,,False,True,,,,,,False,,True,False,True,,True,False,,,,True,,False
47031,73,127.0,72.4,127.6,,127.0,130.0,,,,,,114.6,,140.6,123.2,131.0,,173.9,122.9,,,,140.0,,185.8,54.0,-0.6,54.6,,54.0,57.0,,,,,,41.6,,67.6,50.2,58.0,,100.9,49.9,,,,67.0,,112.8,True,False,,False,False,,,,,,True,,False,True,False,,False,True,,,,False,,False
47033,31,46.0,,45.9,,43.0,50.0,,,,,,49.5,,26.8,39.4,44.0,,37.2,46.6,,,,44.0,,57.9,15.0,,14.9,,12.0,19.0,,,,,,18.5,,-4.2,8.4,13.0,,6.2,15.6,,,,13.0,,26.9,,True,,True,False,,,,,,False,,True,True,True,,True,False,,,,True,,False
47035,111,76.0,54.7,79.7,,71.0,72.0,,,,,,94.5,,70.7,69.9,79.0,,66.2,89.6,,,,78.0,,142.1,-35.0,-56.3,-31.3,,-40.0,-39.0,,,,,,-16.5,,-40.3,-41.1,-32.0,,-44.8,-21.4,,,,-33.0,,31.1,False,True,,False,False,,,,,,True,,False,False,True,,False,True,,,,True,,True
47037,1294,1207.0,2708.6,1172.3,1109.5,1176.0,1176.0,,,,,,946.8,,1359.6,1261.4,1569.0,,1256.2,1092.4,841.0,,,712.0,,1334.9,-87.0,1414.6,-121.7,-184.5,-118.0,-118.0,,,,,,-347.2,,65.6,-32.6,275.0,,-37.8,-201.6,-453.0,,,-582.0,,40.9,False,False,False,False,False,,,,,,False,,True,True,False,,True,False,False,,,False,,True
47039,42,39.0,,41.6,,43.0,53.0,,,,,,36.0,,52.8,53.9,,,24.5,44.7,,,,43.0,,63.1,-3.0,,-0.4,,1.0,11.0,,,,,,-6.0,,10.8,11.9,,,-17.5,2.7,,,,1.0,,21.1,,True,,True,False,,,,,,False,,False,False,,,False,True,,,,True,,False
47041,40,46.0,,44.7,,40.0,40.0,,,,,,47.4,,31.3,56.9,56.0,,36.9,39.8,,,,44.0,,73.7,6.0,,4.7,,0.0,0.0,,,,,,7.4,,-8.7,16.9,16.0,,-3.1,-0.2,,,,4.0,,33.7,,True,,True,True,,,,,,False,,False,False,False,,True,True,,,,True,,False
47043,87,99.0,115.6,100.2,,99.0,89.0,,,,,,103.2,,86.2,89.8,100.0,,104.8,100.5,,,,91.0,,169.7,12.0,28.6,13.2,,12.0,2.0,,,,,,16.2,,-0.8,2.8,13.0,,17.8,13.5,,,,4.0,,82.7,False,False,,False,True,,,,,,False,,True,True,False,,False,False,,,,True,,False
47045,100,94.0,,91.4,,94.0,109.0,,,,,,112.0,,94.5,103.2,98.0,,164.9,93.8,,,,88.0,,145.2,-6.0,,-8.6,,-6.0,9.0,,,,,,12.0,,-5.5,3.2,-2.0,,64.9,-6.2,,,,-12.0,,45.2,,False,,False,False,,,,,,False,,True,True,True,,False,False,,,,False,,False
47047,63,70.0,,62.6,,63.0,64.0,,,,,,84.8,,48.3,74.7,83.0,,81.6,61.1,,,,66.0,,123.4,7.0,,-0.4,,0.0,1.0,,,,,,21.8,,-14.7,11.7,20.0,,18.6,-1.9,,,,3.0,,60.4,,True,,True,True,,,,,,False,,False,False,False,,False,True,,,,True,,False
47049,27,19.0,,17.9,,17.0,24.0,,,,,,29.6,,8.2,15.7,19.0,,31.4,15.9,,,,22.0,,37.4,-8.0,,-9.1,,-10.0,-3.0,,,,,,2.6,,-18.8,-11.3,-8.0,,4.4,-11.1,,,,-5.0,,10.4,,False,,False,True,,,,,,True,,False,False,False,,True,False,,,,True,,False
47051,41,54.0,,52.8,,50.0,65.0,,,,,,72.2,,31.8,47.8,46.0,,65.5,45.6,,,,67.0,,94.2,13.0,,11.8,,9.0,24.0,,,,,,31.2,,-9.2,6.8,5.0,,24.5,4.6,,,,26.0,,53.2,,True,,True,False,,,,,,False,,True,True,True,,False,True,,,,False,,False
47053,113,143.0,,150.6,,146.0,149.0,,,,,,159.0,,166.5,143.3,153.0,,153.1,126.6,,,,133.0,,197.2,30.0,,37.6,,33.0,36.0,,,,,,46.0,,53.5,30.3,40.0,,40.1,13.6,,,,20.0,,84.2,,False,,False,False,,,,,,False,,False,False,False,,False,True,,,,True,,False
47055,29,44.0,,43.0,,43.0,42.0,,,,,,96.9,,20.3,35.0,33.0,,19.3,48.2,,,,46.0,,58.8,15.0,,14.0,,14.0,13.0,,,,,,67.9,,-8.7,6.0,4.0,,-9.7,19.2,,,,17.0,,29.8,,True,,True,True,,,,,,False,,True,True,True,,True,False,,,,False,,False
47057,22,32.0,,38.8,,30.0,37.0,,,,,,40.4,,10.5,26.6,29.0,,27.5,34.7,,,,39.0,,49.3,10.0,,16.8,,8.0,15.0,,,,,,18.4,,-11.5,4.6,7.0,,5.5,12.7,,,,17.0,,27.3,,False,,True,False,,,,,,False,,False,True,True,,True,False,,,,False,,False
47059,96,105.0,66.6,103.2,,105.0,109.0,,,,,,142.0,,160.7,123.1,,,137.9,92.9,,,,116.0,,177.4,9.0,-29.4,7.2,,9.0,13.0,,,,,,46.0,,64.7,27.1,,,41.9,-3.1,,,,20.0,,81.4,False,True,,False,False,,,,,,False,,False,False,,,False,True,,,,False,,False
47061,15,15.0,,13.6,,14.0,17.0,,,,,,12.8,,6.9,10.6,13.0,,20.6,14.2,,,,14.0,,26.5,0.0,,-1.4,,-1.0,2.0,,,,,,-2.2,,-8.1,-4.4,-2.0,,5.6,-0.8,,,,-1.0,,11.5,,False,,False,False,,,,,,False,,False,False,False,,False,False,,,,False,,False
47063,104,175.0,236.9,188.3,,175.0,111.0,,,,,,264.1,,88.1,150.7,176.0,,175.2,168.2,,,,146.0,,246.7,71.0,132.9,84.3,,71.0,7.0,,,,,,160.1,,-15.9,46.7,72.0,,71.2,64.2,,,,42.0,,142.7,False,False,,False,True,,,,,,False,,True,True,False,,False,True,,,,True,,False
47065,582,513.0,1146.2,506.7,524.9,492.0,485.0,,,,,,622.1,,484.8,453.9,551.0,,410.9,544.8,492.0,,,401.0,,675.5,-69.0,564.2,-75.3,-57.1,-90.0,-97.0,,,,,,40.1,,-97.2,-128.1,-31.0,,-171.1,-37.2,-90.0,,,-181.0,,93.5,False,False,True,False,False,,,,,,True,,False,False,True,,False,True,False,,,False,,False
47067,6,6.0,,3.7,,6.0,9.0,,,,,,11.8,,8.1,5.0,7.0,,6.2,,,,,5.0,,11.7,0.0,,-2.3,,0.0,3.0,,,,,,5.8,,2.1,-1.0,1.0,,0.2,,,,,-1.0,,5.7,,False,,True,False,,,,,,False,,False,False,False,,False,,,,,False,,False
47069,135,111.0,,109.5,,108.0,117.0,,,,,,113.3,,97.0,106.7,121.0,,82.4,118.9,,,,39.0,,148.6,-24.0,,-25.5,,-27.0,-18.0,,,,,,-21.7,,-38.0,-28.3,-14.0,,-52.6,-16.1,,,,-96.0,,13.6,,False,,False,True,,,,,,True,,False,False,True,,False,True,,,,False,,True
47071,46,68.0,,64.9,,66.0,61.0,,,,,,83.2,,51.4,67.1,72.0,,51.2,67.3,,,,60.0,,104.9,22.0,,18.9,,20.0,15.0,,,,,,37.2,,5.4,21.1,26.0,,5.2,21.3,,,,14.0,,58.9,,True,,True,True,,,,,,False,,True,True,False,,True,True,,,,True,,False
47073,89,147.0,84.2,150.1,,147.0,182.0,,,,,,110.8,,138.2,121.9,,,181.9,175.8,,,,155.0,,154.4,58.0,-4.8,61.1,,58.0,93.0,,,,,,21.8,,49.2,32.9,,,92.9,86.8,,,,66.0,,65.4,True,False,,False,False,,,,,,True,,True,True,,,False,False,,,,False,,False
47075,131,97.0,,107.3,,113.0,114.0,,,,,,72.1,,132.5,124.6,129.0,,130.8,112.1,,,,71.0,,124.7,-34.0,,-23.7,,-18.0,-17.0,,,,,,-58.9,,1.5,-6.4,-2.0,,-0.2,-18.9,,,,-60.0,,-6.3,,True,,True,True,,,,,,False,,True,True,True,,True,True,,,,False,,True
47077,115,140.0,,144.8,,133.0,122.0,,,,,,130.0,,160.2,140.9,,,95.2,127.6,,,,101.0,,185.0,25.0,,29.8,,18.0,7.0,,,,,,15.0,,45.2,25.9,,,-19.8,12.6,,,,-14.0,,70.0,,False,,True,True,,,,,,True,,False,False,,,True,True,,,,True,,False
47079,48,71.0,,79.8,,71.0,88.0,,,,,,53.3,,70.1,76.9,75.0,,41.9,55.9,,,,102.0,,85.4,23.0,,31.8,,23.0,40.0,,,,,,5.3,,22.1,28.9,27.0,,-6.1,7.9,,,,54.0,,37.4,,False,,False,False,,,,,,True,,True,False,False,,True,True,,,,False,,False
47081,39,41.0,,38.1,,36.0,44.0,,,,,,47.3,,31.3,43.8,39.0,,20.7,34.5,,,,42.0,,66.1,2.0,,-0.9,,-3.0,5.0,,,,,,8.3,,-7.7,4.8,0.0,,-18.3,-4.5,,,,3.0,,27.1,,True,,False,False,,,,,,False,,False,False,True,,False,False,,,,False,,False
47083,8,3.0,,3.7,,3.0,8.0,,,,,,9.5,,5.8,6.3,6.0,,3.0,3.3,,,,6.0,,14.6,-5.0,,-4.3,,-5.0,0.0,,,,,,1.5,,-2.2,-1.7,-2.0,,-5.0,-4.7,,,,-2.0,,6.6,,True,,False,True,,,,,,True,,True,True,True,,True,True,,,,True,,False
47085,19,20.0,,17.6,,19.0,27.0,,,,,,26.9,,10.8,20.3,20.0,,18.9,18.9,,,,23.0,,31.8,1.0,,-1.4,,0.0,8.0,,,,,,7.9,,-8.2,1.3,1.0,,-0.1,-0.1,,,,4.0,,12.8,,False,,True,False,,,,,,False,,False,False,False,,True,True,,,,False,,False
47087,21,19.0,,20.6,,15.0,8.0,,,,,,18.0,,13.2,16.6,22.0,,10.1,19.9,,,,14.0,,37.2,-2.0,,-0.4,,-6.0,-13.0,,,,,,-3.0,,-7.8,-4.4,1.0,,-10.9,-1.1,,,,-7.0,,16.2,,True,,False,False,,,,,,False,,False,False,True,,False,True,,,,False,,False
47089,88,79.0,125.1,71.8,,76.0,58.0,,,,,,115.4,,61.7,76.3,75.0,,110.3,94.3,,,,80.0,,152.8,-9.0,37.1,-16.2,,-12.0,-30.0,,,,,,27.4,,-26.3,-11.7,-13.0,,22.3,6.3,,,,-8.0,,64.8,False,False,,False,False,,,,,,False,,False,False,False,,False,True,,,,True,,False
47091,56,124.0,,118.3,,121.0,216.0,,,,,,16.2,,154.7,95.1,,,275.1,107.2,,,,143.0,,128.6,68.0,,62.3,,65.0,160.0,,,,,,-39.8,,98.7,39.1,,,219.1,51.2,,,,87.0,,72.6,,True,,True,False,,,,,,True,,False,True,,,False,True,,,,False,,False
47093,610,665.0,1319.4,692.7,,653.0,534.0,,,,,,1133.2,,675.8,624.6,598.0,,641.0,594.9,527.0,,,706.0,,881.6,55.0,709.4,82.7,,43.0,-76.0,,,,,,523.2,,65.8,14.6,-12.0,,31.0,-15.1,-83.0,,,96.0,,271.6,False,False,,True,False,,,,,,False,,False,True,True,,True,True,False,,,False,,False
47095,18,42.0,,41.9,,34.0,7.0,,,,,,5.8,,18.0,33.5,53.0,,388.7,34.3,,,,30.0,,96.9,24.0,,23.9,,16.0,-11.0,,,,,,-12.2,,-0.0,15.5,35.0,,370.7,16.3,,,,12.0,,78.9,,True,,True,True,,,,,,True,,True,True,False,,False,True,,,,True,,False
47097,75,69.0,,71.0,,73.0,74.0,,,,,,84.8,,74.7,81.7,86.0,,118.9,66.9,,,,61.0,,120.9,-6.0,,-4.0,,-2.0,-1.0,,,,,,9.8,,-0.3,6.7,11.0,,43.9,-8.1,,,,-14.0,,45.9,,True,,True,True,,,,,,False,,True,False,False,,False,False,,,,False,,False
47099,73,92.0,,89.7,,85.0,92.0,,,,,,117.5,,73.5,78.4,85.0,,85.8,83.4,,,,88.0,,132.1,19.0,,16.7,,12.0,19.0,,,,,,44.5,,0.5,5.4,12.0,,12.8,10.4,,,,15.0,,59.1,,True,,True,False,,,,,,False,,True,True,True,,True,True,,,,True,,False
47101,12,22.0,,22.6,,17.0,29.0,,,,,,15.6,,7.9,16.5,20.0,,17.2,,,,,27.0,,31.7,10.0,,10.6,,5.0,17.0,,,,,,3.6,,-4.1,4.5,8.0,,5.2,,,,,15.0,,19.7,,False,,True,False,,,,,,True,,True,True,True,,True,,,,,False,,False
47103,58,30.0,,22.4,,29.0,28.0,,,,,,66.9,,60.0,65.8,,,33.9,25.0,,,,43.0,,67.5,-28.0,,-35.6,,-29.0,-30.0,,,,,,8.9,,2.0,7.8,,,-24.1,-33.0,,,,-15.0,,9.5,,False,,False,False,,,,,,True,,True,True,,,True,False,,,,True,,True
47105,74,82.0,106.7,76.7,,76.0,69.0,,,,,,102.7,,65.8,92.8,95.0,,65.5,76.2,,,,94.0,,128.9,8.0,32.7,2.7,,2.0,-5.0,,,,,,28.7,,-8.2,18.8,21.0,,-8.5,2.2,,,,20.0,,54.9,False,True,,True,True,,,,,,False,,False,False,False,,False,True,,,,False,,False
47107,65,59.0,74.6,56.5,,59.0,53.0,,,,,,98.3,,58.5,67.7,64.0,,64.0,61.8,,,,53.0,,99.2,-6.0,9.6,-8.5,,-6.0,-12.0,,,,,,33.3,,-6.5,2.7,-1.0,,-1.0,-3.2,,,,-12.0,,34.2,False,False,,False,False,,,,,,False,,False,True,True,,True,True,,,,False,,False
47109,44,62.0,,64.9,,61.0,64.0,,,,,,70.8,,54.9,59.8,64.0,,83.9,60.4,,,,61.0,,85.7,18.0,,20.9,,17.0,20.0,,,,,,26.8,,10.9,15.8,20.0,,39.9,16.4,,,,17.0,,41.7,,False,,True,False,,,,,,False,,True,True,False,,False,True,,,,True,,False
47111,16,24.0,,23.2,,24.0,21.0,,,,,,41.1,,9.8,27.4,47.0,,37.2,20.9,,,,16.0,,58.8,8.0,,7.2,,8.0,5.0,,,,,,25.1,,-6.2,11.4,31.0,,21.2,4.9,,,,0.0,,42.8,,True,,False,True,,,,,,False,,True,False,False,,False,True,,,,True,,False
47113,238,201.0,,201.0,,201.0,194.0,,,,,,287.6,,234.8,224.7,193.0,,238.4,193.6,,,,262.0,,288.5,-37.0,,-37.0,,-37.0,-44.0,,,,,,49.6,,-3.2,-13.3,-45.0,,0.4,-44.4,,,,24.0,,50.5,,True,,False,False,,,,,,False,,True,True,False,,True,False,,,,True,,False
47115,21,23.0,,22.1,,20.0,20.0,,,,,,34.0,,8.7,20.0,20.0,,10.5,25.0,,,,24.0,,42.4,2.0,,1.1,,-1.0,-1.0,,,,,,13.0,,-12.3,-1.0,-1.0,,-10.5,4.0,,,,3.0,,21.4,,True,,True,True,,,,,,False,,False,True,True,,False,False,,,,False,,False
47117,50,29.0,,22.5,,28.0,28.0,,,,,,55.5,,37.0,44.6,40.0,,27.5,27.7,,,,36.0,,65.3,-21.0,,-27.5,,-22.0,-22.0,,,,,,5.5,,-13.0,-5.4,-10.0,,-22.5,-22.3,,,,-14.0,,15.3,,False,,False,False,,,,,,True,,True,True,True,,False,False,,,,True,,True
47119,157,175.0,245.3,175.1,,175.0,144.0,,,,,,202.5,,214.3,177.0,184.0,,140.4,199.3,,,,171.0,,338.8,18.0,88.3,18.1,,18.0,-13.0,,,,,,45.5,,57.3,20.0,27.0,,-16.6,42.3,,,,14.0,,181.8,False,False,,False,True,,,,,,False,,False,False,False,,True,False,,,,True,,False
47121,11,8.0,,8.9,,8.0,21.0,,,,,,13.0,,4.1,10.6,8.0,,4.2,14.4,,,,12.0,,20.2,-3.0,,-2.1,,-3.0,10.0,,,,,,2.0,,-6.9,-0.4,-3.0,,-6.8,3.4,,,,1.0,,9.2,,True,,False,False,,,,,,True,,False,True,False,,False,False,,,,True,,False
47123,80,66.0,,70.4,,69.0,72.0,,,,,,78.7,,81.6,99.1,80.0,,39.9,68.7,,,,85.0,,89.7,-14.0,,-9.6,,-11.0,-8.0,,,,,,-1.3,,1.6,19.1,0.0,,-40.1,-11.3,,,,5.0,,9.7,,True,,True,True,,,,,,True,,True,False,True,,False,True,,,,True,,True
47125,216,225.0,390.9,192.6,,222.0,217.0,,,,,,378.3,,232.1,203.5,223.0,,310.2,219.8,201.0,,,238.0,,398.4,9.0,174.9,-23.4,,6.0,1.0,,,,,,162.3,,16.1,-12.5,7.0,,94.2,3.8,-15.0,,,22.0,,182.4,False,False,,True,True,,,,,,False,,False,False,True,,False,True,False,,,False,,False
47127,16,18.0,,17.2,,17.0,30.0,,,,,,11.9,,5.8,12.5,18.0,,67.1,16.5,,,,16.0,,25.3,2.0,,1.2,,1.0,14.0,,,,,,-4.1,,-10.2,-3.5,2.0,,51.1,0.5,,,,0.0,,9.3,,True,,True,False,,,,,,False,,False,False,False,,False,True,,,,True,,False
47129,22,42.0,,41.5,,40.0,57.0,,,,,,36.6,,31.0,33.6,,,46.1,38.4,,,,51.0,,53.0,20.0,,19.5,,18.0,35.0,,,,,,14.6,,9.0,11.6,,,24.1,16.4,,,,29.0,,31.0,,True,,True,False,,,,,,True,,True,True,,,False,True,,,,False,,False
47131,107,127.0,,137.1,,127.0,139.0,,,,,,83.4,,120.3,126.5,133.0,,156.9,119.0,,,,130.0,,212.9,20.0,,30.1,,20.0,32.0,,,,,,-23.6,,13.3,19.5,26.0,,49.9,12.0,,,,23.0,,105.9,,False,,False,False,,,,,,False,,True,True,False,,False,True,,,,False,,False
47133,90,46.0,,45.1,,50.0,54.0,,,,,,39.6,,73.9,56.9,,,80.0,42.2,,,,50.0,,83.8,-44.0,,-44.9,,-40.0,-36.0,,,,,,-50.4,,-16.1,-33.1,,,-10.0,-47.8,,,,-40.0,,-6.2,,False,,True,True,,,,,,False,,True,True,,,True,False,,,,True,,True
47135,8,6.0,,6.5,,6.0,9.0,,,,,,10.7,,8.1,7.1,8.0,,2.9,4.4,,,,9.0,,11.8,-2.0,,-1.5,,-2.0,1.0,,,,,,2.7,,0.1,-0.9,0.0,,-5.1,-3.6,,,,1.0,,3.8,,True,,False,True,,,,,,False,,True,True,True,,False,False,,,,True,,False
47137,9,9.0,,9.1,,7.0,,,,,,,4.6,,5.9,9.6,,,5.2,,,,,8.0,,15.5,0.0,,0.1,,-2.0,,,,,,,-4.4,,-3.1,0.6,,,-3.8,,,,,-1.0,,6.5,,False,,False,,,,,,,False,,False,False,,,False,,,,,False,,False
47139,40,47.0,,43.3,,41.0,74.0,,,,,,39.7,,21.6,35.9,41.0,,40.2,41.2,,,,57.0,,56.0,7.0,,3.3,,1.0,34.0,,,,,,-0.3,,-18.4,-4.1,1.0,,0.2,1.2,,,,17.0,,16.0,,True,,True,False,,,,,,True,,False,True,True,,True,True,,,,False,,False
47141,196,197.0,245.5,203.9,,200.0,217.0,,,,,,136.7,,175.7,183.5,234.0,,328.8,199.6,,,,129.0,,315.9,1.0,49.5,7.9,,4.0,21.0,,,,,,-59.3,,-20.3,-12.5,38.0,,132.8,3.6,,,,-67.0,,119.9,False,False,,False,False,,,,,,False,,False,False,False,,False,False,,,,False,,False
47143,48,37.0,,37.4,,37.0,54.0,,,,,,67.6,,23.0,38.3,43.0,,32.0,34.7,,,,31.0,,68.5,-11.0,,-10.6,,-11.0,6.0,,,,,,19.6,,-25.0,-9.7,-5.0,,-16.0,-13.3,,,,-17.0,,20.5,,True,,False,True,,,,,,False,,False,True,True,,False,False,,,,False,,False
47145,63,114.0,66.0,110.6,,103.0,103.0,,,,,,139.2,,105.3,103.4,114.0,,30.6,110.0,,,,124.0,,147.6,51.0,3.0,47.6,,40.0,40.0,,,,,,76.2,,42.3,40.4,51.0,,-32.4,47.0,,,,61.0,,84.6,True,True,,True,True,,,,,,False,,True,True,False,,True,True,,,,False,,False
47147,95,118.0,124.3,108.1,,108.0,92.0,,,,,,86.9,,107.9,118.7,132.0,,78.9,131.5,,,,89.0,,212.6,23.0,29.3,13.1,,13.0,-3.0,,,,,,-8.1,,12.9,23.7,37.0,,-16.1,36.5,,,,-6.0,,117.6,False,True,,True,True,,,,,,True,,True,False,False,,True,False,,,,True,,False
47149,536,464.0,920.9,464.8,479.3,465.0,364.0,,,,,,401.4,,484.1,488.5,574.0,,406.5,546.1,385.0,,,404.0,,588.1,-72.0,384.9,-71.2,-56.7,-71.0,-172.0,,,,,,-134.6,,-51.9,-47.5,38.0,,-129.5,10.1,-151.0,,,-132.0,,52.1,False,True,True,True,False,,,,,,False,,True,True,True,,False,True,False,,,False,,True
47151,19,20.0,,18.9,,19.0,37.0,,,,,,26.5,,6.9,18.2,15.0,,41.2,15.3,,,,34.0,,38.4,1.0,,-0.1,,0.0,18.0,,,,,,7.5,,-12.1,-0.8,-4.0,,22.2,-3.7,,,,15.0,,19.4,,True,,True,False,,,,,,False,,False,True,False,,False,False,,,,False,,False
47153,13,11.0,,11.0,,9.0,9.0,,,,,,18.9,,4.2,7.9,12.0,,9.7,12.0,,,,12.0,,28.4,-2.0,,-2.0,,-4.0,-4.0,,,,,,5.9,,-8.8,-5.1,-1.0,,-3.3,-1.0,,,,-1.0,,15.4,,False,,False,False,,,,,,False,,False,False,True,,False,True,,,,True,,False
47155,171,171.0,454.4,180.7,,181.0,120.0,,,,,,257.5,,138.0,194.6,193.0,,196.2,164.5,,,,162.0,,279.4,0.0,283.4,9.7,,10.0,-51.0,,,,,,86.5,,-33.0,23.6,22.0,,25.2,-6.5,,,,-9.0,,108.4,False,False,,False,False,,,,,,False,,False,False,False,,False,False,,,,False,,False
47157,1524,1895.0,3377.1,1628.9,1837.6,1838.0,1403.0,,,,,,1566.3,,1992.7,1964.9,2067.0,,2454.8,1767.7,1641.0,,,1668.0,,2430.7,371.0,1853.1,104.9,313.6,314.0,-121.0,,,,,,42.3,,468.7,440.9,543.0,,930.8,243.7,117.0,,,144.0,,906.7,False,True,True,True,True,,,,,,True,,False,False,False,,False,True,True,,,True,,False
