,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
48061,1845,1750.0,,2613.0,,,,,1716.0,,1613.9,1403.3,,831.9,8.7,,4074.0,1448.0,-95.0,,768.0,,,,,-129.0,,-231.1,-441.7,,-1013.1,-1836.3,,2229.0,-397.0,,False,,,,,False,,False,False,,False,False,,False,False
48063,58,70.0,,1.0,,,,,88.0,,33.3,33.0,,4.5,0.0,,,54.0,12.0,,-57.0,,,,,30.0,,-24.7,-25.0,,-53.5,-58.0,,,-4.0,,False,,,,,False,,False,False,,False,False,,,True
48065,42,50.0,,1.0,,,,,48.0,,190.0,7.2,,1.7,,,,76.0,8.0,,-41.0,,,,,6.0,,148.0,-34.8,,-40.3,,,,34.0,,False,,,,,True,,False,False,,False,,,,False
48067,258,250.0,,301.0,,,,,191.0,,238.0,126.8,,51.9,113.6,,,295.0,-8.0,,43.0,,,,,-67.0,,-20.0,-131.2,,-206.1,-144.4,,,37.0,,False,,,,,False,,False,False,,False,False,,,False
48069,154,70.0,,0.0,,,,,52.0,,54.6,18.0,,19.4,0.0,,,93.0,-84.0,,-154.0,,,,,-102.0,,-99.4,-136.0,,-134.6,-154.0,,,-61.0,,False,,,,,False,,False,False,,False,False,,,True
48071,348,250.0,,258.0,,,,,121.0,,335.3,219.8,,54.7,10.0,,90.2,266.0,-98.0,,-90.0,,,,,-227.0,,-12.7,-128.2,,-293.3,-338.0,,-257.8,-82.0,,True,,,,,False,,True,False,,False,False,,False,True
48073,115,150.0,,91.0,,,,,427.0,,132.4,98.0,,42.5,0.6,,126.6,305.0,35.0,,-24.0,,,,,312.0,,17.4,-17.0,,-72.5,-114.4,,11.6,190.0,,True,,,,,False,,True,True,,False,False,,True,False
48075,721,50.0,,0.0,,,,,87.0,,50.2,15.9,,8.0,,,,85.0,-671.0,,-721.0,,,,,-634.0,,-670.8,-705.1,,-713.0,,,,-636.0,,False,,,,,True,,True,False,,False,,,,True
48077,147,50.0,,9.0,,,,,40.0,,36.8,42.1,,4.2,,,,9.0,-97.0,,-138.0,,,,,-107.0,,-110.2,-104.9,,-142.8,,,,-138.0,,False,,,,,False,,False,False,,False,,,,False
48079,68,50.0,,0.0,,,,,2.0,,141.8,14.1,,2.3,,,,25.0,-18.0,,-68.0,,,,,-66.0,,73.8,-53.9,,-65.7,,,,-43.0,,False,,,,,False,,False,False,,False,,,,False
48081,79,140.0,,43.0,,,,,5.0,,115.3,8.3,,6.4,,,,100.0,61.0,,-36.0,,,,,-74.0,,36.3,-70.7,,-72.6,,,,21.0,,True,,,,,False,,True,False,,False,,,,True
48083,89,10.0,,0.0,,,,,35.0,,5.0,22.4,,2.9,,,,1.0,-79.0,,-89.0,,,,,-54.0,,-84.0,-66.6,,-86.1,,,,-88.0,,False,,,,,True,,False,True,,False,,,,False
48085,5829,3555.0,,4021.0,,,,,3690.0,,3168.5,5527.1,,2369.5,812.1,,2534.6,1472.0,-2274.0,,-1808.0,,,,,-2139.0,,-2660.5,-301.9,,-3459.5,-5016.9,,-3294.4,-4357.0,,True,,,,,True,,False,True,,False,False,,False,False
48087,20,0.0,,0.0,,,,,31.0,,2.0,1.9,,0.3,,,,0.0,-20.0,,-20.0,,,,,11.0,,-18.0,-18.1,,-19.7,,,,-20.0,,False,,,,,True,,True,True,,True,,,,False
48089,65,20.0,,0.0,,,,,74.0,,70.6,58.4,,4.0,0.0,,,6.0,-45.0,,-65.0,,,,,9.0,,5.6,-6.6,,-61.0,-65.0,,,-59.0,,False,,,,,True,,True,True,,False,False,,,False
48091,301,255.0,,48.0,,,,,462.0,,167.7,329.0,,123.2,427.2,,144.4,692.0,-46.0,,-253.0,,,,,161.0,,-133.3,28.0,,-177.8,126.2,,-156.6,391.0,,False,,,,,False,,False,True,,False,False,,False,False
48093,78,80.0,,65.0,,,,,62.0,,119.9,27.6,,4.4,0.2,,,16.0,2.0,,-13.0,,,,,-16.0,,41.9,-50.4,,-73.6,-77.8,,,-62.0,,False,,,,,False,,False,False,,False,False,,,False
48095,41,10.0,,0.0,,,,,7.0,,3.1,5.3,,0.2,0.0,,,0.0,-31.0,,-41.0,,,,,-34.0,,-37.9,-35.7,,-40.8,-41.0,,,-41.0,,False,,,,,False,,False,False,,False,False,,,False
48097,210,110.0,,68.0,,,,,279.0,,142.8,140.2,,21.6,199.9,,,92.0,-100.0,,-142.0,,,,,69.0,,-67.2,-69.8,,-188.4,-10.1,,,-118.0,,False,,,,,True,,True,True,,False,True,,,False
48099,369,190.0,,0.0,,,,,536.0,,260.7,509.1,,51.0,0.6,,280.2,380.0,-179.0,,-369.0,,,,,167.0,,-108.3,140.1,,-318.0,-368.4,,-88.8,11.0,,False,,,,,True,,True,True,,False,False,,True,True
48101,19,5.0,,0.0,,,,,6.0,,6.3,1.5,,0.8,,,,1.0,-14.0,,-19.0,,,,,-13.0,,-12.7,-17.5,,-18.2,,,,-18.0,,False,,,,,True,,True,False,,False,,,,False
48103,87,0.0,,0.0,,,,,11.0,,11.5,0.3,,4.6,,,,28.0,-87.0,,-87.0,,,,,-76.0,,-75.5,-86.7,,-82.4,,,,-59.0,,False,,,,,True,,True,True,,True,,,,True
48105,44,0.0,,0.0,,,,,11.0,,4.8,7.8,,,0.0,,,2.0,-44.0,,-44.0,,,,,-33.0,,-39.2,-36.2,,,-44.0,,,-42.0,,False,,,,,True,,True,True,,,True,,,True
48107,67,65.0,,26.0,,,,,21.0,,38.9,18.2,,28.3,13.9,,,232.0,-2.0,,-41.0,,,,,-46.0,,-28.1,-48.8,,-38.7,-53.1,,,165.0,,False,,,,,False,,False,False,,False,False,,,False
48109,91,105.0,,,,,,,1.0,,122.9,13.1,,,,,,41.0,14.0,,,,,,,-90.0,,31.9,-77.9,,,,,,-50.0,,,,,,,False,,False,False,,,,,,False
48111,96,180.0,,0.0,,,,,88.0,,139.3,43.7,,127.9,114.3,,,99.0,84.0,,-96.0,,,,,-8.0,,43.3,-52.3,,31.9,18.3,,,3.0,,False,,,,,True,,True,True,,True,True,,,True
48113,34349,16520.0,,28024.0,,,,,16539.0,,11820.5,22022.3,,16663.7,1756.7,,12026.7,8096.0,-17829.0,,-6325.0,,,,,-17810.0,,-22528.5,-12326.7,,-17685.3,-32592.3,,-22322.3,-26253.0,,True,,,,,True,,False,True,,True,False,,False,False
48115,450,430.0,,289.0,,,,,153.0,,908.9,85.9,,118.4,260.7,,,80.0,-20.0,,-161.0,,,,,-297.0,,458.9,-364.1,,-331.6,-189.3,,,-370.0,,False,,,,,False,,False,False,,False,False,,,False
48117,277,135.0,,2.0,,,,,302.0,,213.4,95.1,,35.2,0.3,,,103.0,-142.0,,-275.0,,,,,25.0,,-63.6,-181.9,,-241.8,-276.7,,,-174.0,,False,,,,,True,,True,False,,False,False,,,False
48119,14,5.0,,0.0,,,,,30.0,,16.7,10.3,,1.3,,,,5.0,-9.0,,-14.0,,,,,16.0,,2.7,-3.7,,-12.7,,,,-9.0,,False,,,,,False,,True,True,,False,,,,False
48121,6313,3415.0,,5777.0,,,,,3913.0,,2405.3,4278.1,,3096.0,349.5,,2431.0,5539.0,-2898.0,,-536.0,,,,,-2400.0,,-3907.7,-2034.9,,-3217.0,-5963.5,,-3882.0,-774.0,,True,,,,,True,,False,True,,False,False,,False,True
48123,135,110.0,,0.0,,,,,48.0,,142.7,18.4,,4.1,0.0,,36.8,81.0,-25.0,,-135.0,,,,,-87.0,,7.7,-116.6,,-130.9,-135.0,,-98.2,-54.0,,False,,,,,False,,True,False,,False,False,,False,False
48125,14,5.0,,0.0,,,,,6.0,,4.4,2.2,,2.3,,,,21.0,-9.0,,-14.0,,,,,-8.0,,-9.6,-11.8,,-11.7,,,,7.0,,False,,,,,True,,False,False,,False,,,,True
48127,66,45.0,,0.0,,,,,19.0,,63.8,40.3,,0.5,0.0,,,2.0,-21.0,,-66.0,,,,,-47.0,,-2.2,-25.7,,-65.5,-66.0,,,-64.0,,False,,,,,False,,True,False,,False,False,,,False
48129,38,35.0,,,,,,,17.0,,50.2,3.2,,2.7,,,,64.0,-3.0,,,,,,,-21.0,,12.2,-34.8,,-35.3,,,,26.0,,,,,,,False,,False,False,,False,,,,False
48131,103,15.0,,9.0,,,,,20.0,,20.0,19.3,,2.6,0.0,,,12.0,-88.0,,-94.0,,,,,-83.0,,-83.0,-83.7,,-100.4,-103.0,,,-91.0,,False,,,,,True,,True,True,,False,False,,,False
48133,112,95.0,,69.0,,,,,92.0,,162.7,49.8,,18.1,48.2,,,27.0,-17.0,,-43.0,,,,,-20.0,,50.7,-62.2,,-93.9,-63.8,,,-85.0,,False,,,,,False,,False,False,,False,False,,,False
48135,2593,1690.0,,2038.0,,,,,2367.0,,4095.9,990.0,,875.9,18.7,,781.3,489.0,-903.0,,-555.0,,,,,-226.0,,1502.9,-1603.0,,-1717.1,-2574.3,,-1811.7,-2104.0,,True,,,,,True,,False,False,,False,False,,False,False
48137,15,0.0,,0.0,,,,,2.0,,6.3,1.1,,,,,,0.0,-15.0,,-15.0,,,,,-13.0,,-8.7,-13.9,,,,,,-15.0,,False,,,,,True,,True,True,,,,,,False
48139,1378,775.0,,2614.0,,,,,1012.0,,522.8,854.9,,207.1,66.1,,512.1,1221.0,-603.0,,1236.0,,,,,-366.0,,-855.2,-523.1,,-1170.9,-1311.9,,-865.9,-157.0,,False,,,,,True,,False,True,,False,False,,False,True
48141,48231,20535.0,,36967.0,,,,,18071.0,,15953.2,7032.3,,13008.9,10823.6,,10517.8,8398.0,-27696.0,,-11264.0,,,,,-30160.0,,-32277.8,-41198.7,,-35222.1,-37407.4,,-37713.2,-39833.0,,True,,,,,False,,False,False,,False,False,,False,False
48143,277,280.0,,157.0,,,,,324.0,,190.5,104.7,,86.0,3.7,,,257.0,3.0,,-120.0,,,,,47.0,,-86.5,-172.3,,-191.0,-273.3,,,-20.0,,False,,,,,False,,False,False,,False,False,,,False
48145,144,220.0,,616.0,,,,,137.0,,824.8,87.2,,41.0,0.0,,,0.0,76.0,,472.0,,,,,-7.0,,680.8,-56.8,,-103.0,-144.0,,,-144.0,,False,,,,,True,,False,True,,False,False,,,False
48147,209,175.0,,0.0,,,,,256.0,,137.5,120.0,,67.9,0.1,,,208.0,-34.0,,-209.0,,,,,47.0,,-71.5,-89.0,,-141.1,-208.9,,,-1.0,,False,,,,,False,,False,False,,False,False,,,True
48149,168,105.0,,8.0,,,,,115.0,,148.4,48.2,,28.7,0.0,,,163.0,-63.0,,-160.0,,,,,-53.0,,-19.6,-119.8,,-139.3,-168.0,,,-5.0,,False,,,,,True,,True,False,,False,False,,,True
48151,62,40.0,,,,,,,6.0,,77.5,12.3,,3.3,,,,114.0,-22.0,,,,,,,-56.0,,15.5,-49.7,,-58.7,,,,52.0,,,,,,,False,,True,False,,False,,,,False
48153,82,20.0,,0.0,,,,,26.0,,31.0,12.7,,2.1,0.0,,,35.0,-62.0,,-82.0,,,,,-56.0,,-51.0,-69.3,,-79.9,-82.0,,,-47.0,,False,,,,,True,,True,False,,False,False,,,True
48155,5,5.0,,0.0,,,,,5.0,,6.2,6.0,,,,,,2.0,0.0,,-5.0,,,,,0.0,,1.2,1.0,,,,,,-3.0,,False,,,,,True,,False,False,,,,,,False
48157,2226,1230.0,,1622.0,,,,,1735.0,,1196.7,2180.0,,792.1,242.1,,965.2,2129.0,-996.0,,-604.0,,,,,-491.0,,-1029.3,-46.0,,-1433.9,-1983.9,,-1260.8,-97.0,,True,,,,,True,,False,True,,False,False,,False,True
48159,75,35.0,,40.0,,,,,67.0,,55.0,51.4,,4.5,8.7,,,9.0,-40.0,,-35.0,,,,,-8.0,,-20.0,-23.6,,-70.5,-66.3,,,-66.0,,True,,,,,True,,True,True,,False,False,,,False
48161,69,45.0,,0.0,,,,,157.0,,92.9,46.7,,10.7,0.0,,,52.0,-24.0,,-69.0,,,,,88.0,,23.9,-22.3,,-58.3,-69.0,,,-17.0,,False,,,,,False,,True,True,,False,False,,,True
48163,82,85.0,,28.0,,,,,67.0,,88.5,72.9,,6.1,0.0,,,90.0,3.0,,-54.0,,,,,-15.0,,6.5,-9.1,,-75.9,-82.0,,,8.0,,False,,,,,False,,False,False,,False,False,,,False
48165,417,205.0,,179.0,,,,,590.0,,268.8,104.4,,162.6,167.7,,,97.0,-212.0,,-238.0,,,,,173.0,,-148.2,-312.6,,-254.4,-249.3,,,-320.0,,False,,,,,True,,True,False,,False,False,,,False
48167,1974,725.0,,577.0,,,,,826.0,,610.3,1709.6,,643.7,37.8,,355.0,471.0,-1249.0,,-1397.0,,,,,-1148.0,,-1363.7,-264.4,,-1330.3,-1936.2,,-1619.0,-1503.0,,False,,,,,True,,False,True,,False,False,,False,False
48169,44,45.0,,0.0,,,,,35.0,,41.0,16.1,,12.0,0.0,,,67.0,1.0,,-44.0,,,,,-9.0,,-3.0,-27.9,,-32.0,-44.0,,,23.0,,False,,,,,False,,False,False,,False,False,,,False
48171,100,55.0,,0.0,,,,,76.0,,91.2,95.6,,9.3,146.8,,,15.0,-45.0,,-100.0,,,,,-24.0,,-8.8,-4.4,,-90.7,46.8,,,-85.0,,False,,,,,True,,True,True,,False,False,,,False
48173,19,5.0,,0.0,,,,,0.0,,14.0,0.2,,0.3,,,,37.0,-14.0,,-19.0,,,,,-19.0,,-5.0,-18.8,,-18.7,,,,18.0,,False,,,,,False,,True,False,,False,,,,False
48175,23,0.0,,0.0,,,,,7.0,,4.8,4.8,,0.0,0.0,,,2.0,-23.0,,-23.0,,,,,-16.0,,-18.2,-18.2,,-23.0,-23.0,,,-21.0,,False,,,,,True,,True,True,,True,False,,,True
48177,116,95.0,,48.0,,,,,68.0,,134.7,70.7,,1.5,0.0,,92.1,57.0,-21.0,,-68.0,,,,,-48.0,,18.7,-45.3,,-114.5,-116.0,,-23.9,-59.0,,False,,,,,False,,True,False,,False,False,,False,False
48179,815,130.0,,225.0,,,,,785.0,,258.6,99.2,,40.5,99.5,,,251.0,-685.0,,-590.0,,,,,-30.0,,-556.4,-715.8,,-774.5,-715.5,,,-564.0,,True,,,,,True,,True,False,,False,False,,,True
48181,1641,810.0,,1144.0,,,,,971.0,,963.3,466.4,,631.5,564.3,,455.8,2915.0,-831.0,,-497.0,,,,,-670.0,,-677.7,-1174.6,,-1009.5,-1076.7,,-1185.2,1274.0,,True,,,,,True,,True,False,,False,False,,False,False
48183,678,425.0,,926.0,,,,,813.0,,285.9,705.0,,109.7,217.7,,351.6,380.0,-253.0,,248.0,,,,,135.0,,-392.1,27.0,,-568.3,-460.3,,-326.4,-298.0,,True,,,,,True,,False,True,,False,False,,False,False
48185,177,185.0,,94.0,,,,,192.0,,178.5,155.6,,52.1,3.0,,156.0,388.0,8.0,,-83.0,,,,,15.0,,1.5,-21.4,,-124.9,-174.0,,-21.0,211.0,,False,,,,,False,,True,False,,False,False,,False,False
48187,372,275.0,,228.0,,,,,435.0,,386.0,607.8,,7.0,26.4,,118.6,71.0,-97.0,,-144.0,,,,,63.0,,14.0,235.8,,-365.0,-345.6,,-253.4,-301.0,,False,,,,,True,,True,False,,False,False,,False,False
48189,1483,1095.0,,759.0,,,,,474.0,,442.1,144.5,,957.5,4.7,,590.6,968.0,-388.0,,-724.0,,,,,-1009.0,,-1040.9,-1338.5,,-525.5,-1478.3,,-892.4,-515.0,,False,,,,,False,,False,False,,False,False,,False,False
48191,43,5.0,,0.0,,,,,20.0,,5.3,4.9,,1.0,,,,1.0,-38.0,,-43.0,,,,,-23.0,,-37.7,-38.1,,-42.0,,,,-42.0,,False,,,,,True,,True,False,,False,,,,False
48193,96,60.0,,30.0,,,,,52.0,,81.6,27.5,,22.6,0.0,,,34.0,-36.0,,-66.0,,,,,-44.0,,-14.4,-68.5,,-73.4,-96.0,,,-62.0,,False,,,,,False,,True,False,,False,False,,,False
48195,64,30.0,,16.0,,,,,73.0,,131.2,22.7,,2.0,0.0,,,14.0,-34.0,,-48.0,,,,,9.0,,67.2,-41.3,,-62.0,-64.0,,,-50.0,,False,,,,,True,,False,False,,False,False,,,False
48197,18,95.0,,1.0,,,,,22.0,,452.7,13.4,,1.7,,,,59.0,77.0,,-17.0,,,,,4.0,,434.7,-4.6,,-16.3,,,,41.0,,True,,,,,True,,False,True,,True,,,,True
48199,174,145.0,,68.0,,,,,259.0,,129.5,178.0,,75.9,19.1,,84.7,152.0,-29.0,,-106.0,,,,,85.0,,-44.5,4.0,,-98.1,-154.9,,-89.3,-22.0,,False,,,,,False,,False,True,,False,False,,False,True
48201,27406,16645.0,,27236.0,,,,,14070.0,,11624.4,19003.6,,10814.9,5189.9,,11534.2,8159.0,-10761.0,,-170.0,,,,,-13336.0,,-15781.6,-8402.4,,-16591.1,-22216.1,,-15871.8,-19247.0,,True,,,,,False,,False,True,,False,False,,False,False
48203,206,300.0,,513.0,,,,,387.0,,223.0,358.4,,101.6,27.4,,,402.0,94.0,,307.0,,,,,181.0,,17.0,152.4,,-104.4,-178.6,,,196.0,,False,,,,,False,,True,False,,False,False,,,False
48205,41,45.0,,0.0,,,,,86.0,,64.5,19.8,,9.6,0.0,,,64.0,4.0,,-41.0,,,,,45.0,,23.5,-21.2,,-31.4,-41.0,,,23.0,,False,,,,,False,,False,False,,False,False,,,False
48207,18,20.0,,0.0,,,,,35.0,,8.9,19.1,,2.1,,,,10.0,2.0,,-18.0,,,,,17.0,,-9.1,1.1,,-15.9,,,,-8.0,,False,,,,,False,,False,True,,False,,,,False
48209,1062,590.0,,1398.0,,,,,817.0,,428.1,927.1,,323.6,7.1,,280.9,940.0,-472.0,,336.0,,,,,-245.0,,-633.9,-134.9,,-738.4,-1054.9,,-781.1,-122.0,,True,,,,,True,,False,True,,False,False,,False,True
48211,103,175.0,,0.0,,,,,42.0,,213.7,16.9,,192.4,49.7,,,41.0,72.0,,-103.0,,,,,-61.0,,110.7,-86.1,,89.4,-53.3,,,-62.0,,False,,,,,True,,False,False,,False,True,,,True
48213,536,425.0,,734.0,,,,,662.0,,367.3,482.2,,201.0,293.2,,215.7,84.0,-111.0,,198.0,,,,,126.0,,-168.7,-53.8,,-335.0,-242.8,,-320.3,-452.0,,False,,,,,False,,False,True,,False,False,,False,False
48215,5906,4135.0,,2719.0,,,,,4781.0,,2430.5,3881.3,,1936.7,13.5,,2698.7,3576.0,-1771.0,,-3187.0,,,,,-1125.0,,-3475.5,-2024.7,,-3969.3,-5892.5,,-3207.3,-2330.0,,False,,,,,True,,False,False,,False,False,,False,False
48217,398,155.0,,96.0,,,,,221.0,,111.9,242.8,,80.5,0.2,,,98.0,-243.0,,-302.0,,,,,-177.0,,-286.1,-155.2,,-317.5,-397.8,,,-300.0,,False,,,,,True,,False,True,,False,False,,,False
48219,751,335.0,,396.0,,,,,280.0,,397.1,60.4,,150.2,98.0,,,0.0,-416.0,,-355.0,,,,,-471.0,,-353.9,-690.6,,-600.8,-653.0,,,-751.0,,True,,,,,False,,True,False,,False,False,,,False
48221,361,385.0,,435.0,,,,,343.0,,202.3,157.9,,149.0,180.0,,234.8,1063.0,24.0,,74.0,,,,,-18.0,,-158.7,-203.1,,-212.0,-181.0,,-126.2,702.0,,False,,,,,True,,False,False,,False,False,,False,False
48223,318,260.0,,385.0,,,,,274.0,,497.6,161.7,,30.6,148.4,,,196.0,-58.0,,67.0,,,,,-44.0,,179.6,-156.3,,-287.4,-169.6,,,-122.0,,False,,,,,True,,False,False,,False,False,,,False
48225,148,55.0,,0.0,,,,,145.0,,84.3,68.4,,3.9,0.0,,,50.0,-93.0,,-148.0,,,,,-3.0,,-63.7,-79.6,,-144.1,-148.0,,,-98.0,,False,,,,,True,,True,True,,False,False,,,False
48227,614,145.0,,16.0,,,,,415.0,,239.7,155.8,,48.6,0.0,,,53.0,-469.0,,-598.0,,,,,-199.0,,-374.3,-458.1,,-565.4,-614.0,,,-561.0,,False,,,,,True,,True,True,,False,False,,,False
48229,92,35.0,,0.0,,,,,6.0,,63.4,13.3,,5.7,,,,8.0,-57.0,,-92.0,,,,,-86.0,,-28.6,-78.7,,-86.3,,,,-84.0,,False,,,,,False,,True,False,,False,,,,False
48231,738,480.0,,661.0,,,,,742.0,,453.7,452.1,,78.2,35.5,,240.9,260.0,-258.0,,-77.0,,,,,4.0,,-284.3,-285.9,,-659.8,-702.5,,-497.1,-478.0,,True,,,,,True,,False,False,,False,False,,False,False
48233,348,115.0,,173.0,,,,,522.0,,271.1,100.5,,20.6,74.1,,,34.0,-233.0,,-175.0,,,,,174.0,,-76.9,-247.5,,-327.4,-273.9,,,-314.0,,True,,,,,True,,True,False,,False,False,,,False
48235,3,0.0,,0.0,,,,,0.0,,7.7,0.9,,0.2,,,,2.0,-3.0,,-3.0,,,,,-3.0,,4.7,-2.1,,-2.8,,,,-1.0,,False,,,,,False,,False,True,,True,,,,True
48237,67,25.0,,0.0,,,,,48.0,,9.2,22.0,,0.7,0.0,,,5.0,-42.0,,-67.0,,,,,-19.0,,-57.8,-45.0,,-66.3,-67.0,,,-62.0,,False,,,,,True,,False,False,,False,False,,,False
48239,132,50.0,,0.0,,,,,21.0,,93.3,41.1,,1.2,0.0,,,15.0,-82.0,,-132.0,,,,,-111.0,,-38.7,-90.9,,-130.8,-132.0,,,-117.0,,False,,,,,False,,True,False,,False,False,,,False
48241,34,35.0,,105.0,,,,,221.0,,100.0,78.3,,1.4,51.7,,,30.0,1.0,,71.0,,,,,187.0,,66.0,44.3,,-32.6,17.7,,,-4.0,,False,,,,,False,,False,False,,False,False,,,False
48243,27,15.0,,0.0,,,,,0.0,,14.1,1.4,,,,,,69.0,-12.0,,-27.0,,,,,-27.0,,-12.9,-25.6,,,,,,42.0,,False,,,,,False,,False,False,,,,,,False
48245,1787,1210.0,,2064.0,,,,,936.0,,689.1,1619.3,,715.0,37.4,,590.8,1008.0,-577.0,,277.0,,,,,-851.0,,-1097.9,-167.7,,-1072.0,-1749.6,,-1196.2,-779.0,,True,,,,,False,,False,True,,False,False,,False,False
48247,50,40.0,,0.0,,,,,15.0,,399.9,16.3,,0.3,1.0,,,11.0,-10.0,,-50.0,,,,,-35.0,,349.9,-33.7,,-49.7,-49.0,,,-39.0,,False,,,,,False,,False,False,,False,False,,,False
48249,386,0.0,,40.0,,,,,79.0,,125.9,34.7,,3.4,0.0,,168.8,70.0,-386.0,,-346.0,,,,,-307.0,,-260.1,-351.3,,-382.6,-386.0,,-217.2,-316.0,,True,,,,,True,,True,True,,True,True,,True,True
48251,1416,745.0,,1478.0,,,,,1083.0,,510.0,707.2,,224.8,147.4,,685.0,392.0,-671.0,,62.0,,,,,-333.0,,-906.0,-708.8,,-1191.2,-1268.6,,-731.0,-1024.0,,True,,,,,True,,False,False,,False,False,,False,False
48253,1024,90.0,,2.0,,,,,123.0,,97.4,8.6,,9.4,0.1,,,442.0,-934.0,,-1022.0,,,,,-901.0,,-926.6,-1015.4,,-1014.6,-1023.9,,,-582.0,,False,,,,,True,,True,False,,False,False,,,True
48255,53,20.0,,0.0,,,,,45.0,,71.0,29.5,,0.0,0.0,,,0.0,-33.0,,-53.0,,,,,-8.0,,18.0,-23.5,,-53.0,-53.0,,,-53.0,,False,,,,,True,,True,True,,False,False,,,False
48257,936,570.0,,1084.0,,,,,759.0,,361.6,689.8,,151.2,36.9,,405.6,245.0,-366.0,,148.0,,,,,-177.0,,-574.4,-246.2,,-784.8,-899.1,,-530.4,-691.0,,True,,,,,True,,False,True,,False,False,,False,False
48259,110,10.0,,26.0,,,,,130.0,,102.5,93.0,,34.2,143.9,,,4.0,-100.0,,-84.0,,,,,20.0,,-7.5,-17.0,,-75.8,33.9,,,-106.0,,True,,,,,True,,True,True,,True,True,,,False
48261,4,0.0,,0.0,,,,,0.0,,19.3,0.0,,,,,,0.0,-4.0,,-4.0,,,,,-4.0,,15.3,-4.0,,,,,,-4.0,,False,,,,,False,,False,True,,,,,,False
48263,13,5.0,,0.0,,,,,0.0,,1.9,1.5,,,,,,0.0,-8.0,,-13.0,,,,,-13.0,,-11.1,-11.4,,,,,,-13.0,,False,,,,,False,,False,False,,,,,,False
48265,202,125.0,,134.0,,,,,212.0,,160.4,243.2,,30.3,410.4,,,63.0,-77.0,,-68.0,,,,,10.0,,-41.6,41.2,,-171.7,208.4,,,-139.0,,True,,,,,True,,True,True,,False,False,,,False
48267,58,5.0,,0.0,,,,,12.0,,22.6,1.8,,0.6,,,,30.0,-53.0,,-58.0,,,,,-46.0,,-35.4,-56.2,,-57.4,,,,-28.0,,False,,,,,True,,True,False,,False,,,,True
48269,0,5.0,,0.0,,,,,0.0,,4.8,9.0,,,,,,0.0,5.0,,0.0,,,,,0.0,,4.8,9.0,,,,,,0.0,,True,,,,,True,,True,False,,,,,,True
48271,23,15.0,,0.0,,,,,1.0,,29.5,19.2,,2.7,,,,7.0,-8.0,,-23.0,,,,,-22.0,,6.5,-3.8,,-20.3,,,,-16.0,,False,,,,,False,,True,True,,False,,,,False
48273,163,0.0,,0.0,,,,,41.0,,84.4,42.1,,1.6,0.0,,8.4,44.0,-163.0,,-163.0,,,,,-122.0,,-78.6,-120.9,,-161.4,-163.0,,-154.6,-119.0,,False,,,,,True,,True,True,,True,False,,True,True
48275,7,10.0,,1.0,,,,,10.0,,16.3,12.8,,0.2,0.0,,,4.0,3.0,,-6.0,,,,,3.0,,9.3,5.8,,-6.8,-7.0,,,-3.0,,False,,,,,False,,False,False,,False,False,,,False
48277,792,1130.0,,1837.0,,,,,427.0,,1162.4,328.6,,671.9,423.7,,639.8,1311.0,338.0,,1045.0,,,,,-365.0,,370.4,-463.4,,-120.1,-368.3,,-152.2,519.0,,False,,,,,False,,False,False,,True,False,,True,False
48279,479,390.0,,120.0,,,,,123.0,,255.2,72.4,,274.3,112.5,,,300.0,-89.0,,-359.0,,,,,-356.0,,-223.8,-406.6,,-204.7,-366.5,,,-179.0,,False,,,,,False,,False,False,,False,False,,,False
48281,68,70.0,,70.0,,,,,135.0,,166.5,67.0,,14.8,71.5,,,72.0,2.0,,2.0,,,,,67.0,,98.5,-1.0,,-53.2,3.5,,,4.0,,False,,,,,False,,False,True,,False,False,,,False
48283,54,0.0,,8.0,,,,,21.0,,15.4,1.8,,16.9,0.0,,,0.0,-54.0,,-46.0,,,,,-33.0,,-38.6,-52.2,,-37.1,-54.0,,,-54.0,,True,,,,,True,,True,True,,True,False,,,False
