,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48021,654,184.0,,183.4,,163.0,209.0,,,,,177.3,,293.0,,142.2,,196.8,160.0,,59.5,170.3,0.5,,,,142.5,,,,175.0,,-470.0,,-470.6,,-491.0,-445.0,,,,,-476.7,,-361.0,,-511.8,,-457.2,-494.0,,-594.5,-483.7,-653.5,,,,-511.5,,,,-479.0,,,False,,False,True,,,,,False,,True,,False,,True,False,,False,False,False,,,,False,,,,False,
48023,78,4.0,,6.5,,5.0,0.0,,,,,3.7,,24.0,,102.3,,9.6,,,,8.6,,,,,,,,,6.0,,-74.0,,-71.5,,-73.0,-78.0,,,,,-74.3,,-54.0,,24.3,,-68.4,,,,-69.4,,,,,,,,,-72.0,,,True,,True,False,,,,,False,,True,,True,,True,,,,True,,,,,,,,,True,
48025,235,56.0,,44.8,,58.0,,,,,,87.0,,113.0,,123.2,,28.0,79.0,,24.5,84.7,0.0,,,,69.5,,,,22.0,72.5,-179.0,,-190.2,,-177.0,,,,,,-148.0,,-122.0,,-111.8,,-207.0,-156.0,,-210.5,-150.3,-235.0,,,,-165.5,,,,-213.0,-162.5,,False,,True,,,,,,True,,True,,True,,False,True,,False,True,False,,,,True,,,,False,True
48027,1697,1052.0,,1068.4,,1049.0,1077.0,,,,,1070.8,,2420.0,,810.8,,960.5,912.5,,829.5,866.0,1650.4,,,,548.0,1453.0,,,470.0,1115.5,-645.0,,-628.6,,-648.0,-620.0,,,,,-626.2,,723.0,,-886.2,,-736.5,-784.5,,-867.5,-831.0,-46.6,,,,-1149.0,-244.0,,,-1227.0,-581.5,,True,,False,True,,,,,True,,False,,False,,False,False,,False,False,True,,,,False,True,,,False,True
48029,8329,15388.0,,15773.0,5739.4,6805.0,11843.0,,,,,8600.2,,10691.0,,14095.5,,6536.5,8384.5,,3868.5,4967.1,1214.7,,,,8023.3,5173.0,,,27819.0,,7059.0,,7444.0,-2589.6,-1524.0,3514.0,,,,,271.2,,2362.0,,5766.5,,-1792.5,55.5,,-4460.5,-3361.9,-7114.3,,,,-305.7,-3156.0,,,19490.0,,,False,True,True,True,,,,,True,,True,,True,,True,True,,True,True,False,,,,True,True,,,False,
48031,49,24.0,,20.4,,15.0,11.0,,,,,21.2,,18.0,,68.4,,16.3,,,1.2,20.2,0.0,,,,,,,,22.0,,-25.0,,-28.6,,-34.0,-38.0,,,,,-27.8,,-31.0,,19.4,,-32.7,,,-47.8,-28.8,-49.0,,,,,,,,-27.0,,,False,,False,False,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,
48033,6,4.0,,3.7,,1.0,0.0,,,,,1.5,,0.0,,252.6,,6.6,,,,0.8,,,,,,,,,14.0,,-2.0,,-2.3,,-5.0,-6.0,,,,,-4.5,,-6.0,,246.6,,0.6,,,,-5.2,,,,,,,,,8.0,,,False,,False,False,,,,,False,,False,,False,,True,,,,False,,,,,,,,,False,
48035,157,80.0,,81.0,,61.0,60.0,,,,,112.2,,76.0,,104.0,,42.8,,,20.1,57.1,1.9,,,,,,,,5.0,,-77.0,,-76.0,,-96.0,-97.0,,,,,-44.8,,-81.0,,-53.0,,-114.2,,,-136.9,-99.9,-155.1,,,,,,,,-152.0,,,True,,False,False,,,,,True,,False,,True,,False,,,False,False,False,,,,,,,,False,
48037,1286,388.0,,333.9,,324.0,305.0,,,,,163.4,,795.0,,566.1,,359.3,408.0,,124.6,398.4,3.2,,,,302.8,,,,329.0,427.5,-898.0,,-952.1,,-962.0,-981.0,,,,,-1122.6,,-491.0,,-719.9,,-926.7,-878.0,,-1161.4,-887.6,-1282.8,,,,-983.2,,,,-957.0,-858.5,,False,,False,False,,,,,False,,True,,True,,False,True,,False,True,False,,,,False,,,,False,True
48039,1719,948.0,,929.7,1043.5,803.0,675.0,,,,,1365.9,,779.0,,751.3,,871.9,734.5,,792.0,1157.1,16.6,,,,777.9,924.0,,,517.0,,-771.0,,-789.3,-675.5,-916.0,-1044.0,,,,,-353.1,,-940.0,,-967.7,,-847.1,-984.5,,-927.0,-561.9,-1702.4,,,,-941.1,-795.0,,,-1202.0,,,False,True,False,False,,,,,True,,False,,False,,False,False,,False,True,False,,,,False,False,,,False,
48041,1995,808.0,,776.9,,756.0,469.0,,,,,705.4,,1217.0,,832.0,,638.2,1145.5,,577.9,915.5,11.0,,,,764.2,705.0,,,725.0,,-1187.0,,-1218.1,,-1239.0,-1526.0,,,,,-1289.6,,-778.0,,-1163.0,,-1356.8,-849.5,,-1417.1,-1079.5,-1984.0,,,,-1230.8,-1290.0,,,-1270.0,,,False,,False,False,,,,,False,,True,,True,,False,True,,False,True,False,,,,False,False,,,False,
48043,218,0.0,,9.5,,8.0,0.0,,,,,5.5,,60.0,,44.9,,11.9,,,9.5,16.0,0.0,,,,,,,,1.0,50.9,-218.0,,-208.5,,-210.0,-218.0,,,,,-212.5,,-158.0,,-173.1,,-206.1,,,-208.5,-202.0,-218.0,,,,,,,,-217.0,-167.1,,True,,True,False,,,,,True,,True,,True,,True,,,True,True,False,,,,,,,,True,True
48045,39,16.0,,17.6,,4.0,0.0,,,,,12.1,,4.0,,95.2,,0.2,,,0.8,5.8,,,,,,,,,30.0,,-23.0,,-21.4,,-35.0,-39.0,,,,,-26.9,,-35.0,,56.2,,-38.8,,,-38.2,-33.2,,,,,,,,,-9.0,,,True,,False,False,,,,,False,,False,,False,,False,,,False,False,,,,,,,,,True,
48047,99,0.0,,0.0,,3.0,12.0,,,,,41.5,,10.0,,69.8,,11.1,,,7.0,72.2,0.0,,,,,,,,0.0,31.0,-99.0,,-99.0,,-96.0,-87.0,,,,,-57.5,,-89.0,,-29.2,,-87.9,,,-92.0,-26.8,-99.0,,,,,,,,-99.0,-68.0,,False,,True,True,,,,,True,,True,,True,,True,,,True,True,False,,,,,,,,False,True
48049,893,116.0,,114.9,,112.0,124.0,,,,,88.4,,275.0,,144.6,,93.0,177.5,,40.1,117.7,51.6,,,,,,,,81.0,133.7,-777.0,,-778.1,,-781.0,-769.0,,,,,-804.6,,-618.0,,-748.4,,-800.0,-715.5,,-852.9,-775.3,-841.4,,,,,,,,-812.0,-759.3,,False,,False,True,,,,,False,,True,,True,,False,True,,False,True,False,,,,,,,,False,True
48051,248,148.0,,150.2,,135.0,169.0,,,,,162.8,,88.0,,166.3,,65.6,,,104.6,139.3,0.1,,,,,,,,40.0,128.2,-100.0,,-97.8,,-113.0,-79.0,,,,,-85.2,,-160.0,,-81.7,,-182.4,,,-143.4,-108.7,-247.9,,,,,,,,-208.0,-119.8,,True,,False,True,,,,,True,,False,,True,,False,,,False,False,False,,,,,,,,False,False
48053,494,136.0,,136.4,,138.0,253.0,,,,,211.7,,197.0,,144.8,,165.6,135.0,,97.2,279.1,67.7,,,,,,,,2.0,,-358.0,,-357.6,,-356.0,-241.0,,,,,-282.3,,-297.0,,-349.2,,-328.4,-359.0,,-396.8,-214.9,-426.3,,,,,,,,-492.0,,,True,,True,True,,,,,True,,True,,True,,True,False,,False,True,False,,,,,,,,False,
48055,205,56.0,,124.2,,53.0,53.0,,,,,96.9,,201.0,,118.1,,99.6,102.5,,13.9,95.6,0.0,,,,45.4,,,,10.0,169.3,-149.0,,-80.8,,-152.0,-152.0,,,,,-108.1,,-4.0,,-86.9,,-105.4,-102.5,,-191.1,-109.4,-205.0,,,,-159.6,,,,-195.0,-35.7,,True,,False,False,,,,,True,,True,,True,,True,True,,False,True,False,,,,False,,,,False,True
48057,79,196.0,,240.1,,92.0,0.0,,,,,233.8,,26.0,,92.5,,37.7,,,165.2,100.2,0.0,,,,,,,,2.0,,117.0,,161.1,,13.0,-79.0,,,,,154.8,,-53.0,,13.5,,-41.3,,,86.2,21.2,-79.0,,,,,,,,-77.0,,,False,,True,True,,,,,False,,True,,True,,True,,,True,True,True,,,,,,,,True,
48059,216,52.0,,46.5,,38.0,0.0,,,,,55.6,,37.0,,55.9,,29.2,,,30.3,42.6,29.3,,,,,,,,12.0,,-164.0,,-169.5,,-178.0,-216.0,,,,,-160.4,,-179.0,,-160.1,,-186.8,,,-185.7,-173.4,-186.7,,,,,,,,-204.0,,,False,,False,False,,,,,True,,False,,True,,False,,,False,False,False,,,,,,,,False,
48061,1531,1256.0,,1224.5,1605.8,961.0,1304.0,,,,,1924.3,,971.0,,784.0,,920.7,1306.0,,555.9,1208.4,6.0,,,,983.5,208.0,,,475.0,,-275.0,,-306.5,74.8,-570.0,-227.0,,,,,393.3,,-560.0,,-747.0,,-610.3,-225.0,,-975.1,-322.6,-1525.0,,,,-547.5,-1323.0,,,-1056.0,,,False,True,False,True,,,,,False,,False,,False,,False,True,,False,False,False,,,,False,False,,,False,
48063,167,32.0,,27.3,,24.0,0.0,,,,,20.5,,93.0,,53.9,,20.2,,,1.5,35.4,0.0,,,,,,,,28.0,,-135.0,,-139.7,,-143.0,-167.0,,,,,-146.5,,-74.0,,-113.1,,-146.8,,,-165.5,-131.6,-167.0,,,,,,,,-139.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
48065,64,16.0,,18.2,,17.0,0.0,,,,,8.2,,54.0,,145.5,,6.8,,,1.7,20.3,,,,,,,,,6.0,,-48.0,,-45.8,,-47.0,-64.0,,,,,-55.8,,-10.0,,81.5,,-57.2,,,-62.3,-43.7,,,,,,,,,-58.0,,,True,,True,False,,,,,False,,True,,False,,False,,,False,True,,,,,,,,,False,
48067,516,140.0,,142.1,,138.0,203.0,,,,,63.5,,206.0,,265.4,,125.2,137.0,,28.3,132.5,5.0,,,,,,,,249.0,,-376.0,,-373.9,,-378.0,-313.0,,,,,-452.5,,-310.0,,-250.6,,-390.8,-379.0,,-487.7,-383.5,-511.0,,,,,,,,-267.0,,,True,,False,True,,,,,False,,True,,True,,False,False,,False,False,False,,,,,,,,True,
48069,262,64.0,,62.7,,45.0,0.0,,,,,53.7,,65.0,,72.9,,13.8,,,19.8,45.2,0.0,,,,,,,,24.0,46.7,-198.0,,-199.3,,-217.0,-262.0,,,,,-208.3,,-197.0,,-189.1,,-248.2,,,-242.2,-216.8,-262.0,,,,,,,,-238.0,-215.3,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,False
48071,300,192.0,,191.7,,132.0,141.0,,,,,101.4,,140.0,,356.7,,165.9,138.0,,27.8,119.2,9.9,,,,78.3,,,,135.0,,-108.0,,-108.3,,-168.0,-159.0,,,,,-198.6,,-160.0,,56.7,,-134.1,-162.0,,-272.2,-180.8,-290.1,,,,-221.7,,,,-165.0,,,False,,False,False,,,,,False,,False,,True,,False,False,,False,False,False,,,,False,,,,False,
48073,776,60.0,,56.3,,59.0,44.0,,,,,95.3,,549.0,,120.9,,84.3,85.5,,17.4,71.4,0.5,,,,127.3,,,,27.0,125.6,-716.0,,-719.7,,-717.0,-732.0,,,,,-680.7,,-227.0,,-655.1,,-691.7,-690.5,,-758.6,-704.6,-775.5,,,,-648.7,,,,-749.0,-650.4,,False,,False,False,,,,,True,,True,,True,,True,True,,False,True,False,,,,True,,,,False,True
48075,728,116.0,,123.5,,86.0,88.0,,,,,28.9,,88.0,,182.4,,16.5,,,41.4,72.9,36.2,,,,,,,,105.0,,-612.0,,-604.5,,-642.0,-640.0,,,,,-699.1,,-640.0,,-545.6,,-711.5,,,-686.6,-655.1,-691.8,,,,,,,,-623.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,
48077,165,40.0,,38.8,,34.0,1.0,,,,,28.7,,53.0,,168.3,,16.9,,,2.9,36.0,19.0,,,,,,,,74.0,49.6,-125.0,,-126.2,,-131.0,-164.0,,,,,-136.3,,-112.0,,3.3,,-148.1,,,-162.1,-129.0,-146.0,,,,,,,,-91.0,-115.4,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,True,True
48079,59,72.0,,69.7,,24.0,0.0,,,,,19.2,,4.0,,156.4,,6.0,,,2.9,44.8,,,,,,,,,50.0,,13.0,,10.7,,-35.0,-59.0,,,,,-39.8,,-55.0,,97.4,,-53.0,,,-56.1,-14.2,,,,,,,,,-9.0,,,True,,False,False,,,,,False,,False,,False,,False,,,False,False,,,,,,,,,True,
48081,134,100.0,,95.6,,54.0,21.0,,,,,60.9,,2.0,,186.9,,6.0,,,35.7,63.6,40.2,,,,,,,,29.0,,-34.0,,-38.4,,-80.0,-113.0,,,,,-73.1,,-132.0,,52.9,,-128.0,,,-98.3,-70.4,-93.8,,,,,,,,-105.0,,,False,,False,False,,,,,False,,False,,False,,False,,,False,False,False,,,,,,,,False,
48083,143,16.0,,14.4,,11.0,0.0,,,,,14.1,,28.0,,32.1,,12.7,,,3.0,6.4,,,,,,,,,57.0,,-127.0,,-128.6,,-132.0,-143.0,,,,,-128.9,,-115.0,,-110.9,,-130.3,,,-140.0,-136.6,,,,,,,,,-86.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,,,,,,,,,True,
48085,6019,2996.0,,3114.2,2527.2,2504.0,5301.0,,,,,8811.0,,4285.0,,2172.0,,3046.0,2430.5,,2504.5,2614.1,730.8,,,,1916.5,1550.0,,,1521.0,,-3023.0,,-2904.8,-3491.8,-3515.0,-718.0,,,,,2792.0,,-1734.0,,-3847.0,,-2973.0,-3588.5,,-3514.5,-3404.9,-5288.2,,,,-4102.5,-4469.0,,,-4498.0,,,True,False,False,True,,,,,True,,True,,False,,True,False,,False,False,False,,,,False,False,,,False,
48087,28,8.0,,6.6,,4.0,0.0,,,,,4.4,,28.0,,22.3,,1.0,,,0.3,2.6,,,,,,,,,28.0,,-20.0,,-21.4,,-24.0,-28.0,,,,,-23.6,,0.0,,-5.7,,-27.0,,,-27.7,-25.4,,,,,,,,,0.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,,,,,,,,,True,
48089,128,12.0,,11.1,,11.0,0.0,,,,,27.2,,70.0,,100.8,,26.8,,,2.4,18.5,0.0,,,,,,,,51.0,,-116.0,,-116.9,,-117.0,-128.0,,,,,-100.8,,-58.0,,-27.2,,-101.2,,,-125.6,-109.5,-128.0,,,,,,,,-77.0,,,False,,False,False,,,,,True,,True,,True,,True,,,False,True,False,,,,,,,,True,
48091,1507,76.0,,16.2,,70.0,28.0,,,,,157.0,,443.0,,173.9,,329.1,251.0,,61.6,133.0,93.3,,,,58.6,75.0,,,88.0,166.2,-1431.0,,-1490.8,,-1437.0,-1479.0,,,,,-1350.0,,-1064.0,,-1333.1,,-1177.9,-1256.0,,-1445.4,-1374.0,-1413.7,,,,-1448.4,-1432.0,,,-1419.0,-1340.8,,False,,False,False,,,,,True,,True,,True,,True,True,,False,True,True,,,,False,False,,,True,True
48093,99,44.0,,40.0,,36.0,31.0,,,,,48.3,,57.0,,118.7,,18.1,,,2.7,38.8,0.2,,,,,,,,24.0,,-55.0,,-59.0,,-63.0,-68.0,,,,,-50.7,,-42.0,,19.7,,-80.9,,,-96.3,-60.2,-98.8,,,,,,,,-75.0,,,False,,False,False,,,,,True,,True,,True,,False,,,False,False,False,,,,,,,,False,
48095,82,8.0,,10.1,,3.0,0.0,,,,,11.5,,7.0,,32.8,,3.6,,,0.2,5.0,0.0,,,,,,,,6.0,,-74.0,,-71.9,,-79.0,-82.0,,,,,-70.5,,-75.0,,-49.2,,-78.4,,,-81.8,-77.0,-82.0,,,,,,,,-76.0,,,True,,False,False,,,,,True,,False,,True,,False,,,False,False,False,,,,,,,,False,
48097,324,136.0,,138.3,,132.0,87.0,,,,,71.1,,272.0,,193.5,,103.1,86.0,,41.0,98.9,106.4,,,,,,,,123.0,106.8,-188.0,,-185.7,,-192.0,-237.0,,,,,-252.9,,-52.0,,-130.5,,-220.9,-238.0,,-283.0,-225.1,-217.6,,,,,,,,-201.0,-217.2,,True,,False,False,,,,,False,,True,,True,,False,False,,False,False,False,,,,,,,,False,False
48099,394,84.0,,67.6,,76.0,0.0,,,,,133.5,,487.0,,117.5,,246.8,122.0,,36.6,146.7,0.6,,,,251.3,,,,16.0,295.1,-310.0,,-326.4,,-318.0,-394.0,,,,,-260.5,,93.0,,-276.5,,-147.2,-272.0,,-357.4,-247.3,-393.4,,,,-142.7,,,,-378.0,-98.9,,False,,False,False,,,,,True,,True,,True,,True,True,,False,True,False,,,,True,,,,False,True
48101,53,8.0,,8.4,,4.0,0.0,,,,,9.3,,4.0,,16.5,,1.3,,,0.8,1.5,,,,,,,,,0.0,,-45.0,,-44.6,,-49.0,-53.0,,,,,-43.7,,-49.0,,-36.5,,-51.7,,,-52.2,-51.5,,,,,,,,,-53.0,,,True,,False,False,,,,,True,,False,,True,,False,,,False,False,,,,,,,,,False,
48103,290,4.0,,2.7,,4.0,0.0,,,,,4.8,,5.0,,45.7,,0.7,,,4.1,3.0,,,,,,,,,0.0,,-286.0,,-287.3,,-286.0,-290.0,,,,,-285.2,,-285.0,,-244.3,,-289.3,,,-285.9,-287.0,,,,,,,,,-290.0,,,False,,False,False,,,,,True,,True,,True,,False,,,True,False,,,,,,,,,False,
48105,174,0.0,,0.8,,0.0,0.0,,,,,2.3,,5.0,,24.2,,3.6,,,,2.8,0.0,,,,,,,,0.0,,-174.0,,-173.2,,-174.0,-174.0,,,,,-171.7,,-169.0,,-149.8,,-170.4,,,,-171.2,-174.0,,,,,,,,-174.0,,,True,,False,False,,,,,True,,True,,True,,True,,,,True,True,,,,,,,,False,
48107,138,40.0,,33.5,,26.0,3.0,,,,,20.3,,19.0,,187.6,,9.3,31.0,,11.9,35.9,17.6,,,,,,,,31.0,,-98.0,,-104.5,,-112.0,-135.0,,,,,-117.7,,-119.0,,49.6,,-128.7,-107.0,,-126.1,-102.1,-120.4,,,,,,,,-107.0,,,False,,False,False,,,,,False,,False,,True,,False,False,,False,False,False,,,,,,,,False,
48109,90,52.0,,51.8,,48.0,,,,,,34.1,,1.0,,190.5,,8.0,,,,47.7,,,,,,,,,11.0,,-38.0,,-38.2,,-42.0,,,,,,-55.9,,-89.0,,100.5,,-82.0,,,,-42.3,,,,,,,,,-79.0,,,False,,False,,,,,,False,,False,,False,,False,,,,False,,,,,,,,,False,
48111,90,124.0,,106.7,,94.0,0.0,,,,,67.1,,66.0,,81.6,,22.8,,,103.0,101.8,114.2,,,,,,,,50.0,,34.0,,16.7,,4.0,-90.0,,,,,-22.9,,-24.0,,-8.4,,-67.2,,,13.0,11.8,24.2,,,,,,,,-40.0,,,True,,True,False,,,,,True,,True,,True,,False,,,True,True,True,,,,,,,,False,
48113,31099,11056.0,,11929.9,13301.2,11299.0,6170.0,,,,,11473.0,,20066.0,,12152.4,,9143.5,15302.5,,8920.8,13513.8,1752.0,,,,6357.3,12835.0,,,7584.0,,-20043.0,,-19169.1,-17797.8,-19800.0,-24929.0,,,,,-19626.0,,-11033.0,,-18946.6,,-21955.5,-15796.5,,-22178.2,-17585.2,-29347.0,,,,-24741.7,-18264.0,,,-23515.0,,,True,True,True,False,,,,,True,,True,,True,,False,True,,False,True,False,,,,False,True,,,False,
48115,360,360.0,,289.1,,292.0,205.0,,,,,78.2,,249.0,,544.5,,39.0,,,122.7,355.0,272.3,,,,,,,,0.0,,0.0,,-70.9,,-68.0,-155.0,,,,,-281.8,,-111.0,,184.5,,-321.0,,,-237.3,-5.0,-87.7,,,,,,,,-360.0,,,False,,False,False,,,,,False,,False,,False,,False,,,False,False,False,,,,,,,,False,
48117,547,244.0,,243.9,,178.0,24.0,,,,,126.5,,346.0,,174.1,,75.2,,,159.1,184.2,0.3,,,,,,,,63.0,,-303.0,,-303.1,,-369.0,-523.0,,,,,-420.5,,-201.0,,-372.9,,-471.8,,,-387.9,-362.8,-546.7,,,,,,,,-484.0,,,False,,False,False,,,,,False,,True,,False,,False,,,False,False,False,,,,,,,,False,
48119,45,4.0,,4.9,,4.0,0.0,,,,,2.9,,28.0,,49.2,,7.4,,,1.1,1.6,,,,,,,,,2.0,,-41.0,,-40.1,,-41.0,-45.0,,,,,-42.1,,-17.0,,4.2,,-37.6,,,-43.9,-43.4,,,,,,,,,-43.0,,,True,,False,False,,,,,False,,True,,True,,True,,,False,False,,,,,,,,,False,
48121,5391,2440.0,,2413.1,3360.1,2436.0,2381.0,,,,,4057.5,,4119.0,,2059.4,,3354.7,3430.0,,2770.6,3263.5,390.1,,,,1226.4,5014.0,,,1525.0,,-2951.0,,-2977.9,-2030.9,-2955.0,-3010.0,,,,,-1333.5,,-1272.0,,-3331.6,,-2036.3,-1961.0,,-2620.4,-2127.5,-5000.9,,,,-4164.6,-377.0,,,-3866.0,,,False,True,False,False,,,,,True,,True,,False,,True,True,,True,True,False,,,,False,True,,,False,
48123,115,80.0,,64.4,,38.0,0.0,,,,,44.1,,51.0,,127.9,,15.7,,,6.9,54.6,0.0,,,,32.6,,,,35.0,,-35.0,,-50.6,,-77.0,-115.0,,,,,-70.9,,-64.0,,12.9,,-99.3,,,-108.1,-60.4,-115.0,,,,-82.4,,,,-80.0,,,False,,False,False,,,,,False,,False,,True,,False,,,False,False,False,,,,False,,,,False,
48125,36,0.0,,0.0,,0.0,0.0,,,,,1.8,,4.0,,54.5,,1.6,,,1.9,0.8,,,,,,,,,0.0,,-36.0,,-36.0,,-36.0,-36.0,,,,,-34.2,,-32.0,,18.5,,-34.4,,,-34.1,-35.2,,,,,,,,,-36.0,,,True,,False,False,,,,,True,,True,,True,,True,,,True,True,,,,,,,,,False,
48127,77,48.0,,34.9,,12.0,0.0,,,,,27.2,,12.0,,102.1,,24.8,,,7.8,49.5,0.0,,,,,,,,3.0,,-29.0,,-42.1,,-65.0,-77.0,,,,,-49.8,,-65.0,,25.1,,-52.2,,,-69.2,-27.5,-77.0,,,,,,,,-74.0,,,False,,False,False,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,
48129,104,12.0,,16.8,,12.0,0.0,,,,,5.9,,12.0,,55.7,,1.7,,,2.5,17.7,,,,,,,,,6.0,,-92.0,,-87.2,,-92.0,-104.0,,,,,-98.1,,-92.0,,-48.3,,-102.3,,,-101.5,-86.3,,,,,,,,,-98.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,True,,,,,,,,,False,
48131,116,72.0,,69.6,,22.0,16.0,,,,,79.7,,18.0,,37.8,,16.9,,,22.2,47.8,0.0,,,,,,,,3.0,,-44.0,,-46.4,,-94.0,-100.0,,,,,-36.3,,-98.0,,-78.2,,-99.1,,,-93.8,-68.2,-116.0,,,,,,,,-113.0,,,False,,False,False,,,,,True,,False,,False,,False,,,False,False,False,,,,,,,,False,
48133,220,100.0,,102.2,,87.0,64.0,,,,,111.8,,87.0,,178.4,,25.8,,,28.2,70.5,62.8,,,,,,,,20.0,,-120.0,,-117.8,,-133.0,-156.0,,,,,-108.2,,-133.0,,-41.6,,-194.2,,,-191.8,-149.5,-157.2,,,,,,,,-200.0,,,True,,False,False,,,,,True,,False,,True,,False,,,False,False,False,,,,,,,,False,
48135,2181,1648.0,,1637.3,,1525.0,1646.0,,,,,721.8,,4065.0,,2042.1,,626.8,1537.5,,684.9,1513.4,17.8,,,,973.6,960.0,,,166.0,,-533.0,,-543.7,,-656.0,-535.0,,,,,-1459.2,,1884.0,,-138.9,,-1554.2,-643.5,,-1496.1,-667.6,-2163.2,,,,-1207.4,-1221.0,,,-2015.0,,,False,,False,False,,,,,False,,False,,True,,False,False,,False,False,False,,,,False,False,,,False,
48137,21,20.0,,13.3,,4.0,0.0,,,,,24.9,,0.0,,51.8,,2.0,,,,7.4,,,,,,,,,0.0,,-1.0,,-7.7,,-17.0,-21.0,,,,,3.9,,-21.0,,30.8,,-19.0,,,,-13.6,,,,,,,,,-21.0,,,False,,False,False,,,,,False,,False,,False,,False,,,,False,,,,,,,,,False,
48139,1995,584.0,,560.2,,533.0,1485.0,,,,,668.8,,1118.0,,606.7,,436.6,430.5,,178.5,536.8,59.6,,,,389.6,471.0,,,293.0,,-1411.0,,-1434.8,,-1462.0,-510.0,,,,,-1326.2,,-877.0,,-1388.3,,-1558.4,-1564.5,,-1816.5,-1458.2,-1935.4,,,,-1605.4,-1524.0,,,-1702.0,,,False,,False,True,,,,,True,,True,,True,,False,False,,False,False,False,,,,False,False,,,False,
48141,41737,25976.0,,25595.4,19340.7,22846.0,45659.0,,,,,25075.1,,36462.0,,18290.1,,6465.4,40557.5,,18195.7,29189.0,10602.9,,,,14046.7,53672.0,,,4762.0,,-15761.0,,-16141.6,-22396.3,-18891.0,3922.0,,,,,-16661.9,,-5275.0,,-23446.9,,-35271.6,-1179.5,,-23541.3,-12548.0,-31134.1,,,,-27690.3,11935.0,,,-36975.0,,,False,False,False,True,,,,,False,,True,,False,,False,True,,False,True,False,,,,False,True,,,False,
48143,758,172.0,,184.7,,143.0,142.0,,,,,165.2,,242.0,,256.5,,83.8,140.0,,57.6,135.9,4.4,,,,,,,,129.0,194.9,-586.0,,-573.3,,-615.0,-616.0,,,,,-592.8,,-516.0,,-501.5,,-674.2,-618.0,,-700.4,-622.1,-753.6,,,,,,,,-629.0,-563.1,,True,,False,False,,,,,False,,True,,True,,False,False,,False,False,False,,,,,,,,False,True
