,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
46045,76,51.0,,51.1,,57.0,0.0,,,,,54.8,,65.0,,58.5,2.6,,,73.0,59.3,,30.0,,,,,,,41.0,,80.0,-25.0,,-24.9,,-19.0,-76.0,,,,,-21.2,,-11.0,,-17.5,-73.4,,,-3.0,-16.7,,-46.0,,,,,,,-35.0,,4.0,,True,,True,False,,,,,True,,True,,True,False,,,True,True,,False,,,,,,,False,,True
46047,115,129.0,,123.9,,115.0,0.0,,,,,98.4,,90.0,,133.5,3.5,,,100.0,115.2,,150.0,,,,,,,91.0,,139.8,14.0,,8.9,,0.0,-115.0,,,,,-16.6,,-25.0,,18.5,-111.5,,,-15.0,0.2,,35.0,,,,,,,-24.0,,24.8,,True,,True,False,,,,,False,,False,,False,False,,,False,True,,False,,,,,,,False,,False
46049,52,75.0,,71.5,,73.0,0.0,,,,,51.6,,50.0,,103.1,0.0,,,104.0,69.2,,64.0,,,,,,,4.0,,90.5,23.0,,19.5,,21.0,-52.0,,,,,-0.4,,-2.0,,51.1,-52.0,,,52.0,17.2,,12.0,,,,,,,-48.0,,38.5,,True,,True,False,,,,,True,,True,,False,False,,,False,True,,True,,,,,,,False,,False
46051,226,87.0,,86.5,,87.0,49.0,,,,,82.0,,213.0,,112.5,2.1,,,60.0,110.9,,51.0,,,,,,,82.0,,98.8,-139.0,,-139.5,,-139.0,-177.0,,,,,-144.0,,-13.0,,-113.5,-223.9,,,-166.0,-115.1,,-175.0,,,,,,,-144.0,,-127.2,,False,,False,False,,,,,False,,True,,True,False,,,False,True,,False,,,,,,,False,,True
46053,154,132.0,,131.7,,130.0,0.0,,,,,96.7,,44.0,,167.2,6.2,,,198.0,129.2,,112.0,,,,,,,9.0,,148.7,-22.0,,-22.3,,-24.0,-154.0,,,,,-57.3,,-110.0,,13.2,-147.8,,,44.0,-24.8,,-42.0,,,,,,,-145.0,,-5.3,,False,,False,False,,,,,False,,False,,True,False,,,False,False,,False,,,,,,,False,,True
46055,29,69.0,,67.0,,44.0,0.0,,,,,42.2,,41.0,,191.4,8.4,,,44.0,41.6,,65.0,,,,,,,13.0,,74.6,40.0,,38.0,,15.0,-29.0,,,,,13.2,,12.0,,162.4,-20.6,,,15.0,12.6,,36.0,,,,,,,-16.0,,45.6,,True,,True,True,,,,,True,,True,,False,True,,,True,True,,True,,,,,,,True,,False
46057,216,96.0,,95.9,,99.0,74.0,,,,,117.1,,112.0,,161.9,4.4,,,128.0,129.8,,104.0,,,,,,,91.0,,99.1,-120.0,,-120.1,,-117.0,-142.0,,,,,-98.9,,-104.0,,-54.1,-211.6,,,-88.0,-86.2,,-112.0,,,,,,,-125.0,,-116.9,,False,,True,False,,,,,True,,True,,True,False,,,True,True,,True,,,,,,,False,,True
46059,118,114.0,,102.6,,106.0,0.0,,,,,88.6,,58.0,,203.8,0.6,,,144.0,100.0,,136.0,,,,,,,4.0,,153.9,-4.0,,-15.4,,-12.0,-118.0,,,,,-29.4,,-60.0,,85.8,-117.4,,,26.0,-18.0,,18.0,,,,,,,-114.0,,35.9,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,False,,,,,,,False,,False
46061,104,81.0,,78.6,,79.0,38.0,,,,,88.3,,39.0,,207.4,2.1,,,148.0,76.6,,106.0,,,,,,,3.0,,101.0,-23.0,,-25.4,,-25.0,-66.0,,,,,-15.7,,-65.0,,103.4,-101.9,,,44.0,-27.4,,2.0,,,,,,,-101.0,,-3.0,,False,,False,False,,,,,True,,False,,False,False,,,False,False,,True,,,,,,,False,,True
46063,10,39.0,,39.7,,37.0,0.0,,,,,30.9,,44.0,,131.4,7.3,,,24.0,23.5,,29.0,,,,,,,13.0,,59.4,29.0,,29.7,,27.0,-10.0,,,,,20.9,,34.0,,121.4,-2.7,,,14.0,13.5,,19.0,,,,,,,3.0,,49.4,,False,,True,True,,,,,True,,False,,False,True,,,True,True,,True,,,,,,,True,,False
46065,625,231.0,,231.0,,252.0,181.0,,,,,236.0,,365.0,,395.3,34.6,,,257.0,321.6,,154.0,,,,,,,33.0,,259.3,-394.0,,-394.0,,-373.0,-444.0,,,,,-389.0,,-260.0,,-229.7,-590.4,,,-368.0,-303.4,,-471.0,,,,,,,-592.0,,-365.7,,True,,True,False,,,,,True,,True,,True,False,,,True,True,,False,,,,,,,False,,True
46067,254,105.0,,106.4,,115.0,76.0,,,,,87.9,,134.0,,156.1,6.4,,,119.0,123.4,,106.0,,,,,,,84.0,,120.2,-149.0,,-147.6,,-139.0,-178.0,,,,,-166.1,,-120.0,,-97.9,-247.6,,,-135.0,-130.6,,-148.0,,,,,,,-170.0,,-133.8,,True,,True,False,,,,,False,,True,,True,False,,,True,True,,True,,,,,,,False,,True
46069,64,33.0,,31.2,,33.0,,,,,,30.6,,26.0,,35.7,0.5,,,63.0,33.5,,18.0,,,,,,,23.0,,35.3,-31.0,,-32.8,,-31.0,,,,,,-33.4,,-38.0,,-28.3,-63.5,,,-1.0,-30.5,,-46.0,,,,,,,-41.0,,-28.7,,False,,False,,,,,,False,,False,,True,False,,,True,True,,False,,,,,,,False,,True
46071,50,90.0,,89.7,,85.0,0.0,,,,,72.3,,26.0,,252.1,0.8,,,125.0,79.4,,103.0,,,,,,,38.0,,84.5,40.0,,39.7,,35.0,-50.0,,,,,22.3,,-24.0,,202.1,-49.2,,,75.0,29.4,,53.0,,,,,,,-12.0,,34.5,,True,,True,False,,,,,True,,True,,False,False,,,False,True,,False,,,,,,,True,,True
46073,63,36.0,,54.9,,30.0,,,,,,32.9,,73.0,,12.6,0.3,,,19.0,29.6,,16.0,,,,,,,3.0,,32.8,-27.0,,-8.1,,-33.0,,,,,,-30.1,,10.0,,-50.4,-62.7,,,-44.0,-33.4,,-47.0,,,,,,,-60.0,,-30.2,,True,,False,,,,,,False,,True,,False,False,,,False,False,,False,,,,,,,False,,False
46075,23,3.0,,1.7,,6.0,0.0,,,,,9.2,,11.0,,23.7,1.3,,,14.0,7.8,,,,,,,,,7.0,,4.7,-20.0,,-21.3,,-17.0,-23.0,,,,,-13.8,,-12.0,,0.7,-21.7,,,-9.0,-15.2,,,,,,,,,-16.0,,-18.3,,False,,True,False,,,,,True,,True,,True,False,,,True,True,,,,,,,,,True,,True
46077,187,144.0,,144.2,,146.0,65.0,,,,,120.0,,93.0,,200.7,4.8,,,180.5,160.1,,163.0,,,,,,,70.0,,186.1,-43.0,,-42.8,,-41.0,-122.0,,,,,-67.0,,-94.0,,13.7,-182.2,,,-6.5,-26.9,,-24.0,,,,,,,-117.0,,-0.9,,True,,True,False,,,,,False,,False,,True,False,,,True,True,,True,,,,,,,False,,True
46079,337,252.0,,256.0,,294.0,268.0,,,,,210.4,,311.0,,326.3,19.1,,,398.0,321.4,,288.0,,,,,,,180.0,,302.6,-85.0,,-81.0,,-43.0,-69.0,,,,,-126.6,,-26.0,,-10.7,-317.9,,,61.0,-15.6,,-49.0,,,,,,,-157.0,,-34.4,,True,,True,True,,,,,False,,True,,True,False,,,True,True,,True,,,,,,,False,,True
46081,769,621.0,,615.6,,678.0,678.0,,,,,521.6,,548.0,,1143.6,36.7,,,932.0,728.7,,850.0,,,,,,,377.0,,785.3,-148.0,,-153.4,,-91.0,-91.0,,,,,-247.4,,-221.0,,374.6,-732.3,,,163.0,-40.3,,81.0,,,,,,,-392.0,,16.3,,False,,True,True,,,,,False,,False,,False,False,,,False,True,,True,,,,,,,False,,True
46083,1824,1713.0,,1714.1,,1730.0,1733.0,,,,,1464.7,,1316.0,,2106.4,281.3,2172.5,,2434.5,2218.4,,2102.0,,,,1489.5,,,2397.0,,2152.0,-111.0,,-109.9,,-94.0,-91.0,,,,,-359.3,,-508.0,,282.4,-1542.7,348.5,,610.5,394.4,,278.0,,,,-334.5,,,573.0,,328.0,,True,,True,True,,,,,False,,False,,False,False,False,,False,False,,False,,,,False,,,False,,False
46085,136,156.0,,169.7,,148.0,0.0,,,,,99.0,,40.0,,261.8,1.8,,,157.0,131.2,,130.0,,,,,,,8.0,,193.6,20.0,,33.7,,12.0,-136.0,,,,,-37.0,,-96.0,,125.8,-134.2,,,21.0,-4.8,,-6.0,,,,,,,-128.0,,57.6,,False,,True,False,,,,,False,,False,,False,False,,,False,True,,True,,,,,,,False,,False
46087,269,207.0,,212.5,,244.0,284.0,,,,,190.1,,83.0,,256.9,4.0,,,358.0,261.7,,242.0,,,,,,,20.0,,260.6,-62.0,,-56.5,,-25.0,15.0,,,,,-78.9,,-186.0,,-12.1,-265.0,,,89.0,-7.3,,-27.0,,,,,,,-249.0,,-8.4,,True,,True,True,,,,,False,,False,,True,False,,,False,True,,True,,,,,,,False,,True
46089,58,27.0,,27.2,,28.0,,,,,,28.8,,32.0,,52.7,0.6,,,30.0,25.1,,20.0,,,,,,,16.0,,27.7,-31.0,,-30.8,,-30.0,,,,,,-29.2,,-26.0,,-5.3,-57.4,,,-28.0,-32.9,,-38.0,,,,,,,-42.0,,-30.3,,True,,True,,,,,,True,,True,,True,False,,,True,False,,False,,,,,,,False,,True
46091,78,9.0,,7.4,,9.0,0.0,,,,,21.0,,102.0,,16.6,2.0,,,15.0,8.1,,11.0,,,,,,,5.0,,8.4,-69.0,,-70.6,,-69.0,-78.0,,,,,-57.0,,24.0,,-61.4,-76.0,,,-63.0,-69.9,,-67.0,,,,,,,-73.0,,-69.6,,False,,False,False,,,,,True,,True,,True,False,,,True,False,,True,,,,,,,False,,False
46093,538,390.0,,381.5,,433.0,407.0,,,,,364.8,,535.0,,548.5,53.4,,,433.0,459.7,,544.0,,,,,,,333.0,,453.8,-148.0,,-156.5,,-105.0,-131.0,,,,,-173.2,,-3.0,,10.5,-484.6,,,-105.0,-78.3,,6.0,,,,,,,-205.0,,-84.2,,False,,True,True,,,,,False,,True,,True,False,,,True,True,,True,,,,,,,False,,True
46095,64,75.0,,77.9,,75.0,4.0,,,,,74.2,,31.0,,271.3,0.8,,,112.0,66.8,,79.0,,,,,,,30.0,,108.7,11.0,,13.9,,11.0,-60.0,,,,,10.2,,-33.0,,207.3,-63.2,,,48.0,2.8,,15.0,,,,,,,-34.0,,44.7,,False,,False,False,,,,,True,,False,,False,False,,,False,True,,False,,,,,,,False,,False
46097,36,27.0,,20.2,,21.0,4.0,,,,,42.6,,20.0,,91.9,0.5,,,7.0,42.2,,,,,,,,,3.0,,44.1,-9.0,,-15.8,,-15.0,-32.0,,,,,6.6,,-16.0,,55.9,-35.5,,,-29.0,6.2,,,,,,,,,-33.0,,8.1,,False,,False,False,,,,,True,,False,,False,False,,,False,True,,,,,,,,,False,,True
46099,6208,6363.0,,6473.2,5353.8,7992.0,9809.0,,,,,6060.3,,8152.0,,8085.5,717.8,7160.5,,8327.0,8625.5,,6263.0,,,,7119.2,8515.0,,342.0,,9603.9,155.0,,265.2,-854.2,1784.0,3601.0,,,,,-147.7,,1944.0,,1877.5,-5490.2,952.5,,2119.0,2417.5,,55.0,,,,911.2,2307.0,,-5866.0,,3395.9,,False,False,False,False,,,,,True,,False,,False,False,False,,False,False,,True,,,,False,False,,False,,False
46101,142,126.0,,126.9,,123.0,131.0,,,,,122.8,,74.0,,196.8,3.6,,,122.0,112.5,,144.0,,,,,,,57.0,,146.6,-16.0,,-15.1,,-19.0,-11.0,,,,,-19.2,,-68.0,,54.8,-138.4,,,-20.0,-29.5,,2.0,,,,,,,-85.0,,4.6,,True,,False,True,,,,,False,,False,,False,False,,,False,False,,True,,,,,,,False,,True
46102,496,675.0,,681.7,,684.0,838.0,,,,,776.1,,109.0,,1999.2,,,,1035.0,669.8,,516.0,,,,,,,29.0,,,179.0,,185.7,,188.0,342.0,,,,,280.1,,-387.0,,1503.2,,,,539.0,173.8,,20.0,,,,,,,-467.0,,,,False,,False,False,,,,,False,,False,,False,,,,False,True,,True,,,,,,,False,,
46103,2892,2235.0,,2217.1,,2610.0,4327.0,,,,,2283.3,,2531.0,,2852.1,371.1,2585.5,,3077.0,2903.5,,2922.0,,,,1369.7,,,1396.0,,2708.5,-657.0,,-674.9,,-282.0,1435.0,,,,,-608.7,,-361.0,,-39.9,-2520.9,-306.5,,185.0,11.5,,30.0,,,,-1522.3,,,-1496.0,,-183.5,,False,,True,False,,,,,True,,True,,True,False,True,,True,True,,True,,,,False,,,False,,True
46105,75,21.0,,21.0,,24.0,0.0,,,,,31.3,,49.0,,54.7,4.2,,,25.0,29.7,,22.0,,,,,,,2.0,,25.7,-54.0,,-54.0,,-51.0,-75.0,,,,,-43.7,,-26.0,,-20.3,-70.8,,,-50.0,-45.3,,-53.0,,,,,,,-73.0,,-49.3,,False,,True,False,,,,,True,,True,,True,False,,,True,True,,True,,,,,,,False,,True
46107,112,78.0,,75.4,,76.0,0.0,,,,,85.3,,44.0,,70.2,10.8,,,105.0,109.5,,95.0,,,,,,,15.0,,91.5,-34.0,,-36.6,,-36.0,-112.0,,,,,-26.7,,-68.0,,-41.8,-101.2,,,-7.0,-2.5,,-17.0,,,,,,,-97.0,,-20.5,,False,,False,False,,,,,True,,False,,False,False,,,True,True,,True,,,,,,,False,,True
46109,264,144.0,,138.2,,172.0,197.0,,,,,139.6,,230.0,,202.8,7.5,,,309.0,184.4,,193.0,,,,,,,138.0,,154.2,-120.0,,-125.8,,-92.0,-67.0,,,,,-124.4,,-34.0,,-61.2,-256.5,,,45.0,-79.6,,-71.0,,,,,,,-126.0,,-109.8,,False,,True,True,,,,,False,,True,,True,False,,,True,True,,True,,,,,,,False,,True
46111,124,90.0,,88.8,,86.0,1.0,,,,,72.8,,32.0,,146.0,0.2,,,115.0,52.7,,101.0,,,,,,,25.0,,95.2,-34.0,,-35.2,,-38.0,-123.0,,,,,-51.2,,-92.0,,22.0,-123.8,,,-9.0,-71.3,,-23.0,,,,,,,-99.0,,-28.8,,False,,False,False,,,,,False,,False,,True,False,,,True,False,,True,,,,,,,False,,True
46115,206,168.0,,168.1,,168.0,16.0,,,,,152.2,,146.0,,220.9,5.7,,,178.0,202.5,,197.0,,,,,,,77.0,,190.5,-38.0,,-37.9,,-38.0,-190.0,,,,,-53.8,,-60.0,,14.9,-200.3,,,-28.0,-3.5,,-9.0,,,,,,,-129.0,,-15.5,,True,,False,False,,,,,False,,False,,True,False,,,True,True,,True,,,,,,,False,,True
46117,113,36.0,,33.6,,35.0,0.0,,,,,50.7,,34.0,,70.9,0.2,,,27.0,41.8,,30.0,,,,,,,26.0,,43.3,-77.0,,-79.4,,-78.0,-113.0,,,,,-62.3,,-79.0,,-42.1,-112.8,,,-86.0,-71.2,,-83.0,,,,,,,-87.0,,-69.7,,False,,False,False,,,,,True,,False,,True,False,,,False,True,,False,,,,,,,False,,True
46119,40,12.0,,11.4,,10.0,0.0,,,,,21.1,,14.0,,9.4,1.2,,,6.0,12.4,,14.0,,,,,,,7.0,,11.6,-28.0,,-28.6,,-30.0,-40.0,,,,,-18.9,,-26.0,,-30.6,-38.8,,,-34.0,-27.6,,-26.0,,,,,,,-33.0,,-28.4,,False,,False,False,,,,,True,,True,,False,False,,,False,True,,True,,,,,,,False,,False
46121,308,324.0,,321.6,,320.0,380.0,,,,,410.4,,103.0,,614.7,5.5,,,232.0,271.3,,298.0,,,,,,,85.0,,380.9,16.0,,13.6,,12.0,72.0,,,,,102.4,,-205.0,,306.7,-302.5,,,-76.0,-36.7,,-10.0,,,,,,,-223.0,,72.9,,True,,True,False,,,,,False,,False,,False,False,,,False,False,,True,,,,,,,False,,False
46123,156,99.0,,96.8,,90.0,0.0,,,,,99.6,,98.0,,93.5,1.3,,,79.5,93.6,,71.0,,,,,,,3.0,,89.4,-57.0,,-59.2,,-66.0,-156.0,,,,,-56.4,,-58.0,,-62.5,-154.7,,,-76.5,-62.4,,-85.0,,,,,,,-153.0,,-66.6,,False,,False,False,,,,,True,,False,,False,False,,,False,False,,False,,,,,,,False,,False
46125,235,240.0,,258.4,,229.0,205.0,,,,,198.0,,131.0,,338.1,13.3,,,185.0,228.5,,134.0,,,,,,,15.0,,309.1,5.0,,23.4,,-6.0,-30.0,,,,,-37.0,,-104.0,,103.1,-221.7,,,-50.0,-6.5,,-101.0,,,,,,,-220.0,,74.1,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,False,,,,,,,False,,False
46127,358,246.0,,239.4,,247.0,198.0,,,,,241.0,,290.0,,302.3,34.0,319.0,,216.0,284.2,,221.0,,,,,,,121.0,,261.8,-112.0,,-118.6,,-111.0,-160.0,,,,,-117.0,,-68.0,,-55.7,-324.0,-39.0,,-142.0,-73.8,,-137.0,,,,,,,-237.0,,-96.2,,False,,True,False,,,,,False,,True,,True,False,True,,False,True,,False,,,,,,,False,,True
46129,151,54.0,,30.3,,57.0,75.0,,,,,72.7,,129.0,,42.4,2.9,,,44.0,66.3,,25.0,,,,,,,18.0,,68.9,-97.0,,-120.7,,-94.0,-76.0,,,,,-78.3,,-22.0,,-108.6,-148.1,,,-107.0,-84.7,,-126.0,,,,,,,-133.0,,-82.1,,False,,True,True,,,,,True,,True,,False,False,,,False,True,,False,,,,,,,False,,True
46135,543,576.0,,573.5,,578.0,503.0,,,,,393.8,,664.0,,1304.6,58.0,,,755.0,449.6,,730.0,,,,,,,623.0,,730.7,33.0,,30.5,,35.0,-40.0,,,,,-149.2,,121.0,,761.6,-485.0,,,212.0,-93.4,,187.0,,,,,,,80.0,,187.7,,True,,False,False,,,,,False,,False,,False,False,,,False,False,,False,,,,,,,False,,False
46137,52,66.0,,65.1,,43.0,18.0,,,,,107.5,,47.0,,41.5,1.8,,,53.0,41.9,,79.0,,,,,,,40.0,,106.5,14.0,,13.1,,-9.0,-34.0,,,,,55.5,,-5.0,,-10.5,-50.2,,,1.0,-10.1,,27.0,,,,,,,-12.0,,54.5,,True,,True,False,,,,,False,,True,,True,False,,,True,True,,False,,,,,,,True,,False
47001,782,606.0,,601.0,,602.0,831.0,,,,,581.9,,575.0,,640.9,203.6,645.0,,467.5,526.5,,827.0,,,,616.6,,,1.0,,681.0,-176.0,,-181.0,,-180.0,49.0,,,,,-200.1,,-207.0,,-141.1,-578.4,-137.0,,-314.5,-255.5,,45.0,,,,-165.4,,,-781.0,,-101.0,,False,,False,True,,,,,False,,False,,True,False,True,,False,False,,True,,,,True,,,False,,True
47003,636,423.0,,419.9,,422.0,676.0,,,,,367.0,,492.0,,553.8,198.0,458.5,,317.0,337.6,,512.0,,,,357.9,,,319.0,,565.8,-213.0,,-216.1,,-214.0,40.0,,,,,-269.0,,-144.0,,-82.2,-438.0,-177.5,,-319.0,-298.4,,-124.0,,,,-278.1,,,-317.0,,-70.2,,False,,False,True,,,,,False,,True,,True,False,True,,False,False,,True,,,,False,,,False,,True
47005,287,81.0,,84.8,,81.0,60.0,,,,,76.8,,165.0,,156.8,19.3,,,61.0,68.6,,102.0,,,,,,,1.0,,103.3,-206.0,,-202.2,,-206.0,-227.0,,,,,-210.2,,-122.0,,-130.2,-267.7,,,-226.0,-218.4,,-185.0,,,,,,,-286.0,,-183.7,,True,,False,False,,,,,False,,True,,True,False,,,False,False,,True,,,,,,,False,,True
47007,90,102.0,,109.7,,103.0,,,,,,100.3,,137.0,,102.7,27.7,,,133.5,80.0,,171.0,,,,53.2,,,2.0,,157.0,12.0,,19.7,,13.0,,,,,,10.3,,47.0,,12.7,-62.3,,,43.5,-10.0,,81.0,,,,-36.8,,,-88.0,,67.0,,False,,False,,,,,,True,,False,,False,False,,,False,True,,False,,,,False,,,False,,False
47009,1368,858.0,,866.6,,858.0,918.0,,,,,1055.8,,837.0,,949.2,287.3,960.0,,757.0,768.0,,1222.0,,,,704.7,864.0,,7.0,,1152.1,-510.0,,-501.4,,-510.0,-450.0,,,,,-312.2,,-531.0,,-418.8,-1080.7,-408.0,,-611.0,-600.0,,-146.0,,,,-663.3,-504.0,,-1361.0,,-215.9,,True,,False,True,,,,,True,,False,,True,False,True,,False,False,,True,,,,False,True,,False,,True
47011,959,585.0,,541.9,,571.0,592.0,,,,,718.5,,842.0,,603.8,213.1,689.0,,532.0,490.8,,719.0,,,,460.4,,,414.0,,776.2,-374.0,,-417.1,,-388.0,-367.0,,,,,-240.5,,-117.0,,-355.2,-745.9,-270.0,,-427.0,-468.2,,-240.0,,,,-498.6,,,-545.0,,-182.8,,False,,False,True,,,,,True,,True,,True,False,True,,False,False,,True,,,,False,,,False,,True
47013,291,390.0,,405.9,,388.0,305.0,,,,,392.3,,380.0,,834.3,89.9,734.5,,206.0,287.4,,406.0,,,,,,,3.0,,466.5,99.0,,114.9,,97.0,14.0,,,,,101.3,,89.0,,543.3,-201.1,443.5,,-85.0,-3.6,,115.0,,,,,,,-288.0,,175.5,,False,,True,True,,,,,False,,True,,False,False,False,,True,True,,False,,,,,,,False,,False
47015,240,90.0,,91.7,,91.0,80.0,,,,,103.3,,118.0,,197.1,22.5,,,54.0,88.0,,82.0,,,,,,,46.0,,107.9,-150.0,,-148.3,,-149.0,-160.0,,,,,-136.7,,-122.0,,-42.9,-217.5,,,-186.0,-152.0,,-158.0,,,,,,,-194.0,,-132.1,,True,,True,False,,,,,True,,True,,True,False,,,False,False,,False,,,,,,,False,,True
47017,414,177.0,,171.3,,158.0,143.0,,,,,205.4,,230.0,,193.0,31.8,,,122.0,128.8,,173.0,,,,123.1,,,146.0,,229.4,-237.0,,-242.7,,-256.0,-271.0,,,,,-208.6,,-184.0,,-221.0,-382.2,,,-292.0,-285.2,,-241.0,,,,-290.9,,,-268.0,,-184.6,,False,,False,False,,,,,True,,True,,True,False,,,False,False,,False,,,,False,,,False,,True
47019,729,648.0,,641.8,,642.0,1040.0,,,,,559.7,,444.0,,742.3,97.7,639.0,,803.5,527.4,,823.0,,,,414.8,,,483.0,,934.2,-81.0,,-87.2,,-87.0,311.0,,,,,-169.3,,-285.0,,13.3,-631.3,-90.0,,74.5,-201.6,,94.0,,,,-314.2,,,-246.0,,205.2,,False,,False,False,,,,,False,,False,,True,False,False,,True,False,,False,,,,False,,,False,,False
47021,328,243.0,,233.0,,246.0,383.0,,,,,241.2,,248.0,,407.0,97.0,321.5,,269.0,203.3,,352.0,,,,184.2,,,174.0,,335.1,-85.0,,-95.0,,-82.0,55.0,,,,,-86.8,,-80.0,,79.0,-231.0,-6.5,,-59.0,-124.7,,24.0,,,,-143.8,,,-154.0,,7.1,,False,,True,True,,,,,False,,True,,True,False,True,,True,False,,True,,,,False,,,False,,True
47023,220,75.0,,75.9,,75.0,32.0,,,,,115.7,,127.0,,105.1,17.6,,,61.0,67.7,,65.0,,,,,,,62.0,,88.5,-145.0,,-144.1,,-145.0,-188.0,,,,,-104.3,,-93.0,,-114.9,-202.4,,,-159.0,-152.3,,-155.0,,,,,,,-158.0,,-131.5,,True,,False,False,,,,,True,,True,,True,False,,,False,False,,False,,,,,,,False,,True
47025,179,111.0,,110.9,,111.0,116.0,,,,,133.9,,315.0,,147.9,43.3,125.0,,63.0,94.3,,147.0,,,,,,,91.0,,146.3,-68.0,,-68.1,,-68.0,-63.0,,,,,-45.1,,136.0,,-31.1,-135.7,-54.0,,-116.0,-84.7,,-32.0,,,,,,,-88.0,,-32.7,,False,,False,True,,,,,True,,False,,True,False,True,,False,False,,True,,,,,,,False,,True
47027,95,72.0,,75.1,,66.0,60.0,,,,,84.9,,43.0,,112.5,20.5,,,26.0,64.0,,45.0,,,,,,,38.0,,93.9,-23.0,,-19.9,,-29.0,-35.0,,,,,-10.1,,-52.0,,17.5,-74.5,,,-69.0,-31.0,,-50.0,,,,,,,-57.0,,-1.1,,True,,False,False,,,,,True,,False,,True,False,,,False,False,,False,,,,,,,False,,True
47029,339,414.0,,418.1,,387.0,705.0,,,,,300.6,,362.0,,831.3,113.1,510.0,,295.0,300.0,,539.0,,,,192.4,,,313.0,,592.2,75.0,,79.1,,48.0,366.0,,,,,-38.4,,23.0,,492.3,-225.9,171.0,,-44.0,-39.0,,200.0,,,,-146.6,,,-26.0,,253.2,,False,,True,False,,,,,True,,True,,False,False,False,,True,True,,False,,,,False,,,True,,False
47031,553,528.0,,556.9,,534.0,536.0,,,,,493.3,,523.0,,630.0,194.2,604.0,,326.0,389.1,,401.0,,,,709.1,,,347.0,,639.5,-25.0,,3.9,,-19.0,-17.0,,,,,-59.7,,-30.0,,77.0,-358.8,51.0,,-227.0,-163.9,,-152.0,,,,156.1,,,-206.0,,86.5,,True,,True,True,,,,,False,,False,,False,False,False,,False,False,,False,,,,False,,,False,,False
47033,177,279.0,,286.8,,213.0,185.0,,,,,205.2,,101.0,,415.4,49.5,,,213.0,175.6,,256.0,,,,,,,3.0,,330.7,102.0,,109.8,,36.0,8.0,,,,,28.2,,-76.0,,238.4,-127.5,,,36.0,-1.4,,79.0,,,,,,,-174.0,,153.7,,False,,True,True,,,,,True,,True,,False,False,,,True,True,,True,,,,,,,False,,False
47035,660,330.0,,355.3,,349.0,376.0,,,,,363.2,,433.0,,361.6,134.6,396.0,,342.0,286.1,,403.0,,,,178.6,,,230.0,,436.8,-330.0,,-304.7,,-311.0,-284.0,,,,,-296.8,,-227.0,,-298.4,-525.4,-264.0,,-318.0,-373.9,,-257.0,,,,-481.4,,,-430.0,,-223.2,,True,,True,True,,,,,True,,True,,True,False,True,,True,False,,True,,,,False,,,False,,True
