,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
47185,648,657.0,,676.7,,657.0,160.0,,,,,610.8,,,,682.0,,819.6,302.1,,,826.0,674.6,672.3,898.0,590.0,562.4,,,,,,,,,662.8,9.0,,28.7,,9.0,-488.0,,,,,-37.2,,,,34.0,,171.6,-345.9,,,178.0,26.6,24.3,250.0,-58.0,-85.6,,,,,,,,,14.8,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
47187,5021,3426.0,,3387.4,,3425.0,4582.0,,,,,4622.7,,5010.7,,3014.0,,3249.5,2359.5,3198.5,,3352.0,4093.3,4203.7,4149.0,3316.0,3685.1,,,,,2863.4,4997.0,,,3724.1,-1595.0,,-1633.6,,-1596.0,-439.0,,,,,-398.3,,-10.3,,-2007.0,,-1771.5,-2661.5,-1822.5,,-1669.0,-927.7,-817.3,-872.0,-1705.0,-1335.9,,,,,-2157.6,-24.0,,,-1296.9,,False,,False,True,,,,,True,,True,,False,,False,False,False,,False,True,True,True,False,True,,,,,False,True,,,True
47189,3545,3138.0,,2987.4,,3082.0,3020.0,,,,,3390.1,,,,2437.0,,3331.7,1743.6,2730.0,,3180.0,3403.4,3332.3,4258.0,2669.0,2481.7,,,,,3004.2,3227.0,,,3712.2,-407.0,,-557.6,,-463.0,-525.0,,,,,-154.9,,,,-1108.0,,-213.3,-1801.4,-815.0,,-365.0,-141.6,-212.7,713.0,-876.0,-1063.3,,,,,-540.8,-318.0,,,167.2,,False,,False,False,,,,,True,,,,False,,True,False,False,,True,True,True,False,False,False,,,,,False,True,,,True
48001,847,180.0,,185.6,,175.0,180.0,,,,,466.1,,,,671.0,,86.4,199.9,1863.0,,96.0,149.1,255.3,198.0,302.0,236.2,,,,,151.5,,,,2005.1,-667.0,,-661.4,,-672.0,-667.0,,,,,-380.9,,,,-176.0,,-760.6,-647.1,1016.0,,-751.0,-697.9,-591.7,-649.0,-545.0,-610.8,,,,,-695.5,,,,1158.1,,True,,False,False,,,,,True,,,,True,,False,True,False,,False,False,True,True,True,True,,,,,False,,,,False
48003,244,162.0,,168.3,,183.0,224.0,,,,,504.6,,,,350.0,,111.8,134.7,,,249.0,119.3,221.3,183.0,139.0,243.5,,,,,,,,,225.8,-82.0,,-75.7,,-61.0,-20.0,,,,,260.6,,,,106.0,,-132.2,-109.3,,,5.0,-124.7,-22.7,-61.0,-105.0,-0.5,,,,,,,,,-18.2,,True,,True,True,,,,,False,,,,False,,False,False,,,True,False,True,True,False,True,,,,,,,,,True
48005,1479,516.0,,527.6,,626.0,661.0,,,,,688.1,,,,858.0,,964.5,556.3,7114.0,,497.0,694.4,732.4,793.0,598.0,397.4,,,,,361.8,,,,781.5,-963.0,,-951.4,,-853.0,-818.0,,,,,-790.9,,,,-621.0,,-514.5,-922.7,5635.0,,-982.0,-784.6,-746.6,-686.0,-881.0,-1081.6,,,,,-1117.2,,,,-697.5,,True,,True,True,,,,,True,,,,True,,True,True,False,,False,True,True,True,True,False,,,,,False,,,,True
48007,142,72.0,,79.0,,87.0,135.0,,,,,56.9,,,,125.0,,101.4,99.3,,,63.0,97.1,112.2,116.0,91.0,105.8,,,,,,,,,56.4,-70.0,,-63.0,,-55.0,-7.0,,,,,-85.1,,,,-17.0,,-40.6,-42.7,,,-79.0,-44.9,-29.8,-26.0,-51.0,-36.2,,,,,,,,,-85.6,,True,,True,True,,,,,False,,,,True,,True,True,,,False,True,True,True,True,True,,,,,,,,,False
48009,167,141.0,,153.5,,128.0,145.0,,,,,179.1,,,,130.0,,167.8,69.1,,,105.0,91.9,148.4,193.0,122.0,131.2,,,,,,,,,153.6,-26.0,,-13.5,,-39.0,-22.0,,,,,12.1,,,,-37.0,,0.8,-97.9,,,-62.0,-75.1,-18.6,26.0,-45.0,-35.8,,,,,,,,,-13.4,,True,,False,True,,,,,True,,,,False,,True,False,,,False,False,True,False,False,False,,,,,,,,,True
48011,20,15.0,,17.0,,15.0,0.0,,,,,10.7,,,,24.0,,13.6,5.1,,,17.0,14.2,27.8,0.0,13.0,20.5,,,,,,,,,23.5,-5.0,,-3.0,,-5.0,-20.0,,,,,-9.3,,,,4.0,,-6.4,-14.9,,,-3.0,-5.8,7.8,-20.0,-7.0,0.5,,,,,,,,,3.5,,True,,False,False,,,,,False,,,,True,,False,False,,,True,False,False,False,False,True,,,,,,,,,True
48013,1125,336.0,,345.4,,343.0,343.0,,,,,553.0,,,,463.0,,604.1,344.0,1672.5,,218.0,284.7,344.0,466.0,303.0,538.9,,,,,,,,,885.7,-789.0,,-779.6,,-782.0,-782.0,,,,,-572.0,,,,-662.0,,-520.9,-781.0,547.5,,-907.0,-840.3,-781.0,-659.0,-822.0,-586.1,,,,,,,,,-239.3,,True,,True,True,,,,,True,,,,True,,True,True,True,,False,False,True,True,False,True,,,,,,,,,True
48015,276,135.0,,137.9,,191.0,203.0,,,,,109.0,,,,196.0,,271.5,160.3,268.5,,135.0,171.8,197.1,140.0,186.0,250.3,,,,,,,,,137.3,-141.0,,-138.1,,-85.0,-73.0,,,,,-167.0,,,,-80.0,,-4.5,-115.7,-7.5,,-141.0,-104.2,-78.9,-136.0,-90.0,-25.7,,,,,,,,,-138.7,,True,,True,True,,,,,False,,,,True,,True,True,True,,False,True,True,True,True,True,,,,,,,,,True
48017,30,69.0,,55.2,,63.0,70.0,,,,,141.0,,,,129.0,,22.7,39.8,,,41.5,52.9,91.2,67.0,65.0,86.9,,,,,,,,,144.5,39.0,,25.2,,33.0,40.0,,,,,111.0,,,,99.0,,-7.3,9.8,,,11.5,22.9,61.2,37.0,35.0,56.9,,,,,,,,,114.5,,True,,True,False,,,,,False,,,,False,,True,True,,,True,True,False,True,True,False,,,,,,,,,False
48019,161,96.0,,94.6,,102.0,170.0,,,,,74.5,,,,126.0,,191.2,83.3,,,84.0,71.7,118.3,190.0,100.0,110.1,,,,,,,,,302.3,-65.0,,-66.4,,-59.0,9.0,,,,,-86.5,,,,-35.0,,30.2,-77.7,,,-77.0,-89.3,-42.7,29.0,-61.0,-50.9,,,,,,,,,141.3,,False,,True,True,,,,,False,,,,True,,True,False,,,False,False,True,True,True,True,,,,,,,,,False
48021,635,243.0,,228.8,,407.0,281.0,,,,,715.6,,,,654.0,,771.5,572.3,1532.0,,266.5,296.4,472.0,711.0,415.0,716.3,,,,,224.7,,,,2637.4,-392.0,,-406.2,,-228.0,-354.0,,,,,80.6,,,,19.0,,136.5,-62.7,897.0,,-368.5,-338.6,-163.0,76.0,-220.0,81.3,,,,,-410.3,,,,2002.4,,False,,True,True,,,,,True,,,,True,,True,True,False,,True,True,True,True,True,True,,,,,False,,,,False
48023,67,30.0,,30.6,,22.0,11.0,,,,,19.6,,,,65.0,,50.1,11.5,,,11.0,21.2,29.8,0.0,24.0,18.9,,,,,,,,,363.2,-37.0,,-36.4,,-45.0,-56.0,,,,,-47.4,,,,-2.0,,-16.9,-55.5,,,-56.0,-45.8,-37.2,-67.0,-43.0,-48.1,,,,,,,,,296.2,,True,,False,False,,,,,False,,,,True,,True,False,,,False,False,False,False,False,False,,,,,,,,,False
48025,395,102.0,,140.0,,121.0,0.0,,,,,86.3,,,,347.0,,116.4,136.7,436.0,,121.0,178.4,248.9,75.0,141.0,198.7,,,,,,,,,181.3,-293.0,,-255.0,,-274.0,-395.0,,,,,-308.7,,,,-48.0,,-278.6,-258.3,41.0,,-274.0,-216.6,-146.1,-320.0,-254.0,-196.3,,,,,,,,,-213.7,,True,,True,False,,,,,False,,,,True,,True,True,True,,True,True,True,False,True,True,,,,,,,,,True
48027,3027,3123.0,,2906.9,,3257.0,6008.0,,,,,5386.7,,,,3667.0,,4031.6,3387.3,2720.0,,2150.0,2467.5,3316.9,4599.0,2887.0,2242.2,,,,,2638.0,4860.0,,,3887.0,96.0,,-120.1,,230.0,2981.0,,,,,2359.7,,,,640.0,,1004.6,360.3,-307.0,,-877.0,-559.5,289.9,1572.0,-140.0,-784.8,,,,,-389.0,1833.0,,,860.0,,False,,False,False,,,,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,,,False
48029,25879,22743.0,,22727.1,24859.5,22377.0,21665.0,,,,,24180.1,,31098.1,,20631.0,,35622.2,24888.8,27955.0,,17600.5,22873.0,22741.2,33717.0,16775.0,25427.7,,,,,19345.6,22537.0,,,21649.5,-3136.0,,-3151.9,-1019.5,-3502.0,-4214.0,,,,,-1698.9,,5219.1,,-5248.0,,9743.2,-990.2,2076.0,,-8278.5,-3006.0,-3137.8,7838.0,-9104.0,-451.3,,,,,-6533.4,-3342.0,,,-4229.5,,False,True,False,False,,,,,True,,False,,False,,False,True,True,,False,True,False,False,False,True,,,,,False,False,,,False
48031,43,27.0,,23.6,,31.0,0.0,,,,,48.3,,,,64.0,,21.1,17.4,,,18.0,34.3,55.0,0.0,50.0,69.0,,,,,,,,,197.9,-16.0,,-19.4,,-12.0,-43.0,,,,,5.3,,,,21.0,,-21.9,-25.6,,,-25.0,-8.7,12.0,-43.0,7.0,26.0,,,,,,,,,154.9,,False,,True,False,,,,,True,,,,False,,False,False,,,False,True,True,False,True,False,,,,,,,,,False
48033,2,15.0,,14.0,,3.0,0.0,,,,,6.3,,,,11.0,,0.0,7.0,,,0.0,2.7,8.1,0.0,10.0,4.9,,,,,,,,,7.1,13.0,,12.0,,1.0,-2.0,,,,,4.3,,,,9.0,,-2.0,5.0,,,-2.0,0.7,6.1,-2.0,8.0,2.9,,,,,,,,,5.1,,True,,True,True,,,,,True,,,,True,,True,True,,,True,True,True,True,True,True,,,,,,,,,True
48035,154,105.0,,100.8,,99.0,109.0,,,,,112.1,,,,189.0,,67.8,81.4,,,64.0,88.1,127.8,160.0,120.0,115.9,,,,,,,,,143.0,-49.0,,-53.2,,-55.0,-45.0,,,,,-41.9,,,,35.0,,-86.2,-72.6,,,-90.0,-65.9,-26.2,6.0,-34.0,-38.1,,,,,,,,,-11.0,,False,,False,True,,,,,True,,,,True,,False,False,,,False,False,True,True,True,True,,,,,,,,,True
48037,599,219.0,,217.2,,265.0,308.0,,,,,1048.2,,,,1035.0,,170.7,208.2,1331.0,,150.0,253.9,401.9,403.0,399.0,392.4,,,,,141.9,,,,1153.3,-380.0,,-381.8,,-334.0,-291.0,,,,,449.2,,,,436.0,,-428.3,-390.8,732.0,,-449.0,-345.1,-197.1,-196.0,-200.0,-206.6,,,,,-457.1,,,,554.3,,False,,True,True,,,,,False,,,,False,,False,False,False,,False,True,True,True,True,True,,,,,False,,,,False
48039,4791,3420.0,,3254.7,,3831.0,4612.0,,,,,5878.0,,7500.1,,3062.0,,6466.7,3808.3,5297.0,,4647.0,4312.7,4219.1,6070.0,3187.0,3404.0,,,,,2246.6,3683.0,,,3649.8,-1371.0,,-1536.3,,-960.0,-179.0,,,,,1087.0,,2709.1,,-1729.0,,1675.7,-982.7,506.0,,-144.0,-478.3,-571.9,1279.0,-1604.0,-1387.0,,,,,-2544.4,-1108.0,,,-1141.2,,False,,True,True,,,,,True,,False,,False,,False,True,True,,True,True,True,True,False,False,,,,,False,True,,,True
48041,2136,2322.0,,2354.6,,2076.0,4079.0,,,,,2314.4,,3042.1,,1605.0,,1561.8,1570.9,4077.5,,2607.0,2557.3,2708.1,3652.0,1981.0,1956.3,,,,,1757.2,1856.0,,,2068.5,186.0,,218.6,,-60.0,1943.0,,,,,178.4,,906.1,,-531.0,,-574.2,-565.1,1941.5,,471.0,421.3,572.1,1516.0,-155.0,-179.7,,,,,-378.8,-280.0,,,-67.5,,False,,True,False,,,,,True,,False,,False,,False,False,False,,False,False,False,False,True,True,,,,,False,False,,,True
48043,137,78.0,,120.7,,45.0,,,,,,116.9,,,,58.0,,26.4,119.3,,,10.0,68.2,145.5,34.0,91.0,23.8,,,,,,,,,112.5,-59.0,,-16.3,,-92.0,,,,,,-20.1,,,,-79.0,,-110.6,-17.7,,,-127.0,-68.8,8.5,-103.0,-46.0,-113.2,,,,,,,,,-24.5,,True,,False,,,,,,True,,,,False,,False,True,,,False,False,True,False,True,False,,,,,,,,,True
48045,19,6.0,,4.5,,6.0,0.0,,,,,13.5,,,,35.0,,5.3,1.3,,,6.0,3.1,10.7,0.0,9.0,7.3,,,,,,,,,41.3,-13.0,,-14.5,,-13.0,-19.0,,,,,-5.5,,,,16.0,,-13.7,-17.7,,,-13.0,-15.9,-8.3,-19.0,-10.0,-11.7,,,,,,,,,22.3,,False,,False,False,,,,,True,,,,False,,False,False,,,False,False,True,False,True,True,,,,,,,,,False
48047,108,30.0,,31.9,,32.0,0.0,,,,,55.6,,,,81.0,,19.6,39.5,,,24.0,43.2,53.2,0.0,41.0,53.4,,,,,,,,,69.2,-78.0,,-76.1,,-76.0,-108.0,,,,,-52.4,,,,-27.0,,-88.4,-68.5,,,-84.0,-64.8,-54.8,-108.0,-67.0,-54.6,,,,,,,,,-38.8,,True,,True,False,,,,,True,,,,True,,False,True,,,False,True,True,False,True,True,,,,,,,,,True
48049,638,339.0,,361.1,,327.0,446.0,,,,,551.2,,,,513.0,,317.9,248.3,676.0,,222.0,302.8,352.7,521.0,342.0,206.9,,,,,,,,,500.5,-299.0,,-276.9,,-311.0,-192.0,,,,,-86.8,,,,-125.0,,-320.1,-389.7,38.0,,-416.0,-335.2,-285.3,-117.0,-296.0,-431.1,,,,,,,,,-137.5,,True,,False,True,,,,,True,,,,True,,False,False,True,,False,False,True,True,True,False,,,,,,,,,True
48051,108,105.0,,115.5,,99.0,118.0,,,,,73.1,,,,154.0,,81.4,87.3,,,62.0,81.9,121.4,79.0,114.0,95.6,,,,,,,,,274.0,-3.0,,7.5,,-9.0,10.0,,,,,-34.9,,,,46.0,,-26.6,-20.7,,,-46.0,-26.1,13.4,-29.0,6.0,-12.4,,,,,,,,,166.0,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
48053,235,363.0,,376.8,,363.0,394.0,,,,,511.4,,,,376.0,,417.3,319.7,516.5,,241.0,350.8,430.2,378.0,354.0,341.1,,,,,,,,,322.1,128.0,,141.8,,128.0,159.0,,,,,276.4,,,,141.0,,182.3,84.7,281.5,,6.0,115.8,195.2,143.0,119.0,106.1,,,,,,,,,87.1,,False,,False,False,,,,,False,,,,False,,False,True,False,,True,True,False,False,True,True,,,,,,,,,True
48055,289,375.0,,407.3,,329.0,260.0,,,,,336.1,,,,385.0,,489.1,295.7,506.5,,147.0,271.0,316.3,240.0,293.0,756.7,,,,,,,,,320.2,86.0,,118.3,,40.0,-29.0,,,,,47.1,,,,96.0,,200.1,6.7,217.5,,-142.0,-18.0,27.3,-49.0,4.0,467.7,,,,,,,,,31.2,,False,,True,True,,,,,True,,,,False,,False,True,False,,False,True,True,True,True,False,,,,,,,,,True
48057,100,78.0,,77.1,,99.0,95.0,,,,,95.9,,,,173.0,,121.0,63.6,140.0,,45.0,73.0,114.6,158.0,108.0,164.7,,,,,,,,,78.3,-22.0,,-22.9,,-1.0,-5.0,,,,,-4.1,,,,73.0,,21.0,-36.4,40.0,,-55.0,-27.0,14.6,58.0,8.0,64.7,,,,,,,,,-21.7,,False,,True,True,,,,,True,,,,False,,True,False,False,,False,False,True,False,True,False,,,,,,,,,True
48059,241,75.0,,66.9,,90.0,99.0,,,,,104.6,,,,164.0,,96.8,66.7,,,39.0,58.8,105.3,97.0,109.0,85.2,,,,,,,,,271.3,-166.0,,-174.1,,-151.0,-142.0,,,,,-136.4,,,,-77.0,,-144.2,-174.3,,,-202.0,-182.2,-135.7,-144.0,-132.0,-155.8,,,,,,,,,30.3,,False,,True,True,,,,,True,,,,True,,True,False,,,False,False,True,True,True,True,,,,,,,,,True
48061,2381,2148.0,,2245.4,3509.9,2167.0,1739.0,,,,,4572.6,,3634.8,,1888.0,,2210.3,2352.3,2238.0,,1241.0,2484.3,3003.3,3792.0,2378.0,3595.3,,,,,1800.6,1558.0,,,2068.3,-233.0,,-135.6,1128.9,-214.0,-642.0,,,,,2191.6,,1253.8,,-493.0,,-170.7,-28.7,-143.0,,-1140.0,103.3,622.3,1411.0,-3.0,1214.3,,,,,-580.4,-823.0,,,-312.7,,True,False,True,False,,,,,False,,False,,False,,True,True,True,,False,True,False,False,True,False,,,,,False,False,,,False
48063,131,63.0,,73.5,,83.0,56.0,,,,,89.3,,,,118.0,,156.1,65.3,,,93.0,87.8,90.0,137.0,75.0,98.1,,,,,,,,,448.2,-68.0,,-57.5,,-48.0,-75.0,,,,,-41.7,,,,-13.0,,25.1,-65.7,,,-38.0,-43.2,-41.0,6.0,-56.0,-32.9,,,,,,,,,317.2,,True,,True,False,,,,,True,,,,True,,True,True,,,True,True,True,True,True,True,,,,,,,,,False
48065,53,51.0,,51.0,,51.0,24.0,,,,,79.3,,,,101.0,,145.7,14.3,,,53.0,49.9,72.5,115.0,45.0,65.3,,,,,,,,,197.7,-2.0,,-2.0,,-2.0,-29.0,,,,,26.3,,,,48.0,,92.7,-38.7,,,0.0,-3.1,19.5,62.0,-8.0,12.3,,,,,,,,,144.7,,False,,False,False,,,,,False,,,,False,,False,False,,,True,False,False,False,False,False,,,,,,,,,False
48067,142,78.0,,68.3,,91.0,57.0,,,,,182.6,,,,311.0,,85.6,96.0,527.5,,69.0,91.1,121.6,80.0,158.0,137.8,,,,,,,,,333.9,-64.0,,-73.7,,-51.0,-85.0,,,,,40.6,,,,169.0,,-56.4,-46.0,385.5,,-73.0,-50.9,-20.4,-62.0,16.0,-4.2,,,,,,,,,191.9,,False,,True,False,,,,,True,,,,False,,True,True,False,,False,True,True,True,True,True,,,,,,,,,False
48069,83,63.0,,54.8,,59.0,0.0,,,,,107.9,,,,124.0,,37.7,29.0,,,50.0,58.3,88.9,52.0,72.0,110.8,,,,,,,,,145.2,-20.0,,-28.2,,-24.0,-83.0,,,,,24.9,,,,41.0,,-45.3,-54.0,,,-33.0,-24.7,5.9,-31.0,-11.0,27.8,,,,,,,,,62.2,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,True,False,True,False,,,,,,,,,False
48071,295,492.0,,479.9,,432.0,637.0,,,,,544.8,,,,407.0,,393.5,440.8,408.5,,219.0,431.1,553.2,898.0,429.0,586.8,,,,,434.6,,,,554.6,197.0,,184.9,,137.0,342.0,,,,,249.8,,,,112.0,,98.5,145.8,113.5,,-76.0,136.1,258.2,603.0,134.0,291.8,,,,,139.6,,,,259.6,,True,,True,False,,,,,False,,,,True,,True,True,True,,True,True,False,False,True,False,,,,,True,,,,False
48073,381,132.0,,125.6,,122.0,133.0,,,,,148.0,,,,533.0,,44.6,114.3,4829.5,,77.0,109.9,152.1,190.0,206.0,246.4,,,,,,,,,96.0,-249.0,,-255.4,,-259.0,-248.0,,,,,-233.0,,,,152.0,,-336.4,-266.7,4448.5,,-304.0,-271.1,-228.9,-191.0,-175.0,-134.6,,,,,,,,,-285.0,,False,,False,True,,,,,True,,,,True,,False,False,False,,False,False,True,True,True,True,,,,,,,,,False
48075,131,360.0,,320.4,,279.0,122.0,,,,,332.2,,,,171.0,,1211.9,55.4,,,714.5,249.3,260.9,417.0,195.0,290.7,,,,,,,,,585.9,229.0,,189.4,,148.0,-9.0,,,,,201.2,,,,40.0,,1080.9,-75.6,,,583.5,118.3,129.9,286.0,64.0,159.7,,,,,,,,,454.9,,True,,True,True,,,,,True,,,,True,,False,True,,,False,True,True,False,True,True,,,,,,,,,False
48077,225,147.0,,131.7,,138.0,226.0,,,,,179.2,,,,147.0,,137.0,76.1,,,110.0,121.1,184.2,188.0,152.0,79.1,,,,,,,,,246.3,-78.0,,-93.3,,-87.0,1.0,,,,,-45.8,,,,-78.0,,-88.0,-148.9,,,-115.0,-103.9,-40.8,-37.0,-73.0,-145.9,,,,,,,,,21.3,,False,,False,True,,,,,True,,,,False,,False,False,,,False,False,True,True,True,False,,,,,,,,,True
48079,24,21.0,,20.5,,18.0,0.0,,,,,47.2,,,,55.0,,15.2,10.1,,,8.0,20.3,32.1,0.0,19.0,25.0,,,,,,,,,27.0,-3.0,,-3.5,,-6.0,-24.0,,,,,23.2,,,,31.0,,-8.8,-13.9,,,-16.0,-3.7,8.1,-24.0,-5.0,1.0,,,,,,,,,3.0,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,True,,,,,,,,,True
48081,90,0.0,,3.3,,5.0,0.0,,,,,9.6,,,,33.0,,5.1,7.6,,,0.0,12.2,26.1,,11.0,12.8,,,,,,,,,74.6,-90.0,,-86.7,,-85.0,-90.0,,,,,-80.4,,,,-57.0,,-84.9,-82.4,,,-90.0,-77.8,-63.9,,-79.0,-77.2,,,,,,,,,-15.4,,True,,True,False,,,,,True,,,,True,,True,True,,,False,True,True,,True,True,,,,,,,,,True
48083,122,48.0,,49.1,,38.0,0.0,,,,,142.6,,,,92.0,,5.5,38.5,,,48.0,34.9,56.2,0.0,44.0,72.5,,,,,,,,,185.7,-74.0,,-72.9,,-84.0,-122.0,,,,,20.6,,,,-30.0,,-116.5,-83.5,,,-74.0,-87.1,-65.8,-122.0,-78.0,-49.5,,,,,,,,,63.7,,True,,False,False,,,,,True,,,,True,,False,False,,,False,False,True,False,False,True,,,,,,,,,True
48085,15303,9927.0,,9113.5,10627.1,10327.0,13637.0,,,,,17719.5,,12900.6,,10155.0,,9434.9,9931.8,15537.5,,11293.0,10824.8,10343.1,12598.0,8184.0,9346.8,,,,,10134.9,8196.0,,,8818.2,-5376.0,,-6189.5,-4675.9,-4976.0,-1666.0,,,,,2416.5,,-2402.4,,-5148.0,,-5868.1,-5371.2,234.5,,-4010.0,-4478.2,-4959.9,-2705.0,-7119.0,-5956.2,,,,,-5168.1,-7107.0,,,-6484.8,,False,True,True,True,,,,,True,,True,,True,,False,True,True,,True,True,True,True,False,False,,,,,True,False,,,False
48087,18,225.0,,216.8,,63.0,0.0,,,,,89.7,,,,58.0,,1074.3,17.1,,,37.0,68.0,70.9,228.0,66.0,44.3,,,,,,,,,116.6,207.0,,198.8,,45.0,-18.0,,,,,71.7,,,,40.0,,1056.3,-0.9,,,19.0,50.0,52.9,210.0,48.0,26.3,,,,,,,,,98.6,,True,,True,True,,,,,True,,,,True,,False,True,,,True,True,True,False,True,True,,,,,,,,,True
48089,178,138.0,,132.3,,149.0,248.0,,,,,77.4,,,,149.0,,182.9,150.8,,,81.0,144.7,167.6,112.0,149.0,198.4,,,,,,,,,111.4,-40.0,,-45.7,,-29.0,70.0,,,,,-100.6,,,,-29.0,,4.9,-27.2,,,-97.0,-33.3,-10.4,-66.0,-29.0,20.4,,,,,,,,,-66.6,,False,,True,False,,,,,False,,,,True,,True,True,,,False,True,True,False,True,True,,,,,,,,,False
48091,1099,510.0,,536.5,,674.0,695.0,,,,,1178.1,,,,996.0,,1468.0,704.9,958.0,,594.0,669.1,884.0,1069.0,655.0,1055.8,,,,,345.7,611.0,,,1021.1,-589.0,,-562.5,,-425.0,-404.0,,,,,79.1,,,,-103.0,,369.0,-394.1,-141.0,,-505.0,-429.9,-215.0,-30.0,-444.0,-43.2,,,,,-753.3,-488.0,,,-77.9,,True,,True,True,,,,,True,,,,True,,True,True,True,,True,True,True,True,True,True,,,,,False,True,,,True
48093,232,249.0,,257.8,,174.0,268.0,,,,,149.2,,,,167.0,,295.0,135.4,,,55.0,142.9,178.7,190.0,183.0,153.4,,,,,,,,,396.4,17.0,,25.8,,-58.0,36.0,,,,,-82.8,,,,-65.0,,63.0,-96.6,,,-177.0,-89.1,-53.3,-42.0,-49.0,-78.6,,,,,,,,,164.4,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
48095,45,6.0,,0.0,,11.0,0.0,,,,,10.4,,,,68.0,,85.6,0.7,,,13.0,6.6,26.1,0.0,12.0,34.7,,,,,,,,,24.8,-39.0,,-45.0,,-34.0,-45.0,,,,,-34.6,,,,23.0,,40.6,-44.3,,,-32.0,-38.4,-18.9,-45.0,-33.0,-10.3,,,,,,,,,-20.2,,False,,True,False,,,,,True,,,,True,,False,False,,,True,True,True,False,True,True,,,,,,,,,True
48097,653,723.0,,769.0,,698.0,764.0,,,,,686.2,,,,506.0,,868.0,670.9,1212.5,,1036.0,500.9,650.3,983.0,622.0,293.2,,,,,,,,,710.6,70.0,,116.0,,45.0,111.0,,,,,33.2,,,,-147.0,,215.0,17.9,559.5,,383.0,-152.1,-2.7,330.0,-31.0,-359.8,,,,,,,,,57.6,,False,,True,False,,,,,True,,,,False,,False,True,False,,False,False,True,False,True,False,,,,,,,,,True
