,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48477,184,182.0,,171.6,,174.0,197.0,,,,,139.6,374.2,,,183.0,,69.9,175.4,211.0,,107.0,172.4,,253.0,236.0,217.4,,,,,,251.8,,,,222.3,-2.0,,-12.4,,-10.0,13.0,,,,,-44.4,190.2,,,-1.0,,-114.1,-8.6,27.0,,-77.0,-11.6,,69.0,52.0,33.4,,,,,,67.8,,,,38.3,,False,,False,False,,,,,False,False,,,True,,False,False,False,,False,False,,False,False,False,,,,,,False,,,,False
48479,3074,2660.0,,2702.5,2916.3,2528.0,3139.0,,,,,2100.7,3883.9,,2537.8,2116.0,,1372.8,2663.0,2199.5,,1538.0,1793.5,,2567.0,2737.0,4462.1,,,,,2071.6,3405.8,2756.0,,,3002.4,-414.0,,-371.5,-157.7,-546.0,65.0,,,,,-973.3,809.9,,-536.2,-958.0,,-1701.2,-411.0,-874.5,,-1536.0,-1280.5,,-507.0,-337.0,1388.1,,,,,-1002.4,331.8,-318.0,,,-71.6,,True,True,False,True,,,,,False,False,,False,False,,False,True,False,,False,False,,False,True,False,,,,,False,True,True,,,True
48481,298,364.0,,355.0,,349.0,391.0,,,,,314.1,459.3,,,227.0,,268.8,207.1,432.0,,316.0,391.6,,426.0,393.0,287.6,,,,,307.4,424.5,,,,426.0,66.0,,57.0,,51.0,93.0,,,,,16.1,161.3,,,-71.0,,-29.2,-90.9,134.0,,18.0,93.6,,128.0,95.0,-10.4,,,,,9.4,126.5,,,,128.0,,True,,True,False,,,,,True,False,,,False,,True,False,False,,True,False,,False,False,True,,,,,True,False,,,,False
48483,47,14.0,,15.1,,15.0,0.0,,,,,24.2,18.7,,,66.0,,10.7,26.6,,,5.0,15.7,,,33.0,74.4,,,,,,53.3,,,,20.3,-33.0,,-31.9,,-32.0,-47.0,,,,,-22.8,-28.3,,,19.0,,-36.3,-20.4,,,-42.0,-31.3,,,-14.0,27.4,,,,,,6.3,,,,-26.7,,True,,True,False,,,,,True,True,,,True,,False,True,,,False,True,,,True,True,,,,,,True,,,,True
48485,1725,1496.0,,1491.6,,1218.0,1032.0,,,,,1076.5,1843.5,,,1558.0,,961.1,991.4,1301.5,,1214.0,1276.2,,1647.0,1622.0,1173.2,,,,,1429.1,1667.7,679.0,,,1256.9,-229.0,,-233.4,,-507.0,-693.0,,,,,-648.5,118.5,,,-167.0,,-763.9,-733.6,-423.5,,-511.0,-448.8,,-78.0,-103.0,-551.8,,,,,-295.9,-57.3,-1046.0,,,-468.1,,False,,False,False,,,,,False,True,,,True,,False,False,False,,False,False,,True,True,False,,,,,False,True,False,,,False
48487,208,200.0,,189.2,,148.0,152.0,,,,,110.9,85.3,,,214.0,,113.5,135.5,,,96.0,125.7,,217.0,184.0,176.6,,,,,,229.9,,,,656.6,-8.0,,-18.8,,-60.0,-56.0,,,,,-97.1,-122.7,,,6.0,,-94.5,-72.5,,,-112.0,-82.3,,9.0,-24.0,-31.4,,,,,,21.9,,,,448.6,,False,,False,False,,,,,False,False,,,True,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
48489,124,140.0,,144.3,,149.0,0.0,,,,,178.8,128.4,,,108.0,,149.8,131.1,,,191.0,168.4,,208.0,152.0,301.0,,,,,,275.8,,,,366.2,16.0,,20.3,,25.0,-124.0,,,,,54.8,4.4,,,-16.0,,25.8,7.1,,,67.0,44.4,,84.0,28.0,177.0,,,,,,151.8,,,,242.2,,False,,False,False,,,,,False,True,,,False,,False,True,,,False,False,,False,False,False,,,,,,False,,,,False
48491,3784,3942.0,,3823.4,,3620.0,5562.0,,,,,2875.3,7480.1,,5080.1,3293.0,,3141.6,4684.2,3686.0,,4497.0,3738.3,,5731.0,3962.0,2549.8,,,,,3849.5,3897.6,3502.0,,,3174.7,158.0,,39.4,,-164.0,1778.0,,,,,-908.7,3696.1,,1296.1,-491.0,,-642.4,900.2,-98.0,,713.0,-45.7,,1947.0,178.0,-1234.2,,,,,65.5,113.6,-282.0,,,-609.3,,True,,False,False,,,,,False,False,,False,False,,False,False,True,,False,True,,False,False,False,,,,,True,True,False,,,False
48493,262,476.0,,476.3,,386.0,678.0,,,,,214.5,334.6,,,282.0,,365.4,403.3,543.5,,579.0,367.9,,634.0,468.0,242.4,,,,,,379.7,,,,483.6,214.0,,214.3,,124.0,416.0,,,,,-47.5,72.6,,,20.0,,103.4,141.3,281.5,,317.0,105.9,,372.0,206.0,-19.6,,,,,,117.7,,,,221.6,,False,,True,False,,,,,True,True,,,True,,True,True,False,,False,True,,False,True,True,,,,,,True,,,,False
48495,62,72.0,,74.1,,73.0,92.0,,,,,74.0,105.6,,,96.0,,13.5,48.5,,,63.0,73.0,,94.0,69.0,103.3,,,,,,152.9,,,,89.8,10.0,,12.1,,11.0,30.0,,,,,12.0,43.6,,,34.0,,-48.5,-13.5,,,1.0,11.0,,32.0,7.0,41.3,,,,,,90.9,,,,27.8,,False,,False,False,,,,,False,False,,,False,,False,False,,,True,False,,False,True,False,,,,,,False,,,,False
48497,850,940.0,,993.3,,692.0,574.0,,,,,429.2,1094.2,,,708.0,,356.4,716.8,1110.0,,867.0,729.9,,1226.0,918.0,242.0,,,,,877.9,731.4,,,,1131.3,90.0,,143.3,,-158.0,-276.0,,,,,-420.8,244.2,,,-142.0,,-493.6,-133.2,260.0,,17.0,-120.1,,376.0,68.0,-608.0,,,,,27.9,-118.6,,,,281.3,,False,,False,False,,,,,False,False,,,False,,False,False,False,,True,False,,False,True,False,,,,,True,False,,,,False
48499,216,180.0,,161.3,,205.0,191.0,,,,,154.2,238.5,,,294.0,,140.4,212.4,551.5,,161.0,206.1,,299.0,340.0,257.9,,,,,,200.5,,,,2690.8,-36.0,,-54.7,,-11.0,-25.0,,,,,-61.8,22.5,,,78.0,,-75.6,-3.6,335.5,,-55.0,-9.9,,83.0,124.0,41.9,,,,,,-15.5,,,,2474.8,,False,,True,True,,,,,False,True,,,False,,False,True,False,,False,True,,False,False,False,,,,,,True,,,,False
48501,49,110.0,,119.6,,78.0,53.0,,,,,68.4,301.5,,,103.0,,42.5,64.8,,,9.0,72.6,,142.0,100.0,132.7,,,,,,172.1,,,,112.3,61.0,,70.6,,29.0,4.0,,,,,19.4,252.5,,,54.0,,-6.5,15.8,,,-40.0,23.6,,93.0,51.0,83.7,,,,,,123.1,,,,63.3,,False,,True,True,,,,,True,False,,,True,,True,True,,,True,True,,False,True,False,,,,,,False,,,,False
48503,109,238.0,,255.2,,174.0,162.0,,,,,139.7,179.2,,,204.0,,102.8,152.0,,,168.0,187.8,,279.0,217.0,125.6,,,,,,425.1,,,,302.8,129.0,,146.2,,65.0,53.0,,,,,30.7,70.2,,,95.0,,-6.2,43.0,,,59.0,78.8,,170.0,108.0,16.6,,,,,,316.1,,,,193.8,,False,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,False,,,,False
48505,181,212.0,,210.7,,162.0,207.0,,,,,140.5,217.2,,,92.0,,173.9,153.1,,,139.0,162.0,,287.0,188.0,102.4,,,,,,242.5,,,,757.3,31.0,,29.7,,-19.0,26.0,,,,,-40.5,36.2,,,-89.0,,-7.1,-27.9,,,-42.0,-19.0,,106.0,7.0,-78.6,,,,,,61.5,,,,576.3,,True,,True,True,,,,,False,False,,,False,,True,True,,,False,True,,False,True,False,,,,,,False,,,,False
48507,54,84.0,,80.7,,82.0,98.0,,,,,72.0,86.5,,,104.0,,19.7,86.9,,,53.0,71.0,,113.0,91.0,110.2,,,,,,162.8,,,,59.0,30.0,,26.7,,28.0,44.0,,,,,18.0,32.5,,,50.0,,-34.3,32.9,,,-1.0,17.0,,59.0,37.0,56.2,,,,,,108.8,,,,5.0,,True,,True,False,,,,,True,False,,,False,,False,False,,,True,True,,False,False,False,,,,,,False,,,,True
49001,0,0.0,,0.0,,0.0,0.0,,,,,52.3,1.1,,,31.0,,44.5,0.0,,,,0.0,,26.0,16.0,16.3,,,,,,40.5,,,,1.5,0.0,,0.0,,0.0,0.0,,,,,52.3,1.1,,,31.0,,44.5,0.0,,,,0.0,,26.0,16.0,16.3,,,,,,40.5,,,,1.5,,True,,True,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,False,,,,,,False,,,,False
49003,0,0.0,,0.0,,44.0,0.0,,,,,365.8,16.8,,,401.0,,391.5,0.0,636.5,,,0.0,,,84.0,6.1,,,,,,119.1,,,,1.6,0.0,,0.0,,44.0,0.0,,,,,365.8,16.8,,,401.0,,391.5,0.0,636.5,,,0.0,,,84.0,6.1,,,,,,119.1,,,,1.6,,True,,False,True,,,,,False,False,,,False,,False,True,False,,,False,,,False,False,,,,,,False,,,,False
49005,0,0.0,,0.0,,86.0,0.0,,,,,974.0,1203.4,,,528.0,,893.7,0.0,1584.0,,,0.0,,,177.0,29.9,,,,,,137.4,,,,1.6,0.0,,0.0,,86.0,0.0,,,,,974.0,1203.4,,,528.0,,893.7,0.0,1584.0,,,0.0,,,177.0,29.9,,,,,,137.4,,,,1.6,,True,,False,True,,,,,False,False,,,False,,False,True,False,,,False,,,False,False,,,,,,False,,,,False
49007,0,0.0,,0.0,,0.0,0.0,,,,,82.0,1.1,,,163.0,,80.6,0.0,,,,0.1,,80.0,31.0,0.0,,,,,,97.3,,,,1.6,0.0,,0.0,,0.0,0.0,,,,,82.0,1.1,,,163.0,,80.6,0.0,,,,0.1,,80.0,31.0,0.0,,,,,,97.3,,,,1.6,,True,,True,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,True,,,,,,False,,,,False
49009,0,0.0,,0.0,,0.0,0.0,,,,,2.1,0.7,,,6.0,,5.9,0.0,,,,0.0,,4.0,2.0,2.3,,,,,,20.8,,,,1.6,0.0,,0.0,,0.0,0.0,,,,,2.1,0.7,,,6.0,,5.9,0.0,,,,0.0,,4.0,2.0,2.3,,,,,,20.8,,,,1.6,,True,,True,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,False,,,,,,False,,,,False
49011,3734,3808.0,,3857.1,3743.0,3343.0,3747.0,,,,,2770.8,3584.4,,3777.1,3161.0,,2260.2,2646.1,3646.0,,3138.0,3372.9,,5328.0,3220.0,3842.9,,,,,2519.7,3708.3,3288.0,,,4000.9,74.0,,123.1,9.0,-391.0,13.0,,,,,-963.2,-149.6,,43.1,-573.0,,-1473.8,-1087.9,-88.0,,-596.0,-361.1,,1594.0,-514.0,108.9,,,,,-1214.3,-25.7,-446.0,,,266.9,,False,True,False,True,,,,,False,False,,True,False,,False,False,False,,False,False,,False,False,False,,,,,False,True,False,,,False
49013,0,0.0,,0.0,,0.0,0.0,,,,,85.2,134.3,,,123.0,,133.0,0.0,,,,0.0,,78.0,37.0,3.3,,,,,,43.4,,,,1.6,0.0,,0.0,,0.0,0.0,,,,,85.2,134.3,,,123.0,,133.0,0.0,,,,0.0,,78.0,37.0,3.3,,,,,,43.4,,,,1.6,,True,,True,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,False,,,,,,False,,,,False
49015,0,0.0,,0.0,,0.0,0.0,,,,,48.0,39.3,,,51.0,,31.4,0.0,,,,0.0,,39.0,23.0,26.1,,,,,,39.2,,,,1.7,0.0,,0.0,,0.0,0.0,,,,,48.0,39.3,,,51.0,,31.4,0.0,,,,0.0,,39.0,23.0,26.1,,,,,,39.2,,,,1.7,,True,,True,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,False,,,,,,False,,,,False
49017,0,0.0,,0.0,,0.0,0.0,,,,,24.3,0.7,,,18.0,,33.3,0.0,,,,0.0,,20.0,9.0,12.2,,,,,,22.2,,,,1.6,0.0,,0.0,,0.0,0.0,,,,,24.3,0.7,,,18.0,,33.3,0.0,,,,0.0,,20.0,9.0,12.2,,,,,,22.2,,,,1.6,,True,,True,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,False,,,,,,False,,,,False
49019,0,0.0,,0.0,,0.0,0.0,,,,,39.4,41.6,,,90.0,,31.1,0.0,,,,0.0,,37.0,14.0,25.7,,,,,,47.2,,,,1.6,0.0,,0.0,,0.0,0.0,,,,,39.4,41.6,,,90.0,,31.1,0.0,,,,0.0,,37.0,14.0,25.7,,,,,,47.2,,,,1.6,,True,,True,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,False,,,,,,False,,,,False
49021,0,0.0,,0.0,,31.0,0.0,,,,,345.7,190.2,,,194.0,,394.1,0.0,658.0,,,0.0,,,60.0,3.5,,,,,,149.0,,,,1.6,0.0,,0.0,,31.0,0.0,,,,,345.7,190.2,,,194.0,,394.1,0.0,658.0,,,0.0,,,60.0,3.5,,,,,,149.0,,,,1.6,,True,,False,True,,,,,False,False,,,False,,False,True,False,,,False,,,False,False,,,,,,False,,,,False
49023,0,0.0,,0.0,,7.0,0.0,,,,,54.2,0.7,,,114.0,,163.9,0.0,,,,0.0,,47.0,12.0,,,,,,,66.9,,,,1.8,0.0,,0.0,,7.0,0.0,,,,,54.2,0.7,,,114.0,,163.9,0.0,,,,0.0,,47.0,12.0,,,,,,,66.9,,,,1.8,,True,,False,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,,,,,,,False,,,,False
49025,0,0.0,,0.0,,0.0,0.0,,,,,48.8,22.3,,,21.0,,52.9,0.0,,,,0.0,,31.0,16.0,20.5,,,,,,28.9,,,,1.7,0.0,,0.0,,0.0,0.0,,,,,48.8,22.3,,,21.0,,52.9,0.0,,,,0.0,,31.0,16.0,20.5,,,,,,28.9,,,,1.7,,True,,True,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,False,,,,,,False,,,,False
49027,0,0.0,,0.0,,12.0,0.0,,,,,79.9,0.7,,,23.0,,189.7,0.0,,,,0.0,,52.0,27.0,,,,,,,32.2,,,,1.6,0.0,,0.0,,12.0,0.0,,,,,79.9,0.7,,,23.0,,189.7,0.0,,,,0.0,,52.0,27.0,,,,,,,32.2,,,,1.6,,True,,False,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,,,,,,,False,,,,False
49029,0,0.0,,0.0,,0.0,0.0,,,,,94.3,0.7,,,47.0,,72.6,0.0,,,,0.0,,48.0,21.0,29.7,,,,,,28.1,,,,1.6,0.0,,0.0,,0.0,0.0,,,,,94.3,0.7,,,47.0,,72.6,0.0,,,,0.0,,48.0,21.0,29.7,,,,,,28.1,,,,1.6,,True,,True,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,False,,,,,,False,,,,False
49031,0,0.0,,0.0,,0.0,0.0,,,,,6.3,0.6,,,26.0,,20.6,0.0,,,,0.0,,6.0,4.0,3.6,,,,,,19.6,,,,1.6,0.0,,0.0,,0.0,0.0,,,,,6.3,0.6,,,26.0,,20.6,0.0,,,,0.0,,6.0,4.0,3.6,,,,,,19.6,,,,1.6,,True,,True,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,False,,,,,,False,,,,False
49033,0,0.0,,0.0,,0.0,0.0,,,,,6.0,0.7,,,4.0,,15.4,0.0,,,,0.0,,10.0,5.0,6.2,,,,,,21.3,,,,2.0,0.0,,0.0,,0.0,0.0,,,,,6.0,0.7,,,4.0,,15.4,0.0,,,,0.0,,10.0,5.0,6.2,,,,,,21.3,,,,2.0,,True,,True,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,False,,,,,,False,,,,False
49035,10408,10996.0,,11203.0,10663.5,10196.0,8322.0,,,,,8446.4,10111.5,,10488.7,13785.0,,6423.8,9669.3,12010.0,,8409.5,10022.2,,15452.0,10443.0,13237.5,,,,,8942.0,9323.8,8147.0,,,12346.8,588.0,,795.0,255.5,-212.0,-2086.0,,,,,-1961.6,-296.5,,80.7,3377.0,,-3984.2,-738.7,1602.0,,-1998.5,-385.8,,5044.0,35.0,2829.5,,,,,-1466.0,-1084.2,-2261.0,,,1938.8,,False,True,True,False,,,,,False,True,,True,False,,False,False,False,,False,True,,False,True,False,,,,,False,False,False,,,False
49037,113,122.0,,129.2,,126.0,0.0,,,,,144.6,112.0,,,96.0,,95.1,117.4,164.0,,138.0,136.7,,142.0,137.0,132.7,,,,,,103.3,,,,127.5,9.0,,16.2,,13.0,-113.0,,,,,31.6,-1.0,,,-17.0,,-17.9,4.4,51.0,,25.0,23.7,,29.0,24.0,19.7,,,,,,-9.7,,,,14.5,,False,,False,False,,,,,False,True,,,False,,False,True,False,,False,False,,False,False,False,,,,,,False,,,,False
49039,0,0.0,,0.0,,46.0,0.0,,,,,165.4,0.7,,,281.0,,453.0,0.0,387.0,,,0.0,,,92.0,5.1,,,,,,58.7,,,,1.6,0.0,,0.0,,46.0,0.0,,,,,165.4,0.7,,,281.0,,453.0,0.0,387.0,,,0.0,,,92.0,5.1,,,,,,58.7,,,,1.6,,True,,False,True,,,,,False,False,,,False,,False,True,False,,,False,,,False,False,,,,,,False,,,,False
49041,0,0.0,,0.0,,0.0,0.0,,,,,100.3,0.7,,,230.0,,317.5,0.0,,,,0.0,,86.0,61.0,1.1,,,,,,55.4,,,,1.6,0.0,,0.0,,0.0,0.0,,,,,100.3,0.7,,,230.0,,317.5,0.0,,,,0.0,,86.0,61.0,1.1,,,,,,55.4,,,,1.6,,True,,True,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,False,,,,,,False,,,,False
49043,505,438.0,,447.4,,372.0,353.0,,,,,311.4,488.5,,500.8,212.0,,198.6,260.5,382.5,,408.0,407.0,,589.0,367.0,606.1,,,,,378.2,395.9,,,,326.1,-67.0,,-57.6,,-133.0,-152.0,,,,,-193.6,-16.5,,-4.2,-293.0,,-306.4,-244.5,-122.5,,-97.0,-98.0,,84.0,-138.0,101.1,,,,,-126.8,-109.1,,,,-178.9,,True,,False,False,,,,,False,True,,True,False,,False,False,False,,False,False,,False,False,False,,,,,False,False,,,,False
49045,628,696.0,,687.7,,598.0,554.0,,,,,447.5,550.7,,,817.0,,549.3,531.3,769.0,,551.0,551.5,,1054.0,647.0,769.0,,,,,654.7,675.9,,,,756.8,68.0,,59.7,,-30.0,-74.0,,,,,-180.5,-77.3,,,189.0,,-78.7,-96.7,141.0,,-77.0,-76.5,,426.0,19.0,141.0,,,,,26.7,47.9,,,,128.8,,True,,True,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,True,False,,,,,True,True,,,,False
49047,0,0.0,,0.0,,34.0,0.0,,,,,115.0,222.9,,,282.0,,250.7,0.0,219.5,,,0.0,,,65.0,5.9,,,,,,124.1,,,,1.7,0.0,,0.0,,34.0,0.0,,,,,115.0,222.9,,,282.0,,250.7,0.0,219.5,,,0.0,,,65.0,5.9,,,,,,124.1,,,,1.7,,True,,False,True,,,,,False,False,,,False,,False,True,False,,,False,,,False,False,,,,,,False,,,,False
49049,7698,7710.0,,7858.7,7220.7,6875.0,6605.0,,,,,5775.1,5260.5,,7452.1,7640.0,,4401.1,6550.1,7957.5,,5695.0,6875.4,,9856.0,6304.0,8570.8,,,,,4528.2,5630.4,5264.0,,,6270.6,12.0,,160.7,-477.3,-823.0,-1093.0,,,,,-1922.9,-2437.5,,-245.9,-58.0,,-3296.9,-1147.9,259.5,,-2003.0,-822.6,,2158.0,-1394.0,872.8,,,,,-3169.8,-2067.6,-2434.0,,,-1427.4,,False,False,False,False,,,,,False,False,,False,False,,False,False,False,,False,False,,False,False,False,,,,,False,False,False,,,False
49051,354,390.0,,402.5,,282.0,245.0,,,,,284.7,312.9,,263.5,219.0,,187.8,310.1,448.5,,247.0,283.7,,544.0,352.0,325.8,,,,,500.7,262.6,,,,372.1,36.0,,48.5,,-72.0,-109.0,,,,,-69.3,-41.1,,-90.5,-135.0,,-166.2,-43.9,94.5,,-107.0,-70.3,,190.0,-2.0,-28.2,,,,,146.7,-91.4,,,,18.1,,False,,False,False,,,,,False,False,,False,False,,False,False,False,,False,False,,False,True,True,,,,,False,False,,,,True
49053,0,0.0,,0.0,,122.0,0.0,,,,,1487.1,505.7,,,451.0,,1259.4,0.0,2113.0,,,0.1,,,229.0,17.2,,,,,,142.0,,,,1.5,0.0,,0.0,,122.0,0.0,,,,,1487.1,505.7,,,451.0,,1259.4,0.0,2113.0,,,0.1,,,229.0,17.2,,,,,,142.0,,,,1.5,,True,,False,True,,,,,False,False,,,False,,False,True,False,,,False,,,False,False,,,,,,False,,,,False
49055,0,0.0,,0.0,,0.0,0.0,,,,,5.5,0.7,,,9.0,,38.4,0.0,,,,0.0,,11.0,7.0,6.7,,,,,,21.1,,,,1.7,0.0,,0.0,,0.0,0.0,,,,,5.5,0.7,,,9.0,,38.4,0.0,,,,0.0,,11.0,7.0,6.7,,,,,,21.1,,,,1.7,,True,,True,True,,,,,False,False,,,False,,False,True,,,,False,,False,False,False,,,,,,False,,,,False
49057,0,0.0,,0.0,,184.0,0.0,,,,,1940.0,8533.7,,,1585.0,,1756.3,0.0,2551.5,,,0.0,,,368.0,43.2,,,,,,419.5,,,,1.6,0.0,,0.0,,184.0,0.0,,,,,1940.0,8533.7,,,1585.0,,1756.3,0.0,2551.5,,,0.0,,,368.0,43.2,,,,,,419.5,,,,1.6,,True,,False,True,,,,,False,False,,,False,,False,True,False,,,False,,,False,False,,,,,,False,,,,False
50001,69,12.0,,15.5,,28.0,13.0,,,,,25.3,24.6,,,71.0,,15.5,84.8,41.5,,34.0,24.0,,27.0,74.0,38.2,,,,,,62.6,,,,6.3,-57.0,,-53.5,,-41.0,-56.0,,,,,-43.7,-44.4,,,2.0,,-53.5,15.8,-27.5,,-35.0,-45.0,,-42.0,5.0,-30.8,,,,,,-6.4,,,,-62.7,,True,,True,True,,,,,True,True,,,True,,True,True,True,,True,True,,True,True,True,,,,,,True,,,,False
50003,160,132.0,,136.3,,137.0,193.0,,,,,88.8,144.4,,,71.0,,238.0,188.9,127.5,,264.0,149.8,,199.0,138.0,99.9,,,,,,135.4,,,,119.4,-28.0,,-23.7,,-23.0,33.0,,,,,-71.2,-15.6,,,-89.0,,78.0,28.9,-32.5,,104.0,-10.2,,39.0,-22.0,-60.1,,,,,,-24.6,,,,-40.6,,True,,True,False,,,,,False,True,,,False,,False,False,False,,False,True,,False,True,False,,,,,,True,,,,False
50005,44,62.0,,67.1,,52.0,55.0,,,,,35.8,70.5,,,114.0,,29.9,132.9,67.5,,47.0,54.1,,76.0,100.0,42.2,,,,,,93.5,,,,26.0,18.0,,23.1,,8.0,11.0,,,,,-8.2,26.5,,,70.0,,-14.1,88.9,23.5,,3.0,10.1,,32.0,56.0,-1.8,,,,,,49.5,,,,-18.0,,False,,True,True,,,,,True,False,,,False,,True,False,False,,True,True,,False,False,True,,,,,,False,,,,True
50007,453,636.0,,612.1,,594.0,538.0,,,,,407.9,602.9,,784.7,521.0,,704.2,941.6,665.0,,584.0,573.3,,862.0,654.0,453.8,,,,,,520.6,620.0,,,437.3,183.0,,159.1,,141.0,85.0,,,,,-45.1,149.9,,331.7,68.0,,251.2,488.6,212.0,,131.0,120.3,,409.0,201.0,0.8,,,,,,67.6,167.0,,,-15.7,,True,,True,True,,,,,True,True,,False,True,,False,False,False,,True,True,,False,False,True,,,,,,True,True,,,True
50009,6,6.0,,2.3,,10.0,6.0,,,,,11.2,15.1,,,16.0,,1.0,11.7,,,12.0,6.6,,,14.0,11.2,,,,,,28.8,,,,8.5,0.0,,-3.7,,4.0,0.0,,,,,5.2,9.1,,,10.0,,-5.0,5.7,,,6.0,0.6,,,8.0,5.2,,,,,,22.8,,,,2.5,,False,,False,True,,,,,False,False,,,False,,False,False,,,False,False,,,False,False,,,,,,False,,,,False
50011,123,132.0,,144.1,,130.0,136.0,,,,,87.9,132.7,,,102.0,,149.0,282.7,195.0,,99.0,132.4,,182.0,183.0,84.9,,,,,,151.9,,,,111.0,9.0,,21.1,,7.0,13.0,,,,,-35.1,9.7,,,-21.0,,26.0,159.7,72.0,,-24.0,9.4,,59.0,60.0,-38.1,,,,,,28.9,,,,-12.0,,False,,True,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,,False,,,,False
50013,7,8.0,,7.6,,8.0,5.0,,,,,6.5,13.8,,,10.0,,13.4,12.2,,,8.0,6.9,,11.0,23.0,6.5,,,,,,30.0,,,,5.3,1.0,,0.6,,1.0,-2.0,,,,,-0.5,6.8,,,3.0,,6.4,5.2,,,1.0,-0.1,,4.0,16.0,-0.5,,,,,,23.0,,,,-1.7,,True,,False,False,,,,,True,False,,,False,,False,False,,,False,True,,False,False,True,,,,,,False,,,,False
50015,20,40.0,,44.2,,38.0,35.0,,,,,28.5,37.1,,,54.0,,40.2,89.9,,,28.0,38.2,,57.0,54.0,32.3,,,,,,51.4,,,,29.5,20.0,,24.2,,18.0,15.0,,,,,8.5,17.1,,,34.0,,20.2,69.9,,,8.0,18.2,,37.0,34.0,12.3,,,,,,31.4,,,,9.5,,False,,True,True,,,,,True,True,,,False,,False,False,,,True,True,,False,False,True,,,,,,False,,,,True
