,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
53041,286,177.0,,175.9,,173.0,296.0,,,,,159.4,,35.4,,,108.0,241.0,148.3,204.0,,113.0,173.5,0.0,,217.0,178.0,80.5,,,,,191.9,156.1,,,,202.8,139.0,-109.0,,-110.1,,-113.0,10.0,,,,,-126.6,,-250.6,,,-178.0,-45.0,-137.7,-82.0,,-173.0,-112.5,-286.0,,-69.0,-108.0,-205.5,,,,,-94.1,-129.9,,,,-83.2,-147.0,,False,,False,True,,,,,False,,False,,,False,True,False,True,,False,False,False,,True,True,False,,,,,True,False,,,,True,False
53043,27,14.0,,13.0,,13.0,0.0,,,,,8.5,,4.1,,,15.0,37.5,7.7,,,18.0,16.5,0.0,,16.0,15.0,12.9,,,,,,22.2,,,,12.3,10.0,-13.0,,-14.0,,-14.0,-27.0,,,,,-18.5,,-22.9,,,-12.0,10.5,-19.3,,,-9.0,-10.5,-27.0,,-11.0,-12.0,-14.1,,,,,,-4.8,,,,-14.7,-17.0,,False,,False,False,,,,,False,,False,,,True,True,False,,,True,True,False,,True,True,False,,,,,,True,,,,False,False
53045,335,104.0,,105.9,,101.0,174.0,,,,,91.0,,14.6,,,86.0,357.5,62.1,100.0,,175.0,163.2,0.0,,113.0,103.0,49.8,,,,,,109.3,,,,60.1,87.0,-231.0,,-229.1,,-234.0,-161.0,,,,,-244.0,,-320.4,,,-249.0,22.5,-272.9,-235.0,,-160.0,-171.8,-335.0,,-222.0,-232.0,-285.2,,,,,,-225.7,,,,-274.9,-248.0,,True,,False,True,,,,,False,,False,,,False,True,False,False,,True,True,False,,True,False,False,,,,,,True,,,,False,False
53047,114,65.0,,61.1,,78.0,126.0,,,,,70.4,,2.7,,,64.0,109.3,68.1,92.5,,96.0,77.9,0.0,,111.0,75.0,87.3,,,,,,68.8,,,,81.8,121.0,-49.0,,-52.9,,-36.0,12.0,,,,,-43.6,,-111.3,,,-50.0,-4.7,-45.9,-21.5,,-18.0,-36.1,-114.0,,-3.0,-39.0,-26.7,,,,,,-45.2,,,,-32.2,7.0,,False,,True,True,,,,,True,,False,,,False,True,True,True,,True,True,False,,True,True,True,,,,,,True,,,,True,True
53049,38,11.0,,0.0,,14.0,9.0,,,,,31.2,,9.1,,,26.0,18.7,20.5,,,21.0,14.4,0.0,,25.0,25.0,12.8,,,,,,27.1,,,,16.5,53.0,-27.0,,-38.0,,-24.0,-29.0,,,,,-6.8,,-28.9,,,-12.0,-19.3,-17.5,,,-17.0,-23.6,-38.0,,-13.0,-13.0,-25.2,,,,,,-10.9,,,,-21.5,15.0,,False,,True,False,,,,,True,,False,,,True,True,True,,,True,True,False,,True,True,True,,,,,,True,,,,True,True
53051,47,35.0,,35.5,,31.0,47.0,,,,,24.3,,10.0,,,21.0,58.9,22.8,,,31.0,33.2,0.0,,37.0,31.0,12.7,,,,,,40.2,,,,60.8,21.0,-12.0,,-11.5,,-16.0,0.0,,,,,-22.7,,-37.0,,,-26.0,11.9,-24.2,,,-16.0,-13.8,-47.0,,-10.0,-16.0,-34.3,,,,,,-6.8,,,,13.8,-26.0,,True,,False,True,,,,,False,,False,,,False,True,False,,,False,False,False,,True,False,False,,,,,,True,,,,False,False
53053,2879,1047.0,,895.1,711.6,1447.0,1954.0,,,,,1300.4,,226.1,,1785.8,1485.0,2615.9,1109.5,2343.5,,2786.5,1416.7,0.1,,1457.0,1481.0,818.2,,,,,927.3,1312.8,2124.0,,,1734.4,1495.0,-1832.0,,-1983.9,-2167.4,-1432.0,-925.0,,,,,-1578.6,,-2652.9,,-1093.2,-1394.0,-263.1,-1769.5,-535.5,,-92.5,-1462.3,-2878.9,,-1422.0,-1398.0,-2060.8,,,,,-1951.7,-1566.2,-755.0,,,-1144.6,-1384.0,,False,False,True,True,,,,,True,,False,,True,True,True,True,True,,True,True,False,,True,True,False,,,,,False,True,True,,,True,True
53055,10,1.0,,1.2,,2.0,0.0,,,,,2.0,,1.2,,,3.0,3.3,12.3,,,5.0,1.1,,,,10.0,4.2,,,,,,16.1,,,,1.1,1.0,-9.0,,-8.8,,-8.0,-10.0,,,,,-8.0,,-8.8,,,-7.0,-6.7,2.3,,,-5.0,-8.9,,,,0.0,-5.8,,,,,,6.1,,,,-8.9,-9.0,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,True,,,,True,False
53057,253,154.0,,132.5,,156.0,323.0,,,,,168.2,,33.2,,163.5,223.0,193.3,170.2,204.0,,97.5,156.4,0.0,,195.0,171.0,159.2,,,,,159.4,195.6,0.0,,,261.3,147.0,-99.0,,-120.5,,-97.0,70.0,,,,,-84.8,,-219.8,,-89.5,-30.0,-59.7,-82.8,-49.0,,-155.5,-96.6,-253.0,,-58.0,-82.0,-93.8,,,,,-93.6,-57.4,-253.0,,,8.3,-106.0,,False,,True,True,,,,,True,,False,,True,True,True,True,True,,False,True,False,,True,True,True,,,,,True,True,False,,,True,False
53059,23,11.0,,11.5,,11.0,7.0,,,,,10.4,,1.3,,,15.0,17.6,24.2,,,3.0,8.2,0.0,,15.0,16.0,13.0,,,,,,26.3,,,,11.8,8.0,-12.0,,-11.5,,-12.0,-16.0,,,,,-12.6,,-21.7,,,-8.0,-5.4,1.2,,,-20.0,-14.8,-23.0,,-8.0,-7.0,-10.0,,,,,,3.3,,,,-11.2,-15.0,,True,,False,False,,,,,False,,False,,,True,True,True,,,False,False,False,,True,True,True,,,,,,True,,,,True,False
53061,2223,1129.0,,1108.8,781.9,1119.0,2561.0,,,,,989.6,,253.8,,1580.3,1245.0,2278.7,1101.5,1697.5,,1913.0,1283.2,0.2,,1345.0,1153.0,817.2,,,,,1245.5,1376.3,0.0,,,1643.2,1237.0,-1094.0,,-1114.2,-1441.1,-1104.0,338.0,,,,,-1233.4,,-1969.2,,-642.7,-978.0,55.7,-1121.5,-525.5,,-310.0,-939.8,-2222.8,,-878.0,-1070.0,-1405.8,,,,,-977.5,-846.7,-2223.0,,,-579.8,-986.0,,False,False,False,True,,,,,False,,False,,True,True,True,False,True,,True,True,False,,True,True,False,,,,,True,True,False,,,True,True
53063,3021,1179.0,,1019.2,290.6,1282.0,2281.0,,,,,1162.0,,254.1,,1727.8,1469.0,2963.6,779.0,1659.0,,2593.0,1516.3,0.0,,1300.0,1086.0,621.5,,,,,1161.8,939.0,1872.0,,,1384.9,965.0,-1842.0,,-2001.8,-2730.4,-1739.0,-740.0,,,,,-1859.0,,-2766.9,,-1293.2,-1552.0,-57.4,-2242.0,-1362.0,,-428.0,-1504.7,-3021.0,,-1721.0,-1935.0,-2399.5,,,,,-1859.2,-2082.0,-1149.0,,,-1636.1,-2056.0,,False,False,True,True,,,,,False,,False,,True,True,True,False,True,,True,True,False,,True,False,False,,,,,False,False,True,,,True,False
53065,89,44.0,,39.6,,44.0,73.0,,,,,51.3,,26.2,,,86.0,46.4,39.0,61.0,,18.0,35.6,0.0,,56.0,59.0,43.7,,,,,,51.9,,,,39.7,40.0,-45.0,,-49.4,,-45.0,-16.0,,,,,-37.7,,-62.8,,,-3.0,-42.6,-50.0,-28.0,,-71.0,-53.4,-89.0,,-33.0,-30.0,-45.3,,,,,,-37.1,,,,-49.3,-49.0,,False,,False,True,,,,,True,,False,,,True,True,False,True,,False,False,False,,True,True,False,,,,,,True,,,,False,False
53067,568,227.0,,234.2,,311.0,456.0,,,,,232.5,,74.7,,360.4,388.0,483.0,330.3,390.0,,565.0,288.6,0.0,,299.0,294.0,252.9,,,,,244.3,298.0,380.0,,,326.6,217.0,-341.0,,-333.8,,-257.0,-112.0,,,,,-335.5,,-493.3,,-207.6,-180.0,-85.0,-237.7,-178.0,,-3.0,-279.4,-568.0,,-269.0,-274.0,-315.1,,,,,-323.7,-270.0,-188.0,,,-241.4,-351.0,,True,,True,True,,,,,True,,False,,True,True,True,True,True,,True,True,False,,True,True,True,,,,,True,True,True,,,True,False
53069,9,1.0,,0.6,,1.0,0.0,,,,,1.0,,0.9,,,7.0,2.9,1.1,,,4.0,0.7,,,,4.0,2.8,,,,,,13.6,,,,0.5,2.0,-8.0,,-8.4,,-8.0,-9.0,,,,,-8.0,,-8.1,,,-2.0,-6.1,-7.9,,,-5.0,-8.3,,,,-5.0,-6.2,,,,,,4.6,,,,-8.5,-7.0,,False,,False,False,,,,,True,,False,,,True,True,True,,,True,False,,,,True,True,,,,,,True,,,,False,True
53071,348,149.0,,122.1,,175.0,175.0,,,,,179.2,,56.0,,,254.0,204.2,133.3,254.5,,307.5,216.1,0.0,,238.0,145.0,54.7,,,,,120.9,144.2,,,,241.6,230.0,-199.0,,-225.9,,-173.0,-173.0,,,,,-168.8,,-292.0,,,-94.0,-143.8,-214.7,-93.5,,-40.5,-131.9,-348.0,,-110.0,-203.0,-293.3,,,,,-227.1,-203.8,,,,-106.4,-118.0,,False,,True,True,,,,,True,,False,,,True,True,False,True,,True,True,False,,True,False,False,,,,,False,False,,,,True,True
53073,656,167.0,,159.0,,179.0,390.0,,,,,151.9,,34.6,,308.0,341.0,360.4,229.2,191.0,,568.5,236.1,0.0,,197.0,238.0,167.5,,,,,183.4,195.0,0.0,,,157.6,157.0,-489.0,,-497.0,,-477.0,-266.0,,,,,-504.1,,-621.4,,-348.0,-315.0,-295.6,-426.8,-465.0,,-87.5,-419.9,-656.0,,-459.0,-418.0,-488.5,,,,,-472.6,-461.0,-656.0,,,-498.4,-499.0,,False,,True,True,,,,,False,,False,,True,True,True,True,True,,True,True,False,,True,True,True,,,,,True,True,False,,,False,False
53075,122,58.0,,57.7,,58.0,78.0,,,,,88.4,,84.3,,,113.0,105.4,60.3,57.0,,56.0,76.7,0.0,,73.0,67.0,76.4,,,,,56.8,62.3,,,,46.5,97.0,-64.0,,-64.3,,-64.0,-44.0,,,,,-33.6,,-37.7,,,-9.0,-16.6,-61.7,-65.0,,-66.0,-45.3,-122.0,,-49.0,-55.0,-45.6,,,,,-65.2,-59.7,,,,-75.5,-25.0,,False,,False,True,,,,,True,,True,,,True,True,True,False,,False,True,False,,True,True,True,,,,,False,True,,,,False,True
53077,1811,1022.0,,927.5,,1135.0,1608.0,,,,,953.0,,18.1,,1604.0,1094.0,1794.0,1037.3,1806.0,,1594.0,1134.5,62.1,,1357.0,978.0,1799.4,,,,,925.6,771.9,1216.0,,,3092.0,755.0,-789.0,,-883.5,,-676.0,-203.0,,,,,-858.0,,-1792.9,,-207.0,-717.0,-17.0,-773.7,-5.0,,-217.0,-676.5,-1748.9,,-454.0,-833.0,-11.6,,,,,-885.4,-1039.1,-595.0,,,1281.0,-1056.0,,False,,True,True,,,,,False,,False,,True,True,True,True,True,,True,True,False,,True,False,True,,,,,False,False,True,,,False,False
54001,363,115.0,,116.1,,106.0,170.0,,,,,42.2,,11.2,,,51.0,191.8,58.3,,,166.0,105.9,1.3,,133.0,94.0,69.6,,,,,,86.9,,,,117.9,67.0,-248.0,,-246.9,,-257.0,-193.0,,,,,-320.8,,-351.8,,,-312.0,-171.2,-304.7,,,-197.0,-257.1,-361.7,,-230.0,-269.0,-293.4,,,,,,-276.1,,,,-245.1,-296.0,,True,,False,True,,,,,False,,False,,,False,True,False,,,True,False,False,,True,False,False,,,,,,False,,,,True,False
54003,802,654.0,,659.7,,562.0,607.0,,,,,441.5,,581.7,,,368.0,785.3,417.4,545.0,,548.0,641.3,108.2,,797.0,601.0,533.8,,,,,615.5,683.3,,,,962.2,488.0,-148.0,,-142.3,,-240.0,-195.0,,,,,-360.5,,-220.3,,,-434.0,-16.7,-384.6,-257.0,,-254.0,-160.7,-693.8,,-5.0,-201.0,-268.2,,,,,-186.5,-118.7,,,,160.2,-314.0,,True,,False,False,,,,,False,,False,,,False,True,False,False,,False,False,False,,True,False,False,,,,,False,True,,,,False,False
54005,93,93.0,,98.4,,83.0,83.0,,,,,67.9,,58.3,,,51.0,77.3,68.7,,,80.0,84.3,3.5,,102.0,91.0,94.1,,,,,,92.7,,,,133.8,76.0,0.0,,5.4,,-10.0,-10.0,,,,,-25.1,,-34.7,,,-42.0,-15.7,-24.3,,,-13.0,-8.7,-89.5,,9.0,-2.0,1.1,,,,,,-0.3,,,,40.8,-17.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
54007,300,58.0,,58.4,,54.0,59.0,,,,,25.6,,32.8,,,38.0,416.4,42.2,,,325.0,171.3,0.1,,68.0,57.0,38.3,,,,,,61.4,,,,43.8,36.0,-242.0,,-241.6,,-246.0,-241.0,,,,,-274.4,,-267.2,,,-262.0,116.4,-257.8,,,25.0,-128.7,-299.9,,-232.0,-243.0,-261.7,,,,,,-238.6,,,,-256.2,-264.0,,True,,False,True,,,,,False,,False,,,False,True,False,,,True,True,False,,True,False,False,,,,,,True,,,,False,False
54009,158,159.0,,159.7,,145.0,126.0,,,,,95.1,,169.2,,,90.0,176.6,100.0,,,146.0,145.2,9.1,,176.0,152.0,123.4,,,,,,136.1,,,,336.4,124.0,1.0,,1.7,,-13.0,-32.0,,,,,-62.9,,11.2,,,-68.0,18.6,-58.0,,,-12.0,-12.8,-148.9,,18.0,-6.0,-34.6,,,,,,-21.9,,,,178.4,-34.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
54011,552,501.0,,507.2,,462.0,462.0,,,,,341.3,,272.1,,,309.0,516.2,342.6,410.0,,440.0,536.7,104.4,,551.0,490.0,442.1,,,,,467.6,404.1,,,,503.6,370.0,-51.0,,-44.8,,-90.0,-90.0,,,,,-210.7,,-279.9,,,-243.0,-35.8,-209.4,-142.0,,-112.0,-15.3,-447.6,,-1.0,-62.0,-109.9,,,,,-84.4,-147.9,,,,-48.4,-182.0,,True,,False,False,,,,,False,,False,,,False,True,False,False,,False,True,False,,True,False,False,,,,,False,False,,,,True,False
54013,32,15.0,,14.2,,14.0,7.0,,,,,6.5,,9.3,,,16.0,29.1,10.5,,,18.0,13.1,0.0,,7.0,18.0,6.8,,,,,,22.6,,,,14.8,7.0,-17.0,,-17.8,,-18.0,-25.0,,,,,-25.5,,-22.7,,,-16.0,-2.9,-21.5,,,-14.0,-18.9,-32.0,,-25.0,-14.0,-25.2,,,,,,-9.4,,,,-17.2,-25.0,,False,,False,False,,,,,False,,False,,,True,True,False,,,True,False,False,,False,True,False,,,,,,True,,,,False,False
54015,22,17.0,,17.3,,15.0,11.0,,,,,14.2,,1.4,,,25.0,18.6,15.7,,,12.0,14.6,0.0,,23.0,22.0,17.4,,,,,,30.9,,,,14.9,22.0,-5.0,,-4.7,,-7.0,-11.0,,,,,-7.8,,-20.6,,,3.0,-3.4,-6.3,,,-10.0,-7.4,-22.0,,1.0,0.0,-4.6,,,,,,8.9,,,,-7.1,0.0,,True,,False,False,,,,,False,,False,,,True,True,False,,,False,False,False,,True,True,True,,,,,,False,,,,False,True
54017,38,33.0,,33.0,,28.0,27.0,,,,,16.1,,37.8,,,22.0,27.3,28.9,,,35.0,30.4,1.7,,41.0,33.0,28.0,,,,,,39.7,,,,38.8,,-5.0,,-5.0,,-10.0,-11.0,,,,,-21.9,,-0.2,,,-16.0,-10.7,-9.1,,,-3.0,-7.6,-36.3,,3.0,-5.0,-10.0,,,,,,1.7,,,,0.8,,,False,,False,False,,,,,False,,True,,,False,False,False,,,True,False,False,,True,False,False,,,,,,True,,,,True,
54019,170,191.0,,191.4,,160.0,200.0,,,,,107.1,,226.5,,,115.0,193.3,140.4,150.0,,163.0,188.7,16.5,,211.0,161.0,158.6,,,,,,165.1,,,,204.8,118.0,21.0,,21.4,,-10.0,30.0,,,,,-62.9,,56.5,,,-55.0,23.3,-29.6,-20.0,,-7.0,18.7,-153.5,,41.0,-9.0,-11.4,,,,,,-4.9,,,,34.8,-52.0,,False,,True,False,,,,,False,,False,,,False,False,False,True,,True,True,False,,False,True,True,,,,,,True,,,,False,False
54021,57,60.0,,67.5,,60.0,77.0,,,,,30.2,,19.8,,,19.0,94.1,39.8,,,79.0,57.4,0.9,,92.0,56.0,60.6,,,,,,54.0,,,,62.0,35.0,3.0,,10.5,,3.0,20.0,,,,,-26.8,,-37.2,,,-38.0,37.1,-17.2,,,22.0,0.4,-56.1,,35.0,-1.0,3.6,,,,,,-3.0,,,,5.0,-22.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,True,False,,False,True,False,,,,,,False,,,,False,False
54023,84,69.0,,69.1,,60.0,58.0,,,,,48.2,,37.0,,,35.0,75.7,41.6,,,60.0,63.8,0.0,,76.0,64.0,70.6,,,,,,78.8,,,,52.6,48.0,-15.0,,-14.9,,-24.0,-26.0,,,,,-35.8,,-47.0,,,-49.0,-8.3,-42.4,,,-24.0,-20.2,-84.0,,-8.0,-20.0,-13.4,,,,,,-5.2,,,,-31.4,-36.0,,True,,False,False,,,,,False,,False,,,False,True,False,,,False,False,False,,True,False,True,,,,,,True,,,,False,False
54025,226,229.0,,217.5,,213.0,257.0,,,,,116.2,,253.5,,,80.0,254.5,151.9,206.0,,234.0,232.8,11.9,,279.0,204.0,162.5,,,,,,229.9,,,,230.3,180.0,3.0,,-8.5,,-13.0,31.0,,,,,-109.8,,27.5,,,-146.0,28.5,-74.1,-20.0,,8.0,6.8,-214.1,,53.0,-22.0,-63.5,,,,,,3.9,,,,4.3,-46.0,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,,False,,,,False,False
54027,103,103.0,,112.4,,86.0,56.0,,,,,77.1,,62.4,,,69.0,85.6,89.8,,,88.0,89.7,0.0,,144.0,99.0,81.7,,,,,,93.0,,,,124.4,108.0,0.0,,9.4,,-17.0,-47.0,,,,,-25.9,,-40.6,,,-34.0,-17.4,-13.2,,,-15.0,-13.3,-103.0,,41.0,-4.0,-21.3,,,,,,-10.0,,,,21.4,5.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
54029,170,241.0,,257.1,,191.0,269.0,,,,,134.6,,231.2,,,91.0,213.5,127.7,196.5,,142.0,205.7,0.0,,258.0,214.0,160.5,,,,,,195.3,,,,257.8,175.0,71.0,,87.1,,21.0,99.0,,,,,-35.4,,61.2,,,-79.0,43.5,-42.3,26.5,,-28.0,35.7,-170.0,,88.0,44.0,-9.5,,,,,,25.3,,,,87.8,5.0,,False,,True,False,,,,,True,,True,,,False,True,True,True,,True,True,False,,False,True,True,,,,,,True,,,,False,True
54031,112,98.0,,98.3,,85.0,83.0,,,,,60.5,,45.0,,,42.0,93.6,53.3,,,92.0,85.1,1.2,,124.0,84.0,51.5,,,,,,102.7,,,,104.6,80.0,-14.0,,-13.7,,-27.0,-29.0,,,,,-51.5,,-67.0,,,-70.0,-18.4,-58.7,,,-20.0,-26.9,-110.8,,12.0,-28.0,-60.5,,,,,,-9.3,,,,-7.4,-32.0,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,True,False,False,,,,,,True,,,,True,False
54033,489,383.0,,402.1,,320.0,320.0,,,,,234.8,,308.9,,,214.0,396.6,272.0,311.0,,374.0,387.8,63.7,,478.0,349.0,278.3,,,,,325.3,284.9,,,,357.3,262.0,-106.0,,-86.9,,-169.0,-169.0,,,,,-254.2,,-180.1,,,-275.0,-92.4,-217.0,-178.0,,-115.0,-101.2,-425.3,,-11.0,-140.0,-210.7,,,,,-163.7,-204.1,,,,-131.7,-227.0,,True,,False,False,,,,,False,,False,,,False,True,False,False,,False,True,False,,True,False,False,,,,,False,False,,,,False,False
54035,168,120.0,,125.5,,113.0,114.0,,,,,67.5,,65.7,,,83.0,155.2,72.9,,,137.0,117.3,10.0,,139.0,112.0,89.5,,,,,,98.0,,,,93.0,83.0,-48.0,,-42.5,,-55.0,-54.0,,,,,-100.5,,-102.3,,,-85.0,-12.8,-95.1,,,-31.0,-50.7,-158.0,,-29.0,-56.0,-78.5,,,,,,-70.0,,,,-75.0,-85.0,,True,,False,False,,,,,False,,False,,,False,True,False,,,True,False,False,,True,False,False,,,,,,False,,,,False,False
54037,274,251.0,,256.9,,214.0,317.0,,,,,129.3,,199.2,,,146.0,248.8,159.3,210.0,,180.0,215.7,38.0,,261.0,213.0,198.2,,,,,225.7,283.9,,,,248.8,144.0,-23.0,,-17.1,,-60.0,43.0,,,,,-144.7,,-74.8,,,-128.0,-25.2,-114.7,-64.0,,-94.0,-58.3,-236.0,,-13.0,-61.0,-75.8,,,,,-48.3,9.9,,,,-25.2,-130.0,,True,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,False,,True,False,False,,,,,False,True,,,,False,False
54039,713,600.0,,607.3,,604.0,559.0,,,,,481.6,,591.4,,,461.0,628.9,486.0,542.0,,655.0,659.2,204.1,,651.0,628.0,735.8,,,,,577.9,544.1,635.0,,,626.5,496.0,-113.0,,-105.7,,-109.0,-154.0,,,,,-231.4,,-121.6,,,-252.0,-84.1,-227.0,-171.0,,-58.0,-53.8,-508.9,,-62.0,-85.0,22.8,,,,,-135.1,-168.9,-78.0,,,-86.5,-217.0,,True,,True,False,,,,,False,,False,,,False,True,False,False,,True,True,False,,True,True,True,,,,,False,False,True,,,True,False
54041,74,98.0,,93.0,,78.0,105.0,,,,,36.7,,42.7,,,49.0,97.8,68.7,,,78.0,79.2,3.4,,115.0,86.0,60.2,,,,,,92.1,,,,74.1,69.0,24.0,,19.0,,4.0,31.0,,,,,-37.3,,-31.3,,,-25.0,23.8,-5.3,,,4.0,5.2,-70.6,,41.0,12.0,-13.8,,,,,,18.1,,,,0.1,-5.0,,True,,True,False,,,,,False,,False,,,False,True,True,,,True,True,False,,False,True,True,,,,,,True,,,,True,True
54043,108,88.0,,85.9,,75.0,72.0,,,,,51.4,,54.1,,,48.0,74.8,69.8,,,76.0,86.8,0.9,,101.0,82.0,75.5,,,,,,82.0,,,,109.0,55.0,-20.0,,-22.1,,-33.0,-36.0,,,,,-56.6,,-53.9,,,-60.0,-33.2,-38.2,,,-32.0,-21.2,-107.1,,-7.0,-26.0,-32.5,,,,,,-26.0,,,,1.0,-53.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,True,False,False,,,,,,False,,,,True,False
54045,169,193.0,,193.4,,178.0,182.0,,,,,121.3,,231.6,,,86.0,174.4,146.8,150.0,,244.0,199.3,11.5,,217.0,187.0,178.4,,,,,,177.8,,,,252.4,143.0,24.0,,24.4,,9.0,13.0,,,,,-47.7,,62.6,,,-83.0,5.4,-22.2,-19.0,,75.0,30.3,-157.5,,48.0,18.0,9.4,,,,,,8.8,,,,83.4,-26.0,,False,,True,True,,,,,False,,False,,,False,True,True,True,,False,False,False,,False,True,True,,,,,,True,,,,False,False
54047,70,96.0,,92.1,,93.0,,,,,,56.4,,80.8,,,46.0,113.3,58.1,,,131.0,102.5,0.1,,137.0,95.0,88.0,,,,,,117.7,,,,86.6,68.0,26.0,,22.1,,23.0,,,,,,-13.6,,10.8,,,-24.0,43.3,-11.9,,,61.0,32.5,-69.9,,67.0,25.0,18.0,,,,,,47.7,,,,16.6,-2.0,,True,,True,,,,,,True,,True,,,True,False,True,,,False,False,False,,False,True,True,,,,,,False,,,,True,True
54049,437,341.0,,336.2,,297.0,410.0,,,,,135.9,,386.6,,,154.0,418.7,196.8,278.0,,394.0,349.5,41.1,,375.0,309.0,190.5,,,,,,220.7,,,,270.7,244.0,-96.0,,-100.8,,-140.0,-27.0,,,,,-301.1,,-50.4,,,-283.0,-18.3,-240.2,-159.0,,-43.0,-87.5,-395.9,,-62.0,-128.0,-246.5,,,,,,-216.3,,,,-166.3,-193.0,,False,,False,True,,,,,False,,True,,,False,True,False,False,,True,True,False,,True,False,False,,,,,,False,,,,False,False
54051,181,297.0,,309.4,,210.0,469.0,,,,,100.9,,161.9,,,120.0,568.7,102.2,153.5,,299.0,238.4,29.7,,264.0,239.0,150.9,,,,,,189.6,,,,182.5,145.0,116.0,,128.4,,29.0,288.0,,,,,-80.1,,-19.1,,,-61.0,387.7,-78.8,-27.5,,118.0,57.4,-151.3,,83.0,58.0,-30.1,,,,,,8.6,,,,1.5,-36.0,,False,,True,False,,,,,True,,True,,,True,False,True,True,,False,True,False,,True,True,True,,,,,,True,,,,True,True
