,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
04021,1868,2552.0,2968.2,2857.0,,,,1978.0,1243.0,2199.0,2488.2,1752.1,2903.0,,,2087.4,2034.0,,,,684.0,1100.2,989.0,,,,110.0,-625.0,331.0,620.2,-115.9,1035.0,,,219.4,166.0,,,,False,False,,,,True,True,True,True,True,False,,,True,True,,,
04023,333,460.0,,247.0,,,,1032.0,376.3,176.5,,67.2,811.0,,,,,,,,127.0,,-86.0,,,,699.0,43.3,-156.5,,-265.8,478.0,,,,,,,,,True,,,,False,True,False,,False,False,,,,,,,
04025,457,402.0,554.2,416.0,,,,552.0,491.0,370.6,468.9,524.3,517.0,,,323.8,816.0,,,,-55.0,97.2,-41.0,,,,95.0,34.0,-86.4,11.9,67.3,60.0,,,-133.2,359.0,,,,False,True,,,,False,True,False,True,False,False,,,False,False,,,
04027,1995,2162.0,3441.8,1651.0,,,,352.0,1346.3,1054.0,1976.9,1743.8,3287.0,,,1234.1,3994.0,,,,167.0,1446.8,-344.0,,,,-1643.0,-648.7,-941.0,-18.1,-251.2,1292.0,,,-760.9,1999.0,,,,False,False,,,,False,False,False,True,False,False,,,False,False,,,
05001,112,38.0,,0.0,,,,15.0,56.3,12.8,,,43.0,,,,,,,,-74.0,,-112.0,,,,-97.0,-55.7,-99.2,,,-69.0,,,,,,,,,False,,,,False,True,False,,,True,,,,,,,
05003,75,34.0,,33.0,,,,39.0,65.4,16.8,,,38.0,,,,,,,,-41.0,,-42.0,,,,-36.0,-9.6,-58.2,,,-37.0,,,,,,,,,False,,,,True,True,False,,,True,,,,,,,
05005,26,10.0,,9.0,,,,12.0,31.4,3.7,,,14.0,,,,,,,,-16.0,,-17.0,,,,-14.0,5.4,-22.3,,,-12.0,,,,,,,,,False,,,,True,True,False,,,True,,,,,,,
05007,740,910.0,1492.6,1168.0,,,,777.0,1269.6,653.0,966.8,642.6,1203.0,,,943.3,558.0,,,,170.0,752.6,428.0,,,,37.0,529.6,-87.0,226.8,-97.4,463.0,,,203.3,-182.0,,,,False,False,,,,True,False,True,False,True,False,,,False,False,,,
05009,60,34.0,,51.0,,,,41.0,40.5,10.8,,,40.0,,,,,,,,-26.0,,-9.0,,,,-19.0,-19.5,-49.2,,,-20.0,,,,,,,,,True,,,,True,True,False,,,True,,,,,,,
05011,39,38.0,,13.0,,,,29.0,39.2,17.9,,,48.0,,,,,,,,-1.0,,-26.0,,,,-10.0,0.2,-21.1,,,9.0,,,,,,,,,False,,,,False,True,False,,,False,,,,,,,
05013,8,0.0,,0.0,,,,0.0,3.1,,,,,,,,,,,,-8.0,,-8.0,,,,-8.0,-4.9,,,,,,,,,,,,,False,,,,False,True,,,,,,,,,,,
05015,89,76.0,,18.0,,,,48.0,123.2,41.0,,69.4,86.0,,,,,,,,-13.0,,-71.0,,,,-41.0,34.2,-48.0,,-19.6,-3.0,,,,,,,,,False,,,,False,False,False,,False,True,,,,,,,
05017,82,102.0,,54.0,,,,67.0,70.2,30.3,,54.4,83.0,,,,,,,,20.0,,-28.0,,,,-15.0,-11.8,-51.7,,-27.6,1.0,,,,,,,,,False,,,,True,True,False,,False,True,,,,,,,
05019,58,34.0,,40.0,,,,34.0,17.7,13.0,,,35.0,,,,,,,,-24.0,,-18.0,,,,-24.0,-40.3,-45.0,,,-23.0,,,,,,,,,True,,,,False,False,False,,,True,,,,,,,
05021,22,30.0,,22.0,,,,18.0,46.2,23.0,,,31.0,,,,,,,,8.0,,0.0,,,,-4.0,24.2,1.0,,,9.0,,,,,,,,,True,,,,True,False,True,,,False,,,,,,,
05023,43,40.0,,0.0,,,,55.0,12.4,15.5,,13.7,46.0,,,,,,,,-3.0,,-43.0,,,,12.0,-30.6,-27.5,,-29.3,3.0,,,,,,,,,False,,,,False,False,False,,False,False,,,,,,,
05025,20,12.0,,0.0,,,,11.0,8.7,4.5,,,15.0,,,,,,,,-8.0,,-20.0,,,,-9.0,-11.3,-15.5,,,-5.0,,,,,,,,,False,,,,False,False,False,,,True,,,,,,,
05027,55,36.0,,61.0,,,,42.0,54.6,8.5,,32.5,45.0,,,,,,,,-19.0,,6.0,,,,-13.0,-0.4,-46.5,,-22.5,-10.0,,,,,,,,,True,,,,True,True,False,,False,True,,,,,,,
05029,32,40.0,,68.0,,,,54.0,58.2,27.4,,,42.0,,,,,,,,8.0,,36.0,,,,22.0,26.2,-4.6,,,10.0,,,,,,,,,False,,,,False,False,True,,,False,,,,,,,
05031,390,138.0,139.4,263.0,,,,310.0,276.5,69.2,142.4,92.9,184.0,,,146.0,,,,,-252.0,-250.6,-127.0,,,,-80.0,-113.5,-320.8,-247.6,-297.1,-206.0,,,-244.0,,,,,True,True,,,,True,True,False,True,False,True,,,True,,,,
05033,168,124.0,175.6,191.0,,,,316.0,269.1,93.2,102.5,156.1,132.0,,,,,,,,-44.0,7.6,23.0,,,,148.0,101.1,-74.8,-65.5,-11.9,-36.0,,,,,,,,True,True,,,,False,False,False,False,True,True,,,,,,,
05035,239,134.0,,110.0,,,,283.0,165.1,61.1,,89.1,238.0,,,,,,,,-105.0,,-129.0,,,,44.0,-73.9,-177.9,,-149.9,-1.0,,,,,,,,,False,,,,True,True,False,,False,True,,,,,,,
05037,52,14.0,,1.0,,,,51.0,28.4,5.6,,,31.0,,,,,,,,-38.0,,-51.0,,,,-1.0,-23.6,-46.4,,,-21.0,,,,,,,,,False,,,,True,True,False,,,True,,,,,,,
05039,19,0.0,,0.0,,,,5.0,3.2,1.3,,,,,,,,,,,-19.0,,-19.0,,,,-14.0,-15.8,-17.7,,,,,,,,,,,,False,,,,True,True,True,,,,,,,,,,
05041,46,40.0,,0.0,,,,30.0,41.4,20.8,,,41.0,,,,,,,,-6.0,,-46.0,,,,-16.0,-4.6,-25.2,,,-5.0,,,,,,,,,False,,,,False,True,False,,,True,,,,,,,
05043,40,32.0,,0.0,,,,34.0,54.6,27.1,,,35.0,,,,,,,,-8.0,,-40.0,,,,-6.0,14.6,-12.9,,,-5.0,,,,,,,,,False,,,,True,False,False,,,True,,,,,,,
05045,289,386.0,458.1,539.0,,,,346.0,170.8,394.8,356.8,414.2,358.0,,,,,,,,97.0,169.1,250.0,,,,57.0,-118.2,105.8,67.8,125.2,69.0,,,,,,,,False,False,,,,True,False,False,True,False,True,,,,,,,
05047,36,8.0,,0.0,,,,42.0,20.5,5.9,,,13.0,,,,,,,,-28.0,,-36.0,,,,6.0,-15.5,-30.1,,,-23.0,,,,,,,,,False,,,,True,True,False,,,True,,,,,,,
05049,6,4.0,,0.0,,,,8.0,11.4,2.2,,,,,,,,,,,-2.0,,-6.0,,,,2.0,5.4,-3.8,,,,,,,,,,,,False,,,,False,False,False,,,,,,,,,,
05051,322,86.0,35.3,120.0,,,,282.0,224.0,68.5,123.9,114.7,116.0,,,,,,,,-236.0,-286.7,-202.0,,,,-40.0,-98.0,-253.5,-198.1,-207.3,-206.0,,,,,,,,False,True,,,,True,True,False,True,True,True,,,,,,,
05053,58,16.0,,15.0,,,,13.0,36.2,13.7,,,19.0,,,,,,,,-42.0,,-43.0,,,,-45.0,-21.8,-44.3,,,-39.0,,,,,,,,,False,,,,False,True,False,,,True,,,,,,,
05055,69,52.0,,67.0,,,,62.0,79.7,24.2,,51.8,58.0,,,,,,,,-17.0,,-2.0,,,,-7.0,10.7,-44.8,,-17.2,-11.0,,,,,,,,,True,,,,True,True,False,,False,True,,,,,,,
05057,87,32.0,,51.0,,,,28.0,61.5,21.7,,,33.0,,,,,,,,-55.0,,-36.0,,,,-59.0,-25.5,-65.3,,,-54.0,,,,,,,,,True,,,,False,True,False,,,True,,,,,,,
05059,179,1260.0,,2459.0,,,,238.0,166.1,1500.4,,406.2,1725.0,,,,,,,,1081.0,,2280.0,,,,59.0,-12.9,1321.4,,227.2,1546.0,,,,,,,,,False,,,,True,True,False,,True,False,,,,,,,
05061,93,70.0,,27.0,,,,65.0,54.3,50.3,,48.3,75.0,,,,,,,,-23.0,,-66.0,,,,-28.0,-38.7,-42.7,,-44.7,-18.0,,,,,,,,,False,,,,False,False,False,,False,True,,,,,,,
05063,116,22.0,,28.0,,,,91.0,45.0,15.9,,,28.0,,,,,,,,-94.0,,-88.0,,,,-25.0,-71.0,-100.1,,,-88.0,,,,,,,,,True,,,,True,True,False,,,True,,,,,,,
05065,9,4.0,,0.0,,,,11.0,10.7,2.9,,,,,,,,,,,-5.0,,-9.0,,,,2.0,1.7,-6.1,,,,,,,,,,,,False,,,,True,True,False,,,,,,,,,,
05067,12,18.0,,0.0,,,,41.0,30.6,9.9,,,16.0,,,,,,,,6.0,,-12.0,,,,29.0,18.6,-2.1,,,4.0,,,,,,,,,False,,,,False,False,True,,,True,,,,,,,
05069,296,226.0,83.7,562.0,,,,213.0,112.5,174.5,234.5,51.4,293.0,,,200.8,,,,,-70.0,-212.3,266.0,,,,-83.0,-183.5,-121.5,-61.5,-244.6,-3.0,,,-95.2,,,,,False,False,,,,False,False,False,True,False,True,,,False,,,,
05071,197,188.0,,269.0,,,,235.0,162.3,139.8,,125.4,209.0,,,,,,,,-9.0,,72.0,,,,38.0,-34.7,-57.2,,-71.6,12.0,,,,,,,,,False,,,,False,False,False,,False,False,,,,,,,
05073,21,6.0,,0.0,,,,3.0,16.3,3.9,,,12.0,,,,,,,,-15.0,,-21.0,,,,-18.0,-4.7,-17.1,,,-9.0,,,,,,,,,False,,,,False,True,False,,,True,,,,,,,
05075,42,26.0,,18.0,,,,37.0,34.1,5.3,,7.4,39.0,,,,,,,,-16.0,,-24.0,,,,-5.0,-7.9,-36.7,,-34.6,-3.0,,,,,,,,,False,,,,True,True,False,,False,True,,,,,,,
05077,46,54.0,,3.0,,,,71.0,69.3,10.9,,31.4,,,,,,,,,8.0,,-43.0,,,,25.0,23.3,-35.1,,-14.6,,,,,,,,,,False,,,,False,False,False,,False,,,,,,,,
05079,95,14.0,,0.0,,,,91.0,24.4,1.9,,1.5,,,,,,,,,-81.0,,-95.0,,,,-4.0,-70.6,-93.1,,-93.5,,,,,,,,,,False,,,,True,True,False,,False,,,,,,,,
05081,36,4.0,,0.0,,,,19.0,9.6,10.2,,,,,,,,,,,-32.0,,-36.0,,,,-17.0,-26.4,-25.8,,,,,,,,,,,,False,,,,True,True,True,,,,,,,,,,
05083,43,38.0,,22.0,,,,86.0,69.5,23.4,,,43.0,,,,,,,,-5.0,,-21.0,,,,43.0,26.5,-19.6,,,0.0,,,,,,,,,False,,,,False,False,False,,,True,,,,,,,
05085,139,60.0,65.6,80.0,,,,111.0,118.6,20.5,63.4,102.8,70.0,,,,,,,,-79.0,-73.4,-59.0,,,,-28.0,-20.4,-118.5,-75.6,-36.2,-69.0,,,,,,,,True,True,,,,True,True,False,True,True,True,,,,,,,
05087,24,44.0,,0.0,,,,59.0,65.2,5.9,,44.7,69.0,,,,,,,,20.0,,-24.0,,,,35.0,41.2,-18.1,,20.7,45.0,,,,,,,,,False,,,,False,False,True,,False,False,,,,,,,
05089,5,2.0,,0.0,,,,9.0,12.1,1.5,,,,,,,,,,,-3.0,,-5.0,,,,4.0,7.1,-3.5,,,,,,,,,,,,False,,,,False,False,False,,,,,,,,,,
05091,149,250.0,,328.0,,,,135.0,129.9,29.1,,134.3,,,,,,,,,101.0,,179.0,,,,-14.0,-19.1,-119.9,,-14.7,,,,,,,,,,False,,,,True,True,False,,True,,,,,,,,
05093,231,204.0,,422.0,,,,159.0,158.4,275.5,,164.7,187.0,,,,,,,,-27.0,,191.0,,,,-72.0,-72.6,44.5,,-66.3,-44.0,,,,,,,,,False,,,,False,False,False,,False,False,,,,,,,
05095,22,8.0,,0.0,,,,4.0,11.2,3.1,,,14.0,,,,,,,,-14.0,,-22.0,,,,-18.0,-10.8,-18.9,,,-8.0,,,,,,,,,False,,,,False,True,False,,,True,,,,,,,
05097,12,6.0,,0.0,,,,5.0,7.9,0.4,,,,,,,,,,,-6.0,,-12.0,,,,-7.0,-4.1,-11.6,,,,,,,,,,,,False,,,,False,True,False,,,,,,,,,,
05099,14,10.0,,0.0,,,,24.0,22.7,0.8,,10.7,,,,,,,,,-4.0,,-14.0,,,,10.0,8.7,-13.2,,-3.3,,,,,,,,,,False,,,,False,False,False,,True,,,,,,,,
05101,75,0.0,,0.0,,,,10.0,4.4,0.8,,,,,,,,,,,-75.0,,-75.0,,,,-65.0,-70.6,-74.2,,,,,,,,,,,,False,,,,True,True,True,,,,,,,,,,
05103,30,24.0,,0.0,,,,19.0,24.4,5.8,,,23.0,,,,,,,,-6.0,,-30.0,,,,-11.0,-5.6,-24.2,,,-7.0,,,,,,,,,False,,,,False,True,False,,,False,,,,,,,
05105,9,0.0,,0.0,,,,11.0,7.8,6.2,,,,,,,,,,,-9.0,,-9.0,,,,2.0,-1.2,-2.8,,,,,,,,,,,,False,,,,True,True,True,,,,,,,,,,
05107,70,34.0,,44.0,,,,86.0,104.7,11.4,,31.2,53.0,,,,,,,,-36.0,,-26.0,,,,16.0,34.7,-58.6,,-38.8,-17.0,,,,,,,,,True,,,,True,True,False,,False,True,,,,,,,
05109,36,26.0,,0.0,,,,10.0,8.9,1.9,,,35.0,,,,,,,,-10.0,,-36.0,,,,-26.0,-27.1,-34.1,,,-1.0,,,,,,,,,False,,,,False,False,False,,,True,,,,,,,
05111,45,22.0,,19.0,,,,38.0,41.4,11.4,,,29.0,,,,,,,,-23.0,,-26.0,,,,-7.0,-3.6,-33.6,,,-16.0,,,,,,,,,False,,,,True,True,False,,,True,,,,,,,
05113,34,20.0,,0.0,,,,58.0,33.4,21.9,,,28.0,,,,,,,,-14.0,,-34.0,,,,24.0,-0.6,-12.1,,,-6.0,,,,,,,,,False,,,,False,True,True,,,True,,,,,,,
05115,380,330.0,347.9,482.0,,,,285.0,229.0,285.9,294.5,214.0,336.0,,,,,,,,-50.0,-32.1,102.0,,,,-95.0,-151.0,-94.1,-85.5,-166.0,-44.0,,,,,,,,True,False,,,,False,False,False,False,False,True,,,,,,,
05117,28,14.0,,0.0,,,,12.0,16.1,5.0,,,15.0,,,,,,,,-14.0,,-28.0,,,,-16.0,-11.9,-23.0,,,-13.0,,,,,,,,,False,,,,False,True,False,,,True,,,,,,,
05119,1411,1082.0,942.5,1128.0,,,,959.0,1199.3,1054.8,1165.6,1095.3,1155.0,,,1084.4,1033.0,,,,-329.0,-468.5,-283.0,,,,-452.0,-211.7,-356.2,-245.4,-315.7,-256.0,,,-326.6,-378.0,,,,False,True,,,,False,True,False,True,True,True,,,True,False,,,
05121,61,42.0,,80.0,,,,22.0,43.5,17.5,,,44.0,,,,,,,,-19.0,,19.0,,,,-39.0,-17.5,-43.5,,,-17.0,,,,,,,,,False,,,,False,True,False,,,True,,,,,,,
05123,147,44.0,,105.0,,,,217.0,72.5,5.2,,9.8,,,,,,,,,-103.0,,-42.0,,,,70.0,-74.5,-141.8,,-137.2,,,,,,,,,,True,,,,True,True,False,,False,,,,,,,,
05125,275,242.0,145.2,472.0,,,,251.0,344.6,207.2,271.1,284.9,241.0,,,,,,,,-33.0,-129.8,197.0,,,,-24.0,69.6,-67.8,-3.9,9.9,-34.0,,,,,,,,False,False,,,,True,False,False,True,True,False,,,,,,,
05127,14,8.0,,0.0,,,,15.0,8.4,2.1,,,,,,,,,,,-6.0,,-14.0,,,,1.0,-5.6,-11.9,,,,,,,,,,,,False,,,,True,True,False,,,,,,,,,,
05129,7,8.0,,0.0,,,,6.0,4.3,1.4,,,14.0,,,,,,,,1.0,,-7.0,,,,-1.0,-2.7,-5.6,,,7.0,,,,,,,,,False,,,,False,False,False,,,False,,,,,,,
05131,548,458.0,442.8,800.0,,,,1469.0,674.5,460.5,485.5,415.8,444.0,,,,502.0,,,,-90.0,-105.2,252.0,,,,921.0,126.5,-87.5,-62.5,-132.2,-104.0,,,,-46.0,,,,False,False,,,,False,False,True,True,False,False,,,,True,,,
05133,96,136.0,,321.0,,,,304.0,101.0,50.0,,28.1,232.0,,,,,,,,40.0,,225.0,,,,208.0,5.0,-46.0,,-67.9,136.0,,,,,,,,,False,,,,False,True,False,,False,False,,,,,,,
05135,25,12.0,,0.0,,,,13.0,28.9,11.3,,,24.0,,,,,,,,-13.0,,-25.0,,,,-12.0,3.9,-13.7,,,-1.0,,,,,,,,,False,,,,True,True,False,,,True,,,,,,,
05137,20,8.0,,0.0,,,,6.0,8.4,2.1,,,13.0,,,,,,,,-12.0,,-20.0,,,,-14.0,-11.6,-17.9,,,-7.0,,,,,,,,,False,,,,False,True,False,,,True,,,,,,,
05139,88,42.0,,47.0,,,,102.0,89.3,16.2,,27.2,80.0,,,,,,,,-46.0,,-41.0,,,,14.0,1.3,-71.8,,-60.8,-8.0,,,,,,,,,True,,,,True,True,False,,False,True,,,,,,,
05141,8,4.0,,0.0,,,,9.0,1.9,4.0,,,,,,,,,,,-4.0,,-8.0,,,,1.0,-6.1,-4.0,,,,,,,,,,,,False,,,,True,False,False,,,,,,,,,,
05143,1120,1048.0,2720.3,687.0,,,,1675.0,1165.0,526.6,925.8,766.9,1362.0,,,581.1,581.0,,,,-72.0,1600.3,-433.0,,,,555.0,45.0,-593.4,-194.2,-353.1,242.0,,,-538.9,-539.0,,,,False,False,,,,False,True,False,False,False,False,,,False,False,,,
05145,84,70.0,20.9,113.0,,,,154.0,101.6,100.1,134.2,49.9,82.0,,,,,,,,-14.0,-63.1,29.0,,,,70.0,17.6,16.1,50.2,-34.1,-2.0,,,,,,,,False,False,,,,False,False,False,False,False,True,,,,,,,
05147,6,8.0,,0.0,,,,8.0,8.8,1.3,,,13.0,,,,,,,,2.0,,-6.0,,,,2.0,2.8,-4.7,,,7.0,,,,,,,,,False,,,,False,False,False,,,False,,,,,,,
05149,123,296.0,,566.0,,,,210.0,218.1,98.0,,216.6,273.0,,,,,,,,173.0,,443.0,,,,87.0,95.1,-25.0,,93.6,150.0,,,,,,,,,False,,,,True,True,True,,True,True,,,,,,,
06001,2605,2338.0,1719.9,3424.0,,,,4396.0,3958.8,1588.8,1826.4,2728.7,3737.0,,,1503.0,1423.0,,,,-267.0,-885.1,819.0,,,,1791.0,1353.8,-1016.2,-778.6,123.7,1132.0,,,-1102.0,-1182.0,,,,False,False,,,,False,False,False,False,True,False,,,False,False,,,
06003,0,0.0,,0.0,,,,0.0,0.5,0.0,,,,,,,,,,,0.0,,0.0,,,,0.0,0.5,0.0,,,,,,,,,,,,True,,,,True,False,False,,,,,,,,,,
06005,31,18.0,,36.0,,,,39.0,22.7,2.2,,,26.0,,,,,,,,-13.0,,5.0,,,,8.0,-8.3,-28.8,,,-5.0,,,,,,,,,True,,,,True,True,False,,,True,,,,,,,
06007,420,264.0,157.1,412.0,,,,578.0,427.8,91.9,178.9,263.1,398.0,,,,277.0,,,,-156.0,-262.9,-8.0,,,,158.0,7.8,-328.1,-241.1,-156.9,-22.0,,,,-143.0,,,,False,True,,,,False,True,False,False,False,True,,,,True,,,
06009,32,28.0,,41.0,,,,63.0,45.4,4.8,,,44.0,,,,,,,,-4.0,,9.0,,,,31.0,13.4,-27.2,,,12.0,,,,,,,,,False,,,,False,False,False,,,False,,,,,,,
06011,150,86.0,,0.0,,,,95.0,32.5,47.1,,64.0,131.0,,,,,,,,-64.0,,-150.0,,,,-55.0,-117.5,-102.9,,-86.0,-19.0,,,,,,,,,False,,,,True,False,False,,False,True,,,,,,,
06013,2165,2082.0,1631.1,1804.0,,,,3454.0,2949.7,1403.4,2053.3,3253.0,2641.0,,,2337.0,1341.0,,,,-83.0,-533.9,-361.0,,,,1289.0,784.7,-761.6,-111.7,1088.0,476.0,,,172.0,-824.0,,,,False,False,,,,False,False,False,False,False,False,,,False,False,,,
06015,27,4.0,,0.0,,,,42.0,8.4,3.4,,,,,,,,,,,-23.0,,-27.0,,,,15.0,-18.6,-23.6,,,,,,,,,,,,False,,,,True,True,False,,,,,,,,,,
06017,206,162.0,78.7,340.0,,,,633.0,185.9,69.9,129.9,315.7,241.0,,,,217.0,,,,-44.0,-127.3,134.0,,,,427.0,-20.1,-136.1,-76.1,109.7,35.0,,,,11.0,,,,False,False,,,,False,True,False,False,False,True,,,,True,,,
06019,4658,4110.0,4491.1,4004.0,,,,9374.0,2580.7,3578.1,4336.1,4767.1,5928.0,,,5042.5,3614.0,,,,-548.0,-166.9,-654.0,,,,4716.0,-2077.3,-1079.9,-321.9,109.1,1270.0,,,384.5,-1044.0,,,,True,False,,,,False,False,False,True,True,False,,,True,False,,,
06021,101,84.0,,0.0,,,,96.0,106.0,14.2,,87.6,128.0,,,,,,,,-17.0,,-101.0,,,,-5.0,5.0,-86.8,,-13.4,27.0,,,,,,,,,False,,,,True,True,False,,True,False,,,,,,,
06023,40,42.0,16.3,46.0,,,,187.0,37.2,7.9,38.9,34.0,85.0,,,,38.0,,,,2.0,-23.7,6.0,,,,147.0,-2.8,-32.1,-1.1,-6.0,45.0,,,,-2.0,,,,False,False,,,,False,False,False,True,False,False,,,,False,,,
06025,1240,1576.0,2341.1,1700.0,,,,394.0,996.0,868.2,1266.3,418.7,3396.0,,,1493.2,850.0,,,,336.0,1101.1,460.0,,,,-846.0,-244.0,-371.8,26.3,-821.3,2156.0,,,253.2,-390.0,,,,False,False,,,,False,True,False,True,False,False,,,True,False,,,
06027,11,2.0,,0.0,,,,4.0,11.4,1.5,,,,,,,,,,,-9.0,,-11.0,,,,-7.0,0.4,-9.5,,,,,,,,,,,,False,,,,True,True,False,,,,,,,,,,
06029,7853,2418.0,1647.8,3968.0,,,,5942.0,3095.0,2408.9,2878.4,1885.9,3666.0,,,2952.3,3122.0,,,,-5435.0,-6205.2,-3885.0,,,,-1911.0,-4758.0,-5444.1,-4974.6,-5967.1,-4187.0,,,-4900.7,-4731.0,,,,False,True,,,,True,True,False,True,False,True,,,True,True,,,
06031,874,596.0,669.7,591.0,,,,1262.0,1185.8,212.7,488.8,373.5,1261.0,,,587.6,245.0,,,,-278.0,-204.3,-283.0,,,,388.0,311.8,-661.3,-385.2,-500.5,387.0,,,-286.4,-629.0,,,,True,False,,,,False,False,False,False,False,False,,,False,False,,,
06033,60,42.0,16.7,52.0,,,,94.0,92.7,14.7,35.9,42.8,52.0,,,,,,,,-18.0,-43.3,-8.0,,,,34.0,32.7,-45.3,-24.1,-17.2,-8.0,,,,,,,,False,True,,,,False,False,False,False,True,True,,,,,,,
06035,280,66.0,,0.0,,,,68.0,21.4,66.6,,67.0,,,,,,,,,-214.0,,-280.0,,,,-212.0,-258.6,-213.4,,-213.0,,,,,,,,,,False,,,,True,False,True,,True,,,,,,,,
06037,41931,45136.0,34945.5,42728.0,,,,27051.0,30951.4,21584.6,42946.2,28613.8,64715.0,,,41583.9,45273.0,,,,3205.0,-6985.5,797.0,,,,-14880.0,-10979.6,-20346.4,1015.2,-13317.2,22784.0,,,-347.1,3342.0,,,,False,True,,,,False,False,False,True,False,False,,,True,False,,,
06039,737,630.0,480.1,929.0,,,,1193.0,456.7,238.1,355.8,662.7,933.0,,,,587.0,,,,-107.0,-256.9,192.0,,,,456.0,-280.3,-498.9,-381.2,-74.3,196.0,,,,-150.0,,,,False,False,,,,False,False,False,False,True,False,,,,False,,,
06041,1190,1430.0,1994.8,1090.0,,,,564.0,699.4,970.3,1099.9,1403.2,2085.0,,,1379.8,1779.0,,,,240.0,804.8,-100.0,,,,-626.0,-490.6,-219.7,-90.1,213.2,895.0,,,189.8,589.0,,,,False,True,,,,False,False,True,True,True,False,,,True,False,,,
06043,15,8.0,,0.0,,,,9.0,9.4,1.5,,,,,,,,,,,-7.0,,-15.0,,,,-6.0,-5.6,-13.5,,,,,,,,,,,,False,,,,True,True,False,,,,,,,,,,
06045,136,56.0,31.9,76.0,,,,119.0,91.1,27.9,62.1,43.7,85.0,,,,,,,,-80.0,-104.1,-60.0,,,,-17.0,-44.9,-108.1,-73.9,-92.3,-51.0,,,,,,,,False,True,,,,True,True,False,True,False,True,,,,,,,
06047,1361,1224.0,995.9,1583.0,,,,3312.0,581.6,360.6,674.4,1038.1,1804.0,,,1350.6,1042.0,,,,-137.0,-365.1,222.0,,,,1951.0,-779.4,-1000.4,-686.6,-322.9,443.0,,,-10.4,-319.0,,,,False,False,,,,False,False,False,False,False,False,,,True,False,,,
06049,0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,
06051,61,10.0,,0.0,,,,7.0,8.7,2.3,,,,,,,,,,,-51.0,,-61.0,,,,-54.0,-52.3,-58.7,,,,,,,,,,,,False,,,,False,False,False,,,,,,,,,,
06053,1413,1250.0,1449.8,1781.0,,,,2049.0,1124.0,905.1,1632.6,1498.2,1546.0,,,1562.1,1551.0,,,,-163.0,36.8,368.0,,,,636.0,-289.0,-507.9,219.6,85.2,133.0,,,149.1,138.0,,,,True,False,,,,False,False,False,False,True,True,,,True,True,,,
06055,260,202.0,198.0,143.0,,,,496.0,215.6,26.8,131.1,333.9,,,,,163.0,,,,-58.0,-62.0,-117.0,,,,236.0,-44.4,-233.2,-128.9,73.9,,,,,-97.0,,,,False,False,,,,False,True,False,False,False,,,,,False,,,
06057,92,68.0,2.0,84.0,,,,215.0,94.7,13.9,51.2,115.9,109.0,,,,,,,,-24.0,-90.0,-8.0,,,,123.0,2.7,-78.1,-40.8,23.9,17.0,,,,,,,,False,True,,,,False,True,False,False,True,True,,,,,,,
06059,10052,15420.0,9377.8,33358.0,,,,2290.0,9036.8,18994.7,17518.7,10526.4,18961.0,,,16165.3,22435.0,,,,5368.0,-674.2,23306.0,,,,-7762.0,-1015.2,8942.7,7466.7,474.4,8909.0,,,6113.3,12383.0,,,,True,False,,,,False,True,False,False,True,False,,,False,False,,,
06061,550,454.0,520.8,392.0,,,,1480.0,453.3,320.5,462.9,831.2,575.0,,,654.7,410.0,,,,-96.0,-29.2,-158.0,,,,930.0,-96.7,-229.5,-87.1,281.2,25.0,,,104.7,-140.0,,,,True,False,,,,False,False,False,True,False,True,,,False,False,,,
