,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01099,46,44.0,,42.7,,40.0,0.0,,,,,27.7,,,76.0,,66.2,,8.3,,,9.3,41.6,0.0,65.0,45.0,,,,,,,,57.0,33.2,-2.0,,-3.3,,-6.0,-46.0,,,,,-18.3,,,30.0,,20.2,,-37.7,,,-36.7,-4.4,-46.0,19.0,-1.0,,,,,,,,11.0,-12.8,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,True,,,,,,,,False,False
01101,872,1226.0,,1279.7,872.3,972.0,1102.0,,,,,1346.7,,,505.0,,753.3,,188.8,858.5,,976.3,1282.9,598.6,1473.0,4.0,,,,949.2,1643.0,,,949.0,,354.0,,407.7,0.3,100.0,230.0,,,,,474.7,,,-367.0,,-118.7,,-683.2,-13.5,,104.3,410.9,-273.4,601.0,-868.0,,,,77.2,771.0,,,77.0,,,False,True,True,True,,,,,False,,,False,,True,,False,True,,True,False,True,False,False,,,,True,False,,,True,
01103,700,470.0,,478.7,,446.0,443.0,,,,,438.9,,,467.0,,463.7,,108.2,495.0,,402.7,547.1,16.4,570.0,112.0,,,,392.6,,,,386.0,472.8,-230.0,,-221.3,,-254.0,-257.0,,,,,-261.1,,,-233.0,,-236.3,,-591.8,-205.0,,-297.3,-152.9,-683.6,-130.0,-588.0,,,,-307.4,,,,-314.0,-227.2,,True,,False,False,,,,,False,,,False,,False,,False,True,,False,True,False,True,False,,,,False,,,,False,True
01105,28,24.0,,14.7,,15.0,0.0,,,,,29.7,,,19.0,,16.5,,3.2,,,12.4,27.1,0.0,25.0,,,,,,,,,4.0,,-4.0,,-13.3,,-13.0,-28.0,,,,,1.7,,,-9.0,,-11.5,,-24.8,,,-15.6,-0.9,-28.0,-3.0,,,,,,,,,-24.0,,,False,,False,False,,,,,True,,,False,,False,,False,,,False,True,False,True,,,,,,,,,False,
01107,144,138.0,,145.1,,79.0,58.0,,,,,116.1,,,79.0,,161.4,,26.9,,,75.2,116.7,38.0,182.0,0.0,,,,,,,,90.0,,-6.0,,1.1,,-65.0,-86.0,,,,,-27.9,,,-65.0,,17.4,,-117.1,,,-68.8,-27.3,-106.0,38.0,-144.0,,,,,,,,-54.0,,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,
01109,90,72.0,,68.6,,65.0,57.0,,,,,78.5,,,95.0,,74.8,,36.2,67.5,,39.4,83.9,0.0,74.0,0.0,,,,62.9,,,,69.0,,-18.0,,-21.4,,-25.0,-33.0,,,,,-11.5,,,5.0,,-15.2,,-53.8,-22.5,,-50.6,-6.1,-90.0,-16.0,-90.0,,,,-27.1,,,,-21.0,,,False,,False,False,,,,,True,,,True,,True,,False,False,,False,True,False,True,False,,,,False,,,,False,
01111,62,84.0,,84.8,,74.0,101.0,,,,,57.5,,,73.0,,115.4,,38.4,,,35.6,70.9,0.2,101.0,21.0,,,,,,,,92.0,85.2,22.0,,22.8,,12.0,39.0,,,,,-4.5,,,11.0,,53.4,,-23.6,,,-26.4,8.9,-61.8,39.0,-41.0,,,,,,,,30.0,23.2,,False,,True,False,,,,,True,,,True,,False,,False,,,False,True,False,False,False,,,,,,,,False,False
01113,82,92.0,,94.5,,84.0,111.0,,,,,147.2,,,151.0,,78.3,,29.5,89.0,,55.5,96.1,0.1,157.0,10.0,,,,61.7,,,,94.0,,10.0,,12.5,,2.0,29.0,,,,,65.2,,,69.0,,-3.7,,-52.5,7.0,,-26.5,14.1,-81.9,75.0,-72.0,,,,-20.3,,,,12.0,,,False,,True,False,,,,,False,,,False,,True,,False,True,,False,False,False,False,False,,,,False,,,,False,
01115,529,380.0,,376.9,,344.0,449.0,,,,,320.0,,,229.0,,411.6,,90.1,361.5,,292.9,434.2,12.5,426.0,,,,,302.3,,,,273.0,351.9,-149.0,,-152.1,,-185.0,-80.0,,,,,-209.0,,,-300.0,,-117.4,,-438.9,-167.5,,-236.1,-94.8,-516.5,-103.0,,,,,-226.7,,,,-256.0,-177.1,,False,,False,True,,,,,False,,,False,,True,,False,False,,False,True,False,True,,,,,False,,,,False,False
01117,847,766.0,,759.3,,676.0,998.0,,,,,555.0,,,410.0,,671.5,,301.3,688.0,,682.2,867.9,115.2,767.0,151.0,,,,586.2,676.0,,,670.0,,-81.0,,-87.7,,-171.0,151.0,,,,,-292.0,,,-437.0,,-175.5,,-545.7,-159.0,,-164.8,20.9,-731.8,-80.0,-696.0,,,,-260.8,-171.0,,,-177.0,,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,True,False,True,False,,,,False,False,,,False,
01119,37,16.0,,9.1,,9.0,0.0,,,,,11.5,,,39.0,,19.1,,11.1,,,2.7,15.3,0.0,20.0,,,,,,,,,16.0,22.4,-21.0,,-27.9,,-28.0,-37.0,,,,,-25.5,,,2.0,,-17.9,,-25.9,,,-34.3,-21.7,-37.0,-17.0,,,,,,,,,-21.0,-14.6,,False,,False,False,,,,,False,,,True,,True,,False,,,False,False,False,True,,,,,,,,,False,True
01121,280,248.0,,270.3,,218.0,193.0,,,,,209.1,,,254.0,,279.7,,96.6,258.0,,133.6,253.9,0.2,310.0,0.0,,,,174.9,,,,250.0,,-32.0,,-9.7,,-62.0,-87.0,,,,,-70.9,,,-26.0,,-0.3,,-183.4,-22.0,,-146.4,-26.1,-279.8,30.0,-280.0,,,,-105.1,,,,-30.0,,,True,,False,False,,,,,False,,,True,,True,,False,True,,False,True,False,True,False,,,,False,,,,True,
01123,151,100.0,,100.6,,92.0,21.0,,,,,81.6,,,102.0,,134.4,,39.1,97.0,,71.8,130.8,0.2,131.0,14.0,,,,84.0,,,,169.0,80.6,-51.0,,-50.4,,-59.0,-130.0,,,,,-69.4,,,-49.0,,-16.6,,-111.9,-54.0,,-79.2,-20.2,-150.8,-20.0,-137.0,,,,-67.0,,,,18.0,-70.4,,True,,False,False,,,,,False,,,True,,True,,False,False,,False,True,False,True,False,,,,False,,,,True,False
01125,901,1028.0,,861.3,874.5,804.0,1520.0,,,,,867.9,,,715.0,,772.0,,392.0,719.5,,690.2,923.4,3.2,976.0,206.0,,,,1155.8,649.0,,,706.0,,127.0,,-39.7,-26.5,-97.0,619.0,,,,,-33.1,,,-186.0,,-129.0,,-509.0,-181.5,,-210.8,22.4,-897.8,75.0,-695.0,,,,254.8,-252.0,,,-195.0,,,True,True,True,False,,,,,True,,,False,,False,,False,False,,False,True,False,True,False,,,,False,False,,,False,
01127,341,290.0,,280.9,,252.0,294.0,,,,,253.5,,,252.0,,237.2,,62.3,252.5,,161.6,290.7,0.4,298.0,176.0,,,,232.9,,,,221.0,236.8,-51.0,,-60.1,,-89.0,-47.0,,,,,-87.5,,,-89.0,,-103.8,,-278.7,-88.5,,-179.4,-50.3,-340.6,-43.0,-165.0,,,,-108.1,,,,-120.0,-104.2,,False,,False,True,,,,,False,,,False,,False,,False,False,,False,True,False,True,False,,,,False,,,,False,False
01129,67,260.0,,248.2,,85.0,0.0,,,,,195.8,,,98.0,,52.4,,13.0,,,135.9,85.7,29.1,289.0,1363.0,,,,,,,,185.0,,193.0,,181.2,,18.0,-67.0,,,,,128.8,,,31.0,,-14.6,,-54.0,,,68.9,18.7,-37.9,222.0,1296.0,,,,,,,,118.0,,,True,,True,True,,,,,True,,,True,,True,,True,,,True,True,True,False,False,,,,,,,,True,
01131,24,26.0,,24.5,,13.0,0.0,,,,,27.1,,,18.0,,13.4,,4.2,,,6.2,21.5,0.0,17.0,,,,,,,,,9.0,13.4,2.0,,0.5,,-11.0,-24.0,,,,,3.1,,,-6.0,,-10.6,,-19.8,,,-17.8,-2.5,-24.0,-7.0,,,,,,,,,-15.0,-10.6,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,,,,,,,,,False,False
01133,116,80.0,,83.4,,83.0,93.0,,,,,66.3,,,96.0,,127.0,,30.8,,,37.1,95.5,0.4,103.0,22.0,,,,,,,,67.0,,-36.0,,-32.6,,-33.0,-23.0,,,,,-49.7,,,-20.0,,11.0,,-85.2,,,-78.9,-20.5,-115.6,-13.0,-94.0,,,,,,,,-49.0,,,True,,True,True,,,,,False,,,True,,True,,False,,,False,True,False,True,False,,,,,,,,False,
02013,3,2.0,,2.3,,2.0,0.0,,,,,3.4,,,,,79.1,,2.0,,,,0.4,,0.0,,,,,,,,,0.0,,-1.0,,-0.7,,-1.0,-3.0,,,,,0.4,,,,,76.1,,-1.0,,,,-2.6,,-3.0,,,,,,,,,-3.0,,,True,,False,False,,,,,True,,,,,False,,True,,,,False,,False,,,,,,,,,False,
02016,6,0.0,,0.0,,0.0,0.0,,,,,0.6,,,,,25.1,,0.4,,,,0.2,,0.0,,,,,,,,,5.0,,-6.0,,-6.0,,-6.0,-6.0,,,,,-5.4,,,,,19.1,,-5.6,,,,-5.8,,-6.0,,,,,,,,,-1.0,,,False,,False,False,,,,,True,,,,,False,,True,,,,True,,False,,,,,,,,,True,
02020,2825,1712.0,,1749.7,,1721.0,1979.0,,,,,1638.6,,,,,1649.2,,804.0,1920.0,,1904.8,2225.1,913.0,2119.0,1230.0,,,,1188.7,2334.0,,,695.0,1265.5,-1113.0,,-1075.3,,-1104.0,-846.0,,,,,-1186.4,,,,,-1175.8,,-2021.0,-905.0,,-920.2,-599.9,-1912.0,-706.0,-1595.0,,,,-1636.3,-491.0,,,-2130.0,-1559.5,,True,,True,True,,,,,False,,,,,False,,False,True,,True,True,False,True,False,,,,False,True,,,False,False
02050,273,256.0,,245.5,,230.0,0.0,,,,,137.9,,,,,364.7,,17.9,,,234.0,225.1,0.0,372.0,222.0,,,,,,,,184.0,57.4,-17.0,,-27.5,,-43.0,-273.0,,,,,-135.1,,,,,91.7,,-255.1,,,-39.0,-47.9,-273.0,99.0,-51.0,,,,,,,,-89.0,-215.6,,False,,False,False,,,,,False,,,,,False,,False,,,False,False,False,False,False,,,,,,,,False,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,0.5,,,,,22.2,,0.0,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.5,,,,,22.2,,0.0,,,,0.0,,0.0,,,,,,,,,,,,True,,True,True,,,,,False,,,,,False,,True,,,,False,,True,,,,,,,,,,
02068,8,8.0,,7.8,,6.0,0.0,,,,,4.1,,,,,87.9,,4.2,,,,5.6,,11.0,,,,,,,,,17.0,16.2,0.0,,-0.2,,-2.0,-8.0,,,,,-3.9,,,,,79.9,,-3.8,,,,-2.4,,3.0,,,,,,,,,9.0,8.2,,False,,False,False,,,,,False,,,,,False,,False,,,,False,,False,,,,,,,,,False,False
02070,21,18.0,,18.2,,12.0,0.0,,,,,2.0,,,,,367.3,,5.5,,,3.7,12.2,,17.0,,,,,,,,,42.0,31.3,-3.0,,-2.8,,-9.0,-21.0,,,,,-19.0,,,,,346.3,,-15.5,,,-17.3,-8.8,,-4.0,,,,,,,,,21.0,10.3,,True,,False,False,,,,,False,,,,,False,,False,,,False,False,,False,,,,,,,,,False,False
02090,548,360.0,,359.3,,372.0,355.0,,,,,229.4,,,,,480.2,,174.2,515.5,,384.6,446.9,293.0,422.0,96.0,,,,384.1,,,,238.0,414.9,-188.0,,-188.7,,-176.0,-193.0,,,,,-318.6,,,,,-67.8,,-373.8,-32.5,,-163.4,-101.1,-255.0,-126.0,-452.0,,,,-163.9,,,,-310.0,-133.1,,False,,True,False,,,,,False,,,,,True,,False,True,,True,True,False,True,False,,,,True,,,,False,True
02100,3,0.0,,0.1,,0.0,0.0,,,,,3.2,,,,,25.0,,0.2,,,,1.0,,1.0,,,,,,,,,0.0,,-3.0,,-2.9,,-3.0,-3.0,,,,,0.2,,,,,22.0,,-2.8,,,,-2.0,,-2.0,,,,,,,,,-3.0,,,True,,False,False,,,,,True,,,,,False,,True,,,,True,,True,,,,,,,,,False,
02105,0,0.0,,0.0,,0.0,0.0,,,,,1.1,,,,,20.7,,1.0,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,1.1,,,,,20.7,,1.0,,,,0.0,,0.0,,,,,,,,,,,,True,,True,True,,,,,False,,,,,False,,False,,,,False,,True,,,,,,,,,,
02110,169,66.0,,62.0,,74.0,65.0,,,,,57.2,,,,,116.6,,43.3,72.5,,115.2,138.3,60.9,122.0,55.0,,,,,,,,95.0,27.2,-103.0,,-107.0,,-95.0,-104.0,,,,,-111.8,,,,,-52.4,,-125.7,-96.5,,-53.8,-30.7,-108.1,-47.0,-114.0,,,,,,,,-74.0,-141.8,,False,,True,False,,,,,False,,,,,True,,False,True,,True,True,False,True,False,,,,,,,,True,False
02122,467,206.0,,217.2,,187.0,111.0,,,,,135.9,,,,,208.2,,35.3,,,190.2,273.1,66.2,285.0,250.0,,,,,,,,229.0,65.9,-261.0,,-249.8,,-280.0,-356.0,,,,,-331.1,,,,,-258.8,,-431.7,,,-276.8,-193.9,-400.8,-182.0,-217.0,,,,,,,,-238.0,-401.1,,True,,False,False,,,,,False,,,,,True,,False,,,False,True,False,True,True,,,,,,,,True,False
02130,39,2.0,,1.7,,2.0,0.0,,,,,1.5,,,,,15.8,,1.9,,,2.8,4.3,,7.0,,,,,,,,,5.0,6.8,-37.0,,-37.3,,-37.0,-39.0,,,,,-37.5,,,,,-23.2,,-37.1,,,-36.2,-34.7,,-32.0,,,,,,,,,-34.0,-32.2,,False,,False,False,,,,,False,,,,,True,,False,,,True,True,,True,,,,,,,,,True,True
02150,43,6.0,,5.6,,5.0,0.0,,,,,2.8,,,,,26.6,,7.5,,,3.4,10.8,,12.0,6.0,,,,,,,,30.0,52.0,-37.0,,-37.4,,-38.0,-43.0,,,,,-40.2,,,,,-16.4,,-35.5,,,-39.6,-32.2,,-31.0,-37.0,,,,,,,,-13.0,9.0,,False,,False,False,,,,,False,,,,,True,,True,,,False,True,,True,False,,,,,,,,True,True
02158,153,276.0,,270.6,,174.0,174.0,,,,,207.0,,,,,26.3,,,,,,133.8,,329.0,,,,,,,,,321.0,,123.0,,117.6,,21.0,21.0,,,,,54.0,,,,,-126.7,,,,,,-19.2,,176.0,,,,,,,,,168.0,,,True,,True,True,,,,,True,,,,,False,,,,,,True,,False,,,,,,,,,False,
02164,13,74.0,,70.7,,71.0,26.0,,,,,0.8,,,,,93.8,,0.7,,,,,,62.0,,,,,,,,,52.0,28.9,61.0,,57.7,,58.0,13.0,,,,,-12.2,,,,,80.8,,-12.3,,,,,,49.0,,,,,,,,,39.0,15.9,,True,,True,True,,,,,True,,,,,False,,True,,,,,,True,,,,,,,,,True,True
02170,887,340.0,,338.3,,334.0,0.0,,,,,234.1,,,,,349.1,,144.8,339.0,,568.2,508.1,117.7,459.0,431.0,,,,,,,,426.0,118.9,-547.0,,-548.7,,-553.0,-887.0,,,,,-652.9,,,,,-537.9,,-742.2,-548.0,,-318.8,-378.9,-769.3,-428.0,-456.0,,,,,,,,-461.0,-768.1,,False,,False,False,,,,,False,,,,,True,,False,False,,True,True,False,True,True,,,,,,,,True,False
02180,26,28.0,,25.7,,16.0,0.0,,,,,12.8,,,,,20.5,,7.6,,,11.8,25.9,0.0,28.0,,,,,,,,,27.0,49.6,2.0,,-0.3,,-10.0,-26.0,,,,,-13.2,,,,,-5.5,,-18.4,,,-14.2,-0.1,-26.0,2.0,,,,,,,,,1.0,23.6,,True,,False,False,,,,,False,,,,,False,,False,,,False,True,False,False,,,,,,,,,True,False
02185,70,60.0,,59.1,,41.0,0.0,,,,,20.2,,,,,137.9,,15.7,,,25.5,63.1,0.0,87.0,,,,,,,,,101.0,44.8,-10.0,,-10.9,,-29.0,-70.0,,,,,-49.8,,,,,67.9,,-54.3,,,-44.5,-6.9,-70.0,17.0,,,,,,,,,31.0,-25.2,,False,,False,False,,,,,False,,,,,False,,False,,,False,True,False,False,,,,,,,,,False,False
02188,58,38.0,,37.1,,29.0,0.0,,,,,21.0,,,,,46.2,,7.3,,,21.4,51.7,0.0,55.0,,,,,,,,,0.0,62.4,-20.0,,-20.9,,-29.0,-58.0,,,,,-37.0,,,,,-11.8,,-50.7,,,-36.6,-6.3,-58.0,-3.0,,,,,,,,,-58.0,4.4,,False,,False,False,,,,,False,,,,,True,,False,,,False,True,False,True,,,,,,,,,False,True
02195,5,0.0,,0.0,,0.0,0.0,,,,,0.4,,,,,22.7,,0.1,,,0.1,0.5,,4.0,,,,,,,,,11.0,,-5.0,,-5.0,,-5.0,-5.0,,,,,-4.6,,,,,17.7,,-4.9,,,-4.9,-4.5,,-1.0,,,,,,,,,6.0,,,False,,False,False,,,,,True,,,,,False,,True,,,True,True,,True,,,,,,,,,False,
02198,4,0.0,,0.0,,0.0,0.0,,,,,0.9,,,,,11.5,,1.6,,,1.9,2.7,,,,,,,,,,,7.0,,-4.0,,-4.0,,-4.0,-4.0,,,,,-3.1,,,,,7.5,,-2.4,,,-2.1,-1.3,,,,,,,,,,,3.0,,,False,,False,False,,,,,True,,,,,False,,True,,,True,True,,,,,,,,,,,True,
02220,25,2.0,,0.3,,2.0,0.0,,,,,1.2,,,,,8.6,,2.9,,,4.7,5.1,,,,,,,,,,,2.0,,-23.0,,-24.7,,-23.0,-25.0,,,,,-23.8,,,,,-16.4,,-22.1,,,-20.3,-19.9,,,,,,,,,,,-23.0,,,False,,False,False,,,,,False,,,,,True,,True,,,True,True,,,,,,,,,,,False,
02230,2,10.0,,10.2,,10.0,0.0,,,,,3.7,,,,,13.4,,19.2,,,,6.7,,,,,,,,,,,17.0,,8.0,,8.2,,8.0,-2.0,,,,,1.7,,,,,11.4,,17.2,,,,4.7,,,,,,,,,,,15.0,,,False,,False,True,,,,,True,,,,,False,,False,,,,True,,,,,,,,,,,False,
02240,36,14.0,,13.3,,13.0,0.0,,,,,2.8,,,,,110.2,,1.8,,,6.4,17.0,,24.0,,,,,,,,,46.0,13.6,-22.0,,-22.7,,-23.0,-36.0,,,,,-33.2,,,,,74.2,,-34.2,,,-29.6,-19.0,,-12.0,,,,,,,,,10.0,-22.4,,False,,False,False,,,,,False,,,,,False,,False,,,False,True,,True,,,,,,,,,True,False
02261,36,18.0,,17.8,,19.0,,,,,,15.8,,,,,50.4,,1.7,,,8.4,25.5,31.8,31.0,,,,,,,,,26.0,,-18.0,,-18.2,,-17.0,,,,,,-20.2,,,,,14.4,,-34.3,,,-27.6,-10.5,-4.2,-5.0,,,,,,,,,-10.0,,,False,,True,,,,,,False,,,,,True,,False,,,False,True,True,True,,,,,,,,,True,
02275,0,0.0,,0.0,,0.0,0.0,,,,,0.4,,,,,7.5,,0.3,,,,0.3,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.4,,,,,7.5,,0.3,,,,0.3,,0.0,,,,,,,,,0.0,,,True,,True,True,,,,,False,,,,,False,,False,,,,False,,True,,,,,,,,,True,
02282,3,6.0,,6.0,,5.0,0.0,,,,,1.1,,,,,44.6,,0.0,,,,4.2,,6.0,,,,,,,,,6.0,,3.0,,3.0,,2.0,-3.0,,,,,-1.9,,,,,41.6,,-3.0,,,,1.2,,3.0,,,,,,,,,3.0,,,False,,True,False,,,,,True,,,,,False,,False,,,,True,,False,,,,,,,,,False,
02290,20,14.0,,13.6,,11.0,0.0,,,,,3.2,,,,,47.7,,0.8,,,7.6,20.6,0.0,22.0,,,,,,,,,18.0,11.2,-6.0,,-6.4,,-9.0,-20.0,,,,,-16.8,,,,,27.7,,-19.2,,,-12.4,0.6,-20.0,2.0,,,,,,,,,-2.0,-8.8,,False,,False,False,,,,,False,,,,,False,,False,,,False,True,False,True,,,,,,,,,True,False
04001,273,150.0,,174.1,,134.0,150.0,,,,,243.0,,,412.0,,117.0,,78.4,151.0,,87.2,202.7,0.5,180.0,17.0,,,,112.0,,,,84.0,232.7,-123.0,,-98.9,,-139.0,-123.0,,,,,-30.0,,,139.0,,-156.0,,-194.6,-122.0,,-185.8,-70.3,-272.5,-93.0,-256.0,,,,-161.0,,,,-189.0,-40.3,,True,,False,False,,,,,True,,,False,,False,,False,True,,False,True,False,True,False,,,,False,,,,False,True
04003,277,160.0,,155.2,,154.0,200.0,,,,,112.7,,,262.0,,177.1,,128.4,129.5,,79.8,190.7,0.1,239.0,202.0,,,,110.4,,,,214.0,74.2,-117.0,,-121.8,,-123.0,-77.0,,,,,-164.3,,,-15.0,,-99.9,,-148.6,-147.5,,-197.2,-86.3,-276.9,-38.0,-75.0,,,,-166.6,,,,-63.0,-202.8,,False,,False,True,,,,,False,,,True,,True,,False,False,,False,True,False,True,True,,,,False,,,,True,False
04005,782,614.0,,633.7,,610.0,710.0,,,,,714.9,,,410.0,,367.2,,192.2,505.5,,654.0,777.7,301.1,725.0,398.0,,,,483.0,827.0,,,513.0,,-168.0,,-148.3,,-172.0,-72.0,,,,,-67.1,,,-372.0,,-414.8,,-589.8,-276.5,,-128.0,-4.3,-480.9,-57.0,-384.0,,,,-299.0,45.0,,,-269.0,,,True,,False,True,,,,,True,,,False,,False,,False,False,,True,True,False,True,False,,,,False,True,,,False,
04007,301,232.0,,192.7,,212.0,334.0,,,,,215.5,,,181.0,,415.0,,118.7,315.5,,164.0,233.5,190.5,432.0,47.0,,,,150.4,,,,447.0,272.1,-69.0,,-108.3,,-89.0,33.0,,,,,-85.5,,,-120.0,,114.0,,-182.3,14.5,,-137.0,-67.5,-110.5,131.0,-254.0,,,,-150.6,,,,146.0,-28.9,,False,,False,True,,,,,False,,,False,,False,,False,True,,False,True,False,False,False,,,,False,,,,False,True
04009,298,176.0,,172.6,,154.0,202.0,,,,,100.5,,,80.0,,232.8,,30.9,192.5,,114.4,174.2,69.7,275.0,79.0,,,,135.7,,,,276.0,122.6,-122.0,,-125.4,,-144.0,-96.0,,,,,-197.5,,,-218.0,,-65.2,,-267.1,-105.5,,-183.6,-123.8,-228.3,-23.0,-219.0,,,,-162.3,,,,-22.0,-175.4,,False,,False,True,,,,,False,,,False,,True,,False,True,,False,False,False,True,False,,,,False,,,,True,False
04011,11,56.0,,56.9,,25.0,0.0,,,,,18.9,,,25.0,,80.1,,6.3,,,21.2,37.4,0.0,,,,,,,,,,121.0,,45.0,,45.9,,14.0,-11.0,,,,,7.9,,,14.0,,69.1,,-4.7,,,10.2,26.4,-11.0,,,,,,,,,,110.0,,,False,,True,True,,,,,True,,,True,,False,,True,,,True,True,True,,,,,,,,,,False,
04012,28,44.0,,46.6,,25.0,23.0,,,,,14.2,,,20.0,,117.6,,20.7,,,4.5,37.3,0.0,68.0,24.0,,,,,,,,82.0,21.0,16.0,,18.6,,-3.0,-5.0,,,,,-13.8,,,-8.0,,89.6,,-7.3,,,-23.5,9.3,-28.0,40.0,-4.0,,,,,,,,54.0,-7.0,,False,,True,True,,,,,True,,,True,,False,,True,,,False,True,False,False,True,,,,,,,,False,True
04013,12525,7950.0,,7993.3,9034.9,7853.0,8652.0,,,,,5651.8,,,7262.0,,6394.7,,2114.9,7947.0,,8318.3,11871.9,281.2,9006.0,12844.0,,,,6507.6,10382.0,,,8996.0,5997.6,-4575.0,,-4531.7,-3490.1,-4672.0,-3873.0,,,,,-6873.2,,,-5263.0,,-6130.3,,-10410.1,-4578.0,,-4206.7,-653.1,-12243.8,-3519.0,319.0,,,,-6017.4,-2143.0,,,-3529.0,-6527.4,,True,True,False,True,,,,,False,,,False,,False,,False,False,,True,True,False,True,True,,,,False,True,,,True,False
04015,456,176.0,,168.7,,174.0,165.0,,,,,193.4,,,410.0,,190.1,,181.1,154.0,,85.6,200.8,18.1,216.0,211.0,,,,172.1,180.0,,,235.0,181.2,-280.0,,-287.3,,-282.0,-291.0,,,,,-262.6,,,-46.0,,-265.9,,-274.9,-302.0,,-370.4,-255.2,-437.9,-240.0,-245.0,,,,-283.9,-276.0,,,-221.0,-274.8,,False,,False,False,,,,,True,,,True,,True,,True,False,,False,True,False,True,True,,,,False,True,,,True,True
04017,523,256.0,,297.8,,263.0,46.0,,,,,312.6,,,709.0,,303.4,,89.5,315.5,,283.2,462.9,2.2,407.0,21.0,,,,154.4,,,,302.0,142.8,-267.0,,-225.2,,-260.0,-477.0,,,,,-210.4,,,186.0,,-219.6,,-433.5,-207.5,,-239.8,-60.1,-520.8,-116.0,-502.0,,,,-368.6,,,,-221.0,-380.2,,True,,True,False,,,,,True,,,True,,True,,False,True,,True,True,False,True,False,,,,False,,,,True,False
04019,2649,1148.0,,1105.8,1330.6,1023.0,2563.0,,,,,1432.8,,,996.0,,849.7,,1147.6,875.5,,1014.0,1289.4,25.2,1123.0,935.0,,,,926.6,964.0,,,970.0,1344.0,-1501.0,,-1543.2,-1318.4,-1626.0,-86.0,,,,,-1216.2,,,-1653.0,,-1799.3,,-1501.4,-1773.5,,-1635.0,-1359.6,-2623.8,-1526.0,-1714.0,,,,-1722.4,-1685.0,,,-1679.0,-1305.0,,False,True,False,True,,,,,True,,,False,,False,,False,False,,False,True,False,False,False,,,,False,False,,,False,True
