,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
45015,638,483.0,,483.1,,454.0,1287.0,,,,,469.5,,498.0,,348.6,174.6,,340.6,485.2,10.2,,782.0,,,,324.5,514.0,,456.0,243.5,-155.0,,-154.9,,-184.0,649.0,,,,,-168.5,,-140.0,,-289.4,-463.4,,-297.4,-152.8,-627.8,,144.0,,,,-313.5,-124.0,,-182.0,-394.5,,True,,False,False,,,,,False,,True,,False,False,,False,True,False,,True,,,,False,True,,False,False
45017,22,42.0,,43.5,,35.0,1.0,,,,,54.6,,46.0,,37.5,8.7,,4.2,36.9,0.2,,35.0,,,,,,,21.0,21.0,20.0,,21.5,,13.0,-21.0,,,,,32.6,,24.0,,15.5,-13.3,,-17.8,14.9,-21.8,,13.0,,,,,,,-1.0,-1.0,,False,,True,False,,,,,False,,False,,True,True,,True,True,False,,True,,,,,,,True,True
45019,1300,1032.0,,1005.9,1032.7,976.0,2170.0,,,,,877.3,,707.0,,684.5,330.9,,951.2,1264.2,33.9,,1526.0,,,,617.3,1158.0,,1025.0,611.5,-268.0,,-294.1,-267.3,-324.0,870.0,,,,,-422.7,,-593.0,,-615.5,-969.1,,-348.8,-35.8,-1266.1,,226.0,,,,-682.7,-142.0,,-275.0,-688.5,,False,True,False,False,,,,,False,,False,,False,False,,False,True,False,,True,,,,False,True,,False,False
45021,293,180.0,,186.7,,151.0,138.0,,,,,343.1,,297.0,,153.8,90.6,,93.4,222.2,0.2,,124.0,,,,115.4,,,120.0,151.5,-113.0,,-106.3,,-142.0,-155.0,,,,,50.1,,4.0,,-139.2,-202.4,,-199.6,-70.8,-292.8,,-169.0,,,,-177.6,,,-173.0,-141.5,,True,,False,False,,,,,True,,True,,False,False,,False,True,False,,False,,,,False,,,False,False
45023,166,126.0,,125.4,,109.0,83.0,,,,,115.6,,149.0,,146.5,29.7,,47.4,143.0,0.0,,233.0,,,,81.5,,,199.0,98.1,-40.0,,-40.6,,-57.0,-83.0,,,,,-50.4,,-17.0,,-19.5,-136.3,,-118.6,-23.0,-166.0,,67.0,,,,-84.5,,,33.0,-67.9,,False,,False,False,,,,,False,,True,,True,False,,False,True,False,,False,,,,False,,,True,False
45025,157,243.0,,265.5,,228.0,189.0,,,,,183.7,,230.0,,282.8,77.0,,80.0,227.4,109.7,,391.0,,,,249.9,,,266.0,182.6,86.0,,108.5,,71.0,32.0,,,,,26.7,,73.0,,125.8,-80.0,,-77.0,70.4,-47.3,,234.0,,,,92.9,,,109.0,25.6,,False,,True,True,,,,,True,,True,,False,True,,True,True,True,,False,,,,False,,,False,True
45027,108,60.0,,56.6,,53.0,42.0,,,,,93.7,,105.0,,63.4,18.4,,16.2,51.8,0.0,,85.0,,,,66.7,,,68.0,30.4,-48.0,,-51.4,,-55.0,-66.0,,,,,-14.3,,-3.0,,-44.6,-89.6,,-91.8,-56.2,-108.0,,-23.0,,,,-41.3,,,-40.0,-77.6,,False,,False,False,,,,,True,,True,,True,False,,False,False,False,,True,,,,True,,,True,False
45029,158,168.0,,167.9,,144.0,292.0,,,,,127.3,,122.0,,216.0,37.2,,84.7,170.3,0.2,,249.0,,,,89.1,,,162.0,63.5,10.0,,9.9,,-14.0,134.0,,,,,-30.7,,-36.0,,58.0,-120.8,,-73.3,12.3,-157.8,,91.0,,,,-68.9,,,4.0,-94.5,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,False,,,True,False
45031,336,306.0,,335.1,,276.0,264.0,,,,,438.4,,303.0,,324.6,118.8,,189.4,308.3,0.3,,423.0,,,,239.3,,,217.0,239.2,-30.0,,-0.9,,-60.0,-72.0,,,,,102.4,,-33.0,,-11.4,-217.2,,-146.6,-27.7,-335.7,,87.0,,,,-96.7,,,-119.0,-96.8,,True,,False,False,,,,,False,,False,,True,False,,False,True,False,,False,,,,False,,,False,False
45033,141,210.0,,212.6,,171.0,201.0,,,,,388.1,,151.0,,276.9,126.1,,82.5,164.8,121.6,,204.0,,,,149.2,,,241.0,167.4,69.0,,71.6,,30.0,60.0,,,,,247.1,,10.0,,135.9,-14.9,,-58.5,23.8,-19.4,,63.0,,,,8.2,,,100.0,26.4,,False,,True,True,,,,,False,,True,,False,True,,True,True,True,,True,,,,True,,,False,True
45035,472,531.0,,511.2,,435.0,866.0,,,,,444.5,,359.0,,428.5,138.9,,381.8,535.7,12.4,,840.0,,,,327.2,697.0,,547.0,354.9,59.0,,39.2,,-37.0,394.0,,,,,-27.5,,-113.0,,-43.5,-333.1,,-90.2,63.7,-459.6,,368.0,,,,-144.8,225.0,,75.0,-117.1,,True,,True,False,,,,,True,,False,,True,False,,False,False,False,,False,,,,False,False,,False,False
45037,129,90.0,,112.0,,59.0,44.0,,,,,197.0,,101.0,,109.7,33.0,,46.7,64.6,0.0,,130.0,,,,,,,129.0,175.3,-39.0,,-17.0,,-70.0,-85.0,,,,,68.0,,-28.0,,-19.3,-96.0,,-82.3,-64.4,-129.0,,1.0,,,,,,,0.0,46.3,,True,,False,False,,,,,False,,True,,True,False,,False,False,False,,True,,,,,,,True,False
45039,68,63.0,,60.8,,61.0,21.0,,,,,105.9,,91.0,,84.0,32.6,,14.9,73.3,0.0,,58.0,,,,,,,46.0,55.4,-5.0,,-7.2,,-7.0,-47.0,,,,,37.9,,23.0,,16.0,-35.4,,-53.1,5.3,-68.0,,-10.0,,,,,,,-22.0,-12.6,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,False
45041,530,528.0,,529.6,,510.0,550.0,,,,,441.8,,586.0,,373.2,156.4,,359.7,567.1,2.6,,766.0,,,,540.0,490.0,,352.0,295.6,-2.0,,-0.4,,-20.0,20.0,,,,,-88.2,,56.0,,-156.8,-373.6,,-170.3,37.1,-527.4,,236.0,,,,10.0,-40.0,,-178.0,-234.4,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,False,False,,False,False
45043,339,507.0,,475.1,,354.0,857.0,,,,,197.0,,158.0,,347.7,27.0,,334.6,445.2,129.8,,718.0,,,,299.4,,,473.0,207.2,168.0,,136.1,,15.0,518.0,,,,,-142.0,,-181.0,,8.7,-312.0,,-4.4,106.2,-209.2,,379.0,,,,-39.6,,,134.0,-131.8,,True,,True,False,,,,,True,,False,,True,False,,True,True,False,,False,,,,True,,,True,True
45045,2833,2352.0,,2372.0,2195.7,2062.0,2684.0,,,,,1797.6,,1691.0,,1781.5,771.6,,2080.7,2451.9,62.2,,3155.0,,,,1477.3,2077.0,,3147.0,1199.9,-481.0,,-461.0,-637.3,-771.0,-149.0,,,,,-1035.4,,-1142.0,,-1051.5,-2061.4,,-752.3,-381.1,-2770.8,,322.0,,,,-1355.7,-756.0,,314.0,-1633.1,,True,False,False,True,,,,,False,,False,,False,False,,False,True,False,,True,,,,False,False,,True,False
45047,225,207.0,,190.3,,184.0,229.0,,,,,226.6,,255.0,,218.8,72.0,,47.5,172.5,0.6,,173.0,,,,132.7,,,163.0,153.0,-18.0,,-34.7,,-41.0,4.0,,,,,1.6,,30.0,,-6.2,-153.0,,-177.5,-52.5,-224.4,,-52.0,,,,-92.3,,,-62.0,-72.0,,False,,False,True,,,,,True,,False,,True,False,,False,False,False,,False,,,,False,,,False,False
45049,54,66.0,,62.6,,55.0,15.0,,,,,97.5,,70.0,,95.6,32.0,,24.6,54.3,0.0,,50.0,,,,,,,40.0,84.3,12.0,,8.6,,1.0,-39.0,,,,,43.5,,16.0,,41.6,-22.0,,-29.4,0.3,-54.0,,-4.0,,,,,,,-14.0,30.3,,True,,True,False,,,,,False,,False,,False,False,,False,True,False,,True,,,,,,,False,False
45051,1191,1830.0,,1839.3,1820.5,1721.0,1823.0,,,,,1207.8,,796.0,,1856.4,326.9,,1273.6,1737.8,26.6,,3218.0,,,,950.2,2302.0,,1037.0,3990.2,639.0,,648.3,629.5,530.0,632.0,,,,,16.8,,-395.0,,665.4,-864.1,,82.6,546.8,-1164.4,,2027.0,,,,-240.8,1111.0,,-154.0,2799.2,,False,True,True,True,,,,,True,,True,,False,False,,True,True,False,,False,,,,True,False,,True,False
45053,95,57.0,,65.0,,56.0,21.0,,,,,119.0,,68.0,,86.6,19.9,,19.5,63.0,0.0,,59.0,,,,,,,64.0,52.7,-38.0,,-30.0,,-39.0,-74.0,,,,,24.0,,-27.0,,-8.4,-75.1,,-75.5,-32.0,-95.0,,-36.0,,,,,,,-31.0,-42.3,,True,,False,False,,,,,True,,True,,True,False,,False,True,False,,True,,,,,,,True,False
45055,302,423.0,,415.0,,348.0,423.0,,,,,430.7,,258.0,,314.5,65.3,,275.0,375.3,265.6,,495.0,,,,281.2,,,342.0,216.4,121.0,,113.0,,46.0,121.0,,,,,128.7,,-44.0,,12.5,-236.7,,-27.0,73.3,-36.4,,193.0,,,,-20.8,,,40.0,-85.6,,True,,True,False,,,,,False,,True,,True,False,,True,True,True,,False,,,,True,,,True,True
45057,360,318.0,,309.7,,300.0,433.0,,,,,424.4,,396.0,,283.8,83.4,,183.3,324.4,2.4,,368.0,,,,242.3,,,305.0,208.2,-42.0,,-50.3,,-60.0,73.0,,,,,64.4,,36.0,,-76.2,-276.6,,-176.7,-35.6,-357.6,,8.0,,,,-117.7,,,-55.0,-151.8,,False,,False,False,,,,,False,,True,,False,False,,False,True,False,,True,,,,False,,,False,False
45059,231,219.0,,202.3,,186.0,203.0,,,,,172.4,,236.0,,162.3,49.1,,118.3,209.2,3.6,,267.0,,,,158.4,,,219.0,124.0,-12.0,,-28.7,,-45.0,-28.0,,,,,-58.6,,5.0,,-68.7,-181.8,,-112.7,-21.8,-227.4,,36.0,,,,-72.6,,,-12.0,-107.0,,False,,False,False,,,,,False,,True,,False,False,,False,False,False,,False,,,,False,,,False,False
45061,70,69.0,,59.2,,55.0,28.0,,,,,80.0,,67.0,,78.2,14.3,,23.7,58.2,0.0,,93.0,,,,,,,96.0,33.6,-1.0,,-10.8,,-15.0,-42.0,,,,,10.0,,-3.0,,8.2,-55.7,,-46.3,-11.8,-70.0,,23.0,,,,,,,26.0,-36.4,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,False
45063,1284,1098.0,,1085.4,1116.4,906.0,1317.0,,,,,1780.5,,839.0,,874.5,432.5,,910.7,1112.4,26.9,,865.0,,,,651.5,819.0,,852.0,877.0,-186.0,,-198.6,-167.6,-378.0,33.0,,,,,496.5,,-445.0,,-409.5,-851.5,,-373.3,-171.6,-1257.1,,-419.0,,,,-632.5,-465.0,,-432.0,-407.0,,False,True,False,True,,,,,False,,False,,False,False,,False,True,False,,False,,,,False,False,,False,False
45065,33,24.0,,30.0,,18.0,20.0,,,,,30.5,,17.0,,14.8,10.9,,4.6,22.1,0.0,,17.0,,,,,,,11.0,34.7,-9.0,,-3.0,,-15.0,-13.0,,,,,-2.5,,-16.0,,-18.2,-22.1,,-28.4,-10.9,-33.0,,-16.0,,,,,,,-22.0,1.7,,True,,False,False,,,,,True,,False,,False,False,,False,False,False,,False,,,,,,,False,True
45067,168,186.0,,186.6,,175.0,260.0,,,,,294.6,,101.0,,255.3,69.5,,98.9,174.9,85.6,,221.0,,,,,,,181.0,86.2,18.0,,18.6,,7.0,92.0,,,,,126.6,,-67.0,,87.3,-98.5,,-69.1,6.9,-82.4,,53.0,,,,,,,13.0,-81.8,,False,,True,False,,,,,False,,False,,False,False,,False,True,False,,False,,,,,,,True,False
45069,161,153.0,,154.0,,124.0,61.0,,,,,120.7,,114.0,,150.2,78.4,,48.5,134.2,0.0,,194.0,,,,152.7,,,114.0,102.7,-8.0,,-7.0,,-37.0,-100.0,,,,,-40.3,,-47.0,,-10.8,-82.6,,-112.5,-26.8,-161.0,,33.0,,,,-8.3,,,-47.0,-58.3,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,False,,,False,False
45071,241,189.0,,204.7,,158.0,259.0,,,,,522.8,,157.0,,212.3,55.9,,84.4,158.1,0.8,,151.0,,,,97.3,,,74.0,193.1,-52.0,,-36.3,,-83.0,18.0,,,,,281.8,,-84.0,,-28.7,-185.1,,-156.6,-82.9,-240.2,,-90.0,,,,-143.7,,,-167.0,-47.9,,True,,False,True,,,,,False,,False,,True,False,,False,False,False,,False,,,,False,,,False,True
45073,359,507.0,,485.9,,347.0,202.0,,,,,1036.3,,305.0,,654.5,109.4,,371.2,383.9,0.1,,596.0,,,,302.9,,,468.0,428.9,148.0,,126.9,,-12.0,-157.0,,,,,677.3,,-54.0,,295.5,-249.6,,12.2,24.9,-358.9,,237.0,,,,-56.1,,,109.0,69.9,,True,,True,False,,,,,False,,True,,False,False,,True,True,False,,False,,,,True,,,True,True
45075,213,171.0,,173.2,,141.0,76.0,,,,,171.0,,295.0,,126.5,55.6,,142.7,233.8,0.0,,228.0,,,,134.9,,,209.0,104.3,-42.0,,-39.8,,-72.0,-137.0,,,,,-42.0,,82.0,,-86.5,-157.4,,-70.3,20.8,-213.0,,15.0,,,,-78.1,,,-4.0,-108.7,,True,,False,False,,,,,True,,False,,False,False,,False,True,False,,True,,,,False,,,True,False
45077,1082,885.0,,898.0,,806.0,692.0,,,,,1224.7,,497.0,,835.8,225.0,,816.2,801.0,0.2,,1257.0,,,,855.9,,,763.0,581.9,-197.0,,-184.0,,-276.0,-390.0,,,,,142.7,,-585.0,,-246.2,-857.0,,-265.8,-281.0,-1081.8,,175.0,,,,-226.1,,,-319.0,-500.1,,True,,False,False,,,,,True,,False,,False,False,,False,False,False,,True,,,,False,,,False,False
45079,1593,1380.0,,1443.7,1289.1,1258.0,2100.0,,,,,2040.6,,1223.0,,877.0,762.7,,1392.4,1572.6,12.2,,1211.0,,,,1074.5,1153.0,,1121.0,580.0,-213.0,,-149.3,-303.9,-335.0,507.0,,,,,447.6,,-370.0,,-716.0,-830.3,,-200.6,-20.4,-1580.8,,-382.0,,,,-518.5,-440.0,,-472.0,-1013.0,,True,False,False,False,,,,,False,,False,,False,False,,True,True,False,,False,,,,False,False,,False,False
45081,43,27.0,,26.9,,24.0,6.0,,,,,73.3,,75.0,,69.8,19.9,,2.8,30.0,0.1,,30.0,,,,,,,59.0,18.4,-16.0,,-16.1,,-19.0,-37.0,,,,,30.3,,32.0,,26.8,-23.1,,-40.2,-13.0,-42.9,,-13.0,,,,,,,16.0,-24.6,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,True,,,,,,,False,False
45083,1803,1710.0,,1753.7,,1296.0,3118.0,,,,,1685.6,,1210.0,,1189.1,647.3,,1320.1,1694.0,859.3,,2233.0,,,,1154.3,1231.0,,1535.0,1026.3,-93.0,,-49.3,,-507.0,1315.0,,,,,-117.4,,-593.0,,-613.9,-1155.7,,-482.9,-109.0,-943.7,,430.0,,,,-648.7,-572.0,,-268.0,-776.7,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,False,False,,False,False
45085,338,234.0,,233.0,,192.0,169.0,,,,,304.1,,413.0,,189.7,88.9,,150.7,301.1,1.9,,319.0,,,,165.8,,,390.0,118.7,-104.0,,-105.0,,-146.0,-169.0,,,,,-33.9,,75.0,,-148.3,-249.1,,-187.3,-36.9,-336.1,,-19.0,,,,-172.2,,,52.0,-219.3,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,,True,,,,False,,,True,False
45087,145,120.0,,117.7,,113.0,144.0,,,,,120.2,,116.0,,154.2,35.5,,57.5,109.4,0.4,,139.0,,,,,,,59.0,65.0,-25.0,,-27.3,,-32.0,-1.0,,,,,-24.8,,-29.0,,9.2,-109.5,,-87.5,-35.6,-144.6,,-6.0,,,,,,,-86.0,-80.0,,False,,False,True,,,,,True,,False,,True,False,,False,False,False,,True,,,,,,,False,False
45089,132,78.0,,82.1,,68.0,27.0,,,,,144.1,,91.0,,51.8,28.4,,52.3,97.8,0.0,,99.0,,,,83.4,,,57.0,43.5,-54.0,,-49.9,,-64.0,-105.0,,,,,12.1,,-41.0,,-80.2,-103.6,,-79.7,-34.2,-132.0,,-33.0,,,,-48.6,,,-75.0,-88.5,,True,,False,False,,,,,True,,True,,False,False,,False,True,False,,True,,,,True,,,False,False
45091,1254,867.0,,887.2,,855.0,850.0,,,,,1147.2,,873.0,,772.8,343.3,,858.6,1020.2,48.1,,987.0,,,,581.2,957.0,,780.0,684.1,-387.0,,-366.8,,-399.0,-404.0,,,,,-106.8,,-381.0,,-481.2,-910.7,,-395.4,-233.8,-1205.9,,-267.0,,,,-672.8,-297.0,,-474.0,-569.9,,True,,False,False,,,,,True,,True,,False,False,,False,True,False,,True,,,,False,True,,False,False
46003,83,90.0,,96.7,,20.0,0.0,,,,,47.5,,19.0,,499.4,0.0,,15.6,71.5,0.0,,142.0,,,,,,,10.0,,7.0,,13.7,,-63.0,-83.0,,,,,-35.5,,-64.0,,416.4,-83.0,,-67.4,-11.5,-83.0,,59.0,,,,,,,-73.0,,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,
46005,565,333.0,,353.6,,310.0,0.0,,,,,405.6,,330.0,,360.8,17.0,,154.4,300.3,215.9,,477.0,,,,,,,72.0,,-232.0,,-211.4,,-255.0,-565.0,,,,,-159.4,,-235.0,,-204.2,-548.0,,-410.6,-264.7,-349.1,,-88.0,,,,,,,-493.0,,,True,,False,False,,,,,True,,False,,True,False,,False,False,False,,True,,,,,,,False,
46007,126,60.0,,64.6,,55.0,,,,,,26.0,,32.0,,239.2,3.9,,,55.8,0.0,,110.0,,,,,,,54.0,,-66.0,,-61.4,,-71.0,,,,,,-100.0,,-94.0,,113.2,-122.1,,,-70.2,-126.0,,-16.0,,,,,,,-72.0,,,True,,False,,,,,,False,,False,,False,False,,,False,False,,True,,,,,,,False,
46009,852,438.0,,428.9,,368.0,432.0,,,,,166.2,,107.0,,593.3,4.9,,488.2,222.8,14.3,,564.0,,,,,,,74.0,,-414.0,,-423.1,,-484.0,-420.0,,,,,-685.8,,-745.0,,-258.7,-847.1,,-363.8,-629.2,-837.7,,-288.0,,,,,,,-778.0,,,False,,False,False,,,,,False,,False,,True,False,,True,False,False,,True,,,,,,,False,
46011,574,618.0,,633.1,,643.0,1050.0,,,,,608.4,,857.0,,755.0,125.7,,636.8,643.2,217.8,,942.0,,,,,,,557.0,,44.0,,59.1,,69.0,476.0,,,,,34.4,,283.0,,181.0,-448.3,,62.8,69.2,-356.2,,368.0,,,,,,,-17.0,,,False,,False,False,,,,,True,,False,,False,False,,False,False,False,,False,,,,,,,True,
46013,769,594.0,,601.1,,571.0,739.0,,,,,882.9,,818.0,,845.4,169.4,,344.5,548.0,389.4,,796.0,,,,368.6,,,694.0,,-175.0,,-167.9,,-198.0,-30.0,,,,,113.9,,49.0,,76.4,-599.6,,-424.5,-221.0,-379.6,,27.0,,,,-400.4,,,-75.0,,,True,,False,True,,,,,True,,True,,True,False,,False,False,False,,True,,,,False,,,True,
46015,180,75.0,,75.9,,54.0,6.0,,,,,43.6,,28.0,,138.0,4.0,,,95.0,23.8,,93.0,,,,,,,20.0,,-105.0,,-104.1,,-126.0,-174.0,,,,,-136.4,,-152.0,,-42.0,-176.0,,,-85.0,-156.2,,-87.0,,,,,,,-160.0,,,True,,False,False,,,,,False,,False,,True,False,,,True,False,,True,,,,,,,False,
46017,109,57.0,,50.0,,34.0,0.0,,,,,33.1,,17.0,,81.9,0.3,,33.8,73.5,12.5,,57.0,,,,,,,0.0,,-52.0,,-59.0,,-75.0,-109.0,,,,,-75.9,,-92.0,,-27.1,-108.7,,-75.2,-35.5,-96.5,,-52.0,,,,,,,-109.0,,,False,,False,False,,,,,False,,False,,True,False,,False,True,False,,False,,,,,,,False,
46019,272,159.0,,155.4,,108.0,20.0,,,,,32.1,,87.0,,243.5,54.4,,,124.5,62.8,,289.0,,,,,,,44.0,,-113.0,,-116.6,,-164.0,-252.0,,,,,-239.9,,-185.0,,-28.5,-217.6,,,-147.5,-209.2,,17.0,,,,,,,-228.0,,,False,,False,False,,,,,False,,False,,True,False,,,False,False,,True,,,,,,,False,
46021,21,39.0,,37.9,,35.0,0.0,,,,,17.9,,17.0,,80.6,4.4,,,36.9,,,57.0,,,,,,,14.0,,18.0,,16.9,,14.0,-21.0,,,,,-3.1,,-4.0,,59.6,-16.6,,,15.9,,,36.0,,,,,,,-7.0,,,True,,True,False,,,,,True,,True,,False,True,,,True,,,False,,,,,,,True,
46023,212,156.0,,161.5,,124.0,0.0,,,,,129.9,,64.0,,233.5,9.5,,124.9,138.2,6.0,,201.0,,,,,,,88.0,,-56.0,,-50.5,,-88.0,-212.0,,,,,-82.1,,-148.0,,21.5,-202.5,,-87.1,-73.8,-206.0,,-11.0,,,,,,,-124.0,,,True,,False,False,,,,,False,,False,,True,False,,False,False,False,,True,,,,,,,False,
46025,93,39.0,,40.2,,39.0,0.0,,,,,34.9,,53.0,,47.5,1.2,,28.6,44.3,,,41.0,,,,,,,62.0,,-54.0,,-52.8,,-54.0,-93.0,,,,,-58.1,,-40.0,,-45.5,-91.8,,-64.4,-48.7,,,-52.0,,,,,,,-31.0,,,True,,False,False,,,,,False,,True,,True,False,,False,True,,,True,,,,,,,True,
46027,254,177.0,,171.8,,170.0,78.0,,,,,199.0,,199.0,,201.7,26.0,,102.5,184.0,0.0,,260.0,,,,,,,115.0,,-77.0,,-82.2,,-84.0,-176.0,,,,,-55.0,,-55.0,,-52.3,-228.0,,-151.5,-70.0,-254.0,,6.0,,,,,,,-139.0,,,False,,False,False,,,,,True,,True,,True,False,,False,True,False,,True,,,,,,,False,
46029,710,348.0,,356.2,,379.0,299.0,,,,,733.3,,887.0,,434.0,91.3,,269.4,400.4,298.7,,283.0,,,,453.8,,,226.0,,-362.0,,-353.8,,-331.0,-411.0,,,,,23.3,,177.0,,-276.0,-618.7,,-440.6,-309.6,-411.3,,-427.0,,,,-256.2,,,-484.0,,,True,,True,False,,,,,True,,True,,True,False,,False,True,False,,False,,,,True,,,False,
46031,134,54.0,,57.3,,45.0,0.0,,,,,37.9,,45.0,,74.5,2.9,,21.1,47.3,0.0,,75.0,,,,,,,43.0,,-80.0,,-76.7,,-89.0,-134.0,,,,,-96.1,,-89.0,,-59.5,-131.1,,-112.9,-86.7,-134.0,,-59.0,,,,,,,-91.0,,,True,,False,False,,,,,False,,False,,True,False,,False,False,False,,True,,,,,,,False,
46033,116,138.0,,134.1,,121.0,53.0,,,,,44.3,,42.0,,113.9,13.9,,,132.8,97.4,,213.0,,,,,,,150.0,,22.0,,18.1,,5.0,-63.0,,,,,-71.7,,-74.0,,-2.1,-102.1,,,16.8,-18.6,,97.0,,,,,,,34.0,,,True,,True,False,,,,,False,,False,,True,False,,,True,True,,False,,,,,,,False,
46035,701,477.0,,479.2,,394.0,482.0,,,,,526.3,,335.0,,1316.6,37.1,,265.6,394.5,203.0,,716.0,,,,,,,261.0,,-224.0,,-221.8,,-307.0,-219.0,,,,,-174.7,,-366.0,,615.6,-663.9,,-435.4,-306.5,-498.0,,15.0,,,,,,,-440.0,,,True,,False,True,,,,,True,,False,,False,False,,False,False,False,,True,,,,,,,False,
46037,72,33.0,,33.5,,32.0,16.0,,,,,44.6,,57.0,,37.2,1.3,,15.1,46.3,0.0,,59.0,,,,,,,11.0,,-39.0,,-38.5,,-40.0,-56.0,,,,,-27.4,,-15.0,,-34.8,-70.7,,-56.9,-25.7,-72.0,,-13.0,,,,,,,-61.0,,,True,,False,False,,,,,True,,True,,True,False,,False,True,False,,True,,,,,,,False,
46039,77,72.0,,73.9,,49.0,21.0,,,,,33.7,,49.0,,185.2,9.0,,29.2,67.0,0.0,,143.0,,,,,,,68.0,,-5.0,,-3.1,,-28.0,-56.0,,,,,-43.3,,-28.0,,108.2,-68.0,,-47.8,-10.0,-77.0,,66.0,,,,,,,-9.0,,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,
46041,261,159.0,,156.0,,127.0,,,,,,56.9,,31.0,,191.2,11.3,,128.0,125.3,0.0,,232.0,,,,,,,0.0,,-102.0,,-105.0,,-134.0,,,,,,-204.1,,-230.0,,-69.8,-249.7,,-133.0,-135.7,-261.0,,-29.0,,,,,,,-261.0,,,False,,False,,,,,,False,,False,,True,False,,False,False,False,,True,,,,,,,False,
46043,69,63.0,,60.9,,46.0,21.0,,,,,30.5,,22.0,,144.7,1.8,,14.2,47.1,52.3,,69.0,,,,,,,25.0,,-6.0,,-8.1,,-23.0,-48.0,,,,,-38.5,,-47.0,,75.7,-67.2,,-54.8,-21.9,-16.7,,0.0,,,,,,,-44.0,,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,True,,,,,,,False,
46045,54,54.0,,46.9,,29.0,0.0,,,,,35.3,,41.0,,30.7,2.8,,11.7,30.8,0.0,,43.0,,,,,,,31.0,,0.0,,-7.1,,-25.0,-54.0,,,,,-18.7,,-13.0,,-23.3,-51.2,,-42.3,-23.2,-54.0,,-11.0,,,,,,,-23.0,,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,
46047,92,84.0,,82.8,,52.0,0.0,,,,,42.7,,42.0,,180.7,4.4,,48.3,93.8,0.0,,167.0,,,,,,,84.0,,-8.0,,-9.2,,-40.0,-92.0,,,,,-49.3,,-50.0,,88.7,-87.6,,-43.7,1.8,-92.0,,75.0,,,,,,,-8.0,,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,False,,,,,,,False,
