,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
48169,46,33.0,,37.9,,29.0,63.0,0.0,,,,,23.1,,23.7,,,82.0,1033.9,,30.2,,,26.0,27.2,,,,51.0,27.0,30.8,,,,,,,,,,91.9,-13.0,,-8.1,,-17.0,17.0,-46.0,,,,,-22.9,,-22.3,,,36.0,987.9,,-15.8,,,-20.0,-18.8,,,,5.0,-19.0,-15.2,,,,,,,,,,45.9,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,,False
48171,176,243.0,,257.9,,230.0,214.0,304.0,,,,,170.9,,195.6,,,415.0,258.0,,185.0,,,126.0,158.4,,,,401.0,166.0,665.2,,,,,,,,,,267.8,67.0,,81.9,,54.0,38.0,128.0,,,,,-5.1,,19.6,,,239.0,82.0,,9.0,,,-50.0,-17.6,,,,225.0,-10.0,489.2,,,,,,,,,,91.8,,False,,True,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,,,,False
48173,3,0.0,,0.0,,3.0,6.0,0.0,,,,,3.5,,9.8,,,20.0,29.3,,4.2,,,11.0,9.9,,,,6.0,6.0,3.0,,,,,,,,,,,-3.0,,-3.0,,0.0,3.0,-3.0,,,,,0.5,,6.8,,,17.0,26.3,,1.2,,,8.0,6.9,,,,3.0,3.0,0.0,,,,,,,,,,,,False,,True,False,False,,,,,True,,False,,,False,False,,True,,,False,False,,,,False,False,True,,,,,,,,,,
48175,18,75.0,,49.4,,52.0,67.0,1.0,,,,,35.6,,30.9,,,93.0,1030.4,,57.0,,,51.0,40.5,,,,,53.0,45.9,,,,,,,,,,69.4,57.0,,31.4,,34.0,49.0,-17.0,,,,,17.6,,12.9,,,75.0,1012.4,,39.0,,,33.0,22.5,,,,,35.0,27.9,,,,,,,,,,51.4,,True,,True,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,,True,True,,,,,,,,,,True
48177,181,261.0,,292.4,,261.0,216.0,514.0,,,,,189.8,,121.8,,,355.0,325.4,,244.7,,,111.0,171.8,,,,489.0,189.0,370.6,,,,,,197.3,,,,277.2,80.0,,111.4,,80.0,35.0,333.0,,,,,8.8,,-59.2,,,174.0,144.4,,63.7,,,-70.0,-9.2,,,,308.0,8.0,189.6,,,,,,16.3,,,,96.2,,False,,False,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,True,,,,False
48179,194,81.0,,96.0,,92.0,112.0,140.0,,,,,68.4,,120.6,,,197.0,193.6,,86.1,,,80.0,67.3,,,,101.0,75.0,196.4,,,,,,,,,,205.0,-113.0,,-98.0,,-102.0,-82.0,-54.0,,,,,-125.6,,-73.4,,,3.0,-0.4,,-107.9,,,-114.0,-126.7,,,,-93.0,-119.0,2.4,,,,,,,,,,11.0,,True,,True,True,True,,,,,False,,True,,,True,True,,True,,,False,False,,,,True,False,True,,,,,,,,,,True
48181,676,1404.0,,1518.6,,878.0,890.0,1306.0,,,,,698.7,,1777.4,,1102.0,1621.0,649.1,,800.8,749.5,,508.5,701.8,,,,1119.0,939.0,1952.9,,,,,,974.8,506.0,,,1146.8,728.0,,842.6,,202.0,214.0,630.0,,,,,22.7,,1101.4,,426.0,945.0,-26.9,,124.8,73.5,,-167.5,25.8,,,,443.0,263.0,1276.9,,,,,,298.8,-170.0,,,470.8,,False,,True,True,True,,,,,True,,False,,True,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,True
48183,728,942.0,,759.6,,849.0,958.0,327.0,,,,,804.7,,764.5,,,1333.0,1646.5,,843.4,684.5,,1632.0,521.2,,,,1081.0,709.0,2158.4,,,,,,577.8,,,,866.2,214.0,,31.6,,121.0,230.0,-401.0,,,,,76.7,,36.5,,,605.0,918.5,,115.4,-43.5,,904.0,-206.8,,,,353.0,-19.0,1430.4,,,,,,-150.2,,,,138.2,,True,,True,False,False,,,,,True,,True,,,False,False,,True,True,,False,True,,,,False,True,False,,,,,,True,,,,True
48185,188,3822.0,,3956.7,,603.0,1164.0,398.0,,,,,293.4,,115.4,,,412.0,66.0,,1243.7,,,127.0,686.4,,,,,526.0,2169.8,,,,,,,,,,1308.2,3634.0,,3768.7,,415.0,976.0,210.0,,,,,105.4,,-72.6,,,224.0,-122.0,,1055.7,,,-61.0,498.4,,,,,338.0,1981.8,,,,,,,,,,1120.2,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,,True,True,,,,,,,,,,True
48187,1171,1953.0,,1557.9,,1573.0,1561.0,1177.0,,,,,1189.2,,1370.7,,,2618.0,3726.6,,1665.2,1721.5,,1938.0,1433.5,,,,4593.0,1455.0,1909.5,,,,,,2039.9,1007.0,,,2262.3,782.0,,386.9,,402.0,390.0,6.0,,,,,18.2,,199.7,,,1447.0,2555.6,,494.2,550.5,,767.0,262.5,,,,3422.0,284.0,738.5,,,,,,868.9,-164.0,,,1091.3,,True,,True,True,True,,,,,True,,True,,,False,False,,True,True,,True,True,,,,False,True,True,,,,,,False,True,,,False
48189,100,327.0,,294.0,,219.0,293.0,97.0,,,,,237.8,,132.1,,,258.0,46.0,,197.6,111.0,,143.0,170.2,,,,138.0,218.0,529.1,,,,,,417.9,,,,408.7,227.0,,194.0,,119.0,193.0,-3.0,,,,,137.8,,32.1,,,158.0,-54.0,,97.6,11.0,,43.0,70.2,,,,38.0,118.0,429.1,,,,,,317.9,,,,308.7,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,False,,,,False
48191,32,33.0,,24.5,,25.0,29.0,0.0,,,,,28.6,,24.1,,,36.0,7.3,,27.7,,,11.0,14.8,,,,32.0,24.0,79.7,,,,,,,,,,48.6,1.0,,-7.5,,-7.0,-3.0,-32.0,,,,,-3.4,,-7.9,,,4.0,-24.7,,-4.3,,,-21.0,-17.2,,,,0.0,-8.0,47.7,,,,,,,,,,16.6,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,,False
48193,24,375.0,,392.3,,100.0,129.0,65.0,,,,,57.0,,53.9,,,181.0,11.7,,108.8,,,20.0,88.4,,,,298.0,145.0,156.2,,,,,,,,,,148.7,351.0,,368.3,,76.0,105.0,41.0,,,,,33.0,,29.9,,,157.0,-12.3,,84.8,,,-4.0,64.4,,,,274.0,121.0,132.2,,,,,,,,,,124.7,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,,True
48195,65,42.0,,27.9,,40.0,57.0,28.0,,,,,57.6,,4.4,,,35.0,388.2,,40.9,,,10.0,39.1,,,,78.0,42.0,62.5,,,,,,,,,,101.9,-23.0,,-37.1,,-25.0,-8.0,-37.0,,,,,-7.4,,-60.6,,,-30.0,323.2,,-24.1,,,-55.0,-25.9,,,,13.0,-23.0,-2.5,,,,,,,,,,36.9,,False,,False,True,False,,,,,True,,False,,,False,False,,False,,,False,False,,,,True,False,True,,,,,,,,,,False
48197,19,24.0,,43.3,,23.0,26.0,0.0,,,,,23.3,,54.5,,,57.0,9.0,,21.8,,,35.0,15.5,,,,22.0,22.0,50.2,,,,,,,,,,,5.0,,24.3,,4.0,7.0,-19.0,,,,,4.3,,35.5,,,38.0,-10.0,,2.8,,,16.0,-3.5,,,,3.0,3.0,31.2,,,,,,,,,,,,False,,True,False,False,,,,,True,,False,,,False,False,,True,,,False,True,,,,True,True,False,,,,,,,,,,
48199,436,177.0,,172.6,,239.0,459.0,185.0,,,,,335.3,,228.3,,,618.0,284.6,,263.5,147.5,,545.0,125.9,,,,,217.0,583.6,,,,,,296.1,,,,790.5,-259.0,,-263.4,,-197.0,23.0,-251.0,,,,,-100.7,,-207.7,,,182.0,-151.4,,-172.5,-288.5,,109.0,-310.1,,,,,-219.0,147.6,,,,,,-139.9,,,,354.5,,False,,True,True,True,,,,,True,,True,,,True,True,,True,False,,True,False,,,,,True,True,,,,,,True,,,,False
48201,21769,37146.0,,39826.8,45714.0,33309.0,31339.0,19752.0,,,,,20366.2,,28087.1,,33684.2,52306.0,52119.5,,37030.0,40257.0,,25721.0,23255.4,,,,40432.0,26651.0,59365.7,,,,,,32641.4,24836.0,,,30824.2,15377.0,,18057.8,23945.0,11540.0,9570.0,-2017.0,,,,,-1402.8,,6318.1,,11915.2,30537.0,30350.5,,15261.0,18488.0,,3952.0,1486.4,,,,18663.0,4882.0,37596.7,,,,,,10872.4,3067.0,,,9055.2,,False,False,True,True,True,,,,,True,,True,,True,False,False,,True,False,,True,True,,,,False,True,False,,,,,,True,True,,,True
48203,264,819.0,,817.8,,558.0,657.0,399.0,,,,,400.2,,1249.0,,,710.0,294.2,,610.0,491.5,,906.0,544.9,,,,985.0,530.0,973.3,,,,,,565.7,,,,745.2,555.0,,553.8,,294.0,393.0,135.0,,,,,136.2,,985.0,,,446.0,30.2,,346.0,227.5,,642.0,280.9,,,,721.0,266.0,709.3,,,,,,301.7,,,,481.2,,True,,True,True,True,,,,,True,,False,,,True,True,,True,True,,False,True,,,,False,True,False,,,,,,True,,,,True
48205,65,84.0,,93.0,,43.0,53.0,,,,,,26.6,,20.5,,,52.0,197.2,,67.6,,,16.0,51.6,,,,49.0,61.0,130.4,,,,,,,,,,31.6,19.0,,28.0,,-22.0,-12.0,,,,,,-38.4,,-44.5,,,-13.0,132.2,,2.6,,,-49.0,-13.4,,,,-16.0,-4.0,65.4,,,,,,,,,,-33.4,,False,,False,True,,,,,,False,,False,,,True,False,,True,,,False,True,,,,True,True,False,,,,,,,,,,False
48207,12,60.0,,60.8,,38.0,45.0,20.0,,,,,36.3,,47.3,,,122.0,16.2,,38.2,,,20.0,32.7,,,,57.0,38.0,72.7,,,,,,,,,,77.6,48.0,,48.8,,26.0,33.0,8.0,,,,,24.3,,35.3,,,110.0,4.2,,26.2,,,8.0,20.7,,,,45.0,26.0,60.7,,,,,,,,,,65.6,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,,,,False
48209,957,2214.0,,2059.0,,1547.0,1649.0,867.0,,,,,1295.3,,1251.0,,,3682.0,2020.1,,1897.5,940.5,,1032.5,1448.9,,,,2688.0,2040.0,1676.4,,,,,,1880.3,510.0,,,2192.6,1257.0,,1102.0,,590.0,692.0,-90.0,,,,,338.3,,294.0,,,2725.0,1063.1,,940.5,-16.5,,75.5,491.9,,,,1731.0,1083.0,719.4,,,,,,923.3,-447.0,,,1235.6,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,True
48211,13,18.0,,18.2,,30.0,34.0,65.0,,,,,39.3,,7.8,,,34.0,79.1,,34.6,,,3.0,17.6,,,,25.0,18.0,102.1,,,,,,,,,,49.1,5.0,,5.2,,17.0,21.0,52.0,,,,,26.3,,-5.2,,,21.0,66.1,,21.6,,,-10.0,4.6,,,,12.0,5.0,89.1,,,,,,,,,,36.1,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,,,,False
48213,450,624.0,,677.1,,593.0,549.0,532.0,,,,,375.2,,541.0,,,935.0,661.7,,487.1,355.5,,725.0,405.1,,,,709.0,478.0,667.2,,,,,,473.2,,,,585.6,174.0,,227.1,,143.0,99.0,82.0,,,,,-74.8,,91.0,,,485.0,211.7,,37.1,-94.5,,275.0,-44.9,,,,259.0,28.0,217.2,,,,,,23.2,,,,135.6,,False,,True,True,True,,,,,True,,True,,,False,False,,True,True,,False,True,,,,False,True,False,,,,,,True,,,,True
48215,9114,12057.0,,11723.5,9144.8,9349.0,8793.0,23661.0,,,,,5241.0,,4420.7,,,11093.0,13402.1,,8072.8,10920.5,,8493.0,9483.5,,,,8437.0,6746.0,7931.3,,,,,,12704.5,4900.0,,,8991.2,2943.0,,2609.5,30.8,235.0,-321.0,14547.0,,,,,-3873.0,,-4693.3,,,1979.0,4288.1,,-1041.2,1806.5,,-621.0,369.5,,,,-677.0,-2368.0,-1182.7,,,,,,3590.5,-4214.0,,,-122.8,,True,True,True,True,False,,,,,False,,False,,,True,False,,True,True,,True,True,,,,True,True,True,,,,,,False,False,,,True
48217,174,4881.0,,5195.2,,895.0,1492.0,625.0,,,,,452.8,,217.8,,,546.0,52.9,,1358.3,14479.0,,497.0,837.7,,,,,669.0,2881.5,,,,,,2823.8,,,,1308.8,4707.0,,5021.2,,721.0,1318.0,451.0,,,,,278.8,,43.8,,,372.0,-121.1,,1184.3,14305.0,,323.0,663.7,,,,,495.0,2707.5,,,,,,2649.8,,,,1134.8,,False,,True,True,True,,,,,True,,True,,,True,True,,True,False,,True,True,,,,,True,True,,,,,,True,,,,True
48219,171,84.0,,81.1,,84.0,126.0,77.0,,,,,80.7,,94.9,,,163.0,160.1,,90.1,,,59.0,70.3,,,,68.0,85.0,194.9,,,,,,190.1,,,,220.9,-87.0,,-89.9,,-87.0,-45.0,-94.0,,,,,-90.3,,-76.1,,,-8.0,-10.9,,-80.9,,,-112.0,-100.7,,,,-103.0,-86.0,23.9,,,,,,19.1,,,,49.9,,False,,False,True,False,,,,,False,,True,,,True,True,,True,,,False,False,,,,False,True,True,,,,,,True,,,,True
48221,318,657.0,,686.8,,438.0,515.0,393.0,,,,,438.6,,406.0,,,990.0,298.1,,480.1,399.0,,344.5,379.7,,,,690.0,450.0,989.8,,,,,,303.7,,,,945.1,339.0,,368.8,,120.0,197.0,75.0,,,,,120.6,,88.0,,,672.0,-19.9,,162.1,81.0,,26.5,61.7,,,,372.0,132.0,671.8,,,,,,-14.3,,,,627.1,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False
48223,168,321.0,,318.2,,277.0,272.0,318.0,,,,,188.2,,275.7,,,428.0,117.7,,141.5,161.0,,278.0,213.8,,,,270.0,266.0,343.9,,,,,,,,,,456.0,153.0,,150.2,,109.0,104.0,150.0,,,,,20.2,,107.7,,,260.0,-50.3,,-26.5,-7.0,,110.0,45.8,,,,102.0,98.0,175.9,,,,,,,,,,288.0,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,,False
48225,63,132.0,,129.3,,116.0,115.0,103.0,,,,,94.9,,107.9,,,248.0,35.3,,118.4,,,51.0,92.3,,,,155.0,136.0,210.3,,,,,,,,,,203.2,69.0,,66.3,,53.0,52.0,40.0,,,,,31.9,,44.9,,,185.0,-27.7,,55.4,,,-12.0,29.3,,,,92.0,73.0,147.3,,,,,,,,,,140.2,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,False,False,,,,,,,,,,False
48227,85,72.0,,85.3,,149.0,201.0,331.0,,,,,195.8,,57.1,,,379.0,147.9,,214.1,134.5,,126.0,133.8,,,,,72.0,423.7,,,,,,,,,,300.7,-13.0,,0.3,,64.0,116.0,246.0,,,,,110.8,,-27.9,,,294.0,62.9,,129.1,49.5,,41.0,48.8,,,,,-13.0,338.7,,,,,,,,,,215.7,,True,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,,False,False,,,,,,,,,,False
48229,38,0.0,,0.0,,4.0,23.0,0.0,,,,,22.0,,34.8,,,50.0,305.3,,7.9,,,3.0,27.0,,,,1.0,3.0,97.3,,,,,,,,,,,-38.0,,-38.0,,-34.0,-15.0,-38.0,,,,,-16.0,,-3.2,,,12.0,267.3,,-30.1,,,-35.0,-11.0,,,,-37.0,-35.0,59.3,,,,,,,,,,,,False,,True,True,False,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,False,,,,,,,,,,
48231,93,921.0,,941.5,,711.0,1078.0,498.0,,,,,357.6,,1485.4,,965.1,1106.0,206.9,,507.4,336.5,,802.0,408.4,,,,1084.0,656.0,4480.0,,,,,,729.3,,,,749.4,828.0,,848.5,,618.0,985.0,405.0,,,,,264.6,,1392.4,,872.1,1013.0,113.9,,414.4,243.5,,709.0,315.4,,,,991.0,563.0,4387.0,,,,,,636.3,,,,656.4,,False,,True,False,True,,,,,True,,False,,False,False,True,,True,True,,True,True,,,,False,True,False,,,,,,True,,,,True
48233,118,126.0,,149.6,,129.0,141.0,184.0,,,,,69.4,,195.5,,,132.0,697.0,,79.3,,,74.0,91.9,,,,159.0,106.0,187.4,,,,,,,,,,231.5,8.0,,31.6,,11.0,23.0,66.0,,,,,-48.6,,77.5,,,14.0,579.0,,-38.7,,,-44.0,-26.1,,,,41.0,-12.0,69.4,,,,,,,,,,113.5,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,False
48235,18,9.0,,7.4,,7.0,8.0,0.0,,,,,5.2,,16.1,,,24.0,1.7,,9.5,,,4.0,8.3,,,,8.0,6.0,12.7,,,,,,,,,,,-9.0,,-10.6,,-11.0,-10.0,-18.0,,,,,-12.8,,-1.9,,,6.0,-16.3,,-8.5,,,-14.0,-9.7,,,,-10.0,-12.0,-5.3,,,,,,,,,,,,False,,False,False,False,,,,,False,,True,,,True,False,,True,,,False,False,,,,False,False,True,,,,,,,,,,
48237,15,51.0,,53.9,,49.0,52.0,46.0,,,,,34.8,,87.3,,,149.0,53.2,,40.1,,,21.0,35.6,,,,65.0,47.0,69.1,,,,,,,,,,78.3,36.0,,38.9,,34.0,37.0,31.0,,,,,19.8,,72.3,,,134.0,38.2,,25.1,,,6.0,20.6,,,,50.0,32.0,54.1,,,,,,,,,,63.3,,False,,True,False,True,,,,,True,,False,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,,,,False
48239,130,138.0,,150.7,,145.0,178.0,283.0,,,,,114.6,,130.6,,,175.0,321.0,,120.5,,,106.0,99.2,,,,265.0,120.0,233.3,,,,,,,,,,210.1,8.0,,20.7,,15.0,48.0,153.0,,,,,-15.4,,0.6,,,45.0,191.0,,-9.5,,,-24.0,-30.8,,,,135.0,-10.0,103.3,,,,,,,,,,80.1,,False,,False,False,False,,,,,False,,True,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,False
48241,122,162.0,,377.6,,143.0,210.0,131.0,,,,,120.5,,205.2,,,420.0,215.0,,149.3,46.0,,88.0,117.4,,,,,176.0,364.3,,,,,,115.7,,,,55.5,40.0,,255.6,,21.0,88.0,9.0,,,,,-1.5,,83.2,,,298.0,93.0,,27.3,-76.0,,-34.0,-4.6,,,,,54.0,242.3,,,,,,-6.3,,,,-66.5,,False,,True,False,True,,,,,True,,False,,,False,False,,True,False,,True,True,,,,,False,False,,,,,,True,,,,False
48243,34,51.0,,51.7,,26.0,29.0,,,,,,8.5,,52.8,,,27.0,46.7,,17.8,,,22.0,32.8,,,,,26.0,16.7,,,,,,,,,,,17.0,,17.7,,-8.0,-5.0,,,,,,-25.5,,18.8,,,-7.0,12.7,,-16.2,,,-12.0,-1.2,,,,,-8.0,-17.3,,,,,,,,,,,,False,,True,True,,,,,,False,,False,,,True,True,,True,,,True,True,,,,,True,False,,,,,,,,,,
48245,603,2034.0,,1986.4,,1533.0,1564.0,3442.0,,,,,1263.7,,3096.6,,1811.1,2459.0,585.2,,1470.8,865.5,,1516.0,1099.7,,,,1855.0,1112.0,1273.2,,,,,,1491.0,581.0,,,1632.0,1431.0,,1383.4,,930.0,961.0,2839.0,,,,,660.7,,2493.6,,1208.1,1856.0,-17.8,,867.8,262.5,,913.0,496.7,,,,1252.0,509.0,670.2,,,,,,888.0,-22.0,,,1029.0,,True,,True,True,False,,,,,True,,False,,True,False,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,True
48247,38,66.0,,76.0,,61.0,124.0,21.0,,,,,48.4,,119.7,,,111.0,13.5,,49.4,,,74.0,94.1,,,,69.0,41.0,77.3,,,,,,,,,,64.7,28.0,,38.0,,23.0,86.0,-17.0,,,,,10.4,,81.7,,,73.0,-24.5,,11.4,,,36.0,56.1,,,,31.0,3.0,39.3,,,,,,,,,,26.7,,False,,True,False,True,,,,,True,,False,,,False,True,,True,,,False,False,,,,False,True,False,,,,,,,,,,True
48249,173,387.0,,392.9,,276.0,358.0,198.0,,,,,283.5,,446.4,,,575.0,198.0,,289.2,299.0,,260.0,237.9,,,,372.0,217.0,520.2,,,,,,,,,,517.4,214.0,,219.9,,103.0,185.0,25.0,,,,,110.5,,273.4,,,402.0,25.0,,116.2,126.0,,87.0,64.9,,,,199.0,44.0,347.2,,,,,,,,,,344.4,,False,,True,True,True,,,,,True,,False,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,,False
48251,1132,2733.0,,2714.7,,1855.0,1878.0,2383.0,,,,,1408.2,,2012.9,,2131.8,2614.0,1256.5,,1783.3,1498.0,,1635.5,1655.5,,,,2391.0,1812.0,4313.8,,,,,,1575.7,1737.0,,,2485.0,1601.0,,1582.7,,723.0,746.0,1251.0,,,,,276.2,,880.9,,999.8,1482.0,124.5,,651.3,366.0,,503.5,523.5,,,,1259.0,680.0,3181.8,,,,,,443.7,605.0,,,1353.0,,True,,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,True
48253,89,12.0,,16.6,,54.0,76.0,66.0,,,,,122.6,,74.7,,,260.0,37.6,,163.2,,,21.0,54.4,,,,,33.0,122.7,,,,,,192.3,,,,159.6,-77.0,,-72.4,,-35.0,-13.0,-23.0,,,,,33.6,,-14.3,,,171.0,-51.4,,74.2,,,-68.0,-34.6,,,,,-56.0,33.7,,,,,,103.3,,,,70.6,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,,True,True,,,,,,False,,,,True
48255,140,165.0,,177.2,,150.0,182.0,,,,,,122.2,,50.7,,,235.0,614.4,,147.7,,,75.0,134.7,,,,321.0,136.0,166.2,,,,,,,,,,378.6,25.0,,37.2,,10.0,42.0,,,,,,-17.8,,-89.3,,,95.0,474.4,,7.7,,,-65.0,-5.3,,,,181.0,-4.0,26.2,,,,,,,,,,238.6,,False,,True,False,,,,,,True,,False,,,False,False,,True,,,False,True,,,,False,True,False,,,,,,,,,,False
48257,1036,2157.0,,2256.9,,1434.0,1493.0,1788.0,,,,,1001.6,,1311.7,,1643.5,1477.0,1244.6,,1294.7,1113.5,,1567.0,1369.4,,,,2125.0,1375.0,2094.8,,,,,,1232.0,763.0,,,1796.3,1121.0,,1220.9,,398.0,457.0,752.0,,,,,-34.4,,275.7,,607.5,441.0,208.6,,258.7,77.5,,531.0,333.4,,,,1089.0,339.0,1058.8,,,,,,196.0,-273.0,,,760.3,,False,,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,True
48259,421,663.0,,659.4,,458.0,442.0,695.0,,,,,230.0,,597.5,,,675.0,376.5,,351.9,423.5,,442.0,360.3,,,,982.0,409.0,650.1,,,,,,637.5,,,,407.3,242.0,,238.4,,37.0,21.0,274.0,,,,,-191.0,,176.5,,,254.0,-44.5,,-69.1,2.5,,21.0,-60.7,,,,561.0,-12.0,229.1,,,,,,216.5,,,,-13.7,,True,,True,True,False,,,,,True,,True,,,False,True,,True,True,,True,True,,,,False,True,True,,,,,,True,,,,True
48261,2,3.0,,2.4,,1.0,7.0,0.0,,,,,1.2,,2.4,,,6.0,0.5,,0.9,,,7.0,1.4,,,,1.0,1.0,4.3,,,,,,,,,,,1.0,,0.4,,-1.0,5.0,-2.0,,,,,-0.8,,0.4,,,4.0,-1.5,,-1.1,,,5.0,-0.6,,,,-1.0,-1.0,2.3,,,,,,,,,,,,True,,False,False,False,,,,,True,,True,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,,,,
48263,3,12.0,,11.1,,6.0,8.0,0.0,,,,,4.0,,2.9,,,6.0,1.8,,4.2,,,9.0,1.0,,,,7.0,7.0,12.5,,,,,,,,,,,9.0,,8.1,,3.0,5.0,-3.0,,,,,1.0,,-0.1,,,3.0,-1.2,,1.2,,,6.0,-2.0,,,,4.0,4.0,9.5,,,,,,,,,,,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,False,,,,,,,,,,
