,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
42009,194,60.0,55.9,,58.0,57.0,,,,,31.0,,80.2,187.3,,62.1,93.8,,15.4,,58.1,,,36.0,81.7,-134.0,-138.1,,-136.0,-137.0,,,,,-163.0,,-113.8,-6.7,,-131.9,-100.2,,-178.6,,-135.9,,,-158.0,-112.3,False,,False,False,,,,,False,,True,True,,True,True,,False,,False,,,False,True
42011,2304,944.0,940.7,,895.0,1019.0,,,,,743.0,,861.4,2981.2,,627.4,1232.6,,1596.9,,1060.7,1377.0,,779.0,747.6,-1360.0,-1363.3,,-1409.0,-1285.0,,,,,-1561.0,,-1442.6,677.2,,-1676.6,-1071.4,,-707.1,,-1243.3,-927.0,,-1525.0,-1556.4,False,,False,True,,,,,False,,False,True,,False,True,,True,,True,True,,False,False
42013,635,296.0,332.3,,296.0,334.0,,,,,168.0,,432.3,536.6,,313.0,410.7,,200.7,,136.1,,,267.0,233.5,-339.0,-302.7,,-339.0,-301.0,,,,,-467.0,,-202.7,-98.4,,-322.0,-224.3,,-434.3,,-498.9,,,-368.0,-401.5,True,,False,True,,,,,False,,True,True,,True,True,,False,,False,,,False,False
42015,679,176.0,178.6,,182.0,422.0,,,,,45.0,,293.8,110.4,,210.6,239.6,,731.6,,113.8,,,354.0,203.4,-503.0,-500.4,,-497.0,-257.0,,,,,-634.0,,-385.2,-568.6,,-468.4,-439.4,,52.6,,-565.2,,,-325.0,-475.6,True,,True,True,,,,,False,,True,False,,True,True,,True,,False,,,True,True
42017,1461,896.0,875.5,1139.4,781.0,706.0,,,,,647.0,,888.6,3752.4,,619.8,1037.3,,906.8,,602.8,1190.0,,886.0,590.8,-565.0,-585.5,-321.6,-680.0,-755.0,,,,,-814.0,,-572.4,2291.4,,-841.2,-423.7,,-554.2,,-858.2,-271.0,,-575.0,-870.2,False,True,False,False,,,,,False,,False,False,,False,True,,True,,False,True,,False,False
42019,739,224.0,227.3,,211.0,198.0,,,,,133.0,,256.5,412.8,,217.1,335.1,,941.3,,144.0,281.0,,209.0,202.1,-515.0,-511.7,,-528.0,-541.0,,,,,-606.0,,-482.5,-326.2,,-521.9,-403.9,,202.3,,-595.0,-458.0,,-530.0,-536.9,True,,False,False,,,,,False,,True,True,,False,True,,True,,False,True,,False,False
42021,564,288.0,281.5,,259.0,649.0,,,,,103.0,,317.6,503.6,,202.8,258.0,,448.8,,159.7,725.0,,584.0,168.5,-276.0,-282.5,,-305.0,85.0,,,,,-461.0,,-246.4,-60.4,,-361.2,-306.0,,-115.2,,-404.3,161.0,,20.0,-395.5,False,,False,True,,,,,False,,True,True,,False,False,,True,,False,True,,True,False
42023,2,0.0,0.0,,0.0,0.0,,,,,8.0,,0.5,1.1,,0.3,0.0,,0.0,,,,,0.0,4.0,-2.0,-2.0,,-2.0,-2.0,,,,,6.0,,-1.5,-0.9,,-1.7,-2.0,,-2.0,,,,,-2.0,2.0,False,,False,False,,,,,False,,True,True,,True,True,,False,,,,,False,False
42025,138,40.0,30.2,,33.0,40.0,,,,,37.0,,69.3,138.5,,11.5,64.8,,18.7,,26.8,,,35.0,39.5,-98.0,-107.8,,-105.0,-98.0,,,,,-101.0,,-68.7,0.5,,-126.5,-73.2,,-119.3,,-111.2,,,-103.0,-98.5,False,,False,False,,,,,False,,True,True,,False,True,,False,,False,,,False,False
42027,1418,1844.0,1801.6,,1756.0,1408.0,,,,,370.0,,3083.8,846.8,,2144.4,1897.6,,1370.8,,3082.7,2133.0,,0.0,1083.7,426.0,383.6,,338.0,-10.0,,,,,-1048.0,,1665.8,-571.2,,726.4,479.6,,-47.2,,1664.7,715.0,,-1418.0,-334.3,True,,True,True,,,,,False,,False,False,,False,False,,True,,False,False,,False,True
42029,1158,1052.0,986.2,,716.0,1265.0,,,,,685.0,,978.1,1900.7,,270.0,696.0,,145.0,,881.5,404.0,,690.0,641.5,-106.0,-171.8,,-442.0,107.0,,,,,-473.0,,-179.9,742.7,,-888.0,-462.0,,-1013.0,,-276.5,-754.0,,-468.0,-516.5,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,False,,False,False
42031,114,36.0,35.9,,33.0,62.0,,,,,31.0,,68.0,102.1,,15.0,55.8,,33.9,,22.1,,,63.0,25.5,-78.0,-78.1,,-81.0,-52.0,,,,,-83.0,,-46.0,-11.9,,-99.0,-58.2,,-80.1,,-91.9,,,-51.0,-88.5,False,,False,True,,,,,False,,True,True,,False,True,,False,,False,,,True,False
42033,158,80.0,89.4,,76.0,56.0,,,,,95.0,,108.5,238.9,,25.4,75.6,,14.4,,77.5,,,59.0,84.0,-78.0,-68.6,,-82.0,-102.0,,,,,-63.0,,-49.5,80.9,,-132.6,-82.4,,-143.6,,-80.5,,,-99.0,-74.0,True,,False,False,,,,,True,,True,False,,False,False,,False,,False,,,False,True
42035,68,16.0,14.0,,28.0,31.0,,,,,56.0,,43.2,110.9,,10.0,46.7,,8.3,,28.0,,,6.0,44.7,-52.0,-54.0,,-40.0,-37.0,,,,,-12.0,,-24.8,42.9,,-58.0,-21.3,,-59.7,,-40.0,,,-62.0,-23.3,False,,True,True,,,,,True,,True,True,,False,True,,False,,True,,,False,True
42037,142,192.0,226.7,,187.0,73.0,,,,,186.0,,202.1,468.9,,111.4,240.4,,202.4,,241.3,,,283.0,163.9,50.0,84.7,,45.0,-69.0,,,,,44.0,,60.1,326.9,,-30.6,98.4,,60.4,,99.3,,,141.0,21.9,False,,True,False,,,,,True,,False,False,,True,False,,False,,False,,,False,True
42039,250,68.0,55.1,,65.0,56.0,,,,,76.0,,99.7,286.0,,26.3,82.1,,20.4,,66.4,,,37.0,92.0,-182.0,-194.9,,-185.0,-194.0,,,,,-174.0,,-150.3,36.0,,-223.7,-167.9,,-229.6,,-183.6,,,-213.0,-158.0,False,,False,False,,,,,True,,True,True,,False,True,,False,,False,,,False,True
42041,643,408.0,415.9,,413.0,467.0,,,,,442.0,,443.2,562.3,,353.5,474.3,,463.7,,385.0,474.0,,587.0,347.6,-235.0,-227.1,,-230.0,-176.0,,,,,-201.0,,-199.8,-80.7,,-289.5,-168.7,,-179.3,,-258.0,-169.0,,-56.0,-295.4,True,,True,True,,,,,True,,True,True,,False,True,,True,,False,True,,True,False
42043,1063,456.0,450.4,,476.0,531.0,,,,,736.0,,468.0,1465.3,,321.2,669.4,,1114.3,,556.8,524.0,,437.0,273.4,-607.0,-612.6,,-587.0,-532.0,,,,,-327.0,,-595.0,402.3,,-741.8,-393.6,,51.3,,-506.2,-539.0,,-626.0,-789.6,False,,True,True,,,,,True,,True,True,,False,True,,True,,True,True,,False,False
42045,2267,1108.0,1091.4,1123.5,1017.0,1334.0,,,,,719.0,,1007.2,2195.9,,721.7,1454.5,,1142.7,,1011.6,1535.0,,1110.0,708.2,-1159.0,-1175.6,-1143.5,-1250.0,-933.0,,,,,-1548.0,,-1259.8,-71.1,,-1545.3,-812.5,,-1124.3,,-1255.4,-732.0,,-1157.0,-1558.8,False,True,False,True,,,,,False,,False,True,,False,True,,True,,False,True,,True,False
42047,101,20.0,19.8,,20.0,0.0,,,,,23.0,,47.7,49.9,,11.9,15.8,,16.9,,19.6,,,22.0,12.9,-81.0,-81.2,,-81.0,-101.0,,,,,-78.0,,-53.3,-51.1,,-89.1,-85.2,,-84.1,,-81.4,,,-79.0,-88.1,False,,False,False,,,,,True,,True,True,,False,False,,False,,False,,,True,False
42049,620,264.0,263.9,,270.0,312.0,,,,,261.0,,286.5,663.5,,225.1,421.9,,626.2,,192.6,839.0,,325.0,191.5,-356.0,-356.1,,-350.0,-308.0,,,,,-359.0,,-333.5,43.5,,-394.9,-198.1,,6.2,,-427.4,219.0,,-295.0,-428.5,False,,True,True,,,,,False,,True,True,,False,True,,True,,False,True,,True,False
42051,239,112.0,111.2,,110.0,114.0,,,,,94.0,,135.0,330.6,,49.1,133.3,,262.3,,78.2,95.0,,119.0,74.0,-127.0,-127.8,,-129.0,-125.0,,,,,-145.0,,-104.0,91.6,,-189.9,-105.7,,23.3,,-160.8,-144.0,,-120.0,-165.0,False,,False,True,,,,,False,,True,True,,False,True,,True,,False,False,,True,False
42053,4,0.0,0.7,,0.0,0.0,,,,,10.0,,0.6,1.4,,0.4,0.0,,0.5,,,,,0.0,4.0,-4.0,-3.3,,-4.0,-4.0,,,,,6.0,,-3.4,-2.6,,-3.6,-4.0,,-3.5,,,,,-4.0,0.0,True,,False,False,,,,,False,,True,True,,True,True,,True,,,,,False,True
42055,499,176.0,176.7,,179.0,102.0,,,,,267.0,,181.4,506.2,,156.9,274.3,,1085.5,,134.5,212.0,,115.0,183.8,-323.0,-322.3,,-320.0,-397.0,,,,,-232.0,,-317.6,7.2,,-342.1,-224.7,,586.5,,-364.5,-287.0,,-384.0,-315.2,True,,True,False,,,,,True,,True,True,,False,True,,False,,False,True,,False,True
42057,43,20.0,21.2,,14.0,33.0,,,,,14.0,,22.9,31.0,,3.8,6.4,,3.7,,14.3,,,22.0,12.2,-23.0,-21.8,,-29.0,-10.0,,,,,-29.0,,-20.1,-12.0,,-39.2,-36.6,,-39.3,,-28.7,,,-21.0,-30.8,True,,False,True,,,,,False,,True,True,,False,False,,False,,False,,,True,False
42059,72,28.0,18.3,,25.0,41.0,,,,,28.0,,54.0,54.0,,7.2,44.2,,18.2,,18.1,,,14.0,29.0,-44.0,-53.7,,-47.0,-31.0,,,,,-44.0,,-18.0,-18.0,,-64.8,-27.8,,-53.8,,-53.9,,,-58.0,-43.0,False,,False,True,,,,,False,,True,True,,False,True,,False,,False,,,False,True
42061,586,116.0,110.8,,111.0,263.0,,,,,80.0,,145.2,173.7,,66.8,125.7,,241.5,,77.9,,,480.0,60.6,-470.0,-475.2,,-475.0,-323.0,,,,,-506.0,,-440.8,-412.3,,-519.2,-460.3,,-344.5,,-508.1,,,-106.0,-525.4,False,,False,True,,,,,False,,True,True,,False,True,,True,,False,,,True,False
42063,443,220.0,179.0,,158.0,90.0,,,,,117.0,,268.8,542.5,,163.4,319.9,,97.8,,198.5,,,128.0,136.3,-223.0,-264.0,,-285.0,-353.0,,,,,-326.0,,-174.2,99.5,,-279.6,-123.1,,-345.2,,-244.5,,,-315.0,-306.7,False,,False,False,,,,,False,,True,True,,False,True,,False,,False,,,False,False
42065,100,20.0,19.9,,20.0,29.0,,,,,36.0,,45.7,97.8,,2.6,22.1,,22.5,,15.0,,,22.0,14.7,-80.0,-80.1,,-80.0,-71.0,,,,,-64.0,,-54.3,-2.2,,-97.4,-77.9,,-77.5,,-85.0,,,-78.0,-85.3,False,,False,True,,,,,True,,True,True,,False,True,,True,,False,,,True,False
42067,49,16.0,19.6,,22.0,53.0,,,,,62.0,,25.4,106.6,,6.0,46.6,,5.7,,24.5,,,19.0,37.1,-33.0,-29.4,,-27.0,4.0,,,,,13.0,,-23.6,57.6,,-43.0,-2.4,,-43.3,,-24.5,,,-30.0,-11.9,True,,True,True,,,,,True,,True,False,,False,True,,False,,True,,,True,True
42069,1190,604.0,567.7,,532.0,691.0,,,,,196.0,,597.2,1610.6,,557.9,729.2,,591.6,,514.3,1253.0,,1110.0,366.8,-586.0,-622.3,,-658.0,-499.0,,,,,-994.0,,-592.8,420.6,,-632.1,-460.8,,-598.4,,-675.7,63.0,,-80.0,-823.2,False,,False,True,,,,,False,,False,True,,False,True,,False,,False,True,,True,False
42071,1775,1164.0,1226.6,1443.4,1141.0,1124.0,,,,,1315.0,,1083.3,3463.7,,1017.9,1519.9,,1814.2,,1034.4,1486.0,,1161.0,905.9,-611.0,-548.4,-331.6,-634.0,-651.0,,,,,-460.0,,-691.7,1688.7,,-757.1,-255.1,,39.2,,-740.6,-289.0,,-614.0,-869.1,True,True,False,False,,,,,True,,False,False,,False,True,,True,,False,True,,False,False
42073,399,124.0,124.8,,118.0,199.0,,,,,60.0,,150.0,256.4,,46.7,144.5,,117.6,,60.9,,,262.0,97.8,-275.0,-274.2,,-281.0,-200.0,,,,,-339.0,,-249.0,-142.6,,-352.3,-254.5,,-281.4,,-338.1,,,-137.0,-301.2,True,,False,True,,,,,False,,True,True,,False,True,,False,,False,,,True,False
42075,1081,388.0,390.2,,345.0,342.0,,,,,420.0,,387.7,861.2,,340.5,481.8,,91.8,,260.6,793.0,,370.0,197.3,-693.0,-690.8,,-736.0,-739.0,,,,,-661.0,,-693.3,-219.8,,-740.5,-599.2,,-989.2,,-820.4,-288.0,,-711.0,-883.7,True,,False,False,,,,,True,,False,True,,False,True,,False,,False,True,,False,False
42077,1080,536.0,531.0,,497.0,520.0,,,,,443.0,,508.4,1581.9,,329.6,696.0,,678.5,,455.7,633.0,,699.0,244.6,-544.0,-549.0,,-583.0,-560.0,,,,,-637.0,,-571.6,501.9,,-750.4,-384.0,,-401.5,,-624.3,-447.0,,-381.0,-835.4,False,,False,False,,,,,False,,False,True,,False,True,,True,,False,True,,True,False
42079,1388,276.0,272.5,,274.0,300.0,,,,,531.0,,286.2,1162.2,,174.3,420.1,,235.7,,271.8,430.0,,290.0,228.9,-1112.0,-1115.5,,-1114.0,-1088.0,,,,,-857.0,,-1101.8,-225.8,,-1213.7,-967.9,,-1152.3,,-1116.2,-958.0,,-1098.0,-1159.1,False,,False,True,,,,,True,,True,True,,False,True,,False,,False,True,,True,False
42081,271,212.0,211.7,,215.0,360.0,,,,,298.0,,249.4,486.3,,161.7,245.6,,362.8,,154.3,,,297.0,158.5,-59.0,-59.3,,-56.0,89.0,,,,,27.0,,-21.6,215.3,,-109.3,-25.4,,91.8,,-116.7,,,26.0,-112.5,False,,True,False,,,,,True,,True,False,,False,True,,False,,False,,,True,False
42083,99,12.0,13.5,,12.0,1.0,,,,,29.0,,43.5,75.3,,9.2,16.3,,1.6,,12.5,,,4.0,15.2,-87.0,-85.5,,-87.0,-98.0,,,,,-70.0,,-55.5,-23.7,,-89.8,-82.7,,-97.4,,-86.5,,,-95.0,-83.8,True,,False,False,,,,,True,,True,True,,False,True,,False,,True,,,False,True
42085,380,128.0,145.8,,99.0,75.0,,,,,76.0,,157.5,388.3,,85.6,167.8,,102.1,,67.6,,,98.0,123.2,-252.0,-234.2,,-281.0,-305.0,,,,,-304.0,,-222.5,8.3,,-294.4,-212.2,,-277.9,,-312.4,,,-282.0,-256.8,True,,False,False,,,,,False,,True,True,,False,True,,False,,False,,,False,False
42087,204,40.0,40.2,,40.0,30.0,,,,,116.0,,72.7,149.3,,11.5,69.9,,56.1,,34.1,,,20.0,46.9,-164.0,-163.8,,-164.0,-174.0,,,,,-88.0,,-131.3,-54.7,,-192.5,-134.1,,-147.9,,-169.9,,,-184.0,-157.1,True,,False,False,,,,,True,,True,True,,False,True,,True,,False,,,False,True
42089,253,104.0,105.7,,102.0,109.0,,,,,73.0,,114.9,376.7,,69.2,142.4,,186.1,,78.3,157.0,,151.0,77.4,-149.0,-147.3,,-151.0,-144.0,,,,,-180.0,,-138.1,123.7,,-183.8,-110.6,,-66.9,,-174.7,-96.0,,-102.0,-175.6,True,,False,True,,,,,False,,True,True,,False,True,,True,,False,True,,True,False
42091,1904,1012.0,954.3,1378.6,1006.0,1010.0,,,,,976.0,,979.8,1585.3,,583.9,1414.1,,3042.0,,1005.4,1542.0,,971.0,938.1,-892.0,-949.7,-525.4,-898.0,-894.0,,,,,-928.0,,-924.2,-318.7,,-1320.1,-489.9,,1138.0,,-898.6,-362.0,,-933.0,-965.9,False,True,False,False,,,,,False,,False,True,,False,True,,False,,False,True,,False,False
42093,111,120.0,105.8,,65.0,218.0,,,,,51.0,,147.6,39.9,,37.8,56.5,,22.0,,88.1,,,390.0,44.6,9.0,-5.2,,-46.0,107.0,,,,,-60.0,,36.6,-71.1,,-73.2,-54.5,,-89.0,,-22.9,,,279.0,-66.4,True,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,False
42095,1014,312.0,291.0,,295.0,160.0,,,,,245.0,,315.5,824.7,,315.0,495.3,,3273.6,,223.7,463.0,,236.0,683.7,-702.0,-723.0,,-719.0,-854.0,,,,,-769.0,,-698.5,-189.3,,-699.0,-518.7,,2259.6,,-790.3,-551.0,,-778.0,-330.3,False,,False,False,,,,,False,,True,True,,True,True,,False,,False,True,,False,True
42097,487,488.0,456.3,,404.0,898.0,,,,,300.0,,562.1,805.4,,274.0,437.9,,199.6,,359.8,,,567.0,374.4,1.0,-30.7,,-83.0,411.0,,,,,-187.0,,75.1,318.4,,-213.0,-49.1,,-287.4,,-127.2,,,80.0,-112.6,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,False
42099,140,84.0,81.5,,79.0,122.0,,,,,82.0,,120.6,160.0,,22.1,78.6,,25.3,,69.2,,,89.0,63.9,-56.0,-58.5,,-61.0,-18.0,,,,,-58.0,,-19.4,20.0,,-117.9,-61.4,,-114.7,,-70.8,,,-51.0,-76.1,False,,False,True,,,,,False,,True,True,,False,False,,False,,False,,,True,False
42101,7003,5260.0,4495.7,3831.6,3831.0,7551.0,,,,,1722.0,,4513.4,9207.0,,1580.2,2735.6,,0.0,,4337.2,2672.0,,7563.0,,-1743.0,-2507.3,-3171.4,-3172.0,548.0,,,,,-5281.0,,-2489.6,2204.0,,-5422.8,-4267.4,,-7003.0,,-2665.8,-4331.0,,560.0,,False,False,False,True,,,,,False,,False,False,,False,False,,False,,False,False,,True,
42103,44,60.0,57.6,,45.0,172.0,,,,,16.0,,91.8,181.1,,13.5,61.2,,44.4,,45.2,,,76.0,24.6,16.0,13.6,,1.0,128.0,,,,,-28.0,,47.8,137.1,,-30.5,17.2,,0.4,,1.2,,,32.0,-19.4,True,,True,False,,,,,False,,False,False,,False,False,,True,,True,,,False,False
42105,30,8.0,7.2,,4.0,0.0,,,,,16.0,,14.6,7.6,,2.0,1.0,,3.7,,5.2,,,11.0,4.8,-22.0,-22.8,,-26.0,-30.0,,,,,-14.0,,-15.4,-22.4,,-28.0,-29.0,,-26.3,,-24.8,,,-19.0,-25.2,False,,False,False,,,,,True,,True,False,,False,False,,False,,False,,,True,False
42107,928,408.0,408.8,,385.0,1074.0,,,,,342.0,,449.5,516.5,,338.4,442.3,,317.8,,237.2,,,973.0,438.0,-520.0,-519.2,,-543.0,146.0,,,,,-586.0,,-478.5,-411.5,,-589.6,-485.7,,-610.2,,-690.8,,,45.0,-490.0,True,,False,True,,,,,False,,True,True,,False,True,,False,,False,,,True,True
42109,139,244.0,244.6,,246.0,345.0,,,,,111.0,,376.8,178.7,,231.5,301.5,,728.4,,194.8,,,265.0,293.7,105.0,105.6,,107.0,206.0,,,,,-28.0,,237.8,39.7,,92.5,162.5,,589.4,,55.8,,,126.0,154.7,False,,False,False,,,,,True,,False,True,,True,False,,False,,True,,,False,False
42111,230,64.0,66.7,,64.0,68.0,,,,,39.0,,90.9,211.9,,51.6,85.8,,279.9,,47.3,,,95.0,47.8,-166.0,-163.3,,-166.0,-162.0,,,,,-191.0,,-139.1,-18.1,,-178.4,-144.2,,49.9,,-182.7,,,-135.0,-182.2,True,,False,True,,,,,False,,True,True,,False,True,,True,,False,,,True,False
42113,7,4.0,3.9,,4.0,0.0,,,,,13.0,,6.7,1.9,,2.5,2.6,,0.7,,,,,12.0,5.6,-3.0,-3.1,,-3.0,-7.0,,,,,6.0,,-0.3,-5.1,,-4.5,-4.4,,-6.3,,,,,5.0,-1.4,False,,False,False,,,,,False,,True,False,,False,False,,False,,,,,False,True
42115,116,28.0,26.2,,29.0,0.0,,,,,45.0,,67.1,77.7,,17.6,44.3,,163.8,,29.9,,,35.0,30.5,-88.0,-89.8,,-87.0,-116.0,,,,,-71.0,,-48.9,-38.3,,-98.4,-71.7,,47.8,,-86.1,,,-81.0,-85.5,False,,True,False,,,,,True,,True,True,,False,True,,True,,True,,,True,True
42117,158,60.0,60.9,,60.0,117.0,,,,,38.0,,121.8,70.5,,21.9,80.1,,350.6,,47.1,,,82.0,41.0,-98.0,-97.1,,-98.0,-41.0,,,,,-120.0,,-36.2,-87.5,,-136.1,-77.9,,192.6,,-110.9,,,-76.0,-117.0,True,,False,True,,,,,False,,True,True,,False,True,,False,,False,,,True,False
42119,240,72.0,67.4,,85.0,83.0,,,,,174.0,,118.2,254.8,,308.8,245.4,,75.2,,64.7,,,115.0,147.3,-168.0,-172.6,,-155.0,-157.0,,,,,-66.0,,-121.8,14.8,,68.8,5.4,,-164.8,,-175.3,,,-125.0,-92.7,False,,True,True,,,,,True,,True,True,,True,True,,True,,False,,,True,True
42121,193,44.0,38.8,,38.0,88.0,,,,,36.0,,69.2,84.5,,11.3,39.7,,48.5,,30.9,,,81.0,18.5,-149.0,-154.2,,-155.0,-105.0,,,,,-157.0,,-123.8,-108.5,,-181.7,-153.3,,-144.5,,-162.1,,,-112.0,-174.5,False,,False,True,,,,,False,,True,True,,False,False,,True,,False,,,True,False
42123,27,4.0,4.8,,4.0,0.0,,,,,26.0,,37.5,39.5,,4.0,2.3,,4.9,,,,,8.0,9.8,-23.0,-22.2,,-23.0,-27.0,,,,,-1.0,,10.5,12.5,,-23.0,-24.7,,-22.1,,,,,-19.0,-17.2,True,,False,False,,,,,True,,True,True,,False,False,,True,,,,,True,True
42125,733,300.0,291.9,,297.0,407.0,,,,,193.0,,314.6,831.3,,264.5,412.4,,1397.6,,192.6,419.0,,278.0,230.2,-433.0,-441.1,,-436.0,-326.0,,,,,-540.0,,-418.4,98.3,,-468.5,-320.6,,664.6,,-540.4,-314.0,,-455.0,-502.8,False,,False,True,,,,,False,,True,True,,False,True,,False,,False,True,,False,False
42127,41,108.0,103.4,,84.0,227.0,,,,,14.0,,146.8,204.7,,27.6,84.7,,84.4,,75.7,,,176.0,59.7,67.0,62.4,,43.0,186.0,,,,,-27.0,,105.8,163.7,,-13.4,43.7,,43.4,,34.7,,,135.0,18.7,True,,True,False,,,,,True,,False,False,,True,True,,True,,True,,,False,True
42129,2119,600.0,591.5,,591.0,500.0,,,,,316.0,,648.5,1316.8,,843.5,822.3,,1088.6,,288.5,1289.0,,767.0,465.4,-1519.0,-1527.5,,-1528.0,-1619.0,,,,,-1803.0,,-1470.5,-802.2,,-1275.5,-1296.7,,-1030.4,,-1830.5,-830.0,,-1352.0,-1653.6,False,,False,False,,,,,False,,True,True,,True,True,,True,,False,True,,True,False
42131,83,16.0,17.6,,9.0,6.0,,,,,12.0,,46.5,45.8,,7.5,7.6,,10.2,,8.9,,,52.0,9.5,-67.0,-65.4,,-74.0,-77.0,,,,,-71.0,,-36.5,-37.2,,-75.5,-75.4,,-72.8,,-74.1,,,-31.0,-73.5,True,,False,False,,,,,False,,True,True,,False,False,,False,,False,,,True,False
42133,1708,896.0,891.7,,1009.0,535.0,,,,,1096.0,,1038.0,1847.8,,1060.8,1231.7,,926.0,,1040.5,1081.0,,726.0,1104.4,-812.0,-816.3,,-699.0,-1173.0,,,,,-612.0,,-670.0,139.8,,-647.2,-476.3,,-782.0,,-667.5,-627.0,,-982.0,-603.6,False,,True,False,,,,,True,,True,True,,True,True,,True,,True,True,,False,True
44001,144,40.0,38.0,,31.0,34.0,,,,,28.0,,109.2,156.2,,0.0,11.1,,33.0,,31.0,,,9.0,,-104.0,-106.0,,-113.0,-110.0,,,,,-116.0,,-34.8,12.2,,-144.0,-132.9,,-111.0,,-113.0,,,-135.0,,False,,False,False,,,,,False,,True,True,,False,False,,False,,False,,,False,
44003,621,312.0,317.3,,239.0,394.0,,,,,387.0,,426.5,926.4,,1.4,46.2,,39.9,,211.9,207.0,,163.0,,-309.0,-303.7,,-382.0,-227.0,,,,,-234.0,,-194.5,305.4,,-619.6,-574.8,,-581.1,,-409.1,-414.0,,-458.0,,True,,False,True,,,,,True,,True,True,,False,False,,False,,False,False,,False,
44005,148,48.0,45.6,,30.0,31.0,,,,,38.0,,96.6,270.9,,0.0,12.8,,13.6,,34.8,,,17.0,,-100.0,-102.4,,-118.0,-117.0,,,,,-110.0,,-51.4,122.9,,-148.0,-135.2,,-134.4,,-113.2,,,-131.0,,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,
44007,4393,1960.0,1872.9,,1259.0,1751.0,,,,,5331.0,,2339.7,2824.2,,19.4,474.6,,106.3,,690.8,956.0,,874.0,,-2433.0,-2520.1,,-3134.0,-2642.0,,,,,938.0,,-2053.3,-1568.8,,-4373.6,-3918.4,,-4286.7,,-3702.2,-3437.0,,-3519.0,,False,,False,False,,,,,True,,True,True,,False,False,,False,,False,False,,False,
44009,458,296.0,301.3,,172.0,898.0,,,,,132.0,,422.3,385.5,,1.3,34.6,,19.2,,212.1,,,211.0,,-162.0,-156.7,,-286.0,440.0,,,,,-326.0,,-35.7,-72.5,,-456.7,-423.4,,-438.8,,-245.9,,,-247.0,,True,,False,False,,,,,False,,True,True,,False,False,,False,,False,,,False,
45001,168,220.0,245.0,,145.0,177.0,,,,,105.0,,200.1,60.5,,106.4,179.8,,83.6,,127.8,,,263.0,137.4,52.0,77.0,,-23.0,9.0,,,,,-63.0,,32.1,-107.5,,-61.6,11.8,,-84.4,,-40.2,,,95.0,-30.6,False,,True,True,,,,,False,,True,False,,False,True,,False,,True,,,False,True
45003,734,968.0,65.9,,686.0,1319.0,,,,,723.0,,915.8,438.3,,452.4,700.8,,137.2,,705.2,1269.0,,181.0,,234.0,-668.1,,-48.0,585.0,,,,,-11.0,,181.8,-295.7,,-281.6,-33.2,,-596.8,,-28.8,535.0,,-553.0,,False,,True,False,,,,,True,,True,False,,False,True,,False,,True,False,,False,
45005,30,80.0,69.6,,58.0,38.0,,,,,57.0,,59.1,27.2,,3.4,64.5,,6.0,,63.0,,,25.0,83.3,50.0,39.6,,28.0,8.0,,,,,27.0,,29.1,-2.8,,-26.6,34.5,,-24.0,,33.0,,,-5.0,53.3,True,,True,True,,,,,True,,True,True,,True,True,,True,,True,,,True,False
