,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01097,402,2632.0,,2673.4,419.5,1055.0,408.0,,,,,,2212.9,,,1338.0,,292.1,,157.1,1101.5,,2254.5,772.5,369.3,,14812.0,,,,2186.1,4140.0,,,6944.0,311.9,2230.0,,2271.4,17.5,653.0,6.0,,,,,,1810.9,,,936.0,,-109.9,,-244.9,699.5,,1852.5,370.5,-32.7,,14410.0,,,,1784.1,3738.0,,,6542.0,-90.1,,False,True,True,True,,,,,,True,,,True,,True,,True,True,,True,True,True,,False,,,,True,False,,,False,True
01099,20,22.0,,20.8,,18.0,0.0,,,,,,15.8,,,40.0,,29.8,,4.5,,,5.4,18.2,0.0,28.0,21.0,,,,,,,,29.0,17.5,2.0,,0.8,,-2.0,-20.0,,,,,,-4.2,,,20.0,,9.8,,-15.5,,,-14.6,-1.8,-20.0,8.0,1.0,,,,,,,,9.0,-2.5,,True,,False,False,,,,,,False,,,False,,False,,False,,,False,True,False,False,True,,,,,,,,False,False
01101,449,613.0,,633.4,419.2,517.0,515.0,,,,,,833.7,,,267.0,,384.9,,99.5,418.5,,519.7,609.9,307.1,633.0,4.0,,,,544.4,685.0,,,361.0,,164.0,,184.4,-29.8,68.0,66.0,,,,,,384.7,,,-182.0,,-64.1,,-349.5,-30.5,,70.7,160.9,-141.9,184.0,-445.0,,,,95.4,236.0,,,-88.0,,,False,True,True,True,,,,,,False,,,False,,True,,False,True,,True,True,True,False,False,,,,True,False,,,True,
01103,353,235.0,,239.7,,232.0,242.0,,,,,,288.2,,,241.0,,229.8,,55.9,242.0,,226.7,268.1,9.5,274.0,68.0,,,,212.2,,,,205.0,219.1,-118.0,,-113.3,,-121.0,-111.0,,,,,,-64.8,,,-112.0,,-123.2,,-297.1,-111.0,,-126.3,-84.9,-343.5,-79.0,-285.0,,,,-140.8,,,,-148.0,-133.9,,True,,False,True,,,,,,True,,,True,,False,,False,True,,False,True,False,True,False,,,,False,,,,False,False
01105,15,12.0,,7.9,,8.0,0.0,,,,,,19.3,,,10.0,,7.7,,1.7,,,7.5,12.9,0.0,12.0,,,,,,,,,2.0,7.1,-3.0,,-7.1,,-7.0,-15.0,,,,,,4.3,,,-5.0,,-7.3,,-13.3,,,-7.5,-2.1,-15.0,-3.0,,,,,,,,,-13.0,-7.9,,False,,False,False,,,,,,False,,,False,,False,,False,,,False,True,False,False,,,,,,,,,False,False
01107,79,69.0,,73.3,,42.0,30.0,,,,,,76.6,,,42.0,,74.3,,14.1,,,37.9,55.5,21.2,84.0,0.0,,,,,,,,54.0,23.6,-10.0,,-5.7,,-37.0,-49.0,,,,,,-2.4,,,-37.0,,-4.7,,-64.9,,,-41.1,-23.5,-57.8,5.0,-79.0,,,,,,,,-25.0,-55.4,,True,,False,False,,,,,,True,,,False,,True,,False,,,False,False,False,True,False,,,,,,,,False,False
01109,49,36.0,,35.0,,34.0,29.0,,,,,,48.7,,,50.0,,34.7,,19.4,33.5,,24.9,40.6,0.0,36.0,0.0,,,,34.2,,,,32.0,51.3,-13.0,,-14.0,,-15.0,-20.0,,,,,,-0.3,,,1.0,,-14.3,,-29.6,-15.5,,-24.1,-8.4,-49.0,-13.0,-49.0,,,,-14.8,,,,-17.0,2.3,,False,,False,False,,,,,,True,,,True,,False,,False,False,,False,True,False,False,False,,,,False,,,,False,True
01111,37,42.0,,42.4,,38.0,50.0,,,,,,34.3,,,38.0,,53.8,,19.8,,,20.0,34.5,0.1,51.0,13.0,,,,,,,,49.0,42.1,5.0,,5.4,,1.0,13.0,,,,,,-2.7,,,1.0,,16.8,,-17.2,,,-17.0,-2.5,-36.9,14.0,-24.0,,,,,,,,12.0,5.1,,False,,True,False,,,,,,True,,,True,,False,,False,,,False,True,False,False,False,,,,,,,,False,False
01113,59,46.0,,43.9,,41.0,52.0,,,,,,94.8,,,79.0,,37.6,,15.7,44.0,,30.7,45.9,0.1,69.0,6.0,,,,37.4,,,,40.0,,-13.0,,-15.1,,-18.0,-7.0,,,,,,35.8,,,20.0,,-21.4,,-43.3,-15.0,,-28.3,-13.1,-58.9,10.0,-53.0,,,,-21.6,,,,-19.0,,,False,,False,True,,,,,,False,,,False,,False,,False,False,,False,False,False,True,False,,,,False,,,,False,
01115,284,190.0,,188.7,,180.0,220.0,,,,,,208.0,,,119.0,,199.6,,47.1,176.5,,153.8,209.6,7.5,206.0,,,,,171.1,,,,154.0,182.9,-94.0,,-95.3,,-104.0,-64.0,,,,,,-76.0,,,-165.0,,-84.4,,-236.9,-107.5,,-130.2,-74.4,-276.5,-78.0,,,,,-112.9,,,,-130.0,-101.1,,False,,False,True,,,,,,True,,,False,,True,,False,False,,False,True,False,True,,,,,False,,,,False,False
01117,396,383.0,,375.8,,342.0,447.0,,,,,,329.0,,,216.0,,336.4,,157.1,347.5,,350.4,413.7,69.0,374.0,85.0,,,,340.2,342.0,,,347.0,,-13.0,,-20.2,,-54.0,51.0,,,,,,-67.0,,,-180.0,,-59.6,,-238.9,-48.5,,-45.6,17.7,-327.0,-22.0,-311.0,,,,-55.8,-54.0,,,-49.0,,,False,,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,False,,,False,
01119,17,8.0,,5.8,,6.0,0.0,,,,,,5.9,,,21.0,,9.1,,5.7,,,1.6,6.3,0.0,9.0,,,,,,,,,10.0,7.7,-9.0,,-11.2,,-11.0,-17.0,,,,,,-11.1,,,4.0,,-7.9,,-11.3,,,-15.4,-10.7,-17.0,-8.0,,,,,,,,,-7.0,-9.3,,False,,False,False,,,,,,False,,,True,,True,,False,,,False,False,False,True,,,,,,,,,True,False
01121,149,124.0,,133.9,,112.0,103.0,,,,,,129.5,,,132.0,,137.0,,50.6,128.0,,71.8,120.7,0.1,151.0,0.0,,,,104.0,,,,135.0,135.0,-25.0,,-15.1,,-37.0,-46.0,,,,,,-19.5,,,-17.0,,-12.0,,-98.4,-21.0,,-77.2,-28.3,-148.9,2.0,-149.0,,,,-45.0,,,,-14.0,-14.0,,True,,False,False,,,,,,True,,,True,,True,,False,True,,False,False,False,True,False,,,,False,,,,True,True
01123,73,50.0,,50.1,,48.0,10.0,,,,,,48.8,,,53.0,,64.4,,20.3,48.0,,40.2,64.9,0.1,62.0,5.0,,,,46.0,,,,79.0,44.0,-23.0,,-22.9,,-25.0,-63.0,,,,,,-24.2,,,-20.0,,-8.6,,-52.7,-25.0,,-32.8,-8.1,-72.9,-11.0,-68.0,,,,-27.0,,,,6.0,-29.0,,True,,False,False,,,,,,False,,,True,,True,,False,False,,False,True,False,True,False,,,,False,,,,True,False
01125,475,514.0,,464.5,447.2,416.0,633.0,,,,,,552.2,,,375.0,,393.1,,207.1,379.5,,357.6,438.3,1.8,469.0,119.0,,,,557.1,348.0,,,416.0,746.6,39.0,,-10.5,-27.8,-59.0,158.0,,,,,,77.2,,,-100.0,,-81.9,,-267.9,-95.5,,-117.4,-36.7,-473.2,-6.0,-356.0,,,,82.1,-127.0,,,-59.0,271.6,,True,True,False,False,,,,,,False,,,False,,False,,False,False,,False,True,False,True,False,,,,False,False,,,False,False
01127,171,145.0,,141.8,,132.0,137.0,,,,,,158.6,,,132.0,,116.5,,33.7,126.0,,96.0,142.7,0.3,140.0,85.0,,,,131.1,,,,124.0,122.5,-26.0,,-29.2,,-39.0,-34.0,,,,,,-12.4,,,-39.0,,-54.5,,-137.3,-45.0,,-75.0,-28.3,-170.7,-31.0,-86.0,,,,-39.9,,,,-47.0,-48.5,,False,,False,False,,,,,,True,,,False,,False,,False,False,,False,False,False,False,False,,,,False,,,,False,False
01129,28,130.0,,122.9,,42.0,0.0,,,,,,131.1,,,52.0,,22.6,,6.9,,,76.7,42.5,15.0,112.0,603.0,,,,,,,,112.0,23.5,102.0,,94.9,,14.0,-28.0,,,,,,103.1,,,24.0,,-5.4,,-21.1,,,48.7,14.5,-13.0,84.0,575.0,,,,,,,,84.0,-4.5,,True,,True,True,,,,,,False,,,True,,True,,True,,,True,True,True,True,False,,,,,,,,True,True
01131,9,13.0,,11.6,,6.0,0.0,,,,,,17.2,,,10.0,,6.4,,2.2,,,3.7,10.2,0.0,8.0,,,,,,,,,4.0,6.2,4.0,,2.6,,-3.0,-9.0,,,,,,8.2,,,1.0,,-2.6,,-6.8,,,-5.3,1.2,-9.0,-1.0,,,,,,,,,-5.0,-2.8,,True,,True,False,,,,,,False,,,True,,True,,False,,,False,True,False,True,,,,,,,,,False,True
01133,58,40.0,,43.4,,43.0,49.0,,,,,,39.6,,,50.0,,59.2,,16.2,,,21.4,47.2,0.2,53.0,13.0,,,,,,,,41.0,45.2,-18.0,,-14.6,,-15.0,-9.0,,,,,,-18.4,,,-8.0,,1.2,,-41.8,,,-36.6,-10.8,-57.8,-5.0,-45.0,,,,,,,,-17.0,-12.8,,True,,True,True,,,,,,False,,,True,,True,,False,,,False,True,False,True,False,,,,,,,,True,True
02013,0,1.0,,1.3,,1.0,0.0,,,,,,2.7,,,,,29.4,,1.1,,,,0.2,,0.0,,,,,,,,,0.0,,1.0,,1.3,,1.0,0.0,,,,,,2.7,,,,,29.4,,1.1,,,,0.2,,0.0,,,,,,,,,0.0,,,False,,False,True,,,,,,False,,,,,False,,False,,,,True,,True,,,,,,,,,True,
02016,2,0.0,,0.0,,0.0,0.0,,,,,,0.3,,,,,9.0,,0.2,,,,0.1,,0.0,,,,,,,,,3.0,,-2.0,,-2.0,,-2.0,-2.0,,,,,,-1.7,,,,,7.0,,-1.8,,,,-1.9,,-2.0,,,,,,,,,1.0,,,False,,False,False,,,,,,True,,,,,False,,True,,,,True,,False,,,,,,,,,True,
02020,1310,856.0,,867.4,,862.0,899.0,,,,,,1101.9,,,,,804.9,,414.9,901.5,,1043.3,1094.3,505.1,966.0,644.0,,,,721.3,1061.0,,,423.0,500.8,-454.0,,-442.6,,-448.0,-411.0,,,,,,-208.1,,,,,-505.1,,-895.1,-408.5,,-266.7,-215.7,-804.9,-344.0,-666.0,,,,-588.7,-249.0,,,-887.0,-809.2,,True,,True,True,,,,,,True,,,,,False,,False,True,,True,True,False,True,False,,,,False,True,,,False,False
02050,106,128.0,,126.3,,117.0,0.0,,,,,,103.1,,,,,141.7,,9.6,,,121.4,112.1,0.0,155.0,131.0,,,,,,,,88.0,12.0,22.0,,20.3,,11.0,-106.0,,,,,,-2.9,,,,,35.7,,-96.4,,,15.4,6.1,-106.0,49.0,25.0,,,,,,,,-18.0,-94.0,,True,,True,False,,,,,,True,,,,,False,,False,,,True,True,False,False,False,,,,,,,,True,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,,0.2,,,,,7.9,,0.0,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.2,,,,,7.9,,0.0,,,,0.0,,0.0,,,,,,,,,,,,True,,True,True,,,,,,False,,,,,False,,True,,,,False,,True,,,,,,,,,,
02068,6,4.0,,3.9,,3.0,0.0,,,,,,3.1,,,,,31.1,,2.3,,,,2.9,,5.0,,,,,,,,,7.0,7.6,-2.0,,-2.1,,-3.0,-6.0,,,,,,-2.9,,,,,25.1,,-3.7,,,,-3.1,,-1.0,,,,,,,,,1.0,1.6,,False,,False,False,,,,,,False,,,,,False,,False,,,,False,,True,,,,,,,,,True,True
02070,15,9.0,,9.2,,6.0,0.0,,,,,,1.0,,,,,100.7,,2.9,,,3.4,5.9,,8.0,,,,,,,,,17.0,3.0,-6.0,,-5.8,,-9.0,-15.0,,,,,,-14.0,,,,,85.7,,-12.1,,,-11.6,-9.1,,-7.0,,,,,,,,,2.0,-12.0,,True,,False,False,,,,,,False,,,,,False,,False,,,False,False,,False,,,,,,,,,True,False
02090,304,180.0,,172.7,,192.0,192.0,,,,,,146.7,,,,,230.1,,88.9,240.0,,220.0,245.3,166.1,210.0,26.0,,,,188.2,,,,137.0,133.4,-124.0,,-131.3,,-112.0,-112.0,,,,,,-157.3,,,,,-73.9,,-215.1,-64.0,,-84.0,-58.7,-137.9,-94.0,-278.0,,,,-115.8,,,,-167.0,-170.6,,False,,True,True,,,,,,False,,,,,True,,False,True,,True,True,False,True,False,,,,True,,,,False,False
02100,1,0.0,,0.0,,0.0,0.0,,,,,,2.7,,,,,8.6,,0.1,,,,0.4,,1.0,,,,,,,,,0.0,4.4,-1.0,,-1.0,,-1.0,-1.0,,,,,,1.7,,,,,7.6,,-0.9,,,,-0.6,,0.0,,,,,,,,,-1.0,3.4,,False,,False,False,,,,,,False,,,,,False,,True,,,,True,,True,,,,,,,,,False,False
02105,0,0.0,,0.0,,0.0,0.0,,,,,,0.4,,,,,7.3,,0.5,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.4,,,,,7.3,,0.5,,,,0.0,,0.0,,,,,,,,,,,,True,,True,True,,,,,,False,,,,,False,,False,,,,True,,True,,,,,,,,,,
02110,97,33.0,,31.7,,37.0,29.0,,,,,,37.4,,,,,53.1,,22.7,35.0,,76.2,80.8,32.2,54.0,23.0,,,,,,,,45.0,15.8,-64.0,,-65.3,,-60.0,-68.0,,,,,,-59.6,,,,,-43.9,,-74.3,-62.0,,-20.8,-16.2,-64.8,-43.0,-74.0,,,,,,,,-52.0,-81.2,,False,,True,False,,,,,,True,,,,,True,,False,True,,True,True,False,True,False,,,,,,,,True,False
02122,258,103.0,,107.4,,100.0,47.0,,,,,,94.4,,,,,96.7,,18.6,,,119.8,140.1,35.8,118.0,113.0,,,,,,,,99.0,33.4,-155.0,,-150.6,,-158.0,-211.0,,,,,,-163.6,,,,,-161.3,,-239.4,,,-138.2,-117.9,-222.2,-140.0,-145.0,,,,,,,,-159.0,-224.6,,True,,False,False,,,,,,False,,,,,False,,False,,,True,True,False,True,True,,,,,,,,False,False
02130,8,1.0,,0.7,,1.0,0.0,,,,,,0.7,,,,,6.8,,1.1,,,2.0,2.4,,3.0,,,,,,,,,3.0,3.5,-7.0,,-7.3,,-7.0,-8.0,,,,,,-7.3,,,,,-1.2,,-7.0,,,-6.0,-5.6,,-5.0,,,,,,,,,-5.0,-4.5,,False,,False,False,,,,,,False,,,,,True,,True,,,True,True,,True,,,,,,,,,True,True
02150,26,3.0,,3.4,,3.0,0.0,,,,,,1.4,,,,,11.6,,3.9,,,2.8,5.7,,6.0,6.0,,,,,,,,12.0,22.3,-23.0,,-22.6,,-23.0,-26.0,,,,,,-24.6,,,,,-14.4,,-22.1,,,-23.2,-20.3,,-20.0,-20.0,,,,,,,,-14.0,-3.7,,True,,False,False,,,,,,False,,,,,True,,True,,,False,True,,True,True,,,,,,,,True,True
02158,74,138.0,,138.9,,103.0,103.0,,,,,,174.7,,,,,10.7,,,,,,71.6,,126.0,,,,,,,,,151.0,,64.0,,64.9,,29.0,29.0,,,,,,100.7,,,,,-63.3,,,,,,-2.4,,52.0,,,,,,,,,77.0,,,False,,True,True,,,,,,False,,,,,True,,,,,,True,,True,,,,,,,,,False,
02164,10,37.0,,34.9,,35.0,16.0,,,,,,0.4,,,,,47.3,,0.4,,,,,,28.0,,,,,,,,,37.0,13.7,27.0,,24.9,,25.0,6.0,,,,,,-9.6,,,,,37.3,,-9.6,,,,,,18.0,,,,,,,,,27.0,3.7,,True,,True,True,,,,,,True,,,,,False,,True,,,,,,True,,,,,,,,,False,True
02170,443,170.0,,171.4,,166.0,0.0,,,,,,165.9,,,,,161.2,,74.9,156.0,,289.8,264.4,66.0,193.0,194.0,,,,,,,,183.0,47.9,-273.0,,-271.6,,-277.0,-443.0,,,,,,-277.1,,,,,-281.8,,-368.1,-287.0,,-153.2,-178.6,-377.0,-250.0,-249.0,,,,,,,,-260.0,-395.1,,True,,False,False,,,,,,False,,,,,False,,False,False,,True,True,False,True,True,,,,,,,,True,False
02180,12,14.0,,14.5,,9.0,0.0,,,,,,8.3,,,,,9.2,,4.2,,,8.2,12.7,0.0,13.0,,,,,,,,,14.0,23.8,2.0,,2.5,,-3.0,-12.0,,,,,,-3.7,,,,,-2.8,,-7.8,,,-3.8,0.7,-12.0,1.0,,,,,,,,,2.0,11.8,,False,,False,False,,,,,,False,,,,,False,,False,,,False,True,False,True,,,,,,,,,False,False
02185,33,30.0,,32.6,,24.0,0.0,,,,,,12.5,,,,,59.5,,8.2,,,17.8,32.1,0.0,42.0,,,,,,,,,52.0,32.5,-3.0,,-0.4,,-9.0,-33.0,,,,,,-20.5,,,,,26.5,,-24.8,,,-15.2,-0.9,-33.0,9.0,,,,,,,,,19.0,-0.5,,True,,False,False,,,,,,False,,,,,False,,False,,,False,True,False,False,,,,,,,,,False,True
02188,33,19.0,,18.4,,17.0,0.0,,,,,,14.6,,,,,21.9,,3.9,,,16.0,27.1,0.0,27.0,,,,,,,,,0.0,35.7,-14.0,,-14.6,,-16.0,-33.0,,,,,,-18.4,,,,,-11.1,,-29.1,,,-17.0,-5.9,-33.0,-6.0,,,,,,,,,-33.0,2.7,,False,,False,False,,,,,,False,,,,,True,,False,,,False,True,False,True,,,,,,,,,False,True
02195,4,0.0,,0.0,,0.0,0.0,,,,,,0.2,,,,,8.4,,0.1,,,0.1,0.2,,2.0,,,,,,,,,4.0,,-4.0,,-4.0,,-4.0,-4.0,,,,,,-3.8,,,,,4.4,,-3.9,,,-3.9,-3.8,,-2.0,,,,,,,,,0.0,,,False,,False,False,,,,,,True,,,,,False,,True,,,True,True,,True,,,,,,,,,True,
02198,1,0.0,,0.0,,0.0,0.0,,,,,,0.4,,,,,5.0,,0.9,,,1.5,1.6,,,,,,,,,,,3.0,,-1.0,,-1.0,,-1.0,-1.0,,,,,,-0.6,,,,,4.0,,-0.1,,,0.5,0.6,,,,,,,,,,,2.0,,,False,,False,False,,,,,,True,,,,,False,,True,,,True,True,,,,,,,,,,,False,
02220,10,1.0,,0.3,,1.0,0.0,,,,,,0.5,,,,,3.5,,1.6,,,4.0,3.9,,,,,,,,,,,1.0,14.5,-9.0,,-9.7,,-9.0,-10.0,,,,,,-9.5,,,,,-6.5,,-8.4,,,-6.0,-6.1,,,,,,,,,,,-9.0,4.5,,False,,False,False,,,,,,False,,,,,True,,True,,,True,True,,,,,,,,,,,False,True
02230,2,5.0,,5.2,,5.0,0.0,,,,,,3.0,,,,,6.0,,9.0,,,,4.0,,,,,,,,,,,6.0,,3.0,,3.2,,3.0,-2.0,,,,,,1.0,,,,,4.0,,7.0,,,,2.0,,,,,,,,,,,4.0,,,False,,False,True,,,,,,True,,,,,False,,False,,,,True,,,,,,,,,,,False,
02240,22,7.0,,6.9,,7.0,0.0,,,,,,1.5,,,,,40.7,,1.0,,,5.9,10.1,,11.0,,,,,,,,,20.0,4.8,-15.0,,-15.1,,-15.0,-22.0,,,,,,-20.5,,,,,18.7,,-21.0,,,-16.1,-11.9,,-11.0,,,,,,,,,-2.0,-17.2,,False,,False,False,,,,,,False,,,,,False,,False,,,False,True,,True,,,,,,,,,True,False
02261,14,9.0,,9.6,,10.0,,,,,,,10.1,,,,,21.3,,0.9,,,6.5,13.2,14.9,15.0,,,,,,,,,13.0,3.8,-5.0,,-4.4,,-4.0,,,,,,,-3.9,,,,,7.3,,-13.1,,,-7.5,-0.8,0.9,1.0,,,,,,,,,-1.0,-10.2,,True,,True,,,,,,,True,,,,,False,,False,,,False,True,True,True,,,,,,,,,True,False
02275,0,0.0,,0.0,,0.0,0.0,,,,,,0.2,,,,,2.6,,0.1,,,,0.1,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,0.2,,,,,2.6,,0.1,,,,0.1,,0.0,,,,,,,,,0.0,,,True,,True,True,,,,,,False,,,,,False,,False,,,,False,,True,,,,,,,,,True,
02282,3,3.0,,3.2,,3.0,0.0,,,,,,0.6,,,,,18.6,,0.0,,,,2.3,,3.0,,,,,,,,,4.0,,0.0,,0.2,,0.0,-3.0,,,,,,-2.4,,,,,15.6,,-3.0,,,,-0.7,,0.0,,,,,,,,,1.0,,,False,,True,False,,,,,,False,,,,,False,,False,,,,False,,True,,,,,,,,,False,
02290,13,7.0,,6.9,,7.0,0.0,,,,,,1.5,,,,,20.0,,0.5,,,6.4,11.2,0.0,11.0,,,,,,,,,10.0,2.9,-6.0,,-6.1,,-6.0,-13.0,,,,,,-11.5,,,,,7.0,,-12.5,,,-6.6,-1.8,-13.0,-2.0,,,,,,,,,-3.0,-10.1,,False,,False,False,,,,,,False,,,,,False,,False,,,False,True,False,True,,,,,,,,,True,False
04001,149,75.0,,80.7,,70.0,76.0,,,,,,154.8,,,212.0,,62.2,,33.2,74.0,,57.3,102.0,0.3,87.0,2.0,,,,65.4,,,,41.0,85.4,-74.0,,-68.3,,-79.0,-73.0,,,,,,5.8,,,63.0,,-86.8,,-115.8,-75.0,,-91.7,-47.0,-148.7,-62.0,-147.0,,,,-83.6,,,,-108.0,-63.6,,True,,False,True,,,,,,True,,,True,,False,,False,False,,False,True,False,True,False,,,,False,,,,False,True
04003,100,80.0,,76.2,,74.0,72.0,,,,,,68.6,,,128.0,,87.0,,55.2,63.5,,53.6,92.1,0.0,105.0,104.0,,,,67.0,,,,105.0,33.5,-20.0,,-23.8,,-26.0,-28.0,,,,,,-31.4,,,28.0,,-13.0,,-44.8,-36.5,,-46.4,-7.9,-100.0,5.0,4.0,,,,-33.0,,,,5.0,-66.5,,False,,False,False,,,,,,False,,,False,,True,,False,False,,False,True,False,True,True,,,,False,,,,True,False
04005,384,307.0,,315.9,,307.0,327.0,,,,,,474.9,,,217.0,,193.0,,91.4,254.0,,351.0,382.5,154.8,333.0,220.0,,,,275.2,361.0,,,248.0,203.4,-77.0,,-68.1,,-77.0,-57.0,,,,,,90.9,,,-167.0,,-191.0,,-292.6,-130.0,,-33.0,-1.5,-229.2,-51.0,-164.0,,,,-108.8,-23.0,,,-136.0,-180.6,,True,,False,True,,,,,,False,,,False,,False,,False,False,,True,True,False,True,False,,,,False,True,,,False,False
04007,142,116.0,,101.3,,109.0,158.0,,,,,,135.6,,,94.0,,195.6,,52.2,152.0,,88.5,119.1,95.9,211.0,28.0,,,,92.7,,,,219.0,159.8,-26.0,,-40.7,,-33.0,16.0,,,,,,-6.4,,,-48.0,,53.6,,-89.8,10.0,,-53.5,-22.9,-46.1,69.0,-114.0,,,,-49.3,,,,77.0,17.8,,False,,False,True,,,,,,True,,,False,,False,,False,True,,False,True,False,False,False,,,,False,,,,False,True
04009,136,88.0,,87.6,,82.0,88.0,,,,,,60.9,,,42.0,,109.8,,14.6,90.0,,60.6,86.1,38.0,125.0,44.0,,,,77.4,,,,139.0,57.1,-48.0,,-48.4,,-54.0,-48.0,,,,,,-75.1,,,-94.0,,-26.2,,-121.4,-46.0,,-75.4,-49.9,-98.0,-11.0,-92.0,,,,-58.6,,,,3.0,-78.9,,False,,False,False,,,,,,False,,,False,,True,,False,True,,False,False,False,True,False,,,,False,,,,True,False
04011,4,28.0,,28.3,,13.0,0.0,,,,,,11.4,,,13.0,,33.7,,2.8,,,11.7,18.8,0.0,,,,,,,,,,49.0,30.8,24.0,,24.3,,9.0,-4.0,,,,,,7.4,,,9.0,,29.7,,-1.2,,,7.7,14.8,-4.0,,,,,,,,,,45.0,26.8,,False,,True,True,,,,,,True,,,True,,False,,True,,,True,True,True,,,,,,,,,,False,False
04012,16,22.0,,24.8,,12.0,10.0,,,,,,7.5,,,12.0,,51.9,,9.1,,,3.5,17.6,0.0,32.0,12.0,,,,,,,,39.0,8.0,6.0,,8.8,,-4.0,-6.0,,,,,,-8.5,,,-4.0,,35.9,,-6.9,,,-12.5,1.6,-16.0,16.0,-4.0,,,,,,,,23.0,-8.0,,False,,True,False,,,,,,False,,,True,,False,,False,,,False,True,False,False,True,,,,,,,,False,False
04013,5584,3975.0,,3982.3,4468.2,3979.0,4103.0,,,,,,2916.5,,,3912.0,,3345.0,,989.9,3799.5,,4545.1,5571.8,155.7,4255.0,6947.0,,,,3645.0,4692.0,,,4422.0,2846.6,-1609.0,,-1601.7,-1115.8,-1605.0,-1481.0,,,,,,-2667.5,,,-1672.0,,-2239.0,,-4594.1,-1784.5,,-1038.9,-12.2,-5428.3,-1329.0,1363.0,,,,-1939.0,-892.0,,,-1162.0,-2737.4,,True,True,True,True,,,,,,False,,,False,,False,,False,False,,True,True,False,True,True,,,,False,True,,,True,False
04015,174,88.0,,84.7,,86.0,77.0,,,,,,121.9,,,217.0,,94.6,,76.3,77.0,,48.1,92.3,10.2,104.0,92.0,,,,88.5,86.0,,,104.0,105.0,-86.0,,-89.3,,-88.0,-97.0,,,,,,-52.1,,,43.0,,-79.4,,-97.7,-97.0,,-125.9,-81.7,-163.8,-70.0,-82.0,,,,-85.5,-88.0,,,-70.0,-69.0,,False,,False,False,,,,,,True,,,True,,True,,False,False,,False,True,False,True,True,,,,True,False,,,True,True
