,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
45057,306,252.0,229.1,,223.0,188.0,,,,,286.6,,408.0,,263.1,87.7,,138.6,255.1,3.6,223.0,,,,209.4,,,,198.0,286.6,,-54.0,-76.9,,-83.0,-118.0,,,,,-19.4,,102.0,,-42.9,-218.3,,-167.4,-50.9,-302.4,-83.0,,,,-96.6,,,,-108.0,-19.4,,False,,False,False,,,,,True,,False,,True,False,,False,True,False,False,,,,False,,,,False,True,
45059,203,126.0,132.6,,128.0,189.0,,,,,230.7,,268.0,,132.2,45.4,,50.2,147.4,13.6,154.0,,,,79.3,,,,157.0,94.5,,-77.0,-70.4,,-75.0,-14.0,,,,,27.7,,65.0,,-70.8,-157.6,,-152.8,-55.6,-189.4,-49.0,,,,-123.7,,,,-46.0,-108.5,,True,,True,True,,,,,True,,True,,True,False,,False,True,False,True,,,,False,,,,True,False,
45061,61,48.0,24.8,,28.0,21.0,,,,,163.9,,74.0,,35.9,15.7,,19.5,50.8,0.0,,,,,,,,,4.0,26.1,,-13.0,-36.2,,-33.0,-40.0,,,,,102.9,,13.0,,-25.1,-45.3,,-41.5,-10.2,-61.0,,,,,,,,,-57.0,-34.9,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,,,,,False,False,
45063,1134,1023.0,995.6,1018.5,888.0,526.0,,,,,1428.9,,906.0,,997.1,507.1,,802.7,976.4,249.1,914.0,,,,553.9,823.0,,,1078.0,694.3,,-111.0,-138.4,-115.5,-246.0,-608.0,,,,,294.9,,-228.0,,-136.9,-626.9,,-331.3,-157.6,-884.9,-220.0,,,,-580.1,-311.0,,,-56.0,-439.7,,False,False,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,False,,,True,False,
45065,32,12.0,13.1,,17.0,21.0,,,,,75.2,,21.0,,26.0,11.5,,3.7,16.7,0.0,,,,,,,,,15.0,49.9,,-20.0,-18.9,,-15.0,-11.0,,,,,43.2,,-11.0,,-6.0,-20.5,,-28.3,-15.3,-32.0,,,,,,,,,-17.0,17.9,,True,,True,True,,,,,False,,True,,True,False,,False,True,False,,,,,,,,,True,True,
45067,179,183.0,190.0,,169.0,229.0,,,,,179.2,,84.0,,188.1,67.7,,125.2,185.4,88.8,292.0,,,,,,,,156.0,190.6,,4.0,11.0,,-10.0,50.0,,,,,0.2,,-95.0,,9.1,-111.3,,-53.8,6.4,-90.2,113.0,,,,,,,,-23.0,11.6,,False,,False,False,,,,,True,,False,,False,False,,False,False,False,False,,,,,,,,False,False,
45069,145,132.0,126.3,,104.0,69.0,,,,,172.3,,99.0,,143.1,73.7,,41.7,108.0,0.0,193.0,,,,,,,,127.0,129.3,,-13.0,-18.7,,-41.0,-76.0,,,,,27.3,,-46.0,,-1.9,-71.3,,-103.3,-37.0,-145.0,48.0,,,,,,,,-18.0,-15.7,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,False,False,
45071,206,300.0,286.7,,203.0,413.0,,,,,193.2,,196.0,,368.2,48.7,,94.5,221.5,137.6,584.0,,,,143.0,,,,501.0,140.2,,94.0,80.7,,-3.0,207.0,,,,,-12.8,,-10.0,,162.2,-157.3,,-111.5,15.5,-68.4,378.0,,,,-63.0,,,,295.0,-65.8,,True,,True,False,,,,,True,,True,,False,False,,False,True,True,False,,,,True,,,,False,True,
45073,405,711.0,570.4,,394.0,381.0,,,,,274.2,,316.0,,820.4,111.4,,403.7,558.6,0.3,1250.0,,,,381.6,,,,1162.0,1602.2,,306.0,165.4,,-11.0,-24.0,,,,,-130.8,,-89.0,,415.4,-293.6,,-1.3,153.6,-404.7,845.0,,,,-23.4,,,,757.0,1197.2,,True,,True,True,,,,,True,,True,,False,True,,True,True,False,False,,,,True,,,,False,False,
45075,190,129.0,125.1,,111.0,84.0,,,,,306.8,,288.0,,122.5,56.3,,52.0,127.9,0.1,88.0,,,,96.9,,,,91.0,64.4,,-61.0,-64.9,,-79.0,-106.0,,,,,116.8,,98.0,,-67.5,-133.7,,-138.0,-62.1,-189.9,-102.0,,,,-93.1,,,,-99.0,-125.6,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,,,,False,False,
45077,1058,819.0,805.4,,655.0,763.0,,,,,539.8,,534.0,,834.5,264.9,,532.6,718.1,528.3,1321.0,,,,426.5,,,,898.0,522.8,,-239.0,-252.6,,-403.0,-295.0,,,,,-518.2,,-524.0,,-223.5,-793.1,,-525.4,-339.9,-529.7,263.0,,,,-631.5,,,,-160.0,-535.2,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,False,,,,True,False,
45079,1436,1329.0,1368.9,1184.7,1120.0,1278.0,,,,,2344.3,,1294.0,,1102.2,757.7,,870.8,1088.9,16.2,697.0,,,,1035.5,563.0,,,658.0,489.2,,-107.0,-67.1,-251.3,-316.0,-158.0,,,,,908.3,,-142.0,,-333.8,-678.3,,-565.2,-347.1,-1419.8,-739.0,,,,-400.5,-873.0,,,-778.0,-946.8,,True,False,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,False,,,False,False,
45081,30,36.0,37.8,,30.0,7.0,,,,,165.7,,91.0,,33.5,17.1,,5.2,38.1,0.2,11.0,,,,,,,,3.0,11.8,,6.0,7.8,,0.0,-23.0,,,,,135.7,,61.0,,3.5,-12.9,,-24.8,8.1,-29.8,-19.0,,,,,,,,-27.0,-18.2,,False,,True,False,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,False,False,
45083,1756,1134.0,1145.0,,989.0,1249.0,,,,,1147.6,,1268.0,,989.0,634.3,,884.7,1073.0,480.8,1009.0,,,,802.6,781.0,,,868.0,944.9,,-622.0,-611.0,,-767.0,-507.0,,,,,-608.4,,-488.0,,-767.0,-1121.7,,-871.3,-683.0,-1275.2,-747.0,,,,-953.4,-975.0,,,-888.0,-811.1,,True,,False,True,,,,,True,,True,,False,False,,False,False,False,False,,,,False,False,,,False,False,
45085,296,123.0,138.7,,115.0,38.0,,,,,401.5,,415.0,,106.9,81.2,,78.6,164.5,2.5,89.0,,,,84.3,,,,64.0,146.1,294.9,-173.0,-157.3,,-181.0,-258.0,,,,,105.5,,119.0,,-189.1,-214.8,,-217.4,-131.5,-293.5,-207.0,,,,-211.7,,,,-232.0,-149.9,-1.1,True,,False,False,,,,,True,,True,,False,False,,False,True,False,False,,,,False,,,,False,True,True
45087,126,114.0,113.0,,114.0,154.0,,,,,167.3,,140.0,,138.7,29.2,,50.3,115.9,60.3,249.0,,,,,,,,154.0,54.9,,-12.0,-13.0,,-12.0,28.0,,,,,41.3,,14.0,,12.7,-96.8,,-75.7,-10.1,-65.7,123.0,,,,,,,,28.0,-71.1,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,False,,,,,,,,False,False,
45089,108,45.0,45.7,,43.0,22.0,,,,,182.9,,72.0,,45.2,26.3,,10.2,46.4,0.0,25.0,,,,37.6,,,,24.0,29.4,41.8,-63.0,-62.3,,-65.0,-86.0,,,,,74.9,,-36.0,,-62.8,-81.7,,-97.8,-61.6,-108.0,-83.0,,,,-70.4,,,,-84.0,-78.6,-66.2,True,,False,False,,,,,False,,True,,True,False,,False,True,False,False,,,,False,,,,False,False,False
45091,1014,807.0,817.2,,746.0,940.0,,,,,779.6,,880.0,,814.9,367.3,,683.3,784.6,351.8,1015.0,,,,477.7,582.0,,,827.0,555.7,,-207.0,-196.8,,-268.0,-74.0,,,,,-234.4,,-134.0,,-199.1,-646.7,,-330.7,-229.4,-662.2,1.0,,,,-536.3,-432.0,,,-187.0,-458.3,,True,,False,True,,,,,False,,True,,True,False,,False,False,False,True,,,,False,False,,,True,False,
46003,74,174.0,173.9,,72.0,0.0,,,,,38.8,,15.0,,384.2,1.0,,167.1,104.5,0.0,,,,,,,,,41.0,,,100.0,99.9,,-2.0,-74.0,,,,,-35.2,,-59.0,,310.2,-73.0,,93.1,30.5,-74.0,,,,,,,,,-33.0,,,True,,True,True,,,,,True,,True,,False,True,,True,True,True,,,,,,,,,True,,
46005,413,285.0,307.1,,268.0,0.0,,,,,237.8,,280.0,,258.4,25.1,,191.7,324.0,196.1,379.0,,,,,,,,121.0,,,-128.0,-105.9,,-145.0,-413.0,,,,,-175.2,,-133.0,,-154.6,-387.9,,-221.3,-89.0,-216.9,-34.0,,,,,,,,-292.0,,,True,,False,False,,,,,False,,False,,False,False,,False,True,False,True,,,,,,,,False,,
46007,112,87.0,85.2,,31.0,0.0,,,,,31.1,,24.0,,104.1,15.3,,,48.0,0.0,129.0,,,,,,,,60.0,,,-25.0,-26.8,,-81.0,-112.0,,,,,-80.9,,-88.0,,-7.9,-96.7,,,-64.0,-112.0,17.0,,,,,,,,-52.0,,,False,,False,False,,,,,False,,False,,True,False,,,False,False,True,,,,,,,,False,,
46009,843,129.0,126.5,,99.0,80.0,,,,,120.4,,81.0,,184.0,11.0,,77.0,101.9,0.1,233.0,,,,,,,,106.0,,,-714.0,-716.5,,-744.0,-763.0,,,,,-722.6,,-762.0,,-659.0,-832.0,,-766.0,-741.1,-842.9,-610.0,,,,,,,,-737.0,,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,True,,,,,,,,False,,
46011,573,348.0,340.2,,341.0,444.0,,,,,232.0,,650.0,,271.5,138.3,,431.2,426.2,0.0,483.0,,,,,,,,186.0,,,-225.0,-232.8,,-232.0,-129.0,,,,,-341.0,,77.0,,-301.5,-434.7,,-141.8,-146.8,-573.0,-90.0,,,,,,,,-387.0,,,False,,False,True,,,,,False,,True,,False,False,,True,True,False,True,,,,,,,,False,,
46013,616,624.0,635.6,,557.0,791.0,,,,,349.0,,615.0,,600.6,261.1,,408.0,557.0,269.2,862.0,,,,411.5,,,,527.0,,,8.0,19.6,,-59.0,175.0,,,,,-267.0,,-1.0,,-15.4,-354.9,,-208.0,-59.0,-346.8,246.0,,,,-204.5,,,,-89.0,,,False,,False,False,,,,,False,,True,,False,False,,False,False,False,False,,,,False,,,,False,,
46015,134,84.0,85.7,,46.0,6.0,,,,,46.1,,23.0,,73.9,30.4,,,96.0,22.0,138.0,,,,,,,,16.0,,,-50.0,-48.3,,-88.0,-128.0,,,,,-87.9,,-111.0,,-60.1,-103.6,,,-38.0,-112.0,4.0,,,,,,,,-118.0,,,True,,False,False,,,,,False,,False,,False,False,,,True,False,True,,,,,,,,False,,
46017,92,78.0,79.1,,42.0,1.0,,,,,40.4,,9.0,,66.5,5.5,,45.5,71.9,9.4,63.0,,,,,,,,0.0,,,-14.0,-12.9,,-50.0,-91.0,,,,,-51.6,,-83.0,,-25.5,-86.5,,-46.5,-20.1,-82.6,-29.0,,,,,,,,-92.0,,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,,,,,False,,
46019,247,117.0,120.1,,61.0,0.0,,,,,20.6,,61.0,,135.3,87.3,,,97.9,42.4,188.0,,,,,,,,33.0,,,-130.0,-126.9,,-186.0,-247.0,,,,,-226.4,,-186.0,,-111.7,-159.7,,,-149.1,-204.6,-59.0,,,,,,,,-214.0,,,True,,False,False,,,,,False,,False,,True,False,,,False,False,True,,,,,,,,False,,
46021,29,45.0,47.3,,28.0,0.0,,,,,8.5,,15.0,,44.4,7.2,,,42.0,,65.0,,,,,,,,11.0,,,16.0,18.3,,-1.0,-29.0,,,,,-20.5,,-14.0,,15.4,-21.8,,,13.0,,36.0,,,,,,,,-18.0,,,False,,True,False,,,,,False,,True,,True,False,,,True,,False,,,,,,,,False,,
46023,166,147.0,141.3,,99.0,1.0,,,,,90.1,,43.0,,184.5,20.9,,107.1,143.6,7.5,208.0,,,,,,,,93.0,,,-19.0,-24.7,,-67.0,-165.0,,,,,-75.9,,-123.0,,18.5,-145.1,,-58.9,-22.4,-158.5,42.0,,,,,,,,-73.0,,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,False,,
46025,87,21.0,21.6,,21.0,0.0,,,,,38.2,,51.0,,20.4,5.5,,28.4,24.5,,30.0,,,,,,,,8.0,,,-66.0,-65.4,,-66.0,-87.0,,,,,-48.8,,-36.0,,-66.6,-81.5,,-58.6,-62.5,,-57.0,,,,,,,,-79.0,,,True,,False,False,,,,,True,,True,,False,False,,True,True,,True,,,,,,,,False,,
46027,231,159.0,145.3,,137.0,55.0,,,,,171.4,,162.0,,118.6,32.8,,127.2,171.8,0.0,154.0,,,,,,,,83.0,,,-72.0,-85.7,,-94.0,-176.0,,,,,-59.6,,-69.0,,-112.4,-198.2,,-103.8,-59.2,-231.0,-77.0,,,,,,,,-148.0,,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,False,,,,,,,,False,,
46029,496,396.0,406.5,,332.0,358.0,,,,,260.8,,616.0,,405.5,140.1,,164.6,305.5,173.0,308.0,,,,,,,,226.0,,,-100.0,-89.5,,-164.0,-138.0,,,,,-235.2,,120.0,,-90.5,-355.9,,-331.4,-190.5,-323.0,-188.0,,,,,,,,-270.0,,,True,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,False,,
46031,113,60.0,63.2,,34.0,0.0,,,,,59.8,,18.0,,70.8,10.0,,31.5,36.7,0.0,54.0,,,,,,,,63.0,,,-53.0,-49.8,,-79.0,-113.0,,,,,-53.2,,-95.0,,-42.2,-103.0,,-81.5,-76.3,-113.0,-59.0,,,,,,,,-50.0,,,True,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,True,,
46033,120,48.0,48.3,,31.0,21.0,,,,,31.3,,19.0,,52.0,35.7,,,69.9,0.0,89.0,,,,,,,,43.0,,,-72.0,-71.7,,-89.0,-99.0,,,,,-88.7,,-101.0,,-68.0,-84.3,,,-50.1,-120.0,-31.0,,,,,,,,-77.0,,,True,,False,False,,,,,False,,False,,True,False,,,True,False,True,,,,,,,,False,,
46035,517,402.0,390.2,,360.0,535.0,,,,,205.1,,247.0,,593.7,73.3,,345.3,444.5,192.3,605.0,,,,,,,,222.0,,,-115.0,-126.8,,-157.0,18.0,,,,,-311.9,,-270.0,,76.7,-443.7,,-171.7,-72.5,-324.7,88.0,,,,,,,,-295.0,,,False,,False,True,,,,,False,,False,,True,False,,False,True,False,True,,,,,,,,False,,
46037,59,54.0,54.8,,41.0,20.0,,,,,44.5,,48.0,,57.7,13.1,,8.2,41.9,21.2,64.0,,,,,,,,32.0,,,-5.0,-4.2,,-18.0,-39.0,,,,,-14.5,,-11.0,,-1.3,-45.9,,-50.8,-17.1,-37.8,5.0,,,,,,,,-27.0,,,True,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,False,,
46039,77,81.0,79.0,,38.0,13.0,,,,,19.9,,44.0,,91.9,17.0,,30.4,59.3,0.0,127.0,,,,,,,,62.0,,,4.0,2.0,,-39.0,-64.0,,,,,-57.1,,-33.0,,14.9,-60.0,,-46.6,-17.7,-77.0,50.0,,,,,,,,-15.0,,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,,,,,False,,
46041,197,96.0,101.0,,76.0,,,,,,26.0,,18.0,,114.9,43.7,,76.3,99.5,0.0,160.0,,,,,,,,0.0,,,-101.0,-96.0,,-121.0,,,,,,-171.0,,-179.0,,-82.1,-153.3,,-120.7,-97.5,-197.0,-37.0,,,,,,,,-197.0,,,True,,False,,,,,,False,,False,,True,False,,False,True,False,True,,,,,,,,False,,
46043,52,78.0,80.4,,63.0,23.0,,,,,42.7,,17.0,,89.5,16.1,,53.1,88.2,53.5,111.0,,,,,,,,28.0,,,26.0,28.4,,11.0,-29.0,,,,,-9.3,,-35.0,,37.5,-35.9,,1.1,36.2,1.5,59.0,,,,,,,,-24.0,,,False,,True,False,,,,,True,,False,,False,False,,True,False,True,False,,,,,,,,True,,
46045,45,9.0,8.0,,8.0,0.0,,,,,22.2,,47.0,,6.5,11.4,,4.4,20.2,0.0,,,,,,,,,5.0,,277.8,-36.0,-37.0,,-37.0,-45.0,,,,,-22.8,,2.0,,-38.5,-33.6,,-40.6,-24.8,-45.0,,,,,,,,,-40.0,,232.8,False,,False,False,,,,,True,,True,,False,True,,False,True,False,,,,,,,,,False,,False
46047,98,81.0,83.8,,59.0,0.0,,,,,59.7,,20.0,,90.7,17.8,,57.4,67.5,0.0,134.0,,,,,,,,107.0,,,-17.0,-14.2,,-39.0,-98.0,,,,,-38.3,,-78.0,,-7.3,-80.2,,-40.6,-30.5,-98.0,36.0,,,,,,,,9.0,,,True,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,True,,
46049,100,132.0,138.5,,59.0,0.0,,,,,29.5,,36.0,,197.1,2.1,,173.3,81.7,0.0,146.0,,,,,,,,13.0,,,32.0,38.5,,-41.0,-100.0,,,,,-70.5,,-64.0,,97.1,-97.8,,73.3,-18.3,-100.0,46.0,,,,,,,,-87.0,,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,False,,,,,,,,False,,
46051,100,123.0,120.3,,101.0,105.0,,,,,58.4,,125.0,,154.8,21.5,,47.0,98.8,46.6,158.0,,,,,,,,72.0,,,23.0,20.3,,1.0,5.0,,,,,-41.6,,25.0,,54.8,-78.5,,-53.0,-1.2,-53.4,58.0,,,,,,,,-28.0,,,True,,True,True,,,,,False,,False,,False,False,,False,True,False,False,,,,,,,,False,,
46053,92,33.0,35.3,,19.0,0.0,,,,,20.0,,18.0,,25.3,15.2,,6.9,32.0,0.0,19.0,,,,,,,,14.0,,,-59.0,-56.7,,-73.0,-92.0,,,,,-72.0,,-74.0,,-66.7,-76.8,,-85.1,-60.0,-92.0,-73.0,,,,,,,,-78.0,,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,,,,,False,,
46055,61,27.0,27.2,,27.0,0.0,,,,,8.4,,30.0,,55.0,12.7,,,28.1,,42.0,,,,,,,,27.0,,,-34.0,-33.8,,-34.0,-61.0,,,,,-52.6,,-31.0,,-6.0,-48.3,,,-32.9,,-19.0,,,,,,,,-34.0,,,True,,False,False,,,,,False,,True,,True,False,,,True,,True,,,,,,,,False,,
46057,88,45.0,47.2,,45.0,37.0,,,,,41.9,,63.0,,48.1,13.3,,37.8,61.2,7.3,61.0,,,,,,,,34.0,,,-43.0,-40.8,,-43.0,-51.0,,,,,-46.1,,-25.0,,-39.9,-74.7,,-50.2,-26.8,-80.7,-27.0,,,,,,,,-54.0,,,True,,False,False,,,,,False,,True,,True,False,,False,True,False,True,,,,,,,,False,,
46059,72,54.0,52.7,,36.0,0.0,,,,,36.4,,30.0,,79.4,7.7,,19.9,48.3,,73.0,,,,,,,,3.0,,,-18.0,-19.3,,-36.0,-72.0,,,,,-35.6,,-42.0,,7.4,-64.3,,-52.1,-23.7,,1.0,,,,,,,,-69.0,,,False,,False,False,,,,,False,,False,,True,False,,False,False,,True,,,,,,,,False,,
46061,54,18.0,17.6,,20.0,0.0,,,,,36.1,,24.0,,21.6,9.9,,,20.9,,37.0,,,,,,,,11.0,,,-36.0,-36.4,,-34.0,-54.0,,,,,-17.9,,-30.0,,-32.4,-44.1,,,-33.1,,-17.0,,,,,,,,-43.0,,,False,,True,False,,,,,True,,True,,True,False,,,True,,True,,,,,,,,False,,
46063,50,9.0,9.0,,6.0,0.0,,,,,5.2,,23.0,,9.6,6.1,,,5.8,,,,,,,,,,20.0,,,-41.0,-41.0,,-44.0,-50.0,,,,,-44.8,,-27.0,,-40.4,-43.9,,,-44.2,,,,,,,,,,-30.0,,,False,,False,False,,,,,False,,True,,True,False,,,False,,,,,,,,,,True,,
46065,264,282.0,273.6,,235.0,323.0,,,,,200.2,,165.0,,364.2,74.7,,187.9,237.5,162.7,256.0,,,,,,,,0.0,,,18.0,9.6,,-29.0,59.0,,,,,-63.8,,-99.0,,100.2,-189.3,,-76.1,-26.5,-101.3,-8.0,,,,,,,,-264.0,,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,True,,,,,,,,False,,
46067,93,99.0,101.0,,83.0,76.0,,,,,90.1,,80.0,,124.4,28.2,,42.0,86.2,1.3,147.0,,,,,,,,72.0,,,6.0,8.0,,-10.0,-17.0,,,,,-2.9,,-13.0,,31.4,-64.8,,-51.0,-6.8,-91.7,54.0,,,,,,,,-21.0,,,False,,False,False,,,,,True,,False,,False,False,,False,False,False,False,,,,,,,,False,,
46069,20,24.0,22.9,,15.0,,,,,,19.1,,12.0,,22.5,2.7,,8.8,10.0,,21.0,,,,,,,,12.0,,94.8,4.0,2.9,,-5.0,,,,,,-0.9,,-8.0,,2.5,-17.3,,-11.2,-10.0,,1.0,,,,,,,,-8.0,,74.8,True,,False,,,,,,True,,False,,True,False,,False,False,,True,,,,,,,,False,,False
46071,83,45.0,42.9,,37.0,7.0,,,,,41.0,,9.0,,61.4,6.5,,18.3,36.5,,42.0,,,,,,,,40.0,,,-38.0,-40.1,,-46.0,-76.0,,,,,-42.0,,-74.0,,-21.6,-76.5,,-64.7,-46.5,,-41.0,,,,,,,,-43.0,,,False,,False,False,,,,,False,,False,,True,False,,False,False,,False,,,,,,,,False,,
46073,19,147.0,147.9,,49.0,,,,,,36.9,,33.0,,231.4,1.3,,47.2,51.7,35.5,156.0,,,,,,,,0.0,,,128.0,128.9,,30.0,,,,,,17.9,,14.0,,212.4,-17.7,,28.2,32.7,16.5,137.0,,,,,,,,-19.0,,,False,,True,,,,,,True,,True,,False,True,,True,True,True,False,,,,,,,,True,,
46075,13,6.0,5.9,,6.0,0.0,,,,,4.4,,6.0,,9.7,3.8,,,4.2,,16.0,,,,,,,,4.0,,,-7.0,-7.1,,-7.0,-13.0,,,,,-8.6,,-7.0,,-3.3,-9.2,,,-8.8,,3.0,,,,,,,,-9.0,,,False,,False,False,,,,,False,,False,,True,False,,,False,,True,,,,,,,,False,,
46077,114,99.0,99.8,,63.0,63.0,,,,,31.7,,51.0,,123.3,25.3,,36.9,74.9,,150.0,,,,,,,,67.0,,,-15.0,-14.2,,-51.0,-51.0,,,,,-82.3,,-63.0,,9.3,-88.7,,-77.1,-39.1,,36.0,,,,,,,,-47.0,,,True,,False,False,,,,,False,,False,,True,False,,False,False,,False,,,,,,,,False,,
46079,174,111.0,116.0,,104.0,116.0,,,,,118.8,,185.0,,95.7,33.9,,60.6,101.4,64.3,178.0,,,,,,,,76.0,,,-63.0,-58.0,,-70.0,-58.0,,,,,-55.2,,11.0,,-78.3,-140.1,,-113.4,-72.6,-109.7,4.0,,,,,,,,-98.0,,,True,,False,True,,,,,True,,True,,False,False,,False,False,False,True,,,,,,,,False,,
46081,471,279.0,283.7,,252.0,435.0,,,,,206.2,,218.0,,322.8,37.9,,180.5,227.4,215.3,290.0,,,,,,,,186.0,,,-192.0,-187.3,,-219.0,-36.0,,,,,-264.8,,-253.0,,-148.2,-433.1,,-290.5,-243.6,-255.7,-181.0,,,,,,,,-285.0,,,True,,False,True,,,,,False,,False,,True,False,,False,False,False,True,,,,,,,,False,,
46083,1309,771.0,770.9,,767.0,1142.0,,,,,626.4,,575.0,,824.7,425.8,,923.0,768.0,547.0,1385.0,,,,601.9,,,,815.0,,,-538.0,-538.1,,-542.0,-167.0,,,,,-682.6,,-734.0,,-484.3,-883.2,,-386.0,-541.0,-762.0,76.0,,,,-707.1,,,,-494.0,,,False,,False,True,,,,,False,,False,,True,False,,True,False,False,True,,,,False,,,,True,,
46085,86,63.0,70.5,,42.0,10.0,,,,,62.1,,11.0,,73.1,6.2,,26.4,61.1,0.0,57.0,,,,,,,,0.0,,,-23.0,-15.5,,-44.0,-76.0,,,,,-23.9,,-75.0,,-12.9,-79.8,,-59.6,-24.9,-86.0,-29.0,,,,,,,,-86.0,,,True,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,False,,
46087,136,78.0,77.8,,75.0,66.0,,,,,81.6,,51.0,,94.4,15.8,,30.4,73.4,65.2,144.0,,,,,,,,36.0,,,-58.0,-58.2,,-61.0,-70.0,,,,,-54.4,,-85.0,,-41.6,-120.2,,-105.6,-62.6,-70.8,8.0,,,,,,,,-100.0,,,False,,False,False,,,,,True,,False,,True,False,,False,False,False,True,,,,,,,,False,,
46089,25,21.0,22.1,,19.0,,,,,,24.0,,24.0,,11.6,4.5,,12.2,18.2,,33.0,,,,,,,,8.0,,199.8,-4.0,-2.9,,-6.0,,,,,,-1.0,,-1.0,,-13.4,-20.5,,-12.8,-6.8,,8.0,,,,,,,,-17.0,,174.8,True,,False,,,,,,True,,True,,False,False,,False,False,,False,,,,,,,,False,,False
46091,14,15.0,15.7,,15.0,0.0,,,,,34.8,,54.0,,16.8,7.2,,13.0,11.7,,30.0,,,,,,,,14.0,,,1.0,1.7,,1.0,-14.0,,,,,20.8,,40.0,,2.8,-6.8,,-1.0,-2.3,,16.0,,,,,,,,0.0,,,False,,False,False,,,,,False,,False,,False,False,,True,False,,False,,,,,,,,True,,
46093,324,249.0,245.4,,237.0,288.0,,,,,81.2,,227.0,,300.5,142.9,,206.3,265.2,118.5,197.0,,,,,,,,206.0,,,-75.0,-78.6,,-87.0,-36.0,,,,,-242.8,,-97.0,,-23.5,-181.1,,-117.7,-58.8,-205.5,-127.0,,,,,,,,-118.0,,,False,,False,True,,,,,False,,False,,True,False,,False,True,False,False,,,,,,,,False,,
