,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01073,1999,1886.0,,1858.8,1985.8,1859.0,2156.0,1805.0,,,,,1487.2,,,719.4,,1775.6,2496.0,1865.1,,2026.7,1484.0,,1941.0,2094.8,,,,1969.0,1376.0,2430.6,,,,,,1672.7,1897.3,1769.0,,,1507.3,2869.9,-113.0,,-140.2,-13.2,-140.0,157.0,-194.0,,,,,-511.8,,,-1279.6,,-223.4,497.0,-133.9,,27.7,-515.0,,-58.0,95.8,,,,-30.0,-623.0,431.6,,,,,,-326.3,-101.7,-230.0,,,-491.7,870.9,,False,True,False,False,False,,,,,False,,,False,,False,False,False,,True,False,,True,True,,,,True,False,False,,,,,,False,True,False,,,False,False
01075,32,36.0,,36.0,,29.0,33.0,19.0,,,,,23.4,,,6.7,,,61.0,13.3,,23.4,,,27.0,37.0,,,,26.0,24.0,31.0,,,,,,,29.8,,,,39.2,46.7,4.0,,4.0,,-3.0,1.0,-13.0,,,,,-8.6,,,-25.3,,,29.0,-18.7,,-8.6,,,-5.0,5.0,,,,-6.0,-8.0,-1.0,,,,,,,-2.2,,,,7.2,14.7,,True,,True,True,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,True,,,,,,,True,,,,False,False
01077,216,287.0,,288.8,,244.0,277.0,240.0,,,,,181.2,,,60.7,,,410.0,284.1,,230.7,122.5,,216.0,260.1,,,,264.0,208.0,317.6,,,,,,234.0,220.2,,,,249.0,388.7,71.0,,72.8,,28.0,61.0,24.0,,,,,-34.8,,,-155.3,,,194.0,68.1,,14.7,-93.5,,0.0,44.1,,,,48.0,-8.0,101.6,,,,,,18.0,4.2,,,,33.0,172.7,,False,,True,True,True,,,,,True,,,False,,,False,True,,True,False,,True,True,,,,True,True,False,,,,,,True,True,,,,True,False
01079,89,95.0,,96.8,,82.0,109.0,77.0,,,,,60.0,,,13.3,,,163.0,78.2,,76.5,69.5,,103.0,85.5,,,,88.0,64.0,148.2,,,,,,78.4,82.6,,,,82.9,147.8,6.0,,7.8,,-7.0,20.0,-12.0,,,,,-29.0,,,-75.7,,,74.0,-10.8,,-12.5,-19.5,,14.0,-3.5,,,,-1.0,-25.0,59.2,,,,,,-10.6,-6.4,,,,-6.1,58.8,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,True,,,,True,False,False,,,,,,False,False,,,,False,False
01081,598,542.0,,542.8,,550.0,655.0,388.0,,,,,383.4,,,69.8,,556.8,574.0,749.0,,483.2,449.0,,657.0,609.9,,,,642.0,376.0,569.5,,,,,,444.2,411.3,642.0,,,490.3,976.8,-56.0,,-55.2,,-48.0,57.0,-210.0,,,,,-214.6,,,-528.2,,-41.2,-24.0,151.0,,-114.8,-149.0,,59.0,11.9,,,,44.0,-222.0,-28.5,,,,,,-153.8,-186.7,44.0,,,-107.7,378.8,,True,,True,False,False,,,,,False,,,False,,True,True,False,,False,False,,False,True,,,,True,False,True,,,,,,False,False,True,,,False,False
01083,296,298.0,,271.5,,268.0,302.0,250.0,,,,,203.2,,,52.5,,,395.0,299.6,,260.5,248.5,,278.0,286.9,,,,291.0,210.0,333.8,,,,,,314.5,224.8,,,,247.1,412.1,2.0,,-24.5,,-28.0,6.0,-46.0,,,,,-92.8,,,-243.5,,,99.0,3.6,,-35.5,-47.5,,-18.0,-9.1,,,,-5.0,-86.0,37.8,,,,,,18.5,-71.2,,,,-48.9,116.1,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
01085,63,57.0,,50.5,,48.0,57.0,53.0,,,,,29.2,,,0.0,,,28.0,45.5,,35.8,,,69.0,68.0,,,,57.0,39.0,32.5,,,,,,,44.1,,,,42.4,71.2,-6.0,,-12.5,,-15.0,-6.0,-10.0,,,,,-33.8,,,-63.0,,,-35.0,-17.5,,-27.2,,,6.0,5.0,,,,-6.0,-24.0,-30.5,,,,,,,-18.9,,,,-20.6,8.2,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
01087,58,54.0,,52.3,,58.0,57.0,62.0,,,,,29.6,,,2.7,,,48.0,131.3,,39.8,,,73.0,60.8,,,,67.0,40.0,50.3,,,,,,,51.2,,,,71.0,53.7,-4.0,,-5.7,,0.0,-1.0,4.0,,,,,-28.4,,,-55.3,,,-10.0,73.3,,-18.2,,,15.0,2.8,,,,9.0,-18.0,-7.7,,,,,,,-6.8,,,,13.0,-4.3,,False,,True,True,False,,,,,False,,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
01089,1293,1175.0,,1231.6,1236.0,1191.0,1164.0,1220.0,,,,,720.9,,,271.4,,1158.1,1395.0,913.3,,859.1,882.5,,1165.0,1301.9,,,,1223.0,731.0,1213.8,,,,,,1063.8,955.9,1961.0,,,1190.7,1464.0,-118.0,,-61.4,-57.0,-102.0,-129.0,-73.0,,,,,-572.1,,,-1021.6,,-134.9,102.0,-379.7,,-433.9,-410.5,,-128.0,8.9,,,,-70.0,-562.0,-79.2,,,,,,-229.2,-337.1,668.0,,,-102.3,171.0,,True,True,True,False,True,,,,,False,,,False,,False,True,False,,False,False,,False,True,,,,True,False,True,,,,,,False,False,False,,,True,False
01091,43,88.0,,83.2,,82.0,85.0,59.0,,,,,51.7,,,2.1,,,86.0,165.9,,60.1,,,82.0,81.8,,,,101.0,63.0,116.9,,,,,,65.7,77.4,,,,92.8,89.5,45.0,,40.2,,39.0,42.0,16.0,,,,,8.7,,,-40.9,,,43.0,122.9,,17.1,,,39.0,38.8,,,,58.0,20.0,73.9,,,,,,22.7,34.4,,,,49.8,46.5,,True,,True,True,True,,,,,True,,,True,,,True,False,,True,,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
01093,57,66.0,,66.2,,62.0,79.0,57.0,,,,,60.1,,,9.0,,,130.0,70.9,,61.7,45.0,,58.0,65.3,,,,60.0,49.0,138.6,,,,,,51.3,52.0,,,,54.4,106.9,9.0,,9.2,,5.0,22.0,0.0,,,,,3.1,,,-48.0,,,73.0,13.9,,4.7,-12.0,,1.0,8.3,,,,3.0,-8.0,81.6,,,,,,-5.7,-5.0,,,,-2.6,49.9,,False,,True,False,True,,,,,True,,,False,,,False,False,,True,False,,True,True,,,,True,True,False,,,,,,True,True,,,,True,False
01095,245,294.0,,298.0,,249.0,267.0,249.0,,,,,210.2,,,40.3,,272.3,461.0,191.0,,217.4,207.5,,208.0,265.1,,,,251.0,206.0,321.2,,,,,,292.7,226.8,,,,236.6,354.2,49.0,,53.0,,4.0,22.0,4.0,,,,,-34.8,,,-204.7,,27.3,216.0,-54.0,,-27.6,-37.5,,-37.0,20.1,,,,6.0,-39.0,76.2,,,,,,47.7,-18.2,,,,-8.4,109.2,,False,,True,True,True,,,,,True,,,False,,True,False,False,,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,True,False
01097,1249,1312.0,,1273.9,1413.5,1272.0,1266.0,1272.0,,,,,833.5,,,228.0,,1207.4,1644.0,701.1,,1322.3,877.5,,1349.0,1350.6,,,,1380.0,852.0,1252.8,,,,,,1075.7,1071.3,1332.0,,,1278.4,1601.9,63.0,,24.9,164.5,23.0,17.0,23.0,,,,,-415.5,,,-1021.0,,-41.6,395.0,-547.9,,73.3,-371.5,,100.0,101.6,,,,131.0,-397.0,3.8,,,,,,-173.3,-177.7,83.0,,,29.4,352.9,,True,False,True,True,True,,,,,False,,,False,,True,False,False,,False,False,,False,False,,,,False,False,True,,,,,,False,False,False,,,True,False
01099,64,39.0,,45.8,,45.0,48.0,25.0,,,,,39.2,,,13.3,,,74.0,54.8,,40.3,,,23.0,39.8,,,,50.0,26.0,60.4,,,,,,,32.2,,,,44.3,77.6,-25.0,,-18.2,,-19.0,-16.0,-39.0,,,,,-24.8,,,-50.7,,,10.0,-9.2,,-23.7,,,-41.0,-24.2,,,,-14.0,-38.0,-3.6,,,,,,,-31.8,,,,-19.7,13.6,,True,,True,True,False,,,,,True,,,False,,,True,True,,True,,,False,True,,,,True,False,True,,,,,,,False,,,,True,True
01101,720,824.0,,883.2,,840.0,857.0,795.0,,,,,525.4,,,91.3,,921.7,724.0,1059.2,,639.0,689.0,,975.0,881.0,,,,914.0,634.0,705.3,,,,,,726.6,909.9,980.0,,,798.6,1028.6,104.0,,163.2,,120.0,137.0,75.0,,,,,-194.6,,,-628.7,,201.7,4.0,339.2,,-81.0,-31.0,,255.0,161.0,,,,194.0,-86.0,-14.7,,,,,,6.6,189.9,260.0,,,78.6,308.6,,False,,False,False,True,,,,,False,,,False,,False,True,False,,True,True,,False,False,,,,False,True,True,,,,,,True,False,False,,,True,False
01103,281,342.0,,326.5,,285.0,341.0,261.0,,,,,261.5,,,75.2,,,555.0,300.0,,293.3,271.5,,268.0,312.8,,,,322.0,232.0,364.5,,,,,,264.5,273.3,,,,271.0,501.7,61.0,,45.5,,4.0,60.0,-20.0,,,,,-19.5,,,-205.8,,,274.0,19.0,,12.3,-9.5,,-13.0,31.8,,,,41.0,-49.0,83.5,,,,,,-16.5,-7.7,,,,-10.0,220.7,,True,,True,True,True,,,,,True,,,False,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,True,False
01105,57,18.0,,18.4,,28.0,32.0,29.0,,,,,23.1,,,4.7,,,31.0,34.2,,23.6,,,17.0,26.5,,,,22.0,14.0,45.0,,,,,,,17.3,,,,21.1,53.4,-39.0,,-38.6,,-29.0,-25.0,-28.0,,,,,-33.9,,,-52.3,,,-26.0,-22.8,,-33.4,,,-40.0,-30.5,,,,-35.0,-43.0,-12.0,,,,,,,-39.7,,,,-35.9,-3.6,,True,,True,True,True,,,,,True,,,False,,,True,True,,True,,,False,True,,,,True,False,True,,,,,,,False,,,,True,True
01107,84,65.0,,61.6,,50.0,61.0,38.0,,,,,39.1,,,0.0,,,88.0,10.6,,49.0,,,48.0,90.5,,,,53.0,40.0,32.7,,,,,,,48.5,,,,70.1,83.7,-19.0,,-22.4,,-34.0,-23.0,-46.0,,,,,-44.9,,,-84.0,,,4.0,-73.4,,-35.0,,,-36.0,6.5,,,,-31.0,-44.0,-51.3,,,,,,,-35.5,,,,-13.9,-0.3,,False,,False,False,False,,,,,False,,,False,,,True,False,,False,,,False,True,,,,False,False,False,,,,,,,False,,,,True,True
01109,84,107.0,,130.3,,92.0,102.0,78.0,,,,,74.7,,,5.4,,,121.0,112.3,,99.9,98.0,,117.0,88.0,,,,126.0,80.0,82.4,,,,,,97.3,93.6,,,,104.4,130.0,23.0,,46.3,,8.0,18.0,-6.0,,,,,-9.3,,,-78.6,,,37.0,28.3,,15.9,14.0,,33.0,4.0,,,,42.0,-4.0,-1.6,,,,,,13.3,9.6,,,,20.4,46.0,,False,,True,True,True,,,,,True,,,False,,,False,False,,True,True,,False,True,,,,False,True,True,,,,,,True,True,,,,True,False
01111,41,57.0,,56.8,,52.0,46.0,62.0,,,,,32.5,,,7.5,,,81.0,81.9,,45.5,,,34.0,44.1,,,,62.0,40.0,50.1,,,,,,,44.5,,,,58.6,56.6,16.0,,15.8,,11.0,5.0,21.0,,,,,-8.5,,,-33.5,,,40.0,40.9,,4.5,,,-7.0,3.1,,,,21.0,-1.0,9.1,,,,,,,3.5,,,,17.6,15.6,,True,,True,True,False,,,,,True,,,False,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
01113,156,154.0,,150.5,,145.0,187.0,139.0,,,,,99.7,,,22.4,,,194.0,514.6,,172.2,130.5,,255.0,196.1,,,,229.0,131.0,157.0,,,,,,143.4,135.6,,,,156.7,208.4,-2.0,,-5.5,,-11.0,31.0,-17.0,,,,,-56.3,,,-133.6,,,38.0,358.6,,16.2,-25.5,,99.0,40.1,,,,73.0,-25.0,1.0,,,,,,-12.6,-20.4,,,,0.7,52.4,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,True,,,,,,False,False,,,,True,False
01115,328,283.0,,282.4,,259.0,260.0,247.0,,,,,178.2,,,46.0,,,344.0,271.4,,216.3,142.0,,254.0,281.2,,,,254.0,185.0,302.8,,,,,,217.9,211.9,,,,263.6,308.8,-45.0,,-45.6,,-69.0,-68.0,-81.0,,,,,-149.8,,,-282.0,,,16.0,-56.6,,-111.7,-186.0,,-74.0,-46.8,,,,-74.0,-143.0,-25.2,,,,,,-110.1,-116.1,,,,-64.4,-19.2,,False,,False,False,False,,,,,False,,,False,,,True,False,,False,False,,False,False,,,,False,False,True,,,,,,False,False,,,,False,True
01117,781,765.0,,844.2,,791.0,833.0,789.0,,,,,477.6,,,108.2,,793.1,844.0,684.9,,660.9,505.5,,1074.0,829.1,,,,780.0,544.0,1111.6,,,,,,680.0,584.9,1050.0,,,687.2,847.3,-16.0,,63.2,,10.0,52.0,8.0,,,,,-303.4,,,-672.8,,12.1,63.0,-96.1,,-120.1,-275.5,,293.0,48.1,,,,-1.0,-237.0,330.6,,,,,,-101.0,-196.1,269.0,,,-93.8,66.3,,False,,True,False,True,,,,,False,,,False,,True,False,False,,False,False,,False,False,,,,True,False,False,,,,,,False,False,False,,,False,False
01119,24,23.0,,23.1,,15.0,19.0,5.0,,,,,18.2,,,4.3,,,41.0,24.7,,15.6,,,14.0,14.7,,,,28.0,13.0,20.4,,,,,,,20.7,,,,7.5,29.0,-1.0,,-0.9,,-9.0,-5.0,-19.0,,,,,-5.8,,,-19.7,,,17.0,0.7,,-8.4,,,-10.0,-9.3,,,,4.0,-11.0,-3.6,,,,,,,-3.3,,,,-16.5,5.0,,True,,False,False,False,,,,,False,,,False,,,False,True,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
01121,377,317.0,,312.5,,277.0,320.0,155.0,,,,,165.8,,,13.5,,,313.0,273.5,,215.5,166.0,,397.0,316.3,,,,315.0,228.0,344.9,,,,,,280.3,219.9,,,,281.2,366.5,-60.0,,-64.5,,-100.0,-57.0,-222.0,,,,,-211.2,,,-363.5,,,-64.0,-103.5,,-161.5,-211.0,,20.0,-60.7,,,,-62.0,-149.0,-32.1,,,,,,-96.7,-157.1,,,,-95.8,-10.5,,False,,False,True,False,,,,,False,,,False,,,False,False,,False,False,,True,False,,,,False,False,True,,,,,,False,False,,,,False,True
01123,110,140.0,,161.3,,183.0,298.0,53.0,,,,,88.0,,,15.4,,,134.0,4865.3,,149.8,88.0,,238.0,205.6,,,,,136.0,400.0,,,,,,117.7,103.3,,,,297.8,271.3,30.0,,51.3,,73.0,188.0,-57.0,,,,,-22.0,,,-94.6,,,24.0,4755.3,,39.8,-22.0,,128.0,95.6,,,,,26.0,290.0,,,,,,7.7,-6.7,,,,187.8,161.3,,False,,False,False,False,,,,,True,,,False,,,True,False,,False,True,,False,False,,,,,True,False,,,,,,True,True,,,,False,False
01125,765,749.0,,783.8,,740.0,821.0,780.0,,,,,479.7,,,54.6,,744.8,901.0,726.9,,591.8,448.5,,1129.0,823.9,,,,802.0,542.0,716.5,,,,,,686.3,550.0,1071.0,,,707.5,929.2,-16.0,,18.8,,-25.0,56.0,15.0,,,,,-285.3,,,-710.4,,-20.2,136.0,-38.1,,-173.2,-316.5,,364.0,58.9,,,,37.0,-223.0,-48.5,,,,,,-78.7,-215.0,306.0,,,-57.5,164.2,,False,,False,False,True,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,False,False
01127,120,103.0,,112.1,,86.0,119.0,85.0,,,,,115.4,,,28.1,,,298.0,86.1,,135.0,91.0,,75.0,108.4,,,,90.0,75.0,162.5,,,,,,135.5,81.9,,,,68.8,184.0,-17.0,,-7.9,,-34.0,-1.0,-35.0,,,,,-4.6,,,-91.9,,,178.0,-33.9,,15.0,-29.0,,-45.0,-11.6,,,,-30.0,-45.0,42.5,,,,,,15.5,-38.1,,,,-51.2,64.0,,True,,False,True,False,,,,,True,,,False,,,False,False,,True,False,,False,True,,,,False,False,False,,,,,,True,False,,,,False,False
01129,32,47.0,,47.6,,41.0,46.0,40.0,,,,,31.7,,,4.0,,,76.0,31.0,,39.4,,,35.0,42.4,,,,51.0,30.0,58.3,,,,,,,43.6,,,,41.2,64.2,15.0,,15.6,,9.0,14.0,8.0,,,,,-0.3,,,-28.0,,,44.0,-1.0,,7.4,,,3.0,10.4,,,,19.0,-2.0,26.3,,,,,,,11.6,,,,9.2,32.2,,False,,True,True,True,,,,,True,,,False,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,True,False
01131,40,46.0,,45.5,,46.0,46.0,52.0,,,,,28.7,,,0.0,,,29.0,46.9,,35.5,,,57.0,48.3,,,,59.0,34.0,39.0,,,,,,,28.7,,,,45.9,52.5,6.0,,5.5,,6.0,6.0,12.0,,,,,-11.3,,,-40.0,,,-11.0,6.9,,-4.5,,,17.0,8.3,,,,19.0,-6.0,-1.0,,,,,,,-11.3,,,,5.9,12.5,,True,,False,False,False,,,,,False,,,False,,,False,False,,True,,,False,False,,,,False,False,True,,,,,,,False,,,,True,False
01133,22,44.0,,48.8,,49.0,46.0,49.0,,,,,46.7,,,17.8,,,114.0,60.4,,52.5,,,18.0,29.6,,,,46.0,33.0,72.3,,,,,,34.0,42.2,,,,34.7,70.3,22.0,,26.8,,27.0,24.0,27.0,,,,,24.7,,,-4.2,,,92.0,38.4,,30.5,,,-4.0,7.6,,,,24.0,11.0,50.3,,,,,,12.0,20.2,,,,12.7,48.3,,False,,False,False,False,,,,,False,,,True,,,False,False,,False,,,True,True,,,,False,True,False,,,,,,True,True,,,,True,False
02013,174,15.0,,14.1,,14.0,53.0,,,,,,2.6,,,31.9,,,,510.1,,18.7,,,7.0,12.0,,,,15.0,15.0,,,,,,,,,,,,43.5,,-159.0,,-159.9,,-160.0,-121.0,,,,,,-171.4,,,-142.1,,,,336.1,,-155.3,,,-167.0,-162.0,,,,-159.0,-159.0,,,,,,,,,,,,-130.5,,,False,,False,True,,,,,,False,,,True,,,,False,,True,,,False,False,,,,False,False,,,,,,,,,,,,True,
02016,38,29.0,,27.9,,27.0,28.0,,,,,,16.1,,,9.9,,,,74.8,,33.3,,,38.0,26.6,,,,42.0,26.0,10.5,,,,,,,24.5,,,,35.7,,-9.0,,-10.1,,-11.0,-10.0,,,,,,-21.9,,,-28.1,,,,36.8,,-4.7,,,0.0,-11.4,,,,4.0,-12.0,-27.5,,,,,,,-13.5,,,,-2.3,,,False,,False,False,,,,,,False,,,False,,,,False,,True,,,True,False,,,,True,False,False,,,,,,,False,,,,True,
02020,284,400.0,,396.1,416.9,326.0,387.0,318.0,,,,,332.8,,,423.1,,333.0,,239.5,,404.2,407.5,,252.0,317.8,,,,373.0,472.0,666.6,,,,,,502.8,492.3,289.0,,,304.3,,116.0,,112.1,132.9,42.0,103.0,34.0,,,,,48.8,,,139.1,,49.0,,-44.5,,120.2,123.5,,-32.0,33.8,,,,89.0,188.0,382.6,,,,,,218.8,208.3,5.0,,,20.3,,,True,False,True,True,True,,,,,True,,,False,,True,,True,,False,False,,True,True,,,,True,False,False,,,,,,False,False,True,,,True,
02050,97,178.0,,171.5,,123.0,153.0,0.0,,,,,87.3,,,156.3,,,,135.1,,115.6,,,123.0,105.2,,,,195.0,121.0,319.2,,,,,,,150.5,,,,148.7,,81.0,,74.5,,26.0,56.0,-97.0,,,,,-9.7,,,59.3,,,,38.1,,18.6,,,26.0,8.2,,,,98.0,24.0,222.2,,,,,,,53.5,,,,51.7,,,True,,True,True,False,,,,,True,,,True,,,,True,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,True,
02060,0,0.0,,0.0,,0.0,0.0,0.0,,,,,1.4,,,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,0.8,,0.0,,0.0,,0.0,0.0,0.0,,,,,1.4,,,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,0.8,,,True,,True,True,True,,,,,False,,,False,,,,False,,True,,,,True,,,,True,True,,,,,,,,,,,,False,
02068,0,4.0,,3.8,,2.0,2.0,0.0,,,,,1.2,,,0.2,,,,1.8,,2.0,,,1.0,0.6,,,,2.0,4.0,,,,,,,,4.2,,,,2.4,,4.0,,3.8,,2.0,2.0,0.0,,,,,1.2,,,0.2,,,,1.8,,2.0,,,1.0,0.6,,,,2.0,4.0,,,,,,,,4.2,,,,2.4,,,True,,True,True,True,,,,,True,,,True,,,,True,,True,,,True,True,,,,True,False,,,,,,,,False,,,,True,
02070,9,6.0,,4.6,,5.0,5.0,0.0,,,,,3.5,,,7.4,,,,8.1,,7.0,,,3.0,3.1,,,,8.0,8.0,,,,,,,,7.5,,,,4.8,,-3.0,,-4.4,,-4.0,-4.0,-9.0,,,,,-5.5,,,-1.6,,,,-0.9,,-2.0,,,-6.0,-5.9,,,,-1.0,-1.0,,,,,,,,-1.5,,,,-4.2,,,False,,False,False,False,,,,,False,,,True,,,,True,,True,,,False,False,,,,True,True,,,,,,,,True,,,,False,
02090,79,90.0,,88.0,,88.0,98.0,87.0,,,,,105.1,,,67.5,,,,88.0,,124.0,114.5,,45.0,75.5,,,,113.0,113.0,207.0,,,,,,98.0,90.1,,,,120.6,,11.0,,9.0,,9.0,19.0,8.0,,,,,26.1,,,-11.5,,,,9.0,,45.0,35.5,,-34.0,-3.5,,,,34.0,34.0,128.0,,,,,,19.0,11.1,,,,41.6,,,True,,True,False,True,,,,,False,,,False,,,,True,,False,False,,False,True,,,,False,False,False,,,,,,False,False,,,,False,
02100,0,2.0,,1.8,,1.0,1.0,0.0,,,,,0.1,,,0.0,,,,2.5,,2.0,,,1.0,0.5,,,,,3.0,,,,,,,,,,,,1.4,,2.0,,1.8,,1.0,1.0,0.0,,,,,0.1,,,0.0,,,,2.5,,2.0,,,1.0,0.5,,,,,3.0,,,,,,,,,,,,1.4,,,True,,True,True,True,,,,,True,,,True,,,,False,,False,,,True,True,,,,,False,,,,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,0.2,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,0.2,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,True,,True,True,True,,,,,,,,False,,,,False,,True,,,,False,,,,True,,,,,,,,,,,,,,
02110,40,22.0,,24.7,,28.0,33.0,24.0,,,,,19.3,,,10.5,,,,39.4,,17.3,21.0,,30.0,29.3,,,,30.0,29.0,59.1,,,,,,,,,,,22.8,,-18.0,,-15.3,,-12.0,-7.0,-16.0,,,,,-20.7,,,-29.5,,,,-0.6,,-22.7,-19.0,,-10.0,-10.7,,,,-10.0,-11.0,19.1,,,,,,,,,,,-17.2,,,True,,True,True,True,,,,,False,,,False,,,,True,,False,False,,True,True,,,,True,True,False,,,,,,,,,,,True,
02122,20,28.0,,27.6,,31.0,40.0,34.0,,,,,47.4,,,47.5,,,,33.8,,39.4,,,17.0,25.1,,,,32.0,61.0,82.4,,,,,,23.9,29.8,,,,21.8,,8.0,,7.6,,11.0,20.0,14.0,,,,,27.4,,,27.5,,,,13.8,,19.4,,,-3.0,5.1,,,,12.0,41.0,62.4,,,,,,3.9,9.8,,,,1.8,,,True,,False,False,False,,,,,False,,,False,,,,False,,False,,,True,True,,,,False,False,False,,,,,,True,False,,,,True,
02130,10,9.0,,9.3,,7.0,7.0,0.0,,,,,4.6,,,6.7,,,,1.8,,9.3,,,7.0,5.1,,,,6.0,11.0,,,,,,,,,,,,9.1,,-1.0,,-0.7,,-3.0,-3.0,-10.0,,,,,-5.4,,,-3.3,,,,-8.2,,-0.7,,,-3.0,-4.9,,,,-4.0,1.0,,,,,,,,,,,,-0.9,,,True,,False,False,False,,,,,False,,,False,,,,False,,True,,,False,False,,,,False,False,,,,,,,,,,,,True,
