,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48181,713,931.0,1610.0,,,,1211.0,445.3,638.0,450.8,690.5,,663.0,218.0,897.0,,,,498.0,-267.7,-75.0,-262.2,-22.5,,-50.0,False,,,,False,False,True,False,True,,True
48183,645,1610.0,3608.7,,,,1687.0,205.7,305.6,42.6,1400.2,,728.0,965.0,2963.7,,,,1042.0,-439.3,-339.4,-602.4,755.2,,83.0,False,,,,False,True,True,True,True,,True
48185,198,364.0,,,,,502.0,68.1,42.3,135.4,212.6,,53.0,166.0,,,,,304.0,-129.9,-155.7,-62.6,14.6,,-145.0,,,,,False,True,True,True,True,,True
48187,1855,840.0,3063.6,,,,2224.0,746.9,202.7,118.1,481.0,,416.0,-1015.0,1208.6,,,,369.0,-1108.1,-1652.3,-1736.9,-1374.0,,-1439.0,False,,,,True,False,False,False,False,,False
48189,462,1351.0,,,,,521.0,106.3,8.7,58.8,1142.8,,44.0,889.0,,,,,59.0,-355.7,-453.3,-403.2,680.8,,-418.0,,,,,True,True,True,True,True,,True
48191,21,28.0,,,,,21.0,0.2,,0.2,,,31.0,7.0,,,,,0.0,-20.8,,-20.8,,,10.0,,,,,True,False,,False,,,False
48193,64,70.0,,,,,70.0,6.9,,20.6,118.8,,123.0,6.0,,,,,6.0,-57.1,,-43.4,54.8,,59.0,,,,,False,False,,False,False,,False
48195,52,140.0,,,,,35.0,3.0,,17.9,145.5,,81.0,88.0,,,,,-17.0,-49.0,,-34.1,93.5,,29.0,,,,,True,True,,True,False,,True
48197,8,28.0,,,,,21.0,0.3,,3.8,,,28.0,20.0,,,,,13.0,-7.7,,-4.2,,,20.0,,,,,True,True,,True,,,False
48199,400,1057.0,1969.0,,,,994.0,1079.3,307.7,51.1,790.3,,482.0,657.0,1569.0,,,,594.0,679.3,-92.3,-348.9,390.3,,82.0,False,,,,True,False,True,True,True,,True
48201,55600,49686.0,194527.2,,,,52688.0,29596.0,9849.3,18125.5,24189.8,,25824.0,-5914.0,138927.2,,,,-2912.0,-26004.0,-45750.7,-37474.5,-31410.2,,-29776.0,False,,,,True,False,False,False,False,,False
48203,187,301.0,548.9,,,,851.0,25.9,361.1,21.3,210.8,,269.0,114.0,361.9,,,,664.0,-161.1,174.1,-165.7,23.8,,82.0,False,,,,False,False,False,False,True,,True
48205,47,63.0,,,,,63.0,6.6,,0.1,150.9,,21.0,16.0,,,,,16.0,-40.4,,-46.9,103.9,,-26.0,,,,,False,False,,False,False,,False
48207,22,70.0,,,,,35.0,1.0,,8.0,,,40.0,48.0,,,,,13.0,-21.0,,-14.0,,,18.0,,,,,True,True,,True,,,True
48209,840,693.0,1864.3,,,,2404.0,170.0,489.1,50.1,387.8,,538.0,-147.0,1024.3,,,,1564.0,-670.0,-350.9,-789.9,-452.2,,-302.0,False,,,,False,False,False,False,False,,False
48211,38,21.0,,,,,17.0,3.7,,2.2,32.4,,9.0,-17.0,,,,,-21.0,-34.3,,-35.8,-5.6,,-29.0,,,,,False,False,,False,True,,False
48213,309,392.0,775.8,,,,730.0,170.7,315.2,77.9,272.5,,312.0,83.0,466.8,,,,421.0,-138.3,6.2,-231.1,-36.5,,3.0,False,,,,False,False,True,False,True,,True
48215,10600,15904.0,20162.0,,,,25145.0,6053.0,438.3,4597.0,8242.3,,4768.0,5304.0,9562.0,,,,14545.0,-4547.0,-10161.7,-6003.0,-2357.7,,-5832.0,False,,,,False,True,False,False,True,,False
48217,370,147.0,,,,,322.0,26.8,79.4,24.9,127.7,,87.0,-223.0,,,,,-48.0,-343.2,-290.6,-345.1,-242.3,,-283.0,,,,,True,False,False,False,False,,False
48219,150,119.0,,,,,253.0,12.6,107.5,87.1,49.3,,104.0,-31.0,,,,,103.0,-137.4,-42.5,-62.9,-100.7,,-46.0,,,,,False,False,False,False,False,,False
48221,347,903.0,1242.5,,,,539.0,310.0,297.9,89.8,449.0,,643.0,556.0,895.5,,,,192.0,-37.0,-49.1,-257.2,102.0,,296.0,False,,,,True,True,True,True,True,,True
48223,169,126.0,,,,,308.0,20.8,108.9,79.9,443.0,,139.0,-43.0,,,,,139.0,-148.2,-60.1,-89.1,274.0,,-30.0,,,,,False,False,False,False,False,,True
48225,265,63.0,,,,,271.0,3.0,101.3,15.9,136.4,,81.0,-202.0,,,,,6.0,-262.0,-163.7,-249.1,-128.6,,-184.0,,,,,True,False,True,False,True,,True
48227,736,210.0,,,,,590.0,272.1,70.3,36.4,259.5,,169.0,-526.0,,,,,-146.0,-463.9,-665.7,-699.6,-476.5,,-567.0,,,,,True,True,False,False,True,,False
48229,27,84.0,,,,,5.0,2.2,,14.4,47.2,,54.0,57.0,,,,,-22.0,-24.8,,-12.6,20.2,,27.0,,,,,True,True,,True,True,,True
48231,430,553.0,669.1,,,,1003.0,141.8,350.7,659.8,324.1,,456.0,123.0,239.1,,,,573.0,-288.2,-79.3,229.8,-105.9,,26.0,False,,,,False,False,True,False,True,,True
48233,100,49.0,,,,,99.0,5.6,71.1,33.4,101.6,,58.0,-51.0,,,,,-1.0,-94.4,-28.9,-66.6,1.6,,-42.0,,,,,True,False,True,False,True,,True
48235,3,0.0,,,,,0.0,0.1,,1.9,12.5,,1.0,-3.0,,,,,-3.0,-2.9,,-1.1,9.5,,-2.0,,,,,False,True,,True,False,,True
48237,50,280.0,,,,,60.0,5.2,,12.6,109.9,,223.0,230.0,,,,,10.0,-44.8,,-37.4,59.9,,173.0,,,,,True,True,,True,True,,True
48239,199,84.0,,,,,312.0,23.8,0.0,17.9,34.6,,87.0,-115.0,,,,,113.0,-175.2,-199.0,-181.1,-164.4,,-112.0,,,,,True,False,False,False,False,,True
48241,124,385.0,,,,,805.0,22.6,140.7,64.9,278.1,,128.0,261.0,,,,,681.0,-101.4,16.7,-59.1,154.1,,4.0,,,,,False,True,True,True,True,,True
48243,6,0.0,,,,,0.0,,,0.8,1.9,,0.0,-6.0,,,,,-6.0,,,-5.2,-4.1,,-6.0,,,,,False,,,True,True,,False
48245,1348,2569.0,2982.7,,,,5481.0,1690.1,529.2,392.1,2581.6,,819.0,1221.0,1634.7,,,,4133.0,342.1,-818.8,-955.9,1233.6,,-529.0,False,,,,False,True,True,True,False,,True
48247,46,21.0,,,,,56.0,5.4,,4.9,56.2,,26.0,-25.0,,,,,10.0,-40.6,,-41.1,10.2,,-20.0,,,,,True,False,,False,True,,True
48249,707,693.0,,,,,1374.0,220.0,74.3,315.2,715.8,,301.0,-14.0,,,,,667.0,-487.0,-632.7,-391.8,8.8,,-406.0,,,,,False,False,False,False,True,,False
48251,1010,2086.0,4555.4,,,,1715.0,483.8,870.0,51.2,1620.6,,1585.0,1076.0,3545.4,,,,705.0,-526.2,-140.0,-958.8,610.6,,575.0,False,,,,True,True,True,True,True,,True
48253,47,28.0,,,,,290.0,0.0,0.4,8.6,31.7,,0.0,-19.0,,,,,243.0,-47.0,-46.6,-38.4,-15.3,,-47.0,,,,,False,False,False,False,True,,False
48255,282,280.0,,,,,768.0,90.1,16.5,366.1,316.6,,67.0,-2.0,,,,,486.0,-191.9,-265.5,84.1,34.6,,-215.0,,,,,False,False,False,False,False,,False
48257,765,2016.0,4050.8,,,,1260.0,438.4,955.1,79.8,1331.7,,1134.0,1251.0,3285.8,,,,495.0,-326.6,190.1,-685.2,566.7,,369.0,False,,,,True,True,True,True,True,,True
48259,177,154.0,,,,,508.0,86.6,97.6,37.1,113.9,,118.0,-23.0,,,,,331.0,-90.4,-79.4,-139.9,-63.1,,-59.0,,,,,False,False,False,False,False,,False
48261,2,0.0,,,,,0.0,,,1.1,6.5,,1.0,-2.0,,,,,-2.0,,,-0.9,4.5,,-1.0,,,,,False,,,True,False,,True
48263,6,0.0,,,,,0.0,,,0.3,0.9,,1.0,-6.0,,,,,-6.0,,,-5.7,-5.1,,-5.0,,,,,False,,,True,True,,True
48265,192,126.0,545.0,,,,641.0,28.2,121.1,16.2,323.4,,140.0,-66.0,353.0,,,,449.0,-163.8,-70.9,-175.8,131.4,,-52.0,False,,,,False,False,False,False,False,,True
48267,1,21.0,,,,,28.0,0.4,,6.8,,,8.0,20.0,,,,,27.0,-0.6,,5.8,,,7.0,,,,,False,True,,True,,,True
48269,0,0.0,,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,True,,,True,,,
48271,26,14.0,,,,,21.0,0.5,,8.7,,,9.0,-12.0,,,,,-5.0,-25.5,,-17.3,,,-17.0,,,,,True,False,,False,,,False
48273,538,343.0,,,,,753.0,236.9,35.3,217.6,448.3,,221.0,-195.0,,,,,215.0,-301.1,-502.7,-320.4,-89.7,,-317.0,,,,,False,False,False,False,True,,False
48275,42,14.0,,,,,16.0,2.1,,5.1,,,22.0,-28.0,,,,,-26.0,-39.9,,-36.9,,,-20.0,,,,,True,False,,False,,,True
48277,580,532.0,,,,,634.0,395.8,120.4,66.1,312.0,,166.0,-48.0,,,,,54.0,-184.2,-459.6,-513.9,-268.0,,-414.0,,,,,False,False,False,False,False,,False
48279,100,140.0,,,,,144.0,41.2,0.0,34.1,193.0,,70.0,40.0,,,,,44.0,-58.8,-100.0,-65.9,93.0,,-30.0,,,,,False,False,False,False,False,,True
48281,134,182.0,,,,,214.0,66.5,288.1,75.6,396.4,,231.0,48.0,,,,,80.0,-67.5,154.1,-58.4,262.4,,97.0,,,,,False,False,False,False,False,,False
48283,19,14.0,,,,,534.0,0.2,0.0,0.0,217.8,,1.0,-5.0,,,,,515.0,-18.8,-19.0,-19.0,198.8,,-18.0,,,,,False,False,False,False,False,,False
48285,375,98.0,,,,,405.0,6.4,22.8,0.0,287.2,,34.0,-277.0,,,,,30.0,-368.6,-352.2,-375.0,-87.8,,-341.0,,,,,True,False,False,False,True,,False
48287,54,42.0,,,,,203.0,4.1,69.2,18.9,191.6,,60.0,-12.0,,,,,149.0,-49.9,15.2,-35.1,137.6,,6.0,,,,,False,False,False,False,False,,True
48289,99,105.0,,,,,119.0,38.7,51.0,3.6,109.7,,45.0,6.0,,,,,20.0,-60.3,-48.0,-95.4,10.7,,-54.0,,,,,False,False,False,False,False,,False
48291,1180,938.0,2650.8,,,,1405.0,914.4,399.6,613.7,343.9,,625.0,-242.0,1470.8,,,,225.0,-265.6,-780.4,-566.3,-836.1,,-555.0,False,,,,True,False,False,False,False,,False
48293,293,448.0,,,,,282.0,206.7,142.0,55.0,768.7,,318.0,155.0,,,,,-11.0,-86.3,-151.0,-238.0,475.7,,25.0,,,,,True,True,True,False,False,,True
48295,14,28.0,,,,,14.0,0.7,,4.3,14.7,,25.0,14.0,,,,,0.0,-13.3,,-9.7,0.7,,11.0,,,,,True,True,,True,True,,True
48297,134,70.0,,,,,355.0,4.2,0.0,0.4,124.0,,66.0,-64.0,,,,,221.0,-129.8,-134.0,-133.6,-10.0,,-68.0,,,,,False,False,False,False,True,,False
48299,48,7.0,,,,,270.0,9.5,,2.0,69.6,,10.0,-41.0,,,,,222.0,-38.5,,-46.0,21.6,,-38.0,,,,,False,True,,False,True,,True
48301,0,0.0,,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,,True,,,True,,,
48303,5903,3339.0,6667.7,,,,3848.0,2234.0,735.5,2253.5,2454.5,,1374.0,-2564.0,764.7,,,,-2055.0,-3669.0,-5167.5,-3649.5,-3448.5,,-4529.0,True,,,,True,False,False,False,False,,False
48305,35,49.0,,,,,25.0,5.6,,1.2,54.5,,21.0,14.0,,,,,-10.0,-29.4,,-33.8,19.5,,-14.0,,,,,True,False,,False,False,,False
48307,113,49.0,,,,,82.0,6.8,,26.8,71.0,,48.0,-64.0,,,,,-31.0,-106.2,,-86.2,-42.0,,-65.0,,,,,True,False,,False,True,,False
48309,3038,2849.0,9865.0,,,,3051.0,2099.0,871.9,1748.2,1188.8,,1177.0,-189.0,6827.0,,,,13.0,-939.0,-2166.1,-1289.8,-1849.2,,-1861.0,False,,,,True,False,False,False,False,,False
48311,14,7.0,,,,,14.0,,,2.8,12.3,,4.0,-7.0,,,,,0.0,,,-11.2,-1.7,,-10.0,,,,,True,,,False,True,,False
48313,202,126.0,,,,,255.0,22.0,0.4,293.3,762.9,,5.0,-76.0,,,,,53.0,-180.0,-201.6,91.3,560.9,,-197.0,,,,,True,False,False,False,False,,False
48315,16,21.0,,,,,74.0,1.4,37.6,3.5,42.9,,20.0,5.0,,,,,58.0,-14.6,21.6,-12.5,26.9,,4.0,,,,,False,False,False,False,False,,True
48317,12,84.0,,,,,11.0,5.9,,10.4,183.1,,57.0,72.0,,,,,-1.0,-6.1,,-1.6,171.1,,45.0,,,,,True,True,,True,False,,True
48319,19,49.0,,,,,36.0,1.1,,19.1,47.7,,25.0,30.0,,,,,17.0,-17.9,,0.1,28.7,,6.0,,,,,True,True,,True,True,,True
48321,234,637.0,,,,,1293.0,275.6,168.4,110.0,269.7,,211.0,403.0,,,,,1059.0,41.6,-65.6,-124.0,35.7,,-23.0,,,,,False,True,True,True,True,,True
48323,1116,1925.0,2935.8,,,,5753.0,40.1,658.9,116.7,1235.3,,101.0,809.0,1819.8,,,,4637.0,-1075.9,-457.1,-999.3,119.3,,-1015.0,False,,,,False,False,True,False,True,,False
48325,247,1232.0,691.0,,,,1225.0,217.3,360.2,609.1,1306.6,,712.0,985.0,444.0,,,,978.0,-29.7,113.2,362.1,1059.6,,465.0,True,,,,True,True,True,True,False,,True
48327,12,7.0,,,,,18.0,,,0.0,10.6,,3.0,-5.0,,,,,6.0,,,-12.0,-1.4,,-9.0,,,,,False,,,False,True,,False
48329,1055,2072.0,2614.0,,,,3416.0,559.4,606.3,63.6,807.0,,1208.0,1017.0,1559.0,,,,2361.0,-495.6,-448.7,-991.4,-248.0,,153.0,False,,,,False,True,True,True,True,,True
48331,145,231.0,,,,,362.0,57.5,168.2,15.4,180.9,,112.0,86.0,,,,,217.0,-87.5,23.2,-129.6,35.9,,-33.0,,,,,False,False,True,False,True,,True
48333,35,28.0,,,,,28.0,0.5,,11.2,,,59.0,-7.0,,,,,-7.0,-34.5,,-23.8,,,24.0,,,,,False,False,,False,,,False
48335,28,63.0,,,,,81.0,7.6,,16.5,111.6,,55.0,35.0,,,,,53.0,-20.4,,-11.5,83.6,,27.0,,,,,False,True,,True,False,,True
48337,104,112.0,,,,,142.0,5.5,,34.2,209.5,,173.0,8.0,,,,,38.0,-98.5,,-69.8,105.5,,69.0,,,,,False,False,,False,False,,False
48339,4350,2660.0,14792.2,,,,6471.0,1461.1,558.5,61.1,2483.2,,1602.0,-1690.0,10442.2,,,,2121.0,-2888.9,-3791.5,-4288.9,-1866.8,,-2748.0,False,,,,False,False,False,False,False,,False
48341,104,224.0,,,,,118.0,14.1,5.5,63.0,242.8,,0.0,120.0,,,,,14.0,-89.9,-98.5,-41.0,138.8,,-104.0,,,,,True,True,True,True,False,,True
48343,59,126.0,,,,,96.0,13.1,81.4,27.8,244.1,,140.0,67.0,,,,,37.0,-45.9,22.4,-31.2,185.1,,81.0,,,,,True,True,True,True,False,,False
48345,4,0.0,,,,,7.0,0.1,,0.3,2.6,,9.0,-4.0,,,,,3.0,-3.9,,-3.7,-1.4,,5.0,,,,,True,True,,True,True,,False
48347,443,371.0,1087.1,,,,691.0,125.8,318.2,53.1,369.1,,313.0,-72.0,644.1,,,,248.0,-317.2,-124.8,-389.9,-73.9,,-130.0,False,,,,False,False,False,False,False,,False
48349,375,602.0,,,,,527.0,208.9,295.1,355.6,333.0,,274.0,227.0,,,,,152.0,-166.1,-79.9,-19.4,-42.0,,-101.0,,,,,True,True,True,True,True,,True
48351,58,217.0,,,,,343.0,9.5,124.7,27.3,184.1,,99.0,159.0,,,,,285.0,-48.5,66.7,-30.7,126.1,,41.0,,,,,False,True,True,True,True,,True
48353,133,42.0,,,,,119.0,6.5,27.3,0.7,117.6,,23.0,-91.0,,,,,-14.0,-126.5,-105.7,-132.3,-15.4,,-110.0,,,,,True,False,False,False,True,,False
48355,3811,19635.0,18957.3,,,,12624.0,9165.0,4067.3,6607.7,15699.6,,362.0,15824.0,15146.3,,,,8813.0,5354.0,256.3,2796.7,11888.6,,-3449.0,True,,,,True,True,True,True,True,,True
48357,44,35.0,,,,,78.0,0.9,50.8,0.0,33.5,,32.0,-9.0,,,,,34.0,-43.1,6.8,-44.0,-10.5,,-12.0,,,,,False,False,True,False,False,,False
48359,7,0.0,,,,,0.0,0.2,,0.2,,,1.0,-7.0,,,,,-7.0,-6.8,,-6.8,,,-6.0,,,,,False,True,,True,,,True
48361,570,889.0,3165.3,,,,1947.0,439.4,612.6,1012.9,876.6,,709.0,319.0,2595.3,,,,1377.0,-130.6,42.6,442.9,306.6,,139.0,False,,,,False,True,True,False,True,,True
48363,250,574.0,,,,,288.0,172.7,204.6,31.8,531.7,,435.0,324.0,,,,,38.0,-77.3,-45.4,-218.2,281.7,,185.0,,,,,True,True,True,True,True,,True
48365,95,70.0,,,,,270.0,4.1,60.8,17.1,33.8,,56.0,-25.0,,,,,175.0,-90.9,-34.2,-77.9,-61.2,,-39.0,,,,,False,False,False,False,False,,False
48367,652,1232.0,2031.3,,,,1148.0,321.2,791.0,64.1,808.3,,917.0,580.0,1379.3,,,,496.0,-330.8,139.0,-587.9,156.3,,265.0,False,,,,True,True,True,False,True,,True
48369,83,140.0,,,,,62.0,13.5,0.6,0.4,60.9,,17.0,57.0,,,,,-21.0,-69.5,-82.4,-82.6,-22.1,,-66.0,,,,,True,False,False,False,True,,False
48371,134,98.0,,,,,592.0,10.6,0.1,0.0,132.0,,58.0,-36.0,,,,,458.0,-123.4,-133.9,-134.0,-2.0,,-76.0,,,,,False,False,False,False,True,,False
48373,104,147.0,1211.0,,,,775.0,45.9,160.5,20.3,459.7,,195.0,43.0,1107.0,,,,671.0,-58.1,56.5,-83.8,355.7,,91.0,False,,,,False,False,False,False,False,,False
48375,2325,987.0,169.1,,,,1291.0,209.3,24.1,1251.1,861.1,,151.0,-1338.0,-2155.9,,,,-1034.0,-2115.7,-2300.9,-1073.9,-1463.9,,-2174.0,False,,,,True,False,False,True,False,,False
48377,50,21.0,,,,,2.0,3.8,,2.6,73.3,,16.0,-29.0,,,,,-48.0,-46.2,,-47.4,23.3,,-34.0,,,,,False,False,,False,True,,False
48379,18,21.0,,,,,61.0,3.0,,0.9,22.0,,26.0,3.0,,,,,43.0,-15.0,,-17.1,4.0,,8.0,,,,,False,False,,False,False,,False
48381,1294,1218.0,1515.2,,,,907.0,1500.1,372.9,121.6,1181.1,,625.0,-76.0,221.2,,,,-387.0,206.1,-921.1,-1172.4,-112.9,,-669.0,False,,,,False,False,False,False,False,,False
48383,23,21.0,,,,,8.0,1.4,,2.4,60.6,,12.0,-2.0,,,,,-15.0,-21.6,,-20.6,37.6,,-11.0,,,,,False,False,,False,False,,False
48385,27,28.0,,,,,28.0,,,15.4,,,12.0,1.0,,,,,1.0,,,-11.6,,,-15.0,,,,,False,,,False,,,False
48387,29,28.0,,,,,73.0,1.9,17.7,9.3,46.0,,11.0,-1.0,,,,,44.0,-27.1,-11.3,-19.7,17.0,,-18.0,,,,,False,False,False,False,False,,False
48389,61,42.0,,,,,375.0,5.5,0.0,19.8,74.7,,39.0,-19.0,,,,,314.0,-55.5,-61.0,-41.2,13.7,,-22.0,,,,,False,False,False,False,True,,False
48391,67,161.0,,,,,166.0,18.7,0.0,9.0,235.5,,26.0,94.0,,,,,99.0,-48.3,-67.0,-58.0,168.5,,-41.0,,,,,False,True,True,True,False,,True
48393,7,0.0,,,,,7.0,0.1,,0.3,1.0,,0.0,-7.0,,,,,0.0,-6.9,,-6.7,-6.0,,-7.0,,,,,True,True,,True,True,,False
48395,87,35.0,,,,,199.0,6.2,91.0,7.0,136.3,,51.0,-52.0,,,,,112.0,-80.8,4.0,-80.0,49.3,,-36.0,,,,,False,False,True,False,True,,True
48397,583,1463.0,1884.3,,,,1021.0,312.1,723.9,1158.9,1674.7,,1424.0,880.0,1301.3,,,,438.0,-270.9,140.9,575.9,1091.7,,841.0,False,,,,True,True,True,True,False,,True
48399,130,196.0,,,,,69.0,92.7,24.2,71.7,235.8,,92.0,66.0,,,,,-61.0,-37.3,-105.8,-58.3,105.8,,-38.0,,,,,True,True,False,True,False,,True
48401,589,203.0,398.9,,,,732.0,69.2,106.2,111.9,97.5,,109.0,-386.0,-190.1,,,,143.0,-519.8,-482.8,-477.1,-491.5,,-480.0,True,,,,True,False,False,False,False,,False
48403,17,98.0,,,,,160.0,2.2,,4.4,44.5,,87.0,81.0,,,,,143.0,-14.8,,-12.6,27.5,,70.0,,,,,False,True,,True,True,,True
48405,29,112.0,,,,,168.0,8.7,25.4,35.0,55.5,,29.0,83.0,,,,,139.0,-20.3,-3.6,6.0,26.5,,0.0,,,,,False,True,True,True,True,,True
48407,45,42.0,,,,,407.0,7.9,145.5,1.8,153.6,,75.0,-3.0,,,,,362.0,-37.1,100.5,-43.1,108.6,,30.0,,,,,False,False,False,False,False,,False
48409,387,1253.0,1468.3,,,,2220.0,1482.7,253.4,50.1,676.7,,605.0,866.0,1081.3,,,,1833.0,1095.7,-133.6,-336.9,289.7,,218.0,False,,,,False,False,True,True,True,,True
48411,43,14.0,,,,,74.0,2.4,,13.6,,,14.0,-29.0,,,,,31.0,-40.6,,-29.4,,,-29.0,,,,,False,False,,False,,,False
48413,17,0.0,,,,,8.0,,,34.7,14.1,,2.0,-17.0,,,,,-9.0,,,17.7,-2.9,,-15.0,,,,,True,,,False,True,,True
48415,259,168.0,,,,,174.0,15.2,0.2,557.5,436.2,,47.0,-91.0,,,,,-85.0,-243.8,-258.8,298.5,177.2,,-212.0,,,,,True,False,False,False,False,,False
48417,19,7.0,,,,,2.0,0.3,,7.8,,,6.0,-12.0,,,,,-17.0,-18.7,,-11.2,,,-13.0,,,,,False,False,,True,,,False
48419,74,77.0,,,,,365.0,13.7,105.7,8.7,107.4,,50.0,3.0,,,,,291.0,-60.3,31.7,-65.3,33.4,,-24.0,,,,,False,False,False,False,False,,False
48421,23,28.0,,,,,21.0,0.8,,15.0,13.9,,10.0,5.0,,,,,-2.0,-22.2,,-8.0,-9.1,,-13.0,,,,,True,False,,False,False,,False
48423,1126,1582.0,3878.4,,,,2459.0,1357.8,405.5,116.7,801.3,,952.0,456.0,2752.4,,,,1333.0,231.8,-720.5,-1009.3,-324.7,,-174.0,False,,,,False,True,False,False,True,,True
48425,64,77.0,,,,,70.0,,,15.0,196.1,,80.0,13.0,,,,,6.0,,,-49.0,132.1,,16.0,,,,,True,,,False,False,,False
48427,1040,1841.0,2469.8,,,,1961.0,811.9,5.7,1599.3,923.6,,195.0,801.0,1429.8,,,,921.0,-228.1,-1034.3,559.3,-116.4,,-845.0,False,,,,False,True,False,True,True,,False
48429,41,623.0,,,,,36.0,909.9,23.9,27.1,364.0,,312.0,582.0,,,,,-5.0,868.9,-17.1,-13.9,323.0,,271.0,,,,,True,False,True,True,True,,True
48431,4,7.0,,,,,0.0,,,0.0,,,0.0,3.0,,,,,-4.0,,,-4.0,,,-4.0,,,,,False,,,False,,,False
48433,10,14.0,,,,,0.0,,,2.5,12.7,,5.0,4.0,,,,,-10.0,,,-7.5,2.7,,-5.0,,,,,False,,,False,True,,False
48435,17,35.0,,,,,17.0,,,42.9,43.9,,14.0,18.0,,,,,0.0,,,25.9,26.9,,-3.0,,,,,True,,,False,False,,True
48437,32,21.0,,,,,84.0,6.4,,0.8,7.4,,16.0,-11.0,,,,,52.0,-25.6,,-31.2,-24.6,,-16.0,,,,,False,False,,False,False,,False
48439,14340,20664.0,44589.7,,,,15796.0,24749.4,7676.7,10923.0,17192.2,,10708.0,6324.0,30249.7,,,,1456.0,10409.4,-6663.3,-3417.0,2852.2,,-3632.0,False,,,,True,False,False,True,True,,True
48441,389,154.0,3756.3,,,,1037.0,80.2,98.0,21.9,311.3,,127.0,-235.0,3367.3,,,,648.0,-308.8,-291.0,-367.1,-77.7,,-262.0,False,,,,False,False,False,False,True,,False
48443,1,0.0,,,,,0.0,,,0.0,0.3,,0.0,-1.0,,,,,-1.0,,,-1.0,-0.7,,-1.0,,,,,False,,,False,True,,False
48445,96,210.0,,,,,194.0,33.8,47.9,0.0,107.4,,138.0,114.0,,,,,98.0,-62.2,-48.1,-96.0,11.4,,42.0,,,,,True,True,True,True,True,,True
48447,4,0.0,,,,,0.0,,,0.1,6.4,,1.0,-4.0,,,,,-4.0,,,-3.9,2.4,,-3.0,,,,,False,,,True,True,,True
48449,229,756.0,,,,,549.0,0.4,18.8,286.7,677.1,,20.0,527.0,,,,,320.0,-228.6,-210.2,57.7,448.1,,-209.0,,,,,True,True,True,True,True,,True
48451,950,1687.0,4357.2,,,,1154.0,1331.2,548.1,712.4,813.0,,606.0,737.0,3407.2,,,,204.0,381.2,-401.9,-237.6,-137.0,,-344.0,False,,,,True,True,True,True,True,,True
48453,5742,9842.0,24172.2,,,,10622.0,7703.3,1849.5,6546.4,4545.1,,4823.0,4100.0,18430.2,,,,4880.0,1961.3,-3892.5,804.4,-1196.9,,-919.0,False,,,,False,True,True,True,True,,True
48455,35,49.0,,,,,163.0,6.0,81.1,7.7,28.3,,50.0,14.0,,,,,128.0,-29.0,46.1,-27.3,-6.7,,15.0,,,,,False,False,False,False,True,,False
48457,84,210.0,,,,,578.0,17.9,81.2,43.7,185.6,,86.0,126.0,,,,,494.0,-66.1,-2.8,-40.3,101.6,,2.0,,,,,False,True,True,True,True,,True
48459,137,329.0,,,,,319.0,36.3,196.3,20.6,436.5,,337.0,192.0,,,,,182.0,-100.7,59.3,-116.4,299.5,,200.0,,,,,True,True,True,True,False,,False
48461,10,0.0,,,,,0.0,,,0.4,,,1.0,-10.0,,,,,-10.0,,,-9.6,,,-9.0,,,,,False,,,True,,,True
48463,206,385.0,,,,,721.0,98.8,0.4,224.9,377.7,,141.0,179.0,,,,,515.0,-107.2,-205.6,18.9,171.7,,-65.0,,,,,False,True,False,True,True,,True
48465,539,0.0,,,,,2643.0,13.6,0.1,22.1,114.4,,112.0,-539.0,,,,,2104.0,-525.4,-538.9,-516.9,-424.6,,-427.0,,,,,False,True,True,True,True,,True
48467,149,497.0,556.9,,,,386.0,217.7,301.5,178.3,497.7,,340.0,348.0,407.9,,,,237.0,68.7,152.5,29.3,348.7,,191.0,False,,,,True,True,True,True,False,,True
48469,522,952.0,5963.6,,,,3490.0,436.1,41.5,33.1,1189.8,,140.0,430.0,5441.6,,,,2968.0,-85.9,-480.5,-488.9,667.8,,-382.0,False,,,,False,True,False,False,False,,True
48471,1430,2016.0,186.4,,,,1312.0,227.9,17.1,248.6,1824.4,,58.0,586.0,-1243.6,,,,-118.0,-1202.1,-1412.9,-1181.3,394.4,,-1372.0,False,,,,True,False,False,False,True,,False
