,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48463,190,330.0,,175.0,,,,616.0,95.5,0.3,201.1,320.0,,136.0,140.0,,-15.0,,,,426.0,-94.5,-189.7,11.1,130.0,,-54.0,,True,,,,False,True,False,True,True,,True
48465,475,0.0,,65.0,,,,2225.0,13.4,0.1,22.0,99.9,,110.0,-475.0,,-410.0,,,,1750.0,-461.6,-474.9,-453.0,-375.1,,-365.0,,True,,,,False,True,True,True,True,,True
48467,140,426.0,481.3,971.0,,,,331.0,198.3,271.6,155.2,436.7,,304.0,286.0,341.3,831.0,,,,191.0,58.3,131.6,15.2,296.7,,164.0,False,False,,,,True,True,True,True,False,,True
48469,468,816.0,5138.6,255.0,,,,2997.0,387.9,41.0,33.1,1064.9,,139.0,348.0,4670.6,-213.0,,,,2529.0,-80.1,-427.0,-434.9,596.9,,-329.0,False,True,,,,False,True,False,False,False,,True
48471,1380,1728.0,175.7,0.0,,,,1137.0,222.4,16.8,222.1,1574.0,,58.0,348.0,-1204.3,-1380.0,,,,-243.0,-1157.6,-1363.2,-1157.9,194.0,,-1322.0,False,False,,,,True,False,False,False,True,,False
48473,338,468.0,788.2,789.0,,,,808.0,295.9,320.6,302.5,382.8,,328.0,130.0,450.2,451.0,,,,470.0,-42.1,-17.4,-35.5,44.8,,-10.0,False,False,,,,False,True,True,True,True,,True
48475,29,60.0,,11.0,,,,160.0,7.1,,8.9,53.9,,35.0,31.0,,-18.0,,,,131.0,-21.9,,-20.1,24.9,,6.0,,True,,,,False,True,,True,True,,True
48477,113,66.0,,28.0,,,,472.0,7.3,64.8,7.8,50.2,,81.0,-47.0,,-85.0,,,,359.0,-105.7,-48.2,-105.2,-62.8,,-32.0,,False,,,,False,False,False,False,False,,True
48479,4039,9660.0,11796.0,8246.0,,,,12979.0,8294.7,3709.1,3553.6,5989.3,,1774.0,5621.0,7757.0,4207.0,,,,8940.0,4255.7,-329.9,-485.4,1950.3,,-2265.0,False,True,,,,False,True,True,True,True,,True
48481,363,1824.0,,1953.0,,,,893.0,885.0,327.6,889.9,1046.4,,496.0,1461.0,,1590.0,,,,530.0,522.0,-35.4,526.9,683.4,,133.0,,False,,,,True,True,True,True,True,,True
48483,12,18.0,,0.0,,,,24.0,0.7,,10.0,9.6,,8.0,6.0,,-12.0,,,,12.0,-11.3,,-2.0,-2.4,,-4.0,,False,,,,False,False,,True,True,,True
48485,624,696.0,1695.3,1221.0,,,,1386.0,606.2,325.8,177.9,510.5,,516.0,72.0,1071.3,597.0,,,,762.0,-17.8,-298.2,-446.1,-113.5,,-108.0,False,False,,,,False,True,False,False,False,,False
48487,110,54.0,,52.0,,,,149.0,2.5,,7.8,354.0,,106.0,-56.0,,-58.0,,,,39.0,-107.5,,-102.2,244.0,,-4.0,,False,,,,True,False,,False,False,,True
48489,453,414.0,,190.0,,,,1053.0,95.6,1.7,306.0,244.8,,72.0,-39.0,,-263.0,,,,600.0,-357.4,-451.3,-147.0,-208.2,,-381.0,,False,,,,False,False,False,False,False,,False
48491,1235,6510.0,4433.4,9059.0,,,,4314.0,2672.6,1585.1,215.1,3954.9,,3479.0,5275.0,3198.4,7824.0,,,,3079.0,1437.6,350.1,-1019.9,2719.9,,2244.0,True,False,,,,True,True,True,True,True,,True
48493,393,360.0,351.1,178.0,,,,927.0,336.0,94.2,14.4,213.3,,158.0,-33.0,-41.9,-215.0,,,,534.0,-57.0,-298.8,-378.6,-179.7,,-235.0,False,False,,,,False,False,False,False,False,,False
48495,30,24.0,,8.0,,,,46.0,10.2,,26.7,146.0,,42.0,-6.0,,-22.0,,,,16.0,-19.8,,-3.3,116.0,,12.0,,False,,,,False,False,,True,False,,False
48497,233,762.0,623.2,2071.0,,,,500.0,429.3,793.7,80.4,478.2,,934.0,529.0,390.2,1838.0,,,,267.0,196.3,560.7,-152.6,245.2,,701.0,True,False,,,,True,True,False,True,True,,False
48499,165,264.0,,136.0,,,,279.0,144.8,183.1,46.1,401.4,,182.0,99.0,,-29.0,,,,114.0,-20.2,18.1,-118.9,236.4,,17.0,,True,,,,False,True,True,False,False,,True
48501,102,132.0,,124.0,,,,27.0,130.1,42.7,56.6,175.8,,90.0,30.0,,22.0,,,,-75.0,28.1,-59.3,-45.4,73.8,,-12.0,,True,,,,False,True,False,False,False,,True
48503,134,186.0,,211.0,,,,194.0,47.0,73.5,2.2,258.7,,176.0,52.0,,77.0,,,,60.0,-87.0,-60.5,-131.8,124.7,,42.0,,False,,,,False,False,False,False,False,,True
48505,138,138.0,,123.0,,,,133.0,154.4,0.0,587.4,164.6,,81.0,0.0,,-15.0,,,,-5.0,16.4,-138.0,449.4,26.6,,-57.0,,False,,,,False,False,False,False,False,,False
48507,117,198.0,,387.0,,,,395.0,59.4,0.0,25.9,215.8,,89.0,81.0,,270.0,,,,278.0,-57.6,-117.0,-91.1,98.8,,-28.0,,False,,,,False,True,False,False,False,,True
49001,0,0.0,,0.0,,,,6.0,,,0.0,,,,0.0,,0.0,,,,6.0,,,0.0,,,,,True,,,,False,,,True,,,
49003,0,0.0,182.5,0.0,,,,32.0,,,0.0,,,,0.0,182.5,0.0,,,,32.0,,,0.0,,,,False,True,,,,False,,,True,,,
49005,0,0.0,250.6,0.0,,,,200.0,,,0.0,0.0,,,0.0,250.6,0.0,,,,200.0,,,0.0,0.0,,,False,True,,,,False,,,True,True,,
49007,0,0.0,,0.0,,,,68.0,,,0.0,0.0,,,0.0,,0.0,,,,68.0,,,0.0,0.0,,,,True,,,,False,,,True,True,,
49009,0,0.0,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,True,,,,True,,,True,,,
49011,1636,1164.0,5600.0,1026.0,,,,1639.0,943.5,474.8,730.8,839.4,,820.0,-472.0,3964.0,-610.0,,,,3.0,-692.5,-1161.2,-905.2,-796.6,,-816.0,False,False,,,,True,False,False,False,False,,False
49013,0,0.0,,0.0,,,,49.0,,,0.0,0.0,,,0.0,,0.0,,,,49.0,,,0.0,0.0,,,,True,,,,False,,,True,True,,
49015,0,0.0,,0.0,,,,7.0,,,0.0,0.0,,,0.0,,0.0,,,,7.0,,,0.0,0.0,,,,True,,,,False,,,True,True,,
49017,0,0.0,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,True,,,,True,,,True,,,
49019,0,0.0,,0.0,,,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,,0.0,0.0,,,,True,,,,True,,,True,True,,
49021,0,0.0,220.8,0.0,,,,128.0,,,0.0,0.0,,,0.0,220.8,0.0,,,,128.0,,,0.0,0.0,,,False,True,,,,False,,,True,True,,
49023,0,0.0,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,True,,,,True,,,True,,,
49025,0,0.0,,0.0,,,,2.0,,,0.0,0.0,,,0.0,,0.0,,,,2.0,,,0.0,0.0,,,,True,,,,False,,,True,True,,
49027,0,0.0,,0.0,,,,6.0,,,0.0,,,,0.0,,0.0,,,,6.0,,,0.0,,,,,True,,,,False,,,True,,,
49029,0,0.0,,0.0,,,,11.0,,,0.0,,,,0.0,,0.0,,,,11.0,,,0.0,,,,,True,,,,False,,,True,,,
49031,0,0.0,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,True,,,,True,,,True,,,
49033,0,0.0,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,True,,,,True,,,True,,,
49035,8736,7050.0,20372.8,7424.0,,,,5679.0,6905.6,1169.3,3408.7,5842.1,,4569.0,-1686.0,11636.8,-1312.0,,,,-3057.0,-1830.4,-7566.7,-5327.3,-2893.9,,-4167.0,False,True,,,,False,False,False,False,False,,False
49037,49,30.0,,0.0,,,,15.0,2.9,0.0,3.9,41.4,,4.0,-19.0,,-49.0,,,,-34.0,-46.1,-49.0,-45.1,-7.6,,-45.0,,False,,,,False,False,False,False,True,,False
49039,0,0.0,,0.0,,,,44.0,,,0.0,,,,0.0,,0.0,,,,44.0,,,0.0,,,,,True,,,,False,,,True,,,
49041,0,0.0,,0.0,,,,10.0,,,0.0,,,,0.0,,0.0,,,,10.0,,,0.0,,,,,True,,,,False,,,True,,,
49043,262,138.0,,43.0,,,,131.0,37.0,58.1,51.3,67.9,,113.0,-124.0,,-219.0,,,,-131.0,-225.0,-203.9,-210.7,-194.1,,-149.0,,False,,,,False,False,False,False,False,,False
49045,250,204.0,659.9,117.0,,,,76.0,144.3,195.6,161.9,164.9,,74.0,-46.0,409.9,-133.0,,,,-174.0,-105.7,-54.4,-88.1,-85.1,,-176.0,False,False,,,,False,False,False,False,False,,False
49047,0,0.0,,0.0,,,,16.0,,,0.0,0.0,,,0.0,,0.0,,,,16.0,,,0.0,0.0,,,,True,,,,False,,,True,True,,
49049,8733,4044.0,9028.3,4309.0,,,,2425.0,3698.7,1090.0,2791.2,2123.2,,2197.0,-4689.0,295.3,-4424.0,,,,-6308.0,-5034.3,-7643.0,-5941.8,-6609.8,,-6536.0,True,True,,,,False,False,False,False,False,,False
49051,158,204.0,,291.0,,,,124.0,31.4,64.7,169.8,232.9,,181.0,46.0,,133.0,,,,-34.0,-126.6,-93.3,11.8,74.9,,23.0,,False,,,,True,False,False,True,False,,True
49053,0,0.0,2331.7,0.0,,,,958.0,,,0.0,0.0,,,0.0,2331.7,0.0,,,,958.0,,,0.0,0.0,,,False,True,,,,False,,,True,True,,
49055,0,0.0,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,True,,,,True,,,True,,,
49057,0,0.0,3612.9,0.0,,,,720.0,,,0.0,,,,0.0,3612.9,0.0,,,,720.0,,,0.0,,,,False,True,,,,False,,,True,,,
50001,9,12.0,,0.0,,,,6.0,2.4,,6.0,5.9,,17.0,3.0,,-9.0,,,,-3.0,-6.6,,-3.0,-3.1,,8.0,,False,,,,False,False,,True,False,,False
50003,24,42.0,,61.0,,,,1.0,1.6,,15.5,26.7,,137.0,18.0,,37.0,,,,-23.0,-22.4,,-8.5,2.7,,113.0,,False,,,,False,False,,True,True,,False
50005,6,18.0,,30.0,,,,12.0,0.4,,1.7,9.9,,251.0,12.0,,24.0,,,,6.0,-5.6,,-4.3,3.9,,245.0,,False,,,,True,True,,True,True,,False
50007,87,144.0,30.4,196.0,,,,14.0,28.9,41.0,8.3,156.6,,738.0,57.0,-56.6,109.0,,,,-73.0,-58.1,-46.0,-78.7,69.6,,651.0,True,False,,,,False,False,True,False,False,,False
50009,0,0.0,,0.0,,,,0.0,0.0,,0.1,0.8,,74.0,0.0,,0.0,,,,0.0,0.0,,0.1,0.8,,74.0,,True,,,,True,False,,False,False,,False
50011,8,12.0,,0.0,,,,0.0,1.1,2.4,10.0,28.9,,13.0,4.0,,-8.0,,,,-8.0,-6.9,-5.6,2.0,20.9,,5.0,,False,,,,False,False,False,True,False,,False
50013,1,0.0,,0.0,,,,0.0,0.3,,0.0,,,0.0,-1.0,,-1.0,,,,-1.0,-0.7,,-1.0,,,-1.0,,False,,,,False,True,,False,,,False
50015,15,0.0,,0.0,,,,0.0,0.5,,15.6,8.4,,0.0,-15.0,,-15.0,,,,-15.0,-14.5,,0.6,-6.6,,-15.0,,False,,,,False,True,,True,True,,False
50017,7,18.0,,15.0,,,,36.0,0.1,,6.9,,,1325.0,11.0,,8.0,,,,29.0,-6.9,,-0.1,,,1318.0,,True,,,,False,True,,True,,,False
50019,7,6.0,,0.0,,,,0.0,0.2,,2.9,2.1,,93.0,-1.0,,-7.0,,,,-7.0,-6.8,,-4.2,-4.9,,86.0,,False,,,,False,False,,False,False,,False
50021,30,12.0,0.5,54.0,,,,24.0,0.7,18.7,19.2,25.7,,2.0,-18.0,-29.5,24.0,,,,-6.0,-29.3,-11.3,-10.8,-4.3,,-28.0,False,False,,,,True,False,True,True,True,,False
50023,19,30.0,11.1,76.0,,,,18.0,1.0,,6.1,13.2,,13.0,11.0,-7.9,57.0,,,,-1.0,-18.0,,-12.9,-5.8,,-6.0,True,False,,,,True,False,,False,True,,True
50025,18,18.0,,0.0,,,,10.0,0.1,2.9,3.8,9.2,,39.0,0.0,,-18.0,,,,-8.0,-17.9,-15.1,-14.2,-8.8,,21.0,,False,,,,False,False,False,False,False,,False
50027,12,18.0,0.0,0.0,,,,47.0,1.8,,8.1,14.1,,35.0,6.0,-12.0,-12.0,,,,35.0,-10.2,,-3.9,2.1,,23.0,False,False,,,,False,False,,True,True,,False
51001,56,150.0,,35.0,,,,77.0,21.5,6.1,251.8,78.8,,186.0,94.0,,-21.0,,,,21.0,-34.5,-49.9,195.8,22.8,,130.0,,True,,,,True,True,True,False,True,,False
51003,363,342.0,983.4,309.0,,,,166.0,100.5,379.7,447.5,195.0,,260.0,-21.0,620.4,-54.0,,,,-197.0,-262.5,16.7,84.5,-168.0,,-103.0,False,False,,,,False,False,True,False,False,,False
51005,23,0.0,,0.0,,,,22.0,5.2,,12.0,35.7,,0.0,-23.0,,-23.0,,,,-1.0,-17.8,,-11.0,12.7,,-23.0,,False,,,,True,True,,True,True,,False
51007,42,24.0,,41.0,,,,19.0,16.0,,11.9,16.0,,13.0,-18.0,,-1.0,,,,-23.0,-26.0,,-30.1,-26.0,,-29.0,,True,,,,False,False,,False,False,,False
51009,192,246.0,,312.0,,,,53.0,90.2,109.0,279.3,440.8,,173.0,54.0,,120.0,,,,-139.0,-101.8,-83.0,87.3,248.8,,-19.0,,False,,,,False,False,False,False,False,,True
51011,114,108.0,,209.0,,,,25.0,20.6,52.4,46.9,143.3,,84.0,-6.0,,95.0,,,,-89.0,-93.4,-61.6,-67.1,29.3,,-30.0,,False,,,,False,False,False,False,False,,False
51013,739,804.0,527.8,663.0,,,,584.0,296.1,218.4,1147.1,1164.3,,651.0,65.0,-211.2,-76.0,,,,-155.0,-442.9,-520.6,408.1,425.3,,-88.0,False,False,,,,False,False,False,False,False,,False
51015,189,186.0,167.2,385.0,,,,128.0,41.9,237.4,101.8,144.6,,565.0,-3.0,-21.8,196.0,,,,-61.0,-147.1,48.4,-87.2,-44.4,,376.0,False,False,,,,False,False,False,False,False,,False
51017,4,0.0,,0.0,,,,0.0,,,0.2,1.1,,0.0,-4.0,,-4.0,,,,-4.0,,,-3.8,-2.9,,-4.0,,False,,,,False,,,True,True,,False
51019,356,300.0,566.6,190.0,,,,163.0,128.8,195.2,253.7,357.5,,215.0,-56.0,210.6,-166.0,,,,-193.0,-227.2,-160.8,-102.3,1.5,,-141.0,False,False,,,,False,False,False,False,True,,False
51021,36,114.0,,164.0,,,,14.0,,,17.5,,,114.0,78.0,,128.0,,,,-22.0,,,-18.5,,,78.0,,False,,,,True,,,True,,,False
51023,87,48.0,,71.0,,,,52.0,3.0,56.0,32.1,122.4,,17.0,-39.0,,-16.0,,,,-35.0,-84.0,-31.0,-54.9,35.4,,-70.0,,True,,,,True,False,True,False,True,,False
51025,108,120.0,,126.0,,,,66.0,10.9,112.2,66.6,116.1,,56.0,12.0,,18.0,,,,-42.0,-97.1,4.2,-41.4,8.1,,-52.0,,False,,,,False,False,True,False,True,,False
51027,58,36.0,,28.0,,,,84.0,7.5,,32.1,33.1,,14.0,-22.0,,-30.0,,,,26.0,-50.5,,-25.9,-24.9,,-44.0,,False,,,,False,False,,False,False,,False
51029,63,66.0,,58.0,,,,58.0,9.2,3.3,33.1,44.2,,74.0,3.0,,-5.0,,,,-5.0,-53.8,-59.7,-29.9,-18.8,,11.0,,False,,,,False,False,False,False,False,,False
51031,205,228.0,294.3,219.0,,,,117.0,254.7,342.5,0.0,303.3,,224.0,23.0,89.3,14.0,,,,-88.0,49.7,137.5,-205.0,98.3,,19.0,False,True,,,,False,False,False,False,False,,True
51033,131,108.0,,168.0,,,,53.0,15.7,73.6,107.1,93.8,,160.0,-23.0,,37.0,,,,-78.0,-115.3,-57.4,-23.9,-37.2,,29.0,,False,,,,False,False,False,False,False,,False
51035,159,78.0,,120.0,,,,138.0,5.9,104.6,76.9,64.6,,112.0,-81.0,,-39.0,,,,-21.0,-153.1,-54.4,-82.1,-94.4,,-47.0,,True,,,,True,False,True,False,False,,True
51036,31,12.0,,2.0,,,,12.0,7.9,,7.3,9.6,,24.0,-19.0,,-29.0,,,,-19.0,-23.1,,-23.7,-21.4,,-7.0,,False,,,,False,False,,False,False,,True
51037,50,24.0,,34.0,,,,22.0,3.9,,4.3,21.4,,39.0,-26.0,,-16.0,,,,-28.0,-46.1,,-45.7,-28.6,,-11.0,,True,,,,False,False,,False,False,,True
51041,1349,1476.0,2351.5,707.0,,,,1084.0,478.4,610.8,959.0,1700.7,,990.0,127.0,1002.5,-642.0,,,,-265.0,-870.6,-738.2,-390.0,351.7,,-359.0,False,False,,,,False,False,False,False,False,,False
51043,21,12.0,,0.0,,,,17.0,14.6,,16.3,9.6,,31.0,-9.0,,-21.0,,,,-4.0,-6.4,,-4.7,-11.4,,10.0,,False,,,,True,True,,True,False,,False
51045,12,12.0,,0.0,,,,4.0,0.6,,2.2,,,9.0,0.0,,-12.0,,,,-8.0,-11.4,,-9.8,,,-3.0,,False,,,,False,False,,False,,,False
51047,163,222.0,65.0,317.0,,,,127.0,35.4,35.7,177.6,225.1,,143.0,59.0,-98.0,154.0,,,,-36.0,-127.6,-127.3,14.6,62.1,,-20.0,False,False,,,,True,False,False,True,False,,True
51049,25,24.0,,30.0,,,,15.0,8.0,,15.2,11.7,,9.0,-1.0,,5.0,,,,-10.0,-17.0,,-9.8,-13.3,,-16.0,,False,,,,False,False,,False,False,,False
51051,49,72.0,,141.0,,,,75.0,,,12.5,,,35.0,23.0,,92.0,,,,26.0,,,-36.5,,,-14.0,,False,,,,False,,,False,,,True
51053,145,90.0,,90.0,,,,82.0,21.4,40.9,68.5,94.1,,130.0,-55.0,,-55.0,,,,-63.0,-123.6,-104.1,-76.5,-50.9,,-15.0,,False,,,,False,False,False,False,True,,True
51057,71,54.0,,151.0,,,,22.0,2.2,19.4,30.5,36.3,,39.0,-17.0,,80.0,,,,-49.0,-68.8,-51.6,-40.5,-34.7,,-32.0,,False,,,,False,False,False,False,False,,False
51059,3805,3480.0,821.4,2781.0,,,,2716.0,1182.5,1180.4,4.0,3664.2,,2698.0,-325.0,-2983.6,-1024.0,,,,-1089.0,-2622.5,-2624.6,-3801.0,-140.8,,-1107.0,False,False,,,,False,False,False,False,True,,False
51061,299,108.0,249.8,137.0,,,,133.0,20.5,58.1,165.2,70.1,,74.0,-191.0,-49.2,-162.0,,,,-166.0,-278.5,-240.9,-133.8,-228.9,,-225.0,True,True,,,,True,False,False,True,False,,False
51063,94,324.0,,640.0,,,,30.0,352.4,1.6,0.0,189.5,,276.0,230.0,,546.0,,,,-64.0,258.4,-92.4,-94.0,95.5,,182.0,,False,,,,True,False,True,True,True,,True
51065,175,78.0,,139.0,,,,35.0,19.8,39.6,55.3,38.6,,96.0,-97.0,,-36.0,,,,-140.0,-155.2,-135.4,-119.7,-136.4,,-79.0,,True,,,,False,False,False,False,False,,True
51067,248,84.0,317.6,89.0,,,,137.0,12.5,86.1,0.0,69.0,,70.0,-164.0,69.6,-159.0,,,,-111.0,-235.5,-161.9,-248.0,-179.0,,-178.0,True,True,,,,True,False,True,False,False,,False
51069,187,90.0,229.6,38.0,,,,175.0,15.6,67.1,41.9,62.9,,36.0,-97.0,42.6,-149.0,,,,-12.0,-171.4,-119.9,-145.1,-124.1,,-151.0,True,False,,,,True,False,False,False,False,,False
51071,60,36.0,,39.0,,,,32.0,6.1,,17.7,24.2,,234.0,-24.0,,-21.0,,,,-28.0,-53.9,,-42.3,-35.8,,174.0,,True,,,,False,False,,False,False,,False
51073,71,114.0,,116.0,,,,64.0,41.0,74.3,8.0,65.3,,238.0,43.0,,45.0,,,,-7.0,-30.0,3.3,-63.0,-5.7,,167.0,,False,,,,True,True,True,False,True,,False
51075,98,60.0,,175.0,,,,54.0,10.1,59.5,50.6,34.4,,54.0,-38.0,,77.0,,,,-44.0,-87.9,-38.5,-47.4,-63.6,,-44.0,,False,,,,False,False,False,False,False,,False
51077,148,72.0,,154.0,,,,98.0,16.1,139.3,39.3,64.6,,40.0,-76.0,,6.0,,,,-50.0,-131.9,-8.7,-108.7,-83.4,,-108.0,,True,,,,True,False,True,False,False,,False
51079,42,132.0,,128.0,,,,25.0,15.8,35.0,43.6,219.8,,106.0,90.0,,86.0,,,,-17.0,-26.2,-7.0,1.6,177.8,,64.0,,True,,,,True,True,True,True,False,,True
51081,213,636.0,,0.0,,,,121.0,135.4,5.5,192.0,301.2,,0.0,423.0,,-213.0,,,,-92.0,-77.6,-207.5,-21.0,88.2,,-213.0,,True,,,,True,True,True,True,True,,True
51083,181,84.0,,86.0,,,,141.0,22.2,75.9,85.2,54.8,,48.0,-97.0,,-95.0,,,,-40.0,-158.8,-105.1,-95.8,-126.2,,-133.0,,True,,,,True,False,False,True,False,,False
51085,593,324.0,137.8,519.0,,,,240.0,193.6,131.9,304.9,121.2,,256.0,-269.0,-455.2,-74.0,,,,-353.0,-399.4,-461.1,-288.1,-471.8,,-337.0,False,True,,,,False,False,False,False,False,,False
51087,1366,1374.0,354.3,1327.0,,,,1198.0,504.1,594.8,846.2,1135.2,,936.0,8.0,-1011.7,-39.0,,,,-168.0,-861.9,-771.2,-519.8,-230.8,,-430.0,False,False,,,,False,False,False,False,False,,False
51089,374,558.0,444.0,974.0,,,,256.0,226.3,247.4,56.2,403.5,,328.0,184.0,70.0,600.0,,,,-118.0,-147.7,-126.6,-317.8,29.5,,-46.0,True,False,,,,True,True,True,False,True,,True
51091,1,0.0,,0.0,,,,0.0,0.1,,0.2,0.4,,0.0,-1.0,,-1.0,,,,-1.0,-0.9,,-0.8,-0.6,,-1.0,,False,,,,False,True,,True,True,,False
51093,304,276.0,,372.0,,,,106.0,92.2,117.8,114.6,173.4,,167.0,-28.0,,68.0,,,,-198.0,-211.8,-186.2,-189.4,-130.6,,-137.0,,False,,,,False,False,False,False,False,,False
51095,212,210.0,355.7,155.0,,,,217.0,53.1,135.7,74.9,80.5,,114.0,-2.0,143.7,-57.0,,,,5.0,-158.9,-76.3,-137.1,-131.5,,-98.0,False,False,,,,False,False,False,False,False,,False
51097,30,18.0,,0.0,,,,11.0,1.8,,13.6,34.9,,9.0,-12.0,,-30.0,,,,-19.0,-28.2,,-16.4,4.9,,-21.0,,False,,,,False,False,,False,True,,False
51099,66,138.0,,408.0,,,,43.0,44.8,18.2,188.1,76.8,,190.0,72.0,,342.0,,,,-23.0,-21.2,-47.8,122.1,10.8,,124.0,,False,,,,True,True,True,False,True,,False
51101,60,84.0,,165.0,,,,31.0,13.0,62.4,78.2,56.0,,171.0,24.0,,105.0,,,,-29.0,-47.0,2.4,18.2,-4.0,,111.0,,False,,,,False,False,True,True,True,,False
51103,95,78.0,,182.0,,,,11.0,2.4,,33.1,77.0,,135.0,-17.0,,87.0,,,,-84.0,-92.6,,-61.9,-18.0,,40.0,,False,,,,False,False,,False,False,,False
51105,123,180.0,,264.0,,,,148.0,41.3,61.7,0.0,187.4,,211.0,57.0,,141.0,,,,25.0,-81.7,-61.3,-123.0,64.4,,88.0,,False,,,,True,False,False,False,False,,False
51107,1310,1368.0,358.4,1307.0,,,,843.0,424.3,562.2,2.1,1039.0,,1581.0,58.0,-951.6,-3.0,,,,-467.0,-885.7,-747.8,-1307.9,-271.0,,271.0,False,True,,,,False,False,False,False,False,,False
51109,86,126.0,,234.0,,,,64.0,13.1,69.7,62.6,80.6,,123.0,40.0,,148.0,,,,-22.0,-72.9,-16.3,-23.4,-5.4,,37.0,,False,,,,True,False,True,True,True,,True
51111,51,30.0,,41.0,,,,28.0,13.5,,14.3,38.8,,38.0,-21.0,,-10.0,,,,-23.0,-37.5,,-36.7,-12.2,,-13.0,,True,,,,False,False,,False,True,,True
51113,35,24.0,,41.0,,,,14.0,3.4,,9.0,30.8,,20.0,-11.0,,6.0,,,,-21.0,-31.6,,-26.0,-4.2,,-15.0,,True,,,,False,False,,False,True,,False
51115,49,30.0,,113.0,,,,6.0,0.9,,16.3,,,38.0,-19.0,,64.0,,,,-43.0,-48.1,,-32.7,,,-11.0,,False,,,,False,False,,False,,,True
51117,260,108.0,,445.0,,,,142.0,10.4,73.0,132.9,67.2,,158.0,-152.0,,185.0,,,,-118.0,-249.6,-187.0,-127.1,-192.8,,-102.0,,False,,,,True,False,False,True,False,,True
51119,64,84.0,,281.0,,,,9.0,3.1,,13.3,51.4,,101.0,20.0,,217.0,,,,-55.0,-60.9,,-50.7,-12.6,,37.0,,False,,,,False,False,,False,True,,False
51121,1588,120.0,380.8,52.0,,,,229.0,40.5,108.4,106.7,94.2,,54.0,-1468.0,-1207.2,-1536.0,,,,-1359.0,-1547.5,-1479.6,-1481.3,-1493.8,,-1534.0,True,False,,,,True,False,False,False,False,,False
51125,40,96.0,,238.0,,,,14.0,10.3,,217.3,66.2,,194.0,56.0,,198.0,,,,-26.0,-29.7,,177.3,26.2,,154.0,,False,,,,True,True,,False,True,,False
51127,57,42.0,,34.0,,,,47.0,7.4,46.8,17.7,27.2,,46.0,-15.0,,-23.0,,,,-10.0,-49.6,-10.2,-39.3,-29.8,,-11.0,,False,,,,True,False,True,False,False,,True
51131,7,12.0,,0.0,,,,26.0,1.2,5.1,6.3,12.6,,13.0,5.0,,-7.0,,,,19.0,-5.8,-1.9,-0.7,5.6,,6.0,,False,,,,False,False,True,True,False,,False
51133,78,48.0,,73.0,,,,14.0,6.6,,24.7,86.4,,50.0,-30.0,,-5.0,,,,-64.0,-71.4,,-53.3,8.4,,-28.0,,True,,,,False,False,,False,True,,True
51135,82,6.0,,54.0,,,,61.0,0.1,0.0,14.2,20.9,,3.0,-76.0,,-28.0,,,,-21.0,-81.9,-82.0,-67.8,-61.1,,-79.0,,True,,,,True,False,False,True,True,,False
51137,89,12.0,,7.0,,,,60.0,5.8,73.4,21.6,8.4,,9.0,-77.0,,-82.0,,,,-29.0,-83.2,-15.6,-67.4,-80.6,,-80.0,,False,,,,True,False,True,True,False,,False
51139,42,54.0,,65.0,,,,52.0,5.3,24.5,46.5,26.0,,146.0,12.0,,23.0,,,,10.0,-36.7,-17.5,4.5,-16.0,,104.0,,False,,,,True,False,False,True,False,,False
51141,102,132.0,,143.0,,,,58.0,37.0,162.8,53.0,202.2,,173.0,30.0,,41.0,,,,-44.0,-65.0,60.8,-49.0,100.2,,71.0,,False,,,,False,False,False,False,False,,False
