,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48319,13,20.0,0.0,,,,20.0,6.2,,0.9,,30.6,12.2,,8.0,7.0,-13.0,,,,7.0,-6.8,,-12.1,,17.6,-0.8,,-5.0,False,,,,False,True,,False,,False,True,,True
48321,189,140.0,125.0,,,,639.0,198.0,,103.4,,100.9,83.6,,94.0,-49.0,-64.0,,,,450.0,9.0,,-85.6,,-88.1,-105.4,,-95.0,False,,,,False,True,,False,,False,False,,False
48323,595,2605.0,1631.0,,,,1685.0,605.7,,130.6,,3164.0,1665.5,,0.0,2010.0,1036.0,,,,1090.0,10.7,,-464.4,,2569.0,1070.5,,-595.0,True,,,,True,True,,True,,False,True,,True
48325,134,410.0,449.0,,,,479.0,545.5,,106.6,,370.8,395.3,,224.0,276.0,315.0,,,,345.0,411.5,,-27.4,,236.8,261.3,,90.0,False,,,,False,False,,True,,True,True,,True
48327,7,10.0,0.0,,,,10.0,2.3,,,,6.2,8.7,,14.0,3.0,-7.0,,,,3.0,-4.7,,,,-0.8,1.7,,7.0,False,,,,False,False,,,,True,True,,False
48329,625,970.0,488.0,,,,1231.0,1121.2,,678.4,,76.4,583.6,,413.0,345.0,-137.0,,,,606.0,496.2,,53.4,,-548.6,-41.4,,-212.0,True,,,,False,False,,True,,False,True,,True
48331,95,170.0,125.0,,,,209.0,181.9,,81.8,,22.6,134.0,,115.0,75.0,30.0,,,,114.0,86.9,,-13.2,,-72.4,39.0,,20.0,True,,,,False,False,,True,,True,True,,True
48333,28,25.0,0.0,,,,15.0,19.6,,0.4,,8.5,,,18.0,-3.0,-28.0,,,,-13.0,-8.4,,-27.6,,-19.5,,,-10.0,False,,,,False,False,,False,,False,,,False
48335,18,10.0,0.0,,,,13.0,44.7,,4.2,,10.5,63.8,,5.0,-8.0,-18.0,,,,-5.0,26.7,,-13.8,,-7.5,45.8,,-13.0,False,,,,True,False,,False,,True,False,,False
48337,71,115.0,156.0,,,,152.0,140.5,,77.8,,38.3,159.2,,170.0,44.0,85.0,,,,81.0,69.5,,6.8,,-32.7,88.2,,99.0,False,,,,False,False,,True,,True,False,,False
48339,2899,4790.0,14421.0,,,,4278.0,2709.6,,4149.9,,175.2,4283.9,,5667.0,1891.0,11522.0,,,,1379.0,-189.4,,1250.9,,-2723.8,1384.9,,2768.0,False,,,,True,True,,True,,False,True,,False
48341,72,105.0,139.0,,,,129.0,162.5,,6.0,,26.9,124.5,,0.0,33.0,67.0,,,,57.0,90.5,,-66.0,,-45.1,52.5,,-72.0,False,,,,False,False,,False,,False,False,,False
48343,48,25.0,9.0,,,,88.0,69.7,,6.3,,16.8,56.9,,17.0,-23.0,-39.0,,,,40.0,21.7,,-41.7,,-31.2,8.9,,-31.0,False,,,,False,True,,False,,False,True,,False
48345,3,0.0,0.0,,,,0.0,2.2,,0.0,,0.2,1.6,,0.0,-3.0,-3.0,,,,-3.0,-0.8,,-3.0,,-2.8,-1.4,,-3.0,False,,,,False,True,,True,,True,True,,False
48347,319,285.0,117.0,,,,501.0,363.4,,161.8,,116.7,320.9,,114.0,-34.0,-202.0,,,,182.0,44.4,,-157.2,,-202.3,1.9,,-205.0,False,,,,False,False,,False,,False,True,,False
48349,274,335.0,303.0,,,,526.0,324.5,,47.8,,36.8,183.2,,227.0,61.0,29.0,,,,252.0,50.5,,-226.2,,-237.2,-90.8,,-47.0,True,,,,False,True,,False,,False,False,,True
48351,18,190.0,158.0,,,,209.0,107.2,,10.6,,0.0,167.3,,223.0,172.0,140.0,,,,191.0,89.2,,-7.4,,-18.0,149.3,,205.0,True,,,,False,True,,True,,True,True,,False
48353,111,25.0,0.0,,,,30.0,44.3,,4.5,,100.4,94.7,,17.0,-86.0,-111.0,,,,-81.0,-66.7,,-106.5,,-10.6,-16.3,,-94.0,False,,,,True,True,,False,,True,True,,False
48355,2597,4880.0,945.0,,,,4582.0,362.7,,3806.1,,6625.9,6842.3,,117.0,2283.0,-1652.0,,,,1985.0,-2234.3,,1209.1,,4028.9,4245.3,,-2480.0,True,,,,True,True,,True,,False,False,,False
48357,35,10.0,0.0,,,,81.0,35.8,,0.2,,0.0,10.4,,4.0,-25.0,-35.0,,,,46.0,0.8,,-34.8,,-35.0,-24.6,,-31.0,False,,,,False,True,,False,,False,True,,False
48359,4,0.0,0.0,,,,0.0,1.1,,0.1,,1.3,,,0.0,-4.0,-4.0,,,,-4.0,-2.9,,-3.9,,-2.7,,,-4.0,False,,,,False,True,,True,,True,,,False
48361,356,905.0,434.0,,,,860.0,790.2,,544.3,,371.9,883.8,,304.0,549.0,78.0,,,,504.0,434.2,,188.3,,15.9,527.8,,-52.0,True,,,,True,True,,True,,True,True,,True
48363,158,290.0,185.0,,,,206.0,316.9,,52.9,,12.6,261.1,,202.0,132.0,27.0,,,,48.0,158.9,,-105.1,,-145.4,103.1,,44.0,True,,,,True,False,,True,,False,True,,True
48365,79,5.0,8.0,,,,187.0,70.8,,0.0,,1.7,17.0,,5.0,-74.0,-71.0,,,,108.0,-8.2,,-79.0,,-77.3,-62.0,,-74.0,True,,,,False,True,,False,,False,True,,False
48367,391,895.0,1343.0,,,,751.0,1202.9,,184.6,,41.7,785.5,,745.0,504.0,952.0,,,,360.0,811.9,,-206.4,,-349.3,394.5,,354.0,False,,,,True,False,,True,,True,True,,True
48369,61,60.0,43.0,,,,54.0,42.6,,6.8,,15.5,30.8,,25.0,-1.0,-18.0,,,,-7.0,-18.4,,-54.2,,-45.5,-30.2,,-36.0,False,,,,False,False,,False,,False,False,,False
48371,96,70.0,0.0,,,,142.0,110.9,,10.5,,53.9,49.6,,38.0,-26.0,-96.0,,,,46.0,14.9,,-85.5,,-42.1,-46.4,,-58.0,False,,,,False,True,,False,,False,False,,False
48373,82,20.0,6.0,,,,442.0,105.6,,0.5,,158.8,95.1,,14.0,-62.0,-76.0,,,,360.0,23.6,,-81.5,,76.8,13.1,,-68.0,False,,,,False,True,,False,,False,True,,False
48375,852,630.0,629.0,,,,769.0,904.2,,120.0,,1004.7,522.2,,347.0,-222.0,-223.0,,,,-83.0,52.2,,-732.0,,152.7,-329.8,,-505.0,False,,,,True,True,,False,,True,False,,False
48377,49,0.0,0.0,,,,12.0,8.5,,2.0,,0.0,16.7,,1.0,-49.0,-49.0,,,,-37.0,-40.5,,-47.0,,-49.0,-32.3,,-48.0,False,,,,True,True,,True,,False,True,,True
48379,13,5.0,0.0,,,,20.0,30.7,,1.7,,1.6,7.8,,3.0,-8.0,-13.0,,,,7.0,17.7,,-11.3,,-11.4,-5.2,,-10.0,False,,,,True,False,,False,,False,True,,False
48381,791,715.0,727.0,,,,510.0,921.7,,667.6,,198.0,696.0,,884.0,-76.0,-64.0,,,,-281.0,130.7,,-123.4,,-593.0,-95.0,,93.0,True,,,,False,False,,False,,False,False,,False
48383,12,45.0,0.0,,,,5.0,16.9,,3.3,,27.3,59.9,,44.0,33.0,-12.0,,,,-7.0,4.9,,-8.7,,15.3,47.9,,32.0,True,,,,True,True,,True,,True,False,,True
48385,19,40.0,0.0,,,,17.0,24.1,,,,13.1,,,8.0,21.0,-19.0,,,,-2.0,5.1,,,,-5.9,,,-11.0,True,,,,True,True,,,,True,,,True
48387,20,10.0,0.0,,,,65.0,20.7,,1.1,,11.6,16.0,,9.0,-10.0,-20.0,,,,45.0,0.7,,-18.9,,-8.4,-4.0,,-11.0,False,,,,False,True,,False,,True,True,,False
48389,36,45.0,5.0,,,,68.0,61.0,,9.7,,5.1,49.8,,20.0,9.0,-31.0,,,,32.0,25.0,,-26.3,,-30.9,13.8,,-16.0,False,,,,False,False,,False,,False,False,,False
48391,59,20.0,7.0,,,,69.0,47.8,,0.6,,1.0,116.5,,9.0,-39.0,-52.0,,,,10.0,-11.2,,-58.4,,-58.0,57.5,,-50.0,False,,,,True,True,,False,,False,False,,False
48393,4,0.0,0.0,,,,0.0,0.2,,0.0,,0.0,0.3,,0.0,-4.0,-4.0,,,,-4.0,-3.8,,-4.0,,-4.0,-3.7,,-4.0,False,,,,False,True,,True,,False,True,,False
48395,66,20.0,0.0,,,,116.0,54.0,,6.0,,22.0,57.1,,6.0,-46.0,-66.0,,,,50.0,-12.0,,-60.0,,-44.0,-8.9,,-60.0,False,,,,False,True,,False,,True,True,,False
48397,365,805.0,371.0,,,,627.0,775.5,,31.6,,832.9,1587.6,,608.0,440.0,6.0,,,,262.0,410.5,,-333.4,,467.9,1222.6,,243.0,True,,,,True,True,,True,,False,False,,True
48399,93,125.0,169.0,,,,25.0,136.2,,9.3,,27.9,166.0,,83.0,32.0,76.0,,,,-68.0,43.2,,-83.7,,-65.1,73.0,,-10.0,False,,,,False,False,,False,,False,False,,True
48401,531,230.0,220.0,,,,515.0,418.0,,117.4,,95.1,137.2,,223.0,-301.0,-311.0,,,,-16.0,-113.0,,-413.6,,-435.9,-393.8,,-308.0,False,,,,True,True,,False,,False,False,,False
48403,6,35.0,36.0,,,,91.0,65.2,,1.6,,0.2,24.6,,31.0,29.0,30.0,,,,85.0,59.2,,-4.4,,-5.8,18.6,,25.0,False,,,,False,False,,True,,True,True,,True
48405,16,35.0,31.0,,,,100.0,41.1,,2.5,,27.3,18.1,,30.0,19.0,15.0,,,,84.0,25.1,,-13.5,,11.3,2.1,,14.0,True,,,,False,False,,True,,True,True,,True
48407,35,50.0,35.0,,,,225.0,96.9,,4.2,,2.2,115.7,,13.0,15.0,0.0,,,,190.0,61.9,,-30.8,,-32.8,80.7,,-22.0,True,,,,False,False,,False,,False,False,,False
48409,298,270.0,260.0,,,,783.0,547.8,,237.4,,283.0,210.5,,271.0,-28.0,-38.0,,,,485.0,249.8,,-60.6,,-15.0,-87.5,,-27.0,False,,,,False,False,,False,,True,False,,True
48411,33,35.0,,,,,30.0,33.2,,1.0,,10.7,,,62.0,2.0,,,,,-3.0,0.2,,-32.0,,-22.3,,,29.0,,,,,False,True,,False,,False,,,False
48413,17,0.0,0.0,,,,10.0,2.6,,,,17.5,6.5,,0.0,-17.0,-17.0,,,,-7.0,-14.4,,,,0.5,-10.5,,-17.0,False,,,,True,True,,,,True,True,,False
48415,135,50.0,14.0,,,,82.0,82.7,,5.0,,10.6,256.2,,19.0,-85.0,-121.0,,,,-53.0,-52.3,,-130.0,,-124.4,121.2,,-116.0,False,,,,True,True,,False,,False,False,,False
48417,9,5.0,0.0,,,,2.0,4.6,,0.2,,1.5,,,1.0,-4.0,-9.0,,,,-7.0,-4.4,,-8.8,,-7.5,,,-8.0,False,,,,False,False,,False,,False,,,False
48419,54,75.0,35.0,,,,239.0,82.7,,11.7,,53.7,119.7,,32.0,21.0,-19.0,,,,185.0,28.7,,-42.3,,-0.3,65.7,,-22.0,True,,,,False,False,,False,,True,False,,False
48421,14,30.0,,,,,15.0,10.5,,0.7,,15.4,18.9,,34.0,16.0,,,,,1.0,-3.5,,-13.3,,1.4,4.9,,20.0,,,,,True,True,,True,,True,True,,False
48423,788,1140.0,919.0,,,,2060.0,1461.6,,750.5,,111.9,1212.9,,1145.0,352.0,131.0,,,,1272.0,673.6,,-37.5,,-676.1,424.9,,357.0,True,,,,False,False,,True,,False,False,,False
48425,30,140.0,162.0,,,,27.0,106.0,,,,42.7,161.8,,129.0,110.0,132.0,,,,-3.0,76.0,,,,12.7,131.8,,99.0,False,,,,True,True,,,,True,False,,True
48427,866,660.0,478.0,,,,1076.0,355.0,,413.2,,829.2,381.4,,226.0,-206.0,-388.0,,,,210.0,-511.0,,-452.8,,-36.8,-484.6,,-640.0,False,,,,False,False,,False,,True,False,,False
48429,36,0.0,146.0,,,,33.0,20.3,,22.7,,72.9,205.8,,201.0,-36.0,110.0,,,,-3.0,-15.7,,-13.3,,36.9,169.8,,165.0,False,,,,True,True,,True,,False,False,,False
48431,4,0.0,0.0,,,,0.0,12.0,,,,1.0,,,0.0,-4.0,-4.0,,,,-4.0,8.0,,,,-3.0,,,-4.0,False,,,,False,False,,,,True,,,False
48433,8,0.0,0.0,,,,0.0,6.2,,,,0.3,4.7,,2.0,-8.0,-8.0,,,,-8.0,-1.8,,,,-7.7,-3.3,,-6.0,False,,,,False,True,,,,True,True,,True
48435,5,45.0,,,,,23.0,28.1,,,,10.9,51.0,,30.0,40.0,,,,,18.0,23.1,,,,5.9,46.0,,25.0,,,,,True,True,,,,True,False,,True
48437,26,25.0,0.0,,,,22.0,25.3,,4.2,,10.5,24.9,,21.0,-1.0,-26.0,,,,-4.0,-0.7,,-21.8,,-15.5,-1.1,,-5.0,False,,,,False,True,,False,,False,False,,False
48439,10510,17665.0,11815.0,,,,21174.0,11317.0,,7753.7,,5309.6,16444.2,,12760.0,7155.0,1305.0,,,,10664.0,807.0,,-2756.3,,-5200.4,5934.2,,2250.0,True,,,,False,True,,True,,True,True,,True
48441,257,400.0,820.0,,,,398.0,615.5,,412.1,,75.3,437.1,,429.0,143.0,563.0,,,,141.0,358.5,,155.1,,-181.7,180.1,,172.0,False,,,,True,False,,False,,False,False,,False
48443,0,5.0,0.0,,,,0.0,2.2,,,,0.0,2.1,,26.0,5.0,0.0,,,,0.0,2.2,,,,0.0,2.1,,26.0,True,,,,True,True,,,,True,True,,False
48445,54,75.0,69.0,,,,136.0,67.4,,10.2,,0.0,223.9,,56.0,21.0,15.0,,,,82.0,13.4,,-43.8,,-54.0,169.9,,2.0,True,,,,False,True,,False,,False,False,,True
48447,4,0.0,0.0,,,,0.0,2.1,,,,0.6,2.1,,0.0,-4.0,-4.0,,,,-4.0,-1.9,,,,-3.4,-1.9,,-4.0,False,,,,False,True,,,,True,True,,False
48449,177,160.0,187.0,,,,562.0,132.3,,0.2,,439.3,202.9,,82.0,-17.0,10.0,,,,385.0,-44.7,,-176.8,,262.3,25.9,,-95.0,True,,,,False,False,,False,,False,False,,False
48451,611,935.0,790.0,,,,501.0,738.8,,734.6,,379.1,567.4,,396.0,324.0,179.0,,,,-110.0,127.8,,123.6,,-231.9,-43.6,,-215.0,True,,,,True,True,,True,,True,True,,True
48453,3571,7755.0,10957.0,,,,6077.0,4474.7,,6218.2,,5623.3,6815.6,,4713.0,4184.0,7386.0,,,,2506.0,903.7,,2647.2,,2052.3,3244.6,,1142.0,False,,,,True,True,,True,,True,True,,True
48455,27,30.0,2.0,,,,79.0,49.5,,1.4,,26.3,29.7,,10.0,3.0,-25.0,,,,52.0,22.5,,-25.6,,-0.7,2.7,,-17.0,False,,,,False,False,,False,,True,True,,False
48457,41,145.0,140.0,,,,312.0,116.2,,23.0,,0.7,134.0,,373.0,104.0,99.0,,,,271.0,75.2,,-18.0,,-40.3,93.0,,332.0,True,,,,False,True,,True,,True,True,,False
48459,79,215.0,238.0,,,,221.0,281.8,,83.2,,145.9,191.8,,188.0,136.0,159.0,,,,142.0,202.8,,4.2,,66.9,112.8,,109.0,False,,,,False,False,,True,,True,True,,True
48461,8,10.0,0.0,,,,0.0,2.8,,,,3.8,,,11.0,2.0,-8.0,,,,-8.0,-5.2,,,,-4.2,,,3.0,False,,,,False,False,,,,False,,,False
48463,132,290.0,209.0,,,,312.0,163.3,,98.1,,224.3,386.7,,160.0,158.0,77.0,,,,180.0,31.3,,-33.9,,92.3,254.7,,28.0,True,,,,False,True,,True,,True,False,,True
48465,299,880.0,23.0,,,,968.0,29.8,,183.9,,11.4,1001.8,,121.0,581.0,-276.0,,,,669.0,-269.2,,-115.1,,-287.6,702.8,,-178.0,True,,,,False,True,,True,,True,False,,True
48467,98,210.0,241.0,,,,212.0,340.0,,50.9,,118.7,154.9,,185.0,112.0,143.0,,,,114.0,242.0,,-47.1,,20.7,56.9,,87.0,False,,,,False,False,,True,,True,True,,True
48469,340,640.0,608.0,,,,1429.0,561.9,,304.3,,72.3,1061.6,,126.0,300.0,268.0,,,,1089.0,221.9,,-35.7,,-267.7,721.6,,-214.0,True,,,,False,True,,True,,True,False,,True
48471,1291,440.0,0.0,,,,810.0,436.9,,260.6,,0.0,518.2,,144.0,-851.0,-1291.0,,,,-481.0,-854.1,,-1030.4,,-1291.0,-772.8,,-1147.0,False,,,,True,False,,False,,False,True,,False
48473,251,435.0,793.0,,,,724.0,297.8,,487.6,,530.5,295.6,,558.0,184.0,542.0,,,,473.0,46.8,,236.6,,279.5,44.6,,307.0,False,,,,False,True,,False,,False,True,,False
48475,26,15.0,1.0,,,,24.0,38.8,,1.1,,9.3,24.2,,20.0,-11.0,-25.0,,,,-2.0,12.8,,-24.9,,-16.7,-1.8,,-6.0,False,,,,True,False,,False,,False,True,,True
48477,80,165.0,116.0,,,,399.0,98.1,,69.0,,5.6,161.1,,99.0,85.0,36.0,,,,319.0,18.1,,-11.0,,-74.4,81.1,,19.0,True,,,,False,True,,True,,True,True,,True
48479,3380,3295.0,884.0,,,,5252.0,2534.1,,1259.5,,710.3,2813.4,,1141.0,-85.0,-2496.0,,,,1872.0,-845.9,,-2120.5,,-2669.7,-566.6,,-2239.0,False,,,,False,False,,False,,False,False,,False
48481,284,395.0,454.0,,,,709.0,305.9,,207.7,,642.8,380.2,,314.0,111.0,170.0,,,,425.0,21.9,,-76.3,,358.8,96.2,,30.0,False,,,,False,True,,True,,False,True,,True
48483,8,20.0,1.0,,,,29.0,15.6,,0.6,,8.2,18.7,,44.0,12.0,-7.0,,,,21.0,7.6,,-7.4,,0.2,10.7,,36.0,True,,,,False,True,,True,,True,True,,False
48485,536,440.0,300.0,,,,1229.0,620.9,,298.5,,202.8,231.6,,453.0,-96.0,-236.0,,,,693.0,84.9,,-237.5,,-333.2,-304.4,,-83.0,False,,,,False,True,,False,,False,False,,True
48487,93,85.0,62.0,,,,125.0,104.2,,2.5,,24.8,170.4,,51.0,-8.0,-31.0,,,,32.0,11.2,,-90.5,,-68.2,77.4,,-42.0,False,,,,False,False,,False,,False,False,,False
48489,408,225.0,148.0,,,,264.0,137.6,,37.0,,255.4,129.7,,83.0,-183.0,-260.0,,,,-144.0,-270.4,,-371.0,,-152.6,-278.3,,-325.0,False,,,,True,False,,False,,True,False,,False
48491,878,1785.0,353.0,,,,2858.0,1709.5,,532.9,,218.0,1279.0,,1128.0,907.0,-525.0,,,,1980.0,831.5,,-345.1,,-660.0,401.0,,250.0,True,,,,False,True,,True,,True,True,,True
48493,368,125.0,187.0,,,,403.0,234.6,,65.3,,57.8,74.5,,202.0,-243.0,-181.0,,,,35.0,-133.4,,-302.7,,-310.1,-293.5,,-166.0,True,,,,True,True,,False,,False,False,,True
48495,30,0.0,0.0,,,,11.0,20.2,,5.9,,3.1,75.7,,3.0,-30.0,-30.0,,,,-19.0,-9.8,,-24.1,,-26.9,45.7,,-27.0,False,,,,True,True,,True,,True,False,,True
48497,165,340.0,181.0,,,,386.0,693.7,,65.2,,35.1,290.6,,364.0,175.0,16.0,,,,221.0,528.7,,-99.8,,-129.9,125.6,,199.0,True,,,,False,False,,True,,True,True,,False
48499,147,90.0,56.0,,,,196.0,264.7,,21.7,,43.3,319.0,,70.0,-57.0,-91.0,,,,49.0,117.7,,-125.3,,-103.7,172.0,,-77.0,False,,,,True,False,,False,,False,False,,False
48501,87,75.0,73.0,,,,9.0,66.9,,38.5,,7.3,98.4,,62.0,-12.0,-14.0,,,,-78.0,-20.1,,-48.5,,-79.7,11.4,,-25.0,False,,,,False,False,,False,,False,True,,False
48503,123,45.0,13.0,,,,144.0,115.9,,5.1,,6.3,97.3,,27.0,-78.0,-110.0,,,,21.0,-7.1,,-117.9,,-116.7,-25.7,,-96.0,False,,,,True,True,,False,,False,True,,False
48505,98,200.0,232.0,,,,128.0,101.7,,38.2,,45.0,166.6,,186.0,102.0,134.0,,,,30.0,3.7,,-59.8,,-53.0,68.6,,88.0,False,,,,True,True,,True,,True,True,,True
48507,107,50.0,65.0,,,,156.0,90.4,,12.0,,6.2,129.2,,34.0,-57.0,-42.0,,,,49.0,-16.6,,-95.0,,-100.8,22.2,,-73.0,True,,,,True,True,,False,,False,True,,False
49001,0,0.0,0.0,,,,5.0,7.2,,,,0.0,,,,0.0,0.0,,,,5.0,7.2,,,,0.0,,,,True,,,,False,False,,,,True,,,
49003,0,0.0,0.0,,,,47.0,199.2,,,,0.0,,,,0.0,0.0,,,,47.0,199.2,,,,0.0,,,,True,,,,False,False,,,,True,,,
49005,0,0.0,0.0,,,,176.0,310.6,,,,0.0,0.0,,,0.0,0.0,,,,176.0,310.6,,,,0.0,0.0,,,True,,,,False,False,,,,True,True,,
49007,0,0.0,0.0,,,,39.0,91.9,,,,0.0,0.0,,,0.0,0.0,,,,39.0,91.9,,,,0.0,0.0,,,True,,,,False,False,,,,True,True,,
49009,0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,True,,,,True,True,,,,True,,,
49011,1433,1015.0,1486.0,,,,1036.0,999.9,,853.2,,681.0,733.1,,765.0,-418.0,53.0,,,,-397.0,-433.1,,-579.8,,-752.0,-699.9,,-668.0,True,,,,True,False,,False,,False,False,,False
49013,0,0.0,0.0,,,,28.0,43.1,,,,0.0,0.0,,,0.0,0.0,,,,28.0,43.1,,,,0.0,0.0,,,True,,,,False,False,,,,True,True,,
49015,0,0.0,0.0,,,,5.0,10.7,,,,0.0,0.0,,,0.0,0.0,,,,5.0,10.7,,,,0.0,0.0,,,True,,,,False,False,,,,True,True,,
49017,0,0.0,0.0,,,,0.0,6.7,,,,0.0,,,,0.0,0.0,,,,0.0,6.7,,,,0.0,,,,True,,,,True,False,,,,True,,,
49019,0,0.0,0.0,,,,0.0,34.4,,,,0.0,0.0,,,0.0,0.0,,,,0.0,34.4,,,,0.0,0.0,,,True,,,,True,False,,,,True,True,,
49021,0,0.0,0.0,,,,110.0,115.3,,,,0.0,0.0,,,0.0,0.0,,,,110.0,115.3,,,,0.0,0.0,,,True,,,,False,False,,,,True,True,,
49023,0,0.0,0.0,,,,0.0,69.0,,,,0.0,,,,0.0,0.0,,,,0.0,69.0,,,,0.0,,,,True,,,,True,False,,,,True,,,
49025,0,0.0,0.0,,,,5.0,20.1,,,,0.0,0.0,,,0.0,0.0,,,,5.0,20.1,,,,0.0,0.0,,,True,,,,False,False,,,,True,True,,
49027,0,0.0,0.0,,,,13.0,49.9,,,,0.0,,,,0.0,0.0,,,,13.0,49.9,,,,0.0,,,,True,,,,False,False,,,,True,,,
49029,0,0.0,0.0,,,,5.0,18.2,,,,0.0,,,,0.0,0.0,,,,5.0,18.2,,,,0.0,,,,True,,,,False,False,,,,True,,,
49031,0,0.0,0.0,,,,0.0,1.9,,,,0.0,,,,0.0,0.0,,,,0.0,1.9,,,,0.0,,,,True,,,,True,False,,,,True,,,
49033,0,0.0,0.0,,,,0.0,3.1,,,,0.0,,,,0.0,0.0,,,,0.0,3.1,,,,0.0,,,,True,,,,True,False,,,,True,,,
49035,7726,5050.0,4203.0,,,,5332.0,3460.2,,5220.6,,3605.9,3466.2,,2852.0,-2676.0,-3523.0,,,,-2394.0,-4265.8,,-2505.4,,-4120.1,-4259.8,,-4874.0,False,,,,True,False,,True,,False,False,,False
49037,41,40.0,0.0,,,,7.0,34.6,,2.7,,3.1,124.8,,2.0,-1.0,-41.0,,,,-34.0,-6.4,,-38.3,,-37.9,83.8,,-39.0,False,,,,False,False,,False,,False,False,,False
49039,0,0.0,0.0,,,,58.0,152.6,,,,0.0,,,,0.0,0.0,,,,58.0,152.6,,,,0.0,,,,True,,,,False,False,,,,True,,,
49041,0,0.0,0.0,,,,18.0,64.4,,,,0.0,,,,0.0,0.0,,,,18.0,64.4,,,,0.0,,,,True,,,,False,False,,,,True,,,
49043,186,380.0,451.0,,,,151.0,130.3,,149.9,,124.6,175.1,,105.0,194.0,265.0,,,,-35.0,-55.7,,-36.1,,-61.4,-10.9,,-81.0,False,,,,True,True,,True,,True,True,,True
49045,225,125.0,101.0,,,,116.0,194.5,,43.8,,116.6,144.9,,127.0,-100.0,-124.0,,,,-109.0,-30.5,,-181.2,,-108.4,-80.1,,-98.0,False,,,,False,True,,False,,False,True,,True
49047,0,0.0,0.0,,,,18.0,63.2,,,,0.0,0.0,,,0.0,0.0,,,,18.0,63.2,,,,0.0,0.0,,,True,,,,False,False,,,,True,True,,
49049,8000,3665.0,4858.0,,,,2407.0,2663.3,,3295.2,,2266.0,3305.4,,2278.0,-4335.0,-3142.0,,,,-5593.0,-5336.7,,-4704.8,,-5734.0,-4694.6,,-5722.0,True,,,,False,False,,False,,False,False,,False
49051,139,95.0,111.0,,,,115.0,65.1,,16.8,,180.8,74.7,,61.0,-44.0,-28.0,,,,-24.0,-73.9,,-122.2,,41.8,-64.3,,-78.0,True,,,,True,False,,False,,True,False,,False
49053,0,0.0,0.0,,,,804.0,391.5,,,,0.0,0.0,,,0.0,0.0,,,,804.0,391.5,,,,0.0,0.0,,,True,,,,False,False,,,,True,True,,
49055,0,0.0,0.0,,,,0.0,4.8,,,,0.0,,,,0.0,0.0,,,,0.0,4.8,,,,0.0,,,,True,,,,True,False,,,,True,,,
49057,0,0.0,0.0,,,,637.0,706.9,,,,0.0,,,,0.0,0.0,,,,637.0,706.9,,,,0.0,,,,True,,,,False,False,,,,True,,,
50001,7,10.0,0.0,,,,5.0,41.3,,0.6,,7.2,5.6,,9.0,3.0,-7.0,,,,-2.0,34.3,,-6.4,,0.2,-1.4,,2.0,False,,,,True,False,,False,,True,True,,True
50003,21,15.0,4.0,,,,1.0,97.3,,1.7,,4.1,13.1,,13.0,-6.0,-17.0,,,,-20.0,76.3,,-19.3,,-16.9,-7.9,,-8.0,False,,,,False,False,,False,,False,False,,False
50005,5,5.0,0.0,,,,5.0,35.3,,0.2,,0.0,3.8,,6.0,0.0,-5.0,,,,0.0,30.3,,-4.8,,-5.0,-1.2,,1.0,False,,,,True,False,,False,,False,False,,False
50007,69,90.0,209.0,,,,44.0,243.7,,10.6,,0.7,103.8,,72.0,21.0,140.0,,,,-25.0,174.7,,-58.4,,-68.3,34.8,,3.0,False,,,,False,False,,False,,False,False,,True
50009,0,0.0,0.0,,,,0.0,2.7,,0.0,,0.1,0.5,,0.0,0.0,0.0,,,,0.0,2.7,,0.0,,0.1,0.5,,0.0,True,,,,True,False,,False,,False,False,,True
50011,6,10.0,0.0,,,,5.0,78.8,,0.1,,18.4,11.4,,8.0,4.0,-6.0,,,,-1.0,72.8,,-5.9,,12.4,5.4,,2.0,False,,,,True,False,,False,,False,False,,True
50013,1,0.0,0.0,,,,0.0,3.7,,0.1,,0.0,,,0.0,-1.0,-1.0,,,,-1.0,2.7,,-0.9,,-1.0,,,-1.0,False,,,,False,False,,True,,False,,,False
