,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,LANL-GrowthRate,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48165,182,203.0,,,,,162.1,139.4,,314.0,21.0,,,,,-19.9,-42.6,,132.0,,,,,True,False,,False
48167,2199,4585.0,4637.8,,,,3092.7,2331.4,,1273.0,2386.0,2438.8,,,,893.7,132.4,,-926.0,False,,,,True,True,,True
48169,7,14.0,,,,,18.8,78.9,,14.0,7.0,,,,,11.8,71.9,,7.0,,,,,False,False,,False
48171,137,28.0,,,,,1.2,507.2,,44.0,-109.0,,,,,-135.8,370.2,,-93.0,,,,,False,False,,True
48173,3,0.0,,,,,0.2,1.6,,0.0,-3.0,,,,,-2.8,-1.4,,-3.0,,,,,True,True,,False
48175,65,84.0,,,,,15.3,137.9,,50.0,19.0,,,,,-49.7,72.9,,-15.0,,,,,False,False,,True
48177,378,462.0,,,,,116.6,943.7,,78.0,84.0,,,,,-261.4,565.7,,-300.0,,,,,False,False,,False
48179,96,224.0,,,,,19.9,168.0,,196.0,128.0,,,,,-76.1,72.0,,100.0,,,,,True,True,,True
48181,748,791.0,1806.1,,,,476.7,722.2,,562.0,43.0,1058.1,,,,-271.3,-25.8,,-186.0,False,,,,False,True,,False
48183,809,721.0,2399.4,,,,240.5,665.8,,480.0,-88.0,1590.4,,,,-568.5,-143.2,,-329.0,False,,,,False,False,,False
48185,243,245.0,,,,,25.7,166.5,,54.0,2.0,,,,,-217.3,-76.5,,-189.0,,,,,False,False,,False
48187,1892,574.0,2040.2,,,,281.5,269.9,,399.0,-1318.0,148.2,,,,-1610.5,-1622.1,,-1493.0,True,,,,False,False,,False
48189,580,700.0,,,,,300.8,799.9,,78.0,120.0,,,,,-279.2,219.9,,-502.0,,,,,False,False,,False
48191,18,21.0,,,,,0.3,24.0,,24.0,3.0,,,,,-17.7,6.0,,6.0,,,,,False,False,,False
48193,59,189.0,,,,,13.6,195.5,,102.0,130.0,,,,,-45.4,136.5,,43.0,,,,,True,False,,True
48195,41,98.0,,,,,4.2,70.1,,58.0,57.0,,,,,-36.8,29.1,,17.0,,,,,True,True,,True
48197,7,21.0,,,,,0.5,,,25.0,14.0,,,,,-6.5,,,18.0,,,,,True,,,False
48199,533,1134.0,1974.3,,,,1036.4,742.6,,549.0,601.0,1441.3,,,,503.4,209.6,,16.0,False,,,,True,True,,True
48201,56268,68033.0,161350.6,,,,42787.5,26082.0,,36872.0,11765.0,105082.6,,,,-13480.5,-30186.0,,-19396.0,False,,,,False,False,,False
48203,201,504.0,478.9,,,,130.9,449.9,,310.0,303.0,277.9,,,,-70.1,248.9,,109.0,True,,,,True,True,,True
48205,45,21.0,,,,,11.1,131.7,,11.0,-24.0,,,,,-33.9,86.7,,-34.0,,,,,False,False,,False
48207,26,49.0,,,,,1.5,,,35.0,23.0,,,,,-24.5,,,9.0,,,,,False,,,True
48209,859,5005.0,8680.3,,,,379.5,1922.3,,1102.0,4146.0,7821.3,,,,-479.5,1063.3,,243.0,False,,,,True,True,,True
48211,31,7.0,,,,,7.0,215.8,,17.0,-24.0,,,,,-24.0,184.8,,-14.0,,,,,True,False,,True
48213,322,448.0,2247.9,,,,111.5,310.7,,434.0,126.0,1925.9,,,,-210.5,-11.3,,112.0,False,,,,False,True,,True
48215,12028,17696.0,44870.1,,,,6897.4,10697.3,,5967.0,5668.0,32842.1,,,,-5130.6,-1330.7,,-6061.0,False,,,,True,True,,False
48217,331,77.0,,,,,21.6,258.8,,129.0,-254.0,,,,,-309.4,-72.2,,-202.0,,,,,False,True,,True
48219,145,175.0,,,,,42.3,131.1,,123.0,30.0,,,,,-102.7,-13.9,,-22.0,,,,,False,True,,True
48221,419,637.0,798.4,,,,122.6,266.5,,702.0,218.0,379.4,,,,-296.4,-152.5,,283.0,False,,,,False,True,,False
48223,157,203.0,,,,,71.0,505.9,,192.0,46.0,,,,,-86.0,348.9,,35.0,,,,,False,False,,True
48225,263,462.0,,,,,6.3,334.1,,166.0,199.0,,,,,-256.7,71.1,,-97.0,,,,,False,True,,True
48227,606,98.0,,,,,39.6,109.6,,182.0,-508.0,,,,,-566.4,-496.4,,-424.0,,,,,False,True,,True
48229,24,7.0,,,,,2.4,12.1,,11.0,-17.0,,,,,-21.6,-11.9,,-13.0,,,,,False,True,,True
48231,445,931.0,3233.3,,,,157.7,592.9,,559.0,486.0,2788.3,,,,-287.3,147.9,,114.0,False,,,,True,True,,True
48233,85,84.0,,,,,10.4,49.7,,74.0,-1.0,,,,,-74.6,-35.3,,-11.0,,,,,False,False,,False
48235,1,0.0,,,,,0.2,14.2,,9.0,-1.0,,,,,-0.8,13.2,,8.0,,,,,True,False,,False
48237,85,133.0,,,,,4.7,55.6,,220.0,48.0,,,,,-80.3,-29.4,,135.0,,,,,False,True,,False
48239,202,602.0,,,,,359.7,759.6,,173.0,400.0,,,,,157.7,557.6,,-29.0,,,,,True,False,,True
48241,169,91.0,,,,,1.5,284.0,,161.0,-78.0,,,,,-167.5,115.0,,-8.0,,,,,False,False,,True
48243,6,0.0,,,,,,2.7,,1.0,-6.0,,,,,,-3.3,,-5.0,,,,,,True,,True
48245,1532,2653.0,14175.1,,,,1751.5,2823.9,,1097.0,1121.0,12643.1,,,,219.5,1291.9,,-435.0,False,,,,True,False,,True
48247,46,63.0,,,,,10.7,53.4,,33.0,17.0,,,,,-35.3,7.4,,-13.0,,,,,False,True,,True
48249,752,882.0,,,,,755.7,912.1,,348.0,130.0,,,,,3.7,160.1,,-404.0,,,,,True,False,,False
48251,1150,2240.0,3940.3,,,,741.2,1864.1,,1890.0,1090.0,2790.3,,,,-408.8,714.1,,740.0,False,,,,True,True,,True
48253,48,0.0,,,,,0.3,86.7,,0.0,-48.0,,,,,-47.7,38.7,,-48.0,,,,,True,True,,False
48255,313,2338.0,,,,,2406.8,1394.6,,113.0,2025.0,,,,,2093.8,1081.6,,-200.0,,,,,False,True,,True
48257,978,2394.0,2379.4,,,,872.3,1460.7,,1525.0,1416.0,1401.4,,,,-105.7,482.7,,547.0,True,,,,True,True,,True
48259,184,91.0,,,,,18.6,48.2,,76.0,-93.0,,,,,-165.4,-135.8,,-108.0,,,,,False,False,,False
48261,2,0.0,,,,,,1.8,,4.0,-2.0,,,,,,-0.2,,2.0,,,,,,True,,False
48263,6,7.0,,,,,,,,3.0,1.0,,,,,,,,-3.0,,,,,,,,False
48265,195,350.0,480.0,,,,53.8,408.3,,225.0,155.0,285.0,,,,-141.2,213.3,,30.0,False,,,,True,False,,True
48267,3,0.0,,,,,0.6,,,0.0,-3.0,,,,,-2.4,,,-3.0,,,,,True,,,False
48269,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
48271,25,14.0,,,,,0.8,,,13.0,-11.0,,,,,-24.2,,,-12.0,,,,,False,,,False
48273,569,595.0,,,,,520.7,719.0,,276.0,26.0,,,,,-48.3,150.0,,-293.0,,,,,False,False,,False
48275,14,98.0,,,,,4.0,,,39.0,84.0,,,,,-10.0,,,25.0,,,,,True,,,True
48277,541,63.0,,,,,64.5,110.8,,190.0,-478.0,,,,,-476.5,-430.2,,-351.0,,,,,True,True,,True
48279,110,161.0,,,,,85.6,239.5,,92.0,51.0,,,,,-24.4,129.5,,-18.0,,,,,True,False,,True
48281,148,126.0,,,,,71.8,502.8,,112.0,-22.0,,,,,-76.2,354.8,,-36.0,,,,,False,False,,False
48283,17,35.0,,,,,3.5,256.8,,1.0,18.0,,,,,-13.5,239.8,,-16.0,,,,,True,False,,True
48285,360,238.0,,,,,21.1,354.5,,63.0,-122.0,,,,,-338.9,-5.5,,-297.0,,,,,False,True,,False
48287,50,140.0,,,,,67.4,247.5,,89.0,90.0,,,,,17.4,197.5,,39.0,,,,,True,False,,True
48289,97,35.0,,,,,6.0,43.6,,28.0,-62.0,,,,,-91.0,-53.4,,-69.0,,,,,False,True,,False
48291,1305,917.0,1675.0,,,,1009.2,364.1,,560.0,-388.0,370.0,,,,-295.8,-940.9,,-745.0,True,,,,True,False,,False
48293,337,238.0,,,,,133.2,253.7,,275.0,-99.0,,,,,-203.8,-83.3,,-62.0,,,,,False,True,,True
48295,14,21.0,,,,,1.1,12.6,,10.0,7.0,,,,,-12.9,-1.4,,-4.0,,,,,False,True,,True
48297,144,161.0,,,,,6.1,169.1,,167.0,17.0,,,,,-137.9,25.1,,23.0,,,,,False,False,,False
48299,35,21.0,,,,,15.7,74.5,,24.0,-14.0,,,,,-19.3,39.5,,-11.0,,,,,False,False,,True
48301,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
48303,5223,3542.0,3544.6,,,,3293.1,2148.2,,1597.0,-1681.0,-1678.4,,,,-1929.9,-3074.8,,-3626.0,True,,,,False,False,,False
48305,32,14.0,,,,,11.3,28.1,,16.0,-18.0,,,,,-20.7,-3.9,,-16.0,,,,,False,True,,True
48307,107,49.0,,,,,7.7,77.4,,54.0,-58.0,,,,,-99.3,-29.6,,-53.0,,,,,False,True,,True
48309,3053,3941.0,9445.2,,,,3084.4,2673.2,,1500.0,888.0,6392.2,,,,31.4,-379.8,,-1553.0,False,,,,True,True,,False
48311,15,7.0,,,,,,8.0,,5.0,-8.0,,,,,,-7.0,,-10.0,,,,,,True,,False
48313,213,147.0,,,,,17.7,581.5,,24.0,-66.0,,,,,-195.3,368.5,,-189.0,,,,,False,False,,False
48315,17,70.0,,,,,9.8,129.3,,31.0,53.0,,,,,-7.2,112.3,,14.0,,,,,True,False,,True
48317,23,70.0,,,,,10.9,120.0,,39.0,47.0,,,,,-12.1,97.0,,16.0,,,,,True,False,,True
48319,24,91.0,,,,,2.0,34.0,,21.0,67.0,,,,,-22.0,10.0,,-3.0,,,,,True,True,,True
48321,308,462.0,,,,,240.3,174.9,,246.0,154.0,,,,,-67.7,-133.1,,-62.0,,,,,True,True,,True
48323,1391,2324.0,3227.4,,,,252.6,557.1,,241.0,933.0,1836.4,,,,-1138.4,-833.9,,-1150.0,False,,,,False,True,,False
48325,392,1519.0,1357.9,,,,779.1,1471.7,,504.0,1127.0,965.9,,,,387.1,1079.7,,112.0,True,,,,True,True,,True
48327,10,7.0,,,,,,,,3.0,-3.0,,,,,,,,-7.0,,,,,,,,False
48329,1115,2891.0,8363.1,,,,1544.9,2048.1,,1615.0,1776.0,7248.1,,,,429.9,933.1,,500.0,False,,,,True,True,,True
48331,162,189.0,,,,,9.5,191.2,,133.0,27.0,,,,,-152.5,29.2,,-29.0,,,,,False,False,,False
48333,37,49.0,,,,,0.7,,,48.0,12.0,,,,,-36.3,,,11.0,,,,,False,,,True
48335,29,63.0,,,,,14.5,,,76.0,34.0,,,,,-14.5,,,47.0,,,,,True,,,False
48337,110,91.0,,,,,8.8,151.9,,176.0,-19.0,,,,,-101.2,41.9,,66.0,,,,,False,False,,False
48339,4237,2667.0,8552.6,,,,1372.2,6335.9,,2087.0,-1570.0,4315.6,,,,-2864.8,2098.9,,-2150.0,False,,,,False,False,,False
48341,125,259.0,,,,,26.6,88.9,,0.0,134.0,,,,,-98.4,-36.1,,-125.0,,,,,True,True,,True
48343,71,133.0,,,,,56.0,207.8,,143.0,62.0,,,,,-15.0,136.8,,72.0,,,,,True,False,,False
48345,3,14.0,,,,,0.1,,,12.0,11.0,,,,,-2.9,,,9.0,,,,,True,,,True
48347,429,868.0,1062.7,,,,699.3,367.8,,531.0,439.0,633.7,,,,270.3,-61.2,,102.0,False,,,,True,True,,True
48349,427,623.0,,,,,215.5,289.0,,318.0,196.0,,,,,-211.5,-138.0,,-109.0,,,,,False,True,,True
48351,87,49.0,,,,,20.1,20.7,,64.0,-38.0,,,,,-66.9,-66.3,,-23.0,,,,,False,False,,True
48353,122,21.0,,,,,2.5,212.2,,34.0,-101.0,,,,,-119.5,90.2,,-88.0,,,,,False,True,,True
48355,6378,12404.0,16678.6,,,,22955.2,11427.3,,1194.0,6026.0,10300.6,,,,16577.2,5049.3,,-5184.0,False,,,,False,True,,True
48357,42,77.0,,,,,6.3,87.2,,52.0,35.0,,,,,-35.7,45.2,,10.0,,,,,False,False,,True
48359,5,7.0,,,,,0.3,,,3.0,2.0,,,,,-4.7,,,-2.0,,,,,False,,,False
48361,664,2737.0,1935.1,,,,2116.0,1442.2,,1178.0,2073.0,1271.1,,,,1452.0,778.2,,514.0,True,,,,True,True,,True
48363,298,497.0,,,,,140.3,428.3,,496.0,199.0,,,,,-157.7,130.3,,198.0,,,,,True,True,,True
48365,90,154.0,,,,,33.0,82.0,,58.0,64.0,,,,,-57.0,-8.0,,-32.0,,,,,True,True,,True
48367,746,1085.0,2238.4,,,,254.8,609.7,,1030.0,339.0,1492.4,,,,-491.2,-136.3,,284.0,False,,,,False,True,,True
48369,93,203.0,,,,,35.4,105.7,,23.0,110.0,,,,,-57.6,12.7,,-70.0,,,,,True,True,,True
48371,125,245.0,,,,,33.8,187.9,,72.0,120.0,,,,,-91.2,62.9,,-53.0,,,,,True,True,,True
48373,107,623.0,1101.8,,,,544.9,584.5,,316.0,516.0,994.8,,,,437.9,477.5,,209.0,False,,,,True,True,,True
48375,1119,1092.0,118.2,,,,225.2,876.3,,189.0,-27.0,-1000.8,,,,-893.8,-242.7,,-930.0,False,,,,False,False,,False
48377,53,14.0,,,,,7.6,69.5,,36.0,-39.0,,,,,-45.4,16.5,,-17.0,,,,,False,True,,True
48379,17,42.0,,,,,5.8,38.3,,56.0,25.0,,,,,-11.2,21.3,,39.0,,,,,True,True,,False
48381,1108,973.0,1207.4,,,,722.1,1032.7,,634.0,-135.0,99.4,,,,-385.9,-75.3,,-474.0,True,,,,False,True,,False
48383,24,35.0,,,,,2.8,,,17.0,11.0,,,,,-21.2,,,-7.0,,,,,False,,,True
48385,31,77.0,,,,,,,,26.0,46.0,,,,,,,,-5.0,,,,,,,,True
48387,27,14.0,,,,,0.5,39.3,,9.0,-13.0,,,,,-26.5,12.3,,-18.0,,,,,False,True,,False
48389,52,77.0,,,,,9.4,90.4,,98.0,25.0,,,,,-42.6,38.4,,46.0,,,,,False,False,,False
48391,86,175.0,,,,,17.4,420.1,,53.0,89.0,,,,,-68.6,334.1,,-33.0,,,,,True,False,,True
48393,4,0.0,,,,,0.1,1.0,,0.0,-4.0,,,,,-3.9,-3.0,,-4.0,,,,,True,True,,False
48395,75,140.0,,,,,90.9,231.6,,87.0,65.0,,,,,15.9,156.6,,12.0,,,,,True,False,,True
48397,735,1232.0,928.0,,,,1471.5,1581.9,,935.0,497.0,193.0,,,,736.5,846.9,,200.0,True,,,,False,False,,True
48399,149,119.0,,,,,34.7,1034.1,,107.0,-30.0,,,,,-114.3,885.1,,-42.0,,,,,False,False,,False
48401,606,259.0,469.0,,,,114.6,130.6,,110.0,-347.0,-137.0,,,,-491.4,-475.4,,-496.0,True,,,,False,False,,False
48403,27,49.0,,,,,3.0,17.0,,57.0,22.0,,,,,-24.0,-10.0,,30.0,,,,,False,True,,False
48405,39,49.0,,,,,11.2,23.6,,21.0,10.0,,,,,-27.8,-15.4,,-18.0,,,,,False,False,,False
48407,53,224.0,,,,,137.3,292.9,,131.0,171.0,,,,,84.3,239.9,,78.0,,,,,True,False,,True
48409,531,966.0,1962.5,,,,902.7,586.0,,705.0,435.0,1431.5,,,,371.7,55.0,,174.0,False,,,,True,True,,True
48411,42,14.0,,,,,2.5,,,19.0,-28.0,,,,,-39.5,,,-23.0,,,,,False,,,True
48413,17,7.0,,,,,,15.8,,6.0,-10.0,,,,,,-1.2,,-11.0,,,,,,True,,False
48415,169,336.0,,,,,51.9,481.1,,69.0,167.0,,,,,-117.1,312.1,,-100.0,,,,,True,False,,True
48417,13,7.0,,,,,0.6,,,4.0,-6.0,,,,,-12.4,,,-9.0,,,,,False,,,False
48419,80,147.0,,,,,40.2,164.5,,82.0,67.0,,,,,-39.8,84.5,,2.0,,,,,True,False,,True
48421,24,21.0,,,,,1.4,13.4,,7.0,-3.0,,,,,-22.6,-10.6,,-17.0,,,,,False,False,,False
48423,1242,1505.0,4889.7,,,,1491.0,739.6,,976.0,263.0,3647.7,,,,249.0,-502.4,,-266.0,False,,,,True,False,,False
48425,69,112.0,,,,,,,,105.0,43.0,,,,,,,,36.0,,,,,,,,True
48427,1261,2394.0,4098.6,,,,842.5,1284.9,,295.0,1133.0,2837.6,,,,-418.5,23.9,,-966.0,False,,,,True,True,,True
48429,127,91.0,,,,,2.4,,,128.0,-36.0,,,,,-124.6,,,1.0,,,,,False,,,True
48431,5,0.0,,,,,,,,,-5.0,,,,,,,,,,,,,,,,
48433,10,7.0,,,,,,,,2.0,-3.0,,,,,,,,-8.0,,,,,,,,False
48435,19,28.0,,,,,,42.4,,15.0,9.0,,,,,,23.4,,-4.0,,,,,,False,,True
48437,34,35.0,,,,,13.3,16.9,,21.0,1.0,,,,,-20.7,-17.1,,-13.0,,,,,False,False,,False
48439,16995,17584.0,45823.5,,,,19365.5,13196.0,,12992.0,589.0,28828.5,,,,2370.5,-3799.0,,-4003.0,False,,,,False,False,,False
48441,359,308.0,2483.0,,,,88.3,168.0,,227.0,-51.0,2124.0,,,,-270.7,-191.0,,-132.0,False,,,,False,False,,False
48443,1,0.0,,,,,,,,0.0,-1.0,,,,,,,,-1.0,,,,,,,,False
48445,99,189.0,,,,,64.8,40.3,,156.0,90.0,,,,,-34.2,-58.7,,57.0,,,,,True,True,,True
48447,4,0.0,,,,,,,,15.0,-4.0,,,,,,,,11.0,,,,,,,,False
48449,256,0.0,,,,,461.0,88.0,,25.0,-256.0,,,,,205.0,-168.0,,-231.0,,,,,True,True,,True
48451,1039,1995.0,5198.1,,,,1237.1,865.4,,916.0,956.0,4159.1,,,,198.1,-173.6,,-123.0,False,,,,True,True,,True
48453,6528,12999.0,8798.2,,,,10735.6,7697.2,,6021.0,6471.0,2270.2,,,,4207.6,1169.2,,-507.0,True,,,,True,True,,True
48455,40,147.0,,,,,3.6,156.0,,110.0,107.0,,,,,-36.4,116.0,,70.0,,,,,True,False,,True
48457,100,7.0,,,,,0.1,35.4,,64.0,-93.0,,,,,-99.9,-64.6,,-36.0,,,,,False,True,,True
48459,169,203.0,,,,,86.5,477.3,,229.0,34.0,,,,,-82.5,308.3,,60.0,,,,,False,False,,False
48461,10,0.0,,,,,,,,8.0,-10.0,,,,,,,,-2.0,,,,,,,,True
48463,245,378.0,,,,,111.0,380.5,,187.0,133.0,,,,,-134.0,135.5,,-58.0,,,,,False,False,,True
48465,475,1302.0,,,,,303.8,340.6,,259.0,827.0,,,,,-171.2,-134.4,,-216.0,,,,,True,True,,True
48467,211,301.0,482.2,,,,88.7,189.7,,247.0,90.0,271.2,,,,-122.3,-21.3,,36.0,False,,,,False,True,,True
48469,604,1715.0,6435.8,,,,498.2,2109.6,,262.0,1111.0,5831.8,,,,-105.8,1505.6,,-342.0,False,,,,True,False,,True
48471,1668,616.0,557.8,,,,497.6,801.4,,52.0,-1052.0,-1110.2,,,,-1170.4,-866.6,,-1616.0,False,,,,False,True,,False
48473,416,308.0,1015.9,,,,100.3,251.0,,264.0,-108.0,599.9,,,,-315.7,-165.0,,-152.0,False,,,,False,False,,False
48475,39,42.0,,,,,14.9,51.8,,32.0,3.0,,,,,-24.1,12.8,,-7.0,,,,,False,False,,False
48477,124,266.0,,,,,59.7,152.4,,155.0,142.0,,,,,-64.3,28.4,,31.0,,,,,True,True,,True
48479,5649,11858.0,15323.4,,,,13315.3,6942.8,,2662.0,6209.0,9674.4,,,,7666.3,1293.8,,-2987.0,False,,,,False,True,,True
48481,667,560.0,,,,,146.8,708.6,,363.0,-107.0,,,,,-520.2,41.6,,-304.0,,,,,False,True,,False
48483,15,14.0,,,,,1.3,7.7,,6.0,-1.0,,,,,-13.7,-7.3,,-9.0,,,,,False,False,,False
48485,740,693.0,931.9,,,,614.8,312.1,,477.0,-47.0,191.9,,,,-125.2,-427.9,,-263.0,False,,,,False,False,,False
48487,119,133.0,,,,,4.3,432.4,,225.0,14.0,,,,,-114.7,313.4,,106.0,,,,,False,False,,False
48489,522,735.0,,,,,136.6,534.9,,94.0,213.0,,,,,-385.4,12.9,,-428.0,,,,,False,True,,False
48491,2320,3710.0,6062.1,,,,3743.6,1971.5,,2251.0,1390.0,3742.1,,,,1423.6,-348.5,,-69.0,False,,,,False,True,,True
48493,453,175.0,1150.0,,,,49.3,247.1,,90.0,-278.0,697.0,,,,-403.7,-205.9,,-363.0,False,,,,False,True,,False
48495,34,112.0,,,,,24.5,59.0,,49.0,78.0,,,,,-9.5,25.0,,15.0,,,,,True,True,,True
48497,360,686.0,483.0,,,,418.9,314.9,,642.0,326.0,123.0,,,,58.9,-45.1,,282.0,True,,,,True,True,,True
48499,209,175.0,,,,,36.9,410.2,,255.0,-34.0,,,,,-172.1,201.2,,46.0,,,,,False,False,,False
48501,124,119.0,,,,,70.6,192.6,,112.0,-5.0,,,,,-53.4,68.6,,-12.0,,,,,False,False,,False
48503,165,210.0,,,,,199.9,140.7,,249.0,45.0,,,,,34.9,-24.3,,84.0,,,,,True,True,,False
48505,161,112.0,,,,,44.7,113.3,,109.0,-49.0,,,,,-116.3,-47.7,,-52.0,,,,,False,True,,False
48507,150,245.0,,,,,78.0,284.9,,116.0,95.0,,,,,-72.0,134.9,,-34.0,,,,,True,False,,True
49001,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49003,0,0.0,271.3,,,,,,,,0.0,271.3,,,,,,,,False,,,,,,,
49005,0,0.0,319.9,,,,,0.0,,,0.0,319.9,,,,,0.0,,,False,,,,,True,,
49007,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49009,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49011,1830,1687.0,7439.9,,,,1204.0,1284.6,,831.0,-143.0,5609.9,,,,-626.0,-545.4,,-999.0,False,,,,False,False,,False
49013,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49015,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49017,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49019,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49021,0,0.0,946.6,,,,,0.0,,,0.0,946.6,,,,,0.0,,,False,,,,,True,,
49023,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49025,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49027,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49029,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49031,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49033,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49035,9911,8463.0,21227.7,,,,9018.9,5658.8,,4333.0,-1448.0,11316.7,,,,-892.1,-4252.2,,-5578.0,False,,,,True,False,,False
49037,59,182.0,,,,,25.3,140.4,,39.0,123.0,,,,,-33.7,81.4,,-20.0,,,,,True,True,,True
49039,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49041,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49043,285,119.0,,,,,23.0,35.9,,42.0,-166.0,,,,,-262.0,-249.1,,-243.0,,,,,False,False,,False
49045,284,329.0,540.2,,,,97.4,138.7,,153.0,45.0,256.2,,,,-186.6,-145.3,,-131.0,False,,,,False,False,,False
49047,0,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,True,,
49049,9407,5754.0,14461.2,,,,4783.8,5246.8,,3472.0,-3653.0,5054.2,,,,-4623.2,-4160.2,,-5935.0,False,,,,False,False,,False
49051,192,231.0,,,,,41.9,304.3,,149.0,39.0,,,,,-150.1,112.3,,-43.0,,,,,False,False,,False
49053,0,0.0,3827.1,,,,,0.0,,,0.0,3827.1,,,,,0.0,,,False,,,,,True,,
49055,0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,
49057,0,0.0,2103.6,,,,,,,,0.0,2103.6,,,,,,,,False,,,,,,,
50001,11,7.0,,,,,1.3,2.1,,5.0,-4.0,,,,,-9.7,-8.9,,-6.0,,,,,False,False,,False
50003,31,7.0,,,,,3.6,13.6,,10.0,-24.0,,,,,-27.4,-17.4,,-21.0,,,,,False,True,,True
50005,9,0.0,,,,,2.4,5.6,,2.0,-9.0,,,,,-6.6,-3.4,,-7.0,,,,,True,True,,True
50007,111,77.0,44.1,,,,4.8,274.9,,41.0,-34.0,-66.9,,,,-106.2,163.9,,-70.0,False,,,,False,False,,False
50009,0,14.0,,,,,0.0,,,2.0,14.0,,,,,0.0,,,2.0,,,,,True,,,True
50011,10,7.0,,,,,0.0,23.9,,8.0,-3.0,,,,,-10.0,13.9,,-2.0,,,,,False,False,,True
50013,1,0.0,,,,,0.4,,,0.0,-1.0,,,,,-0.6,,,-1.0,,,,,True,,,False
50015,15,7.0,,,,,0.5,26.0,,2.0,-8.0,,,,,-14.5,11.0,,-13.0,,,,,False,False,,False
50017,10,0.0,,,,,0.1,,,1.0,-10.0,,,,,-9.9,,,-9.0,,,,,True,,,True
50019,8,0.0,,,,,0.2,1.1,,0.0,-8.0,,,,,-7.8,-6.9,,-8.0,,,,,True,True,,False
50021,33,70.0,1.9,,,,5.0,30.9,,49.0,37.0,-31.1,,,,-28.0,-2.1,,16.0,True,,,,True,True,,True
50023,24,42.0,0.8,,,,1.0,50.2,,20.0,18.0,-23.2,,,,-23.0,26.2,,-4.0,False,,,,False,False,,True
50025,21,7.0,,,,,0.0,2.9,,3.0,-14.0,,,,,-21.0,-18.1,,-18.0,,,,,False,False,,False
50027,15,7.0,8.5,,,,1.8,18.7,,9.0,-8.0,-6.5,,,,-13.2,3.7,,-6.0,True,,,,False,True,,True
51001,81,126.0,,,,,25.0,58.4,,110.0,45.0,,,,,-56.0,-22.6,,29.0,,,,,False,True,,True
51003,420,644.0,869.3,,,,67.7,437.2,,1006.0,224.0,449.3,,,,-352.3,17.2,,586.0,False,,,,False,True,,False
51005,23,42.0,,,,,16.1,74.4,,410.0,19.0,,,,,-6.9,51.4,,387.0,,,,,True,False,,False
51007,46,42.0,,,,,55.3,18.8,,17.0,-4.0,,,,,9.3,-27.2,,-29.0,,,,,False,False,,False
51009,233,399.0,,,,,247.8,340.5,,386.0,166.0,,,,,14.8,107.5,,153.0,,,,,True,True,,True
51011,132,112.0,,,,,17.7,181.0,,83.0,-20.0,,,,,-114.3,49.0,,-49.0,,,,,False,False,,False
51013,873,1092.0,420.7,,,,226.8,1095.2,,1099.0,219.0,-452.3,,,,-646.2,222.2,,226.0,False,,,,False,False,,False
51015,220,168.0,86.7,,,,16.8,148.5,,476.0,-52.0,-133.3,,,,-203.2,-71.5,,256.0,False,,,,False,False,,False
51017,4,0.0,,,,,,,,0.0,-4.0,,,,,,,,-4.0,,,,,,,,False
51019,406,378.0,510.8,,,,146.4,649.5,,216.0,-28.0,104.8,,,,-259.6,243.5,,-190.0,False,,,,False,False,,False
51021,55,28.0,,,,,,19.8,,145.0,-27.0,,,,,,-35.2,,90.0,,,,,,False,,False
