,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
47145,2313,1112.0,,,,,1132.0,,1772.3,317.1,817.3,,0.0,-1201.0,,,,,-1181.0,,-540.7,-1995.9,-1495.7,,-2313.0,,,,,True,,True,False,False,,False
47147,2931,1112.0,,,,,1071.0,,1071.8,631.6,793.0,,964.0,-1819.0,,,,,-1860.0,,-1859.2,-2299.4,-2138.0,,-1967.0,,,,,False,,False,False,False,,False
47149,13210,6728.0,,,,,5119.0,,4824.6,5837.0,2632.3,,7406.0,-6482.0,,,,,-8091.0,,-8385.4,-7373.0,-10577.7,,-5804.0,,,,,False,,False,False,False,,True
47151,1311,504.0,,,,,301.0,,1581.5,133.4,,,419.0,-807.0,,,,,-1010.0,,270.5,-1177.6,,,-892.0,,,,,False,,True,False,,,False
47153,614,224.0,,,,,235.0,,1170.4,133.8,,,126.0,-390.0,,,,,-379.0,,556.4,-480.2,,,-488.0,,,,,True,,False,False,,,False
47155,4031,1752.0,,,,,1495.0,,2084.1,18.2,520.4,,1095.0,-2279.0,,,,,-2536.0,,-1946.9,-4012.8,-3510.6,,-2936.0,,,,,False,,True,False,False,,False
47157,23617,15992.0,,,,,18344.0,,9903.2,10267.4,6145.3,,11511.0,-7625.0,,,,,-5273.0,,-13713.8,-13349.6,-17471.7,,-12106.0,,,,,True,,False,False,False,,False
47159,853,512.0,,,,,381.0,,748.7,2.9,,,111.0,-341.0,,,,,-472.0,,-104.3,-850.1,,,-742.0,,,,,False,,True,False,,,False
47161,442,152.0,,,,,170.0,,277.3,0.0,,,7.0,-290.0,,,,,-272.0,,-164.7,-442.0,,,-435.0,,,,,True,,True,False,,,False
47163,5662,4648.0,,,,,2641.0,,9039.4,1208.2,1592.0,,3160.0,-1014.0,,,,,-3021.0,,3377.4,-4453.8,-4070.0,,-2502.0,,,,,False,,False,False,False,,False
47165,7728,3696.0,,,,,2776.0,,2947.7,2697.9,1350.1,,3070.0,-4032.0,,,,,-4952.0,,-4780.3,-5030.1,-6377.9,,-4658.0,,,,,False,,False,False,False,,False
47167,2439,1368.0,,,,,1307.0,,1400.0,442.4,820.6,,646.0,-1071.0,,,,,-1132.0,,-1039.0,-1996.6,-1618.4,,-1793.0,,,,,False,,True,False,False,,False
47169,297,384.0,,,,,231.0,,201.2,1.8,112.2,,1175.0,87.0,,,,,-66.0,,-95.8,-295.2,-184.8,,878.0,,,,,True,,False,False,False,,False
47171,834,512.0,,,,,469.0,,1898.6,108.6,,,478.0,-322.0,,,,,-365.0,,1064.6,-725.4,,,-356.0,,,,,False,,False,False,,,False
47173,531,408.0,,,,,478.0,,886.9,95.2,,,0.0,-123.0,,,,,-53.0,,355.9,-435.8,,,-531.0,,,,,True,,False,False,,,False
47175,300,120.0,,,,,154.0,,169.1,0.0,,,66.0,-180.0,,,,,-146.0,,-130.9,-300.0,,,-234.0,,,,,True,,True,False,,,False
47177,2307,1056.0,,,,,1199.0,,1447.6,314.6,593.1,,1493.0,-1251.0,,,,,-1108.0,,-859.4,-1992.4,-1713.9,,-814.0,,,,,True,,True,False,False,,True
47179,5408,3640.0,,,,,2114.0,,5335.6,1320.0,1342.9,,0.0,-1768.0,,,,,-3294.0,,-72.4,-4088.0,-4065.1,,-5408.0,,,,,False,,True,False,False,,False
47181,647,312.0,,,,,303.0,,218.0,0.2,202.1,,0.0,-335.0,,,,,-344.0,,-429.0,-646.8,-444.9,,-647.0,,,,,False,,False,False,False,,False
47183,1203,856.0,,,,,494.0,,660.1,0.1,515.5,,273.0,-347.0,,,,,-709.0,,-542.9,-1202.9,-687.5,,-930.0,,,,,False,,False,False,False,,False
47185,1258,1024.0,,,,,584.0,,1342.5,390.8,614.7,,265.0,-234.0,,,,,-674.0,,84.5,-867.2,-643.3,,-993.0,,,,,False,,True,False,False,,False
47187,8091,4776.0,,,,,2147.0,,5081.0,4653.1,1685.4,,1354.0,-3315.0,,,,,-5944.0,,-3010.0,-3437.9,-6405.6,,-6737.0,,,,,False,,True,False,False,,False
47189,5973,3000.0,,,,,2208.0,,3156.5,2201.3,1108.3,,1666.0,-2973.0,,,,,-3765.0,,-2816.5,-3771.7,-4864.7,,-4307.0,,,,,False,,True,False,False,,False
48001,1253,256.0,,,,,1662.0,,309.9,2.1,88.2,,72.0,-997.0,,,,,409.0,,-943.1,-1250.9,-1164.8,,-1181.0,,,,,True,,True,False,False,,False
48003,724,296.0,,,,,928.0,,614.4,0.6,,,121.0,-428.0,,,,,204.0,,-109.6,-723.4,,,-603.0,,,,,True,,True,False,,,False
48005,2529,208.0,,,,,1312.0,,438.6,0.6,147.2,,973.0,-2321.0,,,,,-1217.0,,-2090.4,-2528.4,-2381.8,,-1556.0,,,,,True,,True,False,False,,True
48007,290,40.0,,,,,24.0,,241.3,0.0,,,0.0,-250.0,,,,,-266.0,,-48.7,-290.0,,,-290.0,,,,,False,,True,False,,,False
48009,318,184.0,,,,,80.0,,941.1,75.2,,,189.0,-134.0,,,,,-238.0,,623.1,-242.8,,,-129.0,,,,,False,,False,False,,,True
48011,74,48.0,,,,,23.0,,203.9,,,,32.0,-26.0,,,,,-51.0,,129.9,,,,-42.0,,,,,False,,False,,,,False
48013,1921,128.0,,,,,334.0,,593.5,0.0,75.3,,34.0,-1793.0,,,,,-1587.0,,-1327.5,-1921.0,-1845.7,,-1887.0,,,,,True,,True,False,False,,False
48015,357,48.0,,,,,177.0,,347.1,0.0,,,18.0,-309.0,,,,,-180.0,,-9.9,-357.0,,,-339.0,,,,,True,,True,False,,,False
48017,423,160.0,,,,,83.0,,257.1,0.0,,,48.0,-263.0,,,,,-340.0,,-165.9,-423.0,,,-375.0,,,,,False,,True,False,,,False
48019,295,56.0,,,,,42.0,,509.4,147.7,,,293.0,-239.0,,,,,-253.0,,214.4,-147.3,,,-2.0,,,,,False,,True,True,,,True
48021,1415,368.0,,,,,569.0,,345.6,0.9,230.9,,368.0,-1047.0,,,,,-846.0,,-1069.4,-1414.1,-1184.1,,-1047.0,,,,,True,,False,False,False,,False
48023,115,8.0,,,,,49.0,,352.1,,,,6.0,-107.0,,,,,-66.0,,237.1,,,,-109.0,,,,,True,,False,,,,False
48025,612,112.0,,,,,198.0,,288.6,0.0,126.9,,43.0,-500.0,,,,,-414.0,,-323.4,-612.0,-485.1,,-569.0,,,,,True,,True,False,True,,False
48027,4792,2104.0,,,,,4901.0,,1570.3,3050.4,758.5,,724.0,-2688.0,,,,,109.0,,-3221.7,-1741.6,-4033.5,,-4068.0,,,,,True,,False,True,False,,False
48029,36346,30776.0,,,,,20598.0,,25881.3,1704.0,11073.8,,53248.0,-5570.0,,,,,-15748.0,,-10464.7,-34642.0,-25272.2,,16902.0,,,,,False,,False,False,False,,False
48031,108,48.0,,,,,34.0,,195.1,0.0,,,53.0,-60.0,,,,,-74.0,,87.1,-108.0,,,-55.0,,,,,False,,False,False,,,True
48033,16,8.0,,,,,0.0,,279.5,,,,27.0,-8.0,,,,,-16.0,,263.5,,,,11.0,,,,,False,,False,,,,False
48035,287,160.0,,,,,148.0,,288.2,3.0,,,5.0,-127.0,,,,,-139.0,,1.2,-284.0,,,-282.0,,,,,False,,True,False,,,False
48037,1874,776.0,,,,,1600.0,,1249.9,3.9,509.1,,436.0,-1098.0,,,,,-274.0,,-624.1,-1870.1,-1364.9,,-1438.0,,,,,True,,True,False,False,,False
48039,6548,1896.0,,,,,1443.0,,1452.6,22.2,1251.4,,887.0,-4652.0,,,,,-5105.0,,-5095.4,-6525.8,-5296.6,,-5661.0,,,,,False,,False,False,False,,False
48041,4661,1616.0,,,,,2373.0,,1527.4,22.5,1328.5,,1049.0,-3045.0,,,,,-2288.0,,-3133.6,-4638.5,-3332.5,,-3612.0,,,,,True,,False,False,False,,False
48043,604,0.0,,,,,119.0,,122.3,0.0,,,1.0,-604.0,,,,,-485.0,,-481.7,-604.0,,,-603.0,,,,,True,,True,False,,,True
48045,61,32.0,,,,,8.0,,251.3,,,,56.0,-29.0,,,,,-53.0,,190.3,,,,-5.0,,,,,False,,False,,,,True
48047,200,0.0,,,,,14.0,,137.6,0.0,,,0.0,-200.0,,,,,-186.0,,-62.4,-200.0,,,-200.0,,,,,True,,True,False,,,False
48049,1693,232.0,,,,,561.0,,365.7,79.1,,,127.0,-1461.0,,,,,-1132.0,,-1327.3,-1613.9,,,-1566.0,,,,,True,,True,False,,,False
48051,424,296.0,,,,,172.0,,435.8,0.2,,,56.0,-128.0,,,,,-252.0,,11.8,-423.8,,,-368.0,,,,,False,,True,False,,,False
48053,942,272.0,,,,,392.0,,374.3,108.3,,,2.0,-670.0,,,,,-550.0,,-567.7,-833.7,,,-940.0,,,,,True,,True,False,,,False
48055,540,112.0,,,,,381.0,,296.7,0.1,69.1,,11.0,-428.0,,,,,-159.0,,-243.3,-539.9,-470.9,,-529.0,,,,,True,,True,False,False,,False
48057,231,392.0,,,,,43.0,,240.4,0.0,,,2.0,161.0,,,,,-188.0,,9.4,-231.0,,,-229.0,,,,,False,,True,False,,,False
48059,511,104.0,,,,,75.0,,157.4,54.9,,,19.0,-407.0,,,,,-436.0,,-353.6,-456.1,,,-492.0,,,,,False,,True,False,,,False
48061,4276,2512.0,,,,,1440.0,,1205.7,7.8,1492.7,,524.0,-1764.0,,,,,-2836.0,,-3070.3,-4268.2,-2783.3,,-3752.0,,,,,False,,False,False,False,,False
48063,296,64.0,,,,,184.0,,121.0,0.0,,,37.0,-232.0,,,,,-112.0,,-175.0,-296.0,,,-259.0,,,,,True,,True,False,,,False
48065,213,32.0,,,,,114.0,,544.2,,,,7.0,-181.0,,,,,-99.0,,331.2,,,,-206.0,,,,,True,,False,,,,False
48067,725,280.0,,,,,413.0,,693.5,7.2,,,496.0,-445.0,,,,,-312.0,,-31.5,-717.8,,,-229.0,,,,,True,,True,False,,,True
48069,446,128.0,,,,,126.0,,178.1,0.0,,,40.0,-318.0,,,,,-320.0,,-267.9,-446.0,,,-406.0,,,,,False,,True,False,,,False
48071,934,384.0,,,,,264.0,,824.3,13.0,89.9,,185.0,-550.0,,,,,-670.0,,-109.7,-921.0,-844.1,,-749.0,,,,,False,,True,False,False,,False
48073,1254,120.0,,,,,1103.0,,297.9,0.6,248.1,,35.0,-1134.0,,,,,-151.0,,-956.1,-1253.4,-1005.9,,-1219.0,,,,,True,,True,False,True,,False
48075,1043,232.0,,,,,183.0,,501.5,50.0,,,134.0,-811.0,,,,,-860.0,,-541.5,-993.0,,,-909.0,,,,,False,,True,False,,,False
48077,470,80.0,,,,,108.0,,568.4,31.3,,,161.0,-390.0,,,,,-362.0,,98.4,-438.7,,,-309.0,,,,,True,,True,False,,,True
48079,94,144.0,,,,,5.0,,388.4,,,,57.0,50.0,,,,,-89.0,,294.4,,,,-37.0,,,,,False,,False,,,,True
48081,279,200.0,,,,,2.0,,490.9,54.5,,,30.0,-79.0,,,,,-277.0,,211.9,-224.5,,,-249.0,,,,,False,,False,False,,,False
48083,228,32.0,,,,,56.0,,86.6,,,,189.0,-196.0,,,,,-172.0,,-141.4,,,,-39.0,,,,,True,,True,,,,True
48085,22117,5992.0,,,,,8518.0,,4256.9,902.1,2857.6,,2481.0,-16125.0,,,,,-13599.0,,-17860.1,-21214.9,-19259.4,,-19636.0,,,,,True,,False,False,False,,False
48087,177,16.0,,,,,60.0,,68.9,,,,114.0,-161.0,,,,,-117.0,,-108.1,,,,-63.0,,,,,True,,True,,,,True
48089,416,24.0,,,,,133.0,,276.9,0.0,,,177.0,-392.0,,,,,-283.0,,-139.1,-416.0,,,-239.0,,,,,True,,True,False,,,True
48091,2847,152.0,,,,,860.0,,441.5,137.2,87.5,,132.0,-2695.0,,,,,-1987.0,,-2405.5,-2709.8,-2759.5,,-2715.0,,,,,True,,True,False,False,,False
48093,530,88.0,,,,,112.0,,297.6,0.3,,,36.0,-442.0,,,,,-418.0,,-232.4,-529.7,,,-494.0,,,,,True,,True,False,,,False
48095,128,16.0,,,,,11.0,,86.3,0.0,,,7.0,-112.0,,,,,-117.0,,-41.7,-128.0,,,-121.0,,,,,False,,True,False,,,False
48097,1351,272.0,,,,,552.0,,470.6,162.8,,,237.0,-1079.0,,,,,-799.0,,-880.4,-1188.2,,,-1114.0,,,,,True,,True,False,,,False
48099,1114,168.0,,,,,971.0,,282.2,1.0,529.9,,19.0,-946.0,,,,,-143.0,,-831.8,-1113.0,-584.1,,-1095.0,,,,,True,,True,False,True,,False
48101,98,16.0,,,,,8.0,,53.7,,,,0.0,-82.0,,,,,-90.0,,-44.3,,,,-98.0,,,,,False,,True,,,,False
48103,446,8.0,,,,,9.0,,141.3,,,,0.0,-438.0,,,,,-437.0,,-304.7,,,,-446.0,,,,,True,,True,,,,False
48105,330,0.0,,,,,6.0,,70.8,0.0,,,0.0,-330.0,,,,,-324.0,,-259.2,-330.0,,,-330.0,,,,,True,,True,True,,,False
48107,199,80.0,,,,,36.0,,560.9,29.7,,,39.0,-119.0,,,,,-163.0,,361.9,-169.3,,,-160.0,,,,,False,,False,False,,,False
48109,193,104.0,,,,,1.0,,413.4,,,,12.0,-89.0,,,,,-192.0,,220.4,,,,-181.0,,,,,False,,False,,,,False
48111,121,248.0,,,,,125.0,,182.3,173.5,,,55.0,127.0,,,,,4.0,,61.3,52.5,,,-66.0,,,,,True,,True,True,,,True
48113,74358,22112.0,,,,,39557.0,,22077.3,2360.4,9079.8,,9753.0,-52246.0,,,,,-34801.0,,-52280.7,-71997.6,-65278.2,,-64605.0,,,,,True,,False,False,False,,False
48115,585,720.0,,,,,503.0,,1101.6,377.8,,,0.0,135.0,,,,,-82.0,,516.6,-207.2,,,-585.0,,,,,True,,False,False,,,False
48117,1200,488.0,,,,,709.0,,383.8,0.3,,,70.0,-712.0,,,,,-491.0,,-816.2,-1199.7,,,-1130.0,,,,,True,,False,False,,,False
48119,95,8.0,,,,,59.0,,146.5,,,,3.0,-87.0,,,,,-36.0,,51.5,,,,-92.0,,,,,True,,True,,,,False
48121,18239,4880.0,,,,,8252.0,,4139.6,505.0,1657.8,,2424.0,-13359.0,,,,,-9987.0,,-14099.4,-17734.0,-16581.2,,-15815.0,,,,,True,,False,False,False,,False
48123,300,160.0,,,,,89.0,,288.8,0.0,37.5,,40.0,-140.0,,,,,-211.0,,-11.2,-300.0,-262.5,,-260.0,,,,,False,,True,False,False,,False
48125,61,0.0,,,,,8.0,,155.3,,,,0.0,-61.0,,,,,-53.0,,94.3,,,,-61.0,,,,,True,,False,,,,False
48127,274,96.0,,,,,18.0,,236.8,0.0,,,3.0,-178.0,,,,,-256.0,,-37.2,-274.0,,,-271.0,,,,,False,,True,False,,,False
48129,152,24.0,,,,,24.0,,152.6,,,,6.0,-128.0,,,,,-128.0,,0.6,,,,-146.0,,,,,False,,True,,,,False
48131,286,144.0,,,,,30.0,,91.1,0.0,,,3.0,-142.0,,,,,-256.0,,-194.9,-286.0,,,-283.0,,,,,False,,False,False,,,False
48133,479,200.0,,,,,178.0,,474.7,98.7,,,23.0,-279.0,,,,,-301.0,,-4.3,-380.3,,,-456.0,,,,,False,,True,False,,,False
48135,5060,3296.0,,,,,9245.0,,4283.9,23.3,1434.5,,167.0,-1764.0,,,,,4185.0,,-776.1,-5036.7,-3625.5,,-4893.0,,,,,False,,True,False,False,,False
48137,106,40.0,,,,,0.0,,123.6,,,,0.0,-66.0,,,,,-106.0,,17.6,,,,-106.0,,,,,False,,True,,,,False
48139,6148,1168.0,,,,,2215.0,,1268.7,74.9,598.8,,411.0,-4980.0,,,,,-3933.0,,-4879.3,-6073.1,-5549.2,,-5737.0,,,,,True,,True,False,False,,False
48141,56364,51952.0,,,,,85216.0,,33423.6,14824.7,19670.5,,4843.0,-4412.0,,,,,28852.0,,-22940.4,-41539.3,-36693.5,,-51521.0,,,,,False,,False,False,False,,False
48143,1663,344.0,,,,,483.0,,583.5,7.3,,,239.0,-1319.0,,,,,-1180.0,,-1079.5,-1655.7,,,-1424.0,,,,,True,,True,False,,,False
48145,374,224.0,,,,,253.0,,351.9,0.0,,,0.0,-150.0,,,,,-121.0,,-22.1,-374.0,,,-374.0,,,,,True,,True,False,,,False
48147,808,256.0,,,,,529.0,,468.2,0.0,,,156.0,-552.0,,,,,-279.0,,-339.8,-808.0,,,-652.0,,,,,True,,True,False,,,False
48149,590,96.0,,,,,177.0,,267.6,0.0,,,70.0,-494.0,,,,,-413.0,,-322.4,-590.0,,,-520.0,,,,,True,,True,False,,,False
48151,110,152.0,,,,,3.0,,216.3,67.0,,,16.0,42.0,,,,,-107.0,,106.3,-43.0,,,-94.0,,,,,False,,False,False,,,False
48153,387,48.0,,,,,53.0,,209.9,0.0,,,80.0,-339.0,,,,,-334.0,,-177.1,-387.0,,,-307.0,,,,,True,,True,False,,,True
48155,42,8.0,,,,,8.0,,88.3,,,,6.0,-34.0,,,,,-34.0,,46.3,,,,-36.0,,,,,False,,False,,,,False
48157,14454,2128.0,,,,,3005.0,,2323.7,323.3,1356.5,,3018.0,-12326.0,,,,,-11449.0,,-12130.3,-14130.7,-13097.5,,-11436.0,,,,,True,,True,False,False,,True
48159,180,360.0,,,,,143.0,,237.8,45.9,,,780.0,180.0,,,,,-37.0,,57.8,-134.1,,,600.0,,,,,True,,True,True,,,False
48161,410,160.0,,,,,283.0,,292.4,0.1,,,199.0,-250.0,,,,,-127.0,,-117.6,-409.9,,,-211.0,,,,,True,,True,False,,,True
48163,647,0.0,,,,,121.0,,329.4,0.0,24.1,,6.0,-647.0,,,,,-526.0,,-317.6,-647.0,-622.9,,-641.0,,,,,True,,True,False,True,,True
48165,670,392.0,,,,,1191.0,,1090.0,273.5,,,93.0,-278.0,,,,,521.0,,420.0,-396.5,,,-577.0,,,,,False,,False,False,,,False
48167,6058,2008.0,,,,,1729.0,,1472.3,54.9,732.8,,869.0,-4050.0,,,,,-4329.0,,-4585.7,-6003.1,-5325.2,,-5189.0,,,,,False,,False,False,False,,False
48169,115,48.0,,,,,57.0,,322.9,0.0,,,39.0,-67.0,,,,,-58.0,,207.9,-115.0,,,-76.0,,,,,True,,False,False,,,False
48171,887,104.0,,,,,146.0,,308.5,99.8,,,66.0,-783.0,,,,,-741.0,,-578.5,-787.2,,,-821.0,,,,,True,,True,False,,,False
48173,90,16.0,,,,,0.0,,135.4,,,,0.0,-74.0,,,,,-90.0,,45.4,,,,-90.0,,,,,False,,True,,,,False
48175,101,0.0,,,,,10.0,,54.1,0.0,,,0.0,-101.0,,,,,-91.0,,-46.9,-101.0,,,-101.0,,,,,True,,True,False,,,False
48177,420,152.0,,,,,122.0,,318.2,0.0,124.1,,83.0,-268.0,,,,,-298.0,,-101.8,-420.0,-295.9,,-337.0,,,,,False,,True,False,False,,False
48179,1169,512.0,,,,,1334.0,,588.2,156.1,,,59.0,-657.0,,,,,165.0,,-580.8,-1012.9,,,-1110.0,,,,,True,,True,False,,,False
48181,3287,1824.0,,,,,1914.0,,1333.8,904.1,868.9,,984.0,-1463.0,,,,,-1373.0,,-1953.2,-2382.9,-2418.1,,-2303.0,,,,,True,,False,False,False,,False
48183,3626,752.0,,,,,1760.0,,619.2,21.1,523.1,,1184.0,-2874.0,,,,,-1866.0,,-3006.8,-3604.9,-3102.9,,-2442.0,,,,,True,,False,False,False,,True
48185,537,176.0,,,,,357.0,,409.5,3.0,62.4,,79.0,-361.0,,,,,-180.0,,-127.5,-534.0,-474.6,,-458.0,,,,,True,,True,False,False,,False
48187,2541,408.0,,,,,966.0,,624.1,59.7,207.7,,159.0,-2133.0,,,,,-1575.0,,-1916.9,-2481.3,-2333.3,,-2382.0,,,,,True,,True,False,False,,False
48189,2333,1992.0,,,,,1366.0,,2302.1,699.8,882.7,,355.0,-341.0,,,,,-967.0,,-30.9,-1633.2,-1450.3,,-1978.0,,,,,False,,True,False,False,,False
48191,154,72.0,,,,,31.0,,96.3,,,,118.0,-82.0,,,,,-123.0,,-57.7,,,,-36.0,,,,,False,,True,,,,True
48193,208,96.0,,,,,84.0,,131.3,0.0,,,16.0,-112.0,,,,,-124.0,,-76.7,-208.0,,,-192.0,,,,,False,,True,False,,,False
48195,356,48.0,,,,,153.0,,69.8,0.0,,,8.0,-308.0,,,,,-203.0,,-286.2,-356.0,,,-348.0,,,,,True,,True,False,,,False
48197,172,32.0,,,,,52.0,,422.7,,,,5.0,-140.0,,,,,-120.0,,250.7,,,,-167.0,,,,,True,,False,,,,False
48199,1588,192.0,,,,,552.0,,381.1,1.3,66.3,,203.0,-1396.0,,,,,-1036.0,,-1206.9,-1586.7,-1521.7,,-1385.0,,,,,True,,True,False,False,,True
48201,58707,35392.0,,,,,29126.0,,17451.7,5697.0,18736.7,,22974.0,-23315.0,,,,,-29581.0,,-41255.3,-53010.0,-39970.3,,-35733.0,,,,,False,,False,False,False,,False
48203,1184,448.0,,,,,868.0,,741.5,7.1,248.4,,1404.0,-736.0,,,,,-316.0,,-442.5,-1176.9,-935.6,,220.0,,,,,True,,True,False,False,,True
48205,113,56.0,,,,,206.0,,132.9,0.0,,,18.0,-57.0,,,,,93.0,,19.9,-113.0,,,-95.0,,,,,False,,True,False,,,False
48207,199,24.0,,,,,64.0,,83.1,,,,13.0,-175.0,,,,,-135.0,,-115.9,,,,-186.0,,,,,True,,True,,,,False
48209,3038,1056.0,,,,,1668.0,,922.9,9.5,367.3,,804.0,-1982.0,,,,,-1370.0,,-2115.1,-3028.5,-2670.7,,-2234.0,,,,,True,,False,False,False,,False
48211,173,8.0,,,,,67.0,,385.5,0.0,,,10.0,-165.0,,,,,-106.0,,212.5,-173.0,,,-163.0,,,,,True,,False,False,,,True
48213,2007,432.0,,,,,1290.0,,1019.7,264.4,165.3,,57.0,-1575.0,,,,,-717.0,,-987.3,-1742.6,-1841.7,,-1950.0,,,,,True,,True,False,False,,False
48215,13416,6328.0,,,,,17977.0,,1349.7,11.2,3390.6,,4049.0,-7088.0,,,,,4561.0,,-12066.3,-13404.8,-10025.4,,-9367.0,,,,,True,,False,False,False,,False
48217,1210,296.0,,,,,414.0,,410.7,0.0,,,426.0,-914.0,,,,,-796.0,,-799.3,-1210.0,,,-784.0,,,,,True,,True,False,,,True
48219,1133,1192.0,,,,,555.0,,1774.6,244.0,,,0.0,59.0,,,,,-578.0,,641.6,-889.0,,,-1133.0,,,,,False,,False,False,,,False
48221,2145,448.0,,,,,635.0,,860.3,81.7,182.9,,613.0,-1697.0,,,,,-1510.0,,-1284.7,-2063.3,-1962.1,,-1532.0,,,,,True,,True,False,False,,True
48223,1472,1072.0,,,,,540.0,,1433.8,289.6,,,1205.0,-400.0,,,,,-932.0,,-38.2,-1182.4,,,-267.0,,,,,False,,True,False,,,True
48225,631,152.0,,,,,313.0,,400.7,0.0,,,454.0,-479.0,,,,,-318.0,,-230.3,-631.0,,,-177.0,,,,,True,,True,False,,,True
48227,2623,1432.0,,,,,1057.0,,503.3,0.0,955.9,,202.0,-1191.0,,,,,-1566.0,,-2119.7,-2623.0,-1667.1,,-2421.0,,,,,False,,False,False,False,,False
48229,336,176.0,,,,,11.0,,1089.9,,,,38.0,-160.0,,,,,-325.0,,753.9,,,,-298.0,,,,,False,,False,,,,False
48231,1484,648.0,,,,,1483.0,,1231.0,22.1,171.6,,1013.0,-836.0,,,,,-1.0,,-253.0,-1461.9,-1312.4,,-471.0,,,,,True,,True,False,False,,True
48233,797,344.0,,,,,880.0,,503.0,86.6,,,5.0,-453.0,,,,,83.0,,-294.0,-710.4,,,-792.0,,,,,True,,True,False,,,False
48235,58,0.0,,,,,0.0,,89.4,,,,0.0,-58.0,,,,,-58.0,,31.4,,,,-58.0,,,,,False,,True,,,,False
48237,208,24.0,,,,,135.0,,186.8,0.0,,,27.0,-184.0,,,,,-73.0,,-21.2,-208.0,,,-181.0,,,,,True,,True,False,,,True
48239,362,80.0,,,,,44.0,,233.1,0.0,,,6.0,-282.0,,,,,-318.0,,-128.9,-362.0,,,-356.0,,,,,False,,True,False,,,False
48241,779,40.0,,,,,443.0,,254.0,19.9,,,10.0,-739.0,,,,,-336.0,,-525.0,-759.1,,,-769.0,,,,,True,,True,False,,,False
48243,77,32.0,,,,,0.0,,93.1,,,,0.0,-45.0,,,,,-77.0,,16.1,,,,-77.0,,,,,False,,True,,,,False
48245,4120,1824.0,,,,,2399.0,,1639.8,55.1,480.4,,824.0,-2296.0,,,,,-1721.0,,-2480.2,-4064.9,-3639.6,,-3296.0,,,,,True,,False,False,False,,False
48247,120,96.0,,,,,11.0,,133.0,0.0,,,1.0,-24.0,,,,,-109.0,,13.0,-120.0,,,-119.0,,,,,False,,True,False,,,False
48249,900,336.0,,,,,151.0,,308.3,0.0,398.5,,0.0,-564.0,,,,,-749.0,,-591.7,-900.0,-501.5,,-900.0,,,,,False,,False,False,True,,False
48251,5593,1296.0,,,,,2115.0,,1304.2,47.7,617.4,,872.0,-4297.0,,,,,-3478.0,,-4288.8,-5545.3,-4975.6,,-4721.0,,,,,True,,True,False,False,,False
48253,1542,0.0,,,,,299.0,,303.7,0.2,,,205.0,-1542.0,,,,,-1243.0,,-1238.3,-1541.8,,,-1337.0,,,,,True,,True,True,,,True
48255,262,24.0,,,,,81.0,,269.5,0.0,,,1.0,-238.0,,,,,-181.0,,7.5,-262.0,,,-261.0,,,,,True,,True,False,,,False
48257,4353,960.0,,,,,1612.0,,1154.8,41.3,473.0,,621.0,-3393.0,,,,,-2741.0,,-3198.2,-4311.7,-3880.0,,-3732.0,,,,,True,,True,False,False,,False
48259,900,56.0,,,,,149.0,,506.5,122.2,,,4.0,-844.0,,,,,-751.0,,-393.5,-777.8,,,-896.0,,,,,True,,True,True,,,False
48261,10,32.0,,,,,0.0,,52.3,,,,0.0,22.0,,,,,-10.0,,42.3,,,,-10.0,,,,,True,,False,,,,True
48263,42,0.0,,,,,0.0,,121.9,,,,25.0,-42.0,,,,,-42.0,,79.9,,,,-17.0,,,,,False,,False,,,,True
48265,1309,192.0,,,,,325.0,,398.3,263.1,,,58.0,-1117.0,,,,,-984.0,,-910.7,-1045.9,,,-1251.0,,,,,True,,True,True,,,False
48267,168,24.0,,,,,8.0,,104.0,,,,0.0,-144.0,,,,,-160.0,,-64.0,,,,-168.0,,,,,False,,True,,,,False
48269,4,0.0,,,,,0.0,,64.3,,,,0.0,-4.0,,,,,-4.0,,60.3,,,,-4.0,,,,,False,,False,,,,False
48271,56,88.0,,,,,2.0,,367.3,,,,62.0,32.0,,,,,-54.0,,311.3,,,,6.0,,,,,False,,False,,,,True
48273,564,136.0,,,,,63.0,,252.4,0.0,64.0,,0.0,-428.0,,,,,-501.0,,-311.6,-564.0,-500.0,,-564.0,,,,,False,,True,False,False,,False
48275,68,24.0,,,,,18.0,,78.0,0.0,,,0.0,-44.0,,,,,-50.0,,10.0,-68.0,,,-68.0,,,,,False,,True,False,,,False
