,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
48255,216,36.0,,,,,,,69.0,,246.6,35.0,,0.0,-180.0,,,,,,,-147.0,,30.6,-181.0,,-216.0,,,,,,,True,,True,False,,False
48257,3651,786.0,,587.0,,,,,1810.0,,997.9,560.0,284.8,370.0,-2865.0,,-3064.0,,,,,-1841.0,,-2653.1,-3091.0,-3366.2,-3281.0,,False,,,,,True,,True,False,False,False
48259,706,48.0,,42.0,,,,,197.0,,261.3,41.0,,13.0,-658.0,,-664.0,,,,,-509.0,,-444.7,-665.0,,-693.0,,False,,,,,True,,True,False,,False
48261,6,0.0,,0.0,,,,,9.0,,26.4,0.0,,0.0,-6.0,,-6.0,,,,,3.0,,20.4,-6.0,,-6.0,,False,,,,,True,,False,False,,False
48263,36,0.0,,0.0,,,,,21.0,,24.1,0.0,,4.0,-36.0,,-36.0,,,,,-15.0,,-11.9,-36.0,,-32.0,,False,,,,,True,,True,False,,True
48265,1149,162.0,,148.0,,,,,439.0,,384.9,105.0,,56.0,-987.0,,-1001.0,,,,,-710.0,,-764.1,-1044.0,,-1093.0,,False,,,,,True,,True,False,,False
48267,146,18.0,,0.0,,,,,41.0,,160.9,18.0,,8.0,-128.0,,-146.0,,,,,-105.0,,14.9,-128.0,,-138.0,,False,,,,,True,,True,False,,False
48269,4,0.0,,0.0,,,,,16.0,,0.5,,,0.0,-4.0,,-4.0,,,,,12.0,,-3.5,,,-4.0,,False,,,,,False,,True,,,False
48271,49,0.0,,0.0,,,,,34.0,,8.2,24.0,,0.0,-49.0,,-49.0,,,,,-15.0,,-40.8,-25.0,,-49.0,,False,,,,,True,,True,True,,False
48273,478,84.0,,0.0,,,,,61.0,,294.0,99.0,35.9,30.0,-394.0,,-478.0,,,,,-417.0,,-184.0,-379.0,-442.1,-448.0,,False,,,,,False,,True,True,False,False
48275,55,0.0,,0.0,,,,,45.0,,2.0,12.0,,0.0,-55.0,,-55.0,,,,,-10.0,,-53.0,-43.0,,-55.0,,False,,,,,True,,True,True,,False
48277,1300,1050.0,,857.0,,,,,569.0,,1645.7,961.0,319.1,842.0,-250.0,,-443.0,,,,,-731.0,,345.7,-339.0,-980.9,-458.0,,False,,,,,False,,False,False,False,False
48279,714,756.0,,695.0,,,,,686.0,,1481.9,408.0,,67.0,42.0,,-19.0,,,,,-28.0,,767.9,-306.0,,-647.0,,True,,,,,True,,False,False,,False
48281,268,108.0,,48.0,,,,,239.0,,433.2,49.0,,132.0,-160.0,,-220.0,,,,,-29.0,,165.2,-219.0,,-136.0,,False,,,,,True,,False,False,,True
48283,173,30.0,,0.0,,,,,36.0,,31.6,42.0,,11.0,-143.0,,-173.0,,,,,-137.0,,-141.4,-131.0,,-162.0,,False,,,,,True,,True,True,,False
48285,384,186.0,,413.0,,,,,90.0,,379.9,234.0,136.6,16.0,-198.0,,29.0,,,,,-294.0,,-4.1,-150.0,-247.4,-368.0,,True,,,,,False,,True,True,False,False
48287,383,48.0,,26.0,,,,,91.0,,282.4,24.0,,35.0,-335.0,,-357.0,,,,,-292.0,,-100.6,-359.0,,-348.0,,False,,,,,True,,True,False,,False
48289,237,162.0,,264.0,,,,,152.0,,536.1,133.0,,182.0,-75.0,,27.0,,,,,-85.0,,299.1,-104.0,,-55.0,,True,,,,,False,,False,False,,True
48291,906,102.0,,200.0,,,,,586.0,,382.7,135.0,113.9,82.0,-804.0,,-706.0,,,,,-320.0,,-523.3,-771.0,-792.1,-824.0,,True,,,,,True,,True,True,True,False
48293,332,84.0,,73.0,,,,,294.0,,319.3,70.0,,72.0,-248.0,,-259.0,,,,,-38.0,,-12.7,-262.0,,-260.0,,False,,,,,True,,True,False,,False
48295,118,36.0,,0.0,,,,,57.0,,44.1,47.0,,55.0,-82.0,,-118.0,,,,,-61.0,,-73.9,-71.0,,-63.0,,False,,,,,True,,True,True,,True
48297,248,18.0,,0.0,,,,,41.0,,49.4,11.0,,120.0,-230.0,,-248.0,,,,,-207.0,,-198.6,-237.0,,-128.0,,False,,,,,True,,True,False,,True
48299,312,204.0,,203.0,,,,,197.0,,597.2,79.0,,513.0,-108.0,,-109.0,,,,,-115.0,,285.2,-233.0,,201.0,,False,,,,,False,,False,False,,False
48301,1,0.0,,0.0,,,,,10.0,,12.6,,,,-1.0,,-1.0,,,,,9.0,,11.6,,,,,False,,,,,False,,False,,,
48303,16357,18102.0,,23731.0,,,,,14648.0,,24181.3,18638.5,11741.8,10590.0,1745.0,,7374.0,,,,,-1709.0,,7824.3,2281.5,-4615.2,-5767.0,,False,,,,,True,,False,False,False,False
48305,242,204.0,,0.0,,,,,223.0,,843.5,78.0,,99.0,-38.0,,-242.0,,,,,-19.0,,601.5,-164.0,,-143.0,,False,,,,,True,,False,False,,False
48307,186,42.0,,17.0,,,,,113.0,,85.5,29.0,,19.0,-144.0,,-169.0,,,,,-73.0,,-100.5,-157.0,,-167.0,,False,,,,,True,,True,False,,False
48309,6170,3924.0,,7382.0,,,,,3331.0,,3452.9,6187.0,1836.8,3658.0,-2246.0,,1212.0,,,,,-2839.0,,-2717.1,17.0,-4333.2,-2512.0,,True,,,,,False,,False,True,False,False
48311,22,0.0,,0.0,,,,,12.0,,8.3,0.0,,0.0,-22.0,,-22.0,,,,,-10.0,,-13.7,-22.0,,-22.0,,False,,,,,True,,True,False,,False
48313,216,108.0,,,,,,,154.0,,96.8,20.0,,40.0,-108.0,,,,,,,-62.0,,-119.2,-196.0,,-176.0,,,,,,,True,,False,False,,False
48315,61,18.0,,0.0,,,,,80.0,,20.9,31.0,,11.0,-43.0,,-61.0,,,,,19.0,,-40.1,-30.0,,-50.0,,False,,,,,True,,True,True,,False
48317,321,102.0,,1.0,,,,,192.0,,92.4,35.0,,207.0,-219.0,,-320.0,,,,,-129.0,,-228.6,-286.0,,-114.0,,False,,,,,True,,False,False,,True
48319,119,24.0,,0.0,,,,,38.0,,24.1,6.0,,18.0,-95.0,,-119.0,,,,,-81.0,,-94.9,-113.0,,-101.0,,False,,,,,True,,True,False,,False
48321,520,66.0,,63.0,,,,,88.0,,317.8,98.0,28.8,28.0,-454.0,,-457.0,,,,,-432.0,,-202.2,-422.0,-491.2,-492.0,,False,,,,,True,,True,True,False,False
48323,1346,930.0,,264.0,,,,,774.0,,724.6,86.0,576.0,313.0,-416.0,,-1082.0,,,,,-572.0,,-621.4,-1260.0,-770.0,-1033.0,,False,,,,,False,,False,False,False,False
48325,794,126.0,,103.0,,,,,265.0,,287.8,70.0,86.6,197.0,-668.0,,-691.0,,,,,-529.0,,-506.2,-724.0,-707.4,-597.0,,False,,,,,True,,True,False,False,True
48327,58,42.0,,1.0,,,,,31.0,,52.3,18.0,,4.0,-16.0,,-57.0,,,,,-27.0,,-5.7,-40.0,,-54.0,,False,,,,,False,,True,False,,False
48329,4189,1818.0,,572.0,,,,,7300.0,,3096.9,499.0,595.0,429.0,-2371.0,,-3617.0,,,,,3111.0,,-1092.1,-3690.0,-3594.0,-3760.0,,False,,,,,False,,True,False,False,False
48331,531,114.0,,45.0,,,,,197.0,,277.1,58.0,,269.0,-417.0,,-486.0,,,,,-334.0,,-253.9,-473.0,,-262.0,,False,,,,,True,,True,False,,True
48333,110,90.0,,17.0,,,,,46.0,,79.8,35.0,,79.0,-20.0,,-93.0,,,,,-64.0,,-30.2,-75.0,,-31.0,,False,,,,,False,,False,False,,False
48335,215,186.0,,143.0,,,,,247.0,,253.3,166.0,,82.0,-29.0,,-72.0,,,,,32.0,,38.3,-49.0,,-133.0,,False,,,,,False,,False,False,,False
48337,826,222.0,,663.0,,,,,299.0,,646.4,166.0,,247.0,-604.0,,-163.0,,,,,-527.0,,-179.6,-660.0,,-579.0,,True,,,,,True,,True,False,,True
48339,8298,630.0,,124.0,,,,,4209.0,,1103.1,507.0,617.2,82.0,-7668.0,,-8174.0,,,,,-4089.0,,-7194.9,-7791.0,-7680.8,-8216.0,,False,,,,,True,,True,False,False,False
48341,365,702.0,,867.0,,,,,1102.0,,567.1,258.0,313.1,0.0,337.0,,502.0,,,,,737.0,,202.1,-107.0,-51.9,-365.0,,False,,,,,False,,True,True,True,False
48343,129,60.0,,121.0,,,,,82.0,,338.1,38.0,,22.0,-69.0,,-8.0,,,,,-47.0,,209.1,-91.0,,-107.0,,True,,,,,True,,False,False,,False
48345,39,12.0,,0.0,,,,,36.0,,6.8,6.0,,4.0,-27.0,,-39.0,,,,,-3.0,,-32.2,-33.0,,-35.0,,False,,,,,True,,False,False,,False
48347,601,174.0,,158.0,,,,,696.0,,375.3,143.0,88.2,91.0,-427.0,,-443.0,,,,,95.0,,-225.7,-458.0,-512.8,-510.0,,False,,,,,True,,True,False,False,False
48349,1285,216.0,,347.0,,,,,766.0,,399.9,108.0,110.5,93.0,-1069.0,,-938.0,,,,,-519.0,,-885.1,-1177.0,-1174.5,-1192.0,,True,,,,,True,,True,False,False,False
48351,69,6.0,,0.0,,,,,80.0,,15.2,6.0,,39.0,-63.0,,-69.0,,,,,11.0,,-53.8,-63.0,,-30.0,,False,,,,,True,,True,False,,True
48353,587,228.0,,321.0,,,,,390.0,,535.4,188.0,,91.0,-359.0,,-266.0,,,,,-197.0,,-51.6,-399.0,,-496.0,,True,,,,,True,,True,False,,False
48355,5693,1776.0,,3011.0,,,,,1128.0,,1513.8,2074.5,924.4,3199.0,-3917.0,,-2682.0,,,,,-4565.0,,-4179.2,-3618.5,-4768.6,-2494.0,,True,,,,,False,,False,True,False,True
48357,511,132.0,,166.0,,,,,329.0,,227.9,18.0,,134.0,-379.0,,-345.0,,,,,-182.0,,-283.1,-493.0,,-377.0,,True,,,,,True,,True,False,,True
48359,65,24.0,,0.0,,,,,52.0,,73.4,12.0,,73.0,-41.0,,-65.0,,,,,-13.0,,8.4,-53.0,,8.0,,False,,,,,True,,True,False,,True
48361,1908,348.0,,528.0,,,,,553.0,,604.1,359.0,112.6,457.0,-1560.0,,-1380.0,,,,,-1355.0,,-1303.9,-1549.0,-1795.4,-1451.0,,True,,,,,True,,True,True,False,True
48363,758,150.0,,388.0,,,,,441.0,,482.5,88.0,,74.0,-608.0,,-370.0,,,,,-317.0,,-275.5,-670.0,,-684.0,,True,,,,,True,,True,False,,False
48365,286,66.0,,83.0,,,,,236.0,,328.9,103.0,,25.0,-220.0,,-203.0,,,,,-50.0,,42.9,-183.0,,-261.0,,True,,,,,True,,True,True,,False
48367,3916,780.0,,401.0,,,,,1863.0,,1132.2,583.0,358.6,495.0,-3136.0,,-3515.0,,,,,-2053.0,,-2783.8,-3333.0,-3557.4,-3421.0,,False,,,,,True,,True,False,False,False
48369,314,312.0,,78.0,,,,,535.0,,216.3,68.0,,0.0,-2.0,,-236.0,,,,,221.0,,-97.7,-246.0,,-314.0,,False,,,,,False,,False,False,,False
48371,580,228.0,,0.0,,,,,1074.0,,506.9,98.0,,87.0,-352.0,,-580.0,,,,,494.0,,-73.1,-482.0,,-493.0,,False,,,,,False,,True,False,,False
48373,604,78.0,,33.0,,,,,452.0,,294.3,59.0,,103.0,-526.0,,-571.0,,,,,-152.0,,-309.7,-545.0,,-501.0,,False,,,,,True,,True,False,,True
48375,5200,7248.0,,16343.0,,,,,7229.0,,8584.6,6691.0,3433.4,7121.0,2048.0,,11143.0,,,,,2029.0,,3384.6,1491.0,-1766.6,1921.0,,False,,,,,True,,False,True,True,True
48377,368,138.0,,,,,,,1004.0,,1058.0,34.0,,46.0,-230.0,,,,,,,636.0,,690.0,-334.0,,-322.0,,,,,,,False,,False,False,,False
48379,252,36.0,,104.0,,,,,96.0,,344.1,29.0,,14.0,-216.0,,-148.0,,,,,-156.0,,92.1,-223.0,,-238.0,,True,,,,,True,,True,False,,False
48381,6258,8802.0,,26330.0,,,,,5194.0,,15658.6,7174.0,5952.9,1434.0,2544.0,,20072.0,,,,,-1064.0,,9400.6,916.0,-305.1,-4824.0,,False,,,,,True,,False,True,True,False
48383,195,42.0,,,,,,,79.0,,33.2,18.0,,49.0,-153.0,,,,,,,-116.0,,-161.8,-177.0,,-146.0,,,,,,,True,,False,False,,True
48385,47,0.0,,0.0,,,,,29.0,,5.8,11.0,,1.0,-47.0,,-47.0,,,,,-18.0,,-41.2,-36.0,,-46.0,,False,,,,,True,,True,True,,True
48387,130,42.0,,17.0,,,,,71.0,,56.9,7.0,,18.0,-88.0,,-113.0,,,,,-59.0,,-73.1,-123.0,,-112.0,,False,,,,,True,,True,False,,False
48389,833,102.0,,0.0,,,,,809.0,,399.2,87.0,,88.0,-731.0,,-833.0,,,,,-24.0,,-433.8,-746.0,,-745.0,,False,,,,,True,,True,False,,False
48391,80,42.0,,1.0,,,,,26.0,,48.4,17.0,,46.0,-38.0,,-79.0,,,,,-54.0,,-31.6,-63.0,,-34.0,,False,,,,,False,,True,False,,True
48393,19,6.0,,0.0,,,,,29.0,,15.5,0.0,,23.0,-13.0,,-19.0,,,,,10.0,,-3.5,-19.0,,4.0,,False,,,,,True,,True,False,,True
48395,291,72.0,,60.0,,,,,127.0,,309.8,30.0,,12.0,-219.0,,-231.0,,,,,-164.0,,18.8,-261.0,,-279.0,,False,,,,,True,,True,False,,False
48397,2753,708.0,,686.0,,,,,1060.0,,1224.4,432.0,360.5,389.0,-2045.0,,-2067.0,,,,,-1693.0,,-1528.6,-2321.0,-2392.5,-2364.0,,False,,,,,True,,True,False,False,False
48399,362,60.0,,21.0,,,,,184.0,,57.9,46.0,,23.0,-302.0,,-341.0,,,,,-178.0,,-304.1,-316.0,,-339.0,,False,,,,,True,,False,False,,False
48401,915,114.0,,85.0,,,,,652.0,,404.0,77.0,152.1,36.0,-801.0,,-830.0,,,,,-263.0,,-511.0,-838.0,-762.9,-879.0,,False,,,,,True,,True,False,True,False
48403,142,42.0,,44.0,,,,,60.0,,78.8,29.0,,13.0,-100.0,,-98.0,,,,,-82.0,,-63.2,-113.0,,-129.0,,True,,,,,True,,True,False,,False
48405,137,6.0,,0.0,,,,,58.0,,8.3,6.0,,0.0,-131.0,,-137.0,,,,,-79.0,,-128.7,-131.0,,-137.0,,False,,,,,True,,True,False,,False
48407,111,18.0,,27.0,,,,,170.0,,267.3,18.0,,17.0,-93.0,,-84.0,,,,,59.0,,156.3,-93.0,,-94.0,,True,,,,,True,,False,False,,False
48409,1225,228.0,,147.0,,,,,152.0,,287.1,123.0,99.2,701.0,-997.0,,-1078.0,,,,,-1073.0,,-937.9,-1102.0,-1125.8,-524.0,,False,,,,,False,,True,False,False,True
48411,119,78.0,,42.0,,,,,62.0,,2961.4,133.0,,117.0,-41.0,,-77.0,,,,,-57.0,,2842.4,14.0,,-2.0,,False,,,,,False,,False,True,,True
48413,124,18.0,,0.0,,,,,39.0,,16.5,6.0,,107.0,-106.0,,-124.0,,,,,-85.0,,-107.5,-118.0,,-17.0,,False,,,,,True,,False,False,,True
48415,578,594.0,,781.0,,,,,619.0,,886.3,390.0,292.2,0.0,16.0,,203.0,,,,,41.0,,308.3,-188.0,-285.8,-578.0,,False,,,,,False,,False,False,False,False
48417,54,12.0,,0.0,,,,,39.0,,15.8,17.0,,4.0,-42.0,,-54.0,,,,,-15.0,,-38.2,-37.0,,-50.0,,False,,,,,True,,True,True,,False
48419,239,54.0,,45.0,,,,,216.0,,301.8,20.0,,18.0,-185.0,,-194.0,,,,,-23.0,,62.8,-219.0,,-221.0,,False,,,,,True,,True,False,,False
48421,21,18.0,,0.0,,,,,77.0,,24.2,17.0,,14.0,-3.0,,-21.0,,,,,56.0,,3.2,-4.0,,-7.0,,False,,,,,False,,False,False,,False
48423,4669,930.0,,308.0,,,,,2760.0,,1312.7,1044.0,329.8,0.0,-3739.0,,-4361.0,,,,,-1909.0,,-3356.3,-3625.0,-4339.2,-4669.0,,False,,,,,True,,True,True,False,False
48425,396,96.0,,1.0,,,,,87.0,,375.2,29.0,,321.0,-300.0,,-395.0,,,,,-309.0,,-20.8,-367.0,,-75.0,,False,,,,,False,,True,False,,True
48427,1614,222.0,,42.0,,,,,769.0,,235.4,106.0,149.2,75.0,-1392.0,,-1572.0,,,,,-845.0,,-1378.6,-1508.0,-1464.8,-1539.0,,False,,,,,True,,True,False,False,False
48429,276,42.0,,0.0,,,,,151.0,,49.5,28.0,,26.0,-234.0,,-276.0,,,,,-125.0,,-226.5,-248.0,,-250.0,,False,,,,,True,,True,False,,False
48431,77,12.0,,0.0,,,,,42.0,,128.4,21.0,,4.0,-65.0,,-77.0,,,,,-35.0,,51.4,-56.0,,-73.0,,False,,,,,True,,True,True,,False
48433,31,0.0,,0.0,,,,,31.0,,4.9,6.0,,0.0,-31.0,,-31.0,,,,,0.0,,-26.1,-25.0,,-31.0,,False,,,,,True,,True,True,,False
48435,212,72.0,,0.0,,,,,49.0,,58.8,35.0,,0.0,-140.0,,-212.0,,,,,-163.0,,-153.2,-177.0,,-212.0,,False,,,,,False,,False,False,,False
48437,319,180.0,,15.0,,,,,269.0,,159.8,57.0,,164.0,-139.0,,-304.0,,,,,-50.0,,-159.2,-262.0,,-155.0,,False,,,,,True,,False,False,,False
48439,56957,34176.0,,77030.0,,,,,26606.0,,33311.7,33504.5,14662.4,17864.0,-22781.0,,20073.0,,,,,-30351.0,,-23645.3,-23452.5,-42294.6,-39093.0,,True,,,,,False,,False,False,False,False
48441,4571,2022.0,,1666.0,,,,,3259.0,,3139.9,2852.5,506.4,1093.0,-2549.0,,-2905.0,,,,,-1312.0,,-1431.1,-1718.5,-4064.6,-3478.0,,False,,,,,True,,True,True,False,False
48443,49,24.0,,0.0,,,,,43.0,,20.9,,,38.0,-25.0,,-49.0,,,,,-6.0,,-28.1,,,-11.0,,False,,,,,True,,False,,,True
48445,572,432.0,,547.0,,,,,899.0,,1375.8,212.0,,47.0,-140.0,,-25.0,,,,,327.0,,803.8,-360.0,,-525.0,,True,,,,,False,,False,False,,False
48447,17,6.0,,0.0,,,,,30.0,,9.8,12.0,,2.0,-11.0,,-17.0,,,,,13.0,,-7.2,-5.0,,-15.0,,False,,,,,False,,True,True,,False
48449,571,162.0,,100.0,,,,,441.0,,312.5,130.0,124.1,70.0,-409.0,,-471.0,,,,,-130.0,,-258.5,-441.0,-446.9,-501.0,,False,,,,,True,,True,False,False,False
48451,5451,4662.0,,11870.0,,,,,3134.0,,4337.7,7458.5,1740.4,0.0,-789.0,,6419.0,,,,,-2317.0,,-1113.3,2007.5,-3710.6,-5451.0,,False,,,,,False,,False,False,False,False
48453,12054,5238.0,,9978.0,,,,,7746.0,,4121.7,5120.5,2373.7,3415.0,-6816.0,,-2076.0,,,,,-4308.0,,-7932.3,-6933.5,-9680.3,-8639.0,,True,,,,,True,,False,False,False,False
48455,76,18.0,,0.0,,,,,113.0,,266.8,18.0,,13.0,-58.0,,-76.0,,,,,37.0,,190.8,-58.0,,-63.0,,False,,,,,True,,False,False,,False
48457,286,30.0,,24.0,,,,,196.0,,296.3,53.0,,22.0,-256.0,,-262.0,,,,,-90.0,,10.3,-233.0,,-264.0,,False,,,,,True,,True,True,,False
48459,652,120.0,,108.0,,,,,413.0,,460.7,85.0,,51.0,-532.0,,-544.0,,,,,-239.0,,-191.3,-567.0,,-601.0,,False,,,,,True,,True,False,,False
48461,199,6.0,,0.0,,,,,107.0,,40.4,6.0,,182.0,-193.0,,-199.0,,,,,-92.0,,-158.6,-193.0,,-17.0,,False,,,,,True,,True,False,,True
48463,594,168.0,,97.0,,,,,198.0,,375.0,230.0,,204.0,-426.0,,-497.0,,,,,-396.0,,-219.0,-364.0,,-390.0,,False,,,,,True,,True,True,,True
48465,1050,696.0,,2045.0,,,,,1402.0,,700.5,563.5,218.4,211.0,-354.0,,995.0,,,,,352.0,,-349.5,-486.5,-831.6,-839.0,,False,,,,,True,,True,False,False,False
48467,1214,246.0,,477.0,,,,,776.0,,586.8,222.0,,134.0,-968.0,,-737.0,,,,,-438.0,,-627.2,-992.0,,-1080.0,,True,,,,,True,,True,False,,False
48469,1115,720.0,,2160.0,,,,,382.0,,669.1,512.0,268.9,1441.0,-395.0,,1045.0,,,,,-733.0,,-445.9,-603.0,-846.1,326.0,,False,,,,,False,,False,False,False,True
48471,1428,36.0,,0.0,,,,,810.0,,359.7,57.0,75.3,8.0,-1392.0,,-1428.0,,,,,-618.0,,-1068.3,-1371.0,-1352.7,-1420.0,,False,,,,,True,,True,True,True,False
48473,611,102.0,,89.0,,,,,271.0,,388.1,60.0,71.6,22.0,-509.0,,-522.0,,,,,-340.0,,-222.9,-551.0,-539.4,-589.0,,False,,,,,True,,True,False,False,False
48475,486,24.0,,19.0,,,,,469.0,,380.4,47.0,,12.0,-462.0,,-467.0,,,,,-17.0,,-105.6,-439.0,,-474.0,,False,,,,,True,,True,True,,False
48477,507,216.0,,390.0,,,,,220.0,,459.0,182.0,,641.0,-291.0,,-117.0,,,,,-287.0,,-48.0,-325.0,,134.0,,True,,,,,True,,True,False,,True
48479,8106,2376.0,,3556.0,,,,,1361.0,,1996.4,592.0,870.7,7601.0,-5730.0,,-4550.0,,,,,-6745.0,,-6109.6,-7514.0,-7235.3,-505.0,,True,,,,,False,,False,False,False,True
48481,587,42.0,,258.0,,,,,122.0,,370.0,116.0,34.2,182.0,-545.0,,-329.0,,,,,-465.0,,-217.0,-471.0,-552.8,-405.0,,True,,,,,True,,True,True,False,True
48483,184,294.0,,42.0,,,,,129.0,,921.0,100.0,,153.0,110.0,,-142.0,,,,,-55.0,,737.0,-84.0,,-31.0,,False,,,,,True,,False,True,,True
48485,4678,3858.0,,5297.0,,,,,2175.0,,6451.8,3199.5,1375.5,2282.0,-820.0,,619.0,,,,,-2503.0,,1773.8,-1478.5,-3302.5,-2396.0,,True,,,,,False,,False,False,False,False
48487,704,210.0,,287.0,,,,,236.0,,547.9,198.0,,0.0,-494.0,,-417.0,,,,,-468.0,,-156.1,-506.0,,-704.0,,True,,,,,True,,True,False,,False
48489,304,162.0,,0.0,,,,,77.0,,163.2,74.0,182.6,16.0,-142.0,,-304.0,,,,,-227.0,,-140.8,-230.0,-121.4,-288.0,,False,,,,,False,,True,False,True,False
48491,9062,1560.0,,1537.0,,,,,3518.0,,1649.3,1200.5,623.3,876.0,-7502.0,,-7525.0,,,,,-5544.0,,-7412.7,-7861.5,-8438.7,-8186.0,,False,,,,,True,,True,False,False,False
48493,769,12.0,,5.0,,,,,177.0,,270.0,29.0,33.7,0.0,-757.0,,-764.0,,,,,-592.0,,-499.0,-740.0,-735.3,-769.0,,False,,,,,True,,True,True,True,False
48495,302,102.0,,0.0,,,,,273.0,,102.4,23.0,,0.0,-200.0,,-302.0,,,,,-29.0,,-199.6,-279.0,,-302.0,,False,,,,,True,,True,False,,False
48497,2322,402.0,,551.0,,,,,916.0,,999.1,261.0,,257.0,-1920.0,,-1771.0,,,,,-1406.0,,-1322.9,-2061.0,,-2065.0,,True,,,,,True,,True,False,,False
48499,873,198.0,,362.0,,,,,425.0,,546.7,195.0,,111.0,-675.0,,-511.0,,,,,-448.0,,-326.3,-678.0,,-762.0,,True,,,,,True,,True,False,,False
48501,298,600.0,,338.0,,,,,454.0,,1764.9,131.5,,93.0,302.0,,40.0,,,,,156.0,,1466.9,-166.5,,-205.0,,True,,,,,True,,False,True,,True
48503,596,318.0,,404.0,,,,,300.0,,896.7,324.0,,96.0,-278.0,,-192.0,,,,,-296.0,,300.7,-272.0,,-500.0,,True,,,,,False,,False,True,,False
48505,457,48.0,,18.0,,,,,75.0,,40.7,58.0,,24.0,-409.0,,-439.0,,,,,-382.0,,-416.3,-399.0,,-433.0,,False,,,,,True,,False,True,,False
48507,321,78.0,,85.0,,,,,66.0,,54.1,37.0,,30.0,-243.0,,-236.0,,,,,-255.0,,-266.9,-284.0,,-291.0,,True,,,,,False,,False,False,,False
49001,0,0.0,,0.0,,,,,48.0,,4.3,,,,0.0,,0.0,,,,,48.0,,4.3,,,,,True,,,,,False,,False,,,
49003,0,0.0,,0.0,,,,,1236.0,,277.7,,,,0.0,,0.0,,,,,1236.0,,277.7,,,,,True,,,,,False,,False,,,
49005,0,0.0,,57.0,,,,,2512.0,,264.3,,,,0.0,,57.0,,,,,2512.0,,264.3,,,,,False,,,,,False,,False,,,
49007,0,0.0,,0.0,,,,,406.0,,323.3,,,,0.0,,0.0,,,,,406.0,,323.3,,,,,True,,,,,False,,False,,,
49009,0,0.0,,0.0,,,,,21.0,,11.9,,,,0.0,,0.0,,,,,21.0,,11.9,,,,,True,,,,,False,,False,,,
49011,11562,8706.0,,15532.0,,,,,10395.0,,8304.8,14053.0,9139.7,450.0,-2856.0,,3970.0,,,,,-1167.0,,-3257.2,2491.0,-2422.3,-11112.0,,False,,,,,True,,False,True,True,False
49013,0,0.0,,0.0,,,,,284.0,,340.7,,,,0.0,,0.0,,,,,284.0,,340.7,,,,,True,,,,,False,,False,,,
49015,0,0.0,,0.0,,,,,128.0,,5.6,,,,0.0,,0.0,,,,,128.0,,5.6,,,,,True,,,,,False,,False,,,
49017,0,0.0,,0.0,,,,,49.0,,2.7,,,,0.0,,0.0,,,,,49.0,,2.7,,,,,True,,,,,False,,False,,,
49019,0,0.0,,0.0,,,,,59.0,,74.7,,,,0.0,,0.0,,,,,59.0,,74.7,,,,,True,,,,,False,,False,,,
49021,0,0.0,,0.0,,,,,157.0,,234.5,,,,0.0,,0.0,,,,,157.0,,234.5,,,,,True,,,,,False,,False,,,
49023,0,0.0,,16.0,,,,,193.0,,69.7,,,,0.0,,16.0,,,,,193.0,,69.7,,,,,False,,,,,False,,False,,,
49025,0,0.0,,0.0,,,,,90.0,,18.2,,,,0.0,,0.0,,,,,90.0,,18.2,,,,,True,,,,,False,,False,,,
49027,0,0.0,,0.0,,,,,84.0,,5.4,,,,0.0,,0.0,,,,,84.0,,5.4,,,,,True,,,,,False,,False,,,
49029,0,0.0,,0.0,,,,,115.0,,165.2,,,,0.0,,0.0,,,,,115.0,,165.2,,,,,True,,,,,False,,False,,,
49031,0,0.0,,0.0,,,,,35.0,,0.2,,,,0.0,,0.0,,,,,35.0,,0.2,,,,,True,,,,,False,,False,,,
49033,0,0.0,,0.0,,,,,31.0,,10.0,,,,0.0,,0.0,,,,,31.0,,10.0,,,,,True,,,,,False,,False,,,
49035,42997,38874.0,,60059.0,,,,,32215.0,,29212.7,54693.5,16544.9,10947.0,-4123.0,,17062.0,,,,,-10782.0,,-13784.3,11696.5,-26452.1,-32050.0,,False,,,,,False,,False,False,False,False
49037,442,114.0,,0.0,,,,,201.0,,158.6,73.0,,28.0,-328.0,,-442.0,,,,,-241.0,,-283.4,-369.0,,-414.0,,False,,,,,True,,True,False,,False
49039,0,0.0,,0.0,,,,,978.0,,330.4,,,,0.0,,0.0,,,,,978.0,,330.4,,,,,True,,,,,False,,False,,,
