,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
40123,132,81.0,,81.9,,81.0,79.0,,,,,,43.5,,94.0,,95.8,27.9,,51.2,66.4,68.1,,94.0,119.0,,,,,,,0.0,49.3,-51.0,,-50.1,,-51.0,-53.0,,,,,,-88.5,,-38.0,,-36.2,-104.1,,-80.8,-65.6,-63.9,,-38.0,-13.0,,,,,,,-132.0,-82.7,,True,,False,False,,,,,,False,,True,,True,False,,False,False,False,,True,True,,,,,,,False,False
40125,214,153.0,,137.8,,145.0,157.0,,,,,,269.8,,167.0,,236.5,125.6,,86.2,118.1,183.2,,170.0,46.0,,,,128.5,,,171.0,113.1,-61.0,,-76.2,,-69.0,-57.0,,,,,,55.8,,-47.0,,22.5,-88.4,,-127.8,-95.9,-30.8,,-44.0,-168.0,,,,-85.5,,,-43.0,-100.9,,False,,False,True,,,,,,True,,True,,True,False,,False,False,True,,True,False,,,,False,,,True,False
40127,19,25.0,,25.9,,22.0,7.0,,,,,,14.2,,26.0,,24.5,8.0,,13.1,22.5,0.0,,29.0,36.0,,,,,,,21.0,17.7,6.0,,6.9,,3.0,-12.0,,,,,,-4.8,,7.0,,5.5,-11.0,,-5.9,3.5,-19.0,,10.0,17.0,,,,,,,2.0,-1.3,,False,,True,False,,,,,,True,,False,,True,False,,True,True,False,,False,False,,,,,,,True,True
40129,5,6.0,,7.8,,7.0,0.0,,,,,,6.0,,7.0,,8.2,2.4,,,6.7,,,,12.0,,,,,,,0.0,8.4,1.0,,2.8,,2.0,-5.0,,,,,,1.0,,2.0,,3.2,-2.6,,,1.7,,,,7.0,,,,,,,-5.0,3.4,,False,,False,False,,,,,,True,,False,,False,False,,,False,,,,False,,,,,,,False,False
40131,157,133.0,,137.7,,122.0,107.0,,,,,,247.5,,148.0,,131.4,109.5,,84.8,122.4,61.1,,153.0,206.0,,,,120.8,,,139.0,99.5,-24.0,,-19.3,,-35.0,-50.0,,,,,,90.5,,-9.0,,-25.6,-47.5,,-72.2,-34.6,-95.9,,-4.0,49.0,,,,-36.2,,,-18.0,-57.5,,True,,False,False,,,,,,False,,True,,False,False,,False,False,False,,True,False,,,,False,,,True,False
40133,95,56.0,,57.7,,58.0,84.0,,,,,,40.3,,71.0,,101.2,27.1,,32.7,57.5,46.6,,90.0,23.0,,,,,,,70.0,42.1,-39.0,,-37.3,,-37.0,-11.0,,,,,,-54.7,,-24.0,,6.2,-67.9,,-62.3,-37.5,-48.4,,-5.0,-72.0,,,,,,,-25.0,-52.9,,True,,True,True,,,,,,False,,True,,True,False,,False,True,False,,True,False,,,,,,,True,False
40135,103,73.0,,72.9,,66.0,72.0,,,,,,119.9,,126.0,,52.2,38.0,,60.0,72.0,0.5,,85.0,116.0,,,,58.7,,,59.0,61.0,-30.0,,-30.1,,-37.0,-31.0,,,,,,16.9,,23.0,,-50.8,-65.0,,-43.0,-31.0,-102.5,,-18.0,13.0,,,,-44.3,,,-44.0,-42.0,,False,,False,False,,,,,,True,,True,,False,False,,False,False,False,,True,True,,,,False,,,False,False
40137,104,71.0,,73.2,,61.0,61.0,,,,,,47.3,,101.0,,56.0,46.4,,55.9,71.8,46.0,,99.0,88.0,,,,,,,52.0,38.7,-33.0,,-30.8,,-43.0,-43.0,,,,,,-56.7,,-3.0,,-48.0,-57.6,,-48.1,-32.2,-58.0,,-5.0,-16.0,,,,,,,-52.0,-65.3,,True,,False,False,,,,,,False,,True,,False,False,,False,True,False,,True,True,,,,,,,False,False
40139,57,53.0,,54.7,,41.0,0.0,,,,,,122.8,,93.0,,41.3,44.7,,26.5,44.9,7.3,,45.0,43.0,,,,41.5,,,0.0,51.2,-4.0,,-2.3,,-16.0,-57.0,,,,,,65.8,,36.0,,-15.7,-12.3,,-30.5,-12.1,-49.7,,-12.0,-14.0,,,,-15.5,,,-57.0,-5.8,,True,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,False,,,False,False
40141,14,11.0,,10.9,,8.0,7.0,,,,,,6.5,,8.0,,11.1,2.9,,3.5,9.0,0.0,,15.0,17.0,,,,,,,15.0,6.8,-3.0,,-3.1,,-6.0,-7.0,,,,,,-7.5,,-6.0,,-2.9,-11.1,,-10.5,-5.0,-14.0,,1.0,3.0,,,,,,,1.0,-7.2,,False,,False,False,,,,,,False,,False,,True,False,,False,False,False,,True,False,,,,,,,True,False
40143,1162,1187.0,,1178.9,1078.9,1123.0,1196.0,,,,,,1147.7,,912.0,,1252.1,695.2,,957.8,1167.7,1428.0,,1578.0,526.0,,,,938.8,1050.0,,1508.0,467.7,25.0,,16.9,-83.1,-39.0,34.0,,,,,,-14.3,,-250.0,,90.1,-466.8,,-204.2,5.7,266.0,,416.0,-636.0,,,,-223.2,-112.0,,346.0,-694.3,,True,False,False,False,,,,,,True,,False,,False,False,,False,True,False,,False,False,,,,False,False,,False,False
40145,128,94.0,,94.8,,93.0,105.0,,,,,,140.0,,156.0,,105.8,101.5,,51.9,91.1,32.1,,114.0,94.0,,,,80.2,,,103.0,47.2,-34.0,,-33.2,,-35.0,-23.0,,,,,,12.0,,28.0,,-22.2,-26.5,,-76.1,-36.9,-95.9,,-14.0,-34.0,,,,-47.8,,,-25.0,-80.8,,True,,False,True,,,,,,True,,True,,True,True,,False,False,False,,True,False,,,,False,,,True,False
40147,93,90.0,,88.2,,87.0,109.0,,,,,,67.4,,94.0,,86.6,58.2,,57.1,83.7,83.3,,127.0,59.0,,,,86.1,,,116.0,32.7,-3.0,,-4.8,,-6.0,16.0,,,,,,-25.6,,1.0,,-6.4,-34.8,,-35.9,-9.3,-9.7,,34.0,-34.0,,,,-6.9,,,23.0,-60.3,,False,,False,False,,,,,,False,,True,,False,False,,False,False,False,,False,False,,,,False,,,False,False
40149,28,28.0,,27.9,,21.0,21.0,,,,,,13.9,,20.0,,37.5,7.4,,14.0,24.4,12.5,,34.0,2.0,,,,,,,32.0,16.8,0.0,,-0.1,,-7.0,-7.0,,,,,,-14.1,,-8.0,,9.5,-20.6,,-14.0,-3.6,-15.5,,6.0,-26.0,,,,,,,4.0,-11.2,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,,,,False,False
40151,32,20.0,,16.4,,15.0,2.0,,,,,,12.7,,18.0,,12.8,3.1,,14.5,22.3,0.0,,17.0,41.0,,,,,,,22.0,14.3,-12.0,,-15.6,,-17.0,-30.0,,,,,,-19.3,,-14.0,,-19.2,-28.9,,-17.5,-9.7,-32.0,,-15.0,9.0,,,,,,,-10.0,-17.7,,False,,False,False,,,,,,False,,False,,False,False,,False,True,False,,False,True,,,,,,,True,False
40153,49,22.0,,0.0,,26.0,35.0,,,,,,296.2,,95.0,,32.5,15.0,,7.7,30.6,0.2,,22.0,12.0,,,,43.3,,,4.0,183.4,-27.0,,-49.0,,-23.0,-14.0,,,,,,247.2,,46.0,,-16.5,-34.0,,-41.3,-18.4,-48.8,,-27.0,-37.0,,,,-5.7,,,-45.0,134.4,,False,,True,True,,,,,,False,,False,,True,False,,False,True,False,,False,False,,,,True,,,False,False
41001,2,1.0,,1.6,,2.0,0.0,,,,,,7.1,,7.0,,6.3,7.0,,0.0,1.9,12.7,,,2.0,,,,,,,4.0,3.1,-1.0,,-0.4,,0.0,-2.0,,,,,,5.1,,5.0,,4.3,5.0,,-2.0,-0.1,10.7,,,0.0,,,,,,,2.0,1.1,,True,,True,False,,,,,,False,,False,,False,False,,False,True,False,,,True,,,,,,,False,False
41003,24,33.0,,34.4,,30.0,28.0,,,,,,23.3,,25.0,,38.7,63.3,,12.9,30.2,43.2,,33.0,14.0,,,,,,,40.0,25.9,9.0,,10.4,,6.0,4.0,,,,,,-0.7,,1.0,,14.7,39.3,,-11.1,6.2,19.2,,9.0,-10.0,,,,,,,16.0,1.9,,False,,True,True,,,,,,True,,True,,False,False,,False,True,False,,False,False,,,,,,,False,True
41005,171,203.0,,208.5,,194.0,228.0,,,,,,200.4,,194.0,,209.8,259.8,,125.3,170.6,194.8,,254.0,151.0,,,,176.5,167.0,,235.0,98.5,32.0,,37.5,,23.0,57.0,,,,,,29.4,,23.0,,38.8,88.8,,-45.7,-0.4,23.8,,83.0,-20.0,,,,5.5,-4.0,,64.0,-72.5,,False,,True,False,,,,,,True,,True,,False,False,,False,True,True,,False,True,,,,True,True,,False,False
41007,7,6.0,,3.5,,4.0,1.0,,,,,,19.3,,4.0,,13.3,19.8,,2.0,6.4,13.4,,6.0,8.0,,,,,,,3.0,20.1,-1.0,,-3.5,,-3.0,-6.0,,,,,,12.3,,-3.0,,6.3,12.8,,-5.0,-0.6,6.4,,-1.0,1.0,,,,,,,-4.0,13.1,,False,,False,False,,,,,,False,,False,,False,False,,False,True,False,,False,False,,,,,,,False,False
41009,13,16.0,,17.8,,18.0,23.0,,,,,,17.2,,6.0,,22.8,19.4,,10.5,22.8,23.2,,19.0,23.0,,,,,,,12.0,16.0,3.0,,4.8,,5.0,10.0,,,,,,4.2,,-7.0,,9.8,6.4,,-2.5,9.8,10.2,,6.0,10.0,,,,,,,-1.0,3.0,,False,,False,False,,,,,,False,,False,,False,False,,True,False,False,,False,False,,,,,,,True,False
41011,26,14.0,,13.5,,14.0,18.0,,,,,,20.0,,16.0,,13.3,34.2,,10.9,21.5,25.8,,17.0,5.0,,,,,,,6.0,11.7,-12.0,,-12.5,,-12.0,-8.0,,,,,,-6.0,,-10.0,,-12.7,8.2,,-15.1,-4.5,-0.2,,-9.0,-21.0,,,,,,,-20.0,-14.3,,False,,False,True,,,,,,True,,True,,False,True,,False,True,True,,True,False,,,,,,,False,False
41013,22,13.0,,12.4,,9.0,0.0,,,,,,9.9,,10.0,,15.8,7.2,,1.2,8.0,,,10.0,11.0,,,,,,,11.0,3.0,-9.0,,-9.6,,-13.0,-22.0,,,,,,-12.1,,-12.0,,-6.2,-14.8,,-20.8,-14.0,,,-12.0,-11.0,,,,,,,-11.0,-19.0,,False,,False,False,,,,,,False,,False,,True,False,,False,False,,,False,False,,,,,,,False,False
41015,1,18.0,,17.4,,18.0,20.0,,,,,,9.0,,124.0,,36.2,8.0,,0.6,5.1,,,14.0,6.0,,,,,,,33.0,4.5,17.0,,16.4,,17.0,19.0,,,,,,8.0,,123.0,,35.2,7.0,,-0.4,4.1,,,13.0,5.0,,,,,,,32.0,3.5,,True,,False,False,,,,,,True,,False,,False,True,,True,True,,,True,True,,,,,,,False,True
41017,69,63.0,,60.4,,61.0,57.0,,,,,,73.4,,122.0,,66.9,97.4,,40.8,62.6,90.4,,78.0,65.0,,,,,56.0,,63.0,47.6,-6.0,,-8.6,,-8.0,-12.0,,,,,,4.4,,53.0,,-2.1,28.4,,-28.2,-6.4,21.4,,9.0,-4.0,,,,,-13.0,,-6.0,-21.4,,False,,False,False,,,,,,True,,False,,True,False,,False,False,False,,False,True,,,,,False,,False,False
41019,32,30.0,,29.9,,30.0,35.0,,,,,,28.6,,40.0,,36.0,39.0,,14.2,25.0,36.5,,37.0,15.0,,,,,,,29.0,17.7,-2.0,,-2.1,,-2.0,3.0,,,,,,-3.4,,8.0,,4.0,7.0,,-17.8,-7.0,4.5,,5.0,-17.0,,,,,,,-3.0,-14.3,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,,,,False,False
41021,0,1.0,,0.9,,0.0,0.0,,,,,,3.1,,0.0,,3.7,0.3,,,0.2,,,,1.0,,,,,,,3.0,1.3,1.0,,0.9,,0.0,0.0,,,,,,3.1,,0.0,,3.7,0.3,,,0.2,,,,1.0,,,,,,,3.0,1.3,,True,,True,True,,,,,,False,,True,,False,True,,,True,,,,False,,,,,,,False,False
41023,1,0.0,,0.0,,0.0,0.0,,,,,,3.4,,0.0,,0.2,0.7,,0.0,0.0,,,0.0,1.0,,,,,,,0.0,1.1,-1.0,,-1.0,,-1.0,-1.0,,,,,,2.4,,-1.0,,-0.8,-0.3,,-1.0,-1.0,,,-1.0,0.0,,,,,,,-1.0,0.1,,False,,False,False,,,,,,False,,False,,True,True,,True,True,,,False,True,,,,,,,False,True
41025,10,0.0,,0.1,,0.0,0.0,,,,,,3.8,,0.0,,1.8,0.1,,0.1,0.1,,,1.0,1.0,,,,,,,1.0,1.0,-10.0,,-9.9,,-10.0,-10.0,,,,,,-6.2,,-10.0,,-8.2,-9.9,,-9.9,-9.9,,,-9.0,-9.0,,,,,,,-9.0,-9.0,,True,,False,False,,,,,,True,,False,,True,True,,True,True,,,True,True,,,,,,,True,True
41027,9,1.0,,0.3,,1.0,7.0,,,,,,20.8,,5.0,,16.4,5.9,,0.0,1.7,0.0,,,14.0,,,,,,,12.0,4.8,-8.0,,-8.7,,-8.0,-2.0,,,,,,11.8,,-4.0,,7.4,-3.1,,-9.0,-7.3,-9.0,,,5.0,,,,,,,3.0,-4.2,,False,,False,True,,,,,,False,,True,,True,True,,False,True,False,,,True,,,,,,,True,True
41029,179,114.0,,111.1,,114.0,114.0,,,,,,146.9,,112.0,,127.2,171.3,,123.8,137.2,142.0,,139.0,40.0,,,,100.2,120.0,,120.0,75.6,-65.0,,-67.9,,-65.0,-65.0,,,,,,-32.1,,-67.0,,-51.8,-7.7,,-55.2,-41.8,-37.0,,-40.0,-139.0,,,,-78.8,-59.0,,-59.0,-103.4,,False,,False,False,,,,,,True,,False,,True,True,,True,True,True,,True,False,,,,False,True,,True,False
41031,10,5.0,,6.2,,6.0,7.0,,,,,,21.6,,17.0,,20.1,10.5,,0.7,8.5,0.0,,,4.0,,,,,,,15.0,16.1,-5.0,,-3.8,,-4.0,-3.0,,,,,,11.6,,7.0,,10.1,0.5,,-9.3,-1.5,-10.0,,,-6.0,,,,,,,5.0,6.1,,True,,True,True,,,,,,False,,False,,False,True,,False,True,False,,,False,,,,,,,False,False
41033,8,19.0,,18.9,,19.0,25.0,,,,,,15.2,,21.0,,30.9,34.5,,3.7,15.8,23.8,,22.0,5.0,,,,,,,21.0,11.7,11.0,,10.9,,11.0,17.0,,,,,,7.2,,13.0,,22.9,26.5,,-4.3,7.8,15.8,,14.0,-3.0,,,,,,,13.0,3.7,,True,,False,False,,,,,,True,,False,,False,False,,True,True,False,,False,True,,,,,,,False,True
41035,13,15.0,,5.9,,19.0,36.0,,,,,,23.8,,30.0,,74.5,31.1,,3.9,18.7,32.8,,,25.0,,,,,,,55.0,9.4,2.0,,-7.1,,6.0,23.0,,,,,,10.8,,17.0,,61.5,18.1,,-9.1,5.7,19.8,,,12.0,,,,,,,42.0,-3.6,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,,False,,,,,,,False,False
41037,0,1.0,,1.1,,1.0,0.0,,,,,,5.7,,3.0,,2.1,0.2,,0.3,0.3,,,1.0,2.0,,,,,,,1.0,1.3,1.0,,1.1,,1.0,0.0,,,,,,5.7,,3.0,,2.1,0.2,,0.3,0.3,,,1.0,2.0,,,,,,,1.0,1.3,,False,,False,True,,,,,,False,,False,,False,True,,True,True,,,False,False,,,,,,,False,False
41039,268,278.0,,264.2,,268.0,268.0,,,,,,403.5,,211.0,,466.2,521.5,,290.8,286.5,366.9,,369.0,159.0,,,,219.3,264.0,,311.0,213.4,10.0,,-3.8,,0.0,0.0,,,,,,135.5,,-57.0,,198.2,253.5,,22.8,18.5,98.9,,101.0,-109.0,,,,-48.7,-4.0,,43.0,-54.6,,True,,True,True,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,False,True,,False,False
41041,8,12.0,,11.8,,12.0,18.0,,,,,,19.0,,9.0,,17.8,8.9,,2.8,11.8,25.4,,13.0,14.0,,,,,,,19.0,5.2,4.0,,3.8,,4.0,10.0,,,,,,11.0,,1.0,,9.8,0.9,,-5.2,3.8,17.4,,5.0,6.0,,,,,,,11.0,-2.8,,True,,False,False,,,,,,False,,True,,False,True,,False,True,False,,False,False,,,,,,,False,True
41043,64,74.0,,78.8,,76.0,95.0,,,,,,56.1,,84.0,,124.0,74.6,,33.2,67.8,63.2,,115.0,13.0,,,,,72.0,,105.0,45.0,10.0,,14.8,,12.0,31.0,,,,,,-7.9,,20.0,,60.0,10.6,,-30.8,3.8,-0.8,,51.0,-51.0,,,,,8.0,,41.0,-19.0,,False,,False,False,,,,,,True,,False,,False,False,,False,True,True,,False,False,,,,,True,,False,False
41045,68,71.0,,68.0,,62.0,83.0,,,,,,132.9,,28.0,,72.7,34.6,,36.2,61.9,0.0,,84.0,10.0,,,,62.5,,,0.0,59.4,3.0,,-0.0,,-6.0,15.0,,,,,,64.9,,-40.0,,4.7,-33.4,,-31.8,-6.1,-68.0,,16.0,-58.0,,,,-5.5,,,-68.0,-8.6,,True,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,False,,,False,False
41047,296,281.0,,286.6,,277.0,291.0,,,,,,327.2,,300.0,,281.7,274.8,,251.9,277.0,197.5,,310.0,248.0,,,,274.6,252.0,,267.0,171.0,-15.0,,-9.4,,-19.0,-5.0,,,,,,31.2,,4.0,,-14.3,-21.2,,-44.1,-19.0,-98.5,,14.0,-48.0,,,,-21.4,-44.0,,-29.0,-125.0,,True,,False,True,,,,,,False,,True,,True,False,,False,False,False,,True,False,,,,False,False,,False,False
41049,4,7.0,,8.2,,4.0,3.0,,,,,,20.2,,15.0,,3.6,6.1,,2.9,7.3,0.0,,11.0,28.0,,,,,,,8.0,6.9,3.0,,4.2,,0.0,-1.0,,,,,,16.2,,11.0,,-0.4,2.1,,-1.1,3.3,-4.0,,7.0,24.0,,,,,,,4.0,2.9,,False,,True,True,,,,,,False,,False,,True,True,,True,False,False,,False,False,,,,,,,False,True
41051,593,545.0,,548.1,555.4,547.0,574.0,,,,,,492.0,,558.0,,464.3,726.8,,538.5,539.8,445.6,,705.0,455.0,,,,477.3,572.0,,596.0,272.4,-48.0,,-44.9,-37.6,-46.0,-19.0,,,,,,-101.0,,-35.0,,-128.7,133.8,,-54.5,-53.2,-147.4,,112.0,-138.0,,,,-115.7,-21.0,,3.0,-320.6,,True,True,True,True,,,,,,False,,True,,False,False,,False,False,False,,False,False,,,,False,True,,True,False
41053,22,44.0,,44.0,,38.0,43.0,,,,,,32.8,,24.0,,28.2,47.4,,29.0,37.9,34.9,,51.0,42.0,,,,,,,41.0,12.4,22.0,,22.0,,16.0,21.0,,,,,,10.8,,2.0,,6.2,25.4,,7.0,15.9,12.9,,29.0,20.0,,,,,,,19.0,-9.6,,True,,True,True,,,,,,True,,True,,True,False,,True,True,True,,False,True,,,,,,,True,True
41055,0,0.0,,0.0,,0.0,0.0,,,,,,3.8,,0.0,,0.1,0.1,,0.1,0.0,,,0.0,0.0,,,,,,,0.0,1.0,0.0,,0.0,,0.0,0.0,,,,,,3.8,,0.0,,0.1,0.1,,0.1,0.0,,,0.0,0.0,,,,,,,0.0,1.0,,True,,True,True,,,,,,False,,True,,False,False,,False,False,,,True,True,,,,,,,True,False
41057,2,6.0,,5.5,,5.0,11.0,,,,,,9.4,,2.0,,17.3,7.4,,0.8,4.6,,,8.0,7.0,,,,,,,13.0,2.8,4.0,,3.5,,3.0,9.0,,,,,,7.4,,0.0,,15.3,5.4,,-1.2,2.6,,,6.0,5.0,,,,,,,11.0,0.8,,True,,True,False,,,,,,False,,True,,False,False,,True,True,,,False,False,,,,,,,False,True
41059,89,97.0,,98.1,,89.0,101.0,,,,,,105.5,,138.0,,78.7,61.5,,51.3,80.2,0.2,,95.0,91.0,,,,99.3,,,86.0,61.6,8.0,,9.1,,0.0,12.0,,,,,,16.5,,49.0,,-10.3,-27.5,,-37.7,-8.8,-88.8,,6.0,2.0,,,,10.3,,,-3.0,-27.4,,False,,True,False,,,,,,False,,False,,False,False,,False,False,False,,True,True,,,,False,,,True,False
41061,9,5.0,,4.8,,4.0,0.0,,,,,,20.3,,24.0,,9.0,5.3,,0.5,4.2,2.7,,6.0,2.0,,,,,,,7.0,4.3,-4.0,,-4.2,,-5.0,-9.0,,,,,,11.3,,15.0,,-0.0,-3.7,,-8.5,-4.8,-6.3,,-3.0,-7.0,,,,,,,-2.0,-4.7,,False,,False,False,,,,,,False,,False,,True,True,,False,False,False,,True,False,,,,,,,True,False
41063,4,2.0,,1.8,,2.0,0.0,,,,,,3.1,,1.0,,1.7,1.8,,2.4,3.6,,,3.0,2.0,,,,,,,2.0,3.2,-2.0,,-2.2,,-2.0,-4.0,,,,,,-0.9,,-3.0,,-2.3,-2.2,,-1.6,-0.4,,,-1.0,-2.0,,,,,,,-2.0,-0.8,,False,,False,False,,,,,,True,,False,,False,False,,True,True,,,True,False,,,,,,,False,True
41065,15,11.0,,6.4,,11.0,12.0,,,,,,119.5,,13.0,,22.6,10.6,,1.2,7.6,10.1,,15.0,2.0,,,,,,,15.0,12.7,-4.0,,-8.6,,-4.0,-3.0,,,,,,104.5,,-2.0,,7.6,-4.4,,-13.8,-7.4,-4.9,,0.0,-13.0,,,,,,,0.0,-2.3,,False,,False,True,,,,,,False,,True,,False,False,,False,False,False,,True,False,,,,,,,True,True
41067,336,341.0,,338.5,,306.0,370.0,,,,,,330.7,,299.0,,323.8,316.8,,246.7,280.5,336.7,,395.0,282.0,,,,307.0,278.0,,358.0,161.3,5.0,,2.5,,-30.0,34.0,,,,,,-5.3,,-37.0,,-12.2,-19.2,,-89.3,-55.5,0.7,,59.0,-54.0,,,,-29.0,-58.0,,22.0,-174.7,,True,,False,False,,,,,,False,,False,,False,False,,False,False,True,,False,False,,,,False,False,,False,False
41069,0,1.0,,1.0,,0.0,0.0,,,,,,2.7,,0.0,,1.2,0.9,,,0.1,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,0.0,0.0,,,,,,2.7,,0.0,,1.2,0.9,,,0.1,,,1.0,1.0,,,,,,,1.0,1.0,,True,,True,True,,,,,,False,,True,,False,True,,,True,,,False,False,,,,,,,False,True
41071,53,63.0,,63.4,,63.0,82.0,,,,,,46.2,,32.0,,81.0,62.8,,27.6,64.3,53.2,,87.0,39.0,,,,,,,84.0,29.7,10.0,,10.4,,10.0,29.0,,,,,,-6.8,,-21.0,,28.0,9.8,,-25.4,11.3,0.2,,34.0,-14.0,,,,,,,31.0,-23.3,,False,,False,False,,,,,,True,,False,,False,True,,False,False,True,,False,False,,,,,,,False,False
42001,85,56.0,,58.0,,58.0,61.0,,,,,,121.4,,66.0,,57.9,68.9,,48.7,67.3,90.1,,67.0,70.0,,,,,,,50.0,39.5,-29.0,,-27.0,,-27.0,-24.0,,,,,,36.4,,-19.0,,-27.1,-16.1,,-36.3,-17.7,5.1,,-18.0,-15.0,,,,,,,-35.0,-45.5,,True,,True,True,,,,,,False,,True,,True,True,,False,True,True,,True,True,,,,,,,False,False
42003,859,776.0,,785.6,824.4,805.0,887.0,,,,,,766.7,,554.0,,577.6,1156.6,,824.8,866.5,1019.6,,912.0,631.0,,,,677.8,1012.0,,737.0,312.1,-83.0,,-73.4,-34.6,-54.0,28.0,,,,,,-92.3,,-305.0,,-281.4,297.6,,-34.2,7.5,160.6,,53.0,-228.0,,,,-181.2,153.0,,-122.0,-546.9,,True,True,True,True,,,,,,False,,False,,False,False,,True,True,False,,True,False,,,,False,False,,False,False
42005,70,63.0,,62.9,,56.0,78.0,,,,,,75.3,,28.0,,55.8,48.1,,39.7,51.8,61.0,,87.0,54.0,,,,,,,60.0,15.9,-7.0,,-7.1,,-14.0,8.0,,,,,,5.3,,-42.0,,-14.2,-21.9,,-30.3,-18.2,-9.0,,17.0,-16.0,,,,,,,-10.0,-54.1,,False,,False,False,,,,,,True,,False,,False,False,,False,False,False,,False,False,,,,,,,False,False
42007,102,106.0,,99.8,,96.0,113.0,,,,,,167.8,,86.0,,85.3,174.9,,74.6,112.7,150.3,,121.0,70.0,,,,95.7,78.0,,101.0,55.5,4.0,,-2.2,,-6.0,11.0,,,,,,65.8,,-16.0,,-16.7,72.9,,-27.4,10.7,48.3,,19.0,-32.0,,,,-6.3,-24.0,,-1.0,-46.5,,True,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,False,False,,True,False
42009,49,52.0,,50.9,,44.0,61.0,,,,,,24.5,,20.0,,51.0,37.1,,37.3,44.3,31.7,,58.0,77.0,,,,,,,58.0,13.7,3.0,,1.9,,-5.0,12.0,,,,,,-24.5,,-29.0,,2.0,-11.9,,-11.7,-4.7,-17.3,,9.0,28.0,,,,,,,9.0,-35.3,,True,,False,False,,,,,,False,,False,,True,False,,False,False,False,,False,False,,,,,,,False,False
42011,603,486.0,,490.3,,447.0,530.0,,,,,,152.7,,323.0,,412.5,570.1,,446.9,561.1,220.4,,633.0,244.0,,,,420.7,586.0,,497.0,215.9,-117.0,,-112.7,,-156.0,-73.0,,,,,,-450.3,,-280.0,,-190.5,-32.9,,-156.1,-41.9,-382.6,,30.0,-359.0,,,,-182.3,-17.0,,-106.0,-387.1,,True,,False,True,,,,,,False,,False,,False,True,,False,True,False,,True,False,,,,False,True,,True,False
