,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
41007,189,128.0,,128.6,,123.0,33.0,,,,,115.8,188.1,,,208.0,,86.5,,203.1,157.5,,143.0,117.1,0.0,,213.0,123.1,,,,,,,,,89.1,-61.0,,-60.4,,-66.0,-156.0,,,,,-73.2,-0.9,,,19.0,,-102.5,,14.1,-31.5,,-46.0,-71.9,-189.0,,24.0,-65.9,,,,,,,,,-99.9,,True,,False,False,,,,,False,True,,,True,,False,,True,True,,True,False,False,,True,False,,,,,,,,,False
41009,276,276.0,,285.9,,253.0,165.0,,,,,207.9,403.9,,,319.0,,174.8,,276.5,336.5,,299.0,218.9,17.2,,274.0,230.6,,,,,,,,,310.7,0.0,,9.9,,-23.0,-111.0,,,,,-68.1,127.9,,,43.0,,-101.2,,0.5,60.5,,23.0,-57.1,-258.8,,-2.0,-45.4,,,,,,,,,34.7,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,,,,,False
41011,293,168.0,,172.5,,190.0,49.0,,,,,179.2,245.4,,,351.0,,149.7,,309.7,316.5,,226.0,205.0,10.2,,330.0,272.0,,,,,,,,,191.3,-125.0,,-120.5,,-103.0,-244.0,,,,,-113.8,-47.6,,,58.0,,-143.3,,16.7,23.5,,-67.0,-88.0,-282.8,,37.0,-21.0,,,,,,,,,-101.7,,True,,True,False,,,,,True,True,,,True,,False,,True,True,,True,True,False,,True,True,,,,,,,,,True
41013,224,164.0,,135.5,,117.0,59.0,,,,,111.2,261.5,,,295.0,,98.5,,146.7,,,118.0,101.6,0.0,,138.0,118.1,,,,,,,,,165.4,-60.0,,-88.5,,-107.0,-165.0,,,,,-112.8,37.5,,,71.0,,-125.5,,-77.3,,,-106.0,-122.4,-224.0,,-86.0,-105.9,,,,,,,,,-58.6,,False,,False,False,,,,,False,True,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,True
41015,61,92.0,,87.9,,93.0,35.0,,,,,77.1,128.8,,,102.0,,109.2,,102.9,,,88.0,115.6,9.9,,118.0,92.1,,,,,,,,,165.4,31.0,,26.9,,32.0,-26.0,,,,,16.1,67.8,,,41.0,,48.2,,41.9,,,27.0,54.6,-51.1,,57.0,31.1,,,,,,,,,104.4,,True,,False,True,,,,,True,False,,,False,,False,,False,,,True,False,False,,False,False,,,,,,,,,False
41017,1370,1180.0,,1196.3,,1120.0,1241.0,,,,,907.8,1379.0,,,2307.0,,555.9,,1244.0,1136.5,,1201.5,905.8,0.2,,1121.0,908.1,,,,,803.6,834.0,,,1358.2,-190.0,,-173.7,,-250.0,-129.0,,,,,-462.2,9.0,,,937.0,,-814.1,,-126.0,-233.5,,-168.5,-464.2,-1369.8,,-249.0,-461.9,,,,,-566.4,-536.0,,,-11.8,,True,,False,True,,,,,False,True,,,False,,False,,True,False,,True,False,False,,False,False,,,,,False,False,,,True
41019,425,296.0,,289.8,,263.0,93.0,,,,,281.1,528.2,,,843.0,,170.6,,452.9,413.5,,200.0,249.8,4.0,,543.0,326.4,,,,,,,,,158.7,-129.0,,-135.2,,-162.0,-332.0,,,,,-143.9,103.2,,,418.0,,-254.4,,27.9,-11.5,,-225.0,-175.2,-421.0,,118.0,-98.6,,,,,,,,,-266.3,,False,,False,False,,,,,False,True,,,False,,False,,True,True,,False,False,False,,True,True,,,,,,,,,False
41021,20,0.0,,0.3,,8.0,0.0,,,,,3.4,9.6,,,11.0,,88.1,,16.2,,,8.0,6.0,,,8.0,13.6,,,,,,,,,4.1,-20.0,,-19.7,,-12.0,-20.0,,,,,-16.6,-10.4,,,-9.0,,68.1,,-3.8,,,-12.0,-14.0,,,-12.0,-6.4,,,,,,,,,-15.9,,True,,True,False,,,,,True,True,,,True,,False,,True,,,True,True,,,True,True,,,,,,,,,True
41023,49,16.0,,5.0,,8.0,0.0,,,,,28.4,49.2,,,60.0,,6.0,,14.9,,,2.0,14.7,0.0,,33.0,19.0,,,,,,,,,5.5,-33.0,,-44.0,,-41.0,-49.0,,,,,-20.6,0.2,,,11.0,,-43.0,,-34.1,,,-47.0,-34.3,-49.0,,-16.0,-30.0,,,,,,,,,-43.5,,False,,False,False,,,,,True,True,,,True,,False,,False,,,False,False,False,,True,True,,,,,,,,,False
41025,50,28.0,,27.6,,17.0,0.0,,,,,20.7,56.5,,,50.0,,5.8,,17.2,,,0.0,16.3,0.0,,34.0,18.9,,,,,,,,,16.6,-22.0,,-22.4,,-33.0,-50.0,,,,,-29.3,6.5,,,0.0,,-44.2,,-32.8,,,-50.0,-33.7,-50.0,,-16.0,-31.1,,,,,,,,,-33.4,,False,,False,False,,,,,False,True,,,True,,False,,False,,,False,False,False,,True,False,,,,,,,,,False
41027,207,300.0,,316.0,,236.0,110.0,,,,,279.4,317.1,,,208.0,,474.4,,410.7,,,591.0,213.5,1.7,,190.0,417.4,,,,,,,,,334.3,93.0,,109.0,,29.0,-97.0,,,,,72.4,110.1,,,1.0,,267.4,,203.7,,,384.0,6.5,-205.3,,-17.0,210.4,,,,,,,,,127.3,,False,,True,False,,,,,True,False,,,True,,False,,False,,,False,True,False,,True,False,,,,,,,,,False
41029,1571,1148.0,,1187.0,,1126.0,413.0,,,,,1264.0,1319.9,,,2003.0,,825.0,,951.7,1506.0,,1233.5,1046.9,0.0,,1618.0,1963.4,,,,,1146.9,660.0,,,813.7,-423.0,,-384.0,,-445.0,-1158.0,,,,,-307.0,-251.1,,,432.0,,-746.0,,-619.3,-65.0,,-337.5,-524.1,-1571.0,,47.0,392.4,,,,,-424.1,-911.0,,,-757.3,,True,,False,False,,,,,True,True,,,False,,False,,False,True,,True,False,False,,True,True,,,,,False,False,,,False
41031,356,488.0,,535.2,,350.0,438.0,,,,,405.2,563.6,,,309.0,,332.1,,357.6,,,477.0,296.3,0.0,,299.0,538.6,,,,,,,,,209.6,132.0,,179.2,,-6.0,82.0,,,,,49.2,207.6,,,-47.0,,-23.9,,1.6,,,121.0,-59.7,-356.0,,-57.0,182.6,,,,,,,,,-146.4,,False,,True,True,,,,,True,False,,,True,,True,,True,,,True,True,False,,True,False,,,,,,,,,False
41033,767,416.0,,438.9,,453.0,129.0,,,,,342.1,360.0,,,561.0,,496.2,,759.5,660.5,,474.0,508.4,21.5,,564.0,352.8,,,,,,,,,322.2,-351.0,,-328.1,,-314.0,-638.0,,,,,-424.9,-407.0,,,-206.0,,-270.8,,-7.5,-106.5,,-293.0,-258.6,-745.5,,-203.0,-414.2,,,,,,,,,-444.8,,True,,True,False,,,,,False,False,,,True,,True,,True,True,,True,True,False,,True,False,,,,,,,,,False
41035,781,608.0,,550.3,,522.0,393.0,,,,,525.6,480.0,,,792.0,,465.0,,503.5,833.0,,731.0,587.5,17.5,,504.0,320.8,,,,,,,,,534.2,-173.0,,-230.7,,-259.0,-388.0,,,,,-255.4,-301.0,,,11.0,,-316.0,,-277.5,52.0,,-50.0,-193.5,-763.5,,-277.0,-460.2,,,,,,,,,-246.8,,False,,False,False,,,,,False,False,,,True,,False,,False,True,,True,False,False,,False,False,,,,,,,,,False
41037,59,32.0,,34.3,,15.0,0.0,,,,,38.1,65.5,,,80.0,,11.9,,16.3,,,1.0,14.6,0.0,,41.0,16.6,,,,,,,,,22.1,-27.0,,-24.7,,-44.0,-59.0,,,,,-20.9,6.5,,,21.0,,-47.1,,-42.7,,,-58.0,-44.4,-59.0,,-18.0,-42.4,,,,,,,,,-36.9,,True,,False,False,,,,,True,True,,,True,,False,,False,,,False,False,False,,True,False,,,,,,,,,False
41039,2107,1828.0,,1889.5,,1686.0,997.0,,,,,1515.4,2159.3,,,3011.0,,1524.1,,2349.0,2250.0,,2012.0,1450.7,683.7,,1901.0,1895.3,,,,,1455.6,780.0,,,1737.2,-279.0,,-217.5,,-421.0,-1110.0,,,,,-591.6,52.3,,,904.0,,-582.9,,242.0,143.0,,-95.0,-656.3,-1423.3,,-206.0,-211.7,,,,,-651.4,-1327.0,,,-369.8,,True,,False,False,,,,,False,True,,,False,,False,,True,True,,True,False,False,,True,True,,,,,False,False,,,False
41041,188,156.0,,145.5,,155.0,24.0,,,,,220.9,206.4,,,245.0,,63.3,,528.7,184.0,,131.0,182.7,0.0,,224.0,332.8,,,,,,,,,95.1,-32.0,,-42.5,,-33.0,-164.0,,,,,32.9,18.4,,,57.0,,-124.7,,340.7,-4.0,,-57.0,-5.3,-188.0,,36.0,144.8,,,,,,,,,-92.9,,False,,False,False,,,,,False,True,,,False,,False,,False,True,,False,True,False,,False,False,,,,,,,,,False
41043,670,884.0,,865.6,,773.0,811.0,,,,,638.2,982.2,,735.7,1363.0,,478.4,,882.2,1162.0,,1099.5,691.5,0.0,,791.0,740.8,,,,,585.2,447.0,,,821.2,214.0,,195.6,,103.0,141.0,,,,,-31.8,312.2,,65.7,693.0,,-191.6,,212.2,492.0,,429.5,21.5,-670.0,,121.0,70.8,,,,,-84.8,-223.0,,,151.2,,True,,True,True,,,,,True,False,,True,False,,True,,True,False,,False,True,False,,True,True,,,,,True,False,,,True
41045,395,280.0,,226.4,,251.0,172.0,,,,,629.0,235.2,,,401.0,,180.1,,352.6,301.5,,372.0,221.0,0.0,,323.0,484.5,,,,,102.8,,,,38.3,-115.0,,-168.6,,-144.0,-223.0,,,,,234.0,-159.8,,,6.0,,-214.9,,-42.4,-93.5,,-23.0,-174.0,-395.0,,-72.0,89.5,,,,,-292.2,,,,-356.7,,False,,False,False,,,,,False,False,,,True,,False,,True,True,,True,False,False,,True,True,,,,,False,,,,False
41047,3564,3044.0,,2975.6,,3050.0,1883.0,,,,,3261.8,2429.6,,3936.3,3936.0,,2460.9,,3023.6,3478.0,,3661.0,3677.6,935.9,,2657.0,3570.8,,,,,3085.6,2738.0,,,2234.6,-520.0,,-588.4,,-514.0,-1681.0,,,,,-302.2,-1134.4,,372.3,372.0,,-1103.1,,-540.4,-86.0,,97.0,113.6,-2628.1,,-907.0,6.8,,,,,-478.4,-826.0,,,-1329.4,,False,,True,False,,,,,True,False,,True,True,,False,,False,True,,True,True,False,,False,True,,,,,True,False,,,False
41049,170,88.0,,86.3,,83.0,34.0,,,,,185.2,123.5,,,179.0,,33.4,,103.3,,,83.0,58.1,0.0,,113.0,220.4,,,,,,,,,65.0,-82.0,,-83.7,,-87.0,-136.0,,,,,15.2,-46.5,,,9.0,,-136.6,,-66.7,,,-87.0,-111.9,-170.0,,-57.0,50.4,,,,,,,,,-105.0,,False,,False,False,,,,,True,True,,,True,,False,,True,,,False,False,False,,True,True,,,,,,,,,False
41051,4569,5992.0,,6143.9,10578.9,4705.0,4654.0,,,,,5443.0,6006.5,,4345.8,6181.0,,2756.0,,9001.9,6666.0,,4948.5,4713.7,3.7,,4478.0,5092.7,,,,,4372.1,2313.0,,,7171.0,1423.0,,1574.9,6009.9,136.0,85.0,,,,,874.0,1437.5,,-223.2,1612.0,,-1813.0,,4432.9,2097.0,,379.5,144.7,-4565.3,,-91.0,523.7,,,,,-196.9,-2256.0,,,2602.0,,False,False,True,True,,,,,True,False,,True,False,,False,,False,False,,True,True,False,,True,True,,,,,True,False,,,False
41053,732,420.0,,434.3,,427.0,208.0,,,,,460.2,498.2,,,615.0,,300.3,,521.8,579.5,,522.0,477.6,0.0,,378.0,588.0,,,,,,,,,446.1,-312.0,,-297.7,,-305.0,-524.0,,,,,-271.8,-233.8,,,-117.0,,-431.7,,-210.2,-152.5,,-210.0,-254.4,-732.0,,-354.0,-144.0,,,,,,,,,-285.9,,True,,True,False,,,,,True,True,,,True,,False,,True,True,,True,True,False,,False,True,,,,,,,,,True
41055,17,8.0,,8.7,,8.0,0.0,,,,,3.6,7.1,,,8.0,,40.8,,17.5,,,4.0,2.8,,,12.0,11.2,,,,,,,,,6.3,-9.0,,-8.3,,-9.0,-17.0,,,,,-13.4,-9.9,,,-9.0,,23.8,,0.5,,,-13.0,-14.2,,,-5.0,-5.8,,,,,,,,,-10.7,,True,,False,False,,,,,False,False,,,False,,False,,True,,,False,False,,,True,True,,,,,,,,,False
41057,93,140.0,,175.0,,132.0,57.0,,,,,106.8,191.0,,,110.0,,262.6,,333.2,,,211.0,149.8,2.1,,154.0,109.9,,,,,,,,,144.8,47.0,,82.0,,39.0,-36.0,,,,,13.8,98.0,,,17.0,,169.6,,240.2,,,118.0,56.8,-90.9,,61.0,16.9,,,,,,,,,51.8,,False,,True,True,,,,,True,False,,,True,,False,,False,,,False,False,False,,False,True,,,,,,,,,False
41059,1597,1032.0,,1071.5,,928.0,846.0,,,,,1192.9,966.4,,,947.0,,582.9,,919.3,952.5,,1109.0,742.5,70.0,,968.0,1163.5,,,,,513.2,,,,1169.1,-565.0,,-525.5,,-669.0,-751.0,,,,,-404.1,-630.6,,,-650.0,,-1014.1,,-677.7,-644.5,,-488.0,-854.5,-1527.0,,-629.0,-433.5,,,,,-1083.8,,,,-427.9,,True,,False,False,,,,,True,False,,,False,,False,,False,False,,True,False,False,,False,True,,,,,False,,,,True
41061,179,96.0,,103.2,,77.0,33.0,,,,,181.4,166.9,,,227.0,,62.6,,231.2,,,61.0,78.8,0.0,,172.0,90.3,,,,,,,,,64.3,-83.0,,-75.8,,-102.0,-146.0,,,,,2.4,-12.1,,,48.0,,-116.4,,52.2,,,-118.0,-100.2,-179.0,,-7.0,-88.7,,,,,,,,,-114.7,,True,,False,False,,,,,True,True,,,True,,False,,True,,,False,False,False,,True,False,,,,,,,,,False
41063,23,0.0,,0.8,,2.0,0.0,,,,,8.9,22.9,,,46.0,,2.0,,8.9,,,4.0,1.7,,,29.0,14.0,,,,,,,,,2.1,-23.0,,-22.2,,-21.0,-23.0,,,,,-14.1,-0.1,,,23.0,,-21.0,,-14.1,,,-19.0,-21.3,,,6.0,-9.0,,,,,,,,,-20.9,,True,,True,False,,,,,True,True,,,False,,True,,True,,,True,True,,,True,True,,,,,,,,,True
41065,282,268.0,,260.5,,234.0,173.0,,,,,246.1,257.0,,,287.0,,244.1,,242.2,,,380.0,266.3,8.8,,219.0,199.6,,,,,,,,,282.0,-14.0,,-21.5,,-48.0,-109.0,,,,,-35.9,-25.0,,,5.0,,-37.9,,-39.8,,,98.0,-15.7,-273.2,,-63.0,-82.4,,,,,,,,,-0.0,,False,,False,False,,,,,False,False,,,True,,False,,False,,,False,False,False,,False,False,,,,,,,,,True
41067,4059,3180.0,,3128.4,,2840.0,1656.0,,,,,3590.2,2360.1,,2612.9,3875.0,,1964.1,,3589.2,3574.0,,3477.5,2855.4,2.6,,2759.0,2976.3,,,,,3142.1,1694.0,,,3895.1,-879.0,,-930.6,,-1219.0,-2403.0,,,,,-468.8,-1698.9,,-1446.1,-184.0,,-2094.9,,-469.8,-485.0,,-581.5,-1203.6,-4056.4,,-1300.0,-1082.7,,,,,-916.9,-2365.0,,,-163.9,,False,,False,False,,,,,True,False,,False,True,,False,,True,True,,True,False,False,,False,False,,,,,False,False,,,True
41069,4,16.0,,15.9,,10.0,0.0,,,,,5.7,9.6,,,28.0,,6.1,,17.3,,,12.0,2.9,,,10.0,4.8,,,,,,,,,8.5,12.0,,11.9,,6.0,-4.0,,,,,1.7,5.6,,,24.0,,2.1,,13.3,,,8.0,-1.1,,,6.0,0.8,,,,,,,,,4.5,,True,,True,True,,,,,True,True,,,False,,True,,False,,,True,True,,,True,True,,,,,,,,,True
41071,771,640.0,,643.5,,637.0,228.0,,,,,619.2,665.1,,,776.0,,568.9,,761.3,871.5,,949.0,639.3,210.3,,638.0,1212.4,,,,,761.0,,,,259.4,-131.0,,-127.5,,-134.0,-543.0,,,,,-151.8,-105.9,,,5.0,,-202.1,,-9.7,100.5,,178.0,-131.7,-560.7,,-133.0,441.4,,,,,-10.0,,,,-511.6,,True,,False,False,,,,,False,True,,,True,,False,,True,True,,False,False,False,,False,False,,,,,True,,,,False
42001,2029,2340.0,,2514.6,,1899.0,1708.0,,,,,1273.3,1787.4,,,1906.0,,2518.4,,1426.6,2375.0,,4270.0,1868.9,189.5,,1741.0,1716.5,,,,,2734.3,,,,3792.7,311.0,,485.6,,-130.0,-321.0,,,,,-755.7,-241.6,,,-123.0,,489.4,,-602.4,346.0,,2241.0,-160.1,-1839.5,,-288.0,-312.5,,,,,705.3,,,,1763.7,,False,,True,False,,,,,False,True,,,True,,False,,False,False,,False,True,False,,True,False,,,,,False,,,,False
42003,15950,20640.0,,19063.4,20385.2,16944.0,18093.0,,,,,14602.6,16809.2,,17275.8,22321.0,,18229.6,,22283.1,12924.0,,21242.5,14657.2,5102.2,,15209.0,17384.7,,,,,19247.6,8823.0,,,0.0,4690.0,,3113.4,4435.2,994.0,2143.0,,,,,-1347.4,859.2,,1325.8,6371.0,,2279.6,,6333.1,-3026.0,,5292.5,-1292.8,-10847.8,,-741.0,1434.7,,,,,3297.6,-7127.0,,,-15950.0,,True,True,True,True,,,,,True,True,,True,False,,True,,False,True,,False,True,False,,True,True,,,,,True,False,,,False
42005,1273,1440.0,,1407.8,,1232.0,981.0,,,,,762.4,966.1,,,1532.0,,1272.5,,849.6,980.5,,1930.0,1197.7,252.8,,1171.0,1173.8,,,,,1233.2,,,,1910.9,167.0,,134.8,,-41.0,-292.0,,,,,-510.6,-306.9,,,259.0,,-0.5,,-423.4,-292.5,,657.0,-75.3,-1020.2,,-102.0,-99.2,,,,,-39.8,,,,637.9,,True,,True,False,,,,,False,False,,,False,,True,,False,False,,False,True,False,,True,True,,,,,True,,,,False
42007,2618,3016.0,,3273.8,,2415.0,1032.0,,,,,2371.0,1909.9,,,3463.0,,3364.7,,2523.3,2874.5,,4315.0,1767.3,284.1,,2354.0,1855.4,,,,,2806.6,1194.0,,,392.4,398.0,,655.8,,-203.0,-1586.0,,,,,-247.0,-708.1,,,845.0,,746.7,,-94.7,256.5,,1697.0,-850.7,-2333.9,,-264.0,-762.6,,,,,188.6,-1424.0,,,-2225.6,,False,,True,False,,,,,True,False,,,False,,False,,True,True,,False,False,False,,True,False,,,,,True,False,,,False
42009,645,820.0,,719.3,,679.0,321.0,,,,,690.2,743.0,,,976.0,,568.7,,487.0,467.5,,804.0,440.7,0.1,,678.0,963.4,,,,,742.8,,,,37.2,175.0,,74.3,,34.0,-324.0,,,,,45.2,98.0,,,331.0,,-76.3,,-158.0,-177.5,,159.0,-204.3,-644.9,,33.0,318.4,,,,,97.8,,,,-607.8,,True,,True,False,,,,,True,True,,,False,,True,,True,False,,True,False,False,,True,False,,,,,True,,,,False
42011,7949,8144.0,,8101.7,7491.2,7019.0,6122.0,,,,,5694.0,7154.5,,7990.5,7705.0,,5773.0,,6554.7,7040.0,,7116.5,7073.1,1746.5,,6128.0,8151.4,,,,,3170.3,5695.0,,,10152.0,195.0,,152.7,-457.8,-930.0,-1827.0,,,,,-2255.0,-794.5,,41.5,-244.0,,-2176.0,,-1394.3,-909.0,,-832.5,-875.9,-6202.5,,-1821.0,202.4,,,,,-4778.7,-2254.0,,,2203.0,,True,False,False,False,,,,,False,False,,True,False,,False,,False,False,,False,False,False,,False,False,,,,,False,False,,,False
42013,2045,2764.0,,2758.3,,2009.0,1378.0,,,,,1858.0,2251.5,,,2698.0,,1725.8,,1801.3,1983.5,,2488.0,1601.6,0.0,,2021.0,2681.0,,,,,1724.1,,,,710.3,719.0,,713.3,,-36.0,-667.0,,,,,-187.0,206.5,,,653.0,,-319.2,,-243.7,-61.5,,443.0,-443.4,-2045.0,,-24.0,636.0,,,,,-320.9,,,,-1334.7,,True,,True,True,,,,,True,True,,,True,,True,,True,True,,True,True,False,,True,True,,,,,True,,,,False
42015,837,896.0,,917.8,,735.0,456.0,,,,,624.3,838.2,,,1262.0,,753.4,,543.9,681.0,,1168.0,679.8,201.0,,781.0,868.4,,,,,663.2,,,,507.8,59.0,,80.8,,-102.0,-381.0,,,,,-212.7,1.2,,,425.0,,-83.6,,-293.1,-156.0,,331.0,-157.2,-636.0,,-56.0,31.4,,,,,-173.8,,,,-329.2,,False,,False,False,,,,,False,True,,,False,,False,,False,False,,False,False,False,,True,True,,,,,False,,,,False
42017,8953,9776.0,,10100.0,8981.6,7501.0,5553.0,,,,,7369.0,7724.3,,6669.9,9018.0,,5438.9,,9057.8,8578.5,,8275.5,7154.4,20.4,,7264.0,6462.5,,,,,8475.8,4151.0,,,9310.4,823.0,,1147.0,28.6,-1452.0,-3400.0,,,,,-1584.0,-1228.7,,-2283.1,65.0,,-3514.1,,104.8,-374.5,,-677.5,-1798.6,-8932.6,,-1689.0,-2490.5,,,,,-477.2,-4802.0,,,357.4,,False,True,False,False,,,,,False,False,,False,True,,False,,True,True,,True,False,False,,False,False,,,,,True,False,,,True
42019,3560,4232.0,,4161.5,,3121.0,2502.0,,,,,2230.6,3419.9,,4350.1,4084.0,,4237.7,,2719.0,2807.5,,5592.5,3059.4,628.8,,2932.0,3414.4,,,,,3002.1,2631.0,,,3725.1,672.0,,601.5,,-439.0,-1058.0,,,,,-1329.4,-140.1,,790.1,524.0,,677.7,,-841.0,-752.5,,2032.5,-500.6,-2931.2,,-628.0,-145.6,,,,,-557.9,-929.0,,,165.1,,True,,True,False,,,,,False,True,,False,True,,False,,False,False,,False,True,False,,True,True,,,,,True,False,,,True
42021,2043,2572.0,,2707.6,,1836.0,957.0,,,,,1985.1,2174.3,,,2889.0,,1167.6,,1543.9,1146.0,,2286.0,1503.9,0.1,,1906.0,2774.0,,,,,2390.3,643.0,,,3382.5,529.0,,664.6,,-207.0,-1086.0,,,,,-57.9,131.3,,,846.0,,-875.4,,-499.1,-897.0,,243.0,-539.1,-2042.9,,-137.0,731.0,,,,,347.3,-1400.0,,,1339.5,,False,,True,False,,,,,True,True,,,False,,False,,True,False,,True,False,False,,True,False,,,,,True,False,,,False
42023,91,100.0,,82.4,,62.0,35.0,,,,,43.0,80.8,,,49.0,,571.4,,55.2,,,127.0,75.9,0.0,,72.0,50.9,,,,,,,,,33.5,9.0,,-8.6,,-29.0,-56.0,,,,,-48.0,-10.2,,,-42.0,,480.4,,-35.8,,,36.0,-15.1,-91.0,,-19.0,-40.1,,,,,,,,,-57.5,,True,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
42025,1562,1500.0,,1486.2,,1119.0,2277.0,,,,,729.0,1070.8,,,1163.0,,649.9,,803.5,1164.5,,1185.0,1182.4,18.6,,1037.0,1164.9,,,,,1272.3,,,,1536.8,-62.0,,-75.8,,-443.0,715.0,,,,,-833.0,-491.2,,,-399.0,,-912.1,,-758.5,-397.5,,-377.0,-379.6,-1543.4,,-525.0,-397.1,,,,,-289.7,,,,-25.2,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,False,,,,True
42027,1853,1812.0,,1948.3,,1584.0,698.0,,,,,1686.7,2093.6,,,2303.0,,1504.7,,1372.0,1660.0,,1815.0,1553.2,0.0,,1256.0,1199.2,,,,,1218.9,453.0,,,1946.0,-41.0,,95.3,,-269.0,-1155.0,,,,,-166.3,240.6,,,450.0,,-348.3,,-481.0,-193.0,,-38.0,-299.8,-1853.0,,-597.0,-653.8,,,,,-634.1,-1400.0,,,93.0,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,True,False,False,,False,False,,,,,False,False,,,False
42029,5867,5368.0,,5655.5,,4883.0,3191.0,,,,,5374.4,3674.7,,7805.4,6537.0,,5085.3,,8723.4,7555.0,,5443.5,3944.2,719.4,,4476.0,3335.8,,,,,6046.0,2058.0,,,8287.2,-499.0,,-211.5,,-984.0,-2676.0,,,,,-492.6,-2192.3,,1938.4,670.0,,-781.7,,2856.4,1688.0,,-423.5,-1922.8,-5147.6,,-1391.0,-2531.2,,,,,179.0,-3809.0,,,2420.2,,True,,False,False,,,,,True,False,,False,False,,False,,False,False,,True,False,False,,False,False,,,,,True,False,,,False
42031,473,776.0,,830.3,,574.0,402.0,,,,,475.9,626.0,,,823.0,,301.3,,357.7,646.0,,594.0,463.7,0.1,,596.0,696.9,,,,,,,,,586.7,303.0,,357.3,,101.0,-71.0,,,,,2.9,153.0,,,350.0,,-171.7,,-115.3,173.0,,121.0,-9.3,-472.9,,123.0,223.9,,,,,,,,,113.7,,False,,True,True,,,,,True,True,,,False,,True,,True,True,,True,True,False,,True,True,,,,,,,,,True
42033,1600,2012.0,,2000.1,,1540.0,1260.0,,,,,1158.3,1711.0,,,1837.0,,969.3,,1056.2,1759.5,,1340.0,1610.9,42.5,,1594.0,1571.1,,,,,1470.9,,,,2062.2,412.0,,400.1,,-60.0,-340.0,,,,,-441.7,111.0,,,237.0,,-630.7,,-543.8,159.5,,-260.0,10.9,-1557.5,,-6.0,-28.9,,,,,-129.1,,,,462.2,,True,,True,True,,,,,False,True,,,True,,False,,False,True,,True,True,False,,True,True,,,,,True,,,,False
