,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
27113,555,210.0,,402.0,,,,,655.0,,407.4,,284.0,,,144.0,-345.0,,-153.0,,,,,100.0,,-147.6,,-271.0,,,-411.0,,True,,,,,True,,True,,True,,,False
27115,1225,630.0,,602.0,,,,,858.0,,1242.2,,1188.0,,,391.0,-595.0,,-623.0,,,,,-367.0,,17.2,,-37.0,,,-834.0,,False,,,,,True,,True,,True,,,False
27117,394,220.0,,242.0,,,,,635.0,,310.5,,341.0,,,111.0,-174.0,,-152.0,,,,,241.0,,-83.5,,-53.0,,,-283.0,,True,,,,,False,,True,,True,,,False
27119,1794,1640.0,,1968.0,,,,,1894.0,,7578.6,,3485.5,,,490.0,-154.0,,174.0,,,,,100.0,,5784.6,,1691.5,,,-1304.0,,False,,,,,True,,False,,False,,,False
27121,403,270.0,,262.0,,,,,612.0,,275.1,,368.0,,,332.0,-133.0,,-141.0,,,,,209.0,,-127.9,,-35.0,,,-71.0,,False,,,,,False,,True,,True,,,True
27123,16078,10790.0,,18927.0,,,,,13148.0,,11032.9,,18584.5,,6983.1,6304.0,-5288.0,,2849.0,,,,,-2930.0,,-5045.1,,2506.5,,-9094.9,-9774.0,,True,,,,,True,,True,,True,,False,False
27125,162,105.0,,60.0,,,,,102.0,,287.6,,282.0,,,70.0,-57.0,,-102.0,,,,,-60.0,,125.6,,120.0,,,-92.0,,False,,,,,False,,False,,False,,,False
27127,790,365.0,,432.0,,,,,688.0,,799.4,,665.0,,,357.0,-425.0,,-358.0,,,,,-102.0,,9.4,,-125.0,,,-433.0,,True,,,,,True,,True,,True,,,False
27129,806,315.0,,453.0,,,,,599.0,,809.2,,650.0,,,203.0,-491.0,,-353.0,,,,,-207.0,,3.2,,-156.0,,,-603.0,,True,,,,,True,,True,,True,,,False
27131,2768,1565.0,,4213.0,,,,,1625.0,,1540.3,,2902.0,,762.9,1750.0,-1203.0,,1445.0,,,,,-1143.0,,-1227.7,,134.0,,-2005.1,-1018.0,,False,,,,,True,,False,,True,,False,True
27133,520,215.0,,189.0,,,,,473.0,,400.3,,241.0,,,101.0,-305.0,,-331.0,,,,,-47.0,,-119.7,,-279.0,,,-419.0,,False,,,,,True,,True,,True,,,False
27135,970,725.0,,1146.0,,,,,248.0,,3424.6,,1300.0,,,190.0,-245.0,,176.0,,,,,-722.0,,2454.6,,330.0,,,-780.0,,True,,,,,False,,False,,False,,,False
27137,6913,3640.0,,6177.0,,,,,4797.0,,6280.8,,4923.0,,1925.2,3767.0,-3273.0,,-736.0,,,,,-2116.0,,-632.2,,-1990.0,,-4987.8,-3146.0,,True,,,,,True,,True,,True,,False,True
27139,5532,3510.0,,7346.0,,,,,3110.0,,5246.0,,6965.5,,1582.2,5779.0,-2022.0,,1814.0,,,,,-2422.0,,-286.0,,1433.5,,-3949.8,247.0,,True,,,,,False,,True,,True,,False,True
27141,4336,3420.0,,8852.0,,,,,2719.0,,7355.2,,7097.5,,1763.5,2106.0,-916.0,,4516.0,,,,,-1617.0,,3019.2,,2761.5,,-2572.5,-2230.0,,False,,,,,False,,False,,False,,False,False
27143,585,300.0,,377.0,,,,,478.0,,374.5,,463.5,,,236.0,-285.0,,-208.0,,,,,-107.0,,-210.5,,-121.5,,,-349.0,,True,,,,,True,,True,,True,,,False
27145,8015,6235.0,,11422.0,,,,,7492.0,,8811.9,,10672.0,,3725.1,1174.0,-1780.0,,3407.0,,,,,-523.0,,796.9,,2657.0,,-4289.9,-6841.0,,False,,,,,True,,True,,False,,False,False
27147,1321,825.0,,1944.0,,,,,1056.0,,1002.8,,1179.0,,,920.0,-496.0,,623.0,,,,,-265.0,,-318.2,,-142.0,,,-401.0,,False,,,,,True,,True,,True,,,True
27149,382,150.0,,173.0,,,,,707.0,,184.0,,299.0,,,144.0,-232.0,,-209.0,,,,,325.0,,-198.0,,-83.0,,,-238.0,,True,,,,,False,,True,,True,,,False
27151,434,305.0,,290.0,,,,,620.0,,534.6,,509.5,,,0.0,-129.0,,-144.0,,,,,186.0,,100.6,,75.5,,,-434.0,,False,,,,,False,,True,,True,,,False
27153,940,1005.0,,1293.0,,,,,1587.0,,1971.7,,1879.5,,,195.0,65.0,,353.0,,,,,647.0,,1031.7,,939.5,,,-745.0,,False,,,,,False,,False,,False,,,False
27155,97,55.0,,0.0,,,,,230.0,,68.4,,102.0,,,68.0,-42.0,,-97.0,,,,,133.0,,-28.6,,5.0,,,-29.0,,False,,,,,False,,True,,True,,,True
27157,783,500.0,,611.0,,,,,531.0,,964.5,,630.0,,,0.0,-283.0,,-172.0,,,,,-252.0,,181.5,,-153.0,,,-783.0,,True,,,,,True,,True,,True,,,False
27159,617,480.0,,527.0,,,,,859.0,,1280.1,,451.0,,,211.0,-137.0,,-90.0,,,,,242.0,,663.1,,-166.0,,,-406.0,,True,,,,,False,,False,,False,,,False
27161,547,240.0,,59.0,,,,,540.0,,270.0,,260.0,,,444.0,-307.0,,-488.0,,,,,-7.0,,-277.0,,-287.0,,,-103.0,,False,,,,,True,,True,,True,,,True
27163,8551,6270.0,,5947.0,,,,,4880.0,,14195.5,,11781.0,,2830.0,5501.0,-2281.0,,-2604.0,,,,,-3671.0,,5644.5,,3230.0,,-5721.0,-3050.0,,False,,,,,False,,False,,False,,False,False
27165,364,135.0,,35.0,,,,,462.0,,143.9,,115.0,,,244.0,-229.0,,-329.0,,,,,98.0,,-220.1,,-249.0,,,-120.0,,False,,,,,True,,True,,False,,,True
27167,340,160.0,,79.0,,,,,419.0,,230.8,,239.0,,,86.0,-180.0,,-261.0,,,,,79.0,,-109.2,,-101.0,,,-254.0,,False,,,,,True,,True,,True,,,False
27169,1617,1370.0,,3236.0,,,,,1384.0,,1966.2,,2427.5,,781.4,572.0,-247.0,,1619.0,,,,,-233.0,,349.2,,810.5,,-835.6,-1045.0,,False,,,,,True,,False,,False,,False,False
27171,6117,3630.0,,7554.0,,,,,4075.0,,7538.1,,7709.0,,1845.0,1942.0,-2487.0,,1437.0,,,,,-2042.0,,1421.1,,1592.0,,-4272.0,-4175.0,,True,,,,,True,,True,,True,,False,False
27173,402,305.0,,175.0,,,,,542.0,,541.4,,422.0,,,118.0,-97.0,,-227.0,,,,,140.0,,139.4,,20.0,,,-284.0,,False,,,,,False,,False,,True,,,False
28001,414,270.0,,404.0,,,,,192.0,,282.6,,270.0,,170.7,259.0,-144.0,,-10.0,,,,,-222.0,,-131.4,,-144.0,,-243.3,-155.0,,True,,,,,False,,True,,False,,False,False
28003,628,450.0,,1029.0,,,,,512.0,,861.0,,276.5,,219.0,526.0,-178.0,,401.0,,,,,-116.0,,233.0,,-351.5,,-409.0,-102.0,,False,,,,,True,,False,,False,,False,True
28005,292,30.0,,36.0,,,,,67.0,,27.5,,5.5,,,17.0,-262.0,,-256.0,,,,,-225.0,,-264.5,,-286.5,,,-275.0,,True,,,,,True,,False,,False,,,False
28007,555,185.0,,134.0,,,,,130.0,,117.2,,159.0,,,114.0,-370.0,,-421.0,,,,,-425.0,,-437.8,,-396.0,,,-441.0,,False,,,,,False,,False,,False,,,False
28009,146,185.0,,34.0,,,,,99.0,,140.0,,184.0,,,115.0,39.0,,-112.0,,,,,-47.0,,-6.0,,38.0,,,-31.0,,False,,,,,False,,True,,True,,,True
28011,652,360.0,,197.0,,,,,264.0,,189.6,,452.5,,225.6,0.0,-292.0,,-455.0,,,,,-388.0,,-462.4,,-199.5,,-426.4,-652.0,,False,,,,,False,,False,,True,,False,False
28013,252,65.0,,0.0,,,,,153.0,,143.1,,51.0,,,34.0,-187.0,,-252.0,,,,,-99.0,,-108.9,,-201.0,,,-218.0,,False,,,,,True,,True,,False,,,False
28015,274,210.0,,0.0,,,,,75.0,,203.7,,251.0,,,35.0,-64.0,,-274.0,,,,,-199.0,,-70.3,,-23.0,,,-239.0,,False,,,,,False,,False,,True,,,False
28017,367,140.0,,70.0,,,,,167.0,,165.3,,109.0,,,132.0,-227.0,,-297.0,,,,,-200.0,,-201.7,,-258.0,,,-235.0,,False,,,,,True,,True,,False,,,False
28019,191,65.0,,43.0,,,,,62.0,,79.0,,44.0,,,159.0,-126.0,,-148.0,,,,,-129.0,,-112.0,,-147.0,,,-32.0,,False,,,,,False,,True,,False,,,True
28021,59,25.0,,0.0,,,,,40.0,,25.6,,5.0,,,1.0,-34.0,,-59.0,,,,,-19.0,,-33.4,,-54.0,,,-58.0,,False,,,,,True,,True,,False,,,False
28023,222,125.0,,106.0,,,,,72.0,,234.8,,84.0,,,47.0,-97.0,,-116.0,,,,,-150.0,,12.8,,-138.0,,,-175.0,,False,,,,,False,,True,,False,,,False
28025,320,170.0,,98.0,,,,,126.0,,154.4,,178.0,,,148.0,-150.0,,-222.0,,,,,-194.0,,-165.6,,-142.0,,,-172.0,,False,,,,,False,,False,,True,,,False
28027,407,135.0,,117.0,,,,,270.0,,239.0,,97.0,,76.6,74.0,-272.0,,-290.0,,,,,-137.0,,-168.0,,-310.0,,-330.4,-333.0,,False,,,,,True,,True,,False,,False,False
28029,476,155.0,,135.0,,,,,165.0,,190.1,,182.0,,134.3,79.0,-321.0,,-341.0,,,,,-311.0,,-285.9,,-294.0,,-341.7,-397.0,,False,,,,,True,,True,,True,,False,False
28031,511,215.0,,73.0,,,,,101.0,,297.4,,178.0,,188.1,55.0,-296.0,,-438.0,,,,,-410.0,,-213.6,,-333.0,,-322.9,-456.0,,False,,,,,False,,True,,False,,False,False
28033,3760,3080.0,,5526.0,,,,,1983.0,,2871.1,,2740.0,,2348.1,3809.0,-680.0,,1766.0,,,,,-1777.0,,-888.9,,-1020.0,,-1411.9,49.0,,False,,,,,False,,False,,False,,False,True
28035,1142,580.0,,903.0,,,,,410.0,,482.8,,575.0,,560.4,280.0,-562.0,,-239.0,,,,,-732.0,,-659.2,,-567.0,,-581.6,-862.0,,True,,,,,False,,False,,False,,False,False
28037,180,25.0,,0.0,,,,,48.0,,29.8,,1.0,,,13.0,-155.0,,-180.0,,,,,-132.0,,-150.2,,-179.0,,,-167.0,,False,,,,,True,,True,,False,,,False
28039,383,285.0,,0.0,,,,,128.0,,270.6,,260.0,,248.0,116.0,-98.0,,-383.0,,,,,-255.0,,-112.4,,-123.0,,-135.0,-267.0,,False,,,,,False,,False,,False,,False,False
28041,327,120.0,,35.0,,,,,64.0,,92.7,,83.0,,,136.0,-207.0,,-292.0,,,,,-263.0,,-234.3,,-244.0,,,-191.0,,False,,,,,False,,False,,False,,,True
28043,380,135.0,,78.0,,,,,210.0,,192.8,,104.0,,121.1,2.0,-245.0,,-302.0,,,,,-170.0,,-187.2,,-276.0,,-258.9,-378.0,,False,,,,,True,,True,,False,,False,False
28045,521,365.0,,312.0,,,,,236.0,,390.0,,397.5,,,303.0,-156.0,,-209.0,,,,,-285.0,,-131.0,,-123.5,,,-218.0,,False,,,,,False,,True,,True,,,False
28047,2573,2180.0,,4106.0,,,,,931.0,,1671.8,,2467.0,,1407.4,1856.0,-393.0,,1533.0,,,,,-1642.0,,-901.2,,-106.0,,-1165.6,-717.0,,False,,,,,False,,False,,True,,False,False
28049,3280,1470.0,,3332.0,,,,,1103.0,,1204.5,,1676.0,,874.0,1828.0,-1810.0,,52.0,,,,,-2177.0,,-2075.5,,-1604.0,,-2406.0,-1452.0,,True,,,,,False,,False,,True,,False,True
28051,299,65.0,,0.0,,,,,94.0,,32.6,,42.0,,44.8,0.0,-234.0,,-299.0,,,,,-205.0,,-266.4,,-257.0,,-254.2,-299.0,,False,,,,,True,,False,,False,,False,False
28053,132,75.0,,41.0,,,,,55.0,,87.8,,88.0,,,23.0,-57.0,,-91.0,,,,,-77.0,,-44.2,,-44.0,,,-109.0,,False,,,,,False,,True,,True,,,False
28055,25,0.0,,0.0,,,,,21.0,,3.3,,0.0,,,0.0,-25.0,,-25.0,,,,,-4.0,,-21.7,,-25.0,,,-25.0,,False,,,,,True,,True,,False,,,False
28057,565,295.0,,186.0,,,,,211.0,,330.0,,297.0,,213.5,96.0,-270.0,,-379.0,,,,,-354.0,,-235.0,,-268.0,,-351.5,-469.0,,False,,,,,False,,True,,True,,False,False
28059,2041,1880.0,,1851.0,,,,,720.0,,1696.0,,2059.5,,945.6,444.0,-161.0,,-190.0,,,,,-1321.0,,-345.0,,18.5,,-1095.4,-1597.0,,False,,,,,False,,False,,True,,False,False
28061,297,140.0,,33.0,,,,,93.0,,200.5,,115.0,,,90.0,-157.0,,-264.0,,,,,-204.0,,-96.5,,-182.0,,,-207.0,,False,,,,,False,,True,,False,,,False
28063,121,25.0,,2.0,,,,,38.0,,25.0,,6.0,,,19.0,-96.0,,-119.0,,,,,-83.0,,-96.0,,-115.0,,,-102.0,,False,,,,,True,,True,,False,,,False
28065,188,185.0,,69.0,,,,,61.0,,133.7,,100.0,,,118.0,-3.0,,-119.0,,,,,-127.0,,-54.3,,-88.0,,,-70.0,,False,,,,,False,,False,,False,,,False
28067,1162,500.0,,304.0,,,,,560.0,,469.6,,379.0,,476.8,275.0,-662.0,,-858.0,,,,,-602.0,,-692.4,,-783.0,,-685.2,-887.0,,False,,,,,True,,False,,False,,False,False
28069,243,45.0,,9.0,,,,,50.0,,33.8,,31.0,,,34.0,-198.0,,-234.0,,,,,-193.0,,-209.2,,-212.0,,,-209.0,,False,,,,,True,,False,,False,,,False
28071,933,455.0,,531.0,,,,,457.0,,450.8,,464.0,,337.9,177.0,-478.0,,-402.0,,,,,-476.0,,-482.2,,-469.0,,-595.1,-756.0,,True,,,,,True,,False,,True,,False,False
28073,919,560.0,,567.0,,,,,303.0,,575.4,,564.0,,398.2,369.0,-359.0,,-352.0,,,,,-616.0,,-343.6,,-355.0,,-520.8,-550.0,,True,,,,,False,,True,,True,,False,False
28075,1356,680.0,,509.0,,,,,512.0,,603.0,,707.0,,379.8,253.0,-676.0,,-847.0,,,,,-844.0,,-753.0,,-649.0,,-976.2,-1103.0,,False,,,,,False,,False,,True,,False,False
28077,224,125.0,,0.0,,,,,66.0,,165.3,,119.0,,,41.0,-99.0,,-224.0,,,,,-158.0,,-58.7,,-105.0,,,-183.0,,False,,,,,False,,True,,False,,,False
28079,404,105.0,,115.0,,,,,182.0,,185.7,,100.0,,101.7,54.0,-299.0,,-289.0,,,,,-222.0,,-218.3,,-304.0,,-302.3,-350.0,,True,,,,,True,,True,,False,,False,False
28081,2147,1380.0,,3710.0,,,,,994.0,,975.9,,1312.5,,889.3,1806.0,-767.0,,1563.0,,,,,-1153.0,,-1171.1,,-834.5,,-1257.7,-341.0,,False,,,,,False,,False,,False,,False,True
28083,488,305.0,,326.0,,,,,284.0,,388.6,,331.0,,254.5,0.0,-183.0,,-162.0,,,,,-204.0,,-99.4,,-157.0,,-233.5,-488.0,,True,,,,,False,,True,,True,,False,False
28085,657,215.0,,197.0,,,,,230.0,,287.1,,142.0,,255.5,136.0,-442.0,,-460.0,,,,,-427.0,,-369.9,,-515.0,,-401.5,-521.0,,False,,,,,True,,True,,False,,True,False
28087,1171,585.0,,1221.0,,,,,448.0,,622.6,,719.0,,433.5,820.0,-586.0,,50.0,,,,,-723.0,,-548.4,,-452.0,,-737.5,-351.0,,True,,,,,False,,True,,True,,False,True
28089,1802,625.0,,711.0,,,,,479.0,,511.7,,552.0,,651.1,564.0,-1177.0,,-1091.0,,,,,-1323.0,,-1290.3,,-1250.0,,-1150.9,-1238.0,,True,,,,,False,,False,,False,,True,False
28091,426,135.0,,159.0,,,,,170.0,,92.9,,229.0,,,120.0,-291.0,,-267.0,,,,,-256.0,,-333.1,,-197.0,,,-306.0,,True,,,,,True,,False,,True,,,False
28093,797,640.0,,1157.0,,,,,367.0,,847.8,,652.0,,365.0,219.0,-157.0,,360.0,,,,,-430.0,,50.8,,-145.0,,-432.0,-578.0,,False,,,,,False,,True,,True,,False,False
28095,766,410.0,,348.0,,,,,313.0,,456.4,,385.0,,217.0,571.0,-356.0,,-418.0,,,,,-453.0,,-309.6,,-381.0,,-549.0,-195.0,,False,,,,,False,,True,,False,,False,True
28097,259,170.0,,0.0,,,,,88.0,,154.1,,167.0,,,0.0,-89.0,,-259.0,,,,,-171.0,,-104.9,,-92.0,,,-259.0,,False,,,,,False,,False,,False,,,False
28099,601,210.0,,127.0,,,,,209.0,,198.1,,162.0,,141.5,0.0,-391.0,,-474.0,,,,,-392.0,,-402.9,,-439.0,,-459.5,-601.0,,False,,,,,False,,False,,False,,False,False
28101,398,100.0,,70.0,,,,,121.0,,178.2,,90.0,,,67.0,-298.0,,-328.0,,,,,-277.0,,-219.8,,-308.0,,,-331.0,,False,,,,,True,,True,,False,,,False
28103,177,85.0,,0.0,,,,,58.0,,48.4,,69.0,,,7.0,-92.0,,-177.0,,,,,-119.0,,-128.6,,-108.0,,,-170.0,,False,,,,,False,,False,,False,,,False
28105,684,310.0,,573.0,,,,,314.0,,308.9,,302.0,,261.9,207.0,-374.0,,-111.0,,,,,-370.0,,-375.1,,-382.0,,-422.1,-477.0,,True,,,,,True,,False,,False,,False,False
28107,824,395.0,,313.0,,,,,348.0,,345.6,,508.5,,218.2,726.0,-429.0,,-511.0,,,,,-476.0,,-478.4,,-315.5,,-605.8,-98.0,,False,,,,,False,,False,,True,,False,True
28109,713,325.0,,261.0,,,,,280.0,,467.8,,354.0,,258.8,324.0,-388.0,,-452.0,,,,,-433.0,,-245.2,,-359.0,,-454.2,-389.0,,False,,,,,False,,True,,True,,False,False
28111,184,75.0,,44.0,,,,,67.0,,103.6,,71.0,,,22.0,-109.0,,-140.0,,,,,-117.0,,-80.4,,-113.0,,,-162.0,,False,,,,,False,,True,,False,,,False
28113,428,135.0,,129.0,,,,,289.0,,210.4,,121.0,,94.5,96.0,-293.0,,-299.0,,,,,-139.0,,-217.6,,-307.0,,-333.5,-332.0,,False,,,,,True,,True,,False,,False,False
28115,831,560.0,,591.0,,,,,420.0,,573.6,,752.0,,313.4,849.0,-271.0,,-240.0,,,,,-411.0,,-257.4,,-79.0,,-517.6,18.0,,True,,,,,False,,True,,True,,False,True
28117,559,325.0,,253.0,,,,,320.0,,358.3,,298.0,,272.3,358.0,-234.0,,-306.0,,,,,-239.0,,-200.7,,-261.0,,-286.7,-201.0,,False,,,,,False,,True,,False,,False,True
28119,102,50.0,,0.0,,,,,68.0,,30.4,,50.0,,,0.0,-52.0,,-102.0,,,,,-34.0,,-71.6,,-52.0,,,-102.0,,False,,,,,True,,False,,False,,,False
28121,2774,1130.0,,1357.0,,,,,863.0,,957.8,,1212.0,,705.0,1173.0,-1644.0,,-1417.0,,,,,-1911.0,,-1816.2,,-1562.0,,-2069.0,-1601.0,,True,,,,,False,,False,,True,,False,True
28123,501,150.0,,215.0,,,,,188.0,,201.7,,169.0,,67.7,131.0,-351.0,,-286.0,,,,,-313.0,,-299.3,,-332.0,,-433.3,-370.0,,True,,,,,True,,True,,True,,False,False
28125,59,5.0,,0.0,,,,,31.0,,12.4,,24.0,,,0.0,-54.0,,-59.0,,,,,-28.0,,-46.6,,-35.0,,,-59.0,,False,,,,,True,,True,,True,,,False
28127,394,195.0,,216.0,,,,,166.0,,282.2,,274.0,,109.7,97.0,-199.0,,-178.0,,,,,-228.0,,-111.8,,-120.0,,-284.3,-297.0,,True,,,,,False,,True,,True,,False,False
28129,213,90.0,,2.0,,,,,89.0,,203.9,,165.0,,,100.0,-123.0,,-211.0,,,,,-124.0,,-9.1,,-48.0,,,-113.0,,False,,,,,False,,True,,True,,,True
28131,412,235.0,,424.0,,,,,113.0,,290.6,,341.0,,,297.0,-177.0,,12.0,,,,,-299.0,,-121.4,,-71.0,,,-115.0,,True,,,,,False,,True,,True,,,True
28133,361,295.0,,35.0,,,,,230.0,,294.6,,343.0,,171.5,358.0,-66.0,,-326.0,,,,,-131.0,,-66.4,,-18.0,,-189.5,-3.0,,False,,,,,False,,False,,True,,False,True
28135,175,150.0,,1.0,,,,,111.0,,132.1,,165.0,,,0.0,-25.0,,-174.0,,,,,-64.0,,-42.9,,-10.0,,,-175.0,,False,,,,,False,,False,,True,,,False
28137,686,470.0,,384.0,,,,,304.0,,615.4,,810.0,,221.4,385.0,-216.0,,-302.0,,,,,-382.0,,-70.6,,124.0,,-464.6,-301.0,,False,,,,,False,,True,,True,,False,False
28139,511,305.0,,367.0,,,,,267.0,,351.9,,301.5,,,106.0,-206.0,,-144.0,,,,,-244.0,,-159.1,,-209.5,,,-405.0,,True,,,,,False,,True,,False,,,False
28141,405,245.0,,105.0,,,,,214.0,,292.9,,335.0,,,206.0,-160.0,,-300.0,,,,,-191.0,,-112.1,,-70.0,,,-199.0,,False,,,,,False,,True,,True,,,False
28143,110,70.0,,0.0,,,,,72.0,,52.5,,75.0,,,21.0,-40.0,,-110.0,,,,,-38.0,,-57.5,,-35.0,,,-89.0,,False,,,,,True,,False,,True,,,False
28145,791,370.0,,531.0,,,,,371.0,,403.9,,287.0,,174.2,388.0,-421.0,,-260.0,,,,,-420.0,,-387.1,,-504.0,,-616.8,-403.0,,True,,,,,True,,True,,False,,False,True
28147,188,130.0,,0.0,,,,,82.0,,88.5,,136.0,,,364.0,-58.0,,-188.0,,,,,-106.0,,-99.5,,-52.0,,,176.0,,False,,,,,False,,False,,True,,,False
28149,494,190.0,,183.0,,,,,259.0,,206.8,,154.0,,121.9,231.0,-304.0,,-311.0,,,,,-235.0,,-287.2,,-340.0,,-372.1,-263.0,,False,,,,,True,,True,,False,,False,True
28151,866,390.0,,485.0,,,,,322.0,,588.1,,409.0,,188.9,0.0,-476.0,,-381.0,,,,,-544.0,,-277.9,,-457.0,,-677.1,-866.0,,True,,,,,False,,True,,True,,False,False
28153,359,125.0,,70.0,,,,,117.0,,197.1,,118.0,,94.9,88.0,-234.0,,-289.0,,,,,-242.0,,-161.9,,-241.0,,-264.1,-271.0,,False,,,,,False,,True,,False,,False,False
28155,177,20.0,,26.0,,,,,88.0,,27.6,,18.0,,,7.0,-157.0,,-151.0,,,,,-89.0,,-149.4,,-159.0,,,-170.0,,True,,,,,True,,True,,False,,,False
28157,126,30.0,,0.0,,,,,52.0,,29.2,,16.0,,,28.0,-96.0,,-126.0,,,,,-74.0,,-96.8,,-110.0,,,-98.0,,False,,,,,True,,False,,False,,,False
28159,572,300.0,,48.0,,,,,110.0,,322.5,,390.0,,,109.0,-272.0,,-524.0,,,,,-462.0,,-249.5,,-182.0,,,-463.0,,False,,,,,False,,True,,True,,,False
28161,227,130.0,,135.0,,,,,113.0,,113.9,,189.0,,,44.0,-97.0,,-92.0,,,,,-114.0,,-113.1,,-38.0,,,-183.0,,True,,,,,False,,False,,True,,,False
28163,440,405.0,,503.0,,,,,184.0,,491.9,,326.0,,258.3,210.0,-35.0,,63.0,,,,,-256.0,,51.9,,-114.0,,-181.7,-230.0,,False,,,,,False,,False,,False,,False,False
29001,618,455.0,,681.0,,,,,646.0,,916.5,,761.5,,,612.0,-163.0,,63.0,,,,,28.0,,298.5,,143.5,,,-6.0,,True,,,,,True,,False,,True,,,True
29003,432,250.0,,229.0,,,,,257.0,,436.5,,242.0,,,300.0,-182.0,,-203.0,,,,,-175.0,,4.5,,-190.0,,,-132.0,,False,,,,,True,,True,,False,,,True
29005,147,90.0,,52.0,,,,,73.0,,189.3,,93.0,,,85.0,-57.0,,-95.0,,,,,-74.0,,42.3,,-54.0,,,-62.0,,False,,,,,False,,True,,True,,,False
29007,620,395.0,,533.0,,,,,428.0,,976.6,,592.0,,,274.0,-225.0,,-87.0,,,,,-192.0,,356.6,,-28.0,,,-346.0,,True,,,,,True,,False,,True,,,False
29009,587,605.0,,646.0,,,,,635.0,,1154.3,,644.0,,,0.0,18.0,,59.0,,,,,48.0,,567.3,,57.0,,,-587.0,,False,,,,,False,,False,,False,,,False
29011,208,170.0,,108.0,,,,,180.0,,180.7,,144.0,,,78.0,-38.0,,-100.0,,,,,-28.0,,-27.3,,-64.0,,,-130.0,,False,,,,,True,,True,,False,,,False
29013,363,145.0,,131.0,,,,,267.0,,310.6,,226.0,,,161.0,-218.0,,-232.0,,,,,-96.0,,-52.4,,-137.0,,,-202.0,,False,,,,,True,,True,,True,,,True
29015,476,310.0,,161.0,,,,,287.0,,371.9,,465.0,,,0.0,-166.0,,-315.0,,,,,-189.0,,-104.1,,-11.0,,,-476.0,,False,,,,,False,,True,,True,,,False
29017,309,245.0,,207.0,,,,,168.0,,408.3,,231.0,,,141.0,-64.0,,-102.0,,,,,-141.0,,99.3,,-78.0,,,-168.0,,False,,,,,False,,False,,False,,,False
29019,4392,4635.0,,16099.0,,,,,2528.0,,4331.9,,5969.0,,3091.6,2600.0,243.0,,11707.0,,,,,-1864.0,,-60.1,,1577.0,,-1300.4,-1792.0,,False,,,,,False,,True,,False,,False,False
29021,2178,1150.0,,1724.0,,,,,1485.0,,1192.5,,1375.0,,1280.6,1596.0,-1028.0,,-454.0,,,,,-693.0,,-985.5,,-803.0,,-897.4,-582.0,,True,,,,,True,,True,,True,,True,True
29023,1027,995.0,,942.0,,,,,940.0,,1945.7,,908.0,,1033.4,168.0,-32.0,,-85.0,,,,,-87.0,,918.7,,-119.0,,6.4,-859.0,,False,,,,,False,,False,,False,,True,False
29025,232,180.0,,146.0,,,,,170.0,,209.6,,237.0,,,0.0,-52.0,,-86.0,,,,,-62.0,,-22.4,,5.0,,,-232.0,,False,,,,,False,,True,,True,,,False
29027,1448,1855.0,,2098.0,,,,,673.0,,5354.2,,3384.0,,1038.1,485.0,407.0,,650.0,,,,,-775.0,,3906.2,,1936.0,,-409.9,-963.0,,False,,,,,False,,False,,False,,False,False
29029,948,710.0,,782.0,,,,,534.0,,866.0,,647.0,,658.6,138.0,-238.0,,-166.0,,,,,-414.0,,-82.0,,-301.0,,-289.4,-810.0,,True,,,,,False,,True,,False,,False,False
29031,2494,1970.0,,3841.0,,,,,1144.0,,2229.8,,2579.0,,2391.5,1598.0,-524.0,,1347.0,,,,,-1350.0,,-264.2,,85.0,,-102.5,-896.0,,False,,,,,False,,True,,True,,True,False
29033,284,215.0,,164.0,,,,,207.0,,362.5,,403.0,,,101.0,-69.0,,-120.0,,,,,-77.0,,78.5,,119.0,,,-183.0,,False,,,,,False,,False,,False,,,False
29035,136,85.0,,63.0,,,,,73.0,,128.2,,57.0,,,50.0,-51.0,,-73.0,,,,,-63.0,,-7.8,,-79.0,,,-86.0,,False,,,,,False,,True,,False,,,False
29037,2174,1185.0,,1740.0,,,,,1142.0,,1820.3,,1922.0,,771.9,1091.0,-989.0,,-434.0,,,,,-1032.0,,-353.7,,-252.0,,-1402.1,-1083.0,,True,,,,,False,,True,,True,,False,False
