,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FDANIHASU-Sweight,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FDANIHASU-Sweight,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FDANIHASU-Sweight,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
42069,2422,4758.0,5652.0,,,,,,4246.0,1872.8,3838.6,3480.0,,9011.2,2285.0,,2336.0,3230.0,,,,,,1824.0,-549.2,1416.6,1058.0,,6589.2,-137.0,,False,,,,,,True,True,True,True,,False,True,
42071,8713,11904.0,8435.0,,,,,,9823.0,4207.7,11701.2,8490.0,,11288.7,6337.0,,3191.0,-278.0,,,,,,1110.0,-4505.3,2988.2,-223.0,,2575.7,-2376.0,,True,,,,,,True,False,True,True,,True,True,
42073,882,1440.0,2582.0,,,,,,1857.0,370.5,1186.5,1000.0,,1688.8,,,558.0,1700.0,,,,,,975.0,-511.5,304.5,118.0,,806.8,,,False,,,,,,False,True,True,True,,False,,
42075,1726,3756.0,1933.0,,,,,,2818.0,968.9,2939.4,2409.0,,3884.6,1440.0,,2030.0,207.0,,,,,,1092.0,-757.1,1213.4,683.0,,2158.6,-286.0,,True,,,,,,True,True,True,True,,False,True,
42077,4568,8676.0,7630.0,,,,,,7593.0,3117.3,7390.9,5333.0,,8196.0,3488.0,,4108.0,3062.0,,,,,,3025.0,-1450.7,2822.9,765.0,,3628.0,-1080.0,,True,,,,,,True,True,True,True,,True,True,
42079,3676,6570.0,5645.0,,,,,,5980.0,2039.7,5952.7,4623.5,,5365.1,3341.0,,2894.0,1969.0,,,,,,2304.0,-1636.3,2276.7,947.5,,1689.1,-335.0,,True,,,,,,True,True,True,True,,True,True,
42081,1752,2388.0,3767.0,,,,,,1911.0,956.0,2236.2,1736.0,,2787.8,,,636.0,2015.0,,,,,,159.0,-796.0,484.2,-16.0,,1035.8,,,False,,,,,,True,False,True,True,,False,,
42083,662,1122.0,673.0,,,,,,699.0,331.3,730.5,797.0,,,,,460.0,11.0,,,,,,37.0,-330.7,68.5,135.0,,,,,True,,,,,,True,True,True,True,,,,
42085,1007,1704.0,1440.0,,,,,,2163.0,791.0,1571.9,1226.0,,2266.1,,,697.0,433.0,,,,,,1156.0,-216.0,564.9,219.0,,1259.1,,,True,,,,,,False,True,True,True,,False,,
42087,502,1170.0,2117.0,,,,,,902.0,427.5,651.5,571.0,,1336.1,,,668.0,1615.0,,,,,,400.0,-74.5,149.5,69.0,,834.1,,,False,,,,,,True,True,True,True,,False,,
42089,1830,2916.0,1354.0,,,,,,3085.0,1210.8,3153.3,1908.5,,2752.6,1345.0,,1086.0,-476.0,,,,,,1255.0,-619.2,1323.3,78.5,,922.6,-485.0,,True,,,,,,False,True,False,True,,True,True,
42091,9375,13842.0,19366.0,,,,,,14888.0,5147.9,16566.8,8970.0,,12572.5,5393.0,,4467.0,9991.0,,,,,,5513.0,-4227.1,7191.8,-405.0,,3197.5,-3982.0,,False,,,,,,False,True,False,True,,True,True,
42093,329,714.0,88.0,,,,,,365.0,214.9,353.4,167.0,,,,,385.0,-241.0,,,,,,36.0,-114.1,24.4,-162.0,,,,,True,,,,,,True,True,True,True,,,,
42095,5589,8208.0,8171.0,,,,,,5898.0,2320.3,6488.8,5624.5,,6564.6,4298.0,,2619.0,2582.0,,,,,,309.0,-3268.7,899.8,35.5,,975.6,-1291.0,,True,,,,,,True,False,True,True,,True,True,
42097,1641,2046.0,622.0,,,,,,1590.0,950.3,1366.6,1347.0,,803.9,,,405.0,-1019.0,,,,,,-51.0,-690.7,-274.4,-294.0,,-837.1,,,False,,,,,,True,False,True,True,,False,,
42099,645,696.0,336.0,,,,,,752.0,345.7,595.0,367.0,,651.7,,,51.0,-309.0,,,,,,107.0,-299.3,-50.0,-278.0,,6.7,,,False,,,,,,False,False,True,False,,True,,
42101,13742,19770.0,35550.0,,,,,,21949.0,8332.7,20976.7,14118.5,,13212.9,4684.0,,6028.0,21808.0,,,,,,8207.0,-5409.3,7234.7,376.5,,-529.1,-9058.0,,False,,,,,,False,True,False,True,,True,False,
42103,634,924.0,524.0,,,,,,805.0,375.1,1071.3,545.0,,,,,290.0,-110.0,,,,,,171.0,-258.9,437.3,-89.0,,,,,True,,,,,,True,True,False,True,,,,
42105,158,246.0,52.0,,,,,,243.0,98.0,189.2,57.0,,,,,88.0,-106.0,,,,,,85.0,-60.0,31.2,-101.0,,,,,False,,,,,,True,True,True,False,,,,
42107,1470,3618.0,2867.0,,,,,,2661.0,1064.8,3003.4,2542.0,,3029.5,1240.0,,2148.0,1397.0,,,,,,1191.0,-405.2,1533.4,1072.0,,1559.5,-230.0,,True,,,,,,True,True,True,True,,True,True,
42109,665,822.0,972.0,,,,,,680.0,252.3,611.3,538.0,,1621.0,,,157.0,307.0,,,,,,15.0,-412.7,-53.7,-127.0,,956.0,,,False,,,,,,True,False,True,True,,False,,
42111,594,1224.0,834.0,,,,,,1614.0,384.2,1303.8,673.0,,2815.4,,,630.0,240.0,,,,,,1020.0,-209.8,709.8,79.0,,2221.4,,,True,,,,,,False,True,False,True,,False,,
42113,59,342.0,31.0,,,,,,96.0,99.5,192.5,145.5,,,,,283.0,-28.0,,,,,,37.0,40.5,133.5,86.5,,,,,True,,,,,,True,True,True,True,,,,
42115,311,696.0,502.0,,,,,,703.0,275.3,698.8,613.0,,,,,385.0,191.0,,,,,,392.0,-35.7,387.8,302.0,,,,,True,,,,,,False,True,False,True,,,,
42117,266,360.0,231.0,,,,,,652.0,72.0,375.0,347.0,,266.2,,,94.0,-35.0,,,,,,386.0,-194.0,109.0,81.0,,0.2,,,True,,,,,,False,False,False,True,,True,,
42119,1459,1212.0,1155.0,,,,,,750.0,312.3,932.3,1013.5,,755.0,,,-247.0,-304.0,,,,,,-709.0,-1146.7,-526.7,-445.5,,-704.0,,,False,,,,,,False,False,False,False,,False,,
42121,417,636.0,417.0,,,,,,1009.0,205.7,613.9,374.0,,,,,219.0,0.0,,,,,,592.0,-211.3,196.9,-43.0,,,,,True,,,,,,False,True,True,True,,,,
42123,271,528.0,90.0,,,,,,781.0,90.7,598.6,319.0,,,,,257.0,-181.0,,,,,,510.0,-180.3,327.6,48.0,,,,,True,,,,,,False,True,False,True,,,,
42125,1959,4110.0,1753.0,,,,,,4347.0,1855.7,3685.8,3115.0,,4035.9,2152.0,,2151.0,-206.0,,,,,,2388.0,-103.3,1726.8,1156.0,,2076.9,193.0,,True,,,,,,False,True,True,True,,True,True,
42127,575,750.0,344.0,,,,,,881.0,281.3,733.6,429.0,,1226.9,,,175.0,-231.0,,,,,,306.0,-293.7,158.6,-146.0,,651.9,,,False,,,,,,False,False,True,True,,False,,
42129,3188,5538.0,7458.0,,,,,,7394.0,1743.6,5051.2,2810.5,,7780.1,1422.0,,2350.0,4270.0,,,,,,4206.0,-1444.4,1863.2,-377.5,,4592.1,-1766.0,,False,,,,,,False,True,True,True,,False,True,
42131,184,294.0,77.0,,,,,,480.0,101.3,309.7,198.0,,,,,110.0,-107.0,,,,,,296.0,-82.7,125.7,14.0,,,,,True,,,,,,False,True,False,True,,,,
42133,6543,10122.0,7025.0,,,,,,8053.0,4133.8,7534.5,7218.0,,8590.8,4249.0,,3579.0,482.0,,,,,,1510.0,-2409.2,991.5,675.0,,2047.8,-2294.0,,True,,,,,,True,True,True,True,,True,True,
44001,748,1488.0,1358.0,,,,,,1407.0,298.6,866.4,1805.5,,1025.2,,,740.0,610.0,,,,,,659.0,-449.4,118.4,1057.5,,277.2,,,True,,,,,,True,True,True,False,,True,,
44003,2863,5058.0,7040.0,,,,,,5809.0,844.6,3086.8,5090.0,,4696.9,1211.0,,2195.0,4177.0,,,,,,2946.0,-2018.4,223.8,2227.0,,1833.9,-1652.0,,False,,,,,,False,True,True,False,,True,True,
44005,1216,2526.0,1519.0,,,,,,2373.0,666.4,1493.7,2106.0,,1412.5,,,1310.0,303.0,,,,,,1157.0,-549.6,277.7,890.0,,196.5,,,True,,,,,,True,True,True,True,,True,,
44007,11936,21876.0,36733.0,,,,,,22989.0,2122.4,13901.6,22638.0,,10638.4,4969.0,,9940.0,24797.0,,,,,,11053.0,-9813.6,1965.6,10702.0,,-1297.6,-6967.0,,False,,,,,,False,True,True,False,,True,True,
44009,1980,2196.0,1030.0,,,,,,3842.0,441.5,1787.7,2308.0,,2545.6,,,216.0,-950.0,,,,,,1862.0,-1538.5,-192.3,328.0,,565.6,,,False,,,,,,False,False,True,False,,False,,
45001,598,1260.0,2700.0,,,,,,746.0,807.8,528.7,1149.0,,,,,662.0,2102.0,,,,,,148.0,209.8,-69.3,551.0,,,,,False,,,,,,True,True,True,True,,,,
45003,4232,4944.0,4306.0,,,,,,5978.0,3184.5,2984.9,6046.5,,2324.0,6158.0,,712.0,74.0,,,,,,1746.0,-1047.5,-1247.1,1814.5,,-1908.0,1926.0,,True,,,,,,False,False,False,False,,False,False,
45005,218,258.0,353.0,,,,,,217.0,475.3,158.0,210.0,,,,,40.0,135.0,,,,,,-1.0,257.3,-60.0,-8.0,,,,,False,,,,,,True,False,False,True,,,,
45007,4314,7812.0,6967.0,,,,,,7033.0,7176.2,3936.4,7050.5,,3485.3,5165.0,,3498.0,2653.0,,,,,,2719.0,2862.2,-377.6,2736.5,,-828.7,851.0,,True,,,,,,True,True,True,True,,True,True,
45009,311,402.0,392.0,,,,,,458.0,269.7,216.1,382.0,,,,,91.0,81.0,,,,,,147.0,-41.3,-94.9,71.0,,,,,True,,,,,,False,True,False,True,,,,
45011,484,732.0,376.0,,,,,,554.0,245.4,456.5,546.0,,,,,248.0,-108.0,,,,,,70.0,-238.6,-27.5,62.0,,,,,True,,,,,,True,True,True,True,,,,
45013,3063,6294.0,8300.0,,,,,,6259.0,2407.1,3681.3,4931.5,,2471.3,6622.0,,3231.0,5237.0,,,,,,3196.0,-655.9,618.3,1868.5,,-591.7,3559.0,,False,,,,,,True,True,True,True,,True,False,
45015,3375,4710.0,3637.0,,,,,,7957.0,2975.1,3276.9,4115.5,,3772.0,4797.0,,1335.0,262.0,,,,,,4582.0,-399.9,-98.1,740.5,,397.0,1422.0,,True,,,,,,False,True,True,True,,True,False,
45017,174,384.0,217.0,,,,,,468.0,198.0,257.3,373.0,,,,,210.0,43.0,,,,,,294.0,24.0,83.3,199.0,,,,,True,,,,,,False,True,True,True,,,,
45019,8007,11598.0,7915.0,,,,,,20335.0,6380.8,7392.6,10509.5,,9893.9,9031.0,,3591.0,-92.0,,,,,,12328.0,-1626.2,-614.4,2502.5,,1886.9,1024.0,,True,,,,,,False,True,True,True,,True,True,
45021,1227,3126.0,5615.0,,,,,,2096.0,1012.4,1431.9,2254.5,,2084.6,,,1899.0,4388.0,,,,,,869.0,-214.6,204.9,1027.5,,857.6,,,False,,,,,,True,True,True,True,,True,,
45023,759,1470.0,1240.0,,,,,,1107.0,813.2,721.4,1066.0,,712.2,,,711.0,481.0,,,,,,348.0,54.2,-37.6,307.0,,-46.8,,,True,,,,,,True,True,True,True,,True,,
45025,1185,1500.0,860.0,,,,,,1484.0,861.1,1026.0,1189.0,,1019.0,,,315.0,-325.0,,,,,,299.0,-323.9,-159.0,4.0,,-166.0,,,False,,,,,,True,False,True,True,,True,,
45027,683,1248.0,1892.0,,,,,,1122.0,1877.8,714.7,1230.0,,586.4,,,565.0,1209.0,,,,,,439.0,1194.8,31.7,547.0,,-96.6,,,False,,,,,,True,False,True,True,,True,,
45029,636,1212.0,637.0,,,,,,1429.0,733.1,778.9,1606.0,,757.7,,,576.0,1.0,,,,,,793.0,97.1,142.9,970.0,,121.7,,,True,,,,,,False,True,True,False,,True,,
45031,1517,2832.0,1841.0,,,,,,2354.0,1606.0,1830.2,1531.0,,1814.0,,,1315.0,324.0,,,,,,837.0,89.0,313.2,14.0,,297.0,,,True,,,,,,True,True,True,True,,True,,
45033,688,1512.0,988.0,,,,,,930.0,611.9,773.1,1238.0,,564.7,,,824.0,300.0,,,,,,242.0,-76.1,85.1,550.0,,-123.3,,,True,,,,,,True,True,True,True,,True,,
45035,3692,6408.0,6794.0,,,,,,5908.0,3344.4,3413.3,5894.5,,2068.7,7708.0,,2716.0,3102.0,,,,,,2216.0,-347.6,-278.7,2202.5,,-1623.3,4016.0,,False,,,,,,True,True,True,True,,True,False,
45037,754,1224.0,1917.0,,,,,,905.0,616.8,494.8,1655.0,,,,,470.0,1163.0,,,,,,151.0,-137.2,-259.2,901.0,,,,,False,,,,,,True,True,True,False,,,,
45039,349,774.0,824.0,,,,,,724.0,506.0,474.8,748.0,,,,,425.0,475.0,,,,,,375.0,157.0,125.8,399.0,,,,,False,,,,,,True,True,True,True,,,,
45041,2417,5460.0,5201.0,,,,,,5011.0,3441.3,3368.7,3681.5,,1708.9,2958.0,,3043.0,2784.0,,,,,,2594.0,1024.3,951.7,1264.5,,-708.1,541.0,,True,,,,,,True,True,True,True,,True,True,
45043,1035,2286.0,2272.0,,,,,,2689.0,1591.8,1264.9,2162.0,,1831.9,,,1251.0,1237.0,,,,,,1654.0,556.8,229.9,1127.0,,796.9,,,True,,,,,,False,True,True,True,,True,,
45045,12680,23508.0,11432.0,,,,,,18722.0,10088.0,13117.1,16956.5,,14751.7,12370.0,,10828.0,-1248.0,,,,,,6042.0,-2592.0,437.1,4276.5,,2071.7,-310.0,,True,,,,,,True,True,True,True,,True,True,
45047,1478,2706.0,2326.0,,,,,,2490.0,2130.9,1708.4,2383.5,,1143.8,,,1228.0,848.0,,,,,,1012.0,652.9,230.4,905.5,,-334.2,,,True,,,,,,True,True,True,True,,True,,
45049,320,546.0,515.0,,,,,,660.0,434.2,337.2,353.0,,,,,226.0,195.0,,,,,,340.0,114.2,17.2,33.0,,,,,True,,,,,,False,True,True,True,,,,
45051,7837,11946.0,8733.0,,,,,,9681.0,6442.0,7196.3,8979.5,,6787.9,7925.0,,4109.0,896.0,,,,,,1844.0,-1395.0,-640.7,1142.5,,-1049.1,88.0,,True,,,,,,True,True,True,True,,True,True,
45053,384,852.0,1129.0,,,,,,874.0,244.2,412.3,540.0,,,,,468.0,745.0,,,,,,490.0,-139.8,28.3,156.0,,,,,False,,,,,,False,True,True,True,,,,
45055,1618,2550.0,2028.0,,,,,,2179.0,1888.6,1112.7,2150.0,,1643.6,,,932.0,410.0,,,,,,561.0,270.6,-505.3,532.0,,25.6,,,True,,,,,,True,True,True,True,,True,,
45057,2443,3618.0,1936.0,,,,,,3268.0,2452.8,2167.7,2859.0,,1182.0,,,1175.0,-507.0,,,,,,825.0,9.8,-275.3,416.0,,-1261.0,,,True,,,,,,True,True,True,True,,False,,
45059,1280,2580.0,1801.0,,,,,,2267.0,1939.5,1461.7,2323.0,,1326.0,,,1300.0,521.0,,,,,,987.0,659.5,181.7,1043.0,,46.0,,,True,,,,,,True,True,True,True,,True,,
45061,268,582.0,521.0,,,,,,450.0,394.2,344.5,565.0,,,,,314.0,253.0,,,,,,182.0,126.2,76.5,297.0,,,,,True,,,,,,True,True,True,True,,,,
45063,7162,10254.0,5277.0,,,,,,11817.0,6758.7,6367.7,7173.5,,3642.1,6227.0,,3092.0,-1885.0,,,,,,4655.0,-403.3,-794.3,11.5,,-3519.9,-935.0,,True,,,,,,False,True,True,True,,False,True,
45065,287,396.0,488.0,,,,,,202.0,269.4,188.1,435.0,,,,,109.0,201.0,,,,,,-85.0,-17.6,-98.9,148.0,,,,,False,,,,,,True,True,True,False,,,,
45067,516,1122.0,626.0,,,,,,919.0,680.0,603.8,1047.5,,469.0,,,606.0,110.0,,,,,,403.0,164.0,87.8,531.5,,-47.0,,,True,,,,,,True,True,True,True,,True,,
45069,564,972.0,736.0,,,,,,766.0,614.5,489.9,913.0,,610.0,,,408.0,172.0,,,,,,202.0,50.5,-74.1,349.0,,46.0,,,True,,,,,,True,True,True,True,,True,,
45071,828,1176.0,893.0,,,,,,1522.0,479.2,624.4,844.0,,692.3,,,348.0,65.0,,,,,,694.0,-348.8,-203.6,16.0,,-135.7,,,True,,,,,,False,False,True,True,,True,,
45073,1516,2922.0,1633.0,,,,,,2455.0,1831.8,1846.2,2428.5,,991.6,,,1406.0,117.0,,,,,,939.0,315.8,330.2,912.5,,-524.4,,,True,,,,,,True,True,True,True,,True,,
45075,1895,3354.0,4479.0,,,,,,2763.0,3168.9,2175.1,2573.0,,1826.0,,,1459.0,2584.0,,,,,,868.0,1273.9,280.1,678.0,,-69.0,,,False,,,,,,True,True,True,True,,True,,
45077,2691,4956.0,4595.0,,,,,,4299.0,2872.8,3020.9,3164.0,,3581.8,,,2265.0,1904.0,,,,,,1608.0,181.8,329.9,473.0,,890.8,,,True,,,,,,True,True,True,True,,True,,
45079,8348,13146.0,10235.0,,,,,,15990.0,9918.3,8366.1,10180.0,,8625.4,10560.0,,4798.0,1887.0,,,,,,7642.0,1570.3,18.1,1832.0,,277.4,2212.0,,True,,,,,,False,True,True,True,,True,True,
45081,412,402.0,140.0,,,,,,781.0,228.4,365.3,584.0,,,,,-10.0,-272.0,,,,,,369.0,-183.6,-46.7,172.0,,,,,False,,,,,,False,False,False,False,,,,
45083,8646,17346.0,27425.0,,,,,,12132.0,8538.4,8775.0,13283.5,,18366.4,12502.0,,8700.0,18779.0,,,,,,3486.0,-107.6,129.0,4637.5,,9720.4,3856.0,,False,,,,,,True,True,True,True,,False,True,
45085,2174,3618.0,2270.0,,,,,,3894.0,1929.5,2392.9,3308.0,,2524.3,,,1444.0,96.0,,,,,,1720.0,-244.5,218.9,1134.0,,350.3,,,True,,,,,,False,True,True,True,,True,,
45087,619,1392.0,2067.0,,,,,,965.0,399.9,584.5,814.5,,,,,773.0,1448.0,,,,,,346.0,-219.1,-34.5,195.5,,,,,False,,,,,,True,True,True,True,,,,
45089,764,1434.0,1394.0,,,,,,1025.0,955.4,737.2,1184.0,,466.0,,,670.0,630.0,,,,,,261.0,191.4,-26.8,420.0,,-298.0,,,True,,,,,,True,True,True,True,,True,,
45091,6227,9378.0,6074.0,,,,,,9590.0,6040.9,4962.2,7053.0,,5938.6,6419.0,,3151.0,-153.0,,,,,,3363.0,-186.1,-1264.8,826.0,,-288.4,192.0,,True,,,,,,False,True,True,True,,True,True,
46003,14,42.0,,,,,,,23.0,9.6,18.8,13.0,,,,,28.0,,,,,,,9.0,-4.4,4.8,-1.0,,,,,,,,,,,True,True,True,True,,,,
46005,194,114.0,13.0,,,,,,154.0,21.8,139.4,87.0,,48.8,,,-80.0,-181.0,,,,,,-40.0,-172.2,-54.6,-107.0,,-145.2,,,False,,,,,,True,False,True,False,,False,,
46007,7,30.0,3.0,,,,,,18.0,2.4,18.5,6.0,,,,,23.0,-4.0,,,,,,11.0,-4.6,11.5,-1.0,,,,,True,,,,,,True,True,True,True,,,,
46009,30,0.0,0.0,,,,,,47.0,1.1,42.1,0.0,,,,,-30.0,-30.0,,,,,,17.0,-28.9,12.1,-30.0,,,,,False,,,,,,True,True,True,False,,,,
46011,251,480.0,135.0,,,,,,194.0,101.2,391.4,269.5,,408.9,,,229.0,-116.0,,,,,,-57.0,-149.8,140.4,18.5,,157.9,,,True,,,,,,True,True,True,True,,True,,
46013,335,462.0,248.0,,,,,,438.0,97.5,408.2,276.0,,677.7,,,127.0,-87.0,,,,,,103.0,-237.5,73.2,-59.0,,342.7,,,True,,,,,,True,False,True,True,,False,,
46015,19,54.0,0.0,,,,,,54.0,30.4,46.9,6.0,,,,,35.0,-19.0,,,,,,35.0,11.4,27.9,-13.0,,,,,True,,,,,,False,True,True,True,,,,
46017,5,6.0,0.0,,,,,,12.0,0.0,7.8,7.0,,,,,1.0,-5.0,,,,,,7.0,-5.0,2.8,2.0,,,,,False,,,,,,False,False,False,False,,,,
46019,37,78.0,12.0,,,,,,113.0,10.7,75.8,15.5,,,,,41.0,-25.0,,,,,,76.0,-26.3,38.8,-21.5,,,,,True,,,,,,False,True,True,True,,,,
46021,12,24.0,0.0,,,,,,12.0,0.0,6.7,12.0,,,,,12.0,-12.0,,,,,,0.0,-12.0,-5.3,0.0,,,,,False,,,,,,True,True,True,True,,,,
46023,107,144.0,9.0,,,,,,60.0,19.5,84.4,132.0,,,,,37.0,-98.0,,,,,,-47.0,-87.5,-22.6,25.0,,,,,False,,,,,,False,False,True,True,,,,
46025,44,42.0,0.0,,,,,,24.0,2.4,23.5,36.0,,,,,-2.0,-44.0,,,,,,-20.0,-41.6,-20.5,-8.0,,,,,False,,,,,,False,False,False,False,,,,
46027,69,156.0,16.0,,,,,,71.0,38.6,122.1,79.0,,,,,87.0,-53.0,,,,,,2.0,-30.4,53.1,10.0,,,,,True,,,,,,True,True,True,True,,,,
46029,314,294.0,63.0,,,,,,202.0,54.9,252.7,157.0,,720.1,,,-20.0,-251.0,,,,,,-112.0,-259.1,-61.3,-157.0,,406.1,,,False,,,,,,False,False,False,False,,False,,
46031,15,12.0,0.0,,,,,,24.0,34.3,9.4,18.0,,,,,-3.0,-15.0,,,,,,9.0,19.3,-5.6,3.0,,,,,False,,,,,,False,False,False,False,,,,
46033,41,72.0,5.0,,,,,,49.0,53.3,46.1,24.0,,,,,31.0,-36.0,,,,,,8.0,12.3,5.1,-17.0,,,,,False,,,,,,True,True,True,True,,,,
46035,93,174.0,30.0,,,,,,156.0,40.1,169.9,97.0,,,,,81.0,-63.0,,,,,,63.0,-52.9,76.9,4.0,,,,,True,,,,,,True,True,True,True,,,,
46037,79,66.0,8.0,,,,,,42.0,16.6,39.7,82.0,,,,,-13.0,-71.0,,,,,,-37.0,-62.4,-39.3,3.0,,,,,False,,,,,,False,False,False,True,,,,
46039,23,30.0,3.0,,,,,,30.0,7.0,27.6,8.0,,,,,7.0,-20.0,,,,,,7.0,-16.0,4.6,-15.0,,,,,False,,,,,,False,False,True,False,,,,
46041,43,102.0,,,,,,,32.0,9.8,85.2,37.0,,,,,59.0,,,,,,,-11.0,-33.2,42.2,-6.0,,,,,,,,,,,True,True,True,True,,,,
46043,24,36.0,3.0,,,,,,24.0,22.2,23.4,1.0,,,,,12.0,-21.0,,,,,,0.0,-1.8,-0.6,-23.0,,,,,False,,,,,,True,True,True,False,,,,
46045,33,90.0,0.0,,,,,,36.0,18.2,61.9,50.0,,,,,57.0,-33.0,,,,,,3.0,-14.8,28.9,17.0,,,,,True,,,,,,True,True,True,True,,,,
46047,46,78.0,13.0,,,,,,42.0,34.7,47.8,49.0,,,,,32.0,-33.0,,,,,,-4.0,-11.3,1.8,3.0,,,,,False,,,,,,True,True,True,True,,,,
46049,32,48.0,,,,,,,24.0,53.6,9.9,30.0,,,,,16.0,,,,,,,-8.0,21.6,-22.1,-2.0,,,,,,,,,,,True,False,False,True,,,,
46051,87,198.0,0.0,,,,,,54.0,14.9,63.9,174.0,,,,,111.0,-87.0,,,,,,-33.0,-72.1,-23.1,87.0,,,,,True,,,,,,True,True,True,True,,,,
46053,50,24.0,0.0,,,,,,35.0,0.6,14.8,26.0,,,,,-26.0,-50.0,,,,,,-15.0,-49.4,-35.2,-24.0,,,,,False,,,,,,True,False,False,True,,,,
46055,16,6.0,0.0,,,,,,18.0,1.8,7.4,23.0,,,,,-10.0,-16.0,,,,,,2.0,-14.2,-8.6,7.0,,,,,False,,,,,,True,False,True,True,,,,
46057,60,78.0,4.0,,,,,,39.0,23.8,46.6,22.0,,,,,18.0,-56.0,,,,,,-21.0,-36.2,-13.4,-38.0,,,,,False,,,,,,False,False,True,False,,,,
46059,22,6.0,0.0,,,,,,39.0,2.4,9.7,12.0,,,,,-16.0,-22.0,,,,,,17.0,-19.6,-12.3,-10.0,,,,,False,,,,,,False,False,True,True,,,,
46061,37,24.0,0.0,,,,,,18.0,4.7,17.4,0.0,,,,,-13.0,-37.0,,,,,,-19.0,-32.3,-19.6,-37.0,,,,,False,,,,,,False,False,False,False,,,,
46063,2,0.0,0.0,,,,,,24.0,0.0,0.9,1.0,,,,,-2.0,-2.0,,,,,,22.0,-2.0,-1.1,-1.0,,,,,False,,,,,,False,False,True,True,,,,
46065,143,354.0,218.0,,,,,,192.0,63.8,194.9,256.0,,205.0,,,211.0,75.0,,,,,,49.0,-79.2,51.9,113.0,,62.0,,,True,,,,,,True,True,True,True,,True,,
46067,43,102.0,1.0,,,,,,50.0,29.6,40.9,50.0,,,,,59.0,-42.0,,,,,,7.0,-13.4,-2.1,7.0,,,,,True,,,,,,True,True,True,True,,,,
46069,5,0.0,0.0,,,,,,20.0,0.0,1.1,6.0,,,,,-5.0,-5.0,,,,,,15.0,-5.0,-3.9,1.0,,,,,False,,,,,,False,True,True,True,,,,
46071,12,12.0,0.0,,,,,,15.0,1.2,12.5,12.0,,,,,0.0,-12.0,,,,,,3.0,-10.8,0.5,0.0,,,,,False,,,,,,False,False,False,True,,,,
46073,9,0.0,0.0,,,,,,18.0,0.1,9.5,6.0,,,,,-9.0,-9.0,,,,,,9.0,-8.9,0.5,-3.0,,,,,False,,,,,,False,True,True,True,,,,
46075,7,30.0,,,,,,,11.0,28.6,11.7,18.0,,,,,23.0,,,,,,,4.0,21.6,4.7,11.0,,,,,,,,,,,True,True,True,True,,,,
46077,44,90.0,2.0,,,,,,36.0,15.8,60.9,41.0,,,,,46.0,-42.0,,,,,,-8.0,-28.2,16.9,-3.0,,,,,True,,,,,,True,True,True,True,,,,
46079,82,210.0,71.0,,,,,,81.0,46.2,107.5,195.0,,,,,128.0,-11.0,,,,,,-1.0,-35.8,25.5,113.0,,,,,True,,,,,,True,True,True,True,,,,
46081,103,210.0,46.0,,,,,,307.0,70.4,178.6,86.0,,,,,107.0,-57.0,,,,,,204.0,-32.6,75.6,-17.0,,,,,True,,,,,,False,True,True,True,,,,
46083,481,846.0,779.0,,,,,,304.0,162.9,709.5,482.0,,658.6,,,365.0,298.0,,,,,,-177.0,-318.1,228.5,1.0,,177.6,,,True,,,,,,True,True,True,True,,True,,
46085,19,78.0,,,,,,,29.0,21.2,49.1,50.0,,,,,59.0,,,,,,,10.0,2.2,30.1,31.0,,,,,,,,,,,True,True,True,True,,,,
46087,34,30.0,0.0,,,,,,29.0,1.1,34.3,0.0,,,,,-4.0,-34.0,,,,,,-5.0,-32.9,0.3,-34.0,,,,,False,,,,,,False,False,True,False,,,,
46089,9,78.0,,,,,,,30.0,49.0,34.5,57.0,,,,,69.0,,,,,,,21.0,40.0,25.5,48.0,,,,,,,,,,,True,True,True,True,,,,
46091,53,42.0,0.0,,,,,,44.0,27.7,20.9,18.0,,,,,-11.0,-53.0,,,,,,-9.0,-25.3,-32.1,-35.0,,,,,False,,,,,,True,False,False,False,,,,
46093,175,240.0,53.0,,,,,,242.0,60.9,227.0,124.0,,,,,65.0,-122.0,,,,,,67.0,-114.1,52.0,-51.0,,,,,False,,,,,,False,False,True,True,,,,
