,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05113,619,200.0,,,,400.0,,242.4,0.1,,,250.0,-419.0,,,,-219.0,,-376.6,-618.9,,,-369.0,,,,True,,True,False,,,True
05115,1609,1120.0,,,,1527.0,,857.5,2.8,390.4,,547.0,-489.0,,,,-82.0,,-751.5,-1606.2,-1218.6,,-1062.0,,,,True,,False,False,False,,False
05117,201,144.0,,,,162.0,,131.7,0.0,,,69.0,-57.0,,,,-39.0,,-69.3,-201.0,,,-132.0,,,,True,,False,False,,,False
05119,7683,4888.0,,,,4415.0,,3482.3,2999.3,1878.9,,2695.0,-2795.0,,,,-3268.0,,-4200.7,-4683.7,-5804.1,,-4988.0,,,,False,,False,False,False,,False
05121,559,416.0,,,,471.0,,447.5,97.3,,,105.0,-143.0,,,,-88.0,,-111.5,-461.7,,,-454.0,,,,True,,True,False,,,False
05123,571,384.0,,,,667.0,,126.1,1.6,351.8,,0.0,-187.0,,,,96.0,,-444.9,-569.4,-219.2,,-571.0,,,,True,,False,False,False,,False
05125,3050,1208.0,,,,1577.0,,1047.5,793.4,437.8,,1583.0,-1842.0,,,,-1473.0,,-2002.5,-2256.6,-2612.2,,-1467.0,,,,True,,False,False,False,,True
05127,293,128.0,,,,252.0,,171.5,22.7,,,82.0,-165.0,,,,-41.0,,-121.5,-270.3,,,-211.0,,,,True,,True,False,,,False
05129,185,80.0,,,,220.0,,77.0,0.0,,,177.0,-105.0,,,,35.0,,-108.0,-185.0,,,-8.0,,,,True,,False,False,,,True
05131,3201,2624.0,,,,3074.0,,1875.1,1182.1,1088.3,,2082.0,-577.0,,,,-127.0,,-1325.9,-2018.9,-2112.7,,-1119.0,,,,True,,False,False,False,,False
05133,568,104.0,,,,257.0,,57.6,3.6,58.6,,0.0,-464.0,,,,-311.0,,-510.4,-564.4,-509.4,,-568.0,,,,True,,False,False,False,,False
05135,515,192.0,,,,293.0,,195.2,10.1,,,136.0,-323.0,,,,-222.0,,-319.8,-504.9,,,-379.0,,,,True,,True,False,,,False
05137,158,56.0,,,,292.0,,52.9,0.0,,,8.0,-102.0,,,,134.0,,-105.1,-158.0,,,-150.0,,,,False,,False,False,,,False
05139,664,520.0,,,,396.0,,459.1,300.4,,,671.0,-144.0,,,,-268.0,,-204.9,-363.6,,,7.0,,,,False,,False,False,,,True
05141,264,48.0,,,,406.0,,37.3,32.3,,,14.0,-216.0,,,,142.0,,-226.7,-231.7,,,-250.0,,,,True,,False,False,,,False
05143,6263,3808.0,,,,3985.0,,2593.0,140.0,3384.2,,1587.0,-2455.0,,,,-2278.0,,-3670.0,-6123.0,-2878.8,,-4676.0,,,,True,,False,False,False,,False
05145,2137,1080.0,,,,1931.0,,1201.2,534.9,,,856.0,-1057.0,,,,-206.0,,-935.8,-1602.1,,,-1281.0,,,,True,,True,False,,,False
05147,145,88.0,,,,66.0,,105.1,,,,88.0,-57.0,,,,-79.0,,-39.9,,,,-57.0,,,,False,,True,,,,False
05149,482,208.0,,,,440.0,,138.3,0.7,115.7,,4.0,-274.0,,,,-42.0,,-343.7,-481.3,-366.3,,-478.0,,,,True,,False,False,False,,False
06001,9799,3608.0,,,,3216.0,,2166.8,183.0,2588.4,,1978.0,-6191.0,,,,-6583.0,,-7632.2,-9616.0,-7210.6,,-7821.0,,,,False,,False,False,False,,False
06003,54,8.0,,,,0.0,,40.4,,,,33.0,-46.0,,,,-54.0,,-13.6,,,,-21.0,,,,False,,True,,,,True
06005,623,56.0,,,,57.0,,56.6,72.2,,,303.0,-567.0,,,,-566.0,,-566.4,-550.8,,,-320.0,,,,True,,True,True,,,True
06007,1461,616.0,,,,622.0,,368.5,685.6,427.9,,506.0,-845.0,,,,-839.0,,-1092.5,-775.4,-1033.1,,-955.0,,,,True,,False,True,False,,False
06009,255,48.0,,,,64.0,,52.3,116.4,,,20.0,-207.0,,,,-191.0,,-202.7,-138.6,,,-235.0,,,,True,,True,True,,,False
06011,247,40.0,,,,59.0,,23.9,0.2,,,4.0,-207.0,,,,-188.0,,-223.1,-246.8,,,-243.0,,,,True,,False,False,,,False
06013,8222,3816.0,,,,2411.0,,2720.3,1060.1,1935.8,,2245.0,-4406.0,,,,-5811.0,,-5501.7,-7161.9,-6286.2,,-5977.0,,,,False,,False,False,False,,False
06015,242,184.0,,,,157.0,,208.6,48.2,,,509.0,-58.0,,,,-85.0,,-33.4,-193.8,,,267.0,,,,False,,True,False,,,False
06017,1694,472.0,,,,286.0,,442.3,496.5,178.0,,418.0,-1222.0,,,,-1408.0,,-1251.7,-1197.5,-1516.0,,-1276.0,,,,False,,False,True,False,,False
06019,10900,2824.0,,,,3102.0,,1739.1,32.5,2787.1,,664.0,-8076.0,,,,-7798.0,,-9160.9,-10867.5,-8112.9,,-10236.0,,,,True,,False,False,False,,False
06021,393,184.0,,,,99.0,,156.3,0.0,,,86.0,-209.0,,,,-294.0,,-236.7,-393.0,,,-307.0,,,,False,,False,False,,,False
06023,485,88.0,,,,82.0,,82.5,328.4,,,39.0,-397.0,,,,-403.0,,-402.5,-156.6,,,-446.0,,,,False,,False,True,,,False
06025,4410,784.0,,,,316.0,,622.0,1.6,362.5,,0.0,-3626.0,,,,-4094.0,,-3788.0,-4408.4,-4047.5,,-4410.0,,,,False,,False,False,False,,False
06027,130,88.0,,,,12.0,,130.9,29.8,,,340.0,-42.0,,,,-118.0,,0.9,-100.2,,,210.0,,,,False,,True,False,,,False
06029,11029,3904.0,,,,3341.0,,2591.3,45.3,7148.7,,4275.0,-7125.0,,,,-7688.0,,-8437.7,-10983.7,-3880.3,,-6754.0,,,,False,,False,False,True,,True
06031,3774,2216.0,,,,877.0,,1079.4,2.6,1706.9,,596.0,-1558.0,,,,-2897.0,,-2694.6,-3771.4,-2067.1,,-3178.0,,,,False,,False,False,False,,False
06033,395,376.0,,,,199.0,,196.3,464.1,,,119.0,-19.0,,,,-196.0,,-198.7,69.1,,,-276.0,,,,False,,False,False,,,False
06035,1672,72.0,,,,61.0,,72.6,0.0,,,132.0,-1600.0,,,,-1611.0,,-1599.4,-1672.0,,,-1540.0,,,,False,,True,False,,,True
06037,158243,60216.0,,,,21512.0,,41008.0,1691.4,28964.1,,69734.0,-98027.0,,,,-136731.0,,-117235.0,-156551.6,-129278.9,,-88509.0,,,,False,,False,False,False,,True
06039,1789,848.0,,,,531.0,,620.8,1.8,519.2,,424.0,-941.0,,,,-1258.0,,-1168.2,-1787.2,-1269.8,,-1365.0,,,,False,,False,False,False,,False
06041,1091,856.0,,,,499.0,,577.9,171.1,361.2,,976.0,-235.0,,,,-592.0,,-513.1,-919.9,-729.8,,-115.0,,,,False,,False,False,False,,True
06043,79,8.0,,,,28.0,,12.4,,,,3.0,-71.0,,,,-51.0,,-66.6,,,,-76.0,,,,True,,True,,,,False
06045,689,376.0,,,,143.0,,372.9,800.8,,,223.0,-313.0,,,,-546.0,,-316.1,111.8,,,-466.0,,,,False,,False,True,,,False
06047,3742,928.0,,,,1076.0,,655.5,0.8,1074.8,,431.0,-2814.0,,,,-2666.0,,-3086.5,-3741.2,-2667.2,,-3311.0,,,,True,,False,False,True,,False
06049,147,8.0,,,,9.0,,23.7,,,,5.0,-139.0,,,,-138.0,,-123.3,,,,-142.0,,,,True,,True,,,,False
06051,423,24.0,,,,10.0,,23.5,0.0,,,31.0,-399.0,,,,-413.0,,-399.5,-423.0,,,-392.0,,,,False,,False,False,,,True
06053,6152,2944.0,,,,1453.0,,2192.0,14.2,1561.2,,2443.0,-3208.0,,,,-4699.0,,-3960.0,-6137.8,-4590.8,,-3709.0,,,,False,,False,False,False,,False
06055,1637,464.0,,,,421.0,,266.7,458.5,221.0,,87.0,-1173.0,,,,-1216.0,,-1370.3,-1178.5,-1416.0,,-1550.0,,,,False,,False,False,False,,False
06057,1007,152.0,,,,112.0,,106.2,430.7,,,63.0,-855.0,,,,-895.0,,-900.8,-576.3,,,-944.0,,,,False,,False,True,,,False
06059,29322,9392.0,,,,4059.0,,6561.4,314.5,5038.3,,9024.0,-19930.0,,,,-25263.0,,-22760.6,-29007.5,-24283.7,,-20298.0,,,,False,,False,False,False,,False
06061,3711,976.0,,,,690.0,,779.8,1011.1,695.3,,1814.0,-2735.0,,,,-3021.0,,-2931.2,-2699.9,-3015.7,,-1897.0,,,,False,,False,True,False,,True
06063,216,8.0,,,,14.0,,20.1,,,,274.0,-208.0,,,,-202.0,,-195.9,,,,58.0,,,,True,,True,,,,True
06065,33436,15120.0,,,,6554.0,,11747.8,1597.0,8546.4,,14231.0,-18316.0,,,,-26882.0,,-21688.2,-31839.0,-24889.6,,-19205.0,,,,False,,False,False,False,,False
06067,17447,6352.0,,,,3066.0,,4181.6,3505.0,6116.1,,4911.0,-11095.0,,,,-14381.0,,-13265.4,-13942.0,-11330.9,,-12536.0,,,,False,,False,False,False,,False
06069,743,152.0,,,,233.0,,117.7,0.6,172.0,,63.0,-591.0,,,,-510.0,,-625.3,-742.4,-571.0,,-680.0,,,,True,,False,False,True,,False
06071,46077,14584.0,,,,6856.0,,10320.6,972.8,8288.8,,10265.0,-31493.0,,,,-39221.0,,-35756.4,-45104.2,-37788.2,,-35812.0,,,,False,,False,False,False,,False
06073,40325,15544.0,,,,3773.0,,12118.9,2570.8,6863.0,,17152.0,-24781.0,,,,-36552.0,,-28206.1,-37754.2,-33462.0,,-23173.0,,,,False,,False,False,False,,True
06075,4879,1648.0,,,,1283.0,,1445.0,0.0,989.4,,878.0,-3231.0,,,,-3596.0,,-3434.0,-4879.0,-3889.6,,-4001.0,,,,False,,False,False,False,,False
06077,6980,2744.0,,,,2004.0,,1970.3,35.0,1685.4,,1783.0,-4236.0,,,,-4976.0,,-5009.7,-6945.0,-5294.6,,-5197.0,,,,False,,False,False,False,,False
06079,2698,1256.0,,,,1513.0,,1046.3,885.3,873.1,,1759.0,-1442.0,,,,-1185.0,,-1651.7,-1812.7,-1824.9,,-939.0,,,,True,,False,False,False,,True
06081,4958,2424.0,,,,1380.0,,1920.4,126.3,1765.3,,2593.0,-2534.0,,,,-3578.0,,-3037.6,-4831.7,-3192.7,,-2365.0,,,,False,,False,False,False,,True
06083,2541,1272.0,,,,1140.0,,940.4,738.5,1967.3,,628.0,-1269.0,,,,-1401.0,,-1600.6,-1802.5,-573.7,,-1913.0,,,,False,,False,False,True,,False
06085,15969,5480.0,,,,3477.0,,4134.1,563.2,3521.7,,7041.0,-10489.0,,,,-12492.0,,-11834.9,-15405.8,-12447.3,,-8928.0,,,,False,,False,False,False,,True
06087,2424,656.0,,,,439.0,,635.0,993.9,413.3,,364.0,-1768.0,,,,-1985.0,,-1789.0,-1430.1,-2010.7,,-2060.0,,,,False,,False,True,False,,False
06089,4137,2456.0,,,,702.0,,5756.8,1547.3,1045.7,,1138.0,-1681.0,,,,-3435.0,,1619.8,-2589.7,-3091.3,,-2999.0,,,,False,,True,False,False,,False
06091,18,0.0,,,,0.0,,7.7,,,,0.0,-18.0,,,,-18.0,,-10.3,,,,-18.0,,,,False,,True,,,,False
06093,607,96.0,,,,146.0,,63.7,115.0,,,295.0,-511.0,,,,-461.0,,-543.3,-492.0,,,-312.0,,,,True,,False,True,,,True
06095,4663,1840.0,,,,1087.0,,1565.4,853.0,1487.3,,1927.0,-2823.0,,,,-3576.0,,-3097.6,-3810.0,-3175.7,,-2736.0,,,,False,,False,False,False,,True
06097,4746,4800.0,,,,1333.0,,3938.8,2586.5,3591.7,,14824.0,54.0,,,,-3413.0,,-807.2,-2159.5,-1154.3,,10078.0,,,,False,,False,False,False,,False
06099,6761,2392.0,,,,1865.0,,1712.3,7.9,1147.4,,4813.0,-4369.0,,,,-4896.0,,-5048.7,-6753.1,-5613.6,,-1948.0,,,,False,,False,False,False,,True
06101,2140,216.0,,,,235.0,,207.7,187.9,143.9,,324.0,-1924.0,,,,-1905.0,,-1932.3,-1952.1,-1996.1,,-1816.0,,,,True,,False,False,False,,True
06103,1204,504.0,,,,262.0,,588.6,225.8,,,752.0,-700.0,,,,-942.0,,-615.4,-978.2,,,-452.0,,,,False,,True,False,,,True
06105,168,72.0,,,,107.0,,369.8,,,,298.0,-96.0,,,,-61.0,,201.8,,,,130.0,,,,True,,False,,,,False
06107,5607,3160.0,,,,1856.0,,2197.3,16.4,2125.9,,2105.0,-2447.0,,,,-3751.0,,-3409.7,-5590.6,-3481.1,,-3502.0,,,,False,,False,False,False,,False
06109,953,56.0,,,,101.0,,50.6,107.5,,,505.0,-897.0,,,,-852.0,,-902.4,-845.5,,,-448.0,,,,True,,False,True,,,True
06111,8555,2792.0,,,,1400.0,,2113.3,120.9,1372.5,,2326.0,-5763.0,,,,-7155.0,,-6441.7,-8434.1,-7182.5,,-6229.0,,,,False,,False,False,False,,False
06113,2368,600.0,,,,534.0,,440.9,659.2,544.4,,1091.0,-1768.0,,,,-1834.0,,-1927.1,-1708.8,-1823.6,,-1277.0,,,,False,,False,True,False,,True
06115,1176,312.0,,,,141.0,,255.1,166.9,306.6,,240.0,-864.0,,,,-1035.0,,-920.9,-1009.1,-869.4,,-936.0,,,,False,,False,False,False,,False
08001,21456,6904.0,,,,2241.0,,3777.5,3709.9,2616.1,,6445.0,-14552.0,,,,-19215.0,,-17678.5,-17746.1,-18839.9,,-15011.0,,,,False,,False,False,False,,False
08003,421,88.0,,,,95.0,,56.8,0.0,,,529.0,-333.0,,,,-326.0,,-364.2,-421.0,,,108.0,,,,True,,False,False,,,True
08005,19552,4656.0,,,,2604.0,,2395.1,5246.5,2150.9,,5427.0,-14896.0,,,,-16948.0,,-17156.9,-14305.5,-17401.1,,-14125.0,,,,False,,False,True,False,,True
08007,248,24.0,,,,40.0,,26.9,,,,7.0,-224.0,,,,-208.0,,-221.1,,,,-241.0,,,,True,,True,,,,False
08009,111,8.0,,,,42.0,,6.6,,,,44.0,-103.0,,,,-69.0,,-104.4,,,,-67.0,,,,True,,False,,,,True
08011,382,0.0,,,,24.0,,0.2,,,,0.0,-382.0,,,,-358.0,,-381.8,,,,-382.0,,,,True,,True,,,,False
08013,7185,1560.0,,,,1092.0,,985.3,2989.9,1579.2,,352.0,-5625.0,,,,-6093.0,,-6199.7,-4195.1,-5605.8,,-6833.0,,,,False,,False,True,True,,False
08014,1512,376.0,,,,206.0,,252.5,,,,349.0,-1136.0,,,,-1306.0,,-1259.5,,,,-1163.0,,,,False,,False,,,,False
08015,374,160.0,,,,69.0,,73.9,87.6,,,163.0,-214.0,,,,-305.0,,-300.1,-286.4,,,-211.0,,,,False,,False,False,,,True
08017,61,0.0,,,,18.0,,0.7,,,,0.0,-61.0,,,,-43.0,,-60.3,,,,-61.0,,,,True,,True,,,,False
08019,151,88.0,,,,21.0,,120.1,,,,391.0,-63.0,,,,-130.0,,-30.9,,,,240.0,,,,False,,True,,,,False
08021,172,24.0,,,,20.0,,14.0,,,,10.0,-148.0,,,,-152.0,,-158.0,,,,-162.0,,,,False,,False,,,,False
08023,59,16.0,,,,17.0,,4.9,,,,124.0,-43.0,,,,-42.0,,-54.1,,,,65.0,,,,True,,False,,,,False
08025,1262,0.0,,,,27.0,,6.9,,,,0.0,-1262.0,,,,-1235.0,,-1255.1,,,,-1262.0,,,,True,,True,,,,False
08027,73,0.0,,,,13.0,,2.3,,,,5.0,-73.0,,,,-60.0,,-70.7,,,,-68.0,,,,True,,True,,,,True
08029,614,8.0,,,,81.0,,11.2,204.5,,,1.0,-606.0,,,,-533.0,,-602.8,-409.5,,,-613.0,,,,True,,True,True,,,False
08031,24682,7472.0,,,,3205.0,,3768.8,6409.1,3296.6,,7130.0,-17210.0,,,,-21477.0,,-20913.2,-18272.9,-21385.4,,-17552.0,,,,False,,False,False,False,,False
08033,29,0.0,,,,17.0,,0.6,,,,0.0,-29.0,,,,-12.0,,-28.4,,,,-29.0,,,,True,,True,,,,False
08035,8988,1768.0,,,,836.0,,1270.7,2772.7,715.8,,1993.0,-7220.0,,,,-8152.0,,-7717.3,-6215.3,-8272.2,,-6995.0,,,,False,,False,True,False,,True
08037,1227,288.0,,,,158.0,,170.9,190.9,162.7,,482.0,-939.0,,,,-1069.0,,-1056.1,-1036.1,-1064.3,,-745.0,,,,False,,False,False,False,,True
08039,522,48.0,,,,56.0,,52.1,223.8,,,33.0,-474.0,,,,-466.0,,-469.9,-298.2,,,-489.0,,,,True,,True,True,,,False
08041,23129,3952.0,,,,3302.0,,2945.0,3530.7,1733.1,,10024.0,-19177.0,,,,-19827.0,,-20184.0,-19598.3,-21395.9,,-13105.0,,,,False,,False,False,False,,True
08043,3080,160.0,,,,138.0,,79.6,97.1,,,452.0,-2920.0,,,,-2942.0,,-3000.4,-2982.9,,,-2628.0,,,,False,,False,False,,,True
08045,1484,328.0,,,,148.0,,157.1,164.6,,,287.0,-1156.0,,,,-1336.0,,-1326.9,-1319.4,,,-1197.0,,,,False,,False,False,,,False
08047,80,8.0,,,,19.0,,9.3,,,,0.0,-72.0,,,,-61.0,,-70.7,,,,-80.0,,,,True,,True,,,,False
08049,351,248.0,,,,49.0,,362.7,142.0,,,644.0,-103.0,,,,-302.0,,11.7,-209.0,,,293.0,,,,False,,True,False,,,False
08051,199,8.0,,,,54.0,,19.2,142.4,,,438.0,-191.0,,,,-145.0,,-179.8,-56.6,,,239.0,,,,True,,True,True,,,False
08053,10,0.0,,,,11.0,,0.4,,,,0.0,-10.0,,,,1.0,,-9.6,,,,-10.0,,,,True,,True,,,,False
08055,176,8.0,,,,33.0,,9.8,,,,3.0,-168.0,,,,-143.0,,-166.2,,,,-173.0,,,,True,,True,,,,False
08057,13,0.0,,,,22.0,,5.2,,,,0.0,-13.0,,,,9.0,,-7.8,,,,-13.0,,,,True,,True,,,,False
08059,16338,3824.0,,,,1965.0,,2362.2,3716.4,1821.6,,4644.0,-12514.0,,,,-14373.0,,-13975.8,-12621.6,-14516.4,,-11694.0,,,,False,,False,False,False,,True
08061,33,0.0,,,,15.0,,0.9,,,,0.0,-33.0,,,,-18.0,,-32.1,,,,-33.0,,,,True,,True,,,,False
08063,240,136.0,,,,45.0,,2.5,,,,2.0,-104.0,,,,-195.0,,-237.5,,,,-238.0,,,,False,,False,,,,False
08065,214,40.0,,,,27.0,,29.6,0.0,,,41.0,-174.0,,,,-187.0,,-184.4,-214.0,,,-173.0,,,,False,,False,False,,,True
08067,1312,184.0,,,,106.0,,125.9,151.7,,,912.0,-1128.0,,,,-1206.0,,-1186.1,-1160.3,,,-400.0,,,,False,,False,False,,,True
08069,8440,2784.0,,,,1440.0,,1883.0,2286.0,1408.8,,3874.0,-5656.0,,,,-7000.0,,-6557.0,-6154.0,-7031.2,,-4566.0,,,,False,,False,False,False,,True
08071,270,24.0,,,,55.0,,23.5,,,,30.0,-246.0,,,,-215.0,,-246.5,,,,-240.0,,,,True,,False,,,,True
08073,533,64.0,,,,41.0,,472.3,,,,226.0,-469.0,,,,-492.0,,-60.7,,,,-307.0,,,,False,,True,,,,True
08075,1529,560.0,,,,174.0,,240.2,6.0,,,205.0,-969.0,,,,-1355.0,,-1288.8,-1523.0,,,-1324.0,,,,False,,False,False,,,False
08077,5866,680.0,,,,470.0,,576.5,1657.8,,,989.0,-5186.0,,,,-5396.0,,-5289.5,-4208.2,,,-4877.0,,,,False,,False,True,,,True
08079,17,0.0,,,,11.0,,0.2,,,,0.0,-17.0,,,,-6.0,,-16.8,,,,-17.0,,,,True,,True,,,,False
08081,309,24.0,,,,47.0,,11.4,,,,6.0,-285.0,,,,-262.0,,-297.6,,,,-303.0,,,,True,,False,,,,False
08083,676,104.0,,,,71.0,,82.6,74.3,,,280.0,-572.0,,,,-605.0,,-593.4,-601.7,,,-396.0,,,,False,,False,False,,,True
08085,922,88.0,,,,90.0,,45.3,148.7,,,15.0,-834.0,,,,-832.0,,-876.7,-773.3,,,-907.0,,,,True,,False,True,,,False
08087,980,136.0,,,,161.0,,93.1,2.4,,,154.0,-844.0,,,,-819.0,,-886.9,-977.6,,,-826.0,,,,True,,False,False,,,True
08089,833,32.0,,,,82.0,,29.8,129.1,,,77.0,-801.0,,,,-751.0,,-803.2,-703.9,,,-756.0,,,,True,,False,True,,,True
08091,98,16.0,,,,18.0,,13.6,,,,30.0,-82.0,,,,-80.0,,-84.4,,,,-68.0,,,,True,,False,,,,True
08093,212,40.0,,,,24.0,,21.7,,,,4.0,-172.0,,,,-188.0,,-190.3,,,,-208.0,,,,False,,False,,,,False
08095,167,0.0,,,,28.0,,1.7,,,,0.0,-167.0,,,,-139.0,,-165.3,,,,-167.0,,,,True,,True,,,,False
08097,347,88.0,,,,42.0,,61.5,234.4,,,139.0,-259.0,,,,-305.0,,-285.5,-112.6,,,-208.0,,,,False,,False,True,,,True
08099,633,32.0,,,,61.0,,16.8,,,,35.0,-601.0,,,,-572.0,,-616.2,,,,-598.0,,,,True,,False,,,,True
08101,8418,1248.0,,,,981.0,,1055.6,1104.7,716.7,,3648.0,-7170.0,,,,-7437.0,,-7362.4,-7313.3,-7701.3,,-4770.0,,,,False,,False,False,False,,True
08103,143,0.0,,,,30.0,,6.6,,,,1.0,-143.0,,,,-113.0,,-136.4,,,,-142.0,,,,True,,True,,,,True
08105,162,32.0,,,,40.0,,26.6,5.2,,,485.0,-130.0,,,,-122.0,,-135.4,-156.8,,,323.0,,,,True,,False,False,,,False
08107,568,80.0,,,,63.0,,65.7,364.0,,,83.0,-488.0,,,,-505.0,,-502.3,-204.0,,,-485.0,,,,False,,False,True,,,True
08109,117,32.0,,,,18.0,,10.9,0.2,,,283.0,-85.0,,,,-99.0,,-106.1,-116.8,,,166.0,,,,False,,False,False,,,False
08111,19,0.0,,,,8.0,,0.6,,,,0.0,-19.0,,,,-11.0,,-18.4,,,,-19.0,,,,True,,True,,,,False
08113,160,32.0,,,,24.0,,23.3,,,,47.0,-128.0,,,,-136.0,,-136.7,,,,-113.0,,,,False,,False,,,,True
08115,101,0.0,,,,19.0,,0.7,,,,0.0,-101.0,,,,-82.0,,-100.3,,,,-101.0,,,,True,,True,,,,False
08117,1161,296.0,,,,66.0,,187.8,308.5,,,177.0,-865.0,,,,-1095.0,,-973.2,-852.5,,,-984.0,,,,False,,False,True,,,False
08119,530,40.0,,,,43.0,,36.7,149.3,,,15.0,-490.0,,,,-487.0,,-493.3,-380.7,,,-515.0,,,,True,,False,True,,,False
08121,220,40.0,,,,36.0,,35.1,,,,33.0,-180.0,,,,-184.0,,-184.9,,,,-187.0,,,,False,,False,,,,False
08123,10369,1664.0,,,,1464.0,,948.9,579.0,720.3,,1726.0,-8705.0,,,,-8905.0,,-9420.1,-9790.0,-9648.7,,-8643.0,,,,False,,False,False,False,,True
08125,216,168.0,,,,94.0,,144.6,59.7,,,84.0,-48.0,,,,-122.0,,-71.4,-156.3,,,-132.0,,,,False,,False,False,,,False
09001,20783,2816.0,,,,2118.0,,1587.4,2528.1,2733.9,,4880.0,-17967.0,,,,-18665.0,,-19195.6,-18254.9,-18049.1,,-15903.0,,,,False,,False,False,False,,True
09003,15359,4248.0,,,,2863.0,,2595.8,891.0,5895.7,,9050.0,-11111.0,,,,-12496.0,,-12763.2,-14468.0,-9463.3,,-6309.0,,,,False,,False,False,True,,True
09005,3012,160.0,,,,294.0,,166.9,729.0,141.4,,110.0,-2852.0,,,,-2718.0,,-2845.1,-2283.0,-2870.6,,-2902.0,,,,True,,True,True,False,,False
09007,2340,424.0,,,,458.0,,317.6,650.7,227.1,,1177.0,-1916.0,,,,-1882.0,,-2022.4,-1689.3,-2112.9,,-1163.0,,,,True,,False,True,False,,True
09009,17966,2352.0,,,,2385.0,,1397.2,678.0,1260.7,,5908.0,-15614.0,,,,-15581.0,,-16568.8,-17288.0,-16705.3,,-12058.0,,,,True,,False,False,False,,True
09011,4078,2912.0,,,,1196.0,,2466.1,1398.6,1118.6,,5784.0,-1166.0,,,,-2882.0,,-1611.9,-2679.4,-2959.4,,1706.0,,,,False,,False,False,False,,False
09013,1723,424.0,,,,563.0,,354.7,901.3,426.3,,2395.0,-1299.0,,,,-1160.0,,-1368.3,-821.7,-1296.7,,672.0,,,,True,,False,True,True,,True
09015,1729,664.0,,,,706.0,,544.4,497.2,442.2,,1259.0,-1065.0,,,,-1023.0,,-1184.6,-1231.8,-1286.8,,-470.0,,,,True,,False,False,False,,True
10001,2577,600.0,,,,891.0,,342.3,750.6,263.9,,2819.0,-1977.0,,,,-1686.0,,-2234.7,-1826.4,-2313.1,,242.0,,,,True,,False,True,False,,True
10003,10697,4568.0,,,,2238.0,,2917.8,3633.4,2061.9,,4350.0,-6129.0,,,,-8459.0,,-7779.2,-7063.6,-8635.1,,-6347.0,,,,False,,False,False,False,,False
10005,3819,1808.0,,,,1169.0,,1148.3,303.9,756.1,,4275.0,-2011.0,,,,-2650.0,,-2670.7,-3515.1,-3062.9,,456.0,,,,False,,False,False,False,,True
12001,4497,2584.0,,,,938.0,,2226.1,0.2,939.5,,2048.0,-1913.0,,,,-3559.0,,-2270.9,-4496.8,-3557.5,,-2449.0,,,,False,,False,False,False,,False
12003,496,696.0,,,,119.0,,585.8,0.2,526.4,,77.0,200.0,,,,-377.0,,89.8,-495.8,30.4,,-419.0,,,,False,,True,False,True,,False
12005,2777,680.0,,,,721.0,,578.3,5.5,237.2,,306.0,-2097.0,,,,-2056.0,,-2198.7,-2771.5,-2539.8,,-2471.0,,,,True,,False,False,False,,False
12007,301,144.0,,,,75.0,,146.1,0.2,114.6,,38.0,-157.0,,,,-226.0,,-154.9,-300.8,-186.4,,-263.0,,,,False,,True,False,False,,False
12009,6752,3536.0,,,,1980.0,,3575.7,436.6,1061.9,,1854.0,-3216.0,,,,-4772.0,,-3176.3,-6315.4,-5690.1,,-4898.0,,,,False,,True,False,False,,False
12011,33934,8264.0,,,,3175.0,,6206.1,429.8,3866.6,,9129.0,-25670.0,,,,-30759.0,,-27727.9,-33504.2,-30067.4,,-24805.0,,,,False,,False,False,False,,True
12013,282,72.0,,,,95.0,,62.2,0.0,,,58.0,-210.0,,,,-187.0,,-219.8,-282.0,,,-224.0,,,,True,,False,False,,,False
12015,2235,528.0,,,,288.0,,501.8,425.2,239.6,,496.0,-1707.0,,,,-1947.0,,-1733.2,-1809.8,-1995.4,,-1739.0,,,,False,,False,False,False,,False
12017,2182,736.0,,,,411.0,,649.5,407.2,442.8,,790.0,-1446.0,,,,-1771.0,,-1532.5,-1774.8,-1739.2,,-1392.0,,,,False,,False,False,False,,True
12019,3078,1240.0,,,,496.0,,1067.8,63.9,847.8,,520.0,-1838.0,,,,-2582.0,,-2010.2,-3014.1,-2230.2,,-2558.0,,,,False,,False,False,False,,False
12021,5612,2216.0,,,,1050.0,,1731.6,35.2,1087.5,,4864.0,-3396.0,,,,-4562.0,,-3880.4,-5576.8,-4524.5,,-748.0,,,,False,,False,False,False,,True
