,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
28023,191,155.0,,80.0,,,,,85.0,,266.7,80.9,,279.5,,,69.0,-36.0,,-111.0,,,,,-106.0,,75.7,-110.1,,88.5,,,-122.0,,False,,,,,False,,False,False,,False,,,False
28025,274,145.0,,65.0,,,,,124.0,,140.9,63.9,,156.0,,,96.0,-129.0,,-209.0,,,,,-150.0,,-133.1,-210.1,,-118.0,,,-178.0,,False,,,,,False,,False,False,,True,,,False
28027,329,160.0,,70.0,,,,,292.0,,128.6,45.6,,165.0,,86.9,75.0,-169.0,,-259.0,,,,,-37.0,,-200.4,-283.4,,-164.0,,-242.1,-254.0,,False,,,,,True,,False,False,,True,,False,False
28029,365,180.0,,235.0,,,,,195.0,,213.3,109.4,,202.0,,162.4,77.0,-185.0,,-130.0,,,,,-170.0,,-151.7,-255.6,,-163.0,,-202.6,-288.0,,True,,,,,True,,True,False,,True,,False,False
28031,386,165.0,,138.0,,,,,114.0,,263.6,105.8,,181.0,,,34.0,-221.0,,-248.0,,,,,-272.0,,-122.4,-280.2,,-205.0,,,-352.0,,False,,,,,False,,True,False,,True,,,False
28033,3450,2265.0,,1847.0,,,,,2198.0,,2757.2,695.5,,2835.5,,1567.6,2051.0,-1185.0,,-1603.0,,,,,-1252.0,,-692.8,-2754.5,,-614.5,,-1882.4,-1399.0,,False,,,,,False,,True,False,,True,,False,False
28035,952,545.0,,572.0,,,,,704.0,,688.2,276.5,,524.0,,563.5,298.0,-407.0,,-380.0,,,,,-248.0,,-263.8,-675.5,,-428.0,,-388.5,-654.0,,True,,,,,True,,True,False,,False,,True,False
28037,138,70.0,,0.0,,,,,49.0,,75.1,14.7,,102.0,,,51.0,-68.0,,-138.0,,,,,-89.0,,-62.9,-123.3,,-36.0,,,-87.0,,False,,,,,False,,True,False,,True,,,False
28039,358,215.0,,0.0,,,,,255.0,,407.6,94.3,,320.0,,,78.0,-143.0,,-358.0,,,,,-103.0,,49.6,-263.7,,-38.0,,,-280.0,,False,,,,,True,,True,False,,True,,,False
28041,179,45.0,,6.0,,,,,79.0,,123.9,51.1,,72.0,,,16.0,-134.0,,-173.0,,,,,-100.0,,-55.1,-127.9,,-107.0,,,-163.0,,False,,,,,True,,True,True,,True,,,False
28043,263,90.0,,80.0,,,,,222.0,,144.2,62.3,,65.0,,95.6,12.0,-173.0,,-183.0,,,,,-41.0,,-118.8,-200.7,,-198.0,,-167.4,-251.0,,False,,,,,True,,True,False,,False,,True,False
28045,449,260.0,,162.0,,,,,258.0,,585.8,187.1,,316.0,,,158.0,-189.0,,-287.0,,,,,-191.0,,136.8,-261.9,,-133.0,,,-291.0,,False,,,,,False,,True,False,,True,,,False
28047,2117,1960.0,,1447.0,,,,,1533.0,,3612.0,782.3,,1847.5,,767.8,1201.0,-157.0,,-670.0,,,,,-584.0,,1495.0,-1334.7,,-269.5,,-1349.2,-916.0,,False,,,,,False,,False,False,,False,,False,False
28049,2676,1030.0,,625.0,,,,,1510.0,,946.8,499.3,,1271.0,,569.0,773.0,-1646.0,,-2051.0,,,,,-1166.0,,-1729.2,-2176.7,,-1405.0,,-2107.0,-1903.0,,False,,,,,True,,False,False,,True,,False,False
28051,224,40.0,,33.0,,,,,103.0,,42.1,19.2,,36.0,,26.7,1.0,-184.0,,-191.0,,,,,-121.0,,-181.9,-204.8,,-188.0,,-197.3,-223.0,,False,,,,,True,,True,False,,False,,False,False
28053,100,155.0,,81.0,,,,,53.0,,179.9,22.7,,227.0,,,59.0,55.0,,-19.0,,,,,-47.0,,79.9,-77.3,,127.0,,,-41.0,,True,,,,,True,,False,False,,False,,,True
28055,21,0.0,,0.0,,,,,21.0,,2.9,2.7,,0.0,,,0.0,-21.0,,-21.0,,,,,0.0,,-18.1,-18.3,,-21.0,,,-21.0,,False,,,,,True,,True,True,,False,,,False
28057,489,330.0,,255.0,,,,,189.0,,359.2,81.0,,263.0,,283.9,86.0,-159.0,,-234.0,,,,,-300.0,,-129.8,-408.0,,-226.0,,-205.1,-403.0,,False,,,,,False,,True,False,,False,,False,False
28059,1868,1810.0,,2415.0,,,,,1101.0,,2336.2,709.1,,2144.0,,882.9,573.0,-58.0,,547.0,,,,,-767.0,,468.2,-1158.9,,276.0,,-985.1,-1295.0,,False,,,,,False,,False,False,,False,,False,False
28061,210,95.0,,63.0,,,,,112.0,,164.5,85.2,,111.5,,,52.0,-115.0,,-147.0,,,,,-98.0,,-45.5,-124.8,,-98.5,,,-158.0,,False,,,,,True,,True,False,,True,,,False
28063,109,55.0,,16.0,,,,,39.0,,30.0,18.5,,51.0,,,18.0,-54.0,,-93.0,,,,,-70.0,,-79.0,-90.5,,-58.0,,,-91.0,,False,,,,,False,,False,False,,False,,,False
28065,184,85.0,,16.0,,,,,54.0,,102.7,43.8,,92.5,,,49.0,-99.0,,-168.0,,,,,-130.0,,-81.3,-140.2,,-91.5,,,-135.0,,False,,,,,False,,True,False,,True,,,False
28067,912,455.0,,329.0,,,,,878.0,,524.4,284.0,,328.0,,389.7,277.0,-457.0,,-583.0,,,,,-34.0,,-387.6,-628.0,,-584.0,,-522.3,-635.0,,False,,,,,True,,True,False,,False,,False,False
28069,176,50.0,,35.0,,,,,51.0,,60.2,43.1,,18.0,,,35.0,-126.0,,-141.0,,,,,-125.0,,-115.8,-132.9,,-158.0,,,-141.0,,False,,,,,True,,True,False,,False,,,False
28071,890,490.0,,636.0,,,,,482.0,,514.3,110.6,,694.0,,407.8,209.0,-400.0,,-254.0,,,,,-408.0,,-375.7,-779.4,,-196.0,,-482.2,-681.0,,True,,,,,False,,True,False,,True,,False,False
28073,768,625.0,,633.0,,,,,393.0,,672.4,352.1,,778.0,,529.6,279.0,-143.0,,-135.0,,,,,-375.0,,-95.6,-415.9,,10.0,,-238.4,-489.0,,True,,,,,False,,True,False,,True,,False,False
28075,1149,875.0,,1058.0,,,,,786.0,,598.0,300.8,,1527.0,,560.3,458.0,-274.0,,-91.0,,,,,-363.0,,-551.0,-848.2,,378.0,,-588.7,-691.0,,True,,,,,False,,False,False,,False,,False,False
28077,204,260.0,,0.0,,,,,65.0,,215.9,76.7,,381.0,,,89.0,56.0,,-204.0,,,,,-139.0,,11.9,-127.3,,177.0,,,-115.0,,False,,,,,False,,True,False,,False,,,False
28079,300,155.0,,285.0,,,,,233.0,,169.2,94.9,,118.0,,95.9,39.0,-145.0,,-15.0,,,,,-67.0,,-130.8,-205.1,,-182.0,,-204.1,-261.0,,True,,,,,True,,True,False,,False,,False,False
28081,1912,805.0,,838.0,,,,,1022.0,,946.4,219.0,,896.0,,608.5,564.0,-1107.0,,-1074.0,,,,,-890.0,,-965.6,-1693.0,,-1016.0,,-1303.5,-1348.0,,True,,,,,True,,True,False,,True,,False,False
28083,435,450.0,,555.0,,,,,316.0,,396.3,116.0,,680.0,,200.0,6.0,15.0,,120.0,,,,,-119.0,,-38.7,-319.0,,245.0,,-235.0,-429.0,,False,,,,,False,,False,False,,False,,False,False
28085,571,385.0,,377.0,,,,,270.0,,360.7,150.3,,379.0,,322.7,159.0,-186.0,,-194.0,,,,,-301.0,,-210.3,-420.7,,-192.0,,-248.3,-412.0,,False,,,,,False,,False,False,,False,,False,False
28087,840,200.0,,226.0,,,,,483.0,,322.7,152.8,,295.0,,151.3,141.0,-640.0,,-614.0,,,,,-357.0,,-517.3,-687.2,,-545.0,,-688.7,-699.0,,True,,,,,True,,True,False,,True,,False,False
28089,1459,390.0,,133.0,,,,,608.0,,440.9,243.6,,345.0,,216.4,154.0,-1069.0,,-1326.0,,,,,-851.0,,-1018.1,-1215.3,,-1114.0,,-1242.6,-1305.0,,False,,,,,True,,True,False,,False,,False,False
28091,311,130.0,,133.0,,,,,189.0,,99.4,51.2,,206.0,,,198.0,-181.0,,-178.0,,,,,-122.0,,-211.6,-259.8,,-105.0,,,-113.0,,True,,,,,True,,False,False,,True,,,True
28093,770,565.0,,1147.0,,,,,401.0,,776.4,73.3,,1040.0,,266.2,188.0,-205.0,,377.0,,,,,-369.0,,6.4,-696.7,,270.0,,-503.8,-582.0,,False,,,,,False,,True,False,,False,,False,False
28095,621,325.0,,429.0,,,,,310.0,,410.2,134.1,,381.0,,140.6,297.0,-296.0,,-192.0,,,,,-311.0,,-210.8,-486.9,,-240.0,,-480.4,-324.0,,True,,,,,False,,True,False,,True,,False,False
28097,241,130.0,,21.0,,,,,89.0,,107.8,23.6,,123.0,,,17.0,-111.0,,-220.0,,,,,-152.0,,-133.2,-217.4,,-118.0,,,-224.0,,False,,,,,False,,False,False,,False,,,False
28099,457,250.0,,194.0,,,,,269.0,,184.1,159.4,,276.0,,134.6,2.0,-207.0,,-263.0,,,,,-188.0,,-272.9,-297.6,,-181.0,,-322.4,-455.0,,False,,,,,True,,False,False,,True,,False,False
28101,277,105.0,,77.0,,,,,143.0,,167.6,99.0,,114.0,,,83.0,-172.0,,-200.0,,,,,-134.0,,-109.4,-178.0,,-163.0,,,-194.0,,False,,,,,True,,True,False,,True,,,False
28103,148,40.0,,0.0,,,,,61.0,,26.8,26.5,,12.0,,,11.0,-108.0,,-148.0,,,,,-87.0,,-121.2,-121.5,,-136.0,,,-137.0,,False,,,,,True,,False,False,,False,,,False
28105,578,275.0,,345.0,,,,,342.0,,347.4,109.7,,386.0,,219.8,142.0,-303.0,,-233.0,,,,,-236.0,,-230.6,-468.4,,-192.0,,-358.2,-436.0,,True,,,,,True,,True,False,,True,,False,False
28107,713,210.0,,257.0,,,,,378.0,,234.3,102.3,,273.5,,120.9,98.0,-503.0,,-456.0,,,,,-335.0,,-478.7,-610.7,,-439.5,,-592.1,-615.0,,True,,,,,True,,True,False,,True,,False,False
28109,510,315.0,,228.0,,,,,328.0,,353.1,131.0,,373.0,,166.5,180.0,-195.0,,-282.0,,,,,-182.0,,-156.9,-379.0,,-137.0,,-343.5,-330.0,,False,,,,,True,,True,False,,True,,False,False
28111,164,230.0,,97.0,,,,,64.0,,208.3,29.6,,293.0,,,132.0,66.0,,-67.0,,,,,-100.0,,44.3,-134.4,,129.0,,,-32.0,,False,,,,,False,,True,False,,False,,,True
28113,309,160.0,,214.0,,,,,332.0,,201.7,81.6,,178.5,,78.8,109.0,-149.0,,-95.0,,,,,23.0,,-107.3,-227.4,,-130.5,,-230.2,-200.0,,True,,,,,True,,True,False,,True,,False,False
28115,655,375.0,,373.0,,,,,443.0,,318.3,78.9,,506.0,,220.9,605.0,-280.0,,-282.0,,,,,-212.0,,-336.7,-576.1,,-149.0,,-434.1,-50.0,,False,,,,,True,,False,False,,True,,False,True
28117,495,260.0,,184.0,,,,,309.0,,376.3,57.1,,325.0,,109.8,221.0,-235.0,,-311.0,,,,,-186.0,,-118.7,-437.9,,-170.0,,-385.2,-274.0,,False,,,,,True,,True,False,,True,,False,False
28119,86,25.0,,0.0,,,,,64.0,,23.0,13.2,,0.0,,,0.0,-61.0,,-86.0,,,,,-22.0,,-63.0,-72.8,,-86.0,,,-86.0,,False,,,,,True,,False,False,,False,,,False
28121,2235,1240.0,,2637.0,,,,,1247.0,,964.1,374.9,,1072.0,,837.8,1038.0,-995.0,,402.0,,,,,-988.0,,-1270.9,-1860.1,,-1163.0,,-1397.2,-1197.0,,True,,,,,True,,False,False,,False,,False,False
28123,386,220.0,,259.0,,,,,236.0,,179.9,94.6,,351.0,,120.5,161.0,-166.0,,-127.0,,,,,-150.0,,-206.1,-291.4,,-35.0,,-265.5,-225.0,,True,,,,,True,,False,False,,True,,False,False
28125,49,35.0,,0.0,,,,,26.0,,28.8,6.0,,25.0,,,1.0,-14.0,,-49.0,,,,,-23.0,,-20.2,-43.0,,-24.0,,,-48.0,,False,,,,,False,,False,False,,False,,,False
28127,322,210.0,,263.0,,,,,199.0,,210.5,86.9,,254.5,,134.6,106.0,-112.0,,-59.0,,,,,-123.0,,-111.5,-235.1,,-67.5,,-187.4,-216.0,,True,,,,,False,,True,False,,True,,False,False
28129,161,100.0,,34.0,,,,,92.0,,144.7,50.2,,122.0,,,107.0,-61.0,,-127.0,,,,,-69.0,,-16.3,-110.8,,-39.0,,,-54.0,,False,,,,,False,,True,False,,True,,,True
28131,352,160.0,,115.0,,,,,180.0,,294.2,54.6,,179.0,,,145.0,-192.0,,-237.0,,,,,-172.0,,-57.8,-297.4,,-173.0,,,-207.0,,False,,,,,True,,True,False,,True,,,False
28133,333,275.0,,39.0,,,,,257.0,,285.2,52.1,,390.0,,188.4,234.0,-58.0,,-294.0,,,,,-76.0,,-47.8,-280.9,,57.0,,-144.6,-99.0,,False,,,,,False,,True,False,,True,,False,False
28135,148,115.0,,0.0,,,,,145.0,,112.7,24.5,,165.0,,,2.0,-33.0,,-148.0,,,,,-3.0,,-35.3,-123.5,,17.0,,,-146.0,,False,,,,,True,,False,False,,True,,,False
28137,622,485.0,,356.0,,,,,319.0,,419.2,87.3,,780.0,,307.1,768.0,-137.0,,-266.0,,,,,-303.0,,-202.8,-534.7,,158.0,,-314.9,146.0,,False,,,,,False,,False,False,,False,,False,False
28139,396,355.0,,352.0,,,,,270.0,,539.0,61.2,,381.0,,,185.0,-41.0,,-44.0,,,,,-126.0,,143.0,-334.8,,-15.0,,,-211.0,,False,,,,,False,,False,False,,True,,,False
28141,346,135.0,,73.0,,,,,195.0,,214.9,61.6,,166.0,,,130.0,-211.0,,-273.0,,,,,-151.0,,-131.1,-284.4,,-180.0,,,-216.0,,False,,,,,True,,True,False,,True,,,False
28143,100,30.0,,0.0,,,,,71.0,,59.0,19.8,,20.0,,,11.0,-70.0,,-100.0,,,,,-29.0,,-41.0,-80.2,,-80.0,,,-89.0,,False,,,,,True,,True,False,,False,,,False
28145,548,445.0,,613.0,,,,,407.0,,557.8,125.5,,282.0,,269.5,468.0,-103.0,,65.0,,,,,-141.0,,9.8,-422.5,,-266.0,,-278.5,-80.0,,True,,,,,False,,True,False,,False,,False,True
28147,163,50.0,,0.0,,,,,79.0,,37.3,34.1,,36.0,,,41.0,-113.0,,-163.0,,,,,-84.0,,-125.7,-128.9,,-127.0,,,-122.0,,False,,,,,True,,False,False,,False,,,False
28149,354,140.0,,192.0,,,,,306.0,,174.8,168.0,,158.0,,75.2,108.0,-214.0,,-162.0,,,,,-48.0,,-179.2,-186.0,,-196.0,,-278.8,-246.0,,True,,,,,True,,True,True,,True,,False,False
28151,754,525.0,,554.0,,,,,331.0,,427.4,140.4,,736.0,,406.6,7.0,-229.0,,-200.0,,,,,-423.0,,-326.6,-613.6,,-18.0,,-347.4,-747.0,,True,,,,,False,,False,False,,True,,False,False
28153,245,110.0,,42.0,,,,,154.0,,207.3,104.2,,136.0,,81.5,59.0,-135.0,,-203.0,,,,,-91.0,,-37.7,-140.8,,-109.0,,-163.5,-186.0,,False,,,,,True,,True,False,,True,,False,False
28155,121,40.0,,35.0,,,,,87.0,,44.6,13.1,,30.0,,,22.0,-81.0,,-86.0,,,,,-34.0,,-76.4,-107.9,,-91.0,,,-99.0,,False,,,,,True,,True,False,,False,,,False
28157,88,40.0,,0.0,,,,,57.0,,37.5,8.3,,26.0,,,16.0,-48.0,,-88.0,,,,,-31.0,,-50.5,-79.7,,-62.0,,,-72.0,,False,,,,,True,,False,False,,False,,,False
28159,484,175.0,,0.0,,,,,117.0,,184.8,64.4,,291.0,,,96.0,-309.0,,-484.0,,,,,-367.0,,-299.2,-419.6,,-193.0,,,-388.0,,False,,,,,False,,True,False,,True,,,False
28161,189,150.0,,93.0,,,,,119.0,,345.1,35.6,,306.5,,,47.0,-39.0,,-96.0,,,,,-70.0,,156.1,-153.4,,117.5,,,-142.0,,False,,,,,False,,False,False,,False,,,False
28163,428,190.0,,357.0,,,,,242.0,,207.6,131.1,,437.0,,121.4,136.0,-238.0,,-71.0,,,,,-186.0,,-220.4,-296.9,,9.0,,-306.6,-292.0,,True,,,,,True,,True,False,,True,,False,False
29001,589,365.0,,448.0,,,,,472.0,,476.1,59.5,,640.0,,,413.0,-224.0,,-141.0,,,,,-117.0,,-112.9,-529.5,,51.0,,,-176.0,,True,,,,,True,,True,False,,True,,,True
29003,414,200.0,,169.0,,,,,153.0,,376.3,124.5,,224.0,,,169.0,-214.0,,-245.0,,,,,-261.0,,-37.7,-289.5,,-190.0,,,-245.0,,False,,,,,False,,True,False,,True,,,False
29005,142,45.0,,29.0,,,,,43.0,,23.9,11.1,,7.0,,,63.0,-97.0,,-113.0,,,,,-99.0,,-118.1,-130.9,,-135.0,,,-79.0,,False,,,,,False,,False,False,,False,,,True
29007,556,380.0,,263.0,,,,,302.0,,383.4,143.4,,519.0,,,330.0,-176.0,,-293.0,,,,,-254.0,,-172.6,-412.6,,-37.0,,,-226.0,,False,,,,,False,,True,False,,True,,,False
29009,629,560.0,,536.0,,,,,596.0,,886.9,106.1,,550.0,,,27.0,-69.0,,-93.0,,,,,-33.0,,257.9,-522.9,,-79.0,,,-602.0,,False,,,,,True,,False,False,,False,,,False
29011,209,175.0,,125.0,,,,,133.0,,195.9,20.5,,91.0,,,89.0,-34.0,,-84.0,,,,,-76.0,,-13.1,-188.5,,-118.0,,,-120.0,,False,,,,,False,,True,False,,False,,,False
29013,328,120.0,,102.0,,,,,188.0,,273.6,21.9,,65.0,,,106.0,-208.0,,-226.0,,,,,-140.0,,-54.4,-306.1,,-263.0,,,-222.0,,False,,,,,True,,True,False,,False,,,False
29015,385,110.0,,49.0,,,,,229.0,,168.8,50.2,,142.0,,,6.0,-275.0,,-336.0,,,,,-156.0,,-216.2,-334.8,,-243.0,,,-379.0,,False,,,,,True,,True,False,,True,,,False
29017,322,390.0,,207.0,,,,,149.0,,428.4,42.5,,327.0,,,656.0,68.0,,-115.0,,,,,-173.0,,106.4,-279.6,,5.0,,,334.0,,False,,,,,False,,False,False,,True,,,False
29019,4580,2375.0,,6037.0,,,,,2250.0,,1900.8,337.7,,1895.0,,2371.4,1612.0,-2205.0,,1457.0,,,,,-2330.0,,-2679.2,-4242.3,,-2685.0,,-2208.6,-2968.0,,True,,,,,False,,False,False,,False,,False,False
29021,1988,780.0,,517.0,,,,,1064.0,,995.5,487.2,,393.0,,587.2,510.0,-1208.0,,-1471.0,,,,,-924.0,,-992.5,-1500.8,,-1595.0,,-1400.8,-1478.0,,False,,,,,True,,True,False,,False,,False,False
29023,1026,900.0,,1173.0,,,,,1014.0,,1789.0,169.6,,767.0,,1041.9,207.0,-126.0,,147.0,,,,,-12.0,,763.0,-856.4,,-259.0,,15.9,-819.0,,False,,,,,True,,False,False,,False,,True,False
29025,235,130.0,,94.0,,,,,104.0,,78.8,26.6,,99.0,,,2.0,-105.0,,-141.0,,,,,-131.0,,-156.2,-208.4,,-136.0,,,-233.0,,False,,,,,False,,False,False,,False,,,False
29027,1614,1540.0,,2021.0,,,,,576.0,,2035.5,113.4,,1674.0,,816.0,604.0,-74.0,,407.0,,,,,-1038.0,,421.5,-1500.6,,60.0,,-798.0,-1010.0,,False,,,,,False,,False,False,,True,,False,False
29029,933,655.0,,637.0,,,,,500.0,,763.1,119.8,,459.5,,447.3,163.0,-278.0,,-296.0,,,,,-433.0,,-169.9,-813.2,,-473.5,,-485.7,-770.0,,False,,,,,False,,True,False,,False,,False,False
29031,2559,1130.0,,1496.0,,,,,904.0,,1130.6,285.5,,876.0,,920.1,866.0,-1429.0,,-1063.0,,,,,-1655.0,,-1428.4,-2273.5,,-1683.0,,-1638.9,-1693.0,,True,,,,,False,,True,False,,False,,False,False
29033,255,175.0,,102.0,,,,,144.0,,207.6,19.9,,113.0,,,137.0,-80.0,,-153.0,,,,,-111.0,,-47.4,-235.1,,-142.0,,,-118.0,,False,,,,,False,,True,False,,False,,,False
29035,131,105.0,,58.0,,,,,66.0,,160.4,12.4,,157.0,,,49.0,-26.0,,-73.0,,,,,-65.0,,29.4,-118.6,,26.0,,,-82.0,,False,,,,,False,,False,False,,False,,,False
29037,1960,975.0,,1399.0,,,,,791.0,,1059.4,306.8,,982.0,,666.6,812.0,-985.0,,-561.0,,,,,-1169.0,,-900.6,-1653.2,,-978.0,,-1293.4,-1148.0,,True,,,,,False,,True,False,,True,,False,False
29039,202,170.0,,102.0,,,,,191.0,,173.8,22.0,,113.0,,,183.0,-32.0,,-100.0,,,,,-11.0,,-28.2,-180.0,,-89.0,,,-19.0,,False,,,,,True,,True,False,,False,,,True
29041,188,75.0,,61.0,,,,,76.0,,38.2,6.5,,22.0,,,131.0,-113.0,,-127.0,,,,,-112.0,,-149.8,-181.5,,-166.0,,,-57.0,,False,,,,,True,,False,False,,False,,,True
29043,1677,1090.0,,1431.0,,,,,969.0,,1173.2,266.7,,1116.0,,913.5,1389.0,-587.0,,-246.0,,,,,-708.0,,-503.8,-1410.3,,-561.0,,-763.5,-288.0,,True,,,,,False,,True,False,,True,,False,True
29045,192,115.0,,62.0,,,,,69.0,,69.7,15.0,,97.0,,,131.0,-77.0,,-130.0,,,,,-123.0,,-122.3,-177.0,,-95.0,,,-61.0,,False,,,,,False,,False,False,,False,,,True
29047,2272,1180.0,,1941.0,,,,,1925.0,,1311.7,480.1,,2362.5,,908.3,1221.0,-1092.0,,-331.0,,,,,-347.0,,-960.3,-1791.9,,90.5,,-1363.7,-1051.0,,True,,,,,True,,True,False,,True,,False,True
29049,428,305.0,,457.0,,,,,196.0,,722.5,47.8,,420.0,,,196.0,-123.0,,29.0,,,,,-232.0,,294.5,-380.2,,-8.0,,,-232.0,,True,,,,,False,,False,False,,True,,,False
29051,3304,2305.0,,2404.0,,,,,1012.0,,3283.0,311.8,,2313.0,,1109.5,472.0,-999.0,,-900.0,,,,,-2292.0,,-21.0,-2992.2,,-991.0,,-2194.5,-2832.0,,True,,,,,False,,True,False,,True,,False,False
29053,579,280.0,,133.0,,,,,242.0,,309.2,46.3,,340.0,,,218.0,-299.0,,-446.0,,,,,-337.0,,-269.8,-532.7,,-239.0,,,-361.0,,False,,,,,False,,True,False,,True,,,False
29055,592,380.0,,322.0,,,,,293.0,,690.9,73.6,,356.0,,,10.0,-212.0,,-270.0,,,,,-299.0,,98.9,-518.4,,-236.0,,,-582.0,,False,,,,,False,,True,False,,False,,,False
29057,155,70.0,,35.0,,,,,81.0,,111.2,20.2,,116.0,,,74.0,-85.0,,-120.0,,,,,-74.0,,-43.8,-134.8,,-39.0,,,-81.0,,False,,,,,True,,True,False,,True,,,True
29059,221,305.0,,366.0,,,,,212.0,,845.5,75.8,,280.0,,,200.0,84.0,,145.0,,,,,-9.0,,624.5,-145.2,,59.0,,,-21.0,,False,,,,,True,,False,False,,True,,,True
29061,140,45.0,,40.0,,,,,110.0,,96.7,20.7,,31.0,,,30.0,-95.0,,-100.0,,,,,-30.0,,-43.3,-119.3,,-109.0,,,-110.0,,False,,,,,True,,True,False,,False,,,False
29063,314,145.0,,170.0,,,,,148.0,,402.5,48.0,,102.0,,,65.0,-169.0,,-144.0,,,,,-166.0,,88.5,-266.0,,-212.0,,,-249.0,,True,,,,,True,,True,False,,False,,,False
29065,292,160.0,,123.0,,,,,198.0,,247.6,60.9,,153.0,,,185.0,-132.0,,-169.0,,,,,-94.0,,-44.4,-231.1,,-139.0,,,-107.0,,False,,,,,True,,True,False,,False,,,True
29067,159,110.0,,70.0,,,,,196.0,,80.7,61.4,,102.0,,,30.0,-49.0,,-89.0,,,,,37.0,,-78.3,-97.6,,-57.0,,,-129.0,,False,,,,,True,,False,False,,False,,,False
29069,577,470.0,,679.0,,,,,821.0,,886.4,90.5,,463.0,,318.7,208.0,-107.0,,102.0,,,,,244.0,,309.4,-486.5,,-114.0,,-258.3,-369.0,,True,,,,,False,,False,False,,False,,False,False
29071,2284,1685.0,,1992.0,,,,,1280.0,,2608.4,594.3,,2173.5,,1117.8,2220.0,-599.0,,-292.0,,,,,-1004.0,,324.4,-1689.7,,-110.5,,-1166.2,-64.0,,True,,,,,False,,True,False,,True,,False,True
29073,235,185.0,,248.0,,,,,129.0,,346.5,36.5,,205.0,,,155.0,-50.0,,13.0,,,,,-106.0,,111.5,-198.5,,-30.0,,,-80.0,,True,,,,,False,,False,False,,True,,,False
29075,272,70.0,,54.0,,,,,76.0,,50.2,18.6,,60.0,,,70.0,-202.0,,-218.0,,,,,-196.0,,-221.8,-253.4,,-212.0,,,-202.0,,False,,,,,True,,False,False,,False,,,False
29077,5268,3930.0,,6698.0,,,,,3944.0,,3154.7,1024.1,,2925.5,,3338.3,4973.0,-1338.0,,1430.0,,,,,-1324.0,,-2113.3,-4243.9,,-2342.5,,-1929.7,-295.0,,False,,,,,True,,False,False,,False,,False,True
29079,259,130.0,,23.0,,,,,167.0,,76.3,36.1,,80.0,,,133.0,-129.0,,-236.0,,,,,-92.0,,-182.7,-222.8,,-179.0,,,-126.0,,False,,,,,True,,False,False,,False,,,True
29081,240,50.0,,48.0,,,,,108.0,,57.5,11.7,,68.0,,,16.0,-190.0,,-192.0,,,,,-132.0,,-182.5,-228.3,,-172.0,,,-224.0,,False,,,,,True,,True,False,,True,,,False
29083,745,330.0,,279.0,,,,,293.0,,330.3,69.5,,334.0,,,8.0,-415.0,,-466.0,,,,,-452.0,,-414.7,-675.5,,-411.0,,,-737.0,,False,,,,,False,,True,False,,True,,,False
29085,130,305.0,,207.0,,,,,94.0,,219.4,49.9,,165.0,,,1.0,175.0,,77.0,,,,,-36.0,,89.4,-80.1,,35.0,,,-129.0,,True,,,,,True,,True,True,,True,,,True
29087,163,50.0,,5.0,,,,,37.0,,47.5,11.1,,111.0,,,41.0,-113.0,,-158.0,,,,,-126.0,,-115.5,-151.9,,-52.0,,,-122.0,,False,,,,,False,,False,False,,True,,,False
29089,266,105.0,,68.0,,,,,123.0,,105.1,30.9,,240.0,,,89.0,-161.0,,-198.0,,,,,-143.0,,-160.9,-235.1,,-26.0,,,-177.0,,False,,,,,True,,True,False,,True,,,False
29091,400,760.0,,1081.0,,,,,885.0,,1100.0,216.5,,794.0,,,527.0,360.0,,681.0,,,,,485.0,,700.0,-183.5,,394.0,,,127.0,,False,,,,,False,,False,True,,False,,,True
29093,145,75.0,,69.0,,,,,89.0,,75.9,26.0,,70.0,,,94.0,-70.0,,-76.0,,,,,-56.0,,-69.1,-119.0,,-75.0,,,-51.0,,False,,,,,True,,True,False,,False,,,True
29095,8174,3575.0,,4827.0,,,,,4867.0,,4209.0,3349.9,,3601.0,,3184.8,2967.0,-4599.0,,-3347.0,,,,,-3307.0,,-3965.0,-4824.1,,-4573.0,,-4989.2,-5207.0,,True,,,,,True,,True,False,,True,,False,False
