,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
47061,47,50.0,,49.7,,40.0,33.0,,,,,41.8,,44.5,,,53.0,,25.6,,12.8,,39.0,39.9,,55.0,50.0,,,,,,45.8,,,,,95.5,3.0,,2.7,,-7.0,-14.0,,,,,-5.2,,-2.5,,,6.0,,-21.4,,-34.1,,-8.0,-7.1,,8.0,3.0,,,,,,-1.2,,,,,48.5,,True,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,False
47063,333,241.0,,231.6,,224.0,262.0,,,,,181.8,,252.7,,,200.0,,191.3,,131.4,,169.0,216.9,,271.0,279.0,,,,,232.4,317.6,,,,,260.3,-92.0,,-101.4,,-109.0,-71.0,,,,,-151.2,,-80.3,,,-133.0,,-141.7,,-201.6,,-164.0,-116.1,,-62.0,-54.0,,,,,-100.6,-15.4,,,,,-72.7,,False,,False,True,,,,,False,,True,,,False,,False,,False,,False,False,,True,True,,,,,False,True,,,,,True
47065,1955,1144.0,,1205.9,1319.8,1123.0,985.0,,,,,866.7,,1465.1,,,1132.0,,823.6,,891.8,,1220.0,1114.3,,1337.0,1311.0,,,,,1200.8,1180.0,1090.0,,,,1031.6,-811.0,,-749.1,-635.2,-832.0,-970.0,,,,,-1088.3,,-489.9,,,-823.0,,-1131.4,,-1063.2,,-735.0,-840.7,,-618.0,-644.0,,,,,-754.2,-775.0,-865.0,,,,-923.4,,True,True,False,False,,,,,False,,True,,,False,,False,,False,,True,False,,True,True,,,,,True,True,False,,,,False
47067,36,27.0,,25.0,,23.0,20.0,,,,,11.9,,30.7,,,18.0,,87.7,,22.9,,21.0,22.7,,,26.0,,,,,,30.5,,,,,26.9,-9.0,,-11.0,,-13.0,-16.0,,,,,-24.1,,-5.3,,,-18.0,,51.7,,-13.1,,-15.0,-13.3,,,-10.0,,,,,,-5.5,,,,,-9.1,,False,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,,False,,,,,,True,,,,,False
47069,71,64.0,,64.6,,60.0,60.0,,,,,73.8,,76.2,,,127.0,,48.4,,67.3,,42.0,54.9,,64.0,77.0,,,,,58.8,58.7,,,,,71.5,-7.0,,-6.4,,-11.0,-11.0,,,,,2.8,,5.2,,,56.0,,-22.6,,-3.7,,-29.0,-16.1,,-7.0,6.0,,,,,-12.2,-12.3,,,,,0.5,,True,,False,False,,,,,True,,True,,,False,,False,,True,,False,False,,False,True,,,,,False,False,,,,,True
47071,125,86.0,,78.2,,72.0,36.0,,,,,74.7,,115.6,,,135.0,,65.0,,45.1,,61.0,72.1,,107.0,97.0,,,,,,84.3,,,,,96.0,-39.0,,-46.8,,-53.0,-89.0,,,,,-50.3,,-9.4,,,10.0,,-60.0,,-79.9,,-64.0,-52.9,,-18.0,-28.0,,,,,,-40.7,,,,,-29.0,,False,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,True,True,,,,,,False,,,,,True
47073,247,200.0,,197.7,,170.0,220.0,,,,,132.5,,203.5,,,156.0,,115.5,,96.3,,169.0,171.8,,223.0,222.0,,,,,,210.5,,,,,169.6,-47.0,,-49.3,,-77.0,-27.0,,,,,-114.5,,-43.5,,,-91.0,,-131.5,,-150.7,,-78.0,-75.2,,-24.0,-25.0,,,,,,-36.5,,,,,-77.4,,False,,False,True,,,,,False,,True,,,False,,False,,False,,False,False,,True,True,,,,,,True,,,,,False
47075,75,53.0,,47.0,,50.0,48.0,,,,,63.1,,93.0,,,72.0,,59.5,,43.0,,21.0,49.7,,74.0,59.0,,,,,,43.1,,,,,70.0,-22.0,,-28.0,,-25.0,-27.0,,,,,-11.9,,18.0,,,-3.0,,-15.5,,-32.0,,-54.0,-25.3,,-1.0,-16.0,,,,,,-31.9,,,,,-5.0,,False,,False,False,,,,,True,,True,,,True,,True,,False,,False,False,,True,True,,,,,,False,,,,,True
47077,155,93.0,,94.0,,94.0,124.0,,,,,81.5,,138.4,,,140.0,,96.5,,77.2,,67.0,72.7,,148.0,112.0,,,,,,89.5,,,,,119.6,-62.0,,-61.0,,-61.0,-31.0,,,,,-73.5,,-16.6,,,-15.0,,-58.5,,-77.8,,-88.0,-82.3,,-7.0,-43.0,,,,,,-65.5,,,,,-35.4,,True,,True,True,,,,,False,,True,,,True,,True,,False,,False,False,,True,True,,,,,,False,,,,,True
47079,137,152.0,,155.7,,135.0,200.0,,,,,100.8,,153.8,,,135.0,,133.6,,101.6,,90.0,108.3,,180.0,161.0,,,,,,107.9,,,,,211.9,15.0,,18.7,,-2.0,63.0,,,,,-36.2,,16.8,,,-2.0,,-3.4,,-35.4,,-47.0,-28.7,,43.0,24.0,,,,,,-29.1,,,,,74.9,,False,,True,False,,,,,False,,False,,,True,,True,,False,,False,False,,False,False,,,,,,False,,,,,False
47081,90,93.0,,88.9,,91.0,104.0,,,,,66.6,,90.2,,,112.0,,74.4,,60.4,,100.0,88.4,,119.0,106.0,,,,,,70.6,,,,,91.0,3.0,,-1.1,,1.0,14.0,,,,,-23.4,,0.2,,,22.0,,-15.6,,-29.6,,10.0,-1.6,,29.0,16.0,,,,,,-19.4,,,,,1.0,,True,,True,False,,,,,False,,True,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,True
47083,21,23.0,,21.2,,19.0,21.0,,,,,26.6,,18.3,,,41.0,,11.1,,12.9,,9.0,18.7,,21.0,30.0,,,,,,26.2,,,,,17.7,2.0,,0.2,,-2.0,0.0,,,,,5.6,,-2.7,,,20.0,,-9.9,,-8.1,,-12.0,-2.3,,0.0,9.0,,,,,,5.2,,,,,-3.3,,True,,False,True,,,,,False,,False,,,False,,False,,False,,False,False,,True,False,,,,,,False,,,,,False
47085,77,78.0,,77.1,,67.0,54.0,,,,,48.7,,65.0,,,78.0,,34.3,,25.8,,67.0,67.0,,84.0,76.0,,,,,,69.5,,,,,85.7,1.0,,0.1,,-10.0,-23.0,,,,,-28.3,,-12.0,,,1.0,,-42.7,,-51.2,,-10.0,-10.0,,7.0,-1.0,,,,,,-7.5,,,,,8.7,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
47087,56,32.0,,36.9,,27.0,2.0,,,,,29.9,,38.2,,,43.0,,11.4,,20.6,,24.0,27.2,,33.0,39.0,,,,,,29.6,,,,,32.3,-24.0,,-19.1,,-29.0,-54.0,,,,,-26.1,,-17.8,,,-13.0,,-44.6,,-35.4,,-32.0,-28.8,,-23.0,-17.0,,,,,,-26.4,,,,,-23.7,,True,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,True,True,,,,,,False,,,,,True
47089,267,183.0,,183.6,,183.0,223.0,,,,,130.7,,176.1,,,166.0,,174.1,,110.5,,207.0,162.7,,226.0,207.0,,,,,183.1,203.9,,,,,216.4,-84.0,,-83.4,,-84.0,-44.0,,,,,-136.3,,-90.9,,,-101.0,,-92.9,,-156.6,,-60.0,-104.3,,-41.0,-60.0,,,,,-83.9,-63.1,,,,,-50.6,,True,,False,True,,,,,False,,False,,,False,,False,,False,,True,False,,True,True,,,,,True,True,,,,,True
47091,79,60.0,,63.8,,49.0,47.0,,,,,63.6,,40.0,,,51.0,,34.5,,23.5,,35.0,49.3,,56.0,60.0,,,,,,60.0,,,,,51.5,-19.0,,-15.2,,-30.0,-32.0,,,,,-15.4,,-39.0,,,-28.0,,-44.5,,-55.5,,-44.0,-29.7,,-23.0,-19.0,,,,,,-19.0,,,,,-27.5,,True,,False,False,,,,,True,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
47093,2239,1522.0,,1522.3,1602.2,1440.0,1415.0,,,,,1100.5,,1706.4,,,1314.0,,958.1,,1092.8,,1464.0,1490.9,,1857.0,1733.0,,,,,1321.6,2041.6,1276.0,,,,1989.5,-717.0,,-716.7,-636.8,-799.0,-824.0,,,,,-1138.5,,-532.6,,,-925.0,,-1280.9,,-1146.2,,-775.0,-748.1,,-382.0,-506.0,,,,,-917.4,-197.4,-963.0,,,,-249.5,,True,True,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,True,True,,,,,False,True,False,,,,True
47095,33,39.0,,42.1,,26.0,21.0,,,,,65.9,,46.1,,,36.0,,12.1,,14.3,,16.0,25.9,,41.0,37.0,,,,,,38.6,,,,,31.2,6.0,,9.1,,-7.0,-12.0,,,,,32.9,,13.1,,,3.0,,-20.9,,-18.7,,-17.0,-7.1,,8.0,4.0,,,,,,5.6,,,,,-1.8,,False,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,False,True,,,,,,True,,,,,True
47097,102,83.0,,68.2,,75.0,56.0,,,,,81.7,,114.2,,,141.0,,37.8,,76.8,,75.0,74.6,,95.0,99.0,,,,,,74.9,,,,,98.5,-19.0,,-33.8,,-27.0,-46.0,,,,,-20.3,,12.2,,,39.0,,-64.2,,-25.2,,-27.0,-27.4,,-7.0,-3.0,,,,,,-27.1,,,,,-3.5,,False,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,True,True,,,,,,False,,,,,True
47099,287,243.0,,238.9,,198.0,189.0,,,,,141.7,,280.9,,,217.0,,90.8,,172.7,,184.0,172.6,,269.0,252.0,,,,,206.9,219.3,,,,,309.8,-44.0,,-48.1,,-89.0,-98.0,,,,,-145.3,,-6.1,,,-70.0,,-196.2,,-114.3,,-103.0,-114.4,,-18.0,-35.0,,,,,-80.1,-67.7,,,,,22.8,,False,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,True,True,,,,,False,False,,,,,True
47101,69,66.0,,66.8,,47.0,46.0,,,,,42.8,,65.5,,,57.0,,23.4,,31.5,,28.0,46.7,,56.0,65.0,,,,,,71.5,,,,,67.0,-3.0,,-2.2,,-22.0,-23.0,,,,,-26.2,,-3.5,,,-12.0,,-45.6,,-37.5,,-41.0,-22.3,,-13.0,-4.0,,,,,,2.5,,,,,-2.0,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,True
47103,224,192.0,,186.1,,162.0,206.0,,,,,101.5,,157.0,,,135.0,,126.8,,101.6,,173.0,124.9,,244.0,189.0,,,,,,170.9,,,,,161.8,-32.0,,-37.9,,-62.0,-18.0,,,,,-122.5,,-67.0,,,-89.0,,-97.2,,-122.4,,-51.0,-99.1,,20.0,-35.0,,,,,,-53.1,,,,,-62.2,,False,,False,True,,,,,False,,False,,,False,,False,,False,,False,False,,True,False,,,,,,False,,,,,False
47105,217,155.0,,151.3,,144.0,143.0,,,,,108.4,,155.8,,,146.0,,97.1,,85.9,,74.0,132.0,,174.0,177.0,,,,,146.2,181.2,,,,,212.6,-62.0,,-65.7,,-73.0,-74.0,,,,,-108.6,,-61.2,,,-71.0,,-119.9,,-131.1,,-143.0,-85.0,,-43.0,-40.0,,,,,-70.8,-35.8,,,,,-4.4,,False,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,True,True,,,,,False,True,,,,,True
47107,340,229.0,,226.7,,213.0,219.0,,,,,161.6,,312.2,,,190.0,,87.7,,134.4,,189.0,207.3,,285.0,239.0,,,,,222.2,214.8,,,,,300.9,-111.0,,-113.3,,-127.0,-121.0,,,,,-178.4,,-27.8,,,-150.0,,-252.3,,-205.6,,-151.0,-132.7,,-55.0,-101.0,,,,,-117.8,-125.2,,,,,-39.1,,False,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,True,True,,,,,False,False,,,,,True
47109,60,38.0,,42.7,,43.0,54.0,,,,,52.1,,60.2,,,135.0,,22.0,,27.3,,30.0,46.8,,42.0,64.0,,,,,,45.1,,,,,59.2,-22.0,,-17.3,,-17.0,-6.0,,,,,-7.9,,0.2,,,75.0,,-38.0,,-32.7,,-30.0,-13.2,,-18.0,4.0,,,,,,-14.9,,,,,-0.8,,True,,True,True,,,,,True,,True,,,False,,False,,False,,False,True,,True,True,,,,,,True,,,,,True
47111,114,100.0,,99.1,,86.0,92.0,,,,,78.1,,178.4,,,86.0,,66.1,,73.9,,68.0,75.0,,131.0,114.0,,,,,,96.2,,,,,119.8,-14.0,,-14.9,,-28.0,-22.0,,,,,-35.9,,64.4,,,-28.0,,-47.9,,-40.1,,-46.0,-39.0,,17.0,0.0,,,,,,-17.8,,,,,5.8,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,True
47113,383,375.0,,372.1,,343.0,397.0,,,,,257.6,,480.4,,,415.0,,280.3,,253.4,,246.0,294.2,,428.0,396.0,,,,,313.9,371.1,,,,,393.4,-8.0,,-10.9,,-40.0,14.0,,,,,-125.4,,97.4,,,32.0,,-102.7,,-129.6,,-137.0,-88.8,,45.0,13.0,,,,,-69.1,-11.9,,,,,10.4,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,False,False,,,,,False
47115,129,76.0,,76.6,,60.0,57.0,,,,,59.8,,82.6,,,107.0,,38.1,,35.9,,52.0,60.0,,84.0,87.0,,,,,,68.4,,,,,90.2,-53.0,,-52.4,,-69.0,-72.0,,,,,-69.2,,-46.4,,,-22.0,,-90.9,,-93.1,,-77.0,-69.0,,-45.0,-42.0,,,,,,-60.6,,,,,-38.8,,True,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,True,True,,,,,,False,,,,,True
47117,153,144.0,,141.8,,141.0,141.0,,,,,96.7,,135.4,,,138.0,,90.4,,86.4,,146.0,125.4,,158.0,155.0,,,,,,138.8,,,,,173.3,-9.0,,-11.2,,-12.0,-12.0,,,,,-56.3,,-17.6,,,-15.0,,-62.6,,-66.6,,-7.0,-27.6,,5.0,2.0,,,,,,-14.2,,,,,20.3,,False,,False,False,,,,,False,,False,,,False,,False,,False,,True,False,,True,True,,,,,,False,,,,,False
47119,615,469.0,,470.6,,443.0,509.0,,,,,349.4,,655.9,,,356.0,,263.8,,320.4,,416.0,416.4,,484.0,500.0,,,,,494.2,485.1,,,,,561.6,-146.0,,-144.4,,-172.0,-106.0,,,,,-265.6,,40.9,,,-259.0,,-351.2,,-294.6,,-199.0,-198.6,,-131.0,-115.0,,,,,-120.8,-129.9,,,,,-53.4,,True,,False,True,,,,,False,,True,,,False,,False,,False,,False,False,,True,True,,,,,True,True,,,,,True
47121,53,34.0,,38.1,,36.0,36.0,,,,,30.0,,34.6,,,46.0,,25.1,,17.8,,46.0,35.0,,45.0,43.0,,,,,,35.1,,,,,68.6,-19.0,,-14.9,,-17.0,-17.0,,,,,-23.0,,-18.4,,,-7.0,,-27.9,,-35.2,,-7.0,-18.0,,-8.0,-10.0,,,,,,-17.9,,,,,15.6,,True,,True,True,,,,,False,,True,,,True,,False,,False,,True,True,,True,True,,,,,,True,,,,,True
47123,274,176.0,,176.4,,176.0,203.0,,,,,133.6,,202.8,,,147.0,,167.9,,84.2,,219.0,213.9,,238.0,191.0,,,,,,142.5,,,,,158.8,-98.0,,-97.6,,-98.0,-71.0,,,,,-140.4,,-71.2,,,-127.0,,-106.1,,-189.8,,-55.0,-60.1,,-36.0,-83.0,,,,,,-131.5,,,,,-115.2,,True,,False,True,,,,,False,,True,,,False,,False,,False,,True,True,,True,True,,,,,,False,,,,,False
47125,732,542.0,,539.1,,542.0,456.0,,,,,407.7,,887.9,,,594.0,,371.5,,433.5,,628.5,557.7,,677.0,651.0,,,,,559.6,534.2,447.0,,,,750.3,-190.0,,-192.9,,-190.0,-276.0,,,,,-324.3,,155.9,,,-138.0,,-360.5,,-298.5,,-103.5,-174.3,,-55.0,-81.0,,,,,-172.4,-197.8,-285.0,,,,18.3,,False,,False,False,,,,,False,,True,,,True,,False,,False,,True,True,,True,True,,,,,True,False,False,,,,True
47127,30,35.0,,35.2,,24.0,23.0,,,,,21.5,,30.0,,,27.0,,24.4,,16.3,,24.0,23.1,,44.0,39.0,,,,,,35.7,,,,,35.1,5.0,,5.2,,-6.0,-7.0,,,,,-8.5,,-0.0,,,-3.0,,-5.6,,-13.7,,-6.0,-6.9,,14.0,9.0,,,,,,5.7,,,,,5.1,,False,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
47129,99,91.0,,89.8,,90.0,100.0,,,,,55.2,,81.7,,,74.0,,98.1,,36.0,,90.0,75.0,,125.0,93.0,,,,,,89.6,,,,,152.0,-8.0,,-9.2,,-9.0,1.0,,,,,-43.8,,-17.3,,,-25.0,,-0.9,,-63.0,,-9.0,-24.0,,26.0,-6.0,,,,,,-9.4,,,,,53.0,,False,,False,True,,,,,False,,False,,,False,,True,,False,,False,False,,False,True,,,,,,False,,,,,False
47131,152,193.0,,181.5,,171.0,145.0,,,,,142.4,,233.4,,,163.0,,171.3,,137.0,,166.0,176.1,,240.0,200.0,,,,,170.0,193.3,,,,,296.8,41.0,,29.5,,19.0,-7.0,,,,,-9.6,,81.4,,,11.0,,19.3,,-15.0,,14.0,24.1,,88.0,48.0,,,,,18.0,41.3,,,,,144.8,,True,,True,True,,,,,True,,False,,,True,,True,,True,,True,True,,False,False,,,,,True,False,,,,,False
47133,51,56.0,,61.1,,56.0,32.0,,,,,69.1,,66.3,,,82.0,,55.0,,34.5,,53.0,58.4,,71.0,70.0,,,,,,61.4,,,,,75.5,5.0,,10.1,,5.0,-19.0,,,,,18.1,,15.3,,,31.0,,4.0,,-16.5,,2.0,7.4,,20.0,19.0,,,,,,10.4,,,,,24.5,,False,,False,False,,,,,False,,False,,,False,,True,,False,,True,False,,False,False,,,,,,False,,,,,False
47135,34,27.0,,29.4,,23.0,23.0,,,,,25.5,,30.6,,,43.0,,8.3,,11.5,,20.0,23.3,,26.0,31.0,,,,,,26.8,,,,,18.2,-7.0,,-4.6,,-11.0,-11.0,,,,,-8.5,,-3.4,,,9.0,,-25.7,,-22.5,,-14.0,-10.7,,-8.0,-3.0,,,,,,-7.2,,,,,-15.8,,True,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,False
47137,26,28.0,,28.3,,18.0,7.0,,,,,19.7,,24.8,,,13.0,,16.5,,14.1,,18.0,17.9,,32.0,29.0,,,,,,26.6,,,,,23.4,2.0,,2.3,,-8.0,-19.0,,,,,-6.3,,-1.2,,,-13.0,,-9.5,,-11.9,,-8.0,-8.1,,6.0,3.0,,,,,,0.6,,,,,-2.6,,False,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,False
47139,55,46.0,,47.3,,46.0,35.0,,,,,37.3,,51.8,,,47.0,,24.8,,23.4,,44.0,46.5,,55.0,57.0,,,,,,51.3,,,,,49.9,-9.0,,-7.7,,-9.0,-20.0,,,,,-17.7,,-3.2,,,-8.0,,-30.2,,-31.6,,-11.0,-8.5,,0.0,2.0,,,,,,-3.7,,,,,-5.1,,True,,False,False,,,,,False,,True,,,True,,False,,False,,False,True,,True,True,,,,,,True,,,,,True
47141,297,266.0,,248.9,,262.0,259.0,,,,,211.3,,538.4,,,312.0,,148.3,,170.3,,312.5,264.8,,315.0,298.0,,,,,230.4,346.7,,,,,432.6,-31.0,,-48.1,,-35.0,-38.0,,,,,-85.7,,241.4,,,15.0,,-148.7,,-126.7,,15.5,-32.2,,18.0,1.0,,,,,-66.6,49.7,,,,,135.6,,False,,False,False,,,,,False,,False,,,True,,False,,False,,True,False,,True,True,,,,,False,False,,,,,False
47143,204,172.0,,172.3,,140.0,182.0,,,,,113.6,,224.2,,,131.0,,93.2,,111.5,,182.0,139.5,,214.0,176.0,,,,,,170.7,,,,,135.6,-32.0,,-31.7,,-64.0,-22.0,,,,,-90.4,,20.2,,,-73.0,,-110.8,,-92.5,,-22.0,-64.5,,10.0,-28.0,,,,,,-33.3,,,,,-68.4,,True,,False,True,,,,,False,,True,,,False,,False,,False,,True,False,,True,True,,,,,,False,,,,,False
47145,258,203.0,,202.8,,175.0,177.0,,,,,139.9,,207.7,,,175.0,,94.6,,127.1,,157.0,174.8,,202.0,216.0,,,,,,194.8,,,,,206.5,-55.0,,-55.2,,-83.0,-81.0,,,,,-118.1,,-50.3,,,-83.0,,-163.4,,-130.9,,-101.0,-83.2,,-56.0,-42.0,,,,,,-63.2,,,,,-51.5,,False,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,True
47147,390,307.0,,298.1,,293.0,379.0,,,,,223.2,,367.5,,,230.0,,269.2,,207.4,,431.0,265.0,,418.0,345.0,,,,,287.1,255.8,,,,,497.5,-83.0,,-91.9,,-97.0,-11.0,,,,,-166.8,,-22.5,,,-160.0,,-120.8,,-182.6,,41.0,-125.0,,28.0,-45.0,,,,,-102.9,-134.2,,,,,107.5,,False,,False,True,,,,,False,,True,,,False,,False,,False,,True,False,,True,True,,,,,False,False,,,,,False
47149,1707,1291.0,,1381.6,1188.6,1207.0,1008.0,,,,,903.0,,1994.8,,,1160.0,,836.4,,1011.5,,1505.0,1226.3,,1514.0,1400.0,,,,,1309.4,1370.6,1154.0,,,,1652.3,-416.0,,-325.4,-518.4,-500.0,-699.0,,,,,-804.0,,287.8,,,-547.0,,-870.6,,-695.5,,-202.0,-480.7,,-193.0,-307.0,,,,,-397.6,-336.4,-553.0,,,,-54.7,,True,False,False,False,,,,,False,,True,,,False,,False,,False,,True,False,,True,True,,,,,True,True,False,,,,True
47151,126,161.0,,156.7,,157.0,218.0,,,,,97.9,,122.3,,,73.0,,165.0,,61.8,,111.0,127.9,,210.0,160.0,,,,,,131.4,,,,,216.6,35.0,,30.7,,31.0,92.0,,,,,-28.1,,-3.7,,,-53.0,,39.0,,-64.2,,-15.0,1.9,,84.0,34.0,,,,,,5.4,,,,,90.6,,True,,True,False,,,,,True,,True,,,False,,False,,False,,True,True,,False,True,,,,,,True,,,,,False
47153,72,41.0,,41.8,,40.0,36.0,,,,,30.9,,36.8,,,47.0,,23.0,,25.3,,40.0,40.1,,47.0,49.0,,,,,,47.9,,,,,48.0,-31.0,,-30.2,,-32.0,-36.0,,,,,-41.1,,-35.2,,,-25.0,,-49.0,,-46.7,,-32.0,-31.9,,-25.0,-23.0,,,,,,-24.1,,,,,-24.0,,True,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,True,True,,,,,,True,,,,,True
47155,536,353.0,,366.9,,353.0,312.0,,,,,287.0,,395.3,,,256.0,,422.9,,303.4,,353.0,358.7,,433.0,339.0,,,,,352.2,265.4,,,,,626.5,-183.0,,-169.1,,-183.0,-224.0,,,,,-249.0,,-140.7,,,-280.0,,-113.1,,-232.6,,-183.0,-177.3,,-103.0,-197.0,,,,,-183.8,-270.6,,,,,90.5,,True,,False,False,,,,,False,,True,,,False,,True,,False,,False,True,,True,False,,,,,False,False,,,,,True
47157,3006,2637.0,,2676.1,2851.3,2598.0,2142.0,,,,,2033.8,,3948.7,,,3337.0,,1536.6,,2464.0,,2560.0,2536.4,,3032.0,3017.0,,,,,2689.1,2375.7,2166.0,,,,3476.8,-369.0,,-329.9,-154.7,-408.0,-864.0,,,,,-972.2,,942.7,,,331.0,,-1469.4,,-542.0,,-446.0,-469.6,,26.0,11.0,,,,,-316.9,-630.3,-840.0,,,,470.8,,True,True,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,True,True,,,,,True,False,False,,,,False
47159,91,76.0,,81.8,,76.0,57.0,,,,,71.3,,106.9,,,74.0,,54.4,,62.9,,89.0,84.2,,100.0,93.0,,,,,,81.9,,,,,86.5,-15.0,,-9.2,,-15.0,-34.0,,,,,-19.7,,15.9,,,-17.0,,-36.6,,-28.1,,-2.0,-6.8,,9.0,2.0,,,,,,-9.1,,,,,-4.5,,True,,False,False,,,,,False,,False,,,False,,False,,False,,True,True,,True,True,,,,,,True,,,,,True
47161,45,55.0,,56.4,,52.0,53.0,,,,,36.3,,45.5,,,48.0,,28.3,,21.3,,55.5,49.6,,54.0,59.0,,,,,,45.3,,,,,51.8,10.0,,11.4,,7.0,8.0,,,,,-8.7,,0.5,,,3.0,,-16.7,,-23.7,,10.5,4.6,,9.0,14.0,,,,,,0.3,,,,,6.8,,False,,True,True,,,,,True,,True,,,True,,False,,False,,False,True,,True,False,,,,,,True,,,,,True
47163,810,584.0,,601.6,,584.0,653.0,,,,,386.2,,990.3,,,465.0,,655.1,,420.1,,512.5,470.0,,694.0,673.0,,,,,662.2,614.4,414.0,,,,620.7,-226.0,,-208.4,,-226.0,-157.0,,,,,-423.8,,180.3,,,-345.0,,-154.9,,-389.9,,-297.5,-340.0,,-116.0,-137.0,,,,,-147.8,-195.6,-396.0,,,,-189.3,,True,,False,True,,,,,False,,True,,,False,,True,,False,,False,False,,True,True,,,,,True,True,False,,,,True
