,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
45011,95,75.0,,70.8,,66.0,21.0,,,,64.1,,80.0,,35.4,,47.0,,,63.0,84.3,,101.0,,,,,,,,,,101.6,-20.0,,-24.2,,-29.0,-74.0,,,,-30.9,,-15.0,,-59.6,,-48.0,,,-32.0,-10.7,,6.0,,,,,,,,,,6.6,,False,,False,False,,,,False,,True,,False,,False,,,False,True,,True,,,,,,,,,,True
45013,904,555.0,,547.3,,550.0,697.0,,,,575.2,,528.0,,503.4,,641.1,525.5,,703.0,888.0,,961.0,,,,,517.5,881.0,,,,647.6,-349.0,,-356.7,,-354.0,-207.0,,,,-328.8,,-376.0,,-400.6,,-262.9,-378.5,,-201.0,-16.0,,57.0,,,,,-386.5,-23.0,,,,-256.4,,False,,False,True,,,,True,,False,,False,,True,False,,True,True,,True,,,,,False,True,,,,True
45015,765,663.0,,664.7,,676.0,699.0,,,,938.3,,829.0,,481.0,,935.1,733.0,,650.0,913.0,,887.0,,,,,375.0,692.0,,,,1028.0,-102.0,,-100.3,,-89.0,-66.0,,,,173.3,,64.0,,-284.0,,170.1,-32.0,,-115.0,148.0,,122.0,,,,,-390.0,-73.0,,,,263.0,,True,,True,True,,,,False,,True,,False,,False,True,,False,False,,False,,,,,False,True,,,,False
45017,53,18.0,,16.5,,17.0,0.0,,,,19.2,,65.0,,20.4,,15.8,,,10.0,27.5,,21.0,,,,,,,,,,20.7,-35.0,,-36.5,,-36.0,-53.0,,,,-33.8,,12.0,,-32.6,,-37.2,,,-43.0,-25.5,,-32.0,,,,,,,,,,-32.3,,False,,False,False,,,,True,,True,,True,,False,,,False,True,,True,,,,,,,,,,True
45019,2210,1743.0,,1751.6,2480.0,1746.0,1959.0,,,,2367.9,,1644.0,,1154.8,,1798.1,1647.0,,1936.0,2645.7,,2862.0,,,,,1462.9,2011.0,,,,2188.9,-467.0,,-458.4,270.0,-464.0,-251.0,,,,157.9,,-566.0,,-1055.2,,-411.9,-563.0,,-274.0,435.7,,652.0,,,,,-747.1,-199.0,,,,-21.1,,True,True,True,True,,,,True,,False,,False,,True,False,,True,True,,False,,,,,False,True,,,,True
45021,478,399.0,,396.1,,422.0,423.0,,,,223.7,,460.0,,516.6,,266.9,389.5,,444.0,492.2,,653.0,,,,,253.8,,,,,417.8,-79.0,,-81.9,,-56.0,-55.0,,,,-254.3,,-18.0,,38.6,,-211.1,-88.5,,-34.0,14.2,,175.0,,,,,-224.2,,,,,-60.2,,False,,True,True,,,,False,,True,,True,,False,False,,True,True,,False,,,,,False,,,,,True
45023,303,171.0,,169.8,,168.0,151.0,,,,107.5,,232.0,,92.3,,179.4,186.0,,143.0,230.3,,208.0,,,,,87.8,,,,,205.1,-132.0,,-133.2,,-135.0,-152.0,,,,-195.5,,-71.0,,-210.7,,-123.6,-117.0,,-160.0,-72.7,,-95.0,,,,,-215.2,,,,,-97.9,,False,,False,False,,,,False,,True,,False,,True,True,,False,True,,True,,,,,False,,,,,True
45025,223,162.0,,178.2,,164.0,159.0,,,,124.0,,292.0,,167.6,,132.9,168.0,,140.0,215.7,,219.0,,,,,129.2,,,,,211.6,-61.0,,-44.8,,-59.0,-64.0,,,,-99.0,,69.0,,-55.4,,-90.1,-55.0,,-83.0,-7.3,,-4.0,,,,,-93.8,,,,,-11.4,,True,,True,False,,,,False,,False,,True,,False,True,,False,True,,True,,,,,False,,,,,True
45027,136,111.0,,134.6,,127.0,84.0,,,,66.3,,177.0,,111.5,,98.3,124.0,,166.0,186.5,,214.0,,,,,72.9,,,,,179.6,-25.0,,-1.4,,-9.0,-52.0,,,,-69.7,,41.0,,-24.5,,-37.7,-12.0,,30.0,50.5,,78.0,,,,,-63.1,,,,,43.6,,True,,True,False,,,,False,,False,,True,,False,True,,False,False,,False,,,,,False,,,,,False
45029,136,165.0,,169.7,,165.0,189.0,,,,101.4,,182.0,,80.9,,161.6,162.0,,145.0,198.4,,179.0,,,,,104.8,,,,,196.3,29.0,,33.7,,29.0,53.0,,,,-34.6,,46.0,,-55.1,,25.6,26.0,,9.0,62.4,,43.0,,,,,-31.2,,,,,60.3,,False,,False,False,,,,False,,False,,False,,True,True,,True,False,,False,,,,,False,,,,,False
45031,442,315.0,,307.0,,313.0,308.0,,,,263.4,,377.0,,332.9,,252.8,354.0,,307.0,373.5,,381.0,,,,,194.6,,,,,450.0,-127.0,,-135.0,,-129.0,-134.0,,,,-178.6,,-65.0,,-109.1,,-189.2,-88.0,,-135.0,-68.5,,-61.0,,,,,-247.4,,,,,8.0,,False,,False,False,,,,False,,True,,True,,False,True,,False,True,,True,,,,,False,,,,,True
45033,182,129.0,,131.2,,128.0,105.0,,,,111.3,,181.0,,61.8,,92.4,132.5,,125.0,177.0,,124.0,,,,,89.5,,,,,181.6,-53.0,,-50.8,,-54.0,-77.0,,,,-70.7,,-1.0,,-120.2,,-89.6,-49.5,,-57.0,-5.0,,-58.0,,,,,-92.5,,,,,-0.4,,True,,False,False,,,,False,,True,,False,,False,True,,False,True,,False,,,,,False,,,,,True
45035,921,687.0,,657.4,,647.0,857.0,,,,675.8,,555.0,,452.6,,739.2,613.5,,572.0,883.6,,1076.0,,,,,555.5,754.0,,,,756.7,-234.0,,-263.6,,-274.0,-64.0,,,,-245.2,,-366.0,,-468.4,,-181.8,-307.5,,-349.0,-37.4,,155.0,,,,,-365.5,-167.0,,,,-164.3,,False,,False,True,,,,False,,False,,False,,True,False,,False,True,,True,,,,,False,True,,,,True
45037,181,162.0,,155.1,,204.0,270.0,,,,96.7,,155.0,,252.5,,95.9,,,357.0,263.0,,320.0,,,,,,,,,,226.6,-19.0,,-25.9,,23.0,89.0,,,,-84.3,,-26.0,,71.5,,-85.1,,,176.0,82.0,,139.0,,,,,,,,,,45.6,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
45039,116,183.0,,171.8,,179.0,98.0,,,,86.5,,131.0,,192.2,,68.2,,,208.0,210.8,,266.0,,,,,,,,,,242.3,67.0,,55.8,,63.0,-18.0,,,,-29.5,,15.0,,76.2,,-47.8,,,92.0,94.8,,150.0,,,,,,,,,,126.3,,True,,True,True,,,,True,,True,,False,,True,,,False,False,,False,,,,,,,,,,False
45041,972,711.0,,719.5,,679.0,671.0,,,,997.6,,680.0,,524.1,,577.8,644.0,,642.5,1079.2,,1157.0,,,,,514.2,1026.0,,,,769.2,-261.0,,-252.5,,-293.0,-301.0,,,,25.6,,-292.0,,-447.9,,-394.2,-328.0,,-329.5,107.2,,185.0,,,,,-457.8,54.0,,,,-202.8,,True,,False,False,,,,True,,False,,False,,False,False,,False,True,,True,,,,,False,True,,,,True
45043,286,282.0,,277.4,,278.0,509.0,,,,181.4,,347.0,,184.6,,276.9,306.0,,266.0,334.6,,251.0,,,,,152.3,,,,,274.7,-4.0,,-8.6,,-8.0,223.0,,,,-104.6,,61.0,,-101.4,,-9.1,20.0,,-20.0,48.6,,-35.0,,,,,-133.7,,,,,-11.3,,False,,False,False,,,,False,,False,,False,,False,False,,False,False,,False,,,,,False,,,,,False
45045,5093,4206.0,,4181.4,6122.5,4360.0,5714.0,,,,5391.2,,2805.0,,4314.8,,4094.2,4118.5,,5277.0,6331.7,,6708.0,,,,,2443.4,5142.0,,,,4252.6,-887.0,,-911.6,1029.5,-733.0,621.0,,,,298.2,,-2288.0,,-778.2,,-998.8,-974.5,,184.0,1238.7,,1615.0,,,,,-2649.6,49.0,,,,-840.4,,False,False,True,True,,,,True,,False,,True,,False,False,,True,False,,False,,,,,False,True,,,,True
45047,467,318.0,,332.7,,322.0,314.0,,,,235.0,,422.0,,247.0,,312.7,289.0,,428.0,430.7,,463.0,,,,,195.8,,,,,322.4,-149.0,,-134.3,,-145.0,-153.0,,,,-232.0,,-45.0,,-220.0,,-154.3,-178.0,,-39.0,-36.3,,-4.0,,,,,-271.2,,,,,-144.6,,True,,True,False,,,,False,,True,,False,,False,False,,True,True,,True,,,,,False,,,,,True
45049,72,54.0,,52.9,,56.0,0.0,,,,39.8,,92.0,,131.4,,51.8,,,49.5,88.2,,122.0,,,,,,,,,,108.3,-18.0,,-19.1,,-16.0,-72.0,,,,-32.2,,20.0,,59.4,,-20.2,,,-22.5,16.2,,50.0,,,,,,,,,,36.3,,False,,True,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,False
45051,2123,1617.0,,1681.3,2152.6,1786.0,2798.0,,,,2040.0,,1105.0,,1811.0,,1395.8,1257.0,,2203.0,2373.8,,2617.0,,,,,1242.7,1776.0,,,,1872.8,-506.0,,-441.7,29.6,-337.0,675.0,,,,-83.0,,-1018.0,,-312.0,,-727.2,-866.0,,80.0,250.8,,494.0,,,,,-880.3,-347.0,,,,-250.2,,True,True,True,False,,,,True,,False,,True,,False,False,,True,True,,True,,,,,False,True,,,,True
45053,102,75.0,,73.0,,75.0,79.0,,,,62.7,,89.0,,52.6,,73.7,,,67.0,91.0,,66.0,,,,,,,,,,88.8,-27.0,,-29.0,,-27.0,-23.0,,,,-39.3,,-13.0,,-49.4,,-28.3,,,-35.0,-11.0,,-36.0,,,,,,,,,,-13.2,,False,,False,True,,,,False,,True,,False,,False,,,False,True,,False,,,,,,,,,,True
45055,347,303.0,,298.6,,296.0,247.0,,,,223.3,,340.0,,138.7,,225.1,311.0,,263.0,342.3,,238.0,,,,,221.1,,,,,378.0,-44.0,,-48.4,,-51.0,-100.0,,,,-123.7,,-7.0,,-208.3,,-121.9,-36.0,,-84.0,-4.7,,-109.0,,,,,-125.9,,,,,31.0,,False,,False,False,,,,False,,True,,False,,False,True,,False,True,,False,,,,,False,,,,,True
45057,667,681.0,,684.0,,669.0,1043.0,,,,400.7,,551.0,,648.9,,483.5,592.5,,805.0,808.5,,998.0,,,,,415.7,,,,,845.6,14.0,,17.0,,2.0,376.0,,,,-266.3,,-116.0,,-18.1,,-183.5,-74.5,,138.0,141.5,,331.0,,,,,-251.3,,,,,178.6,,False,,True,False,,,,False,,False,,False,,False,False,,False,False,,False,,,,,False,,,,,False
45059,448,393.0,,382.4,,399.0,615.0,,,,226.7,,394.0,,559.8,,346.0,335.5,,478.0,461.8,,639.0,,,,,232.7,,,,,508.6,-55.0,,-65.6,,-49.0,167.0,,,,-221.3,,-54.0,,111.8,,-102.0,-112.5,,30.0,13.8,,191.0,,,,,-215.3,,,,,60.6,,False,,True,False,,,,False,,True,,False,,False,False,,True,True,,False,,,,,False,,,,,False
45061,70,18.0,,9.7,,41.0,39.0,,,,36.0,,101.0,,193.9,,57.6,,,44.0,83.3,,,,,,,,,,,,127.4,-52.0,,-60.3,,-29.0,-31.0,,,,-34.0,,31.0,,123.9,,-12.4,,,-26.0,13.3,,,,,,,,,,,,57.4,,False,,True,True,,,,True,,True,,False,,True,,,True,True,,,,,,,,,,,,False
45063,1720,1890.0,,1839.3,,1814.0,2091.0,,,,2153.8,,1216.0,,1667.2,,1863.0,1783.5,,2120.0,2266.8,,2541.0,,,,,1099.2,2135.0,,,,2070.9,170.0,,119.3,,94.0,371.0,,,,433.8,,-504.0,,-52.8,,143.0,63.5,,400.0,546.8,,821.0,,,,,-620.8,415.0,,,,350.9,,True,,True,False,,,,False,,False,,True,,True,True,,False,False,,False,,,,,False,False,,,,False
45065,49,42.0,,43.6,,24.0,21.0,,,,17.0,,25.0,,24.8,,27.2,,,15.0,35.2,,33.0,,,,,,,,,,44.6,-7.0,,-5.4,,-25.0,-28.0,,,,-32.0,,-24.0,,-24.2,,-21.8,,,-34.0,-13.8,,-16.0,,,,,,,,,,-4.4,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,True
45067,119,105.0,,98.3,,105.0,102.0,,,,85.9,,165.0,,107.3,,106.7,127.0,,66.0,120.6,,89.0,,,,,81.7,,,,,221.8,-14.0,,-20.7,,-14.0,-17.0,,,,-33.1,,46.0,,-11.7,,-12.3,8.0,,-53.0,1.6,,-30.0,,,,,-37.3,,,,,102.8,,False,,False,False,,,,False,,False,,True,,True,True,,False,True,,False,,,,,False,,,,,False
45069,260,126.0,,136.0,,131.0,21.0,,,,88.2,,187.0,,235.0,,109.8,,,126.0,168.2,,164.0,,,,,94.6,,,,,222.6,-134.0,,-124.0,,-129.0,-239.0,,,,-171.8,,-73.0,,-25.0,,-150.2,,,-134.0,-91.8,,-96.0,,,,,-165.4,,,,,-37.4,,True,,True,False,,,,False,,True,,True,,False,,,False,True,,True,,,,,False,,,,,True
45071,297,384.0,,387.1,,360.0,123.0,,,,178.9,,233.0,,371.7,,196.8,323.0,,451.0,414.2,,518.0,,,,,274.0,,,,,384.8,87.0,,90.1,,63.0,-174.0,,,,-118.1,,-64.0,,74.7,,-100.2,26.0,,154.0,117.2,,221.0,,,,,-23.0,,,,,87.8,,False,,True,False,,,,False,,True,,True,,False,True,,False,False,,False,,,,,True,,,,,False
45073,890,414.0,,436.6,,426.0,498.0,,,,296.8,,495.0,,232.9,,233.0,376.5,,465.0,569.3,,429.0,,,,,294.7,,,,,483.9,-476.0,,-453.4,,-464.0,-392.0,,,,-593.2,,-395.0,,-657.1,,-657.0,-513.5,,-425.0,-320.7,,-461.0,,,,,-595.3,,,,,-406.1,,True,,True,True,,,,False,,True,,False,,False,False,,True,True,,True,,,,,False,,,,,True
45075,428,258.0,,257.8,,253.0,172.0,,,,264.2,,374.0,,262.4,,260.9,246.0,,265.5,329.9,,350.0,,,,,142.4,,,,,388.6,-170.0,,-170.2,,-175.0,-256.0,,,,-163.8,,-54.0,,-165.6,,-167.1,-182.0,,-162.5,-98.1,,-78.0,,,,,-285.6,,,,,-39.4,,False,,False,False,,,,True,,True,,True,,True,False,,True,True,,True,,,,,False,,,,,True
45077,1748,1080.0,,1132.9,,1080.0,874.0,,,,1049.2,,765.0,,616.0,,711.2,1241.0,,1117.0,1486.9,,1280.0,,,,,683.4,,,,,1323.6,-668.0,,-615.1,,-668.0,-874.0,,,,-698.8,,-983.0,,-1132.0,,-1036.8,-507.0,,-631.0,-261.1,,-468.0,,,,,-1064.6,,,,,-424.4,,True,,False,False,,,,False,,False,,False,,False,True,,True,True,,True,,,,,False,,,,,True
45079,2501,2049.0,,2073.5,2782.0,2017.0,2292.0,,,,2418.3,,1604.0,,1314.1,,1667.6,1928.0,,2098.0,2670.6,,2793.0,,,,,1301.4,2022.0,,,,2648.6,-452.0,,-427.5,281.0,-484.0,-209.0,,,,-82.7,,-897.0,,-1186.9,,-833.4,-573.0,,-403.0,169.6,,292.0,,,,,-1199.6,-479.0,,,,147.6,,True,True,False,True,,,,True,,False,,False,,False,False,,True,True,,True,,,,,False,False,,,,True
45081,62,27.0,,31.3,,32.0,0.0,,,,33.3,,116.0,,29.4,,50.8,,,33.0,54.8,,44.0,,,,,,,,,,44.5,-35.0,,-30.7,,-30.0,-62.0,,,,-28.7,,54.0,,-32.6,,-11.2,,,-29.0,-7.2,,-18.0,,,,,,,,,,-17.5,,True,,True,False,,,,True,,False,,True,,True,,,True,True,,True,,,,,,,,,,True
45083,2871,2175.0,,2150.9,,2115.0,3004.0,,,,3320.3,,1824.0,,1856.4,,1969.3,2177.5,,2099.5,2871.3,,3263.0,,,,,1349.1,1620.0,,,,2733.5,-696.0,,-720.1,,-756.0,133.0,,,,449.3,,-1047.0,,-1014.6,,-901.7,-693.5,,-771.5,0.3,,392.0,,,,,-1521.9,-1251.0,,,,-137.5,,False,,False,True,,,,True,,False,,False,,False,True,,False,True,,True,,,,,False,False,,,,True
45085,517,366.0,,364.7,,428.0,473.0,,,,358.9,,516.0,,493.6,,558.3,398.5,,423.0,561.5,,657.0,,,,,193.2,,,,,514.6,-151.0,,-152.3,,-89.0,-44.0,,,,-158.1,,-1.0,,-23.4,,41.3,-118.5,,-94.0,44.5,,140.0,,,,,-323.8,,,,,-2.4,,False,,True,True,,,,False,,True,,True,,True,True,,True,True,,True,,,,,False,,,,,True
45087,240,192.0,,198.8,,203.0,207.0,,,,85.1,,211.0,,224.1,,117.7,,,199.0,251.6,,311.0,,,,,,,,,,263.4,-48.0,,-41.2,,-37.0,-33.0,,,,-154.9,,-29.0,,-15.9,,-122.3,,,-41.0,11.6,,71.0,,,,,,,,,,23.4,,True,,True,True,,,,False,,True,,True,,False,,,True,True,,False,,,,,,,,,,True
45089,152,132.0,,130.5,,129.0,36.0,,,,100.6,,168.0,,24.8,,138.2,131.0,,103.0,173.4,,210.0,,,,,67.4,,,,,187.4,-20.0,,-21.5,,-23.0,-116.0,,,,-51.4,,16.0,,-127.2,,-13.8,-21.0,,-49.0,21.4,,58.0,,,,,-84.6,,,,,35.4,,False,,False,False,,,,False,,True,,False,,True,False,,False,False,,False,,,,,False,,,,,False
45091,2489,1917.0,,1920.5,,1947.0,2261.0,,,,2516.1,,1378.0,,1851.1,,1781.2,1953.5,,2424.0,2612.3,,3025.0,,,,,1302.0,2962.0,,,,1960.2,-572.0,,-568.5,,-542.0,-228.0,,,,27.1,,-1111.0,,-637.9,,-707.8,-535.5,,-65.0,123.3,,536.0,,,,,-1187.0,473.0,,,,-528.8,,True,,True,True,,,,True,,False,,False,,False,True,,True,True,,True,,,,,False,True,,,,True
46003,93,135.0,,150.7,,131.0,,,,,90.8,,67.0,,77.7,,4.4,,,151.0,176.9,,215.0,,,,,,,,,,127.5,42.0,,57.7,,38.0,,,,,-2.2,,-26.0,,-15.3,,-88.6,,,58.0,83.9,,122.0,,,,,,,,,,34.5,,False,,True,,,,,True,,True,,True,,False,,,False,False,,False,,,,,,,,,,True
46005,474,843.0,,877.9,,693.0,109.0,,,,364.5,,650.0,,535.1,,265.2,,,725.0,783.4,,1018.0,,,,,501.1,,,,,1326.9,369.0,,403.9,,219.0,-365.0,,,,-109.5,,176.0,,61.1,,-208.8,,,251.0,309.4,,544.0,,,,,27.1,,,,,852.9,,False,,True,True,,,,True,,True,,True,,True,,,True,True,,False,,,,,True,,,,,False
46007,64,48.0,,40.7,,41.0,0.0,,,,36.4,,72.0,,9.4,,28.4,,,27.0,65.1,,38.0,,,,,,,,,,73.2,-16.0,,-23.3,,-23.0,-64.0,,,,-27.6,,8.0,,-54.6,,-35.6,,,-37.0,1.1,,-26.0,,,,,,,,,,9.2,,False,,False,False,,,,False,,True,,False,,False,,,False,True,,False,,,,,,,,,,True
46009,195,162.0,,81.6,,118.0,86.0,,,,135.3,,367.0,,6.8,,52.3,,,15.5,203.7,,86.0,,,,,153.4,,,,,218.3,-33.0,,-113.4,,-77.0,-109.0,,,,-59.7,,172.0,,-188.2,,-142.7,,,-179.5,8.7,,-109.0,,,,,-41.6,,,,,23.3,,False,,False,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,False,,,,,True
46011,545,888.0,,868.8,,868.0,947.0,,,,441.6,,964.0,,734.1,,322.0,1125.5,,814.0,950.1,,1284.0,,,,,612.2,,,,,893.6,343.0,,323.8,,323.0,402.0,,,,-103.4,,419.0,,189.1,,-223.0,580.5,,269.0,405.1,,739.0,,,,,67.2,,,,,348.6,,True,,True,False,,,,True,,False,,True,,True,False,,True,False,,False,,,,,True,,,,,False
46013,981,1038.0,,1011.3,,1041.0,1353.0,,,,616.5,,1453.0,,692.6,,444.2,1337.0,,1023.5,1209.0,,1426.0,,,,,547.2,,,,,1266.9,57.0,,30.3,,60.0,372.0,,,,-364.5,,472.0,,-288.4,,-536.8,356.0,,42.5,228.0,,445.0,,,,,-433.8,,,,,285.9,,True,,False,False,,,,False,,False,,False,,False,False,,True,False,,False,,,,,False,,,,,False
46015,130,237.0,,234.9,,237.0,298.0,,,,107.5,,107.0,,135.2,,77.2,,,258.0,250.8,,268.0,,,,,,,,,,282.0,107.0,,104.9,,107.0,168.0,,,,-22.5,,-23.0,,5.2,,-52.8,,,128.0,120.8,,138.0,,,,,,,,,,152.0,,True,,False,False,,,,True,,True,,True,,True,,,False,False,,False,,,,,,,,,,False
46017,59,87.0,,76.8,,63.0,0.0,,,,45.7,,66.0,,25.9,,13.3,,,50.0,78.4,,62.0,,,,,,,,,,120.2,28.0,,17.8,,4.0,-59.0,,,,-13.3,,7.0,,-33.1,,-45.7,,,-9.0,19.4,,3.0,,,,,,,,,,61.2,,True,,True,False,,,,True,,True,,False,,False,,,True,True,,True,,,,,,,,,,False
46019,165,324.0,,351.5,,317.0,467.0,,,,135.3,,136.0,,129.8,,161.8,,,318.0,317.3,,314.0,,,,,,,,,,359.0,159.0,,186.5,,152.0,302.0,,,,-29.7,,-29.0,,-35.2,,-3.2,,,153.0,152.3,,149.0,,,,,,,,,,194.0,,False,,True,False,,,,True,,True,,True,,True,,,True,True,,True,,,,,,,,,,False
46021,14,24.0,,20.8,,13.0,0.0,,,,18.4,,54.0,,2.0,,8.9,,,3.0,21.4,,23.0,,,,,,,,,,16.2,10.0,,6.8,,-1.0,-14.0,,,,4.4,,40.0,,-12.0,,-5.1,,,-11.0,7.4,,9.0,,,,,,,,,,2.2,,True,,True,False,,,,True,,False,,False,,True,,,False,True,,True,,,,,,,,,,True
46023,335,276.0,,267.2,,273.0,482.0,,,,135.8,,249.0,,132.1,,76.3,,,321.0,347.1,,364.0,,,,,,,,,,291.8,-59.0,,-67.8,,-62.0,147.0,,,,-199.2,,-86.0,,-202.9,,-258.7,,,-14.0,12.1,,29.0,,,,,,,,,,-43.2,,False,,False,False,,,,False,,False,,False,,False,,,True,True,,True,,,,,,,,,,True
46025,88,75.0,,82.9,,55.0,12.0,,,,38.5,,55.0,,22.6,,14.3,,,45.0,70.7,,41.0,,,,,,,,,,88.2,-13.0,,-5.1,,-33.0,-76.0,,,,-49.5,,-33.0,,-65.4,,-73.7,,,-43.0,-17.3,,-47.0,,,,,,,,,,0.2,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,True
46027,322,459.0,,440.9,,424.0,543.0,,,,201.1,,402.0,,352.2,,144.5,,,372.0,473.8,,600.0,,,,,,,,,,565.0,137.0,,118.9,,102.0,221.0,,,,-120.9,,80.0,,30.2,,-177.5,,,50.0,151.8,,278.0,,,,,,,,,,243.0,,True,,True,False,,,,True,,True,,True,,False,,,True,False,,False,,,,,,,,,,False
46029,698,738.0,,736.7,,705.0,652.0,,,,356.2,,958.0,,436.6,,282.5,,,713.0,781.5,,771.0,,,,,469.6,,,,,780.7,40.0,,38.7,,7.0,-46.0,,,,-341.8,,260.0,,-261.4,,-415.5,,,15.0,83.5,,73.0,,,,,-228.4,,,,,82.7,,True,,True,False,,,,False,,False,,False,,False,,,True,False,,False,,,,,False,,,,,False
46031,93,156.0,,142.0,,114.0,,,,,72.1,,48.0,,53.1,,37.8,,,120.0,141.6,,104.0,,,,,,,,,,123.1,63.0,,49.0,,21.0,,,,,-20.9,,-45.0,,-39.9,,-55.2,,,27.0,48.6,,11.0,,,,,,,,,,30.1,,True,,True,,,,,True,,True,,True,,True,,,True,True,,True,,,,,,,,,,True
46033,154,171.0,,168.0,,146.0,144.0,,,,68.1,,121.0,,141.9,,81.6,,,134.0,173.6,,210.0,,,,,,,,,,473.1,17.0,,14.0,,-8.0,-10.0,,,,-85.9,,-33.0,,-12.1,,-72.4,,,-20.0,19.6,,56.0,,,,,,,,,,319.1,,True,,True,True,,,,False,,False,,True,,False,,,False,False,,False,,,,,,,,,,False
46035,690,1239.0,,1288.1,,1252.0,475.0,,,,487.6,,865.0,,1276.9,,278.6,,,1518.0,1374.2,,1606.0,,,,,942.7,,,,,1550.4,549.0,,598.1,,562.0,-215.0,,,,-202.4,,175.0,,586.9,,-411.4,,,828.0,684.2,,916.0,,,,,252.7,,,,,860.4,,False,,False,True,,,,True,,True,,False,,True,,,False,False,,False,,,,,True,,,,,False
46037,152,192.0,,184.8,,185.0,204.0,,,,76.0,,85.0,,337.1,,17.3,,,199.0,173.0,,240.0,,,,,,,,,,338.3,40.0,,32.8,,33.0,52.0,,,,-76.0,,-67.0,,185.1,,-134.7,,,47.0,21.0,,88.0,,,,,,,,,,186.3,,True,,True,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,False
46039,95,84.0,,83.1,,79.0,73.0,,,,47.9,,79.0,,45.7,,34.8,,,65.0,99.3,,101.0,,,,,,,,,,116.5,-11.0,,-11.9,,-16.0,-22.0,,,,-47.1,,-16.0,,-49.3,,-60.2,,,-30.0,4.3,,6.0,,,,,,,,,,21.5,,False,,False,False,,,,False,,False,,False,,False,,,False,True,,True,,,,,,,,,,False
46041,406,510.0,,478.4,,454.0,,,,,193.7,,88.0,,553.7,,162.8,709.0,,233.0,407.8,,547.0,,,,,,,,,,542.2,104.0,,72.4,,48.0,,,,,-212.3,,-318.0,,147.7,,-243.2,303.0,,-173.0,1.8,,141.0,,,,,,,,,,136.2,,True,,True,,,,,False,,False,,False,,False,False,,False,True,,False,,,,,,,,,,False
46043,72,93.0,,90.7,,74.0,21.0,,,,42.9,,68.0,,64.6,,20.6,,,75.5,106.5,,157.0,,,,,,,,,,138.7,21.0,,18.7,,2.0,-51.0,,,,-29.1,,-4.0,,-7.4,,-51.4,,,3.5,34.5,,85.0,,,,,,,,,,66.7,,True,,True,False,,,,False,,True,,True,,False,,,True,False,,False,,,,,,,,,,False
