,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48427,237,132.0,144.6,,138.0,152.0,,,,,,230.0,103.9,,121.7,131.5,145.0,,196.7,,113.8,,,,110.0,190.0,-105.0,-92.4,,-99.0,-85.0,,,,,,-7.0,-133.1,,-115.3,-105.5,-92.0,,-40.3,,-123.2,,,,-127.0,-47.0,True,,True,True,,,,,,True,False,,False,False,True,,True,,False,,,,False,True
48429,3,0.0,0.0,,7.0,30.0,,,,,,7.0,4.0,,7.0,6.2,,,21.9,,2.5,,,,56.0,5.2,-3.0,-3.0,,4.0,27.0,,,,,,4.0,1.0,,4.0,3.2,,,18.9,,-0.5,,,,53.0,2.2,False,,False,False,,,,,,False,True,,False,False,,,False,,True,,,,False,True
48431,1,0.0,0.0,,0.0,0.0,,,,,,0.0,1.2,,,0.0,,,0.5,,,,,,0.0,1.8,-1.0,-1.0,,-1.0,-1.0,,,,,,-1.0,0.2,,,-1.0,,,-0.5,,,,,,-1.0,0.8,False,,False,False,,,,,,False,True,,,True,,,True,,,,,,False,True
48433,3,0.0,0.0,,0.0,0.0,,,,,,0.0,1.4,,,0.0,0.0,,0.2,,0.3,,,,1.0,1.6,-3.0,-3.0,,-3.0,-3.0,,,,,,-3.0,-1.6,,,-3.0,-3.0,,-2.8,,-2.7,,,,-2.0,-1.4,False,,False,False,,,,,,False,True,,,True,False,,True,,True,,,,True,True
48435,0,9.0,8.3,,5.0,,,,,,,5.0,6.9,,,3.3,,,2.9,,8.5,,,,7.0,7.9,9.0,8.3,,5.0,,,,,,,5.0,6.9,,,3.3,,,2.9,,8.5,,,,7.0,7.9,True,,True,,,,,,,True,True,,,True,,,True,,True,,,,True,True
48437,5,5.0,5.1,,2.0,0.0,,,,,,5.0,4.9,,0.9,1.5,,,2.3,,5.3,,,,4.0,5.1,0.0,0.1,,-3.0,-5.0,,,,,,0.0,-0.1,,-4.1,-3.5,,,-2.7,,0.3,,,,-1.0,0.1,False,,False,False,,,,,,True,False,,False,False,,,False,,False,,,,False,False
48439,1675,3533.0,3457.5,2207.0,2279.0,3203.0,,,,,,4218.0,2671.6,,1689.4,1714.2,1906.0,,1966.5,,3596.7,2352.0,,,3162.0,4483.3,1858.0,1782.5,532.0,604.0,1528.0,,,,,,2543.0,996.6,,14.4,39.2,231.0,,291.5,,1921.7,677.0,,,1487.0,2808.3,True,True,True,True,,,,,,False,True,,True,True,True,,True,,False,True,,,True,False
48441,78,80.0,69.0,,69.0,29.0,,,,,,85.0,108.2,,85.5,94.8,90.0,,20.0,,86.8,59.0,,,65.0,56.9,2.0,-9.0,,-9.0,-49.0,,,,,,7.0,30.2,,7.5,16.8,12.0,,-58.0,,8.8,-19.0,,,-13.0,-21.1,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,False,,,False,False
48443,0,1.0,1.1,,0.0,0.0,,,,,,0.0,0.7,,,0.0,0.0,,0.0,,0.8,,,,2.0,1.0,1.0,1.1,,0.0,0.0,,,,,,0.0,0.7,,,0.0,0.0,,0.0,,0.8,,,,2.0,1.0,False,,True,True,,,,,,True,True,,,True,True,,True,,True,,,,False,False
48445,11,15.0,15.8,,13.0,19.0,,,,,,26.0,14.6,,3.2,10.1,15.0,,0.0,,23.3,,,,18.0,16.6,4.0,4.8,,2.0,8.0,,,,,,15.0,3.6,,-7.8,-0.9,4.0,,-11.0,,12.3,,,,7.0,5.6,False,,True,False,,,,,,False,True,,False,True,False,,False,,False,,,,False,False
48447,0,0.0,0.1,,0.0,0.0,,,,,,0.0,0.6,,,0.0,0.0,,0.1,,0.1,,,,0.0,1.6,0.0,0.1,,0.0,0.0,,,,,,0.0,0.6,,,0.0,0.0,,0.1,,0.1,,,,0.0,1.6,False,,True,True,,,,,,True,False,,,False,True,,False,,False,,,,True,False
48449,61,32.0,62.1,,41.0,47.0,,,,,,119.0,32.9,,0.1,12.6,,,99.3,,35.7,,,,38.0,37.5,-29.0,1.1,,-20.0,-14.0,,,,,,58.0,-28.1,,-60.9,-48.4,,,38.3,,-25.3,,,,-23.0,-23.5,True,,True,True,,,,,,False,True,,False,False,,,False,,True,,,,True,True
48451,151,187.0,179.3,,152.0,164.0,,,,,,115.0,150.2,,147.1,157.5,172.0,,107.5,,170.4,,,,143.0,239.8,36.0,28.3,,1.0,13.0,,,,,,-36.0,-0.8,,-3.9,6.5,21.0,,-43.5,,19.4,,,,-8.0,88.8,True,,True,True,,,,,,False,True,,True,True,True,,False,,True,,,,True,False
48453,757,1551.0,1447.3,1561.8,1351.0,1549.0,,,,,,1274.0,1134.8,,1265.4,1427.9,1479.0,,1258.8,,1575.6,910.0,,,1294.0,1805.7,794.0,690.3,804.8,594.0,792.0,,,,,,517.0,377.8,,508.4,670.9,722.0,,501.8,,818.6,153.0,,,537.0,1048.7,True,False,True,True,,,,,,True,True,,True,True,True,,True,,False,True,,,True,False
48455,8,6.0,6.5,,5.0,2.0,,,,,,16.0,9.6,,0.4,3.0,6.0,,5.6,,6.1,,,,4.0,10.1,-2.0,-1.5,,-3.0,-6.0,,,,,,8.0,1.6,,-7.6,-5.0,-2.0,,-2.4,,-1.9,,,,-4.0,2.1,True,,False,False,,,,,,False,True,,False,False,False,,False,,True,,,,False,False
48457,0,29.0,33.3,,19.0,20.0,,,,,,60.0,21.6,,7.7,17.7,23.0,,0.2,,28.1,,,,49.0,16.9,29.0,33.3,,19.0,20.0,,,,,,60.0,21.6,,7.7,17.7,23.0,,0.2,,28.1,,,,49.0,16.9,False,,True,True,,,,,,False,True,,True,True,True,,True,,True,,,,False,True
48459,15,43.0,41.5,,38.0,44.0,,,,,,42.0,57.9,,22.7,34.3,,,30.7,,42.0,,,,42.0,40.0,28.0,26.5,,23.0,29.0,,,,,,27.0,42.9,,7.7,19.3,,,15.7,,27.0,,,,27.0,25.0,True,,True,False,,,,,,True,False,,True,True,,,True,,True,,,,True,True
48461,1,2.0,2.5,,0.0,0.0,,,,,,0.0,0.7,,,0.1,0.0,,0.9,,,,,,1.0,2.7,1.0,1.5,,-1.0,-1.0,,,,,,-1.0,-0.3,,,-0.9,-1.0,,-0.1,,,,,,0.0,1.7,False,,False,False,,,,,,False,True,,,True,False,,True,,,,,,True,False
48463,40,58.0,58.2,,46.0,39.0,,,,,,63.0,38.7,,33.8,42.5,50.0,,49.7,,63.5,,,,48.0,60.6,18.0,18.2,,6.0,-1.0,,,,,,23.0,-1.3,,-6.2,2.5,10.0,,9.7,,23.5,,,,8.0,20.6,False,,True,True,,,,,,False,True,,True,True,True,,True,,False,,,,True,False
48465,43,176.0,177.1,,58.0,17.0,,,,,,203.0,3.2,,69.0,46.6,172.0,,7.0,,193.5,,,,53.0,109.3,133.0,134.1,,15.0,-26.0,,,,,,160.0,-39.8,,26.0,3.6,129.0,,-36.0,,150.5,,,,10.0,66.3,False,,True,True,,,,,,False,True,,True,True,True,,True,,False,,,,True,True
48467,28,42.0,44.1,,39.0,51.0,,,,,,44.0,69.0,,12.7,29.7,41.0,,29.6,,39.2,,,,47.0,61.1,14.0,16.1,,11.0,23.0,,,,,,16.0,41.0,,-15.3,1.7,13.0,,1.6,,11.2,,,,19.0,33.1,False,,True,False,,,,,,False,False,,False,True,True,,True,,True,,,,False,False
48469,56,128.0,118.6,,97.0,100.0,,,,,,299.0,127.8,,63.2,94.9,158.0,,37.0,,172.5,,,,61.0,154.1,72.0,62.6,,41.0,44.0,,,,,,243.0,71.8,,7.2,38.9,102.0,,-19.0,,116.5,,,,5.0,98.1,True,,True,True,,,,,,False,True,,True,True,False,,True,,False,,,,True,False
48471,349,88.0,66.5,,85.0,0.0,,,,,,177.0,101.5,,119.4,155.7,162.0,,0.0,,94.1,,,,77.0,93.4,-261.0,-282.5,,-264.0,-349.0,,,,,,-172.0,-247.5,,-229.6,-193.3,-187.0,,-349.0,,-254.9,,,,-272.0,-255.6,False,,False,False,,,,,,True,True,,True,True,True,,False,,True,,,,False,True
48473,53,87.0,89.5,,97.0,104.0,,,,,,134.0,67.6,,100.7,92.8,,,139.3,,80.9,,,,100.0,74.1,34.0,36.5,,44.0,51.0,,,,,,81.0,14.6,,47.7,39.8,,,86.3,,27.9,,,,47.0,21.1,False,,False,False,,,,,,False,True,,False,False,,,False,,True,,,,False,True
48475,4,3.0,2.2,,3.0,1.0,,,,,,6.0,8.5,,0.3,1.2,6.0,,3.0,,2.9,,,,5.0,4.9,-1.0,-1.8,,-1.0,-3.0,,,,,,2.0,4.5,,-3.7,-2.8,2.0,,-1.0,,-1.1,,,,1.0,0.9,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,,,,False,True
48477,6,33.0,34.8,,18.0,18.0,,,,,,77.0,20.2,,14.4,18.0,34.0,,2.6,,34.6,,,,23.0,25.0,27.0,28.8,,12.0,12.0,,,,,,71.0,14.2,,8.4,12.0,28.0,,-3.4,,28.6,,,,17.0,19.0,False,,True,True,,,,,,False,True,,True,True,False,,True,,False,,,,True,True
48479,639,659.0,672.1,821.6,564.0,511.0,,,,,,1067.0,702.7,,282.7,461.2,546.0,,384.9,,650.8,405.0,,,580.0,976.7,20.0,33.1,182.6,-75.0,-128.0,,,,,,428.0,63.7,,-356.3,-177.8,-93.0,,-254.1,,11.8,-234.0,,,-59.0,337.7,False,False,False,False,,,,,,False,False,,False,False,False,,False,,True,False,,,False,False
48481,101,79.0,78.0,,99.0,125.0,,,,,,140.0,76.7,,81.6,115.8,95.0,,148.8,,81.5,,,,125.0,108.6,-22.0,-23.0,,-2.0,24.0,,,,,,39.0,-24.3,,-19.4,14.8,-6.0,,47.8,,-19.5,,,,24.0,7.6,False,,True,False,,,,,,False,False,,True,True,True,,False,,True,,,,False,True
48483,2,4.0,4.3,,1.0,0.0,,,,,,5.0,3.3,,0.2,0.7,5.0,,1.7,,4.0,,,,6.0,3.4,2.0,2.3,,-1.0,-2.0,,,,,,3.0,1.3,,-1.8,-1.3,3.0,,-0.3,,2.0,,,,4.0,1.4,False,,True,False,,,,,,False,True,,True,True,False,,True,,True,,,,False,True
48485,90,88.0,93.1,,72.0,82.0,,,,,,225.0,124.1,,51.9,69.6,87.0,,50.2,,74.6,72.0,,,103.0,99.4,-2.0,3.1,,-18.0,-8.0,,,,,,135.0,34.1,,-38.1,-20.4,-3.0,,-39.8,,-15.4,-18.0,,,13.0,9.4,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,False,,,False,False
48487,8,17.0,18.3,,12.0,13.0,,,,,,21.0,20.2,,0.9,8.6,17.0,,7.7,,20.3,,,,13.0,15.1,9.0,10.3,,4.0,5.0,,,,,,13.0,12.2,,-7.1,0.6,9.0,,-0.3,,12.3,,,,5.0,7.1,False,,True,True,,,,,,False,False,,True,True,False,,True,,False,,,,True,True
48489,29,45.0,42.6,,40.0,35.0,,,,,,58.0,34.0,,18.6,40.2,41.0,,54.9,,38.9,,,,37.0,63.2,16.0,13.6,,11.0,6.0,,,,,,29.0,5.0,,-10.4,11.2,12.0,,25.9,,9.9,,,,8.0,34.2,True,,True,True,,,,,,False,True,,True,True,True,,False,,True,,,,True,False
48491,206,357.0,274.5,435.9,274.0,210.0,,,,,,591.0,408.4,,107.0,296.5,282.0,,90.6,,325.9,268.0,,,408.0,373.4,151.0,68.5,229.9,68.0,4.0,,,,,,385.0,202.4,,-99.0,90.5,76.0,,-115.4,,119.9,62.0,,,202.0,167.4,True,False,True,True,,,,,,False,False,,True,True,True,,True,,True,True,,,False,False
48493,15,25.0,30.8,,23.0,24.0,,,,,,80.0,44.4,,13.8,26.5,28.0,,15.8,,21.9,,,,43.0,35.2,10.0,15.8,,8.0,9.0,,,,,,65.0,29.4,,-1.2,11.5,13.0,,0.8,,6.9,,,,28.0,20.2,False,,True,True,,,,,,False,False,,True,False,False,,True,,True,,,,False,False
48495,5,0.0,0.0,,1.0,0.0,,,,,,3.0,4.1,,1.0,0.4,0.0,,1.0,,1.8,,,,1.0,3.9,-5.0,-5.0,,-4.0,-5.0,,,,,,-2.0,-0.9,,-4.0,-4.6,-5.0,,-4.0,,-3.2,,,,-4.0,-1.1,False,,True,False,,,,,,True,True,,True,True,False,,True,,True,,,,True,True
48497,42,68.0,60.5,,62.0,66.0,,,,,,74.0,142.2,,20.8,53.5,64.0,,24.4,,64.2,,,,93.0,58.3,26.0,18.5,,20.0,24.0,,,,,,32.0,100.2,,-21.2,11.5,22.0,,-17.6,,22.2,,,,51.0,16.3,True,,True,True,,,,,,False,False,,True,True,True,,True,,True,,,,False,True
48499,20,18.0,18.6,,17.0,16.0,,,,,,40.0,49.5,,5.1,13.8,20.0,,12.5,,32.5,,,,22.0,25.5,-2.0,-1.4,,-3.0,-4.0,,,,,,20.0,29.5,,-14.9,-6.2,0.0,,-7.5,,12.5,,,,2.0,5.5,True,,False,False,,,,,,False,False,,False,False,True,,False,,False,,,,False,False
48501,7,15.0,15.5,,11.0,16.0,,,,,,3.0,15.6,,6.2,11.2,15.0,,2.2,,15.5,,,,17.0,15.3,8.0,8.5,,4.0,9.0,,,,,,-4.0,8.6,,-0.8,4.2,8.0,,-4.8,,8.5,,,,10.0,8.3,False,,True,False,,,,,,True,False,,True,True,False,,True,,False,,,,False,False
48503,35,9.0,11.0,,10.0,9.0,,,,,,27.0,23.5,,1.2,9.0,12.0,,3.1,,12.1,,,,11.0,15.3,-26.0,-24.0,,-25.0,-26.0,,,,,,-8.0,-11.5,,-33.8,-26.0,-23.0,,-31.9,,-22.9,,,,-24.0,-19.7,True,,True,False,,,,,,True,True,,False,False,True,,False,,True,,,,True,True
48505,37,40.0,40.3,,23.0,37.0,,,,,,26.0,23.6,,9.1,19.4,33.0,,20.1,,37.6,,,,41.0,38.9,3.0,3.3,,-14.0,0.0,,,,,,-11.0,-13.4,,-27.9,-17.6,-4.0,,-16.9,,0.6,,,,4.0,1.9,False,,False,True,,,,,,False,False,,False,False,False,,False,,True,,,,False,True
48507,8,10.0,11.4,,12.0,23.0,,,,,,31.0,19.8,,3.5,9.3,12.0,,4.2,,14.6,,,,13.0,18.2,2.0,3.4,,4.0,15.0,,,,,,23.0,11.8,,-4.5,1.3,4.0,,-3.8,,6.6,,,,5.0,10.2,False,,False,False,,,,,,False,False,,False,True,False,,False,,False,,,,False,False
49001,0,0.0,0.0,,0.0,0.0,,,,,,1.0,1.7,,,0.0,0.0,,0.0,,,,,,,1.3,0.0,0.0,,0.0,0.0,,,,,,1.0,1.7,,,0.0,0.0,,0.0,,,,,,,1.3,True,,True,True,,,,,,False,False,,,False,True,,True,,,,,,,False
49003,0,0.0,0.0,,0.0,0.0,,,,,,7.0,37.3,,,0.0,0.0,,0.0,,,,,,,1.1,0.0,0.0,,0.0,0.0,,,,,,7.0,37.3,,,0.0,0.0,,0.0,,,,,,,1.1,True,,True,True,,,,,,False,False,,,False,True,,True,,,,,,,False
49005,0,0.0,0.0,,0.0,0.0,,,,,,20.0,63.5,,,0.1,0.0,,0.0,,0.0,,,,,1.1,0.0,0.0,,0.0,0.0,,,,,,20.0,63.5,,,0.1,0.0,,0.0,,0.0,,,,,1.1,True,,True,True,,,,,,False,False,,,False,True,,True,,True,,,,,False
49007,0,0.0,0.0,,0.0,0.0,,,,,,5.0,15.3,,,0.0,0.0,,0.0,,0.0,,,,,1.2,0.0,0.0,,0.0,0.0,,,,,,5.0,15.3,,,0.0,0.0,,0.0,,0.0,,,,,1.2,True,,True,True,,,,,,False,False,,,False,True,,True,,True,,,,,False
49009,0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,1.4,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,1.4,True,,True,True,,,,,,True,True,,,True,True,,True,,,,,,,False
49011,250,203.0,196.5,,191.0,214.0,,,,,,216.0,230.5,,188.1,190.7,216.0,,156.9,,196.9,171.0,,,182.0,204.3,-47.0,-53.5,,-59.0,-36.0,,,,,,-34.0,-19.5,,-61.9,-59.3,-34.0,,-93.1,,-53.1,-79.0,,,-68.0,-45.7,False,,False,True,,,,,,True,True,,False,False,True,,False,,False,False,,,False,True
49013,0,0.0,0.0,,0.0,0.0,,,,,,4.0,8.3,,,0.0,0.0,,0.0,,0.0,,,,,1.3,0.0,0.0,,0.0,0.0,,,,,,4.0,8.3,,,0.0,0.0,,0.0,,0.0,,,,,1.3,True,,True,True,,,,,,False,False,,,False,True,,True,,True,,,,,False
49015,0,0.0,0.0,,0.0,0.0,,,,,,1.0,2.1,,,0.0,0.0,,0.0,,0.0,,,,,1.3,0.0,0.0,,0.0,0.0,,,,,,1.0,2.1,,,0.0,0.0,,0.0,,0.0,,,,,1.3,True,,True,True,,,,,,False,False,,,False,True,,True,,True,,,,,False
49017,0,0.0,0.0,,0.0,0.0,,,,,,0.0,1.7,,,0.0,0.0,,0.0,,,,,,,1.3,0.0,0.0,,0.0,0.0,,,,,,0.0,1.7,,,0.0,0.0,,0.0,,,,,,,1.3,True,,True,True,,,,,,True,False,,,False,True,,True,,,,,,,False
49019,0,0.0,0.0,,0.0,0.0,,,,,,0.0,7.1,,,0.1,0.0,,0.0,,0.0,,,,,1.2,0.0,0.0,,0.0,0.0,,,,,,0.0,7.1,,,0.1,0.0,,0.0,,0.0,,,,,1.2,True,,True,True,,,,,,True,False,,,False,True,,True,,True,,,,,False
49021,0,0.0,0.0,,0.0,0.0,,,,,,13.0,27.5,,,0.1,0.0,,0.0,,0.0,,,,,1.1,0.0,0.0,,0.0,0.0,,,,,,13.0,27.5,,,0.1,0.0,,0.0,,0.0,,,,,1.1,True,,True,True,,,,,,False,False,,,False,True,,True,,True,,,,,False
49023,0,0.0,0.0,,0.0,0.0,,,,,,0.0,13.8,,,0.0,0.0,,0.0,,,,,,,1.2,0.0,0.0,,0.0,0.0,,,,,,0.0,13.8,,,0.0,0.0,,0.0,,,,,,,1.2,True,,True,True,,,,,,True,False,,,False,True,,True,,,,,,,False
49025,0,0.0,0.0,,0.0,0.0,,,,,,1.0,3.9,,,0.0,0.0,,0.0,,0.0,,,,,1.4,0.0,0.0,,0.0,0.0,,,,,,1.0,3.9,,,0.0,0.0,,0.0,,0.0,,,,,1.4,True,,True,True,,,,,,False,False,,,False,True,,True,,True,,,,,False
49027,0,0.0,0.0,,0.0,0.0,,,,,,2.0,10.0,,,0.0,0.0,,0.0,,,,,,,1.2,0.0,0.0,,0.0,0.0,,,,,,2.0,10.0,,,0.0,0.0,,0.0,,,,,,,1.2,True,,True,True,,,,,,False,False,,,False,True,,True,,,,,,,False
49029,0,0.0,0.0,,0.0,0.0,,,,,,1.0,3.4,,,0.0,0.0,,0.0,,,,,,,1.3,0.0,0.0,,0.0,0.0,,,,,,1.0,3.4,,,0.0,0.0,,0.0,,,,,,,1.3,True,,True,True,,,,,,False,False,,,False,True,,True,,,,,,,False
49031,0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.6,,,0.0,0.0,,0.0,,,,,,,1.5,0.0,0.0,,0.0,0.0,,,,,,0.0,0.6,,,0.0,0.0,,0.0,,,,,,,1.5,True,,True,True,,,,,,True,False,,,False,True,,True,,,,,,,False
49033,0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.9,,,0.0,0.0,,0.0,,,,,,,1.2,0.0,0.0,,0.0,0.0,,,,,,0.0,0.9,,,0.0,0.0,,0.0,,,,,,,1.2,True,,True,True,,,,,,True,False,,,False,True,,True,,,,,,,False
49035,1077,1010.0,1019.3,992.6,944.0,925.0,,,,,,1141.0,839.8,,1042.6,955.3,1137.0,,862.5,,932.4,824.0,,,847.0,1417.7,-67.0,-57.7,-84.4,-133.0,-152.0,,,,,,64.0,-237.2,,-34.4,-121.7,60.0,,-214.5,,-144.6,-253.0,,,-230.0,340.7,True,False,False,False,,,,,,True,False,,True,False,True,,False,,False,False,,,False,False
49037,3,8.0,7.1,,4.0,0.0,,,,,,2.0,9.1,,0.9,5.8,20.0,,1.3,,14.5,,,,1.0,11.0,5.0,4.1,,1.0,-3.0,,,,,,-1.0,6.1,,-2.1,2.8,17.0,,-1.7,,11.5,,,,-2.0,8.0,True,,True,True,,,,,,True,False,,True,True,False,,True,,False,,,,True,False
49039,0,0.0,0.0,,0.0,0.0,,,,,,6.0,26.8,,,0.0,0.0,,0.0,,,,,,,1.4,0.0,0.0,,0.0,0.0,,,,,,6.0,26.8,,,0.0,0.0,,0.0,,,,,,,1.4,True,,True,True,,,,,,False,False,,,False,True,,True,,,,,,,False
49041,0,0.0,0.0,,0.0,0.0,,,,,,2.0,11.9,,,0.0,0.0,,0.0,,,,,,,1.2,0.0,0.0,,0.0,0.0,,,,,,2.0,11.9,,,0.0,0.0,,0.0,,,,,,,1.2,True,,True,True,,,,,,False,False,,,False,True,,True,,,,,,,False
49043,34,76.0,70.7,,43.0,43.0,,,,,,33.0,26.8,,42.0,59.1,64.0,,27.0,,64.2,,,,33.0,30.1,42.0,36.7,,9.0,9.0,,,,,,-1.0,-7.2,,8.0,25.1,30.0,,-7.0,,30.2,,,,-1.0,-3.9,True,,True,True,,,,,,True,True,,True,True,True,,True,,True,,,,True,True
49045,38,25.0,25.1,,24.0,20.0,,,,,,25.0,41.8,,12.0,22.7,30.0,,28.6,,26.6,,,,30.0,32.6,-13.0,-12.9,,-14.0,-18.0,,,,,,-13.0,3.8,,-26.0,-15.3,-8.0,,-9.4,,-11.4,,,,-8.0,-5.4,True,,False,False,,,,,,False,True,,False,False,True,,True,,True,,,,True,True
49047,0,0.0,0.0,,0.0,0.0,,,,,,3.0,10.7,,,0.0,0.0,,0.0,,0.0,,,,,1.2,0.0,0.0,,0.0,0.0,,,,,,3.0,10.7,,,0.0,0.0,,0.0,,0.0,,,,,1.2,True,,True,True,,,,,,False,False,,,False,True,,True,,True,,,,,False
49049,737,733.0,697.9,697.0,676.0,767.0,,,,,,516.0,594.8,,693.0,658.2,687.0,,555.7,,727.3,616.0,,,611.0,669.8,-4.0,-39.1,-40.0,-61.0,30.0,,,,,,-221.0,-142.2,,-44.0,-78.8,-50.0,,-181.3,,-9.7,-121.0,,,-126.0,-67.2,False,False,False,False,,,,,,False,False,,False,False,False,,False,,False,False,,,False,False
49051,18,19.0,19.4,,21.0,24.0,,,,,,25.0,15.8,,9.3,22.2,25.0,,36.3,,18.2,,,,19.0,26.9,1.0,1.4,,3.0,6.0,,,,,,7.0,-2.2,,-8.7,4.2,7.0,,18.3,,0.2,,,,1.0,8.9,False,,False,False,,,,,,False,False,,False,False,False,,False,,True,,,,False,False
49053,0,0.0,0.0,,0.0,0.0,,,,,,109.0,94.6,,,0.3,0.0,,0.0,,0.0,,,,,1.2,0.0,0.0,,0.0,0.0,,,,,,109.0,94.6,,,0.3,0.0,,0.0,,0.0,,,,,1.2,True,,True,True,,,,,,False,False,,,False,True,,True,,True,,,,,False
49055,0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.6,,,0.0,0.0,,0.0,,,,,,,1.4,0.0,0.0,,0.0,0.0,,,,,,0.0,0.6,,,0.0,0.0,,0.0,,,,,,,1.4,True,,True,True,,,,,,True,False,,,False,True,,True,,,,,,,False
49057,0,0.0,0.0,,0.0,0.0,,,,,,68.0,168.7,,,0.1,0.0,,0.0,,,,,,,1.1,0.0,0.0,,0.0,0.0,,,,,,68.0,168.7,,,0.1,0.0,,0.0,,,,,,,1.1,True,,True,True,,,,,,False,False,,,False,True,,True,,,,,,,False
50001,5,2.0,2.1,,1.0,0.0,,,,,,1.0,7.7,,0.2,0.5,,,1.5,,1.7,,,,2.0,,-3.0,-2.9,,-4.0,-5.0,,,,,,-4.0,2.7,,-4.8,-4.5,,,-3.5,,-3.3,,,,-3.0,,True,,False,False,,,,,,False,True,,False,False,,,False,,False,,,,False,
50003,5,3.0,3.4,,1.0,0.0,,,,,,1.0,15.0,,1.3,2.1,7.0,,1.4,,2.8,,,,3.0,,-2.0,-1.6,,-4.0,-5.0,,,,,,-4.0,10.0,,-3.7,-2.9,2.0,,-3.6,,-2.2,,,,-2.0,,True,,False,False,,,,,,False,False,,False,False,False,,False,,False,,,,False,
50005,3,1.0,1.3,,0.0,0.0,,,,,,1.0,5.0,,0.1,0.2,0.0,,0.0,,0.9,,,,1.0,,-2.0,-1.7,,-3.0,-3.0,,,,,,-2.0,2.0,,-2.9,-2.8,-3.0,,-3.0,,-2.1,,,,-2.0,,True,,False,False,,,,,,False,False,,False,False,False,,False,,False,,,,False,
50007,18,18.0,15.4,,15.0,23.0,,,,,,10.0,38.0,,6.0,15.7,20.0,,0.3,,18.1,17.0,,,19.0,,0.0,-2.6,,-3.0,5.0,,,,,,-8.0,20.0,,-12.0,-2.3,2.0,,-17.7,,0.1,-1.0,,,1.0,,False,,False,False,,,,,,False,False,,False,False,False,,False,,False,False,,,False,
50009,0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.4,,0.0,0.0,0.0,,0.1,,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.4,,0.0,0.0,0.0,,0.1,,0.0,,,,0.0,,True,,True,True,,,,,,True,False,,False,False,True,,False,,False,,,,True,
50011,1,2.0,2.1,,1.0,0.0,,,,,,1.0,12.5,,0.0,0.5,,,3.9,,1.6,,,,2.0,,1.0,1.1,,0.0,-1.0,,,,,,0.0,11.5,,-1.0,-0.5,,,2.9,,0.6,,,,1.0,,False,,True,False,,,,,,True,False,,True,True,,,False,,True,,,,False,
50013,0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.6,,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.6,,0.0,0.0,0.0,,0.0,,,,,,0.0,,True,,True,True,,,,,,True,False,,False,True,True,,True,,,,,,True,
