,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
48263,8,0.0,,0.9,,6.0,0.0,,,,,4.6,,3.3,,,6.0,12.5,4.0,,,9.0,2.0,,,,0.0,6.0,11.3,,,,,,,,,,5.2,,-8.0,,-7.1,,-2.0,-8.0,,,,,-3.4,,-4.7,,,-2.0,4.5,-4.0,,,1.0,-6.0,,,,-8.0,-2.0,3.3,,,,,,,,,,-2.8,,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,,,,True,
48265,741,666.0,,646.1,,503.0,514.0,,,,,396.9,,623.5,,,754.0,188.4,441.9,525.5,,400.5,438.9,,,,905.0,659.0,520.0,,,,,,,,,,1023.2,499.8,-75.0,,-94.9,,-238.0,-227.0,,,,,-344.1,,-117.5,,,13.0,-552.6,-299.1,-215.5,,-340.5,-302.1,,,,164.0,-82.0,-221.0,,,,,,,,,,282.2,-241.2,,False,,False,False,,,,,False,,False,,,True,False,False,False,,False,False,,,,False,False,False,,,,,,,,,,False,False
48267,28,63.0,,61.2,,38.0,0.0,,,,,19.7,,37.5,,,59.0,57.9,27.0,,,18.0,35.1,,,,0.0,45.0,13.3,,,,,,,,,,56.9,57.3,35.0,,33.2,,10.0,-28.0,,,,,-8.3,,9.5,,,31.0,29.9,-1.0,,,-10.0,7.1,,,,-28.0,17.0,-14.7,,,,,,,,,,28.9,29.3,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,,,,True,True
48269,1,6.0,,7.2,,3.0,0.0,,,,,0.0,,3.4,,,6.0,2.7,2.0,,,3.0,2.7,,,,0.0,5.0,3.7,,,,,,,,,,4.0,,5.0,,6.2,,2.0,-1.0,,,,,-1.0,,2.4,,,5.0,1.7,1.0,,,2.0,1.7,,,,-1.0,4.0,2.7,,,,,,,,,,3.0,,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,True,True,,,,,,,,,,True,
48271,36,114.0,,113.6,,64.0,,,,,,31.6,,73.7,,,111.0,31.1,70.0,,,37.0,56.7,,,,108.0,75.0,91.0,,,,,,,,,,124.7,,78.0,,77.6,,28.0,,,,,,-4.4,,37.7,,,75.0,-4.9,34.0,,,1.0,20.7,,,,72.0,39.0,55.0,,,,,,,,,,88.7,,,True,,True,,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,,,,False,
48273,301,387.0,,393.2,,353.0,710.0,,,,,229.0,,345.4,,,406.0,173.8,312.3,293.0,,397.0,316.3,,,,423.0,285.0,596.4,,,,,,,,,,368.1,568.5,86.0,,92.2,,52.0,409.0,,,,,-72.0,,44.4,,,105.0,-127.2,11.3,-8.0,,96.0,15.3,,,,122.0,-16.0,295.4,,,,,,,,,,67.1,267.5,,False,,True,False,,,,,True,,True,,,False,False,True,True,,False,True,,,,False,True,False,,,,,,,,,,True,False
48275,30,27.0,,26.7,,35.0,,,,,,17.9,,28.5,,,63.0,183.2,48.4,,,26.0,33.6,,,,,43.0,77.5,,,,,,,,,,35.7,38.4,-3.0,,-3.3,,5.0,,,,,,-12.1,,-1.5,,,33.0,153.2,18.4,,,-4.0,3.6,,,,,13.0,47.5,,,,,,,,,,5.7,8.4,,False,,False,,,,,,False,,True,,,False,False,False,,,False,False,,,,,False,False,,,,,,,,,,False,False
48277,380,369.0,,0.0,,496.0,173.0,,,,,539.8,,245.4,,,789.0,409.7,687.6,509.5,,781.0,250.9,,,,,539.0,470.3,,,,,,565.7,,,,1518.2,556.5,-11.0,,-380.0,,116.0,-207.0,,,,,159.8,,-134.6,,,409.0,29.7,307.6,129.5,,401.0,-129.1,,,,,159.0,90.3,,,,,,185.7,,,,1138.2,176.5,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,,,False,False,,,,,,False,,,,False,False
48279,133,72.0,,78.3,,84.0,27.0,,,,,105.2,,98.4,,,188.0,28.7,95.4,,,53.0,56.2,,,,66.0,128.0,290.9,,,,,,,,,,89.6,210.2,-61.0,,-54.7,,-49.0,-106.0,,,,,-27.8,,-34.6,,,55.0,-104.3,-37.6,,,-80.0,-76.8,,,,-67.0,-5.0,157.9,,,,,,,,,,-43.4,77.2,,True,,True,False,,,,,True,,True,,,True,False,True,,,False,False,,,,False,True,False,,,,,,,,,,True,False
48281,997,255.0,,247.4,,219.0,289.0,,,,,114.5,,272.9,,,345.0,138.7,224.8,,,180.0,167.9,,,,350.0,234.0,320.2,,,,,,,,,,315.0,207.6,-742.0,,-749.6,,-778.0,-708.0,,,,,-882.5,,-724.1,,,-652.0,-858.3,-772.2,,,-817.0,-829.1,,,,-647.0,-763.0,-676.8,,,,,,,,,,-682.0,-789.4,,False,,False,True,,,,,False,,True,,,True,False,False,,,False,False,,,,True,False,True,,,,,,,,,,True,False
48283,9,0.0,,7.9,,81.0,4.0,,,,,82.9,,56.5,,,213.0,802.5,91.3,,,108.0,41.4,,,,,69.0,101.0,,,,,,,,,,119.3,305.2,-9.0,,-1.1,,72.0,-5.0,,,,,73.9,,47.5,,,204.0,793.5,82.3,,,99.0,32.4,,,,,60.0,92.0,,,,,,,,,,110.3,296.2,,True,,False,True,,,,,False,,False,,,False,False,False,,,False,False,,,,,False,False,,,,,,,,,,False,False
48285,226,267.0,,248.8,,230.0,343.0,,,,,156.8,,189.3,,,282.0,96.7,188.6,,,196.0,173.8,,,,366.0,256.0,409.7,,,,,,,,,,214.0,331.0,41.0,,22.8,,4.0,117.0,,,,,-69.2,,-36.7,,,56.0,-129.3,-37.4,,,-30.0,-52.2,,,,140.0,30.0,183.7,,,,,,,,,,-12.0,105.0,,True,,True,False,,,,,False,,True,,,False,False,True,,,True,False,,,,False,True,False,,,,,,,,,,True,False
48287,668,195.0,,234.5,,161.0,85.0,,,,,165.2,,187.2,,,229.0,99.8,171.7,,,130.0,124.0,,,,267.0,215.0,178.8,,,,,,,,,,359.3,207.3,-473.0,,-433.5,,-507.0,-583.0,,,,,-502.8,,-480.8,,,-439.0,-568.2,-496.3,,,-538.0,-544.0,,,,-401.0,-453.0,-489.2,,,,,,,,,,-308.7,-460.7,,True,,False,False,,,,,False,,False,,,True,False,False,,,False,False,,,,True,True,False,,,,,,,,,,True,True
48289,611,66.0,,65.0,,81.0,37.0,,,,,85.4,,108.0,,,147.0,68.1,104.7,,,70.0,55.9,,,,97.0,108.0,199.2,,,,,,,,,,87.9,109.1,-545.0,,-546.0,,-530.0,-574.0,,,,,-525.6,,-503.0,,,-464.0,-542.9,-506.3,,,-541.0,-555.1,,,,-514.0,-503.0,-411.8,,,,,,,,,,-523.1,-501.9,,False,,True,False,,,,,True,,True,,,True,True,True,,,True,False,,,,True,True,True,,,,,,,,,,True,True
48291,1112,1503.0,,1477.7,,1173.0,1578.0,,,,,630.3,,922.5,,,1108.0,1779.1,1039.2,1044.0,,1123.0,1051.2,,,,1932.0,1216.0,1861.0,,,,,,1136.1,,,,1844.1,998.4,391.0,,365.7,,61.0,466.0,,,,,-481.7,,-189.5,,,-4.0,667.1,-72.8,-68.0,,11.0,-60.8,,,,820.0,104.0,749.0,,,,,,24.1,,,,732.1,-113.6,,True,,True,False,,,,,False,,True,,,True,False,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,True
48293,1090,132.0,,108.5,,141.0,69.0,,,,,150.9,,190.2,,,314.0,156.0,157.7,,,93.0,96.0,,,,201.0,196.0,494.1,,,,,,,,,,187.6,134.5,-958.0,,-981.5,,-949.0,-1021.0,,,,,-939.1,,-899.8,,,-776.0,-934.0,-932.3,,,-997.0,-994.0,,,,-889.0,-894.0,-595.9,,,,,,,,,,-902.4,-955.5,,False,,True,False,,,,,True,,True,,,True,True,True,,,False,False,,,,True,True,True,,,,,,,,,,True,True
48295,31,42.0,,41.0,,28.0,,,,,,18.1,,33.7,,,27.0,3.0,18.9,,,16.0,15.7,,,,0.0,34.0,44.2,,,,,,,,,,40.4,42.6,11.0,,10.0,,-3.0,,,,,,-12.9,,2.7,,,-4.0,-28.0,-12.1,,,-15.0,-15.3,,,,-31.0,3.0,13.2,,,,,,,,,,9.4,11.6,,True,,True,,,,,,False,,True,,,True,False,False,,,False,False,,,,False,True,False,,,,,,,,,,True,False
48297,74,147.0,,148.8,,124.0,75.0,,,,,110.1,,169.5,,,189.0,43.2,105.0,,,79.0,60.6,,,,196.0,125.0,238.1,,,,,,,,,,180.6,138.1,73.0,,74.8,,50.0,1.0,,,,,36.1,,95.5,,,115.0,-30.8,31.0,,,5.0,-13.4,,,,122.0,51.0,164.1,,,,,,,,,,106.6,64.1,,False,,True,True,,,,,True,,False,,,False,True,True,,,True,True,,,,False,True,False,,,,,,,,,,False,True
48299,575,180.0,,195.1,,171.0,181.0,,,,,108.2,,197.9,,,245.0,264.5,191.8,,,88.0,102.7,,,,343.0,186.0,181.1,,,,,,,,,,220.3,121.4,-395.0,,-379.9,,-404.0,-394.0,,,,,-466.8,,-377.1,,,-330.0,-310.5,-383.2,,,-487.0,-472.3,,,,-232.0,-389.0,-393.9,,,,,,,,,,-354.7,-453.6,,True,,False,True,,,,,False,,True,,,True,True,True,,,False,False,,,,True,True,True,,,,,,,,,,True,False
48301,0,0.0,,0.0,,0.0,0.0,,,,,0.0,,0.3,,,0.0,4.5,0.3,,,,0.0,,,,0.0,0.0,0.4,,,,,,,,,,2.6,,0.0,,0.0,,0.0,0.0,,,,,0.0,,0.3,,,0.0,4.5,0.3,,,,0.0,,,,0.0,0.0,0.4,,,,,,,,,,2.6,,,True,,True,True,,,,,True,,False,,,True,False,False,,,,False,,,,True,True,False,,,,,,,,,,False,
48303,1611,2703.0,,2656.2,4291.0,2719.0,2904.0,,,,,2837.0,,3186.7,,1591.5,3408.0,808.4,3290.7,2251.5,,1190.0,1670.8,,,,1900.0,3700.0,6108.6,,,,,,4350.7,1535.0,,,4906.9,2612.2,1092.0,,1045.2,2680.0,1108.0,1293.0,,,,,1226.0,,1575.7,,-19.5,1797.0,-802.6,1679.7,640.5,,-421.0,59.8,,,,289.0,2089.0,4497.6,,,,,,2739.7,-76.0,,,3295.9,1001.2,,True,False,False,False,,,,,False,,False,,True,False,True,False,True,,True,True,,,,True,False,False,,,,,,False,True,,,False,True
48305,16,63.0,,79.5,,50.0,18.0,,,,,40.5,,62.2,,,84.0,4.4,41.2,,,50.0,23.1,,,,77.0,67.0,106.7,,,,,,,,,,44.1,64.1,47.0,,63.5,,34.0,2.0,,,,,24.5,,46.2,,,68.0,-11.6,25.2,,,34.0,7.1,,,,61.0,51.0,90.7,,,,,,,,,,28.1,48.1,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,False,,,,,,,,,,True,False
48307,51,42.0,,44.7,,44.0,6.0,,,,,33.7,,46.3,,,106.0,53.2,24.4,,,21.0,20.6,,,,0.0,56.0,159.3,,,,,,,,,,27.0,74.1,-9.0,,-6.3,,-7.0,-45.0,,,,,-17.3,,-4.7,,,55.0,2.2,-26.6,,,-30.0,-30.4,,,,-51.0,5.0,108.3,,,,,,,,,,-24.0,23.1,,True,,True,False,,,,,False,,True,,,False,True,False,,,False,False,,,,False,True,False,,,,,,,,,,False,False
48309,1627,2334.0,,2359.0,,2358.0,1823.0,,,,,2223.5,,3017.9,,2212.8,3992.0,2615.0,2364.9,2808.0,,1432.5,1674.1,,,,2998.0,2739.0,4714.9,,,,,,2406.8,1394.0,,,2641.3,2669.6,707.0,,732.0,,731.0,196.0,,,,,596.5,,1390.9,,585.8,2365.0,988.0,737.9,1181.0,,-194.5,47.1,,,,1371.0,1112.0,3087.9,,,,,,779.8,-233.0,,,1014.3,1042.6,,False,,False,True,,,,,True,,False,,True,False,False,False,False,,True,True,,,,False,False,False,,,,,,False,True,,,False,False
48311,7,9.0,,6.7,,6.0,0.0,,,,,5.0,,6.4,,,15.0,2.6,3.9,,,12.0,1.3,,,,0.0,7.0,16.0,,,,,,,,,,10.8,,2.0,,-0.3,,-1.0,-7.0,,,,,-2.0,,-0.6,,,8.0,-4.4,-3.1,,,5.0,-5.7,,,,-7.0,0.0,9.0,,,,,,,,,,3.8,,,True,,True,False,,,,,True,,True,,,False,False,False,,,False,False,,,,False,True,False,,,,,,,,,,False,
48313,658,75.0,,90.9,,92.0,,,,,,115.5,,55.7,,,136.0,35.5,82.5,,,7.0,35.2,,,,90.0,111.0,233.2,,,,,,,,,,73.8,424.8,-583.0,,-567.1,,-566.0,,,,,,-542.5,,-602.3,,,-522.0,-622.5,-575.5,,,-651.0,-622.8,,,,-568.0,-547.0,-424.8,,,,,,,,,,-584.2,-233.2,,True,,True,,,,,,True,,False,,,True,False,True,,,False,False,,,,True,True,True,,,,,,,,,,False,True
48315,77,180.0,,182.6,,110.0,210.0,,,,,57.5,,92.0,,,105.0,231.9,113.2,,,65.0,111.6,,,,212.0,130.0,96.1,,,,,,,,,,139.4,93.1,103.0,,105.6,,33.0,133.0,,,,,-19.5,,15.0,,,28.0,154.9,36.2,,,-12.0,34.6,,,,135.0,53.0,19.1,,,,,,,,,,62.4,16.1,,False,,True,False,,,,,True,,True,,,True,False,True,,,True,True,,,,False,True,True,,,,,,,,,,True,True
48317,53,0.0,,0.1,,13.0,8.0,,,,,45.4,,32.9,,,86.0,3.7,22.0,,,7.0,15.9,,,,0.0,27.0,72.5,,,,,,,,,,13.8,10.8,-53.0,,-52.9,,-40.0,-45.0,,,,,-7.6,,-20.1,,,33.0,-49.3,-31.0,,,-46.0,-37.1,,,,-53.0,-26.0,19.5,,,,,,,,,,-39.2,-42.2,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,,,,True,True
48319,50,60.0,,65.3,,48.0,0.0,,,,,39.9,,40.4,,,54.0,36.8,33.8,,,40.0,33.2,,,,64.0,53.0,94.9,,,,,,,,,,87.4,34.6,10.0,,15.3,,-2.0,-50.0,,,,,-10.1,,-9.6,,,4.0,-13.2,-16.2,,,-10.0,-16.8,,,,14.0,3.0,44.9,,,,,,,,,,37.4,-15.4,,False,,True,False,,,,,False,,True,,,True,False,False,,,False,False,,,,False,True,False,,,,,,,,,,False,False
48321,329,402.0,,482.2,,478.0,473.0,,,,,312.9,,420.3,,,496.0,3515.6,587.3,730.0,,151.0,432.8,,,,,421.0,735.1,,,,,,441.6,,,,642.3,482.1,73.0,,153.2,,149.0,144.0,,,,,-16.1,,91.3,,,167.0,3186.6,258.3,401.0,,-178.0,103.8,,,,,92.0,406.1,,,,,,112.6,,,,313.3,153.1,,False,,False,False,,,,,True,,False,,,False,False,False,False,,False,False,,,,,False,False,,,,,,False,,,,False,False
48323,1420,1212.0,,1691.2,,1199.0,790.0,,,,,958.2,,885.6,,,2778.0,1813.8,1262.3,1694.5,,616.5,1041.1,,,,900.0,991.0,1374.4,,,,,,927.6,,,,1474.1,1499.4,-208.0,,271.2,,-221.0,-630.0,,,,,-461.8,,-534.4,,,1358.0,393.8,-157.7,274.5,,-803.5,-378.9,,,,-520.0,-429.0,-45.6,,,,,,-492.4,,,,54.1,79.4,,False,,False,False,,,,,False,,False,,,False,False,True,False,,False,False,,,,False,False,True,,,,,,False,,,,True,True
48325,1079,633.0,,633.9,,521.0,471.0,,,,,349.5,,510.1,,,1120.0,523.3,525.5,584.0,,440.0,463.7,,,,1016.0,619.0,1043.4,,,,,,356.3,,,,770.5,484.5,-446.0,,-445.1,,-558.0,-608.0,,,,,-729.5,,-568.9,,,41.0,-555.7,-553.5,-495.0,,-639.0,-615.3,,,,-63.0,-460.0,-35.6,,,,,,-722.7,,,,-308.5,-594.5,,True,,False,False,,,,,False,,False,,,True,False,False,False,,False,False,,,,True,False,True,,,,,,False,,,,True,False
48327,23,39.0,,38.8,,27.0,,,,,,14.6,,27.6,,,27.0,79.5,16.3,,,15.0,9.6,,,,0.0,28.0,36.9,,,,,,,,,,41.4,,16.0,,15.8,,4.0,,,,,,-8.4,,4.6,,,4.0,56.5,-6.7,,,-8.0,-13.4,,,,-23.0,5.0,13.9,,,,,,,,,,18.4,,,True,,True,,,,,,True,,True,,,True,False,True,,,True,True,,,,False,True,True,,,,,,,,,,False,
48329,2292,1542.0,,1290.7,,1205.0,319.0,,,,,1311.2,,1641.5,,,2647.0,689.6,1678.1,971.5,,1936.0,764.5,,,,507.0,1585.0,3720.8,,,,,,1529.5,950.0,,,1119.6,,-750.0,,-1001.3,,-1087.0,-1973.0,,,,,-980.8,,-650.5,,,355.0,-1602.4,-613.9,-1320.5,,-356.0,-1527.5,,,,-1785.0,-707.0,1428.8,,,,,,-762.5,-1342.0,,,-1172.4,,,False,,False,False,,,,,False,,True,,,True,False,True,False,,True,False,,,,False,True,False,,,,,,False,False,,,False,
48331,332,930.0,,931.5,,332.0,24.0,,,,,214.6,,354.5,,,325.0,888.4,370.1,,,243.5,232.2,,,,,452.0,559.3,,,,,,,,,,664.9,451.7,598.0,,599.5,,0.0,-308.0,,,,,-117.4,,22.5,,,-7.0,556.4,38.1,,,-88.5,-99.8,,,,,120.0,227.3,,,,,,,,,,332.9,119.7,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,,True,True,,,,,,,,,,True,True
48333,229,108.0,,106.4,,91.0,125.0,,,,,40.1,,68.6,,,64.0,505.2,73.2,,,0.0,50.0,,,,167.0,83.0,120.9,,,,,,,,,,150.3,112.7,-121.0,,-122.6,,-138.0,-104.0,,,,,-188.9,,-160.4,,,-165.0,276.2,-155.8,,,-229.0,-179.0,,,,-62.0,-146.0,-108.1,,,,,,,,,,-78.7,-116.3,,False,,False,True,,,,,False,,False,,,False,False,False,,,False,False,,,,True,False,True,,,,,,,,,,True,True
48335,24,48.0,,47.6,,41.0,18.0,,,,,42.0,,50.9,,,108.0,14.5,40.9,,,6.0,18.4,,,,0.0,64.0,104.3,,,,,,,,,,41.2,72.7,24.0,,23.6,,17.0,-6.0,,,,,18.0,,26.9,,,84.0,-9.5,16.9,,,-18.0,-5.6,,,,-24.0,40.0,80.3,,,,,,,,,,17.2,48.7,,True,,True,True,,,,,True,,False,,,False,True,True,,,True,True,,,,False,False,False,,,,,,,,,,True,False
48337,154,252.0,,231.5,,228.0,196.0,,,,,178.2,,244.1,,,394.0,91.7,219.2,,,247.0,143.6,,,,258.0,269.0,425.3,,,,,,,,,,231.7,370.6,98.0,,77.5,,74.0,42.0,,,,,24.2,,90.1,,,240.0,-62.3,65.2,,,93.0,-10.4,,,,104.0,115.0,271.3,,,,,,,,,,77.7,216.6,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,False,,,,,,,,,,True,False
48339,7597,7422.0,,7170.0,8548.1,7316.0,10373.0,,,,,4576.7,,5394.7,,8583.7,6883.0,4086.7,6997.5,5892.5,,8054.0,5208.6,,,,11220.0,6933.0,8740.6,,,,,,7867.6,7181.0,,,10808.0,8121.8,-175.0,,-427.0,951.1,-281.0,2776.0,,,,,-3020.3,,-2202.3,,986.7,-714.0,-3510.3,-599.5,-1704.5,,457.0,-2388.4,,,,3623.0,-664.0,1143.6,,,,,,270.6,-416.0,,,3211.0,524.8,,False,False,False,False,,,,,False,,False,,False,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,False,False
48341,70,54.0,,45.4,,46.0,21.0,,,,,129.6,,84.0,,,195.0,7.9,81.3,,,28.0,34.5,,,,0.0,138.0,361.9,,,,,,76.0,,,,39.2,139.7,-16.0,,-24.6,,-24.0,-49.0,,,,,59.6,,14.0,,,125.0,-62.1,11.3,,,-42.0,-35.5,,,,-70.0,68.0,291.9,,,,,,6.0,,,,-30.8,69.7,,False,,False,False,,,,,False,,True,,,False,False,True,,,False,False,,,,False,False,False,,,,,,True,,,,False,False
48343,113,144.0,,140.4,,106.0,57.0,,,,,86.9,,115.4,,,135.0,90.0,118.3,,,101.0,107.2,,,,201.0,129.0,130.1,,,,,,,,,,125.5,83.2,31.0,,27.4,,-7.0,-56.0,,,,,-26.1,,2.4,,,22.0,-23.0,5.3,,,-12.0,-5.8,,,,88.0,16.0,17.1,,,,,,,,,,12.5,-29.8,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,,,,True,True
48345,3,3.0,,3.3,,6.0,0.0,,,,,6.0,,6.9,,,12.0,0.2,3.0,,,11.0,0.9,,,,0.0,7.0,14.2,,,,,,,,,,5.7,8.2,0.0,,0.3,,3.0,-3.0,,,,,3.0,,3.9,,,9.0,-2.8,0.0,,,8.0,-2.1,,,,-3.0,4.0,11.2,,,,,,,,,,2.7,5.2,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,,,,False,False
48347,351,492.0,,520.7,,476.0,701.0,,,,,437.3,,532.5,,,721.0,141.2,473.2,467.0,,311.0,297.1,,,,480.0,559.0,926.1,,,,,,365.1,,,,643.9,363.3,141.0,,169.7,,125.0,350.0,,,,,86.3,,181.5,,,370.0,-209.8,122.2,116.0,,-40.0,-53.9,,,,129.0,208.0,575.1,,,,,,14.1,,,,292.9,12.3,,False,,True,False,,,,,True,,False,,,False,False,True,True,,True,True,,,,True,False,False,,,,,,True,,,,False,True
48349,394,849.0,,837.7,,677.0,480.0,,,,,555.0,,512.7,,644.5,683.0,196.4,588.0,582.5,,927.5,397.5,,,,1085.0,773.0,851.2,,,,,,694.1,,,,940.6,790.5,455.0,,443.7,,283.0,86.0,,,,,161.0,,118.7,,250.5,289.0,-197.6,194.0,188.5,,533.5,3.5,,,,691.0,379.0,457.2,,,,,,300.1,,,,546.6,396.5,,True,,True,True,,,,,True,,True,,True,True,True,True,True,,False,True,,,,False,True,False,,,,,,True,,,,False,True
48351,68,0.0,,0.0,,71.0,125.0,,,,,74.3,,131.0,,,155.0,2.2,77.4,,,80.0,79.1,,,,,73.0,125.0,,,,,,,,,,10.9,34.8,-68.0,,-68.0,,3.0,57.0,,,,,6.3,,63.0,,,87.0,-65.8,9.4,,,12.0,11.1,,,,,5.0,57.0,,,,,,,,,,-57.1,-33.2,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,,True,True,,,,,,,,,,True,True
48353,48,108.0,,110.2,,105.0,43.0,,,,,130.1,,145.4,,,182.0,38.1,128.3,,,87.0,63.8,,,,101.0,149.0,329.3,,,,,,,,,,135.1,201.6,60.0,,62.2,,57.0,-5.0,,,,,82.1,,97.4,,,134.0,-9.9,80.3,,,39.0,15.8,,,,53.0,101.0,281.3,,,,,,,,,,87.1,153.6,,False,,True,True,,,,,False,,False,,,False,True,False,,,True,True,,,,True,False,False,,,,,,,,,,False,False
48355,2961,3633.0,,3476.3,5817.9,3859.0,9753.0,,,,,3377.6,,2585.7,,,5120.0,3409.4,3410.7,3754.5,,2941.5,2976.8,,,,4158.0,3550.0,5464.9,,,,,,3805.2,1617.0,,,5621.9,5559.6,672.0,,515.3,2856.9,898.0,6792.0,,,,,416.6,,-375.3,,,2159.0,448.4,449.7,793.5,,-19.5,15.8,,,,1197.0,589.0,2503.9,,,,,,844.2,-1344.0,,,2660.9,2598.6,,True,False,False,False,,,,,True,,True,,,False,True,True,False,,True,True,,,,False,True,False,,,,,,False,False,,,False,False
48357,40,60.0,,55.0,,58.0,14.0,,,,,60.2,,83.7,,,101.0,5.2,40.9,,,27.0,28.0,,,,79.0,75.0,204.4,,,,,,,,,,64.3,166.5,20.0,,15.0,,18.0,-26.0,,,,,20.2,,43.7,,,61.0,-34.8,0.9,,,-13.0,-12.0,,,,39.0,35.0,164.4,,,,,,,,,,24.3,126.5,,True,,True,False,,,,,False,,False,,,False,False,True,,,True,True,,,,False,False,False,,,,,,,,,,False,False
48359,58,24.0,,26.4,,19.0,,,,,,15.1,,17.7,,,15.0,2.5,11.9,,,26.0,9.7,,,,0.0,21.0,34.2,,,,,,,,,,19.4,43.1,-34.0,,-31.6,,-39.0,,,,,,-42.9,,-40.3,,,-43.0,-55.5,-46.1,,,-32.0,-48.3,,,,-58.0,-37.0,-23.8,,,,,,,,,,-38.6,-14.9,,True,,False,,,,,,False,,False,,,False,False,False,,,True,False,,,,False,False,True,,,,,,,,,,False,True
