,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
42099,210,498.0,,502.2,,301.0,302.0,136.0,,,,,181.2,,239.7,,,216.0,100.0,,248.5,311.0,,188.0,302.7,,,,431.0,334.0,328.9,,,,,,417.7,248.0,,,,397.5,376.4,288.0,,292.2,,91.0,92.0,-74.0,,,,,-28.8,,29.7,,,6.0,-110.0,,38.5,101.0,,-22.0,92.7,,,,221.0,124.0,118.9,,,,,,207.7,38.0,,,,187.5,166.4,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True,True
42101,5077,6198.0,,6264.0,6761.5,5591.0,5054.0,9413.0,,,,,4667.6,,2419.0,,4576.0,6782.0,5451.3,,7070.3,10616.5,,4357.0,4578.4,,,,5514.0,3778.0,6810.9,,,,,,7927.1,4352.2,2298.0,,,4553.0,5701.9,1121.0,,1187.0,1684.5,514.0,-23.0,4336.0,,,,,-409.4,,-2658.0,,-501.0,1705.0,374.3,,1993.3,5539.5,,-720.0,-498.6,,,,437.0,-1299.0,1733.9,,,,,,2850.1,-724.8,-2779.0,,,-524.0,624.9,,False,False,True,True,False,,,,,True,,False,,True,False,True,,False,False,,True,True,,,,True,False,False,,,,,,False,True,False,,,True,True
42103,229,254.0,,256.0,,218.0,222.0,162.0,,,,,144.7,,217.5,,,235.0,230.6,,295.9,234.0,,202.0,189.9,,,,297.0,230.0,315.1,,,,,,,177.3,,,,244.4,225.4,25.0,,27.0,,-11.0,-7.0,-67.0,,,,,-84.3,,-11.5,,,6.0,1.6,,66.9,5.0,,-27.0,-39.1,,,,68.0,1.0,86.1,,,,,,,-51.7,,,,15.4,-3.6,,False,,True,True,False,,,,,False,,True,,,True,True,,False,True,,False,False,,,,False,True,False,,,,,,,False,,,,True,True
42105,61,50.0,,49.6,,41.0,51.0,37.0,,,,,43.3,,114.5,,,66.0,35.3,,53.7,,,30.0,43.9,,,,54.0,37.0,110.5,,,,,,,40.7,,,,0.0,66.1,-11.0,,-11.4,,-20.0,-10.0,-24.0,,,,,-17.7,,53.5,,,5.0,-25.7,,-7.3,,,-31.0,-17.1,,,,-7.0,-24.0,49.5,,,,,,,-20.3,,,,-61.0,5.1,,False,,False,True,False,,,,,False,,False,,,True,False,,True,,,False,False,,,,True,False,False,,,,,,,False,,,,False,True
42107,501,922.0,,950.0,,681.0,827.0,531.0,,,,,610.5,,980.1,,,775.0,590.7,,797.4,766.5,,641.0,680.8,,,,842.0,728.0,1341.5,,,,,,975.7,588.4,540.0,,,622.8,942.0,421.0,,449.0,,180.0,326.0,30.0,,,,,109.5,,479.1,,,274.0,89.7,,296.4,265.5,,140.0,179.8,,,,341.0,227.0,840.5,,,,,,474.7,87.4,39.0,,,121.8,441.0,,False,,True,True,True,,,,,True,,False,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,False,True,True,,,True,False
42109,354,244.0,,257.1,,172.0,198.0,143.0,,,,,158.8,,214.2,,,203.0,151.2,,163.7,246.0,,127.0,165.5,,,,233.0,192.0,344.0,,,,,,371.8,123.7,,,,129.1,248.3,-110.0,,-96.9,,-182.0,-156.0,-211.0,,,,,-195.2,,-139.8,,,-151.0,-202.8,,-190.3,-108.0,,-227.0,-188.5,,,,-121.0,-162.0,-10.0,,,,,,17.8,-230.3,,,,-224.9,-105.7,,True,,False,False,False,,,,,False,,False,,,False,False,,False,True,,False,False,,,,False,False,True,,,,,,True,False,,,,False,True
42111,220,352.0,,287.6,,261.0,325.0,288.0,,,,,323.3,,380.0,,,435.0,186.7,,364.2,240.0,,174.0,252.4,,,,274.0,263.0,612.3,,,,,,727.5,222.3,,,,153.8,446.7,132.0,,67.6,,41.0,105.0,68.0,,,,,103.3,,160.0,,,215.0,-33.3,,144.2,20.0,,-46.0,32.4,,,,54.0,43.0,392.3,,,,,,507.5,2.3,,,,-66.2,226.7,,True,,True,True,True,,,,,True,,False,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,False,True,,,,True,False
42113,34,22.0,,19.7,,35.0,46.0,33.0,,,,,19.7,,64.0,,,28.0,164.2,,33.7,,,30.0,51.9,,,,,29.0,,,,,,,,16.6,,,,46.3,66.4,-12.0,,-14.3,,1.0,12.0,-1.0,,,,,-14.3,,30.0,,,-6.0,130.2,,-0.3,,,-4.0,17.9,,,,,-5.0,,,,,,,,-17.4,,,,12.3,32.4,,False,,True,False,True,,,,,False,,False,,,True,False,,True,,,True,False,,,,,True,,,,,,,,False,,,,False,False
42115,121,188.0,,194.1,,156.0,161.0,143.0,,,,,92.2,,160.5,,,189.0,185.1,,171.2,136.0,,165.0,134.4,,,,225.0,150.0,268.7,,,,,,,110.6,,,,194.1,157.9,67.0,,73.1,,35.0,40.0,22.0,,,,,-28.8,,39.5,,,68.0,64.1,,50.2,15.0,,44.0,13.4,,,,104.0,29.0,147.7,,,,,,,-10.4,,,,73.1,36.9,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,False,True,False,,,,,,,True,,,,False,True
42117,104,128.0,,129.4,,105.0,108.0,111.0,,,,,86.5,,203.1,,,180.0,63.8,,103.4,95.5,,77.0,85.8,,,,108.0,117.0,197.3,,,,,,108.7,110.9,,,,90.1,113.3,24.0,,25.4,,1.0,4.0,7.0,,,,,-17.5,,99.1,,,76.0,-40.2,,-0.6,-8.5,,-27.0,-18.2,,,,4.0,13.0,93.3,,,,,,4.7,6.9,,,,-13.9,9.3,,False,,True,True,True,,,,,True,,False,,,False,False,,True,True,,False,True,,,,True,True,False,,,,,,True,True,,,,True,True
42119,952,380.0,,363.7,,286.0,300.0,246.0,,,,,260.3,,312.3,,,214.0,151.5,,304.4,312.5,,245.0,249.4,,,,381.0,294.0,375.3,,,,,,250.6,257.1,,,,311.9,367.2,-572.0,,-588.3,,-666.0,-652.0,-706.0,,,,,-691.7,,-639.7,,,-738.0,-800.5,,-647.6,-639.5,,-707.0,-702.6,,,,-571.0,-658.0,-576.7,,,,,,-701.4,-694.9,,,,-640.1,-584.8,,False,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,False,False,,,,False,False
42121,155,198.0,,218.5,,144.0,186.0,114.0,,,,,151.2,,264.9,,,274.0,71.9,,183.6,139.0,,115.0,144.8,,,,169.0,160.0,358.6,,,,,,,133.7,,,,84.0,226.2,43.0,,63.5,,-11.0,31.0,-41.0,,,,,-3.8,,109.9,,,119.0,-83.1,,28.6,-16.0,,-40.0,-10.2,,,,14.0,5.0,203.6,,,,,,,-21.3,,,,-71.0,71.2,,False,,True,True,True,,,,,True,,False,,,False,False,,True,True,,True,True,,,,True,True,False,,,,,,,True,,,,False,False
42123,84,172.0,,153.1,,126.0,141.0,174.0,,,,,112.9,,351.0,,,201.0,76.7,,134.6,98.5,,51.0,104.0,,,,153.0,125.0,270.9,,,,,,,173.8,,,,97.0,178.9,88.0,,69.1,,42.0,57.0,90.0,,,,,28.9,,267.0,,,117.0,-7.3,,50.6,14.5,,-33.0,20.0,,,,69.0,41.0,186.9,,,,,,,89.8,,,,13.0,94.9,,True,,True,True,False,,,,,True,,False,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,,False,,,,True,False
42125,715,1172.0,,1193.3,,831.0,1055.0,827.0,,,,,667.6,,1013.1,,,1172.0,771.6,,814.8,898.0,,756.0,766.5,,,,1126.0,815.0,1651.9,,,,,,1337.9,824.7,710.0,,,807.6,1403.7,457.0,,478.3,,116.0,340.0,112.0,,,,,-47.4,,298.1,,,457.0,56.6,,99.8,183.0,,41.0,51.5,,,,411.0,100.0,936.9,,,,,,622.9,109.7,-5.0,,,92.6,688.7,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,False,True,True,,,True,False
42127,211,246.0,,246.4,,183.0,211.0,129.0,,,,,189.7,,267.6,,,245.0,126.9,,221.1,255.5,,151.0,178.0,,,,245.0,174.0,393.5,,,,,,355.0,150.9,,,,157.1,255.9,35.0,,35.4,,-28.0,0.0,-82.0,,,,,-21.3,,56.6,,,34.0,-84.1,,10.1,44.5,,-60.0,-33.0,,,,34.0,-37.0,182.5,,,,,,144.0,-60.1,,,,-53.9,44.9,,False,,True,True,False,,,,,True,,False,,,True,False,,True,False,,False,True,,,,True,False,False,,,,,,False,False,,,,False,False
42129,1105,1398.0,,1535.8,,990.0,1301.0,1019.0,,,,,1112.9,,1154.8,,777.7,1985.0,838.0,,1464.1,879.0,,716.5,936.9,,,,1236.0,1099.0,2571.0,,,,,,2021.5,972.4,753.0,,,463.3,1655.3,293.0,,430.8,,-115.0,196.0,-86.0,,,,,7.9,,49.8,,-327.3,880.0,-267.0,,359.1,-226.0,,-388.5,-168.1,,,,131.0,-6.0,1466.0,,,,,,916.5,-132.6,-352.0,,,-641.7,550.3,,False,,True,True,True,,,,,True,,True,,False,False,True,,False,True,,False,True,,,,True,True,False,,,,,,False,True,False,,,False,False
42131,61,96.0,,99.8,,79.0,92.0,63.0,,,,,60.9,,58.5,,,130.0,56.7,,83.9,,,64.0,65.5,,,,98.0,86.0,163.7,,,,,,,73.4,,,,94.3,109.9,35.0,,38.8,,18.0,31.0,2.0,,,,,-0.1,,-2.5,,,69.0,-4.3,,22.9,,,3.0,4.5,,,,37.0,25.0,102.7,,,,,,,12.4,,,,33.3,48.9,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,True,False
42133,2365,4154.0,,4306.9,3352.7,3264.0,3227.0,2138.0,,,,,2049.0,,2403.2,,3329.8,2334.0,2232.5,,2807.9,3480.0,,2841.0,3467.2,,,,3724.0,2978.0,3900.0,,,,,,4098.3,2910.3,3027.0,,,3879.1,3700.3,1789.0,,1941.9,987.7,899.0,862.0,-227.0,,,,,-316.0,,38.2,,964.8,-31.0,-132.5,,442.9,1115.0,,476.0,1102.2,,,,1359.0,613.0,1535.0,,,,,,1733.3,545.3,662.0,,,1514.1,1335.3,,False,True,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,True,,,True,True
44001,304,432.0,,396.9,,339.0,380.0,293.0,,,,,285.0,,219.0,,,403.0,169.8,,263.2,103.0,,586.0,313.8,,,,460.0,343.0,218.4,,,,,,384.7,309.9,,,,506.7,385.9,128.0,,92.9,,35.0,76.0,-11.0,,,,,-19.0,,-85.0,,,99.0,-134.2,,-40.8,-201.0,,282.0,9.8,,,,156.0,39.0,-85.6,,,,,,80.7,5.9,,,,202.7,81.9,,True,,True,True,True,,,,,True,,True,,,True,False,,True,False,,False,True,,,,False,True,True,,,,,,True,True,,,,False,True
44003,1083,1628.0,,1745.8,,1189.0,1383.0,1189.0,,,,,909.4,,690.9,,,1712.0,944.8,,1028.5,522.5,,1628.0,1002.5,,,,1634.0,1266.0,842.7,,,,,,1645.5,1454.3,637.0,,,1537.4,1734.1,545.0,,662.8,,106.0,300.0,106.0,,,,,-173.6,,-392.1,,,629.0,-138.2,,-54.5,-560.5,,545.0,-80.5,,,,551.0,183.0,-240.3,,,,,,562.5,371.3,-446.0,,,454.4,651.1,,False,,True,True,True,,,,,True,,True,,,False,True,,True,False,,False,True,,,,False,True,True,,,,,,False,True,True,,,True,False
44005,515,674.0,,668.9,,560.0,613.0,587.0,,,,,365.6,,347.0,,,666.0,532.2,,485.9,191.0,,758.0,454.2,,,,892.0,546.0,366.0,,,,,,569.8,378.9,,,,690.9,795.0,159.0,,153.9,,45.0,98.0,72.0,,,,,-149.4,,-168.0,,,151.0,17.2,,-29.1,-324.0,,243.0,-60.8,,,,377.0,31.0,-149.0,,,,,,54.8,-136.1,,,,175.9,280.0,,True,,True,True,True,,,,,True,,False,,,True,True,,True,False,,False,True,,,,False,True,True,,,,,,True,True,,,,False,False
44007,4428,6132.0,,6057.6,6564.4,5184.0,5184.0,5800.0,,,,,4341.2,,3939.6,,,7038.0,2844.1,,5386.7,2932.0,,6712.0,4130.6,,,,5705.0,4914.0,3474.4,,,,,,4552.1,4118.3,2680.0,,,7360.5,5826.3,1704.0,,1629.6,2136.4,756.0,756.0,1372.0,,,,,-86.8,,-488.4,,,2610.0,-1583.9,,958.7,-1496.0,,2284.0,-297.4,,,,1277.0,486.0,-953.6,,,,,,124.1,-309.7,-1748.0,,,2932.5,1398.3,,True,False,True,True,True,,,,,True,,True,,,False,True,,True,True,,False,True,,,,True,True,True,,,,,,True,True,False,,,False,True
44009,744,822.0,,823.1,,679.0,732.0,1002.0,,,,,467.5,,271.4,,,1145.0,333.4,,570.7,221.0,,777.0,491.8,,,,874.0,644.0,500.4,,,,,,935.8,785.4,,,,734.7,1014.3,78.0,,79.1,,-65.0,-12.0,258.0,,,,,-276.5,,-472.6,,,401.0,-410.6,,-173.3,-523.0,,33.0,-252.2,,,,130.0,-100.0,-243.6,,,,,,191.8,41.4,,,,-9.3,270.3,,False,,True,True,False,,,,,False,,False,,,False,False,,False,False,,True,False,,,,False,False,False,,,,,,False,True,,,,True,False
45001,267,296.0,,270.7,,299.0,283.0,394.0,,,,,125.2,,370.0,,,197.0,808.5,,179.8,,,337.0,221.2,,,,465.0,230.0,242.1,,,,,,,202.3,,,,318.1,316.7,29.0,,3.7,,32.0,16.0,127.0,,,,,-141.8,,103.0,,,-70.0,541.5,,-87.2,,,70.0,-45.8,,,,198.0,-37.0,-24.9,,,,,,,-64.7,,,,51.1,49.7,,True,,False,True,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,True,,,,,,,False,,,,False,False
45003,1464,2120.0,,2146.6,,1577.0,1912.0,2396.0,,,,,1027.1,,1172.7,,,1744.0,1554.9,,1317.5,1475.5,,2065.5,1541.8,,,,2235.0,1446.0,1724.6,,,,,,1730.6,1675.7,1474.0,,,1995.1,2501.4,656.0,,682.6,,113.0,448.0,932.0,,,,,-436.9,,-291.3,,,280.0,90.9,,-146.5,11.5,,601.5,77.8,,,,771.0,-18.0,260.6,,,,,,266.6,211.7,10.0,,,531.1,1037.4,,False,,True,True,False,,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,True,False
45005,83,50.0,,42.9,,56.0,70.0,81.0,,,,,45.1,,43.8,,,66.0,82.1,,59.0,,,49.0,58.7,,,,82.0,46.0,119.7,,,,,,,68.3,,,,37.8,90.1,-33.0,,-40.1,,-27.0,-13.0,-2.0,,,,,-37.9,,-39.2,,,-17.0,-0.9,,-24.0,,,-34.0,-24.3,,,,-1.0,-37.0,36.7,,,,,,,-14.7,,,,-45.2,7.1,,False,,True,True,True,,,,,False,,False,,,True,True,,True,,,False,True,,,,True,False,False,,,,,,,True,,,,False,True
45007,1549,2104.0,,2065.5,,1939.0,1790.0,2060.0,,,,,1210.0,,1732.6,,,2126.0,2201.2,,1307.5,1395.5,,1357.5,1507.8,,,,2123.0,1622.0,2373.7,,,,,,1291.4,1622.1,2041.0,,,1964.6,2163.6,555.0,,516.5,,390.0,241.0,511.0,,,,,-339.0,,183.6,,,577.0,652.2,,-241.5,-153.5,,-191.5,-41.2,,,,574.0,73.0,824.7,,,,,,-257.6,73.1,492.0,,,415.6,614.6,,True,,True,True,True,,,,,True,,True,,,False,False,,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,False
45009,135,144.0,,143.1,,126.0,135.0,129.0,,,,,85.9,,116.3,,,141.0,114.7,,94.9,,,125.0,99.4,,,,155.0,101.0,136.2,,,,,,,179.4,,,,128.8,176.0,9.0,,8.1,,-9.0,0.0,-6.0,,,,,-49.1,,-18.7,,,6.0,-20.3,,-40.1,,,-10.0,-35.6,,,,20.0,-34.0,1.2,,,,,,,44.4,,,,-6.2,41.0,,True,,False,True,True,,,,,False,,False,,,True,False,,False,,,False,False,,,,False,False,True,,,,,,,False,,,,True,False
45011,171,214.0,,221.2,,171.0,195.0,165.0,,,,,149.1,,124.4,,,184.0,116.2,,160.9,,,155.0,153.2,,,,217.0,157.0,251.5,,,,,,,191.9,,,,221.8,245.1,43.0,,50.2,,0.0,24.0,-6.0,,,,,-21.9,,-46.6,,,13.0,-54.8,,-10.1,,,-16.0,-17.8,,,,46.0,-14.0,80.5,,,,,,,20.9,,,,50.8,74.1,,False,,True,True,True,,,,,True,,False,,,True,False,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,False,False
45013,1211,1552.0,,1374.9,,1303.0,1383.0,1263.0,,,,,974.9,,1021.0,,1683.0,1683.0,2123.4,,1169.6,1092.0,,1216.0,1188.7,,,,1959.0,1211.0,2130.3,,,,,,1366.4,1295.2,1254.0,,,1476.4,1471.4,341.0,,163.9,,92.0,172.0,52.0,,,,,-236.1,,-190.0,,472.0,472.0,912.4,,-41.4,-119.0,,5.0,-22.3,,,,748.0,0.0,919.3,,,,,,155.4,84.2,43.0,,,265.4,260.4,,True,,True,True,True,,,,,True,,True,,False,False,False,,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,True
45015,1350,1504.0,,1400.9,,1385.0,1432.0,1437.0,,,,,983.1,,1250.8,,,2314.0,1390.8,,1207.3,1216.0,,1367.0,1246.1,,,,1739.0,1242.0,2124.8,,,,,,968.9,1328.9,1578.0,,,1447.8,1472.2,154.0,,50.9,,35.0,82.0,87.0,,,,,-366.9,,-99.2,,,964.0,40.8,,-142.7,-134.0,,17.0,-103.9,,,,389.0,-108.0,774.8,,,,,,-381.1,-21.1,228.0,,,97.8,122.2,,True,,True,True,True,,,,,False,,True,,,False,True,,True,True,,True,True,,,,False,True,False,,,,,,False,True,False,,,True,True
45017,66,120.0,,114.8,,99.0,101.0,106.0,,,,,75.4,,72.0,,,147.0,83.8,,86.9,,,95.0,87.5,,,,142.0,77.0,151.6,,,,,,,104.7,,,,105.9,115.4,54.0,,48.8,,33.0,35.0,40.0,,,,,9.4,,6.0,,,81.0,17.8,,20.9,,,29.0,21.5,,,,76.0,11.0,85.6,,,,,,,38.7,,,,39.9,49.4,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,True,True
45019,3346,3796.0,,3912.2,3487.9,3258.0,3176.0,3967.0,,,,,2487.7,,3076.9,,4121.9,3837.0,3107.4,,2997.4,2325.5,,3149.0,2871.6,,,,4473.0,2832.0,3287.9,,,,,,2398.3,3531.0,4013.0,,,3534.5,3586.5,450.0,,566.2,141.9,-88.0,-170.0,621.0,,,,,-858.3,,-269.1,,775.9,491.0,-238.6,,-348.6,-1020.5,,-197.0,-474.4,,,,1127.0,-514.0,-58.1,,,,,,-947.7,185.0,667.0,,,188.5,240.5,,False,True,True,True,False,,,,,False,,True,,False,False,True,,True,False,,True,False,,,,False,False,True,,,,,,False,True,False,,,True,True
45021,560,514.0,,525.8,,446.0,537.0,502.0,,,,,317.7,,404.3,,,632.0,1810.8,,444.0,364.5,,413.0,379.8,,,,734.0,449.0,618.3,,,,,,333.1,345.6,,,,467.7,755.3,-46.0,,-34.2,,-114.0,-23.0,-58.0,,,,,-242.3,,-155.7,,,72.0,1250.8,,-116.0,-195.5,,-147.0,-180.2,,,,174.0,-111.0,58.3,,,,,,-226.9,-214.4,,,,-92.3,195.3,,True,,False,True,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
45023,279,320.0,,325.6,,298.0,320.0,290.0,,,,,205.3,,263.4,,,336.0,362.0,,216.5,209.5,,283.0,272.2,,,,364.0,260.0,414.1,,,,,,218.8,271.8,,,,314.1,391.6,41.0,,46.6,,19.0,41.0,11.0,,,,,-73.7,,-15.6,,,57.0,83.0,,-62.5,-69.5,,4.0,-6.8,,,,85.0,-19.0,135.1,,,,,,-60.2,-7.2,,,,35.1,112.6,,False,,True,False,True,,,,,False,,True,,,False,False,,False,False,,True,True,,,,False,True,False,,,,,,False,True,,,,True,False
45025,514,510.0,,523.2,,398.0,433.0,376.0,,,,,234.9,,332.5,,,497.0,357.9,,290.7,357.0,,487.0,415.7,,,,574.0,381.0,476.6,,,,,,441.4,406.7,,,,492.2,464.3,-4.0,,9.2,,-116.0,-81.0,-138.0,,,,,-279.1,,-181.5,,,-17.0,-156.1,,-223.3,-157.0,,-27.0,-98.3,,,,60.0,-133.0,-37.4,,,,,,-72.6,-107.3,,,,-21.8,-49.7,,False,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
45027,255,276.0,,273.0,,259.0,276.0,265.0,,,,,181.5,,135.7,,,336.0,520.8,,233.1,193.0,,288.0,253.7,,,,346.0,227.0,333.9,,,,,,181.3,212.8,,,,247.0,297.5,21.0,,18.0,,4.0,21.0,10.0,,,,,-73.5,,-119.3,,,81.0,265.8,,-21.9,-62.0,,33.0,-1.3,,,,91.0,-28.0,78.9,,,,,,-73.7,-42.2,,,,-8.0,42.5,,True,,True,False,True,,,,,False,,False,,,False,False,,False,False,,False,True,,,,False,False,False,,,,,,False,False,,,,True,False
45029,268,318.0,,318.7,,252.0,276.0,155.0,,,,,205.9,,254.1,,,424.0,241.1,,257.4,242.5,,232.0,256.2,,,,362.0,251.0,497.2,,,,,,248.9,238.9,,,,313.2,264.5,50.0,,50.7,,-16.0,8.0,-113.0,,,,,-62.1,,-13.9,,,156.0,-26.9,,-10.6,-25.5,,-36.0,-11.8,,,,94.0,-17.0,229.2,,,,,,-19.1,-29.1,,,,45.2,-3.5,,False,,True,True,False,,,,,False,,True,,,False,True,,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,True
45031,625,1048.0,,1128.3,,704.0,784.0,792.0,,,,,490.5,,719.0,,,761.0,517.3,,566.1,375.0,,564.0,714.7,,,,1032.0,727.0,862.7,,,,,,763.1,764.8,,,,1041.9,1034.9,423.0,,503.3,,79.0,159.0,167.0,,,,,-134.5,,94.0,,,136.0,-107.7,,-58.9,-250.0,,-61.0,89.7,,,,407.0,102.0,237.7,,,,,,138.1,139.8,,,,416.9,409.9,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True,True
45033,260,356.0,,300.6,,276.0,286.0,304.0,,,,,259.9,,312.7,,,326.0,214.8,,281.4,287.0,,175.0,235.3,,,,383.0,273.0,299.3,,,,,,219.7,272.9,,,,306.9,415.5,96.0,,40.6,,16.0,26.0,44.0,,,,,-0.1,,52.7,,,66.0,-45.2,,21.4,27.0,,-85.0,-24.7,,,,123.0,13.0,39.3,,,,,,-40.3,12.9,,,,46.9,155.5,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,False
45035,1528,1648.0,,1718.7,,1323.0,1427.0,1211.0,,,,,1036.5,,1547.8,,,1668.0,1695.1,,1261.0,1008.0,,1301.0,1283.6,,,,2077.0,1222.0,1647.0,,,,,,1285.3,1694.0,1791.0,,,1241.2,1623.2,120.0,,190.7,,-205.0,-101.0,-317.0,,,,,-491.5,,19.8,,,140.0,167.1,,-267.0,-520.0,,-227.0,-244.4,,,,549.0,-306.0,119.0,,,,,,-242.7,166.0,263.0,,,-286.8,95.2,,False,,False,True,False,,,,,False,,True,,,False,False,,False,False,,False,False,,,,False,False,True,,,,,,False,False,False,,,False,True
45037,231,414.0,,388.8,,351.0,328.0,499.0,,,,,180.5,,218.3,,,245.0,574.4,,222.5,,,377.0,238.7,,,,541.0,309.0,298.7,,,,,,335.5,275.8,,,,380.4,359.3,183.0,,157.8,,120.0,97.0,268.0,,,,,-50.5,,-12.7,,,14.0,343.4,,-8.5,,,146.0,7.7,,,,310.0,78.0,67.7,,,,,,104.5,44.8,,,,149.4,128.3,,True,,True,True,False,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
