,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
41017,143,146.0,145.1,,130.0,294.0,,,,,138.5,,218.0,,136.7,263.4,,61.6,129.7,248.0,93.0,,80.0,,100.1,190.0,,182.0,32.3,3.0,2.1,,-13.0,151.0,,,,,-4.5,,75.0,,-6.3,120.4,,-81.4,-13.3,105.0,-50.0,,-63.0,,-42.9,47.0,,39.0,-110.7,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,False,,False,False
41019,60,52.0,52.9,,45.0,64.0,,,,,81.5,,45.0,,68.8,67.8,,18.3,50.1,49.0,144.0,,29.6,,36.0,,,53.0,14.4,-8.0,-7.1,,-15.0,4.0,,,,,21.5,,-15.0,,8.8,7.8,,-41.7,-9.9,-11.0,84.0,,-30.4,,-24.0,,,-7.0,-45.6,True,,False,True,,,,,False,,False,,False,True,,False,False,False,False,,False,,False,,,True,False
41021,3,0.0,0.8,,0.0,0.0,,,,,13.2,,0.0,,0.1,0.9,,,0.0,0.0,0.0,,0.1,,,,,0.0,2.5,-3.0,-2.2,,-3.0,-3.0,,,,,10.2,,-3.0,,-2.9,-2.1,,,-3.0,-3.0,-3.0,,-2.9,,,,,-3.0,-0.5,True,,False,False,,,,,False,,False,,True,True,,,True,False,False,,True,,,,,False,True
41023,0,2.0,1.4,,1.0,0.0,,,,,10.6,,1.0,,2.5,2.1,,0.0,0.0,0.0,1.0,,0.3,,,,,1.0,2.3,2.0,1.4,,1.0,0.0,,,,,10.6,,1.0,,2.5,2.1,,0.0,0.0,0.0,1.0,,0.3,,,,,1.0,2.3,True,,True,True,,,,,False,,True,,False,False,,True,True,True,True,,True,,,,,True,False
41025,1,0.0,0.0,,0.0,0.0,,,,,16.8,,0.0,,1.8,0.8,,0.0,0.0,0.0,2.0,,0.0,,,,,0.0,2.0,-1.0,-1.0,,-1.0,-1.0,,,,,15.8,,-1.0,,0.8,-0.2,,-1.0,-1.0,-1.0,1.0,,-1.0,,,,,-1.0,1.0,False,,False,False,,,,,False,,False,,True,True,,True,True,False,False,,False,,,,,False,False
41027,14,6.0,5.9,,6.0,3.0,,,,,257.0,,7.0,,17.7,14.9,,0.5,5.6,23.0,28.0,,1.2,,5.8,,,8.0,8.7,-8.0,-8.1,,-8.0,-11.0,,,,,243.0,,-7.0,,3.7,0.9,,-13.5,-8.4,9.0,14.0,,-12.8,,-8.2,,,-6.0,-5.3,False,,False,False,,,,,False,,True,,True,True,,False,False,False,False,,False,,False,,,True,True
41029,226,212.0,215.6,,174.0,257.0,,,,,174.0,,85.0,,231.9,338.5,,163.7,207.7,271.0,257.0,,89.0,,167.3,199.0,,208.0,142.0,-14.0,-10.4,,-52.0,31.0,,,,,-52.0,,-141.0,,5.9,112.5,,-62.3,-18.3,45.0,31.0,,-137.0,,-58.7,-27.0,,-18.0,-84.0,True,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,False,,False,False,,False,False
41031,36,58.0,62.6,,43.0,14.0,,,,,70.4,,29.0,,66.1,33.3,,16.4,49.4,67.0,49.0,,38.2,,44.6,,,73.0,43.2,22.0,26.6,,7.0,-22.0,,,,,34.4,,-7.0,,30.1,-2.7,,-19.6,13.4,31.0,13.0,,2.2,,8.6,,,37.0,7.2,False,,True,False,,,,,False,,True,,False,True,,True,True,False,True,,True,,True,,,False,True
41033,41,34.0,35.7,,28.0,29.0,,,,,30.2,,22.0,,45.1,79.7,,9.2,27.9,43.0,71.0,,37.8,,24.8,,,31.0,17.9,-7.0,-5.3,,-13.0,-12.0,,,,,-10.8,,-19.0,,4.1,38.7,,-31.8,-13.1,2.0,30.0,,-3.2,,-16.2,,,-10.0,-23.1,True,,False,False,,,,,False,,False,,True,False,,False,False,True,False,,True,,False,,,False,False
41035,95,40.0,39.7,,28.0,22.0,,,,,88.8,,61.0,,43.2,47.5,,12.1,29.4,51.0,29.0,,6.9,,30.3,,,46.0,21.7,-55.0,-55.3,,-67.0,-73.0,,,,,-6.2,,-34.0,,-51.8,-47.5,,-82.9,-65.6,-44.0,-66.0,,-88.1,,-64.7,,,-49.0,-73.3,False,,False,False,,,,,True,,True,,True,True,,False,False,True,False,,False,,False,,,True,False
41037,2,2.0,2.3,,2.0,0.0,,,,,42.2,,18.0,,3.6,0.2,,0.2,0.4,0.0,4.0,,0.7,,1.6,,,2.0,3.2,0.0,0.3,,0.0,-2.0,,,,,40.2,,16.0,,1.6,-1.8,,-1.8,-1.6,-2.0,2.0,,-1.3,,-0.4,,,0.0,1.2,False,,True,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,True,False
41039,618,510.0,493.6,,509.0,575.0,,,,,151.5,,381.0,,546.9,771.3,,600.4,538.4,934.0,205.0,,325.5,,496.0,711.0,,576.0,643.9,-108.0,-124.4,,-109.0,-43.0,,,,,-466.5,,-237.0,,-71.1,153.3,,-17.6,-79.6,316.0,-413.0,,-292.5,,-122.0,93.0,,-42.0,25.9,False,,False,True,,,,,False,,False,,True,False,,True,True,False,False,,False,,False,True,,True,True
41041,23,6.0,7.5,,6.0,0.0,,,,,64.9,,94.0,,14.8,18.2,,1.7,9.5,,5.0,,2.7,,4.5,,,10.0,10.8,-17.0,-15.5,,-17.0,-23.0,,,,,41.9,,71.0,,-8.2,-4.8,,-21.3,-13.5,,-18.0,,-20.3,,-18.5,,,-13.0,-12.2,True,,False,False,,,,,False,,False,,True,True,,False,True,,False,,False,,False,,,True,True
41043,172,86.0,94.7,,95.0,129.0,,,,,98.0,,149.0,,107.9,162.9,,53.2,97.3,161.0,59.0,,78.1,,74.0,123.0,,90.0,131.6,-86.0,-77.3,,-77.0,-43.0,,,,,-74.0,,-23.0,,-64.1,-9.1,,-118.8,-74.7,-11.0,-113.0,,-93.9,,-98.0,-49.0,,-82.0,-40.4,True,,True,True,,,,,True,,True,,True,True,,False,True,True,False,,False,,False,True,,True,True
41045,164,120.0,126.3,,115.0,115.0,,,,,105.5,,62.0,,131.6,92.9,,88.4,134.7,88.0,64.0,,72.7,,127.0,,,3.0,142.0,-44.0,-37.7,,-49.0,-49.0,,,,,-58.5,,-102.0,,-32.4,-71.1,,-75.6,-29.3,-76.0,-100.0,,-91.3,,-37.0,,,-161.0,-22.0,True,,False,False,,,,,False,,False,,True,False,,False,True,False,False,,False,,True,,,False,True
41047,550,458.0,454.1,,447.0,435.0,,,,,543.5,,593.0,,447.7,722.4,,413.1,510.9,522.0,359.0,,404.0,,386.2,508.0,,444.0,423.7,-92.0,-95.9,,-103.0,-115.0,,,,,-6.5,,43.0,,-102.3,172.4,,-136.9,-39.1,-28.0,-191.0,,-146.0,,-163.8,-42.0,,-106.0,-126.3,False,,False,False,,,,,True,,True,,False,False,,False,True,True,False,,False,,False,True,,False,False
41049,20,42.0,43.6,,29.0,13.0,,,,,73.9,,43.0,,34.7,14.4,,11.5,29.0,60.0,14.0,,21.1,,29.4,,,42.0,28.9,22.0,23.6,,9.0,-7.0,,,,,53.9,,23.0,,14.7,-5.6,,-8.5,9.0,40.0,-6.0,,1.1,,9.4,,,22.0,8.9,False,,True,True,,,,,False,,False,,True,True,,True,True,False,True,,True,,True,,,False,True
41051,1007,684.0,682.3,690.7,653.0,637.0,,,,,830.7,,935.0,,608.8,1418.6,,622.1,746.5,823.0,566.0,,732.9,,560.8,778.0,,632.0,340.6,-323.0,-324.7,-316.3,-354.0,-370.0,,,,,-176.3,,-72.0,,-398.2,411.6,,-384.9,-260.5,-184.0,-441.0,,-274.1,,-446.2,-229.0,,-375.0,-666.4,False,True,False,False,,,,,True,,True,,False,False,,False,True,True,False,,True,,False,True,,False,False
41053,77,40.0,39.8,,40.0,36.0,,,,,77.3,,90.0,,49.1,108.9,,23.5,53.2,67.0,23.0,,58.6,,31.8,,,44.0,32.7,-37.0,-37.2,,-37.0,-41.0,,,,,0.3,,13.0,,-27.9,31.9,,-53.5,-23.8,-10.0,-54.0,,-18.4,,-45.2,,,-33.0,-44.3,False,,False,False,,,,,True,,True,,True,True,,False,True,True,False,,True,,False,,,True,False
41055,0,0.0,0.0,,0.0,0.0,,,,,17.2,,0.0,,0.1,0.2,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,2.3,0.0,0.0,,0.0,0.0,,,,,17.2,,0.0,,0.1,0.2,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,2.3,True,,True,True,,,,,False,,True,,False,False,,False,True,True,True,,True,,,,,True,False
41057,16,4.0,4.2,,4.0,0.0,,,,,139.4,,72.0,,14.0,16.7,,0.2,1.2,4.0,9.0,,1.4,,4.1,,,2.0,6.0,-12.0,-11.8,,-12.0,-16.0,,,,,123.4,,56.0,,-2.0,0.7,,-15.8,-14.8,-12.0,-7.0,,-14.6,,-11.9,,,-14.0,-10.0,True,,False,False,,,,,False,,False,,True,True,,False,False,False,True,,False,,True,,,False,True
41059,171,244.0,211.9,,197.0,222.0,,,,,212.0,,265.0,,217.0,118.4,,177.8,174.3,327.0,250.0,,165.7,,227.1,,,319.0,134.4,73.0,40.9,,26.0,51.0,,,,,41.0,,94.0,,46.0,-52.6,,6.8,3.3,156.0,79.0,,-5.3,,56.1,,,148.0,-36.6,True,,True,True,,,,,True,,False,,True,True,,True,True,False,False,,True,,True,,,False,True
41061,10,0.0,0.0,,4.0,0.0,,,,,96.3,,54.0,,11.7,21.8,,11.8,3.2,,20.0,,0.0,,2.8,,,4.0,12.0,-10.0,-10.0,,-6.0,-10.0,,,,,86.3,,44.0,,1.7,11.8,,1.8,-6.8,,10.0,,-10.0,,-7.2,,,-6.0,2.0,False,,True,False,,,,,False,,False,,True,False,,True,True,,False,,False,,True,,,True,True
41063,5,6.0,7.0,,3.0,0.0,,,,,10.5,,3.0,,11.0,2.7,,0.1,1.1,0.0,13.0,,2.2,,5.4,,,15.0,3.4,1.0,2.0,,-2.0,-5.0,,,,,5.5,,-2.0,,6.0,-2.3,,-4.9,-3.9,-5.0,8.0,,-2.8,,0.4,,,10.0,-1.6,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,False,,True,,,False,False
41065,27,32.0,50.2,,26.0,35.0,,,,,58.1,,20.0,,48.4,19.1,,5.5,26.0,,22.0,,6.6,,22.5,,,20.0,37.2,5.0,23.2,,-1.0,8.0,,,,,31.1,,-7.0,,21.4,-7.9,,-21.5,-1.0,,-5.0,,-20.4,,-4.5,,,-7.0,10.2,False,,True,False,,,,,False,,False,,False,False,,False,True,,False,,False,,True,,,False,False
41067,599,498.0,501.2,,504.0,521.0,,,,,674.9,,553.0,,506.0,1065.9,,465.2,521.8,722.0,468.0,,526.4,,384.1,507.0,,503.0,,-101.0,-97.8,,-95.0,-78.0,,,,,75.9,,-46.0,,-93.0,466.9,,-133.8,-77.2,123.0,-131.0,,-72.6,,-214.9,-92.0,,-96.0,,True,,True,True,,,,,True,,True,,True,False,,False,True,False,False,,True,,False,True,,True,
41069,1,0.0,0.0,,0.0,0.0,,,,,1.5,,0.0,,0.2,0.0,,,0.0,0.0,0.0,,0.0,,,,,,2.0,-1.0,-1.0,,-1.0,-1.0,,,,,0.5,,-1.0,,-0.8,-1.0,,,-1.0,-1.0,-1.0,,-1.0,,,,,,1.0,False,,False,False,,,,,True,,False,,True,False,,,True,False,False,,False,,,,,,False
41071,132,86.0,90.7,,83.0,80.0,,,,,100.5,,138.0,,94.1,126.6,,56.2,104.7,120.0,103.0,,44.3,,73.5,,,96.0,50.3,-46.0,-41.3,,-49.0,-52.0,,,,,-31.5,,6.0,,-37.9,-5.4,,-75.8,-27.3,-12.0,-29.0,,-87.7,,-58.5,,,-36.0,-81.7,True,,False,False,,,,,True,,True,,True,True,,False,True,True,True,,False,,False,,,True,False
42001,121,80.0,76.2,,86.0,84.0,,,,,64.9,,92.0,,89.4,162.1,,72.3,103.0,65.0,173.0,,101.4,,90.1,,,65.0,69.6,-41.0,-44.8,,-35.0,-37.0,,,,,-56.1,,-29.0,,-31.6,41.1,,-48.7,-18.0,-56.0,52.0,,-19.6,,-30.9,,,-56.0,-51.4,False,,True,True,,,,,False,,True,,True,False,,False,True,False,False,,True,,True,,,False,False
42003,1432,852.0,851.4,1105.0,864.0,748.0,,,,,1052.9,,837.0,,952.7,2005.3,,1197.3,1326.1,821.0,866.0,,1040.0,,760.0,1166.0,,887.0,738.8,-580.0,-580.6,-327.0,-568.0,-684.0,,,,,-379.1,,-595.0,,-479.3,573.3,,-234.7,-105.9,-611.0,-566.0,,-392.0,,-672.0,-266.0,,-545.0,-693.2,False,True,True,False,,,,,True,,False,,True,True,,True,True,False,True,,True,,False,True,,True,False
42005,112,50.0,49.7,,44.0,42.0,,,,,46.8,,35.0,,61.8,122.4,,24.3,61.3,42.0,53.0,,94.4,,42.8,,,43.0,33.8,-62.0,-62.3,,-68.0,-70.0,,,,,-65.2,,-77.0,,-50.2,10.4,,-87.7,-50.7,-70.0,-59.0,,-17.6,,-69.2,,,-69.0,-78.2,False,,False,False,,,,,False,,False,,True,True,,False,True,False,True,,True,,False,,,False,False
42007,181,150.0,136.1,,150.0,275.0,,,,,184.1,,98.0,,166.1,286.3,,116.3,163.3,152.0,110.0,,270.9,,154.9,144.0,,166.0,108.6,-31.0,-44.9,,-31.0,94.0,,,,,3.1,,-83.0,,-14.9,105.3,,-64.7,-17.7,-29.0,-71.0,,89.9,,-26.1,-37.0,,-15.0,-72.4,False,,False,False,,,,,True,,False,,True,False,,False,True,True,False,,False,,True,False,,True,False
42009,76,30.0,29.2,,29.0,29.0,,,,,40.3,,17.0,,37.3,74.3,,33.5,47.7,28.0,30.0,,12.0,,30.1,,,21.0,26.5,-46.0,-46.8,,-47.0,-47.0,,,,,-35.7,,-59.0,,-38.7,-1.7,,-42.5,-28.3,-48.0,-46.0,,-64.0,,-45.9,,,-55.0,-49.5,False,,False,False,,,,,True,,False,,True,True,,True,True,False,False,,False,,True,,,False,False
42011,954,472.0,467.2,,472.0,475.0,,,,,515.6,,416.0,,469.4,1189.8,,438.7,648.5,384.0,478.0,,1213.4,,522.9,636.0,,421.0,360.3,-482.0,-486.8,,-482.0,-479.0,,,,,-438.4,,-538.0,,-484.6,235.8,,-515.3,-305.5,-570.0,-476.0,,259.4,,-431.1,-318.0,,-533.0,-593.7,False,,False,True,,,,,True,,False,,False,True,,False,True,False,True,,True,,True,True,,False,False
42013,262,148.0,162.8,,152.0,178.0,,,,,91.8,,88.0,,204.3,216.0,,177.3,216.6,230.0,114.0,,145.7,,95.2,,,161.0,83.9,-114.0,-99.2,,-110.0,-84.0,,,,,-170.2,,-174.0,,-57.7,-46.0,,-84.7,-45.4,-32.0,-148.0,,-116.3,,-166.8,,,-101.0,-178.1,True,,True,True,,,,,False,,False,,True,True,,True,True,True,False,,False,,False,,,True,False
42015,277,88.0,87.9,,93.0,166.0,,,,,42.9,,22.0,,126.1,46.6,,131.7,134.5,95.0,172.0,,356.1,,69.9,,,124.0,101.2,-189.0,-189.1,,-184.0,-111.0,,,,,-234.1,,-255.0,,-150.9,-230.4,,-145.3,-142.5,-182.0,-105.0,,79.1,,-207.1,,,-153.0,-175.8,False,,True,True,,,,,False,,False,,True,False,,True,True,True,True,,True,,False,,,True,True
42017,577,448.0,437.3,560.5,418.0,387.0,,,,,571.2,,376.0,,482.0,1291.3,,390.4,536.6,453.0,472.0,,487.2,,355.6,578.0,,467.0,328.4,-129.0,-139.7,-16.5,-159.0,-190.0,,,,,-5.8,,-201.0,,-95.0,714.3,,-186.6,-40.4,-124.0,-105.0,,-89.8,,-221.4,1.0,,-110.0,-248.6,False,True,False,False,,,,,True,,False,,True,False,,False,True,True,True,,True,,False,True,,True,False
42019,287,112.0,111.4,,111.0,98.0,,,,,163.2,,72.0,,131.2,177.8,,136.0,175.5,111.0,337.0,,486.8,,86.3,135.0,,108.0,108.0,-175.0,-175.6,,-176.0,-189.0,,,,,-123.8,,-215.0,,-155.8,-109.2,,-151.0,-111.5,-176.0,50.0,,199.8,,-200.7,-152.0,,-179.0,-179.0,False,,False,False,,,,,True,,False,,True,True,,True,True,False,True,,False,,False,True,,False,False
42021,238,144.0,139.2,,133.0,241.0,,,,,53.7,,58.0,,162.9,211.5,,121.8,132.4,204.0,472.0,,296.3,,105.0,223.0,,219.0,29.9,-94.0,-98.8,,-105.0,3.0,,,,,-184.3,,-180.0,,-75.1,-26.5,,-116.2,-105.6,-34.0,234.0,,58.3,,-133.0,-15.0,,-19.0,-208.1,False,,False,True,,,,,False,,False,,True,True,,False,False,True,False,,True,,False,True,,True,False
42023,0,0.0,0.0,,0.0,0.0,,,,,20.2,,4.0,,0.1,0.4,,0.2,0.0,0.0,2.0,,0.0,,,,,0.0,2.0,0.0,0.0,,0.0,0.0,,,,,20.2,,4.0,,0.1,0.4,,0.2,0.0,0.0,2.0,,0.0,,,,,0.0,2.0,True,,True,True,,,,,False,,False,,False,False,,False,True,True,False,,True,,,,,True,False
42025,65,20.0,17.9,,18.0,15.0,,,,,122.5,,22.0,,31.1,52.0,,9.7,31.5,33.0,64.0,,14.2,,15.7,,,20.0,18.9,-45.0,-47.1,,-47.0,-50.0,,,,,57.5,,-43.0,,-33.9,-13.0,,-55.3,-33.5,-32.0,-1.0,,-50.8,,-49.3,,,-45.0,-46.1,False,,False,False,,,,,False,,True,,True,True,,False,True,True,True,,False,,False,,,False,False
42027,833,922.0,886.1,,905.0,794.0,,,,,831.9,,204.0,,1404.9,425.3,,1053.2,1047.2,992.0,2277.0,,868.7,,1226.7,1076.0,,0.0,737.0,89.0,53.1,,72.0,-39.0,,,,,-1.1,,-629.0,,571.9,-407.7,,220.2,214.2,159.0,1444.0,,35.7,,393.7,243.0,,-833.0,-96.0,True,,True,True,,,,,True,,False,,False,False,,False,False,False,False,,True,,False,False,,False,False
42029,535,526.0,511.9,,382.0,566.0,,,,,472.5,,382.0,,527.2,770.9,,184.1,362.2,489.0,431.0,,88.1,,476.9,250.0,,397.0,349.0,-9.0,-23.1,,-153.0,31.0,,,,,-62.5,,-153.0,,-7.8,235.9,,-350.9,-172.8,-46.0,-104.0,,-446.9,,-58.1,-285.0,,-138.0,-186.0,False,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,False,,False,False,,False,False
42031,47,18.0,18.9,,18.0,27.0,,,,,46.5,,17.0,,29.4,39.8,,12.3,28.5,14.0,21.0,,18.5,,13.8,,,25.0,15.3,-29.0,-28.1,,-29.0,-20.0,,,,,-0.5,,-30.0,,-17.6,-7.2,,-34.7,-18.5,-33.0,-26.0,,-28.5,,-33.2,,,-22.0,-31.7,True,,False,True,,,,,True,,False,,True,True,,False,True,False,True,,True,,False,,,True,False
42033,50,40.0,44.1,,37.0,29.0,,,,,94.3,,51.0,,50.8,94.0,,14.8,35.9,40.0,47.0,,8.5,,38.6,,,32.0,33.5,-10.0,-5.9,,-13.0,-21.0,,,,,44.3,,1.0,,0.8,44.0,,-35.2,-14.1,-10.0,-3.0,,-41.5,,-11.4,,,-18.0,-16.5,True,,False,False,,,,,False,,True,,True,False,,False,False,False,True,,False,,False,,,False,False
42035,28,8.0,7.8,,14.0,17.0,,,,,50.7,,29.0,,16.4,43.6,,8.0,24.0,14.0,56.0,,6.8,,12.3,,,5.0,26.1,-20.0,-20.2,,-14.0,-11.0,,,,,22.7,,1.0,,-11.6,15.6,,-20.0,-4.0,-14.0,28.0,,-21.2,,-15.7,,,-23.0,-1.9,False,,True,True,,,,,False,,True,,True,True,,False,True,True,False,,False,,True,,,False,True
42037,89,96.0,101.9,,100.0,29.0,,,,,147.2,,99.0,,104.6,193.1,,78.8,128.1,99.0,89.0,,163.9,,115.3,,,113.0,106.7,7.0,12.9,,11.0,-60.0,,,,,58.2,,10.0,,15.6,104.1,,-10.2,39.1,10.0,0.0,,74.9,,26.3,,,24.0,17.7,False,,False,False,,,,,False,,False,,False,False,,False,False,False,True,,False,,False,,,False,False
42039,58,34.0,29.4,,34.0,31.0,,,,,71.9,,39.0,,46.7,121.3,,15.2,40.2,28.0,31.0,,16.1,,34.7,,,23.0,41.0,-24.0,-28.6,,-24.0,-27.0,,,,,13.9,,-19.0,,-11.3,63.3,,-42.8,-17.8,-30.0,-27.0,,-42.0,,-23.3,,,-35.0,-17.0,False,,False,False,,,,,True,,True,,True,False,,False,True,False,False,,False,,True,,,False,True
42041,271,204.0,211.6,,212.0,228.0,,,,,177.6,,235.0,,231.1,244.0,,183.2,240.3,257.0,203.0,,302.9,,202.9,225.0,,262.0,120.3,-67.0,-59.4,,-59.0,-43.0,,,,,-93.4,,-36.0,,-39.9,-27.0,,-87.8,-30.7,-14.0,-68.0,,31.9,,-68.1,-46.0,,-9.0,-150.7,True,,True,True,,,,,False,,True,,True,True,,False,True,True,False,,True,,False,True,,True,False
42043,468,228.0,221.5,,246.0,257.0,,,,,332.5,,390.0,,248.7,557.1,,222.1,346.5,208.0,484.0,,654.3,,267.3,260.0,,222.0,152.3,-240.0,-246.5,,-222.0,-211.0,,,,,-135.5,,-78.0,,-219.3,89.1,,-245.9,-121.5,-260.0,16.0,,186.3,,-200.7,-208.0,,-246.0,-315.7,False,,True,True,,,,,True,,True,,True,True,,False,True,False,True,,True,,True,True,,False,False
42045,889,554.0,551.2,576.0,554.0,631.0,,,,,451.6,,425.0,,547.3,892.1,,490.7,745.9,542.0,492.0,,789.5,,544.5,685.0,,555.0,404.4,-335.0,-337.8,-313.0,-335.0,-258.0,,,,,-437.4,,-464.0,,-341.7,3.1,,-398.3,-143.1,-347.0,-397.0,,-99.5,,-344.5,-204.0,,-334.0,-484.6,False,True,False,True,,,,,False,,False,,False,True,,False,True,False,False,,True,,False,True,,True,False
42047,26,10.0,10.0,,10.0,0.0,,,,,28.8,,12.0,,18.9,20.4,,6.2,5.6,14.0,48.0,,11.9,,9.9,,,10.0,3.4,-16.0,-16.0,,-16.0,-26.0,,,,,2.8,,-14.0,,-7.1,-5.6,,-19.8,-20.4,-12.0,22.0,,-14.1,,-16.1,,,-16.0,-22.6,True,,False,False,,,,,True,,True,,True,True,,False,False,True,False,,True,,False,,,False,False
42049,254,132.0,129.8,,138.0,157.0,,,,,139.9,,140.0,,149.2,265.1,,158.8,225.9,197.0,356.0,,340.5,,111.0,285.0,,153.0,91.3,-122.0,-124.2,,-116.0,-97.0,,,,,-114.1,,-114.0,,-104.8,11.1,,-95.2,-28.1,-57.0,102.0,,86.5,,-143.0,31.0,,-101.0,-162.7,False,,True,True,,,,,True,,True,,True,True,,True,True,True,True,,True,,False,True,,True,False
42051,95,56.0,57.2,,56.0,58.0,,,,,69.2,,54.0,,66.8,146.4,,28.9,65.9,56.0,71.0,,136.1,,45.9,49.0,,60.0,39.8,-39.0,-37.8,,-39.0,-37.0,,,,,-25.8,,-41.0,,-28.2,51.4,,-66.1,-29.1,-39.0,-24.0,,41.1,,-49.1,-46.0,,-35.0,-55.2,True,,False,True,,,,,True,,False,,True,False,,False,True,False,True,,False,,False,False,,True,False
42053,3,0.0,0.2,,0.0,0.0,,,,,122.3,,4.0,,0.2,0.6,,0.3,0.0,0.0,2.0,,0.3,,,,,0.0,2.0,-3.0,-2.8,,-3.0,-3.0,,,,,119.3,,1.0,,-2.8,-2.4,,-2.7,-3.0,-3.0,-1.0,,-2.7,,,,,-3.0,-1.0,True,,False,False,,,,,False,,True,,True,True,,True,True,False,True,,True,,,,,False,True
42055,175,88.0,89.1,,91.0,59.0,,,,,199.9,,143.0,,93.1,193.7,,91.9,145.8,66.0,112.0,,566.9,,75.6,110.0,,69.0,101.1,-87.0,-85.9,,-84.0,-116.0,,,,,24.9,,-32.0,,-81.9,18.7,,-83.1,-29.2,-109.0,-63.0,,391.9,,-99.4,-65.0,,-106.0,-73.9,True,,True,False,,,,,True,,True,,True,True,,True,True,False,True,,False,,False,True,,False,True
42057,10,10.0,10.6,,7.0,15.0,,,,,25.6,,7.0,,11.3,14.6,,2.3,1.8,0.0,10.0,,3.0,,8.3,,,11.0,6.2,0.0,0.6,,-3.0,5.0,,,,,15.6,,-3.0,,1.3,4.6,,-7.7,-8.2,-10.0,0.0,,-7.0,,-1.7,,,1.0,-3.8,False,,False,False,,,,,False,,False,,False,False,,False,False,False,True,,False,,False,,,False,False
42059,20,14.0,10.5,,14.0,18.0,,,,,106.1,,14.0,,22.3,22.5,,5.5,21.1,14.0,8.0,,13.1,,10.9,,,10.0,14.6,-6.0,-9.5,,-6.0,-2.0,,,,,86.1,,-6.0,,2.3,2.5,,-14.5,1.1,-6.0,-12.0,,-6.9,,-9.1,,,-10.0,-5.4,False,,False,True,,,,,False,,False,,True,True,,False,True,False,False,,False,,False,,,False,True
42061,244,58.0,56.5,,57.0,112.0,,,,,64.1,,43.0,,70.8,72.0,,50.7,66.2,56.0,124.0,,142.2,,46.6,,,119.0,25.5,-186.0,-187.6,,-187.0,-132.0,,,,,-179.9,,-201.0,,-173.2,-172.0,,-193.3,-177.8,-188.0,-120.0,,-101.8,,-197.4,,,-125.0,-218.5,False,,False,True,,,,,True,,False,,True,True,,False,True,False,True,,True,,False,,,True,False
42063,185,110.0,99.5,,97.0,61.0,,,,,64.5,,63.0,,132.4,223.1,,102.0,167.3,91.0,178.0,,73.6,,104.5,,,83.0,96.4,-75.0,-85.5,,-88.0,-124.0,,,,,-120.5,,-122.0,,-52.6,38.1,,-83.0,-17.7,-94.0,-7.0,,-111.4,,-80.5,,,-102.0,-88.6,False,,False,False,,,,,False,,False,,True,True,,False,True,False,True,,False,,False,,,False,False
