,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
47119,1185,1295.0,,,,852.0,904.5,346.7,760.7,1098.1,,766.0,110.0,,,,-333.0,-280.5,-838.3,-424.3,-86.9,,-419.0,,,,False,False,False,False,True,,False
47121,116,203.0,,,,88.0,86.2,77.8,220.9,127.5,,144.0,87.0,,,,-28.0,-29.8,-38.2,104.9,11.5,,28.0,,,,True,True,True,False,True,,True
47123,558,945.0,,,,359.0,518.6,232.2,368.3,1062.0,,477.0,387.0,,,,-199.0,-39.4,-325.8,-189.7,504.0,,-81.0,,,,True,True,True,True,False,,True
47125,1288,1106.0,,,,1468.0,720.6,484.3,496.1,598.9,,593.0,-182.0,,,,180.0,-567.4,-803.7,-791.9,-689.1,,-695.0,,,,True,False,False,False,False,,False
47127,148,70.0,,,,77.0,16.9,,11.9,114.8,,23.0,-78.0,,,,-71.0,-131.1,,-136.1,-33.2,,-125.0,,,,True,False,,False,True,,False
47129,194,203.0,,,,159.0,45.1,47.9,28.6,129.5,,99.0,9.0,,,,-35.0,-148.9,-146.1,-165.4,-64.5,,-95.0,,,,False,False,False,False,False,,False
47131,802,518.0,,,,489.0,105.7,4.3,30.8,115.8,,154.0,-284.0,,,,-313.0,-696.3,-797.7,-771.2,-686.2,,-648.0,,,,False,False,False,False,False,,False
47133,667,560.0,,,,123.0,367.5,120.9,184.4,689.5,,212.0,-107.0,,,,-544.0,-299.5,-546.1,-482.6,22.5,,-455.0,,,,False,False,False,False,True,,False
47135,85,70.0,,,,119.0,13.8,0.0,98.3,28.0,,55.0,-15.0,,,,34.0,-71.2,-85.0,13.3,-57.0,,-30.0,,,,False,False,False,True,False,,False
47137,172,98.0,,,,12.0,19.0,,39.8,,,82.0,-74.0,,,,-160.0,-153.0,,-132.2,,,-90.0,,,,False,False,,False,,,False
47139,134,196.0,,,,101.0,111.4,0.0,35.4,103.5,,41.0,62.0,,,,-33.0,-22.6,-134.0,-98.6,-30.5,,-93.0,,,,True,True,False,False,True,,False
47141,1709,1568.0,,,,855.0,916.6,717.2,2100.2,1311.3,,565.0,-141.0,,,,-854.0,-792.4,-991.8,391.2,-397.7,,-1144.0,,,,False,False,False,False,False,,False
47143,379,224.0,,,,264.0,129.4,91.3,48.3,754.0,,133.0,-155.0,,,,-115.0,-249.6,-287.7,-330.7,375.0,,-246.0,,,,True,False,False,False,False,,False
47145,523,357.0,,,,362.0,361.9,219.0,45.1,722.1,,223.0,-166.0,,,,-161.0,-161.1,-304.0,-477.9,199.1,,-300.0,,,,True,True,False,False,False,,False
47147,581,959.0,,,,458.0,371.6,35.4,471.0,838.2,,620.0,378.0,,,,-123.0,-209.4,-545.6,-110.0,257.2,,39.0,,,,True,True,False,True,True,,True
47149,3000,2562.0,,,,2187.0,1183.9,268.0,773.8,1552.3,,1205.0,-438.0,,,,-813.0,-1816.1,-2732.0,-2226.2,-1447.7,,-1795.0,,,,False,False,False,False,False,,False
47151,160,14.0,,,,98.0,1.1,49.9,6.1,78.4,,3.0,-146.0,,,,-62.0,-158.9,-110.1,-153.9,-81.6,,-157.0,,,,True,False,True,False,True,,False
47153,177,49.0,,,,86.0,1.3,66.5,31.1,110.6,,7.0,-128.0,,,,-91.0,-175.7,-110.5,-145.9,-66.4,,-170.0,,,,True,False,True,False,True,,False
47155,890,553.0,,,,642.0,134.4,163.6,112.7,362.9,,194.0,-337.0,,,,-248.0,-755.6,-726.4,-777.3,-527.1,,-696.0,,,,True,False,False,False,False,,False
47157,6915,9184.0,,,,8769.0,5558.4,603.5,1902.4,6203.1,,4660.0,2269.0,,,,1854.0,-1356.6,-6311.5,-5012.6,-711.9,,-2255.0,,,,True,True,False,False,True,,True
47159,408,119.0,,,,143.0,39.1,0.2,9.7,91.8,,67.0,-289.0,,,,-265.0,-368.9,-407.8,-398.3,-316.2,,-341.0,,,,True,False,False,False,False,,False
47161,209,42.0,,,,91.0,14.4,,19.5,50.8,,14.0,-167.0,,,,-118.0,-194.6,,-189.5,-158.2,,-195.0,,,,True,False,,False,True,,False
47163,1475,1120.0,,,,934.0,649.9,806.0,389.6,864.2,,2209.0,-355.0,,,,-541.0,-825.1,-669.0,-1085.4,-610.8,,734.0,,,,False,False,False,False,False,,False
47165,1435,1435.0,,,,1108.0,1060.2,183.4,595.5,761.1,,775.0,0.0,,,,-327.0,-374.8,-1251.6,-839.5,-673.9,,-660.0,,,,False,False,False,False,False,,False
47167,703,973.0,,,,820.0,404.4,26.0,426.5,779.3,,665.0,270.0,,,,117.0,-298.6,-677.0,-276.5,76.3,,-38.0,,,,True,False,False,False,True,,True
47169,104,175.0,,,,147.0,41.0,1.1,268.5,55.6,,1374.0,71.0,,,,43.0,-63.0,-102.9,164.5,-48.4,,1270.0,,,,True,True,False,False,True,,False
47171,124,98.0,,,,139.0,5.9,0.0,29.9,96.9,,58.0,-26.0,,,,15.0,-118.1,-124.0,-94.2,-27.1,,-66.0,,,,True,False,False,False,False,,False
47173,266,140.0,,,,129.0,31.6,81.9,0.0,123.3,,51.0,-126.0,,,,-137.0,-234.4,-184.1,-266.0,-142.7,,-215.0,,,,False,False,False,False,False,,False
47175,124,133.0,,,,43.0,31.5,,0.5,74.2,,96.0,9.0,,,,-81.0,-92.5,,-123.5,-49.8,,-28.0,,,,False,False,,False,False,,False
47177,470,882.0,,,,454.0,589.9,133.5,363.1,439.2,,320.0,412.0,,,,-16.0,119.9,-336.5,-106.9,-30.8,,-150.0,,,,True,True,True,True,True,,True
47179,1279,1015.0,,,,926.0,235.2,666.1,361.5,1116.0,,632.0,-264.0,,,,-353.0,-1043.8,-612.9,-917.5,-163.0,,-647.0,,,,False,False,False,False,True,,False
47181,1305,308.0,,,,281.0,94.1,61.0,449.7,298.8,,197.0,-997.0,,,,-1024.0,-1210.9,-1244.0,-855.3,-1006.2,,-1108.0,,,,False,False,False,True,False,,False
47183,593,847.0,,,,556.0,447.1,0.1,317.2,7207.3,,266.0,254.0,,,,-37.0,-145.9,-592.9,-275.8,6614.3,,-327.0,,,,True,True,False,False,False,,False
47185,500,952.0,,,,180.0,1331.5,129.8,599.8,415.5,,342.0,452.0,,,,-320.0,831.5,-370.2,99.8,-84.5,,-158.0,,,,True,False,True,True,True,,True
47187,2087,1624.0,,,,1627.0,966.9,287.0,399.0,654.6,,839.0,-463.0,,,,-460.0,-1120.1,-1800.0,-1688.0,-1432.4,,-1248.0,,,,True,False,False,False,False,,False
47189,1463,1148.0,,,,870.0,920.6,239.1,467.0,687.7,,666.0,-315.0,,,,-593.0,-542.4,-1223.9,-996.0,-775.3,,-797.0,,,,False,False,False,False,False,,False
48001,1560,539.0,,,,1410.0,10.2,18.8,9.2,289.0,,290.0,-1021.0,,,,-150.0,-1549.8,-1541.2,-1550.8,-1271.0,,-1270.0,,,,True,False,False,False,False,,False
48003,185,42.0,,,,147.0,14.2,0.0,1.5,71.8,,10.0,-143.0,,,,-38.0,-170.8,-185.0,-183.5,-113.2,,-175.0,,,,True,False,False,False,True,,False
48005,249,343.0,,,,1156.0,50.1,174.1,100.2,226.2,,92.0,94.0,,,,907.0,-198.9,-74.9,-148.8,-22.8,,-157.0,,,,False,False,True,False,True,,False
48007,135,77.0,,,,39.0,20.1,98.6,2.2,79.0,,97.0,-58.0,,,,-96.0,-114.9,-36.4,-132.8,-56.0,,-38.0,,,,False,False,True,False,True,,True
48009,66,70.0,,,,14.0,3.6,,54.9,31.5,,126.0,4.0,,,,-52.0,-62.4,,-11.1,-34.5,,60.0,,,,False,False,,False,False,,False
48011,7,7.0,,,,0.0,0.1,,0.7,12.0,,11.0,0.0,,,,-7.0,-6.9,,-6.3,5.0,,4.0,,,,False,False,,False,False,,False
48013,708,168.0,,,,272.0,51.7,278.3,167.3,92.7,,121.0,-540.0,,,,-436.0,-656.3,-429.7,-540.7,-615.3,,-587.0,,,,True,False,True,False,False,,False
48015,107,294.0,,,,270.0,42.1,424.8,47.5,201.2,,121.0,187.0,,,,163.0,-64.9,317.8,-59.5,94.2,,14.0,,,,True,True,False,True,True,,True
48017,61,42.0,,,,19.0,2.2,0.0,4.9,64.5,,8.0,-19.0,,,,-42.0,-58.8,-61.0,-56.1,3.5,,-53.0,,,,False,False,False,False,True,,False
48019,75,21.0,,,,56.0,1.2,72.2,0.7,20.9,,12.0,-54.0,,,,-19.0,-73.8,-2.8,-74.3,-54.1,,-63.0,,,,True,False,True,False,False,,False
48021,366,399.0,,,,553.0,59.4,229.6,38.3,444.9,,221.0,33.0,,,,187.0,-306.6,-136.4,-327.7,78.9,,-145.0,,,,False,False,False,False,False,,False
48023,28,28.0,,,,7.0,,,19.4,,,94.0,0.0,,,,-21.0,,,-8.6,,,66.0,,,,False,,,False,,,False
48025,346,945.0,,,,466.0,758.8,0.0,60.0,1176.5,,16.0,599.0,,,,120.0,412.8,-346.0,-286.0,830.5,,-330.0,,,,True,True,True,True,False,,True
48027,1296,1638.0,,,,2132.0,739.5,898.0,1018.6,1172.6,,749.0,342.0,,,,836.0,-556.5,-398.0,-277.4,-123.4,,-547.0,,,,False,False,False,True,True,,False
48029,16883,10339.0,,,,9162.0,6896.3,1377.7,477.1,18195.7,,7477.0,-6544.0,,,,-7721.0,-9986.7,-15505.3,-16405.9,1312.7,,-9406.0,,,,False,False,False,False,True,,False
48031,29,0.0,,,,34.0,29.5,97.5,16.3,42.3,,0.0,-29.0,,,,5.0,0.5,68.5,-12.7,13.3,,-29.0,,,,True,True,False,True,True,,False
48033,1,0.0,,,,0.0,,,0.0,,,,-1.0,,,,-1.0,,,-1.0,,,,,,,False,,,False,,,
48035,170,133.0,,,,67.0,20.3,164.9,46.2,197.3,,94.0,-37.0,,,,-103.0,-149.7,-5.1,-123.8,27.3,,-76.0,,,,False,False,True,False,True,,False
48037,702,777.0,,,,1035.0,119.2,202.7,1027.4,590.2,,1687.0,75.0,,,,333.0,-582.8,-499.3,325.4,-111.8,,985.0,,,,False,False,False,False,False,,False
48039,2878,4305.0,,,,4979.0,4117.2,1256.1,1949.6,2749.2,,2136.0,1427.0,,,,2101.0,1239.2,-1621.9,-928.4,-128.8,,-742.0,,,,False,True,False,True,True,,True
48041,3664,2464.0,,,,3461.0,1850.9,361.8,77.0,1082.6,,3956.0,-1200.0,,,,-203.0,-1813.1,-3302.2,-3587.0,-2581.4,,292.0,,,,True,False,False,False,False,,True
48043,56,14.0,,,,166.0,0.0,0.0,10.4,115.4,,213.0,-42.0,,,,110.0,-56.0,-56.0,-45.6,59.4,,157.0,,,,False,False,False,False,False,,False
48045,6,0.0,,,,0.0,0.5,,0.0,,,0.0,-6.0,,,,-6.0,-5.5,,-6.0,,,-6.0,,,,False,True,,False,,,False
48047,141,133.0,,,,74.0,68.7,3.6,30.0,193.7,,61.0,-8.0,,,,-67.0,-72.3,-137.4,-111.0,52.7,,-80.0,,,,False,False,False,False,False,,False
48049,162,245.0,,,,263.0,18.7,99.4,0.6,153.3,,414.0,83.0,,,,101.0,-143.3,-62.6,-161.4,-8.7,,252.0,,,,False,False,True,False,True,,False
48051,150,7.0,,,,154.0,31.3,59.5,98.0,25.2,,22.0,-143.0,,,,4.0,-118.7,-90.5,-52.0,-124.8,,-128.0,,,,True,True,True,True,True,,True
48053,203,427.0,,,,219.0,37.1,97.8,108.9,225.1,,1031.0,224.0,,,,16.0,-165.9,-105.2,-94.1,22.1,,828.0,,,,True,True,True,True,True,,False
48055,485,168.0,,,,316.0,43.3,0.3,376.4,113.3,,96.0,-317.0,,,,-169.0,-441.7,-484.7,-108.6,-371.7,,-389.0,,,,True,False,False,True,False,,False
48057,286,168.0,,,,160.0,61.9,0.0,0.0,142.5,,121.0,-118.0,,,,-126.0,-224.1,-286.0,-286.0,-143.5,,-165.0,,,,False,False,False,False,False,,False
48059,41,217.0,,,,29.0,7.0,,2.8,78.3,,502.0,176.0,,,,-12.0,-34.0,,-38.2,37.3,,461.0,,,,True,True,,True,True,,False
48061,2809,12964.0,,,,19311.0,6450.7,151.8,1163.2,17142.8,,220.0,10155.0,,,,16502.0,3641.7,-2657.2,-1645.8,14333.8,,-2589.0,,,,False,True,True,True,False,,True
48063,92,126.0,,,,121.0,19.8,64.1,53.7,102.7,,69.0,34.0,,,,29.0,-72.2,-27.9,-38.3,10.7,,-23.0,,,,True,False,True,False,True,,True
48065,32,0.0,,,,7.0,0.4,,0.0,,,0.0,-32.0,,,,-25.0,-31.6,,-32.0,,,-32.0,,,,True,True,,True,,,False
48067,205,231.0,,,,232.0,33.7,178.3,43.3,209.7,,216.0,26.0,,,,27.0,-171.3,-26.7,-161.7,4.7,,11.0,,,,False,False,False,False,True,,True
48069,58,91.0,,,,20.0,16.9,0.0,4.1,34.7,,62.0,33.0,,,,-38.0,-41.1,-58.0,-53.9,-23.3,,4.0,,,,False,False,False,False,True,,True
48071,374,301.0,,,,559.0,10.3,151.6,57.4,113.8,,101.0,-73.0,,,,185.0,-363.7,-222.4,-316.6,-260.2,,-273.0,,,,False,False,False,False,False,,False
48073,203,518.0,,,,833.0,183.9,210.0,131.5,436.1,,148.0,315.0,,,,630.0,-19.1,7.0,-71.5,233.1,,-55.0,,,,False,True,True,True,True,,True
48075,35,35.0,,,,42.0,5.4,,2.3,,,5.0,0.0,,,,7.0,-29.6,,-32.7,,,-30.0,,,,False,False,,False,,,False
48077,47,28.0,,,,21.0,2.3,,3.9,55.5,,26.0,-19.0,,,,-26.0,-44.7,,-43.1,8.5,,-21.0,,,,False,False,,False,True,,False
48079,45,14.0,,,,0.0,0.7,,0.9,,,5.0,-31.0,,,,-45.0,-44.3,,-44.1,,,-40.0,,,,False,False,,False,,,False
48081,38,21.0,,,,0.0,4.6,,6.1,,,28.0,-17.0,,,,-38.0,-33.4,,-31.9,,,-10.0,,,,False,False,,False,,,True
48083,32,56.0,,,,21.0,1.4,,9.3,,,40.0,24.0,,,,-11.0,-30.6,,-22.6,,,8.0,,,,True,False,,True,,,True
48085,5973,3066.0,,,,5354.0,2540.1,1938.8,1817.5,3235.2,,361.0,-2907.0,,,,-619.0,-3432.9,-4034.2,-4155.5,-2737.8,,-5612.0,,,,True,False,False,False,True,,False
48087,3,7.0,,,,7.0,0.2,,0.1,,,1.0,4.0,,,,4.0,-2.8,,-2.9,,,-2.0,,,,False,True,,True,,,True
48089,80,259.0,,,,186.0,67.6,124.0,73.4,95.1,,103.0,179.0,,,,106.0,-12.4,44.0,-6.6,15.1,,23.0,,,,True,True,True,True,True,,True
48091,483,483.0,,,,645.0,292.7,520.4,297.4,295.6,,127.0,0.0,,,,162.0,-190.3,37.4,-185.6,-187.4,,-356.0,,,,False,False,False,False,False,,False
48093,133,210.0,,,,56.0,3.8,13.4,63.4,198.7,,137.0,77.0,,,,-77.0,-129.2,-119.6,-69.6,65.7,,4.0,,,,False,False,False,True,True,,True
48095,94,105.0,,,,21.0,7.7,,35.8,56.6,,66.0,11.0,,,,-73.0,-86.3,,-58.2,-37.4,,-28.0,,,,False,False,,False,False,,False
48097,192,210.0,,,,338.0,47.6,271.6,82.3,121.4,,137.0,18.0,,,,146.0,-144.4,79.6,-109.7,-70.6,,-55.0,,,,False,False,False,False,False,,False
48099,1080,686.0,,,,406.0,346.8,290.1,64.9,561.4,,920.0,-394.0,,,,-674.0,-733.2,-789.9,-1015.1,-518.6,,-160.0,,,,False,False,False,False,False,,True
48101,15,0.0,,,,0.0,0.3,,0.0,,,0.0,-15.0,,,,-15.0,-14.7,,-15.0,,,-15.0,,,,False,True,,False,,,False
48103,3,0.0,,,,11.0,5.1,,3.7,5.4,,0.0,-3.0,,,,8.0,2.1,,0.7,2.4,,-3.0,,,,False,True,,True,True,,False
48105,4,14.0,,,,15.0,,0.0,72.7,78.6,,6.0,10.0,,,,11.0,,-4.0,68.7,74.6,,2.0,,,,False,,True,False,False,,True
48107,25,42.0,,,,10.0,8.2,,1.8,48.5,,30.0,17.0,,,,-15.0,-16.8,,-23.2,23.5,,5.0,,,,True,True,,False,False,,True
48109,61,7.0,,,,3.0,,,1.2,39.1,,1.0,-54.0,,,,-58.0,,,-59.8,-21.9,,-60.0,,,,False,,,False,True,,False
48111,124,42.0,,,,36.0,5.5,0.0,29.9,47.4,,31.0,-82.0,,,,-88.0,-118.5,-124.0,-94.1,-76.6,,-93.0,,,,False,False,False,False,True,,False
48113,20333,23268.0,,,,21530.0,9669.2,4367.7,5681.3,23816.4,,5079.0,2935.0,,,,1197.0,-10663.8,-15965.3,-14651.7,3483.4,,-15254.0,,,,True,False,False,False,False,,False
48115,490,140.0,,,,63.0,18.4,0.0,97.6,100.2,,100.0,-350.0,,,,-427.0,-471.6,-490.0,-392.4,-389.8,,-390.0,,,,False,False,False,False,False,,False
48117,165,217.0,,,,105.0,51.8,1.0,29.3,148.0,,45.0,52.0,,,,-60.0,-113.2,-164.0,-135.7,-17.0,,-120.0,,,,False,False,False,False,True,,False
48119,15,0.0,,,,25.0,0.5,,4.2,,,0.0,-15.0,,,,10.0,-14.5,,-10.8,,,-15.0,,,,True,True,,True,,,False
48121,5145,6293.0,,,,5379.0,5685.5,4290.3,4621.5,4693.6,,6738.0,1148.0,,,,234.0,540.5,-854.7,-523.5,-451.4,,1593.0,,,,True,True,True,True,True,,False
48123,218,434.0,,,,135.0,263.9,0.1,109.1,207.2,,82.0,216.0,,,,-83.0,45.9,-217.9,-108.9,-10.8,,-136.0,,,,True,True,False,True,True,,True
48125,24,119.0,,,,0.0,1.0,,33.4,50.1,,76.0,95.0,,,,-24.0,-23.0,,9.4,26.1,,52.0,,,,True,True,,True,True,,True
48127,103,63.0,,,,45.0,11.1,0.0,1.9,133.1,,29.0,-40.0,,,,-58.0,-91.9,-103.0,-101.1,30.1,,-74.0,,,,False,False,False,False,True,,False
48129,28,21.0,,,,1.0,1.5,,18.5,19.2,,36.0,-7.0,,,,-27.0,-26.5,,-9.5,-8.8,,8.0,,,,False,False,,False,False,,False
48131,231,175.0,,,,64.0,159.2,50.4,23.0,261.2,,105.0,-56.0,,,,-167.0,-71.8,-180.6,-208.0,30.2,,-126.0,,,,False,False,False,False,True,,False
48133,113,189.0,,,,70.0,117.3,171.5,6.8,309.5,,252.0,76.0,,,,-43.0,4.3,58.5,-106.2,196.5,,139.0,,,,True,True,True,False,False,,False
48135,1396,1470.0,,,,1598.0,453.9,384.0,280.8,1050.3,,675.0,74.0,,,,202.0,-942.1,-1012.0,-1115.2,-345.7,,-721.0,,,,False,False,False,False,False,,False
48137,35,0.0,,,,7.0,,,5.8,24.3,,4.0,-35.0,,,,-28.0,,,-29.2,-10.7,,-31.0,,,,True,,,True,True,,True
48139,971,1904.0,,,,1296.0,323.4,648.9,12.1,1584.7,,740.0,933.0,,,,325.0,-647.6,-322.1,-958.9,613.7,,-231.0,,,,True,True,True,False,True,,True
48141,11843,6307.0,,,,4741.0,2877.0,1923.3,1850.5,5203.5,,2030.0,-5536.0,,,,-7102.0,-8966.0,-9919.7,-9992.5,-6639.5,,-9813.0,,,,False,False,False,False,False,,False
48143,319,343.0,,,,332.0,63.3,242.7,93.0,195.7,,245.0,24.0,,,,13.0,-255.7,-76.3,-226.0,-123.3,,-74.0,,,,True,False,False,False,False,,False
48145,469,112.0,,,,152.0,28.4,62.3,66.3,99.0,,80.0,-357.0,,,,-317.0,-440.6,-406.7,-402.7,-370.0,,-389.0,,,,True,False,False,False,False,,False
48147,174,1379.0,,,,239.0,23.7,117.1,122.2,856.7,,767.0,1205.0,,,,65.0,-150.3,-56.9,-51.8,682.7,,593.0,,,,True,True,True,True,True,,True
48149,201,105.0,,,,158.0,39.6,143.0,41.3,108.1,,59.0,-96.0,,,,-43.0,-161.4,-58.0,-159.7,-92.9,,-142.0,,,,True,False,True,False,True,,False
48151,27,70.0,,,,2.0,2.2,,73.3,73.4,,41.0,43.0,,,,-25.0,-24.8,,46.3,46.4,,14.0,,,,True,True,,False,False,,True
48153,21,14.0,,,,9.0,0.7,19.8,0.0,20.7,,5.0,-7.0,,,,-12.0,-20.3,-1.2,-21.0,-0.3,,-16.0,,,,False,False,True,False,True,,False
48155,17,0.0,,,,0.0,,,0.1,1.4,,0.0,-17.0,,,,-17.0,,,-16.9,-15.6,,-17.0,,,,False,,,True,True,,False
48157,2193,6293.0,,,,6955.0,1559.1,5917.4,1100.8,7321.6,,1742.0,4100.0,,,,4762.0,-633.9,3724.4,-1092.2,5128.6,,-451.0,,,,False,True,True,True,False,,True
48159,61,63.0,,,,92.0,11.8,40.7,26.0,70.5,,78.0,2.0,,,,31.0,-49.2,-20.3,-35.0,9.5,,17.0,,,,False,False,False,False,False,,False
48161,66,1267.0,,,,274.0,10.8,110.4,130.8,514.8,,491.0,1201.0,,,,208.0,-55.2,44.4,64.8,448.8,,425.0,,,,True,True,True,True,True,,True
48163,384,140.0,,,,202.0,22.3,0.0,472.4,63.6,,40.0,-244.0,,,,-182.0,-361.7,-384.0,88.4,-320.4,,-344.0,,,,True,False,False,True,False,,False
48165,207,133.0,,,,192.0,26.3,148.6,59.4,111.1,,73.0,-74.0,,,,-15.0,-180.7,-58.4,-147.6,-95.9,,-134.0,,,,True,False,True,False,False,,False
48167,1503,1351.0,,,,4898.0,697.9,439.5,569.2,1595.9,,393.0,-152.0,,,,3395.0,-805.1,-1063.5,-933.8,92.9,,-1110.0,,,,False,False,False,False,True,,False
48169,16,0.0,,,,25.0,0.2,0.0,0.7,25.4,,2.0,-16.0,,,,9.0,-15.8,-16.0,-15.3,9.4,,-14.0,,,,True,True,True,True,True,,True
48171,152,35.0,,,,85.0,2.7,50.3,1.8,58.9,,12.0,-117.0,,,,-67.0,-149.3,-101.7,-150.2,-93.1,,-140.0,,,,True,False,True,False,True,,False
48173,5,0.0,,,,0.0,0.1,,1.4,0.9,,0.0,-5.0,,,,-5.0,-4.9,,-3.6,-4.1,,-5.0,,,,False,True,,True,True,,False
48175,36,0.0,,,,23.0,0.1,0.1,10.4,31.7,,0.0,-36.0,,,,-13.0,-35.9,-35.9,-25.6,-4.3,,-36.0,,,,True,True,True,True,True,,False
48177,286,210.0,,,,177.0,24.3,0.4,94.7,209.1,,118.0,-76.0,,,,-109.0,-261.7,-285.6,-191.3,-76.9,,-168.0,,,,False,False,False,False,False,,False
48179,144,21.0,,,,176.0,0.2,100.1,2.2,30.0,,10.0,-123.0,,,,32.0,-143.8,-43.9,-141.8,-114.0,,-134.0,,,,True,False,True,False,True,,False
48181,828,693.0,,,,937.0,431.5,562.2,412.5,656.8,,304.0,-135.0,,,,109.0,-396.5,-265.8,-415.5,-171.2,,-524.0,,,,True,False,False,False,False,,False
48183,551,777.0,,,,1327.0,181.3,448.4,217.5,904.9,,341.0,226.0,,,,776.0,-369.7,-102.6,-333.5,353.9,,-210.0,,,,False,False,True,False,False,,True
48185,201,63.0,,,,457.0,1.2,10.5,57.7,221.1,,23.0,-138.0,,,,256.0,-199.8,-190.5,-143.3,20.1,,-178.0,,,,False,False,False,False,True,,False
48187,1945,287.0,,,,691.0,123.1,170.8,193.7,112.2,,112.0,-1658.0,,,,-1254.0,-1821.9,-1774.2,-1751.3,-1832.8,,-1833.0,,,,True,False,False,False,False,,False
48189,653,476.0,,,,230.0,268.0,3.0,60.3,349.3,,30.0,-177.0,,,,-423.0,-385.0,-650.0,-592.7,-303.7,,-623.0,,,,False,False,False,False,False,,False
48191,20,0.0,,,,7.0,0.3,,0.1,,,0.0,-20.0,,,,-13.0,-19.7,,-19.9,,,-20.0,,,,True,True,,True,,,False
48193,82,28.0,,,,36.0,4.7,28.3,29.5,121.9,,3.0,-54.0,,,,-46.0,-77.3,-53.7,-52.5,39.9,,-79.0,,,,True,False,True,True,True,,False
48195,85,21.0,,,,22.0,0.6,0.0,20.3,32.5,,3.0,-64.0,,,,-63.0,-84.4,-85.0,-64.7,-52.5,,-82.0,,,,True,False,False,False,True,,False
48197,42,0.0,,,,7.0,0.4,,0.1,,,0.0,-42.0,,,,-35.0,-41.6,,-41.9,,,-42.0,,,,True,True,,True,,,False
48199,272,259.0,,,,631.0,17.5,460.0,249.3,341.1,,84.0,-13.0,,,,359.0,-254.5,188.0,-22.7,69.1,,-188.0,,,,False,False,False,False,False,,False
48201,49306,48328.0,,,,40608.0,34439.5,7261.3,28284.9,34443.1,,33020.0,-978.0,,,,-8698.0,-14866.5,-42044.7,-21021.1,-14862.9,,-16286.0,,,,False,False,False,False,False,,False
48203,216,154.0,,,,633.0,16.0,146.6,10.0,115.2,,70.0,-62.0,,,,417.0,-200.0,-69.4,-206.0,-100.8,,-146.0,,,,False,False,False,False,False,,False
48205,62,14.0,,,,51.0,0.4,32.9,9.2,18.2,,6.0,-48.0,,,,-11.0,-61.6,-29.1,-52.8,-43.8,,-56.0,,,,True,False,True,False,True,,False
48207,23,28.0,,,,17.0,1.3,,0.9,88.2,,2.0,5.0,,,,-6.0,-21.7,,-22.1,65.2,,-21.0,,,,False,False,,False,False,,False
48209,794,777.0,,,,1280.0,309.0,291.0,170.6,489.5,,349.0,-17.0,,,,486.0,-485.0,-503.0,-623.4,-304.5,,-445.0,,,,False,False,False,False,False,,False
48211,77,56.0,,,,21.0,5.9,,0.0,33.7,,75.0,-21.0,,,,-56.0,-71.1,,-77.0,-43.3,,-2.0,,,,False,False,,False,False,,True
48213,348,420.0,,,,737.0,210.6,307.1,261.6,215.7,,383.0,72.0,,,,389.0,-137.4,-40.9,-86.4,-132.3,,35.0,,,,False,False,True,False,False,,True
48215,6927,22813.0,,,,28207.0,5295.0,9794.1,241.0,20467.9,,7997.0,15886.0,,,,21280.0,-1632.0,2867.1,-6686.0,13540.9,,1070.0,,,,False,True,True,True,True,,True
48217,392,182.0,,,,250.0,71.1,81.3,0.7,101.3,,368.0,-210.0,,,,-142.0,-320.9,-310.7,-391.3,-290.7,,-24.0,,,,True,False,False,False,False,,True
48219,221,140.0,,,,107.0,30.9,116.4,9.0,119.2,,186.0,-81.0,,,,-114.0,-190.1,-104.6,-212.0,-101.8,,-35.0,,,,False,False,False,False,False,,True
48221,352,448.0,,,,285.0,72.0,408.6,5.8,440.0,,342.0,96.0,,,,-67.0,-280.0,56.6,-346.2,88.0,,-10.0,,,,True,False,True,False,True,,True
48223,233,56.0,,,,308.0,16.0,123.5,41.5,347.1,,32.0,-177.0,,,,75.0,-217.0,-109.5,-191.5,114.1,,-201.0,,,,True,False,True,False,True,,False
48225,65,1449.0,,,,354.0,5.5,220.4,68.0,597.4,,549.0,1384.0,,,,289.0,-59.5,155.4,3.0,532.4,,484.0,,,,True,True,True,True,True,,True
48227,755,210.0,,,,233.0,119.5,156.7,37.8,135.7,,160.0,-545.0,,,,-522.0,-635.5,-598.3,-717.2,-619.3,,-595.0,,,,True,False,False,False,False,,False
48229,34,14.0,,,,14.0,2.9,,2.1,25.0,,2.0,-20.0,,,,-20.0,-31.1,,-31.9,-9.0,,-32.0,,,,False,False,,False,True,,False
