,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,LANL-GrowthRate,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
45015,1182,1890.0,7549.0,1514.0,,,,1300.9,1299.5,,788.0,708.0,6367.0,332.0,,,,118.9,117.5,,-394.0,False,True,,,,True,True,,True
45017,92,390.0,,379.0,,,,73.5,354.0,,165.0,298.0,,287.0,,,,-18.5,262.0,,73.0,,True,,,,True,True,,True
45019,3242,4452.0,6536.0,3822.0,,,,3608.8,1987.4,,1355.0,1210.0,3294.0,580.0,,,,366.8,-1254.6,,-1887.0,False,True,,,,True,False,,False
45021,440,498.0,368.6,260.0,,,,126.9,1237.2,,283.0,58.0,-71.4,-180.0,,,,-313.1,797.2,,-157.0,False,False,,,,False,False,,False
45023,357,624.0,,579.0,,,,214.2,1112.0,,345.0,267.0,,222.0,,,,-142.8,755.0,,-12.0,,True,,,,True,False,,True
45025,421,426.0,,280.0,,,,148.9,479.6,,275.0,5.0,,-141.0,,,,-272.1,58.6,,-146.0,,False,,,,False,False,,False
45027,231,354.0,,174.0,,,,174.2,317.4,,212.0,123.0,,-57.0,,,,-56.8,86.4,,-19.0,,True,,,,True,True,,True
45029,176,330.0,,211.0,,,,140.9,659.2,,178.0,154.0,,35.0,,,,-35.1,483.2,,2.0,,True,,,,True,False,,True
45031,683,1212.0,1029.0,764.0,,,,1252.0,2122.0,,768.0,529.0,346.0,81.0,,,,569.0,1439.0,,85.0,True,True,,,,False,False,,True
45033,316,492.0,,727.0,,,,267.0,255.8,,328.0,176.0,,411.0,,,,-49.0,-60.2,,12.0,,False,,,,True,True,,True
45035,995,1956.0,3185.1,2202.0,,,,1690.1,1055.9,,853.0,961.0,2190.1,1207.0,,,,695.1,60.9,,-142.0,False,False,,,,True,True,,True
45037,218,246.0,,154.0,,,,230.6,185.3,,142.0,28.0,,-64.0,,,,12.6,-32.7,,-76.0,,False,,,,True,False,,False
45039,179,198.0,,127.0,,,,35.4,180.6,,94.0,19.0,,-52.0,,,,-143.6,1.6,,-85.0,,False,,,,False,True,,False
45041,1408,2598.0,3036.7,1421.0,,,,2384.3,2820.4,,1250.0,1190.0,1628.7,13.0,,,,976.3,1412.4,,-158.0,False,True,,,,True,False,,True
45043,411,1026.0,2058.0,1141.0,,,,785.7,405.9,,605.0,615.0,1647.0,730.0,,,,374.7,-5.1,,194.0,False,False,,,,True,True,,True
45045,2891,4080.0,5097.4,3138.0,,,,3186.7,2719.7,,1971.0,1189.0,2206.4,247.0,,,,295.7,-171.3,,-920.0,False,True,,,,True,True,,True
45047,787,828.0,789.0,1693.0,,,,172.0,878.4,,494.0,41.0,2.0,906.0,,,,-615.0,91.4,,-293.0,True,False,,,,False,False,,False
45049,186,456.0,,482.0,,,,163.2,1408.8,,209.0,270.0,,296.0,,,,-22.8,1222.8,,23.0,,False,,,,True,False,,True
45051,1529,3030.0,8008.0,2255.0,,,,2226.7,1071.3,,1243.0,1501.0,6479.0,726.0,,,,697.7,-457.7,,-286.0,False,True,,,,True,True,,True
45053,195,468.0,,426.0,,,,300.2,403.7,,258.0,273.0,,231.0,,,,105.2,208.7,,63.0,,True,,,,True,True,,True
45055,467,738.0,1199.7,494.0,,,,365.0,692.0,,351.0,271.0,732.7,27.0,,,,-102.0,225.0,,-116.0,False,True,,,,True,True,,True
45057,855,852.0,1543.6,565.0,,,,434.1,864.5,,602.0,-3.0,688.6,-290.0,,,,-420.9,9.5,,-253.0,False,False,,,,False,False,,False
45059,304,630.0,2169.0,416.0,,,,503.5,388.6,,261.0,326.0,1865.0,112.0,,,,199.5,84.6,,-43.0,False,True,,,,True,True,,True
45061,152,288.0,,416.0,,,,85.3,245.3,,132.0,136.0,,264.0,,,,-66.7,93.3,,-20.0,,False,,,,True,True,,True
45063,1791,2058.0,3897.2,1475.0,,,,1145.3,1360.8,,896.0,267.0,2106.2,-316.0,,,,-645.7,-430.2,,-895.0,False,False,,,,False,False,,False
45065,79,78.0,,15.0,,,,24.3,128.6,,30.0,-1.0,,-64.0,,,,-54.7,49.6,,-49.0,,False,,,,False,False,,False
45067,271,216.0,,115.0,,,,95.9,97.9,,102.0,-55.0,,-156.0,,,,-175.1,-173.1,,-169.0,,False,,,,False,False,,False
45069,404,360.0,,638.0,,,,128.0,209.2,,379.0,-44.0,,234.0,,,,-276.0,-194.8,,-25.0,,False,,,,False,False,,True
45071,329,486.0,,250.0,,,,117.5,379.6,,205.0,157.0,,-79.0,,,,-211.5,50.6,,-124.0,,True,,,,False,True,,True
45073,525,462.0,1393.7,340.0,,,,517.1,269.0,,359.0,-63.0,868.7,-185.0,,,,-7.9,-256.0,,-166.0,False,False,,,,True,False,,False
45075,648,1386.0,3343.0,596.0,,,,1039.9,945.4,,491.0,738.0,2695.0,-52.0,,,,391.9,297.4,,-157.0,False,True,,,,True,True,,True
45077,879,798.0,1451.2,728.0,,,,474.5,372.4,,503.0,-81.0,572.2,-151.0,,,,-404.5,-506.6,,-376.0,False,False,,,,False,False,,False
45079,5642,5046.0,7147.5,5497.0,,,,4364.1,3686.1,,2626.0,-596.0,1505.5,-145.0,,,,-1277.9,-1955.9,,-3016.0,False,True,,,,False,False,,False
45081,223,264.0,,198.0,,,,149.8,281.5,,149.0,41.0,,-25.0,,,,-73.2,58.5,,-74.0,,True,,,,False,False,,False
45083,2295,2142.0,3765.9,3415.0,,,,1079.7,3502.8,,1241.0,-153.0,1470.9,1120.0,,,,-1215.3,1207.8,,-1054.0,False,False,,,,False,False,,False
45085,618,1356.0,2719.2,1497.0,,,,632.9,914.9,,646.0,738.0,2101.2,879.0,,,,14.9,296.9,,28.0,False,False,,,,True,True,,True
45087,175,168.0,,72.0,,,,61.9,610.5,,107.0,-7.0,,-103.0,,,,-113.1,435.5,,-68.0,,False,,,,False,False,,False
45089,311,552.0,,773.0,,,,363.8,590.8,,216.0,241.0,,462.0,,,,52.8,279.8,,-95.0,,False,,,,True,False,,True
45091,1565,2382.0,5829.8,3425.0,,,,2130.7,1782.4,,1458.0,817.0,4264.8,1860.0,,,,565.7,217.4,,-107.0,False,False,,,,True,True,,True
46003,6,6.0,,0.0,,,,2.8,7.9,,2.0,0.0,,-6.0,,,,-3.2,1.9,,-4.0,,False,,,,False,False,,False
46005,105,24.0,,6.0,,,,3.5,7.3,,13.0,-81.0,,-99.0,,,,-101.5,-97.7,,-92.0,,False,,,,False,False,,False
46007,57,6.0,,0.0,,,,,,,38.0,-51.0,,-57.0,,,,,,,-19.0,,False,,,,,,,True
46009,62,0.0,,0.0,,,,0.5,1.1,,0.0,-62.0,,-62.0,,,,-61.5,-60.9,,-62.0,,False,,,,True,True,,False
46011,525,90.0,,74.0,,,,46.3,76.6,,428.0,-435.0,,-451.0,,,,-478.7,-448.4,,-97.0,,False,,,,False,False,,True
46013,581,180.0,,399.0,,,,56.6,83.5,,223.0,-401.0,,-182.0,,,,-524.4,-497.5,,-358.0,,True,,,,False,False,,True
46015,47,30.0,,0.0,,,,,35.1,,47.0,-17.0,,-47.0,,,,,-11.9,,0.0,,False,,,,,True,,True
46017,8,12.0,,0.0,,,,0.5,20.6,,0.0,4.0,,-8.0,,,,-7.5,12.6,,-8.0,,False,,,,False,False,,False
46019,61,24.0,,0.0,,,,,21.8,,27.0,-37.0,,-61.0,,,,,-39.2,,-34.0,,False,,,,,False,,True
46021,8,6.0,,0.0,,,,,,,4.0,-2.0,,-8.0,,,,,,,-4.0,,False,,,,,,,False
46023,40,12.0,,0.0,,,,5.6,25.6,,74.0,-28.0,,-40.0,,,,-34.4,-14.4,,34.0,,False,,,,False,True,,False
46025,16,0.0,,0.0,,,,2.3,0.2,,0.0,-16.0,,-16.0,,,,-13.7,-15.8,,-16.0,,False,,,,True,True,,False
46027,408,60.0,,58.0,,,,20.9,33.9,,40.0,-348.0,,-350.0,,,,-387.1,-374.1,,-368.0,,False,,,,False,False,,False
46029,553,66.0,,67.0,,,,19.1,19.3,,66.0,-487.0,,-486.0,,,,-533.9,-533.7,,-487.0,,True,,,,False,False,,False
46031,49,24.0,,0.0,,,,9.0,34.6,,68.0,-25.0,,-49.0,,,,-40.0,-14.4,,19.0,,False,,,,False,True,,True
46033,137,78.0,,35.0,,,,,,,90.0,-59.0,,-102.0,,,,,,,-47.0,,False,,,,,,,True
46035,108,42.0,,40.0,,,,12.7,136.4,,22.0,-66.0,,-68.0,,,,-95.3,28.4,,-86.0,,False,,,,False,True,,False
46037,38,12.0,,0.0,,,,1.1,11.1,,97.0,-26.0,,-38.0,,,,-36.9,-26.9,,59.0,,False,,,,False,False,,False
46039,65,12.0,,0.0,,,,1.5,12.6,,1.0,-53.0,,-65.0,,,,-63.5,-52.4,,-64.0,,False,,,,False,True,,False
46041,68,0.0,,0.0,,,,12.9,,,0.0,-68.0,,-68.0,,,,-55.1,,,-68.0,,False,,,,True,,,False
46043,40,6.0,,0.0,,,,1.1,,,39.0,-34.0,,-40.0,,,,-38.9,,,-1.0,,False,,,,False,,,True
46045,66,6.0,,0.0,,,,1.9,,,3.0,-60.0,,-66.0,,,,-64.1,,,-63.0,,False,,,,False,,,False
46047,65,42.0,,,,,,1.5,19.8,,180.0,-23.0,,,,,,-63.5,-45.2,,115.0,,,,,,False,False,,False
46049,33,0.0,,0.0,,,,4.1,3.6,,0.0,-33.0,,-33.0,,,,-28.9,-29.4,,-33.0,,False,,,,True,True,,False
46051,61,42.0,,0.0,,,,1.6,16.3,,186.0,-19.0,,-61.0,,,,-59.4,-44.7,,125.0,,False,,,,False,False,,False
46053,86,0.0,,0.0,,,,0.2,0.7,,0.0,-86.0,,-86.0,,,,-85.8,-85.3,,-86.0,,False,,,,True,True,,False
46055,15,0.0,,0.0,,,,,,,27.0,-15.0,,-15.0,,,,,,,12.0,,False,,,,,,,True
46057,61,24.0,,0.0,,,,5.0,11.7,,270.0,-37.0,,-61.0,,,,-56.0,-49.3,,209.0,,False,,,,False,False,,False
46059,19,0.0,,0.0,,,,0.2,0.2,,0.0,-19.0,,-19.0,,,,-18.8,-18.8,,-19.0,,False,,,,True,True,,False
46061,9,6.0,,0.0,,,,,,,1.0,-3.0,,-9.0,,,,,,,-8.0,,False,,,,,,,False
46063,3,0.0,,0.0,,,,,,,,-3.0,,-3.0,,,,,,,,,False,,,,,,,
46065,205,54.0,,0.0,,,,29.5,27.9,,294.0,-151.0,,-205.0,,,,-175.5,-177.1,,89.0,,False,,,,False,False,,True
46067,44,12.0,,0.0,,,,3.4,25.4,,4.0,-32.0,,-44.0,,,,-40.6,-18.6,,-40.0,,False,,,,False,True,,False
46069,13,0.0,,0.0,,,,0.1,,,0.0,-13.0,,-13.0,,,,-12.9,,,-13.0,,False,,,,True,,,False
46071,13,18.0,,0.0,,,,0.5,9.4,,29.0,5.0,,-13.0,,,,-12.5,-3.6,,16.0,,False,,,,False,True,,False
46073,27,0.0,,0.0,,,,2.2,8.5,,0.0,-27.0,,-27.0,,,,-24.8,-18.5,,-27.0,,False,,,,True,True,,False
46075,5,0.0,,0.0,,,,,,,0.0,-5.0,,-5.0,,,,,,,-5.0,,False,,,,,,,False
46077,28,12.0,,0.0,,,,0.7,,,6.0,-16.0,,-28.0,,,,-27.3,,,-22.0,,False,,,,False,,,False
46079,81,72.0,,51.0,,,,15.2,105.6,,31.0,-9.0,,-30.0,,,,-65.8,24.6,,-50.0,,False,,,,False,False,,False
46081,269,150.0,,427.0,,,,9.0,93.5,,1199.0,-119.0,,158.0,,,,-260.0,-175.5,,930.0,,False,,,,False,False,,False
46083,569,360.0,132.1,478.0,,,,286.9,293.3,,232.0,-209.0,-436.9,-91.0,,,,-282.1,-275.7,,-337.0,False,True,,,,False,False,,False
46085,22,6.0,,0.0,,,,33.7,15.3,,15.0,-16.0,,-22.0,,,,11.7,-6.7,,-7.0,,False,,,,True,True,,True
46087,53,18.0,,0.0,,,,3.9,20.9,,39.0,-35.0,,-53.0,,,,-49.1,-32.1,,-14.0,,False,,,,False,True,,True
46089,20,12.0,,0.0,,,,0.3,8.9,,62.0,-8.0,,-20.0,,,,-19.7,-11.1,,42.0,,False,,,,False,False,,False
46091,24,6.0,,0.0,,,,0.3,5.3,,2.0,-18.0,,-24.0,,,,-23.7,-18.7,,-22.0,,False,,,,False,False,,False
46093,356,120.0,,67.0,,,,30.0,84.4,,457.0,-236.0,,-289.0,,,,-326.0,-271.6,,101.0,,False,,,,False,False,,True
46095,6,0.0,,0.0,,,,,,,0.0,-6.0,,-6.0,,,,,,,-6.0,,False,,,,,,,False
46097,4,6.0,,0.0,,,,1.4,,,1.0,2.0,,-4.0,,,,-2.6,,,-3.0,,False,,,,False,,,False
46099,1794,1122.0,295.1,838.0,,,,885.2,454.4,,1071.0,-672.0,-1499.0,-956.0,,,,-908.8,-1339.6,,-723.0,False,False,,,,False,False,,False
46101,37,12.0,,0.0,,,,2.1,12.9,,7.0,-25.0,,-37.0,,,,-34.9,-24.1,,-30.0,,False,,,,False,True,,False
46102,66,48.0,,42.0,,,,6.3,91.2,,67.0,-18.0,,-24.0,,,,-59.7,25.2,,1.0,,False,,,,False,False,,True
46103,1079,378.0,1045.6,331.0,,,,98.1,292.9,,455.0,-701.0,-33.4,-748.0,,,,-980.9,-786.1,,-624.0,True,False,,,,False,False,,True
46105,24,0.0,,0.0,,,,,2.2,,0.0,-24.0,,-24.0,,,,,-21.8,,-24.0,,False,,,,,True,,False
46107,34,0.0,,0.0,,,,,,,0.0,-34.0,,-34.0,,,,,,,-34.0,,False,,,,,,,False
46109,68,66.0,,39.0,,,,6.9,37.1,,260.0,-2.0,,-29.0,,,,-61.1,-30.9,,192.0,,False,,,,False,False,,False
46111,7,0.0,,0.0,,,,0.5,0.7,,0.0,-7.0,,-7.0,,,,-6.5,-6.3,,-7.0,,False,,,,True,True,,False
46115,78,30.0,,0.0,,,,4.4,18.2,,66.0,-48.0,,-78.0,,,,-73.6,-59.8,,-12.0,,False,,,,False,False,,True
46117,18,0.0,,0.0,,,,0.8,0.9,,0.0,-18.0,,-18.0,,,,-17.2,-17.1,,-18.0,,False,,,,True,True,,False
46119,6,12.0,,0.0,,,,0.1,,,66.0,6.0,,-6.0,,,,-5.9,,,60.0,,False,,,,True,,,False
46121,35,18.0,,0.0,,,,9.0,14.7,,284.0,-17.0,,-35.0,,,,-26.0,-20.3,,249.0,,False,,,,False,False,,False
46123,68,0.0,,0.0,,,,1.8,0.1,,0.0,-68.0,,-68.0,,,,-66.2,-67.9,,-68.0,,False,,,,True,True,,False
46125,85,42.0,,41.0,,,,6.0,46.9,,33.0,-43.0,,-44.0,,,,-79.0,-38.1,,-52.0,,False,,,,False,True,,False
46127,139,108.0,,174.0,,,,14.3,56.0,,74.0,-31.0,,35.0,,,,-124.7,-83.0,,-65.0,,False,,,,False,False,,False
46129,72,0.0,,0.0,,,,2.3,3.2,,0.0,-72.0,,-72.0,,,,-69.7,-68.8,,-72.0,,False,,,,True,True,,False
46135,235,72.0,,148.0,,,,8.8,39.9,,210.0,-163.0,,-87.0,,,,-226.2,-195.1,,-25.0,,True,,,,False,False,,True
46137,26,156.0,,52.0,,,,3.0,71.5,,102.0,130.0,,26.0,,,,-23.0,45.5,,76.0,,True,,,,True,True,,True
47001,441,558.0,814.5,172.0,,,,195.2,860.5,,410.0,117.0,373.5,-269.0,,,,-245.8,419.5,,-31.0,False,False,,,,False,False,,True
47003,377,402.0,,335.0,,,,150.1,377.8,,150.0,25.0,,-42.0,,,,-226.9,0.8,,-227.0,,False,,,,False,True,,False
47005,184,342.0,,704.0,,,,252.7,296.1,,285.0,158.0,,520.0,,,,68.7,112.1,,101.0,,False,,,,True,True,,True
47007,149,204.0,,10.0,,,,65.0,82.5,,3.0,55.0,,-139.0,,,,-84.0,-66.5,,-146.0,,False,,,,False,False,,False
47009,1148,1128.0,2126.6,487.0,,,,887.0,1088.8,,867.0,-20.0,978.6,-661.0,,,,-261.0,-59.2,,-281.0,False,False,,,,False,False,,False
47011,915,1332.0,3047.5,970.0,,,,565.6,920.2,,487.0,417.0,2132.5,55.0,,,,-349.4,5.2,,-428.0,False,True,,,,True,True,,False
47013,168,264.0,,274.0,,,,105.9,252.3,,328.0,96.0,,106.0,,,,-62.1,84.3,,160.0,,False,,,,True,True,,False
47015,128,168.0,,237.0,,,,41.7,92.4,,102.0,40.0,,109.0,,,,-86.3,-35.6,,-26.0,,False,,,,False,True,,True
47017,532,480.0,,747.0,,,,523.5,480.4,,365.0,-52.0,,215.0,,,,-8.5,-51.6,,-167.0,,False,,,,True,True,,False
47019,596,630.0,582.2,438.0,,,,903.0,1499.1,,472.0,34.0,-13.8,-158.0,,,,307.0,903.1,,-124.0,True,False,,,,False,False,,False
47021,214,270.0,,113.0,,,,215.4,335.3,,197.0,56.0,,-101.0,,,,1.4,121.3,,-17.0,,False,,,,True,False,,True
47023,359,162.0,,119.0,,,,83.9,47.6,,97.0,-197.0,,-240.0,,,,-275.1,-311.4,,-262.0,,False,,,,False,False,,False
47025,166,336.0,,355.0,,,,275.7,141.6,,253.0,170.0,,189.0,,,,109.7,-24.4,,87.0,,False,,,,True,True,,True
47027,107,84.0,,148.0,,,,61.3,72.9,,68.0,-23.0,,41.0,,,,-45.7,-34.1,,-39.0,,False,,,,False,False,,False
47029,275,432.0,,346.0,,,,559.5,202.0,,249.0,157.0,,71.0,,,,284.5,-73.0,,-26.0,,True,,,,False,True,,True
47031,549,762.0,547.1,774.0,,,,416.2,684.1,,606.0,213.0,-1.9,225.0,,,,-132.8,135.1,,57.0,True,False,,,,True,True,,True
47033,243,276.0,,232.0,,,,161.7,340.8,,108.0,33.0,,-11.0,,,,-81.3,97.8,,-135.0,,True,,,,False,False,,False
47035,693,456.0,447.7,538.0,,,,492.3,1007.7,,397.0,-237.0,-245.3,-155.0,,,,-200.7,314.7,,-296.0,False,True,,,,True,False,,False
47037,5457,7242.0,16096.9,9170.0,,,,6333.0,4179.4,,1420.0,1785.0,10639.9,3713.0,,,,876.0,-1277.6,,-4037.0,False,False,,,,True,True,,False
47039,258,234.0,,280.0,,,,288.1,383.1,,111.0,-24.0,,22.0,,,,30.1,125.1,,-147.0,,True,,,,False,False,,False
47041,195,276.0,,114.0,,,,84.0,148.9,,120.0,81.0,,-81.0,,,,-111.0,-46.1,,-75.0,,False,,,,False,True,,True
47043,499,594.0,803.8,449.0,,,,433.6,593.0,,320.0,95.0,304.8,-50.0,,,,-65.4,94.0,,-179.0,False,True,,,,True,True,,False
47045,627,564.0,,625.0,,,,438.6,497.5,,246.0,-63.0,,-2.0,,,,-188.4,-129.5,,-381.0,,True,,,,False,False,,False
47047,425,420.0,,333.0,,,,128.8,217.5,,214.0,-5.0,,-92.0,,,,-296.2,-207.5,,-211.0,,False,,,,False,False,,False
47049,331,114.0,,200.0,,,,32.8,84.9,,134.0,-217.0,,-131.0,,,,-298.2,-246.1,,-197.0,,True,,,,False,False,,True
47051,550,324.0,,363.0,,,,108.5,149.7,,321.0,-226.0,,-187.0,,,,-441.5,-400.3,,-229.0,,True,,,,False,False,,False
47053,820,858.0,,809.0,,,,1468.3,433.3,,415.0,38.0,,-11.0,,,,648.3,-386.7,,-405.0,,True,,,,False,False,,False
47055,171,264.0,,139.0,,,,116.1,387.9,,151.0,93.0,,-32.0,,,,-54.9,216.9,,-20.0,,True,,,,True,False,,True
47057,151,192.0,,181.0,,,,62.3,301.0,,167.0,41.0,,30.0,,,,-88.7,150.0,,16.0,,True,,,,False,False,,True
47059,614,630.0,524.8,851.0,,,,1685.0,326.2,,607.0,16.0,-89.2,237.0,,,,1071.0,-287.8,,-7.0,False,False,,,,False,False,,True
47061,118,90.0,,167.0,,,,44.6,71.5,,57.0,-28.0,,49.0,,,,-73.4,-46.5,,-61.0,,False,,,,False,False,,False
47063,448,1050.0,1536.3,239.0,,,,274.7,911.8,,333.0,602.0,1088.3,-209.0,,,,-173.3,463.8,,-115.0,False,True,,,,True,True,,True
47065,3036,3078.0,8482.7,3889.0,,,,1664.2,3598.7,,1156.0,42.0,5446.7,853.0,,,,-1371.8,562.7,,-1880.0,False,False,,,,False,False,,False
47067,28,36.0,,15.0,,,,43.9,,,18.0,8.0,,-13.0,,,,15.9,,,-10.0,,False,,,,False,,,False
47069,615,666.0,,894.0,,,,582.3,821.9,,52.0,51.0,,279.0,,,,-32.7,206.9,,-563.0,,False,,,,True,False,,False
47071,495,408.0,,223.0,,,,120.1,453.7,,156.0,-87.0,,-272.0,,,,-374.9,-41.3,,-339.0,,False,,,,False,True,,False
47073,301,882.0,690.2,1391.0,,,,810.1,1317.2,,717.0,581.0,389.2,1090.0,,,,509.1,1016.2,,416.0,True,False,,,,True,False,,True
47075,437,582.0,,595.0,,,,852.9,869.5,,161.0,145.0,,158.0,,,,415.9,432.5,,-276.0,,False,,,,False,False,,False
47077,538,840.0,,750.0,,,,1369.3,679.1,,224.0,302.0,,212.0,,,,831.3,141.1,,-314.0,,True,,,,False,True,,False
47079,320,426.0,,491.0,,,,279.0,155.1,,430.0,106.0,,171.0,,,,-41.0,-164.9,,110.0,,False,,,,True,False,,False
47081,257,246.0,,291.0,,,,69.9,99.8,,160.0,-11.0,,34.0,,,,-187.1,-157.2,,-97.0,,False,,,,False,False,,False
47083,123,18.0,,43.0,,,,19.4,32.1,,26.0,-105.0,,-80.0,,,,-103.6,-90.9,,-97.0,,True,,,,True,True,,True
47085,109,120.0,,170.0,,,,23.4,96.2,,112.0,11.0,,61.0,,,,-85.6,-12.8,,3.0,,False,,,,False,False,,True
47087,179,114.0,,43.0,,,,49.7,170.1,,50.0,-65.0,,-136.0,,,,-129.3,-8.9,,-129.0,,False,,,,False,True,,False
47089,492,474.0,1164.3,183.0,,,,357.4,647.0,,307.0,-18.0,672.3,-309.0,,,,-134.6,155.0,,-185.0,False,False,,,,False,False,,False
47091,373,744.0,,1729.0,,,,2065.4,438.3,,344.0,371.0,,1356.0,,,,1692.4,65.3,,-29.0,,False,,,,False,True,,True
47093,4293,3990.0,11138.2,2401.0,,,,4286.6,2442.1,,2883.0,-303.0,6845.2,-1892.0,,,,-6.4,-1850.9,,-1410.0,False,False,,,,True,False,,False
47095,95,252.0,,7.0,,,,47.0,88.1,,86.0,157.0,,-88.0,,,,-48.0,-6.9,,-9.0,,True,,,,True,True,,True
47097,453,414.0,,356.0,,,,434.4,342.4,,156.0,-39.0,,-97.0,,,,-18.6,-110.6,,-297.0,,False,,,,True,False,,False
47099,400,552.0,,525.0,,,,338.1,334.1,,303.0,152.0,,125.0,,,,-61.9,-65.9,,-97.0,,True,,,,True,True,,True
47101,97,132.0,,236.0,,,,46.8,,,145.0,35.0,,139.0,,,,-50.2,,,48.0,,False,,,,False,,,False
47103,297,180.0,,96.0,,,,268.6,77.1,,185.0,-117.0,,-201.0,,,,-28.4,-219.9,,-112.0,,False,,,,True,False,,True
47105,405,492.0,721.3,225.0,,,,355.2,396.5,,317.0,87.0,316.3,-180.0,,,,-49.8,-8.5,,-88.0,False,False,,,,True,True,,False
47107,514,354.0,587.9,364.0,,,,170.2,342.0,,200.0,-160.0,73.9,-150.0,,,,-343.8,-172.0,,-314.0,True,True,,,,False,False,,False
47109,413,372.0,,302.0,,,,416.7,338.6,,187.0,-41.0,,-111.0,,,,3.7,-74.4,,-226.0,,False,,,,True,False,,False
47111,164,144.0,,92.0,,,,34.6,67.6,,24.0,-20.0,,-72.0,,,,-129.4,-96.4,,-140.0,,False,,,,False,False,,False
47113,1532,1206.0,,1021.0,,,,1612.1,890.8,,1034.0,-326.0,,-511.0,,,,80.1,-641.2,,-498.0,,False,,,,True,False,,False
47115,271,138.0,,78.0,,,,26.0,125.1,,107.0,-133.0,,-193.0,,,,-245.0,-145.9,,-164.0,,False,,,,False,False,,False
47117,409,174.0,,100.0,,,,223.4,120.1,,153.0,-235.0,,-309.0,,,,-185.6,-288.9,,-256.0,,False,,,,True,False,,False
47119,958,1050.0,1718.8,766.0,,,,1424.8,1556.0,,591.0,92.0,760.8,-192.0,,,,466.8,598.0,,-367.0,False,False,,,,False,False,,False
47121,113,48.0,,120.0,,,,12.0,153.0,,50.0,-65.0,,7.0,,,,-101.0,40.0,,-63.0,,True,,,,False,True,,True
47123,578,396.0,,303.0,,,,268.4,490.5,,372.0,-182.0,,-275.0,,,,-309.6,-87.5,,-206.0,,False,,,,False,True,,False
47125,1020,1350.0,3417.0,1182.0,,,,1274.8,912.4,,986.0,330.0,2397.0,162.0,,,,254.8,-107.6,,-34.0,False,True,,,,True,True,,True
47127,90,108.0,,318.0,,,,14.9,75.2,,66.0,18.0,,228.0,,,,-75.1,-14.8,,-24.0,,False,,,,False,True,,False
47129,184,252.0,,600.0,,,,167.6,190.9,,344.0,68.0,,416.0,,,,-16.4,6.9,,160.0,,False,,,,True,True,,False
47131,520,762.0,,659.0,,,,326.5,639.9,,322.0,242.0,,139.0,,,,-193.5,119.9,,-198.0,,True,,,,True,True,,True
47133,493,276.0,,576.0,,,,647.8,164.1,,264.0,-217.0,,83.0,,,,154.8,-328.9,,-229.0,,True,,,,True,False,,False
47135,61,36.0,,45.0,,,,32.3,8.5,,37.0,-25.0,,-16.0,,,,-28.7,-52.5,,-24.0,,True,,,,False,False,,True
47137,66,54.0,,,,,,14.7,,,44.0,-12.0,,,,,,-51.3,,,-22.0,,,,,,False,,,False
47139,172,282.0,,522.0,,,,188.9,176.1,,198.0,110.0,,350.0,,,,16.9,4.1,,26.0,,False,,,,True,True,,True
47141,1329,1182.0,1794.3,1714.0,,,,763.7,1328.8,,295.0,-147.0,465.3,385.0,,,,-565.3,-0.2,,-1034.0,False,False,,,,False,True,,False
47143,247,222.0,,349.0,,,,99.6,440.5,,72.0,-25.0,,102.0,,,,-147.4,193.5,,-175.0,,False,,,,False,False,,False
47145,376,684.0,492.3,499.0,,,,934.6,701.8,,522.0,308.0,116.3,123.0,,,,558.6,325.8,,146.0,True,True,,,,False,False,,True
47147,616,708.0,630.0,374.0,,,,393.0,974.6,,209.0,92.0,14.0,-242.0,,,,-223.0,358.6,,-407.0,True,False,,,,False,False,,False
47149,2439,2784.0,5535.8,1829.0,,,,1822.7,3719.7,,1071.0,345.0,3096.8,-610.0,,,,-616.3,1280.7,,-1368.0,False,False,,,,False,False,,False
47151,82,120.0,,206.0,,,,24.2,32.3,,176.0,38.0,,124.0,,,,-57.8,-49.7,,94.0,,False,,,,False,False,,False
47153,120,66.0,,44.0,,,,16.3,129.5,,52.0,-54.0,,-76.0,,,,-103.7,9.5,,-68.0,,False,,,,False,True,,False
47155,650,1026.0,3449.6,305.0,,,,332.0,748.8,,408.0,376.0,2799.6,-345.0,,,,-318.0,98.8,,-242.0,False,True,,,,True,True,,True
47157,6884,11370.0,24361.2,5187.0,,,,9895.9,8340.1,,4715.0,4486.0,17477.2,-1697.0,,,,3011.9,1456.1,,-2169.0,False,True,,,,True,True,,True
47159,237,510.0,,580.0,,,,450.5,241.9,,166.0,273.0,,343.0,,,,213.5,4.9,,-71.0,,False,,,,True,True,,True
