,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
50009,47,24.0,,20.0,,26.0,7.0,,,,,8.7,,27.3,,,43.0,14.7,21.5,,,27.0,43.0,,,,45.0,29.0,,,,,,,,,,27.0,48.5,-23.0,,-27.0,,-21.0,-40.0,,,,,-38.3,,-19.7,,,-4.0,-32.3,-25.5,,,-20.0,-4.0,,,,-2.0,-18.0,,,,,,,,,,-20.0,1.5,,False,,True,False,,,,,False,,True,,,True,False,False,,,True,True,,,,True,True,,,,,,,,,,True,True
50011,432,140.0,,138.0,,128.0,36.0,,,,,77.4,,154.0,,,176.0,59.8,260.0,229.5,,112.0,134.1,,,,332.0,193.0,,,,,,,,,,154.1,128.7,-292.0,,-294.0,,-304.0,-396.0,,,,,-354.6,,-278.0,,,-256.0,-372.2,-172.0,-202.5,,-320.0,-297.9,,,,-100.0,-239.0,,,,,,,,,,-277.9,-303.3,,False,,False,False,,,,,False,,True,,,True,False,True,True,,False,False,,,,True,True,,,,,,,,,,True,False
50013,16,24.0,,25.7,,23.0,,,,,,5.6,,20.5,,,30.0,28.7,21.2,,,7.0,17.5,,,,58.0,28.0,,,,,,,,,,20.5,32.9,8.0,,9.7,,7.0,,,,,,-10.4,,4.5,,,14.0,12.7,5.2,,,-9.0,1.5,,,,42.0,12.0,,,,,,,,,,4.5,16.9,,False,,True,,,,,,False,,True,,,False,False,True,,,False,True,,,,False,False,,,,,,,,,,True,False
50015,93,128.0,,154.9,,117.0,211.0,,,,,37.2,,94.8,,,109.0,127.7,109.8,,,183.0,115.7,,,,189.0,106.3,,,,,,,,,,105.0,93.5,35.0,,61.9,,24.0,118.0,,,,,-55.8,,1.8,,,16.0,34.7,16.8,,,90.0,22.7,,,,96.0,13.3,,,,,,,,,,12.0,0.5,,False,,True,False,,,,,False,,True,,,True,True,True,,,False,True,,,,False,True,,,,,,,,,,True,True
50017,88,84.0,,89.4,,72.0,36.0,,,,,33.8,,88.1,,,352.0,36.3,78.8,,,43.0,79.5,,,,241.0,116.8,,,,,,,,,,69.0,114.6,-4.0,,1.4,,-16.0,-52.0,,,,,-54.2,,0.1,,,264.0,-51.7,-9.2,,,-45.0,-8.5,,,,153.0,28.8,,,,,,,,,,-19.0,26.6,,True,,False,False,,,,,False,,True,,,False,False,False,,,False,False,,,,False,False,,,,,,,,,,False,False
50019,66,76.0,,80.1,,56.0,3.0,,,,,31.5,,75.6,,,74.0,39.1,51.5,,,38.0,86.8,,,,221.0,77.9,,,,,,,,,,45.9,87.4,10.0,,14.1,,-10.0,-63.0,,,,,-34.5,,9.6,,,8.0,-26.9,-14.5,,,-28.0,20.8,,,,155.0,11.9,,,,,,,,,,-20.1,21.4,,False,,False,False,,,,,False,,True,,,True,False,False,,,False,False,,,,False,False,,,,,,,,,,False,False
50021,501,360.0,,364.3,,364.0,417.0,,,,,103.7,,238.6,,,601.0,260.2,547.4,474.0,,416.0,293.2,,,,514.0,255.6,,,,,,,,,,428.8,256.9,-141.0,,-136.7,,-137.0,-84.0,,,,,-397.3,,-262.4,,,100.0,-240.8,46.4,-27.0,,-85.0,-207.8,,,,13.0,-245.4,,,,,,,,,,-72.2,-244.1,,True,,True,True,,,,,False,,False,,,True,False,True,True,,True,False,,,,True,False,,,,,,,,,,True,False
50023,325,360.0,,367.8,,372.0,414.0,,,,,102.9,,254.8,,,571.0,472.1,174.0,386.0,,396.0,357.2,,,,487.0,195.3,,,,,,,,,,342.1,313.8,35.0,,42.8,,47.0,89.0,,,,,-222.1,,-70.2,,,246.0,147.1,-151.0,61.0,,71.0,32.2,,,,162.0,-129.7,,,,,,,,,,17.1,-11.2,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,True,,,,False,False,,,,,,,,,,True,True
50025,171,224.0,,220.6,,181.0,50.0,,,,,110.2,,186.4,,,489.0,86.8,302.2,339.5,,169.0,180.4,,,,301.0,226.5,,,,,,,,,,239.9,201.6,53.0,,49.6,,10.0,-121.0,,,,,-60.8,,15.4,,,318.0,-84.2,131.2,168.5,,-2.0,9.4,,,,130.0,55.5,,,,,,,,,,68.9,30.6,,True,,True,False,,,,,False,,True,,,False,False,False,False,,True,True,,,,False,False,,,,,,,,,,False,True
50027,234,340.0,,335.7,,307.0,91.0,,,,,102.3,,210.5,,,604.0,461.5,589.1,605.5,,194.0,344.2,,,,474.0,276.5,,,,,,,,,,308.9,273.5,106.0,,101.7,,73.0,-143.0,,,,,-131.7,,-23.5,,,370.0,227.5,355.1,371.5,,-40.0,110.2,,,,240.0,42.5,,,,,,,,,,74.9,39.5,,True,,True,False,,,,,False,,True,,,False,False,False,False,,True,False,,,,False,True,,,,,,,,,,True,True
51001,324,412.0,,377.0,,371.0,186.0,,,,,307.4,,324.2,,,454.0,167.4,487.8,479.5,,271.0,389.8,,,,480.0,576.4,,,,,,270.2,,,,577.5,276.8,88.0,,53.0,,47.0,-138.0,,,,,-16.6,,0.2,,,130.0,-156.6,163.8,155.5,,-53.0,65.8,,,,156.0,252.4,,,,,,-53.8,,,,253.5,-47.2,,True,,True,False,,,,,True,,True,,,False,False,False,False,,True,True,,,,False,False,,,,,,True,,,,False,True
51003,890,848.0,,787.6,,751.0,561.0,,,,,550.0,,1263.8,,,1438.0,370.9,898.4,1085.0,,718.0,622.9,,,,810.0,764.1,,,,,,841.9,,,,947.2,735.0,-42.0,,-102.4,,-139.0,-329.0,,,,,-340.0,,373.8,,,548.0,-519.1,8.4,195.0,,-172.0,-267.1,,,,-80.0,-125.9,,,,,,-48.1,,,,57.2,-155.0,,False,,False,False,,,,,False,,False,,,False,False,True,False,,False,False,,,,False,False,,,,,,False,,,,False,False
51005,120,300.0,,289.9,,252.0,213.0,,,,,142.2,,203.1,,,278.0,290.3,168.3,,,204.0,173.4,,,,262.0,351.6,,,,,,,,,,336.7,250.8,180.0,,169.9,,132.0,93.0,,,,,22.2,,83.1,,,158.0,170.3,48.3,,,84.0,53.4,,,,142.0,231.6,,,,,,,,,,216.7,130.8,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,False,,,,,,,,,,False,True
51007,148,284.0,,307.9,,212.0,395.0,,,,,84.5,,183.5,,,214.0,161.0,193.6,,,413.0,195.9,,,,226.0,220.1,,,,,,,,,,361.9,137.9,136.0,,159.9,,64.0,247.0,,,,,-63.5,,35.5,,,66.0,13.0,45.6,,,265.0,47.9,,,,78.0,72.1,,,,,,,,,,213.9,-10.1,,False,,True,False,,,,,True,,True,,,True,True,True,,,False,True,,,,True,True,,,,,,,,,,False,True
51009,414,1144.0,,1113.8,,724.0,1169.0,,,,,354.5,,789.5,,,554.0,650.8,601.7,940.0,,988.5,656.5,,,,776.0,794.2,,,,,,,,,,1572.4,658.4,730.0,,699.8,,310.0,755.0,,,,,-59.5,,375.5,,,140.0,236.8,187.7,526.0,,574.5,242.5,,,,362.0,380.2,,,,,,,,,,1158.4,244.4,,True,,True,False,,,,,True,,True,,,True,True,True,True,,True,True,,,,True,True,,,,,,,,,,False,True
51011,226,468.0,,454.6,,333.0,311.0,,,,,192.4,,289.5,,,290.0,316.7,264.6,,,305.0,288.1,,,,350.0,386.0,,,,,,,,,,505.3,399.6,242.0,,228.6,,107.0,85.0,,,,,-33.6,,63.5,,,64.0,90.7,38.6,,,79.0,62.1,,,,124.0,160.0,,,,,,,,,,279.3,173.6,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,False,True
51013,1712,2292.0,,2271.3,,1829.0,3969.0,,,,,1476.2,,3157.5,,1759.8,2925.0,1452.3,2048.1,2661.5,,1204.0,1515.4,,,,1706.0,2127.6,,,,,,1331.6,1182.0,,,3110.7,2172.1,580.0,,559.3,,117.0,2257.0,,,,,-235.8,,1445.5,,47.8,1213.0,-259.7,336.1,949.5,,-508.0,-196.6,,,,-6.0,415.6,,,,,,-380.4,-530.0,,,1398.7,460.1,,True,,True,False,,,,,True,,False,,True,False,True,True,False,,True,True,,,,True,True,,,,,,True,True,,,False,True
51015,544,1124.0,,1272.1,,1025.0,688.0,,,,,776.2,,1685.0,,,1446.0,441.7,783.8,1213.5,,714.0,767.0,,,,1107.0,880.2,,,,,,1320.7,,,,1425.3,1628.3,580.0,,728.1,,481.0,144.0,,,,,232.2,,1141.0,,,902.0,-102.3,239.8,669.5,,170.0,223.0,,,,563.0,336.2,,,,,,776.7,,,,881.3,1084.3,,False,,True,True,,,,,True,,False,,,False,True,True,False,,True,True,,,,True,True,,,,,,False,,,,False,False
51017,15,40.0,,55.7,,43.0,16.0,,,,,30.2,,34.9,,,82.0,28.0,26.6,,,14.0,31.2,,,,49.0,87.9,,,,,,,,,,51.1,,25.0,,40.7,,28.0,1.0,,,,,15.2,,19.9,,,67.0,13.0,11.6,,,-1.0,16.2,,,,34.0,72.9,,,,,,,,,,36.1,,,False,,False,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,,,,,,,,,,False,
51019,913,1980.0,,1966.4,,1467.0,1039.0,,,,,732.0,,1997.5,,,1367.0,1832.1,1381.2,,,1039.0,1422.2,,,,1507.0,881.9,,,,,,1534.2,,,,2695.2,1732.1,1067.0,,1053.4,,554.0,126.0,,,,,-181.0,,1084.5,,,454.0,919.1,468.2,,,126.0,509.2,,,,594.0,-31.1,,,,,,621.2,,,,1782.2,819.1,,True,,True,True,,,,,True,,False,,,True,True,True,,,True,True,,,,True,True,,,,,,True,,,,False,True
51021,28,112.0,,105.1,,79.0,39.0,,,,,69.1,,63.5,,,90.0,42.4,52.3,,,50.0,53.4,,,,92.0,68.9,,,,,,,,,,142.8,,84.0,,77.1,,51.0,11.0,,,,,41.1,,35.5,,,62.0,14.4,24.3,,,22.0,25.4,,,,64.0,40.9,,,,,,,,,,114.8,,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,False,
51023,398,396.0,,394.7,,385.0,121.0,,,,,227.5,,407.6,,,526.0,282.2,358.5,478.5,,393.0,318.0,,,,380.0,571.3,,,,,,,,,,503.8,432.7,-2.0,,-3.3,,-13.0,-277.0,,,,,-170.5,,9.6,,,128.0,-115.8,-39.5,80.5,,-5.0,-80.0,,,,-18.0,173.3,,,,,,,,,,105.8,34.7,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,,False,False,,,,,,,,,,False,False
51025,135,668.0,,638.2,,342.0,765.0,,,,,148.3,,287.3,,,266.0,247.5,352.8,,,301.0,351.7,,,,378.0,398.3,,,,,,,,,,959.8,443.9,533.0,,503.2,,207.0,630.0,,,,,13.3,,152.3,,,131.0,112.5,217.8,,,166.0,216.7,,,,243.0,263.3,,,,,,,,,,824.8,308.9,,True,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,False,True
51027,260,120.0,,34.4,,101.0,10.0,,,,,113.4,,194.0,,,325.0,35.7,130.8,,,72.0,109.8,,,,190.0,282.1,,,,,,,,,,93.6,125.6,-140.0,,-225.6,,-159.0,-250.0,,,,,-146.6,,-66.0,,,65.0,-224.3,-129.2,,,-188.0,-150.2,,,,-70.0,22.1,,,,,,,,,,-166.4,-134.4,,False,,False,False,,,,,False,,True,,,True,False,True,,,False,False,,,,True,True,,,,,,,,,,False,True
51029,275,536.0,,616.3,,308.0,634.0,,,,,220.8,,310.6,,,247.0,178.9,332.3,,,486.0,252.2,,,,333.0,372.1,,,,,,,,,,671.8,247.2,261.0,,341.3,,33.0,359.0,,,,,-54.2,,35.6,,,-28.0,-96.1,57.3,,,211.0,-22.8,,,,58.0,97.1,,,,,,,,,,396.8,-27.8,,False,,True,False,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,False,True
51031,628,1432.0,,1390.6,,1169.0,814.0,,,,,517.1,,1289.4,,,1037.0,1936.1,930.2,1620.5,,1535.5,975.0,,,,1125.0,1370.1,,,,,,1202.6,,,,2493.7,1244.3,804.0,,762.6,,541.0,186.0,,,,,-110.9,,661.4,,,409.0,1308.1,302.2,992.5,,907.5,347.0,,,,497.0,742.1,,,,,,574.6,,,,1865.7,616.3,,True,,True,True,,,,,True,,True,,,True,False,True,False,,False,True,,,,True,True,,,,,,True,,,,False,True
51033,350,512.0,,469.4,,434.0,394.0,,,,,212.3,,341.9,,,422.0,665.5,390.3,543.5,,449.0,358.2,,,,420.0,477.3,,,,,,,,,,768.4,382.8,162.0,,119.4,,84.0,44.0,,,,,-137.7,,-8.1,,,72.0,315.5,40.3,193.5,,99.0,8.2,,,,70.0,127.3,,,,,,,,,,418.4,32.8,,True,,True,True,,,,,True,,True,,,True,False,True,False,,True,True,,,,True,True,,,,,,,,,,False,True
51035,152,380.0,,380.7,,323.0,189.0,,,,,211.4,,367.3,,,538.0,143.6,291.4,396.0,,211.0,274.1,,,,399.0,444.2,,,,,,,,,,494.4,329.3,228.0,,228.7,,171.0,37.0,,,,,59.4,,215.3,,,386.0,-8.4,139.4,244.0,,59.0,122.1,,,,247.0,292.2,,,,,,,,,,342.4,177.3,,False,,True,True,,,,,True,,True,,,False,True,True,False,,True,True,,,,False,False,,,,,,,,,,False,True
51036,71,172.0,,170.0,,110.0,149.0,,,,,50.1,,68.0,,,114.0,109.0,118.2,,,110.0,101.1,,,,130.0,98.1,,,,,,,,,,175.6,81.3,101.0,,99.0,,39.0,78.0,,,,,-20.9,,-3.0,,,43.0,38.0,47.2,,,39.0,30.1,,,,59.0,27.1,,,,,,,,,,104.6,10.3,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,False,True
51037,165,344.0,,349.9,,226.0,575.0,,,,,78.7,,162.4,,,213.0,1160.2,211.2,,,337.5,185.8,,,,219.0,239.2,,,,,,,,,,468.2,180.0,179.0,,184.9,,61.0,410.0,,,,,-86.3,,-2.6,,,48.0,995.2,46.2,,,172.5,20.8,,,,54.0,74.2,,,,,,,,,,303.2,15.0,,False,,True,False,,,,,True,,True,,,True,False,True,,,True,True,,,,True,True,,,,,,,,,,False,True
51041,5377,7092.0,,7228.5,,5672.0,3889.0,,,,,2667.3,,6788.4,,,6169.0,12102.6,4696.1,8063.5,,5337.0,4457.1,,,,5231.0,6026.1,,,,,,5962.7,4927.0,,,10881.4,5263.8,1715.0,,1851.5,,295.0,-1488.0,,,,,-2709.7,,1411.4,,,792.0,6725.6,-680.9,2686.5,,-40.0,-919.9,,,,-146.0,649.1,,,,,,585.7,-450.0,,,5504.4,-113.2,,False,,True,True,,,,,False,,True,,,True,False,True,False,,True,True,,,,True,True,,,,,,True,True,,,False,True
51043,149,396.0,,414.3,,242.0,735.0,,,,,90.0,,242.1,,,217.0,379.4,227.5,,,472.0,243.5,,,,219.0,213.2,,,,,,,,,,384.5,226.8,247.0,,265.3,,93.0,586.0,,,,,-59.0,,93.1,,,68.0,230.4,78.5,,,323.0,94.5,,,,70.0,64.2,,,,,,,,,,235.5,77.8,,False,,True,False,,,,,True,,True,,,True,True,True,,,False,True,,,,True,True,,,,,,,,,,True,True
51045,38,84.0,,80.3,,65.0,57.0,,,,,21.7,,43.6,,,86.0,369.6,39.9,,,55.0,60.7,,,,60.0,75.9,,,,,,,,,,117.9,66.3,46.0,,42.3,,27.0,19.0,,,,,-16.3,,5.6,,,48.0,331.6,1.9,,,17.0,22.7,,,,22.0,37.9,,,,,,,,,,79.9,28.3,,True,,True,True,,,,,True,,True,,,False,False,True,,,True,True,,,,True,True,,,,,,,,,,False,True
51047,432,532.0,,509.5,,458.0,246.0,,,,,422.1,,582.6,,,853.0,282.2,409.1,660.0,,356.0,370.5,,,,575.0,564.7,,,,,,332.1,,,,665.0,782.6,100.0,,77.5,,26.0,-186.0,,,,,-9.9,,150.6,,,421.0,-149.8,-22.9,228.0,,-76.0,-61.5,,,,143.0,132.7,,,,,,-99.9,,,,233.0,350.6,,True,,True,False,,,,,True,,False,,,False,False,True,False,,True,True,,,,False,False,,,,,,True,,,,False,False
51049,70,184.0,,182.7,,134.0,345.0,,,,,33.6,,91.2,,,139.0,334.0,126.8,,,271.0,121.9,,,,129.0,73.1,,,,,,,,,,238.2,106.2,114.0,,112.7,,64.0,275.0,,,,,-36.4,,21.2,,,69.0,264.0,56.8,,,201.0,51.9,,,,59.0,3.1,,,,,,,,,,168.2,36.2,,True,,True,False,,,,,True,,True,,,True,False,True,,,False,True,,,,True,True,,,,,,,,,,False,True
51051,70,112.0,,108.4,,104.0,33.0,,,,,82.8,,109.0,,,251.0,26.2,84.4,,,66.0,82.8,,,,130.0,208.4,,,,,,,,,,130.1,,42.0,,38.4,,34.0,-37.0,,,,,12.8,,39.0,,,181.0,-43.8,14.4,,,-4.0,12.8,,,,60.0,138.4,,,,,,,,,,60.1,,,True,,True,True,,,,,True,,True,,,False,False,True,,,True,True,,,,False,False,,,,,,,,,,False,
51053,396,620.0,,616.1,,450.0,499.0,,,,,190.8,,368.5,,,508.0,654.5,507.8,,,436.0,407.7,,,,497.0,367.9,,,,,,,,,,828.0,438.0,224.0,,220.1,,54.0,103.0,,,,,-205.2,,-27.5,,,112.0,258.5,111.8,,,40.0,11.7,,,,101.0,-28.1,,,,,,,,,,432.0,42.0,,True,,True,True,,,,,True,,True,,,True,False,True,,,True,True,,,,True,True,,,,,,,,,,False,True
51057,124,128.0,,126.2,,109.0,52.0,,,,,65.2,,81.6,,,179.0,57.3,109.1,,,88.0,113.1,,,,124.0,180.2,,,,,,,,,,179.0,80.5,4.0,,2.2,,-15.0,-72.0,,,,,-58.8,,-42.4,,,55.0,-66.7,-14.9,,,-36.0,-10.9,,,,0.0,56.2,,,,,,,,,,55.0,-43.5,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,True,False,,,,,,,,,,False,False
51059,8782,14592.0,,15014.8,16545.8,13452.0,13147.0,,,,,8375.6,,20302.0,,13065.5,15867.0,16979.1,14743.3,16932.5,,10128.5,8978.6,,,,10366.0,16587.3,,,,,,13704.8,7226.0,,,14384.6,13059.4,5810.0,,6232.8,7763.8,4670.0,4365.0,,,,,-406.4,,11520.0,,4283.5,7085.0,8197.1,5961.3,8150.5,,1346.5,196.6,,,,1584.0,7805.3,,,,,,4922.8,-1556.0,,,5602.6,4277.4,,False,False,True,True,,,,,True,,False,,True,False,False,False,False,,True,True,,,,True,False,,,,,,True,True,,,True,True
51061,621,924.0,,959.9,,749.0,821.0,,,,,473.6,,1020.8,,,1078.0,554.5,810.7,1078.0,,406.0,540.2,,,,738.0,652.4,,,,,,819.1,,,,971.2,781.2,303.0,,338.9,,128.0,200.0,,,,,-147.4,,399.8,,,457.0,-66.5,189.7,457.0,,-215.0,-80.8,,,,117.0,31.4,,,,,,198.1,,,,350.2,160.2,,False,,True,True,,,,,True,,False,,,False,True,True,False,,True,True,,,,True,True,,,,,,True,,,,False,True
51063,66,184.0,,191.7,,165.0,125.0,,,,,71.1,,121.7,,,249.0,136.1,114.4,,,171.0,130.7,,,,169.0,209.4,,,,,,,,,,231.0,162.9,118.0,,125.7,,99.0,59.0,,,,,5.1,,55.7,,,183.0,70.1,48.4,,,105.0,64.7,,,,103.0,143.4,,,,,,,,,,165.0,96.9,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,False,,,,,,,,,,False,True
51065,226,328.0,,359.2,,265.0,318.0,,,,,154.2,,218.2,,,412.0,127.1,296.6,,,204.0,215.9,,,,292.0,369.2,,,,,,,,,,412.5,235.2,102.0,,133.2,,39.0,92.0,,,,,-71.8,,-7.8,,,186.0,-98.9,70.6,,,-22.0,-10.1,,,,66.0,143.2,,,,,,,,,,186.5,9.2,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,False,,,,,,,,,,False,True
51067,532,856.0,,886.7,,687.0,449.0,,,,,392.3,,918.0,,,963.0,588.8,619.3,919.5,,626.0,639.0,,,,740.0,940.8,,,,,,678.7,,,,848.9,566.8,324.0,,354.7,,155.0,-83.0,,,,,-139.7,,386.0,,,431.0,56.8,87.3,387.5,,94.0,107.0,,,,208.0,408.8,,,,,,146.7,,,,316.9,34.8,,False,,True,True,,,,,True,,False,,,False,True,True,False,,True,True,,,,True,False,,,,,,True,,,,True,True
51069,1328,2268.0,,2187.5,,1702.0,3989.0,,,,,755.3,,2216.4,,,1502.0,1296.6,1087.1,2093.5,,2287.0,1539.2,,,,1770.0,1848.8,,,,,,1542.7,,,,1886.3,1754.4,940.0,,859.5,,374.0,2661.0,,,,,-572.7,,888.4,,,174.0,-31.4,-240.9,765.5,,959.0,211.2,,,,442.0,520.8,,,,,,214.7,,,,558.3,426.4,,True,,True,False,,,,,True,,True,,,True,True,True,True,,False,True,,,,True,True,,,,,,True,,,,True,True
51071,159,236.0,,234.7,,175.0,59.0,,,,,108.7,,176.9,,,275.0,117.4,170.7,,,100.0,143.7,,,,198.0,275.4,,,,,,,,,,304.2,184.4,77.0,,75.7,,16.0,-100.0,,,,,-50.3,,17.9,,,116.0,-41.6,11.7,,,-59.0,-15.3,,,,39.0,116.4,,,,,,,,,,145.2,25.4,,True,,True,False,,,,,True,,True,,,False,True,True,,,True,True,,,,True,False,,,,,,,,,,False,True
51073,475,552.0,,514.8,,472.0,248.0,,,,,236.6,,435.9,,,605.0,384.3,472.3,648.5,,431.0,439.0,,,,513.0,599.6,,,,,,,,,,736.8,466.8,77.0,,39.8,,-3.0,-227.0,,,,,-238.4,,-39.1,,,130.0,-90.7,-2.7,173.5,,-44.0,-36.0,,,,38.0,124.6,,,,,,,,,,261.8,-8.2,,True,,True,False,,,,,False,,True,,,False,False,True,False,,True,True,,,,True,False,,,,,,,,,,False,True
51075,248,504.0,,497.4,,378.0,467.0,,,,,118.4,,239.4,,,365.0,498.8,422.8,,,369.0,325.9,,,,350.0,431.8,,,,,,,,,,725.2,263.4,256.0,,249.4,,130.0,219.0,,,,,-129.6,,-8.6,,,117.0,250.8,174.8,,,121.0,77.9,,,,102.0,183.8,,,,,,,,,,477.2,15.4,,True,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,True,,,,,,,,,,False,True
51077,100,284.0,,289.5,,222.0,223.0,,,,,101.5,,163.2,,,273.0,233.5,160.4,,,214.0,181.3,,,,217.0,294.7,,,,,,,,,,356.6,174.7,184.0,,189.5,,122.0,123.0,,,,,1.5,,63.2,,,173.0,133.5,60.4,,,114.0,81.3,,,,117.0,194.7,,,,,,,,,,256.6,74.7,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,True,False,,,,,,,,,,False,True
51079,213,204.0,,216.5,,184.0,50.0,,,,,103.0,,143.3,,,298.0,82.3,187.5,,,177.0,175.6,,,,195.0,256.8,,,,,,,,,,259.4,192.6,-9.0,,3.5,,-29.0,-163.0,,,,,-110.0,,-69.7,,,85.0,-130.7,-25.5,,,-36.0,-37.4,,,,-18.0,43.8,,,,,,,,,,46.4,-20.4,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,,,,,,,,,,False,False
51081,265,344.0,,319.4,,228.0,770.0,,,,,137.5,,127.9,,,211.0,351.7,214.9,,,229.0,183.6,,,,210.0,234.2,,,,,,,,,,415.1,,79.0,,54.4,,-37.0,505.0,,,,,-127.5,,-137.1,,,-54.0,86.7,-50.1,,,-36.0,-81.4,,,,-55.0,-30.8,,,,,,,,,,150.1,,,True,,True,False,,,,,False,,False,,,True,False,True,,,True,False,,,,True,True,,,,,,,,,,False,
51083,499,640.0,,640.8,,635.0,230.0,,,,,300.7,,521.1,,,713.0,1607.4,650.3,922.0,,954.0,557.9,,,,557.0,945.0,,,,,,,,,,737.5,646.7,141.0,,141.8,,136.0,-269.0,,,,,-198.3,,22.1,,,214.0,1108.4,151.3,423.0,,455.0,58.9,,,,58.0,446.0,,,,,,,,,,238.5,147.7,,False,,True,False,,,,,False,,True,,,False,False,False,False,,False,True,,,,True,False,,,,,,,,,,False,False
51085,1101,1712.0,,1702.9,,1452.0,2002.0,,,,,780.8,,1918.8,,,1848.0,623.3,1303.9,1678.5,,1063.0,1151.5,,,,1495.0,861.3,,,,,,1527.8,,,,1812.7,1547.2,611.0,,601.9,,351.0,901.0,,,,,-320.2,,817.8,,,747.0,-477.7,202.9,577.5,,-38.0,50.5,,,,394.0,-239.7,,,,,,426.8,,,,711.7,446.2,,True,,True,False,,,,,True,,False,,,False,True,True,True,,True,True,,,,True,True,,,,,,True,,,,False,True
