,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
40051,384,504.0,,580.2,,393.0,495.0,215.0,,,,,395.5,,448.4,,,805.0,252.5,,434.4,390.5,,375.5,383.1,,,,512.0,404.0,437.8,,,,,,229.3,,,,539.5,779.2,120.0,,196.2,,9.0,111.0,-169.0,,,,,11.5,,64.4,,,421.0,-131.5,,50.4,6.5,,-8.5,-0.9,,,,128.0,20.0,53.8,,,,,,-154.7,,,,155.5,395.2,,False,,True,True,False,,,,,True,,True,,,False,False,,True,True,,True,True,,,,False,True,True,,,,,,False,,,,False,False
40053,45,39.0,,42.6,,43.0,48.0,42.0,,,,,37.4,,42.6,,,33.0,38.5,,22.6,,,35.0,46.2,,,,40.0,38.0,74.7,,,,,,,,,,33.7,55.3,-6.0,,-2.4,,-2.0,3.0,-3.0,,,,,-7.6,,-2.4,,,-12.0,-6.5,,-22.4,,,-10.0,1.2,,,,-5.0,-7.0,29.7,,,,,,,,,,-11.3,10.3,,True,,True,True,True,,,,,False,,True,,,False,False,,False,,,False,True,,,,True,False,False,,,,,,,,,,False,False
40055,64,39.0,,38.5,,36.0,34.0,34.0,,,,,32.2,,25.6,,,72.0,22.7,,17.2,,,13.0,21.8,,,,33.0,33.0,65.0,,,,,,,,,,46.1,40.0,-25.0,,-25.5,,-28.0,-30.0,-30.0,,,,,-31.8,,-38.4,,,8.0,-41.3,,-46.8,,,-51.0,-42.2,,,,-31.0,-31.0,1.0,,,,,,,,,,-17.9,-24.0,,False,,False,False,False,,,,,False,,False,,,True,False,,False,,,False,False,,,,False,False,True,,,,,,,,,,True,True
40057,35,6.0,,0.3,,5.0,14.0,0.0,,,,,15.6,,15.1,,,42.0,1.2,,7.7,,,29.0,4.3,,,,,9.0,23.8,,,,,,,,,,3.0,,-29.0,,-34.7,,-30.0,-21.0,-35.0,,,,,-19.4,,-19.9,,,7.0,-33.8,,-27.3,,,-6.0,-30.7,,,,,-26.0,-11.2,,,,,,,,,,-32.0,,,False,,False,True,False,,,,,True,,True,,,True,False,,True,,,True,False,,,,,True,True,,,,,,,,,,False,
40059,17,9.0,,7.7,,8.0,20.0,0.0,,,,,16.5,,25.6,,,26.0,5.4,,8.7,,,0.0,5.9,,,,12.0,17.0,54.6,,,,,,,,,,8.9,31.2,-8.0,,-9.3,,-9.0,3.0,-17.0,,,,,-0.5,,8.6,,,9.0,-11.6,,-8.3,,,-17.0,-11.1,,,,-5.0,0.0,37.6,,,,,,,,,,-8.1,14.2,,False,,False,True,False,,,,,True,,False,,,False,False,,False,,,False,False,,,,True,True,False,,,,,,,,,,False,False
40061,59,147.0,,144.3,,124.0,114.0,153.0,,,,,91.5,,82.1,,,185.0,117.1,,90.7,,,79.0,99.9,,,,159.0,108.0,157.2,,,,,,,,,,153.3,127.5,88.0,,85.3,,65.0,55.0,94.0,,,,,32.5,,23.1,,,126.0,58.1,,31.7,,,20.0,40.9,,,,100.0,49.0,98.2,,,,,,,,,,94.3,68.5,,True,,True,True,False,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,,,,False,True
40063,78,120.0,,123.6,,110.0,107.0,113.0,,,,,84.1,,106.6,,,184.0,154.2,,105.7,,,75.0,95.7,,,,133.0,93.0,175.1,,,,,,,,,,128.7,,42.0,,45.6,,32.0,29.0,35.0,,,,,6.1,,28.6,,,106.0,76.2,,27.7,,,-3.0,17.7,,,,55.0,15.0,97.1,,,,,,,,,,50.7,,,False,,True,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,,,,False,
40065,162,189.0,,183.1,,180.0,167.0,202.0,,,,,144.5,,145.2,,,366.0,60.7,,132.2,,,84.0,87.1,,,,154.0,160.0,211.6,,,,,,143.9,,,,187.6,255.4,27.0,,21.1,,18.0,5.0,40.0,,,,,-17.5,,-16.8,,,204.0,-101.3,,-29.8,,,-78.0,-74.9,,,,-8.0,-2.0,49.6,,,,,,-18.1,,,,25.6,93.4,,True,,True,True,False,,,,,True,,True,,,False,False,,False,,,False,False,,,,True,True,False,,,,,,True,,,,True,False
40067,36,81.0,,74.9,,61.0,67.0,55.0,,,,,56.8,,61.3,,,114.0,23.1,,51.2,,,18.0,43.6,,,,80.0,57.0,137.0,,,,,,,,,,64.7,96.4,45.0,,38.9,,25.0,31.0,19.0,,,,,20.8,,25.3,,,78.0,-12.9,,15.2,,,-18.0,7.6,,,,44.0,21.0,101.0,,,,,,,,,,28.7,60.4,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,,,,True,False
40069,141,108.0,,90.7,,92.0,126.0,80.0,,,,,95.6,,142.5,,,171.0,31.5,,71.8,,,50.0,84.4,,,,115.0,95.0,214.9,,,,,,,,,,119.8,202.2,-33.0,,-50.3,,-49.0,-15.0,-61.0,,,,,-45.4,,1.5,,,30.0,-109.5,,-69.2,,,-91.0,-56.6,,,,-26.0,-46.0,73.9,,,,,,,,,,-21.2,61.2,,False,,False,True,False,,,,,False,,True,,,True,False,,False,,,False,False,,,,True,False,False,,,,,,,,,,True,False
40071,282,687.0,,702.1,,519.0,550.0,528.0,,,,,377.2,,421.0,,,341.0,581.3,,467.8,602.5,,381.0,408.8,,,,764.0,506.0,491.5,,,,,,931.3,,,,705.4,781.0,405.0,,420.1,,237.0,268.0,246.0,,,,,95.2,,139.0,,,59.0,299.3,,185.8,320.5,,99.0,126.8,,,,482.0,224.0,209.5,,,,,,649.3,,,,423.4,499.0,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,False,,,,False,False
40073,115,180.0,,172.6,,152.0,197.0,147.0,,,,,142.6,,172.0,,,185.0,52.1,,114.6,,,115.0,128.2,,,,155.0,149.0,330.5,,,,,,,,,,170.2,290.4,65.0,,57.6,,37.0,82.0,32.0,,,,,27.6,,57.0,,,70.0,-62.9,,-0.4,,,0.0,13.2,,,,40.0,34.0,215.5,,,,,,,,,,55.2,175.4,,True,,True,False,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,,,,True,False
40075,55,114.0,,107.4,,91.0,81.0,109.0,,,,,54.2,,36.4,,,110.0,82.7,,54.2,,,43.0,56.5,,,,114.0,71.0,111.7,,,,,,,,,,116.7,110.0,59.0,,52.4,,36.0,26.0,54.0,,,,,-0.8,,-18.6,,,55.0,27.7,,-0.8,,,-12.0,1.5,,,,59.0,16.0,56.7,,,,,,,,,,61.7,55.0,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,,,,False,True
40077,44,126.0,,125.0,,85.0,93.0,69.0,,,,,67.2,,160.0,,,138.0,81.4,,57.6,,,54.0,71.3,,,,134.0,88.0,118.9,,,,,,,,,,116.3,124.5,82.0,,81.0,,41.0,49.0,25.0,,,,,23.2,,116.0,,,94.0,37.4,,13.6,,,10.0,27.3,,,,90.0,44.0,74.9,,,,,,,,,,72.3,80.5,,True,,True,True,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,False,True,True,,,,,,,,,,True,True
40079,395,699.0,,721.0,,551.0,784.0,371.0,,,,,426.6,,664.2,,,722.0,236.6,,378.9,520.5,,1368.0,608.9,,,,676.0,493.0,857.1,,,,,,463.7,,,,686.2,758.2,304.0,,326.0,,156.0,389.0,-24.0,,,,,31.6,,269.2,,,327.0,-158.4,,-16.1,125.5,,973.0,213.9,,,,281.0,98.0,462.1,,,,,,68.7,,,,291.2,363.2,,False,,True,False,True,,,,,True,,True,,,False,True,,True,True,,False,True,,,,True,True,False,,,,,,True,,,,True,False
40081,188,366.0,,364.8,,283.0,321.0,256.0,,,,,210.9,,308.3,,,455.0,164.4,,222.8,334.0,,228.0,244.2,,,,359.0,249.0,515.2,,,,,,215.3,,,,352.6,406.8,178.0,,176.8,,95.0,133.0,68.0,,,,,22.9,,120.3,,,267.0,-23.6,,34.8,146.0,,40.0,56.2,,,,171.0,61.0,327.2,,,,,,27.3,,,,164.6,218.8,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,,,,True,False
40083,274,432.0,,445.6,,343.0,455.0,186.0,,,,,316.6,,380.0,,,504.0,180.7,,255.1,359.5,,249.0,319.1,,,,430.0,309.0,689.5,,,,,,725.9,,,,335.7,668.3,158.0,,171.6,,69.0,181.0,-88.0,,,,,42.6,,106.0,,,230.0,-93.3,,-18.9,85.5,,-25.0,45.1,,,,156.0,35.0,415.5,,,,,,451.9,,,,61.7,394.3,,False,,True,False,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,False,,,,True,False
40085,67,183.0,,172.2,,134.0,154.0,144.0,,,,,113.5,,100.4,,,152.0,42.8,,113.6,,,55.0,105.6,,,,170.0,117.0,214.5,,,,,,,,,,202.8,256.5,116.0,,105.2,,67.0,87.0,77.0,,,,,46.5,,33.4,,,85.0,-24.2,,46.6,,,-12.0,38.6,,,,103.0,50.0,147.5,,,,,,,,,,135.8,189.5,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,False,,,,,,,,,,False,False
40087,349,477.0,,479.7,,390.0,427.0,435.0,,,,,339.5,,432.3,,,554.0,258.3,,321.0,401.0,,317.0,358.7,,,,455.0,347.0,552.6,,,,,,314.7,,,,382.2,561.1,128.0,,130.7,,41.0,78.0,86.0,,,,,-9.5,,83.3,,,205.0,-90.7,,-28.0,52.0,,-32.0,9.7,,,,106.0,-2.0,203.6,,,,,,-34.3,,,,33.2,212.1,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,,,,True,False
40089,310,339.0,,349.2,,225.0,286.0,223.0,,,,,249.8,,147.5,,,392.0,103.3,,228.7,222.5,,174.0,202.0,,,,290.0,207.0,509.7,,,,,,,,,,310.6,363.9,29.0,,39.2,,-85.0,-24.0,-87.0,,,,,-60.2,,-162.5,,,82.0,-206.7,,-81.3,-87.5,,-136.0,-108.0,,,,-20.0,-103.0,199.7,,,,,,,,,,0.6,53.9,,False,,False,True,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,,,,,True,False
40091,139,183.0,,148.9,,147.0,169.0,131.0,,,,,139.2,,155.5,,,252.0,80.9,,132.6,,,93.0,109.9,,,,171.0,151.0,293.6,,,,,,,,,,209.7,218.4,44.0,,9.9,,8.0,30.0,-8.0,,,,,0.2,,16.5,,,113.0,-58.1,,-6.4,,,-46.0,-29.1,,,,32.0,12.0,154.6,,,,,,,,,,70.7,79.4,,True,,True,True,True,,,,,True,,True,,,False,False,,True,,,False,True,,,,True,True,False,,,,,,,,,,False,False
40093,52,102.0,,105.5,,80.0,102.0,38.0,,,,,53.3,,93.3,,,64.0,39.1,,54.3,,,87.0,73.2,,,,87.0,68.0,116.4,,,,,,,,,,104.7,148.7,50.0,,53.5,,28.0,50.0,-14.0,,,,,1.3,,41.3,,,12.0,-12.9,,2.3,,,35.0,21.2,,,,35.0,16.0,64.4,,,,,,,,,,52.7,96.7,,False,,True,False,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,False,,,,,,,,,,False,False
40095,172,198.0,,208.4,,173.0,217.0,190.0,,,,,136.1,,224.8,,,263.0,97.3,,137.0,,,132.0,152.2,,,,264.0,162.0,304.1,,,,,,,,,,211.7,326.3,26.0,,36.4,,1.0,45.0,18.0,,,,,-35.9,,52.8,,,91.0,-74.7,,-35.0,,,-40.0,-19.8,,,,92.0,-10.0,132.1,,,,,,,,,,39.7,154.3,,False,,True,False,True,,,,,False,,False,,,False,False,,False,,,False,True,,,,False,True,False,,,,,,,,,,False,False
40097,431,444.0,,376.0,,372.0,420.0,313.0,,,,,294.1,,488.7,,,493.0,700.9,,325.4,294.0,,319.0,389.0,,,,494.0,369.0,386.4,,,,,,438.2,,,,482.1,572.2,13.0,,-55.0,,-59.0,-11.0,-118.0,,,,,-136.9,,57.7,,,62.0,269.9,,-105.6,-137.0,,-112.0,-42.0,,,,63.0,-62.0,-44.6,,,,,,7.2,,,,51.1,141.2,,False,,False,True,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,True,,,,False,False
40099,180,249.0,,238.3,,199.0,222.0,181.0,,,,,159.4,,161.3,,,219.0,116.3,,159.2,,,137.0,212.3,,,,250.0,173.0,264.2,,,,,,,,,,260.8,308.1,69.0,,58.3,,19.0,42.0,1.0,,,,,-20.6,,-18.7,,,39.0,-63.7,,-20.8,,,-43.0,32.3,,,,70.0,-7.0,84.2,,,,,,,,,,80.8,128.1,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,False,,,,,,,,,,False,False
40101,621,909.0,,898.4,,614.0,729.0,590.0,,,,,548.8,,715.8,,,996.0,337.4,,564.9,716.5,,458.0,554.8,,,,853.0,670.0,524.4,,,,,,690.8,,,,892.6,1186.4,288.0,,277.4,,-7.0,108.0,-31.0,,,,,-72.2,,94.8,,,375.0,-283.6,,-56.1,95.5,,-163.0,-66.2,,,,232.0,49.0,-96.6,,,,,,69.8,,,,271.6,565.4,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,,True,False
40103,100,108.0,,109.9,,88.0,136.0,83.0,,,,,83.7,,92.9,,,109.0,69.6,,62.9,,,52.0,85.5,,,,103.0,92.0,217.9,,,,,,,,,,79.8,230.8,8.0,,9.9,,-12.0,36.0,-17.0,,,,,-16.3,,-7.1,,,9.0,-30.4,,-37.1,,,-48.0,-14.5,,,,3.0,-8.0,117.9,,,,,,,,,,-20.2,130.8,,False,,False,False,False,,,,,False,,True,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,,False,False
40105,84,129.0,,137.6,,115.0,143.0,110.0,,,,,95.1,,138.6,,,117.0,92.5,,86.6,,,103.0,105.0,,,,138.0,99.0,214.2,,,,,,,,,,134.7,195.9,45.0,,53.6,,31.0,59.0,26.0,,,,,11.1,,54.6,,,33.0,8.5,,2.6,,,19.0,21.0,,,,54.0,15.0,130.2,,,,,,,,,,50.7,111.9,,False,,True,False,True,,,,,True,,False,,,True,True,,True,,,True,True,,,,False,True,False,,,,,,,,,,False,False
40107,67,135.0,,136.8,,116.0,163.0,69.0,,,,,96.0,,127.3,,,171.0,91.1,,91.8,,,113.0,120.8,,,,139.0,105.0,201.7,,,,,,,,,,119.4,269.1,68.0,,69.8,,49.0,96.0,2.0,,,,,29.0,,60.3,,,104.0,24.1,,24.8,,,46.0,53.8,,,,72.0,38.0,134.7,,,,,,,,,,52.4,202.1,,False,,True,False,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,,,,True,False
40109,4823,8340.0,,8649.3,8386.2,7925.0,7173.0,8153.0,,,,,5198.5,,8195.9,,7014.8,9953.0,4876.6,,6591.9,8765.0,,5100.0,5337.6,,,,8435.0,5307.0,11961.0,,,,,,5223.2,5371.0,,,8357.5,8803.8,3517.0,,3826.3,3563.2,3102.0,2350.0,3330.0,,,,,375.5,,3372.9,,2191.8,5130.0,53.6,,1768.9,3942.0,,277.0,514.6,,,,3612.0,484.0,7138.0,,,,,,400.2,548.0,,,3534.5,3980.8,,False,False,True,True,True,,,,,True,,True,,True,False,True,,True,False,,True,True,,,,False,True,False,,,,,,True,True,,,False,False
40111,285,336.0,,316.2,,301.0,355.0,186.0,,,,,241.8,,247.8,,,529.0,171.2,,237.0,249.0,,248.0,366.5,,,,298.0,288.0,552.7,,,,,,213.7,,,,398.8,424.0,51.0,,31.2,,16.0,70.0,-99.0,,,,,-43.2,,-37.2,,,244.0,-113.8,,-48.0,-36.0,,-37.0,81.5,,,,13.0,3.0,267.7,,,,,,-71.3,,,,113.8,139.0,,True,,True,False,False,,,,,True,,True,,,False,False,,True,True,,True,False,,,,True,True,False,,,,,,False,,,,False,False
40113,355,558.0,,509.6,,440.0,535.0,394.0,,,,,312.2,,388.0,,,383.0,289.5,,303.5,330.0,,636.0,431.5,,,,541.0,397.0,509.4,,,,,,447.2,,,,529.5,673.8,203.0,,154.6,,85.0,180.0,39.0,,,,,-42.8,,33.0,,,28.0,-65.5,,-51.5,-25.0,,281.0,76.5,,,,186.0,42.0,154.4,,,,,,92.2,,,,174.5,318.8,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,False,True,,,,True,True,True,,,,,,True,,,,True,False
40115,172,315.0,,315.8,,245.0,327.0,205.0,,,,,252.2,,185.5,,,300.0,139.3,,219.2,243.5,,175.0,232.5,,,,260.0,232.0,505.0,,,,,,197.2,,,,234.1,493.0,143.0,,143.8,,73.0,155.0,33.0,,,,,80.2,,13.5,,,128.0,-32.7,,47.2,71.5,,3.0,60.5,,,,88.0,60.0,333.0,,,,,,25.2,,,,62.1,321.0,,False,,True,False,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,True,,,,True,False
40117,228,171.0,,181.6,,152.0,164.0,120.0,,,,,116.0,,81.7,,,162.0,101.9,,102.5,,,123.0,140.6,,,,144.0,136.0,302.0,,,,,,,,,,182.4,172.8,-57.0,,-46.4,,-76.0,-64.0,-108.0,,,,,-112.0,,-146.3,,,-66.0,-126.1,,-125.5,,,-105.0,-87.4,,,,-84.0,-92.0,74.0,,,,,,,,,,-45.6,-55.2,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,True,True
40119,454,1017.0,,685.5,,754.0,911.0,644.0,,,,,582.0,,794.7,,,798.0,407.3,,747.2,849.5,,842.5,644.9,,,,1108.0,622.0,904.4,,,,,,1316.6,,,,1114.5,1030.5,563.0,,231.5,,300.0,457.0,190.0,,,,,128.0,,340.7,,,344.0,-46.7,,293.2,395.5,,388.5,190.9,,,,654.0,168.0,450.4,,,,,,862.6,,,,660.5,576.5,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,False,,,,False,False
40121,274,570.0,,518.0,,428.0,513.0,348.0,,,,,334.5,,579.4,,,672.0,253.8,,318.8,303.5,,403.0,458.3,,,,543.0,404.0,723.8,,,,,,541.9,,,,588.3,637.4,296.0,,244.0,,154.0,239.0,74.0,,,,,60.5,,305.4,,,398.0,-20.2,,44.8,29.5,,129.0,184.3,,,,269.0,130.0,449.8,,,,,,267.9,,,,314.3,363.4,,True,,True,True,True,,,,,True,,False,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,,,,False,False
40123,440,735.0,,692.3,,507.0,572.0,512.0,,,,,368.5,,364.0,,,612.0,320.4,,349.3,343.0,,450.0,458.5,,,,710.0,485.0,643.3,,,,,,,,,,723.7,756.1,295.0,,252.3,,67.0,132.0,72.0,,,,,-71.5,,-76.0,,,172.0,-119.6,,-90.7,-97.0,,10.0,18.5,,,,270.0,45.0,203.3,,,,,,,,,,283.7,316.1,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,,True,False
40125,569,780.0,,787.6,,628.0,721.0,502.0,,,,,558.6,,550.1,,,1025.0,262.4,,456.8,705.5,,315.0,482.2,,,,707.0,598.0,1351.6,,,,,,557.4,,,,820.4,977.6,211.0,,218.6,,59.0,152.0,-67.0,,,,,-10.4,,-18.9,,,456.0,-306.6,,-112.2,136.5,,-254.0,-86.8,,,,138.0,29.0,782.6,,,,,,-11.6,,,,251.4,408.6,,False,,True,True,True,,,,,True,,True,,,False,False,,True,True,,False,True,,,,True,True,False,,,,,,True,,,,False,False
40127,70,108.0,,81.1,,82.0,113.0,51.0,,,,,77.9,,117.5,,,148.0,11.3,,60.1,,,76.0,66.7,,,,110.0,83.0,200.2,,,,,,,,,,118.6,158.9,38.0,,11.1,,12.0,43.0,-19.0,,,,,7.9,,47.5,,,78.0,-58.7,,-9.9,,,6.0,-3.3,,,,40.0,13.0,130.2,,,,,,,,,,48.6,88.9,,True,,True,False,True,,,,,True,,False,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,,,,False,False
40129,12,51.0,,38.4,,30.0,34.0,0.0,,,,,29.5,,38.7,,,39.0,17.3,,41.2,,,8.0,25.5,,,,52.0,34.0,72.5,,,,,,,,,,59.2,,39.0,,26.4,,18.0,22.0,-12.0,,,,,17.5,,26.7,,,27.0,5.3,,29.2,,,-4.0,13.5,,,,40.0,22.0,60.5,,,,,,,,,,47.2,,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,False,,,,,,,,,,False,
40131,765,1416.0,,1406.3,,1040.0,1292.0,1095.0,,,,,760.5,,625.8,,,1045.0,576.7,,849.4,729.0,,936.5,1063.1,,,,1327.0,960.0,1659.4,,,,,,869.4,,,,1470.3,1812.3,651.0,,641.3,,275.0,527.0,330.0,,,,,-4.5,,-139.2,,,280.0,-188.3,,84.4,-36.0,,171.5,298.1,,,,562.0,195.0,894.4,,,,,,104.4,,,,705.3,1047.3,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,True,,,,False,False
40133,226,372.0,,414.1,,257.0,304.0,275.0,,,,,215.8,,229.9,,,372.0,126.9,,234.1,,,177.0,204.1,,,,374.0,256.0,353.1,,,,,,238.8,,,,376.1,472.8,146.0,,188.1,,31.0,78.0,49.0,,,,,-10.2,,3.9,,,146.0,-99.1,,8.1,,,-49.0,-21.9,,,,148.0,30.0,127.1,,,,,,12.8,,,,150.1,246.8,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,True,True,,,,,,True,,,,False,False
40135,334,507.0,,448.2,,388.0,400.0,189.0,,,,,311.1,,334.5,,,591.0,122.2,,412.5,495.5,,352.0,381.1,,,,506.0,319.0,650.9,,,,,,507.1,,,,505.8,429.3,173.0,,114.2,,54.0,66.0,-145.0,,,,,-22.9,,0.5,,,257.0,-211.8,,78.5,161.5,,18.0,47.1,,,,172.0,-15.0,316.9,,,,,,173.1,,,,171.8,95.3,,True,,True,True,True,,,,,True,,True,,,False,False,,True,True,,True,True,,,,True,True,False,,,,,,False,,,,True,True
40137,349,621.0,,640.2,,455.0,485.0,424.0,,,,,361.3,,483.8,,,746.0,347.1,,402.1,550.5,,256.0,366.8,,,,657.0,462.0,484.7,,,,,,344.4,,,,561.5,726.1,272.0,,291.2,,106.0,136.0,75.0,,,,,12.3,,134.8,,,397.0,-1.9,,53.1,201.5,,-93.0,17.8,,,,308.0,113.0,135.7,,,,,,-4.6,,,,212.5,377.1,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,False,True,True,,,,,,True,,,,True,False
40139,120,111.0,,92.9,,89.0,172.0,61.0,,,,,146.1,,88.4,,,114.0,27.1,,153.1,,,35.0,75.3,,,,101.0,99.0,413.2,,,,,,59.9,,,,78.2,302.6,-9.0,,-27.1,,-31.0,52.0,-59.0,,,,,26.1,,-31.6,,,-6.0,-92.9,,33.1,,,-85.0,-44.7,,,,-19.0,-21.0,293.2,,,,,,-60.1,,,,-41.8,182.6,,False,,False,False,False,,,,,False,,False,,,True,False,,False,,,False,False,,,,False,False,False,,,,,,False,,,,False,False
40141,41,87.0,,82.4,,58.0,70.0,34.0,,,,,54.0,,44.6,,,100.0,19.9,,36.7,,,29.0,45.9,,,,81.0,58.0,123.5,,,,,,,,,,93.7,103.6,46.0,,41.4,,17.0,29.0,-7.0,,,,,13.0,,3.6,,,59.0,-21.1,,-4.3,,,-12.0,4.9,,,,40.0,17.0,82.5,,,,,,,,,,52.7,62.6,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,True,False,,,,,,,,,,False,False
40143,6281,8970.0,,9009.0,9124.9,7308.0,7525.0,10559.0,,,,,4903.8,,7723.6,,7307.5,7807.0,4806.6,,5747.5,7146.0,,6233.0,6220.6,,,,8510.0,6132.0,10002.4,,,,,,7598.9,6980.0,,,8551.1,8358.9,2689.0,,2728.0,2843.9,1027.0,1244.0,4278.0,,,,,-1377.2,,1442.6,,1026.5,1526.0,-1474.4,,-533.5,865.0,,-48.0,-60.4,,,,2229.0,-149.0,3721.4,,,,,,1317.9,699.0,,,2270.1,2077.9,,False,False,True,True,False,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,True,True
