,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
42091,2760,3096.0,,3216.5,4914.7,3110.0,2562.0,3024.0,,,,,2495.0,,3350.1,,3443.2,3727.0,4558.1,,3035.8,2866.0,,2798.0,2983.5,,,,3004.0,2613.0,3595.3,,,,,,3163.6,2157.1,2380.0,,,3397.3,336.0,,456.5,2154.7,350.0,-198.0,264.0,,,,,-265.0,,590.1,,683.2,967.0,1798.1,,275.8,106.0,,38.0,223.5,,,,244.0,-147.0,835.3,,,,,,403.6,-602.9,-380.0,,,637.3,,False,False,False,True,True,,,,,True,,False,,False,False,False,,True,True,,True,True,,,,True,True,False,,,,,,False,False,False,,,False
42093,81,148.0,,146.7,,92.0,79.0,97.0,,,,,65.4,,61.2,,,91.0,66.2,,95.2,,,14.0,96.7,,,,143.0,116.0,118.9,,,,,,,86.8,,,,69.4,67.0,,65.7,,11.0,-2.0,16.0,,,,,-15.6,,-19.8,,,10.0,-14.8,,14.2,,,-67.0,15.7,,,,62.0,35.0,37.9,,,,,,,5.8,,,,-11.6,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,False,True,,,,True,True,True,,,,,,,True,,,,True
42095,1911,1664.0,,1680.1,,1598.0,1452.0,1183.0,,,,,1292.1,,1851.3,,1776.8,1521.0,2614.9,,1620.8,1591.0,,1386.0,1621.8,,,,1933.0,1474.0,1970.4,,,,,,2329.7,1357.4,1390.0,,,1835.5,-247.0,,-230.9,,-313.0,-459.0,-728.0,,,,,-618.9,,-59.7,,-134.2,-390.0,703.9,,-290.2,-320.0,,-525.0,-289.2,,,,22.0,-437.0,59.4,,,,,,418.7,-553.6,-521.0,,,-75.5,,True,,False,False,False,,,,,False,,True,,True,False,False,,False,False,,False,False,,,,True,False,True,,,,,,False,False,False,,,True
42097,528,1060.0,,1072.8,,634.0,666.0,1618.0,,,,,358.2,,696.1,,,446.0,550.0,,476.5,381.0,,605.0,715.0,,,,881.0,799.0,669.8,,,,,,771.0,764.3,,,,733.0,532.0,,544.8,,106.0,138.0,1090.0,,,,,-169.8,,168.1,,,-82.0,22.0,,-51.5,-147.0,,77.0,187.0,,,,353.0,271.0,141.8,,,,,,243.0,236.3,,,,205.0,,False,,True,True,False,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True
42099,176,216.0,,224.3,,213.0,178.0,181.0,,,,,146.8,,265.2,,,204.0,541.4,,187.8,208.0,,133.0,204.3,,,,300.0,213.0,240.6,,,,,,182.7,155.0,,,,233.3,40.0,,48.3,,37.0,2.0,5.0,,,,,-29.2,,89.2,,,28.0,365.4,,11.8,32.0,,-43.0,28.3,,,,124.0,37.0,64.6,,,,,,6.7,-21.0,,,,57.3,,False,,True,True,True,,,,,True,,False,,,True,False,,True,True,,False,True,,,,False,True,False,,,,,,True,True,,,,False
42101,4492,5038.0,,5014.4,5677.0,4432.0,3622.0,5307.0,,,,,3871.3,,2652.1,,4362.3,6209.0,4327.5,,5832.1,6857.5,,3197.5,3849.0,,,,4431.0,3231.0,7893.5,,,,,,6876.3,3199.9,1968.0,,,4409.8,546.0,,522.4,1185.0,-60.0,-870.0,815.0,,,,,-620.7,,-1839.9,,-129.7,1717.0,-164.5,,1340.1,2365.5,,-1294.5,-643.0,,,,-61.0,-1261.0,3401.5,,,,,,2384.3,-1292.1,-2524.0,,,-82.2,,True,False,True,False,False,,,,,False,,False,,True,False,True,,False,False,,False,False,,,,True,False,False,,,,,,False,False,False,,,True
42103,213,198.0,,202.3,,180.0,165.0,147.0,,,,,134.2,,259.5,,,230.0,160.0,,218.1,158.5,,185.0,216.0,,,,229.0,205.0,195.2,,,,,,234.9,132.9,,,,202.2,-15.0,,-10.7,,-33.0,-48.0,-66.0,,,,,-78.8,,46.5,,,17.0,-53.0,,5.1,-54.5,,-28.0,3.0,,,,16.0,-8.0,-17.8,,,,,,21.9,-80.1,,,,-10.8,,True,,False,False,False,,,,,False,,False,,,False,False,,True,False,,False,True,,,,False,True,False,,,,,,False,False,,,,True
42105,43,68.0,,71.0,,52.0,50.0,33.0,,,,,34.2,,107.7,,,60.0,14.5,,48.6,,,54.0,46.0,,,,63.0,50.0,85.9,,,,,,,54.1,,,,61.7,25.0,,28.0,,9.0,7.0,-10.0,,,,,-8.8,,64.7,,,17.0,-28.5,,5.6,,,11.0,3.0,,,,20.0,7.0,42.9,,,,,,,11.1,,,,18.7,,False,,True,True,True,,,,,True,,False,,,True,False,,True,,,True,True,,,,True,True,False,,,,,,,True,,,,True
42107,433,514.0,,486.5,,490.0,485.0,405.0,,,,,502.8,,734.8,,,727.0,340.1,,470.8,371.5,,267.5,460.5,,,,499.0,517.0,789.3,,,,,,754.7,484.0,301.0,,,792.7,81.0,,53.5,,57.0,52.0,-28.0,,,,,69.8,,301.8,,,294.0,-92.9,,37.8,-61.5,,-165.5,27.5,,,,66.0,84.0,356.3,,,,,,321.7,51.0,-132.0,,,359.7,,True,,True,True,True,,,,,True,,False,,,False,False,,True,True,,False,True,,,,True,False,False,,,,,,False,True,False,,,False
42109,159,512.0,,506.6,,226.0,251.0,223.0,,,,,140.5,,358.3,,,202.0,129.7,,203.4,144.0,,226.0,249.3,,,,526.0,378.0,290.6,,,,,,609.0,229.8,,,,388.8,353.0,,347.6,,67.0,92.0,64.0,,,,,-18.5,,199.3,,,43.0,-29.3,,44.4,-15.0,,67.0,90.3,,,,367.0,219.0,131.6,,,,,,450.0,70.8,,,,229.8,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,False,True,,,,True
42111,178,244.0,,261.4,,232.0,195.0,196.0,,,,,257.1,,277.1,,,307.0,183.9,,286.5,157.0,,126.0,192.8,,,,204.0,238.0,328.7,,,,,,620.2,149.7,,,,378.1,66.0,,83.4,,54.0,17.0,18.0,,,,,79.1,,99.1,,,129.0,5.9,,108.5,-21.0,,-52.0,14.8,,,,26.0,60.0,150.7,,,,,,442.2,-28.3,,,,200.1,,False,,True,True,True,,,,,False,,False,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,False,True,,,,False
42113,18,46.0,,47.8,,31.0,27.0,48.0,,,,,17.6,,43.7,,,37.0,33.9,,29.0,,,2.0,15.7,,,,38.0,27.0,38.0,,,,,,,34.2,,,,55.5,28.0,,29.8,,13.0,9.0,30.0,,,,,-0.4,,25.7,,,19.0,15.9,,11.0,,,-16.0,-2.3,,,,20.0,9.0,20.0,,,,,,,16.2,,,,37.5,,False,,True,True,False,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,False
42115,89,124.0,,122.0,,118.0,102.0,77.0,,,,,84.0,,227.2,,,181.0,133.0,,145.0,84.0,,96.0,117.1,,,,156.0,122.0,194.2,,,,,,,73.7,,,,124.3,35.0,,33.0,,29.0,13.0,-12.0,,,,,-5.0,,138.2,,,92.0,44.0,,56.0,-5.0,,7.0,28.1,,,,67.0,33.0,105.2,,,,,,,-15.3,,,,35.3,,True,,True,True,True,,,,,True,,False,,,False,False,,False,True,,True,True,,,,False,True,False,,,,,,,True,,,,False
42117,87,120.0,,130.8,,112.0,106.0,93.0,,,,,73.1,,191.5,,,164.0,101.5,,88.5,66.0,,120.0,109.5,,,,109.0,120.0,142.5,,,,,,100.2,115.9,,,,100.6,33.0,,43.8,,25.0,19.0,6.0,,,,,-13.9,,104.5,,,77.0,14.5,,1.5,-21.0,,33.0,22.5,,,,22.0,33.0,55.5,,,,,,13.2,28.9,,,,13.6,,False,,True,True,True,,,,,True,,False,,,False,True,,True,True,,False,True,,,,True,False,False,,,,,,True,True,,,,True
42119,230,1634.0,,1484.7,,309.0,578.0,339.0,,,,,280.2,,565.0,,,199.0,218.4,,506.4,197.5,,131.0,451.9,,,,,716.0,242.3,,,,,,1105.9,858.5,,,,1114.7,1404.0,,1254.7,,79.0,348.0,109.0,,,,,50.2,,335.0,,,-31.0,-11.6,,276.4,-32.5,,-99.0,221.9,,,,,486.0,12.3,,,,,,875.9,628.5,,,,884.7,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,,True,True,,,,,,True,True,,,,True
42121,110,190.0,,195.0,,138.0,141.0,98.0,,,,,114.1,,257.9,,,200.0,81.5,,160.8,118.0,,95.0,133.7,,,,172.0,176.0,204.4,,,,,,,151.4,,,,189.0,80.0,,85.0,,28.0,31.0,-12.0,,,,,4.1,,147.9,,,90.0,-28.5,,50.8,8.0,,-15.0,23.7,,,,62.0,66.0,94.4,,,,,,,41.4,,,,79.0,,False,,True,True,True,,,,,True,,False,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,,True,,,,True
42123,78,70.0,,70.5,,86.0,95.0,90.0,,,,,88.8,,142.2,,,146.0,96.0,,76.8,62.5,,46.0,90.3,,,,88.0,75.0,150.4,,,,,,,158.4,,,,111.4,-8.0,,-7.5,,8.0,17.0,12.0,,,,,10.8,,64.2,,,68.0,18.0,,-1.2,-15.5,,-32.0,12.3,,,,10.0,-3.0,72.4,,,,,,,80.4,,,,33.4,,True,,False,False,False,,,,,False,,False,,,False,False,,True,False,,False,False,,,,False,True,False,,,,,,,False,,,,False
42125,544,836.0,,860.8,,749.0,668.0,914.0,,,,,575.6,,1051.4,,,869.0,568.0,,723.8,537.5,,561.0,725.9,,,,834.0,746.0,1059.7,,,,,,1008.2,567.3,586.0,,,1119.2,292.0,,316.8,,205.0,124.0,370.0,,,,,31.6,,507.4,,,325.0,24.0,,179.8,-6.5,,17.0,181.9,,,,290.0,202.0,515.7,,,,,,464.2,23.3,42.0,,,575.2,,False,,True,True,False,,,,,True,,False,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,False,True,True,,,False
42127,167,250.0,,275.1,,202.0,181.0,240.0,,,,,156.4,,301.0,,,230.0,109.6,,187.4,154.0,,247.5,205.3,,,,242.0,188.0,227.5,,,,,,364.3,169.1,,,,213.3,83.0,,108.1,,35.0,14.0,73.0,,,,,-10.6,,134.0,,,63.0,-57.4,,20.4,-13.0,,80.5,38.3,,,,75.0,21.0,60.5,,,,,,197.3,2.1,,,,46.3,,False,,True,True,True,,,,,True,,False,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,,True
42129,1073,1082.0,,1147.8,,973.0,980.0,841.0,,,,,909.2,,1228.2,,747.7,1414.0,586.6,,1035.2,754.5,,788.0,943.0,,,,925.0,1058.0,1602.9,,,,,,1691.8,1019.4,762.0,,,1386.4,9.0,,74.8,,-100.0,-93.0,-232.0,,,,,-163.8,,155.2,,-325.3,341.0,-486.4,,-37.8,-318.5,,-285.0,-130.0,,,,-148.0,-15.0,529.9,,,,,,618.8,-53.6,-311.0,,,313.4,,False,,False,False,False,,,,,False,,False,,False,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,False
42131,57,58.0,,57.8,,61.0,58.0,49.0,,,,,50.4,,94.1,,,130.0,79.3,,58.2,,,49.0,57.3,,,,64.0,78.0,108.1,,,,,,,48.1,,,,81.1,1.0,,0.8,,4.0,1.0,-8.0,,,,,-6.6,,37.1,,,73.0,22.3,,1.2,,,-8.0,0.3,,,,7.0,21.0,51.1,,,,,,,-8.9,,,,24.1,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False
42133,2034,2370.0,,2199.1,3928.3,2222.0,1977.0,2203.0,,,,,1677.8,,2571.8,,2540.3,2002.0,3491.9,,2003.8,1999.5,,1790.0,2242.7,,,,2651.0,2207.0,2509.2,,,,,,2622.8,2001.3,2016.0,,,2363.9,336.0,,165.1,1894.3,188.0,-57.0,169.0,,,,,-356.2,,537.8,,506.3,-32.0,1457.9,,-30.2,-34.5,,-244.0,208.7,,,,617.0,173.0,475.2,,,,,,588.8,-32.7,-18.0,,,329.9,,True,False,True,True,True,,,,,False,,False,,False,True,False,,True,True,,True,True,,,,False,True,False,,,,,,False,True,True,,,True
44001,225,350.0,,346.9,,298.0,283.0,255.0,,,,,216.4,,134.4,,,294.0,186.2,,230.5,76.0,,464.0,248.9,,,,304.0,293.0,353.1,,,,,,326.8,222.2,,,,386.3,125.0,,121.9,,73.0,58.0,30.0,,,,,-8.6,,-90.6,,,69.0,-38.8,,5.5,-149.0,,239.0,23.9,,,,79.0,68.0,128.1,,,,,,101.8,-2.8,,,,161.3,,True,,True,True,True,,,,,True,,True,,,True,True,,True,False,,False,True,,,,True,True,False,,,,,,True,True,,,,False
44003,767,1340.0,,1329.1,,1211.0,1105.0,1171.0,,,,,731.1,,525.7,,,1243.0,1188.8,,770.2,452.5,,1657.0,893.9,,,,1179.0,1101.0,1242.0,,,,,,1519.5,1019.3,601.0,,,1425.2,573.0,,562.1,,444.0,338.0,404.0,,,,,-35.9,,-241.3,,,476.0,421.8,,3.2,-314.5,,890.0,126.9,,,,412.0,334.0,475.0,,,,,,752.5,252.3,-166.0,,,658.2,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,False,True,,,,True,True,True,,,,,,False,True,True,,,False
44005,384,590.0,,590.5,,522.0,483.0,532.0,,,,,313.2,,295.1,,,548.0,408.8,,317.8,166.5,,674.0,387.5,,,,592.0,486.0,602.6,,,,,,516.4,479.3,,,,662.0,206.0,,206.5,,138.0,99.0,148.0,,,,,-70.8,,-88.9,,,164.0,24.8,,-66.2,-217.5,,290.0,3.5,,,,208.0,102.0,218.6,,,,,,132.4,95.3,,,,278.0,,False,,True,True,True,,,,,True,,True,,,True,True,,True,False,,False,True,,,,False,True,False,,,,,,True,True,,,,False
44007,3537,4978.0,,4827.0,5553.9,4552.0,3976.0,6435.0,,,,,3429.5,,2164.6,,,5443.0,2792.6,,3648.7,2433.5,,6712.0,3517.3,,,,3847.0,4055.0,5191.2,,,,,,3925.0,2962.7,2004.0,,,5455.7,1441.0,,1290.0,2016.9,1015.0,439.0,2898.0,,,,,-107.5,,-1372.4,,,1906.0,-744.4,,111.7,-1103.5,,3175.0,-19.7,,,,310.0,518.0,1654.2,,,,,,388.0,-574.3,-1533.0,,,1918.7,,True,False,True,True,False,,,,,True,,True,,,False,True,,True,True,,False,True,,,,True,True,False,,,,,,True,True,False,,,False
44009,580,934.0,,895.0,,725.0,689.0,1237.0,,,,,416.3,,352.1,,,863.0,686.5,,496.0,282.0,,878.0,518.3,,,,842.0,694.0,621.3,,,,,,725.4,748.8,,,,1129.4,354.0,,315.0,,145.0,109.0,657.0,,,,,-163.7,,-227.9,,,283.0,106.5,,-84.0,-298.0,,298.0,-61.7,,,,262.0,114.0,41.3,,,,,,145.4,168.8,,,,549.4,,True,,True,True,False,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,False
45001,202,284.0,,262.8,,223.0,225.0,265.0,,,,,125.8,,233.5,,,168.0,310.9,,188.3,,,233.0,204.4,,,,379.0,193.0,236.8,,,,,,,287.8,,,,247.2,82.0,,60.8,,21.0,23.0,63.0,,,,,-76.2,,31.5,,,-34.0,108.9,,-13.7,,,31.0,2.4,,,,177.0,-9.0,34.8,,,,,,,85.8,,,,45.2,,True,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,False,True,True,,,,,,,False,,,,True
45003,1553,1446.0,,1407.0,,1317.0,1200.0,1229.0,,,,,907.7,,1058.9,,,1432.0,2300.5,,971.8,753.0,,1353.0,1335.7,,,,1731.0,987.0,1069.3,,,,,,1195.6,1200.1,1342.0,,,2218.3,-107.0,,-146.0,,-236.0,-353.0,-324.0,,,,,-645.3,,-494.1,,,-121.0,747.5,,-581.2,-800.0,,-200.0,-217.3,,,,178.0,-566.0,-483.7,,,,,,-357.4,-352.9,-211.0,,,665.3,,False,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,False
45005,84,96.0,,94.5,,67.0,65.0,115.0,,,,,40.1,,38.1,,,68.0,15.2,,51.7,,,53.0,66.0,,,,115.0,53.0,83.2,,,,,,,82.2,,,,83.5,12.0,,10.5,,-17.0,-19.0,31.0,,,,,-43.9,,-45.9,,,-16.0,-68.8,,-32.3,,,-31.0,-18.0,,,,31.0,-31.0,-0.8,,,,,,,-1.8,,,,-0.5,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,True,,,,,,,True,,,,True
45007,1404,1630.0,,1645.6,,1191.0,1191.0,1298.0,,,,,1052.5,,1022.8,,,1610.0,1114.8,,1209.7,925.0,,893.5,1191.0,,,,1557.0,1166.0,2279.8,,,,,,905.2,1159.3,1251.0,,,1670.0,226.0,,241.6,,-213.0,-213.0,-106.0,,,,,-351.5,,-381.2,,,206.0,-289.2,,-194.3,-479.0,,-510.5,-213.0,,,,153.0,-238.0,875.8,,,,,,-498.8,-244.7,-153.0,,,266.0,,False,,True,True,True,,,,,False,,False,,,True,False,,True,False,,False,True,,,,True,False,False,,,,,,False,False,True,,,False
45009,117,122.0,,121.7,,107.0,118.0,112.0,,,,,75.1,,80.8,,,136.0,87.5,,79.0,,,98.0,103.0,,,,141.0,86.0,131.4,,,,,,,167.3,,,,171.5,5.0,,4.7,,-10.0,1.0,-5.0,,,,,-41.9,,-36.2,,,19.0,-29.5,,-38.0,,,-19.0,-14.0,,,,24.0,-31.0,14.4,,,,,,,50.3,,,,54.5,,True,,False,True,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False
45011,209,142.0,,134.0,,132.0,158.0,131.0,,,,,119.1,,64.4,,,172.0,133.8,,108.8,,,94.0,128.4,,,,144.0,105.0,194.1,,,,,,119.3,246.6,,,,212.6,-67.0,,-75.0,,-77.0,-51.0,-78.0,,,,,-89.9,,-144.6,,,-37.0,-75.2,,-100.2,,,-115.0,-80.6,,,,-65.0,-104.0,-14.9,,,,,,-89.7,37.6,,,,3.6,,False,,False,True,False,,,,,False,,False,,,True,False,,False,,,False,False,,,,True,False,True,,,,,,False,True,,,,True
45013,869,1518.0,,1535.6,,1184.0,1087.0,1400.0,,,,,902.3,,862.3,,1486.6,1383.0,1193.3,,932.9,680.0,,889.0,1111.5,,,,1673.0,1040.0,1655.9,,,,,,1191.7,1302.1,1020.0,,,1276.3,649.0,,666.6,,315.0,218.0,531.0,,,,,33.3,,-6.7,,617.6,514.0,324.3,,63.9,-189.0,,20.0,242.5,,,,804.0,171.0,786.9,,,,,,322.7,433.1,151.0,,,407.3,,False,,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True
45015,1139,1414.0,,1421.0,,1131.0,1083.0,1165.0,,,,,907.8,,1147.9,,,1986.0,1137.7,,1047.6,656.5,,1010.0,1164.9,,,,1591.0,1050.0,1667.4,,,,,,866.8,1111.6,1055.0,,,1238.5,275.0,,282.0,,-8.0,-56.0,26.0,,,,,-231.2,,8.9,,,847.0,-1.3,,-91.4,-482.5,,-129.0,25.9,,,,452.0,-89.0,528.4,,,,,,-272.2,-27.4,-84.0,,,99.5,,False,,True,True,True,,,,,True,,True,,,False,True,,True,False,,True,True,,,,False,True,False,,,,,,True,True,True,,,True
45017,55,70.0,,73.0,,70.0,69.0,75.0,,,,,62.7,,42.6,,,128.0,94.9,,52.4,,,51.0,63.2,,,,82.0,52.0,121.2,,,,,,,85.6,,,,82.3,15.0,,18.0,,15.0,14.0,20.0,,,,,7.7,,-12.4,,,73.0,39.9,,-2.6,,,-4.0,8.2,,,,27.0,-3.0,66.2,,,,,,,30.6,,,,27.3,,False,,False,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,False,,,,,,,False,,,,False
45019,2829,3602.0,,3600.1,3448.0,2906.0,2597.0,3563.0,,,,,2274.7,,2454.3,,3476.4,3134.0,2863.9,,2520.7,1735.0,,2713.0,2808.7,,,,4048.0,2449.0,3388.6,,,,,,2225.4,2985.5,3294.0,,,2510.7,773.0,,771.1,619.0,77.0,-232.0,734.0,,,,,-554.3,,-374.7,,647.4,305.0,34.9,,-308.3,-1094.0,,-116.0,-20.3,,,,1219.0,-380.0,559.6,,,,,,-603.6,156.5,465.0,,,-318.3,,True,True,True,True,True,,,,,True,,True,,True,True,True,,True,False,,True,True,,,,False,True,True,,,,,,True,True,True,,,True
45021,385,712.0,,716.8,,481.0,458.0,513.0,,,,,303.9,,451.1,,,503.0,517.5,,376.0,199.0,,321.0,444.3,,,,710.0,499.0,339.0,,,,,,524.6,586.9,,,,684.1,327.0,,331.8,,96.0,73.0,128.0,,,,,-81.1,,66.1,,,118.0,132.5,,-9.0,-186.0,,-64.0,59.3,,,,325.0,114.0,-46.0,,,,,,139.6,201.9,,,,299.1,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True
45023,253,302.0,,290.4,,223.0,220.0,229.0,,,,,184.6,,281.6,,,282.0,148.9,,214.7,118.0,,176.0,239.5,,,,304.0,205.0,372.5,,,,,,224.6,216.1,,,,284.2,49.0,,37.4,,-30.0,-33.0,-24.0,,,,,-68.4,,28.6,,,29.0,-104.1,,-38.3,-135.0,,-77.0,-13.5,,,,51.0,-48.0,119.5,,,,,,-28.4,-36.9,,,,31.2,,True,,True,True,True,,,,,False,,True,,,True,False,,True,False,,False,True,,,,False,True,False,,,,,,True,True,,,,True
45025,464,538.0,,542.6,,415.0,367.0,495.0,,,,,232.0,,378.2,,,420.0,520.0,,322.5,243.5,,409.0,373.3,,,,557.0,365.0,474.4,,,,,,478.8,380.5,,,,472.8,74.0,,78.6,,-49.0,-97.0,31.0,,,,,-232.0,,-85.8,,,-44.0,56.0,,-141.5,-220.5,,-55.0,-90.7,,,,93.0,-99.0,10.4,,,,,,14.8,-83.5,,,,8.8,,False,,True,False,True,,,,,False,,False,,,True,True,,False,False,,True,False,,,,False,False,True,,,,,,True,False,,,,True
45027,258,240.0,,214.6,,171.0,166.0,178.0,,,,,160.2,,189.6,,,281.0,146.7,,193.9,130.5,,155.0,184.5,,,,255.0,150.0,283.4,,,,,,145.4,150.4,,,,188.5,-18.0,,-43.4,,-87.0,-92.0,-80.0,,,,,-97.8,,-68.4,,,23.0,-111.3,,-64.1,-127.5,,-103.0,-73.5,,,,-3.0,-108.0,25.4,,,,,,-112.6,-107.6,,,,-69.5,,False,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,False,False,,,,False
45029,211,296.0,,297.1,,202.0,227.0,197.0,,,,,183.7,,174.5,,,327.0,184.4,,212.1,159.5,,178.0,202.1,,,,279.0,198.0,376.4,,,,,,265.1,284.9,,,,251.4,85.0,,86.1,,-9.0,16.0,-14.0,,,,,-27.3,,-36.5,,,116.0,-26.6,,1.1,-51.5,,-33.0,-8.9,,,,68.0,-13.0,165.4,,,,,,54.1,73.9,,,,40.4,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,True
45031,473,640.0,,657.2,,542.0,524.0,532.0,,,,,448.3,,402.5,,,632.0,546.4,,460.2,310.0,,475.0,551.3,,,,750.0,434.0,722.1,,,,,,403.3,562.3,,,,887.6,167.0,,184.2,,69.0,51.0,59.0,,,,,-24.7,,-70.5,,,159.0,73.4,,-12.8,-163.0,,2.0,78.3,,,,277.0,-39.0,249.1,,,,,,-69.7,89.3,,,,414.6,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False
45033,210,298.0,,305.8,,219.0,205.0,229.0,,,,,228.2,,183.0,,,271.0,127.2,,213.8,133.0,,172.0,220.3,,,,298.0,198.0,282.3,,,,,,188.7,201.4,,,,320.7,88.0,,95.8,,9.0,-5.0,19.0,,,,,18.2,,-27.0,,,61.0,-82.8,,3.8,-77.0,,-38.0,10.3,,,,88.0,-12.0,72.3,,,,,,-21.3,-8.6,,,,110.7,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False
